('AC04652-2022-11-02-200','A12-2','efxi', 'LB')
('SL04652-2022-11-02-5089','S213-1','bhpCKzZfTozY', 'LB')
('AC22517-2022-11-01-5150','A287-2','hEVuTppXx', 'LB')
('SL22517-2022-11-01-5023','S210-7','UAehil', 'SL')
('SL22517-2022-11-01-5071','S212-7','HCZMKgCiof', 'SL')
('AC12058-2022-11-01-5163','A287-15','IlvW', 'UB')
('SL12058-2022-11-01-5034','S210-18','OnFPJvrBLlOJH', 'MB')
('SL22517-2022-11-01-5073','S212-9','cyfRfHHXFjDFZM', 'LB')
('SL22517-2022-11-01-5074','S212-10','vCWKyEyrzPWs', 'MB')
('AC22517-2022-11-01-5187','A289-3','dsAFWZE', 'UB')
('AC04652-2022-11-02-5222','A291-2','PRIfwukt', 'LB')
('AC04652-2022-11-02-5229','A291-9','tUloLabdfVOoFDm', 'UB')
('AC22517-2022-11-02-5241','A292-3','sRdodIaWeMWDD', 'UB')
('SL04652-2022-11-02-5143','S215-7','qdo', 'SL')
('AC12058-2022-11-01-5193','A289-9','gzFzxYoZBmouPag', 'UB')
('SL04652-2022-11-01-5144','S215-8','sbSYV', 'SU')
('SL22517-2022-11-02-5154','S215-18','BEZaCp', 'MB')
('SL22517-2022-11-01-5123','S214-11','iHWEi', 'UB')
('SL22517-2022-11-01-5124','S214-12','pjWkV', 'LB')
('AC22517-2022-11-02-5277','A294-3','shNyha', 'UB')
('AC22517-2022-11-02-5278','A294-4','qtPXF', 'UB')
('SL04652-2022-11-02-5195','S217-11','Rek', 'UB')
('SL04652-2022-11-02-5196','S217-12','QryTDDxW', 'LB')
('SL22517-2022-11-01-5132','S214-20','KCHo', 'LB')
('SL22517-2022-11-02-5161','S216-1','vfijdXNTCReDNzT', 'LB')
('SL22517-2022-11-02-5162','S216-2','fwNQmHtnDZ', 'MB')
('SL22517-2022-11-02-5163','S216-3','rgHGIlFdVHw', 'UB')
('AC22517-2022-11-02-5289','A294-15','KIi', 'UB')
('SL04652-2022-11-02-5209','S218-1','kbIVnseIqZbaGKKh', 'LB')
('SL04652-2022-11-02-5210','S218-2','BziDxBrecxXvN', 'MB')
('SL22517-2022-11-02-5166','S216-6','ouCBjlzd', 'UB')
('AC12058-2022-11-01-5241','A292-3','lotR', 'UB')
('SL04652-2022-11-01-5166','S216-6','DAcFkoNmWSHK', 'UB')
('SL22517-2022-11-02-5169','S216-9','F', 'LB')
('AC04652-2022-11-02-5287','A294-13','WZsxXPT', 'LB')
('SL22517-2022-11-02-5170','S216-10','lOznh', 'MB')
('AC04652-2022-11-02-5289','A294-15','rywetHRQIEQy', 'UB')
('SL04652-2022-11-02-5223','S218-15','hn', 'SL')
('SL12058-2022-11-01-5118','S214-6','cq', 'UB')
('SL04652-2022-11-02-5235','S219-3','JBHfNihmNoRGDQo', 'UB')
('SL04652-2022-11-01-5185','S217-1','H', 'LB')
('AC12058-2022-11-01-5277','A294-3','HgYrlcvDlImspb', 'UB')
('SL22517-2022-11-02-5217','S218-9','OLgtiVYtMvl', 'LB')
('SL22517-2022-11-01-5186','S217-2','kWmkvgd', 'MB')
('SL04652-2022-11-01-5202','S217-18','KFdi', 'MB')
('SL22517-2022-11-01-5189','S217-5','L', 'MB')
('AC22517-2022-11-01-5312','A296-2','sejwFJ', 'LB')
('AC04652-2022-11-01-5530','A308-4','JgUaWaqWOEO', 'UB')
('SL04652-2022-11-01-5204','S217-20','UO', 'LB')
('SL22517-2022-11-01-5192','S217-8','LuHTtZOfduWPTS', 'SU')
('SL22517-2022-11-02-5218','S218-10','txgSYybnZ', 'MB')
('SL12058-2022-11-01-5168','S216-8','cFfDmCwviaRcR', 'SU')
('SL04652-2022-11-01-5208','S217-24','EKHTNWqp', 'SU')
('SL22517-2022-11-02-5222','S218-14','enwSrDioFhVRE', 'UB')
('AC04652-2022-11-01-5532','A308-6','e', 'SU')
('AC04652-2022-11-01-5533','A308-7','oFgLKASzRXGkhsnT', 'LB')
('SL04652-2022-11-02-5268','S220-12','D', 'LB')
('AC12058-2022-11-01-5316','A296-6','cYzVmsP', 'SU')
('AC22517-2022-11-02-5371','A299-7','XZTb', 'LB')
('AC04652-2022-11-02-5388','A300-6','GtW', 'SU')
('AC12058-2022-11-01-5338','A297-10','lKIFnecdXlyzrEl', 'UB')
('AC22517-2022-11-02-5401','A301-1','SXXN', 'LB')
('SL22517-2022-11-01-5241','S219-9','Pozneo', 'LB')
('AC12058-2022-11-01-5342','A297-14','CnHiiHZOA', 'LB')
('AC04652-2022-11-01-5572','A310-10','xCxDp', 'UB')
('AC04652-2022-11-02-5405','A301-5','CibmBTlv', 'SL')
('SL04652-2022-11-01-5269','S220-13','J', 'MB')
('SL12058-2022-11-01-5237','S219-5','VTCBOqEdHLFBGksl', 'MB')
('SL12058-2022-11-01-5238','S219-6','VBCvwXljaCbHk', 'UB')
('AC22517-2022-11-01-5371','A299-7','hVyqMIRaDfPSBSFe', 'LB')
('SL22517-2022-11-01-5254','S219-22','sSiY', 'UB')
('SL22517-2022-11-01-5258','S220-2','PyhPhB', 'MB')
('AC04652-2022-11-02-5415','A301-15','Zu', 'UB')
('SL12058-2022-11-01-5244','S219-12','yvAv', 'LB')
('SL22517-2022-11-02-5296','S221-16','dHrvOXNnJUEvbGK', 'SU')
('SL12058-2022-11-01-5247','S219-15','oASkNrvJwN', 'SL')
('AC22517-2022-11-01-5381','A299-17','uLcFiRJuwbjfJ', 'SL')
('SL04652-2022-11-02-5334','S223-6','qBbTAeBPqdLRRUuk', 'UB')
('AC22517-2022-11-01-5383','A300-1','wAUyXreepjeUNmuA', 'LB')
('AC12058-2022-11-01-5364','A298-18','vvKDkWbO', 'SU')
('SL12058-2022-11-01-5252','S219-20','FVD', 'LB')
('SL04652-2022-11-01-5280','S220-24','BVKttqDBTDFG', 'SU')
('AC04652-2022-11-01-5597','A311-17','J', 'SL')
('SL04652-2022-11-02-5336','S223-8','RtszOtD', 'SU')
('AC04652-2022-11-01-5600','A312-2','u', 'LB')
('SL22517-2022-11-01-5272','S220-16','fZvexWVKtBvKITF', 'SU')
('SL22517-2022-11-01-5278','S220-22','mygAUHb', 'UB')
('AC04652-2022-11-01-5617','A313-1','RVOwTp', 'LB')
('AC22517-2022-11-01-5413','A301-13','wzPcBNgutPUOz', 'LB')
('AC04652-2022-11-02-5450','A303-14','sTA', 'LB')
('AC22517-2022-11-02-5457','A304-3','CDzBfBCr', 'UB')
('AC04652-2022-11-01-5644','A314-10','ZFniH', 'UB')
('AC22517-2022-11-02-5463','A304-9','QkW', 'UB')
('SL04652-2022-11-02-5399','S225-23','mFDtHvbjNbL', 'SL')
('AC22517-2022-11-01-5463','A304-9','JdYTemf', 'UB')
('SL22517-2022-11-01-5326','S222-22','LVDumE', 'UB')
('SL04652-2022-11-02-5408','S226-8','CTRAWMOQgqXad', 'SU')
('SL22517-2022-11-02-5383','S225-7','PbFgcEzyED', 'SL')
('SL04652-2022-11-01-5357','S224-5','UbhTRmTxYQyLx', 'MB')
('AC22517-2022-11-01-5481','A305-9','WPfzlCwp', 'UB')
('SL04652-2022-11-01-5363','S224-11','ztInCR', 'UB')
('AC22517-2022-11-02-5512','A307-4','vmfKNZg', 'UB')
('AC04652-2022-11-02-5542','A308-16','uQBIoVeZ', 'UB')
('SL22517-2022-11-01-5386','S225-10','goZKSqG', 'MB')
('AC12058-2022-11-01-5504','A306-14','XzP', 'LB')
('SL04652-2022-11-02-5463','S228-15','NBuOlq', 'SL')
('SL22517-2022-11-01-5391','S225-15','pKxAhWfXDT', 'SL')
('AC22517-2022-11-02-5549','A309-5','TLhGNjtraC', 'SL')
('AC04652-2022-11-02-5553','A309-9','hWpybLoqxlGThh', 'UB')
('AC12058-2022-11-01-5507','A306-17','AgAucImeOTch', 'SL')
('AC04652-2022-11-01-5744','A320-2','AYlHhdaONPXVf', 'LB')
('AC22517-2022-11-01-5571','A310-9','QFXCFghr', 'UB')
('AC04652-2022-11-02-5618','A313-2','koq', 'LB')
('SL22517-2022-11-02-5507','S230-11','TFSwbaVwy', 'UB')
('AC04652-2022-11-01-5806','A323-10','gdhrwNGuv', 'UB')
('AC22517-2022-11-01-5582','A311-2','vTkJpbxFxf', 'LB')
('SL04652-2022-11-02-5532','S231-12','xVpEFqYClDS', 'LB')
('SL04652-2022-11-01-5487','S229-15','Lv', 'SL')
('AC12058-2022-11-01-5586','A311-6','bYNnihQKGQ', 'SU')
('AC04652-2022-11-02-5629','A313-13','J', 'LB')
('AC22517-2022-11-01-5593','A311-13','WMP', 'LB')
('SL12058-2022-11-01-5448','S227-24','gjMAdkCahtJ', 'SU')
('AC04652-2022-11-02-5661','A315-9','SOaKMuPD', 'UB')
('SL22517-2022-11-02-5533','S231-13','mgarQ', 'MB')
('AC22517-2022-11-02-5633','A313-17','dsVmZIdILPvnj', 'SL')
('AC12058-2022-11-01-5618','A313-2','lThZ', 'LB')
('SL12058-2022-11-01-5470','S228-22','KMequc', 'UB')
('AC04652-2022-11-02-5665','A315-13','fvqzEDzgFy', 'LB')
('AC04652-2022-11-02-5666','A315-14','zYjxxZYpJPViRq', 'LB')
('AC12058-2022-11-01-5621','A313-5','HbpfeBKYgTSlj', 'SL')
('SL12058-2022-11-01-5473','S229-1','AGKRA', 'LB')
('SL12058-2022-11-01-5474','S229-2','poVF', 'MB')
('AC22517-2022-11-02-5637','A314-3','FLe', 'UB')
('SL04652-2022-11-02-5571','S233-3','cQKuj', 'UB')
('SL22517-2022-11-02-5536','S231-16','zpGCYPuzkQpIu', 'SU')
('AC22517-2022-11-01-5624','A313-8','ViUL', 'LB')
('SL22517-2022-11-01-5491','S229-19','tMMiIEOfpUVoK', 'UB')
('SL04652-2022-11-01-5514','S230-18','cpLKbOZMZVIUy', 'MB')
('AC22517-2022-11-01-5625','A313-9','exWMhNyzgUL', 'UB')
('AC22517-2022-11-02-5641','A314-7','WHbRgrKlPNmR', 'LB')
('SL12058-2022-11-01-5479','S229-7','WaATI', 'SL')
('AC22517-2022-11-01-5630','A313-14','fPSYQgpGuJ', 'LB')
('AC22517-2022-11-01-5633','A313-17','IgePOIDyOkkcbbLX', 'SL')
('AC12058-2022-11-01-5631','A313-15','lwFHM', 'UB')
('SL12058-2022-11-01-5482','S229-10','XfxvIjWN', 'MB')
('AC22517-2022-11-02-5645','A314-11','lFsyNAfpDcXoX', 'SL')
('SL12058-2022-11-01-5484','S229-12','n', 'LB')
('SL04652-2022-11-01-5522','S231-2','r', 'MB')
('SL22517-2022-11-02-5559','S232-15','ixMXjsJECQtVFV', 'SL')
('AC04652-2022-11-02-5692','A317-4','Sinkpb', 'UB')
('AC04652-2022-11-02-5693','A317-5','styIrNLdiSUsu', 'SL')
('SL22517-2022-11-02-5563','S232-19','GPxrdAQarIwPeRoZ', 'UB')
('SL04652-2022-11-01-5540','S231-20','irUojCRM', 'LB')
('SL04652-2022-11-01-5570','S233-2','Jip', 'MB')
('AC04652-2022-11-01-5886','A327-18','NDgk', 'SU')
('AC04652-2022-11-01-5887','A328-1','BvUVhwLdX', 'LB')
('AC12058-2022-11-01-5698','A317-10','btX', 'UB')
('AC22517-2022-11-01-5718','A318-12','HKrslcJEzfkYCOpE', 'SU')
('AC22517-2022-11-02-5710','A318-4','QTLaqlvE', 'UB')
('SL22517-2022-11-01-5611','S234-19','DIBQj', 'UB')
('AC22517-2022-11-02-5761','A321-1','tnWajMjbr', 'LB')
('SL22517-2022-11-02-5696','S238-8','EaucGNGXQhbHYsF', 'SU')
('SL22517-2022-11-01-5629','S235-13','yfrnqthyBjaNQO', 'MB')
('SL12058-2022-11-01-5619','S235-3','oIkouqfP', 'UB')
('SL04652-2022-11-01-5661','S236-21','xNEYgTDlxslS', 'MB')
('AC12058-2022-11-01-5770','A321-10','gp', 'UB')
('AC22517-2022-11-02-5772','A321-12','eLrnUe', 'SU')
('SL22517-2022-11-02-5713','S239-1','Skv', 'LB')
('AC04652-2022-11-02-5825','A324-11','svgTLduKrdxcSDY', 'SL')
('SL04652-2022-11-02-5728','S239-16','jusOazuX', 'SU')
('AC22517-2022-11-01-5799','A323-3','Z', 'UB')
('SL04652-2022-11-02-5732','S239-20','Fd', 'LB')
('SL22517-2022-11-02-5720','S239-8','KE', 'SU')
('AC04652-2022-11-02-5861','A326-11','nTVtaWyitalYdC', 'SL')
('AC04652-2022-11-01-6044','A336-14','jYdwfLgVAjuNNs', 'LB')
('SL04652-2022-11-01-5716','S239-4','JmEtDkPFfIjgZTlo', 'LB')
('AC22517-2022-11-01-5856','A326-6','dF', 'SU')
('AC04652-2022-11-01-6086','A339-2','taenwVzgwR', 'LB')
('AC04652-2022-11-02-5897','A328-11','uOFVorrNMJ', 'SL')
('AC04652-2022-11-02-5901','A328-15','FKxVAhp', 'UB')
('SL04652-2022-11-01-5751','S240-15','ashFxwTMc', 'SL')
('SL22517-2022-11-02-5796','S242-12','EJDpiawhELqf', 'LB')
('AC22517-2022-11-01-5872','A327-4','Wlyr', 'UB')
('AC04652-2022-11-02-5952','A331-12','U', 'SU')
('SL22517-2022-11-01-5787','S242-3','UQzAN', 'UB')
('SL22517-2022-11-01-5788','S242-4','cywKIsdCkWQ', 'LB')
('AC12058-2022-11-01-5891','A328-5','IUpw', 'SL')
('AC22517-2022-11-02-5910','A329-6','gZGtHHzyGddAsqk', 'SU')
('AC12058-2022-11-01-5896','A328-10','klVqaeCPq', 'UB')
('SL04652-2022-11-02-5922','S247-18','uaC', 'MB')
('SL22517-2022-11-01-5849','S244-17','Oexkkne', 'LB')
('AC22517-2022-11-02-5976','A332-18','azCmjWCGyeeKFFU', 'SU')
('AC12058-2022-11-01-5973','A332-15','BPILKuYLWPpUdgT', 'UB')
('SL22517-2022-11-01-5863','S245-7','sPdgH', 'SL')
('SL04652-2022-11-01-5864','S245-8','IaKmlKW', 'SU')
('AC04652-2022-11-01-6217','A346-7','TTAmmXTLgUMe', 'LB')
('AC22517-2022-11-02-5982','A333-6','pZIKBOg', 'SU')
('AC04652-2022-11-02-6033','A336-3','JVINrzOOktdRAGE', 'UB')
('SL22517-2022-11-01-5870','S245-14','OLA', 'UB')
('AC22517-2022-11-01-5993','A333-17','hZMYPW', 'SL')
('AC04652-2022-11-02-6040','A336-10','KCxOSfyWvv', 'UB')
('AC04652-2022-11-01-6235','A347-7','ccrMllnclsi', 'LB')
('SL04652-2022-11-02-5973','S249-21','tjPmYhEys', 'MB')
('AC12058-2022-11-01-5994','A333-18','IB', 'SU')
('AC12058-2022-11-01-5995','A334-1','Yo', 'LB')
('AC12058-2022-11-01-5996','A334-2','UKyFbqiZ', 'LB')
('AC04652-2022-11-01-6241','A347-13','OZbWznPIYsVJ', 'LB')
('SL22517-2022-11-01-5888','S246-8','BnIhfdflfQTcHtvw', 'SU')
('AC22517-2022-11-02-6002','A334-8','UEVKSYB', 'LB')
('SL22517-2022-11-02-5965','S249-13','jMfGp', 'MB')
('SL12058-2022-11-01-5836','S244-4','XEeNJZaSwcG', 'LB')
('AC22517-2022-11-02-6006','A334-12','mvvVVgvdLl', 'SU')
('AC04652-2022-11-01-6254','A348-8','tMvatSrHKJYqe', 'LB')
('AC22517-2022-11-02-6041','A336-11','apkgpK', 'SL')
('AC22517-2022-11-02-6042','A336-12','Zqkdlp', 'SU')
('SL04652-2022-11-01-5923','S247-19','BAQ', 'UB')
('SL22517-2022-11-01-5938','S248-10','DZrfnXnWHa', 'MB')
('SL04652-2022-11-01-5926','S247-22','VarKLjpkxY', 'UB')
('SL04652-2022-11-02-6020','S251-20','Vd', 'LB')
('SL04652-2022-11-01-5938','S248-10','NFLIvADBXUdAT', 'MB')
('SL22517-2022-11-01-5945','S248-17','FYhqaNe', 'LB')
('SL04652-2022-11-01-5941','S248-13','Yfpp', 'MB')
('SL12058-2022-11-01-5889','S246-9','RWJaAN', 'LB')
('SL04652-2022-11-01-6000','S250-24','WCfBHTbs', 'SU')
('AC22517-2022-11-02-6136','A341-16','ynMaSVc', 'UB')
('AC22517-2022-11-01-6125','A341-5','pUq', 'SL')
('SL22517-2022-11-01-6004','S251-4','XLNdoOjbUq', 'LB')
('AC22517-2022-11-02-6139','A342-1','QhTi', 'LB')
('AC04652-2022-11-01-6392','A356-2','lnVJGfC', 'LB')
('SL12058-2022-11-01-5967','S249-15','ZtUCfYtPvGh', 'SL')
('AC04652-2022-11-01-6400','A356-10','bQ', 'UB')
('SL22517-2022-11-02-6105','S255-9','BvSefAxAHrjfTT', 'LB')
('AC22517-2022-11-01-6151','A342-13','euo', 'LB')
('AC04652-2022-11-01-6401','A356-11','jhNCqchS', 'SL')
('AC04652-2022-11-01-6410','A357-2','wVmeqDNablnWn', 'LB')
('AC22517-2022-11-01-6212','A346-2','XKskA', 'LB')
('SL22517-2022-11-01-6088','S254-16','rD', 'SU')
('AC22517-2022-11-02-6215','A346-5','Iecyg', 'SL')
('AC22517-2022-11-01-6214','A346-4','ORFJPPQQfcVRYoP', 'UB')
('SL04652-2022-11-01-6111','S255-15','aFh', 'SL')
('SL04652-2022-11-02-6193','S259-1','hJ', 'LB')
('AC22517-2022-11-01-6300','A350-18','fWlKXufTntectLf', 'SU')
('SL04652-2022-11-01-6166','S257-22','GkWjIN', 'UB')
('AC04652-2022-11-01-6558','A365-6','UdmcFDBylLshQYC', 'SU')
('AC04652-2022-11-02-6320','A352-2','WLi', 'LB')
('AC04652-2022-11-01-6561','A365-9','unzOjAk', 'UB')
('AC22517-2022-11-02-6303','A351-3','xjTMOlABywmM', 'UB')
('AC22517-2022-11-02-6304','A351-4','nnL', 'UB')
('AC22517-2022-11-01-6317','A351-17','JIFHybz', 'SL')
('AC22517-2022-11-01-6319','A352-1','ReQnPDiMXx', 'LB')
('SL22517-2022-11-02-6277','S262-13','SdBa', 'MB')
('AC12058-2022-11-01-6318','A351-18','EufifWqZVSunHnuK', 'SU')
('AC04652-2022-11-01-6583','A366-13','pykWnwnHqcpa', 'LB')
('AC04652-2022-11-02-6344','A353-8','NSNE', 'LB')
('SL22517-2022-11-02-6334','S264-22','aXJONyGXH', 'UB')
('SL04652-2022-11-02-6324','S264-12','hmzOf', 'LB')
('AC22517-2022-11-01-6381','A355-9','tRYYtxxFmFkGOep', 'UB')
('SL04652-2022-11-01-6250','S261-10','p', 'MB')
('SL22517-2022-11-01-6256','S261-16','TdDWGeWlWyBy', 'SU')
('SL04652-2022-11-01-6255','S261-15','QuWqyCvmAhR', 'SL')
('SL22517-2022-11-02-6348','S265-12','MKsebXgmEka', 'LB')
('SL22517-2022-11-02-6350','S265-14','S', 'UB')
('AC22517-2022-11-01-6398','A356-8','ekTCyzJiDYbT', 'LB')
('SL12058-2022-11-01-6193','S259-1','eFUWYXv', 'LB')
('AC04652-2022-11-01-6661','A371-1','qTRvcxJhMwswV', 'LB')
('SL04652-2022-11-01-6270','S262-6','DzqQvP', 'UB')
('AC12058-2022-11-01-6419','A357-11','bAhUxYal', 'SL')
('AC04652-2022-11-02-6442','A358-16','FlfzolErpsvLS', 'UB')
('AC22517-2022-11-02-6422','A357-14','yxVBR', 'LB')
('AC04652-2022-11-01-6696','A372-18','IRvCcgwQJYp', 'SU')
('SL04652-2022-11-01-6307','S263-19','uyFdZq', 'UB')
('AC22517-2022-11-01-6437','A358-11','uzyF', 'SL')
('AC04652-2022-11-02-6449','A359-5','V', 'SL')
('SL22517-2022-11-02-6384','S266-24','VGmgFDQOZZwhPAod', 'SU')
('SL22517-2022-11-01-6371','S266-11','PbTmsILTYIzzbVaA', 'UB')
('SL22517-2022-11-02-6432','S268-24','JEGgOK', 'SU')
('SL22517-2022-11-01-6374','S266-14','FXzYXAK', 'UB')
('AC04652-2022-11-01-6753','A376-3','eOfijgIzjY', 'UB')
('SL04652-2022-11-01-6371','S266-11','wSVqtDnF', 'UB')
('SL22517-2022-11-02-6434','S269-2','vueDQEiANSg', 'MB')
('AC22517-2022-11-01-6477','A360-15','MYTtiZbhoA', 'UB')
('AC04652-2022-11-02-6497','A361-17','jOdkWybzisfBbvin', 'SL')
('SL22517-2022-11-02-6436','S269-4','HuMYxoKWrParLN', 'LB')
('SL04652-2022-11-02-6470','S270-14','wNVOclto', 'UB')
('SL04652-2022-11-02-6476','S270-20','vqS', 'LB')
('AC12058-2022-11-01-6524','A363-8','nutbvzrV', 'LB')
('AC22517-2022-11-02-6523','A363-7','vyLMJsE', 'LB')
('SL04652-2022-11-02-6482','S271-2','abDlQVbJEgxAoeO', 'MB')
('SL04652-2022-11-01-6418','S268-10','fORw', 'MB')
('SL04652-2022-11-01-6419','S268-11','qwZcdfd', 'UB')
('SL04652-2022-11-01-6420','S268-12','DDitwNPYTKXkAOH', 'LB')
('AC22517-2022-11-01-6528','A363-12','XpywNZ', 'SU')
('SL12058-2022-11-01-6336','S264-24','wFWDMyLCQQs', 'SU')
('SL22517-2022-11-01-6423','S268-15','tiD', 'SL')
('SL04652-2022-11-01-6428','S268-20','unoouJo', 'LB')
('SL04652-2022-11-01-6429','S268-21','DPrCQRXjnfLtSUQj', 'MB')
('AC12058-2022-11-01-6552','A364-18','ZlOJKmWpZWqW', 'SU')
('AC04652-2022-11-02-6571','A366-1','DVKZzDMhzFHUHKLy', 'LB')
('AC22517-2022-11-01-6579','A366-9','SrjB', 'UB')
('SL04652-2022-11-01-6470','S270-14','dowPLMHvU', 'UB')
('AC22517-2022-11-01-6583','A366-13','XmzcNNL', 'LB')
('SL22517-2022-11-01-6472','S270-16','JKAmueZqKRjb', 'SU')
('SL04652-2022-11-01-6474','S270-18','b', 'MB')
('AC22517-2022-11-01-6588','A366-18','vYqixDrRqKhIA', 'SU')
('SL22517-2022-11-01-6475','S270-19','kIuTZ', 'UB')
('AC12058-2022-11-01-6588','A366-18','AryhxLMLqA', 'SU')
('SL04652-2022-11-02-6579','S275-3','BiJnjIrhcKFVLfL', 'UB')
('SL22517-2022-11-02-6599','S275-23','Fbo', 'SL')
('SL22517-2022-11-01-6517','S272-13','DiM', 'MB')
('AC22517-2022-11-01-6637','A369-13','tkkszXgY', 'LB')
('SL04652-2022-11-01-6530','S273-2','SwwdAxALKDfvPS', 'MB')
('AC22517-2022-11-01-6644','A370-2','umMCfGYAA', 'LB')
('AC12058-2022-11-01-6651','A370-9','EtGWvs', 'UB')
('SL04652-2022-11-01-6560','S274-8','Ig', 'SU')
('AC22517-2022-11-02-6665','A371-5','PP', 'SL')
('AC22517-2022-11-02-6666','A371-6','iIaSgtjJnDVVBj', 'SU')
('AC12058-2022-11-01-6668','A371-8','rilMLth', 'LB')
('AC22517-2022-11-02-6668','A371-8','AaNcmCatilL', 'LB')
('SL04652-2022-11-01-6568','S274-16','HkTXhIcocp', 'SU')
('AC04652-2022-11-01-6943','A386-13','QwBVjnDQqhyj', 'LB')
('SL12058-2022-11-01-6476','S270-20','VjCXswDuuliO', 'LB')
('AC12058-2022-11-01-6675','A371-15','gGNLhFOV', 'UB')
('AC04652-2022-11-01-6949','A387-1','AJZkjcEAEWC', 'LB')
('AC22517-2022-11-02-6697','A373-1','qqOtgI', 'LB')
('SL04652-2022-11-01-6592','S275-16','wmBt', 'SU')
('SL12058-2022-11-01-6496','S271-16','XmeRpvADoKDvGT', 'SU')
('AC12058-2022-11-01-6697','A373-1','CWCmvC', 'LB')
('AC04652-2022-11-02-6701','A373-5','nlZCBE', 'SL')
('SL22517-2022-11-01-6566','S274-14','BqIqECJGmGFW', 'UB')
('SL04652-2022-11-02-6656','S278-8','cMcqG', 'SU')
('SL04652-2022-11-02-6657','S278-9','peKZh', 'LB')
('SL12058-2022-11-01-6501','S271-21','sNMM', 'MB')
('AC04652-2022-11-01-6968','A388-2','euTpZQmLWvfIfPmy', 'LB')
('AC22517-2022-11-01-6700','A373-4','pZVkHawccqUPEFMG', 'UB')
('SL04652-2022-11-01-6602','S276-2','uRkXzBmdurNHcRx', 'MB')
('AC12058-2022-11-01-6705','A373-9','XLDHpPMgj', 'UB')
('SL22517-2022-11-02-6675','S279-3','urFfeeizwIfPe', 'UB')
('AC22517-2022-11-02-6713','A373-17','MOpynmFV', 'SL')
('SL22517-2022-11-01-6574','S274-22','WR', 'UB')
('AC12058-2022-11-01-6709','A373-13','GExayNfTTGcXBM', 'LB')
('SL22517-2022-11-02-6677','S279-5','zXQfwuT', 'MB')
('AC04652-2022-11-02-6711','A373-15','jEWcpyeexrLSPW', 'UB')
('AC04652-2022-11-02-6712','A373-16','t', 'UB')
('SL12058-2022-11-01-6508','S272-4','mZRV', 'LB')
('AC22517-2022-11-02-6716','A374-2','wYIpE', 'LB')
('SL04652-2022-11-02-6668','S278-20','mZwmmxeR', 'LB')
('AC12058-2022-11-01-6716','A374-2','ACRFLBfqwmL', 'LB')
('AC12058-2022-11-01-6717','A374-3','VvECzZHCBQwIH', 'UB')
('SL12058-2022-11-01-6514','S272-10','LPrwasQVBIDMC', 'MB')
('SL22517-2022-11-01-6577','S275-1','blvReAw', 'LB')
('AC04652-2022-11-01-6974','A388-8','fYcCMRYb', 'LB')
('SL04652-2022-11-02-6678','S279-6','JmmYHTtECLFfGsL', 'UB')
('SL22517-2022-11-02-6686','S279-14','Uljqo', 'UB')
('SL04652-2022-11-02-6679','S279-7','Th', 'SL')
('AC04652-2022-11-01-6979','A388-13','JNCbFzQElDvQwOO', 'LB')
('SL22517-2022-11-01-6587','S275-11','IFPY', 'UB')
('SL22517-2022-11-01-6588','S275-12','ctVGtBi', 'LB')
('AC22517-2022-11-02-6744','A375-12','xQgAZpad', 'SU')
('AC12058-2022-11-01-6742','A375-10','yEyWoWAM', 'UB')
('SL04652-2022-11-02-6699','S280-3','KJ', 'UB')
('AC22517-2022-11-01-6750','A375-18','hJMTSUEEVSDSVPYf', 'SU')
('AC22517-2022-11-02-6770','A377-2','zUSiXvgSWuNSkmf', 'LB')
('AC22517-2022-11-01-6757','A376-7','KRWtyqbtKWZ', 'LB')
('AC22517-2022-11-01-6760','A376-10','hnn', 'UB')
('AC12058-2022-11-01-6776','A377-8','JaBsMlqCjuQOkG', 'LB')
('SL22517-2022-11-02-6729','S281-9','myTxYD', 'LB')
('SL12058-2022-11-01-6561','S274-9','OtZHVtbnllbUWEue', 'LB')
('SL04652-2022-11-01-6690','S279-18','vwXjn', 'MB')
('AC12058-2022-11-01-6789','A378-3','KJNpaDO', 'UB')
('SL12058-2022-11-01-6631','S277-7','DWV', 'SL')
('SL04652-2022-11-01-6759','S282-15','VJlzrWenr', 'SL')
('SL12058-2022-11-01-6638','S277-14','xaQzHdPr', 'UB')
('SL04652-2022-11-01-6802','S284-10','IspJuqJclK', 'MB')
('AC22517-2022-11-01-6869','A382-11','XK', 'SL')
('SL22517-2022-11-01-6724','S281-4','BYEO', 'LB')
('AC22517-2022-11-01-6871','A382-13','UajQrF', 'LB')
('SL04652-2022-11-01-6806','S284-14','uOavrvv', 'UB')
('SL12058-2022-11-01-6681','S279-9','ZfvaQWoriglXe', 'LB')
('SL04652-2022-11-01-6812','S284-20','aDYOOagr', 'LB')
('AC04652-2022-11-01-7149','A398-3','ovGbAsP', 'UB')
('SL04652-2022-11-02-6863','S286-23','wFqSOzzqVUlyxWTj', 'SL')
('SL04652-2022-11-01-6840','S285-24','GCe', 'SU')
('AC22517-2022-11-01-6908','A384-14','oDGpOdH', 'LB')
('AC22517-2022-11-02-6927','A385-15','oKOMxfJrfwtwvJ', 'UB')
('SL22517-2022-11-02-6871','S287-7','lVmBqvQxZzopbuqR', 'SL')
('SL22517-2022-11-02-6872','S287-8','WTw', 'SU')
('SL22517-2022-11-01-6778','S283-10','AtW', 'MB')
('AC04652-2022-11-01-7202','A401-2','boTDiBqs', 'LB')
('AC22517-2022-11-02-6958','A387-10','oOpLttlBGefMU', 'UB')
('SL04652-2022-11-01-6885','S287-21','FBMiQkZ', 'MB')
