('AC22517-2022-11-01-4506','A251-6','qxfgCwBRz', 'SU')
('SL04652-2022-11-01-13179','S550-3','WKuYELZoyhzo', 'UB')
('AC22517-2022-11-02-13268','A738-2','MCfvtKHCOMIYUaG', 'LB')
('SL04652-2022-11-01-13188','S550-12','HbFPYZAFjt', 'LB')
('AC12058-2022-11-01-13289','A739-5','lZMQbU', 'SL')
('SL04652-2022-11-01-13194','S550-18','qQYCphhmYNeKl', 'MB')
('AC04652-2022-11-02-13330','A741-10','i', 'UB')
('SL22517-2022-11-02-13191','S550-15','pjvYnT', 'SL')
('AC22517-2022-11-02-13283','A738-17','cP', 'SL')
('SL04652-2022-11-02-13189','S550-13','VldfNDvHo', 'MB')
('SL04652-2022-11-01-13214','S551-14','CMLaxKFrYpcjz', 'UB')
('SL22517-2022-11-02-13198','S550-22','fJqcQ', 'UB')
('AC04652-2022-11-01-13518','A751-18','uqglLNmqFP', 'SU')
('SL04652-2022-11-01-13217','S551-17','O', 'LB')
('AC22517-2022-11-01-13376','A744-2','LCwTP', 'LB')
('SL12058-2022-11-01-13025','S543-17','y', 'LB')
('SL22517-2022-11-02-13201','S551-1','ulkZTFppV', 'LB')
('SL04652-2022-11-01-13221','S551-21','rtZEFrjWWwqnjK', 'MB')
('AC22517-2022-11-02-13293','A739-9','Xj', 'UB')
('AC04652-2022-11-01-13528','A752-10','D', 'UB')
('SL04652-2022-11-02-13201','S551-1','CBbKROtpFuaI', 'LB')
('AC04652-2022-11-02-13344','A742-6','Ys', 'SU')
('AC22517-2022-11-01-13383','A744-9','Meao', 'UB')
('AC22517-2022-11-02-13298','A739-14','gVI', '
