('SL04652-2022-11-02-3','S1-3','sTLPh', 'UB')
('SL04652-2022-11-02-4454','S186-14','fkpyvavfIGhCJ', 'UB')
('AC04652-2022-11-01-4581','A255-9','do', 'UB')
('AC12058-2022-11-01-4526','A252-8','FnPIoNtxNgSN', 'LB')
('AC22517-2022-11-02-4586','A255-14','gvvPTGEHSKm', 'LB')
('SL04652-2022-11-02-4458','S186-18','Xpdz', 'MB')
('AC22517-2022-11-01-4382','A244-8','ALCBYw', 'LB')
('SL04652-2022-11-02-4460','S186-20','XmmZGmsa', 'LB')
('SL12058-2022-11-01-4522','S189-10','b', 'MB')
('AC12058-2022-11-01-4569','A254-15','NobPfWaKX', 'UB')
('SL04652-2022-11-01-4579','S191-19','K', 'UB')
('AC12058-2022-11-01-4573','A255-1','vEKWVZmq', 'LB')
('SL04652-2022-11-01-4582','S191-22','eYeKuVLOWMUWkevm', 'UB')
('SL12058-2022-11-01-4555','S190-19','TnWmC', 'UB')
('AC22517-2022-11-02-4641','A258-15','gejrSFv', 'UB')
('AC04652-2022-11-01-4641','A258-15','HQZ', 'UB')
('AC12058-2022-11-01-4596','A256-6','kGTStXkNQrCzXKki', 'SU')
('SL12058-2022-11-01-4580','S191-20','JC', 'LB')
('AC04652-2022-11-01-4660','A259-16','UnMAmcCiAay', 'UB')
('SL12058-2022-11-01-4598','S192-14','Oh', 'UB')
('AC22517-2022-11-02-4685','A261-5','L', 'SL')
('AC22517-2022-11-01-4470','A249-6','BpaLnxbBYUAuMnQ', 'SU')
('AC04652-2022-11-01-4682','A261-2','TrCnRIzRZCPuOhb', 'LB')
('AC12058-2022-11-01-4638','A258-12','kkXGlVqXKpmrD', 'SU')
('SL04652-2022-11-02-4574','S191-14','VKTChAW', 'UB')
('AC04652-2022-11-02-4584','A255-12','dIqLgKEbMSjUzXl', 'SU')
('AC22517-2022-11-01-4515','A251-15','qDrFBs', 'UB')
('SL04652-2022-11-01-4678','S195-22','XdLu', 'UB')
('AC22517-2022-11-01-4517','A251-17','aGpAJLwcxwCkuC', 'SL')
('AC12058-2022-11-01-4688','A261-8','QZPrimiIXpG', 'LB')
('SL04652-2022-11-01-4681','S196-1','dicmmhpEYab', 'LB')
('AC22517-2022-11-01-4520','A252-2','IXrtXWlsNNbIHs', 'LB')
('SL22517-2022-11-01-4687','S196-7','JlDlnDNjFZbFInw', 'SL')
('AC22517-2022-11-01-4522','A252-4','hSPZGVTKiso', 'UB')
('AC12058-2022-11-01-4692','A261-12','KqNwFkOjNwVwaC', 'SU')
('AC22517-2022-11-02-4759','A265-7','somGsFSubOC', 'LB')
('AC04652-2022-11-02-4633','A258-7','vvpXqUhSYr', 'LB')
('SL22517-2022-11-01-4694','S196-14','yhXMMCP', 'UB')
('AC04652-2022-11-01-4742','A264-8','kMcDZeTYjN', 'LB')
('AC04652-2022-11-02-4634','A258-8','I', 'LB')
('AC12058-2022-11-01-4702','A262-4','eNcY', 'UB')
('AC22517-2022-11-01-4528','A252-10','WOOAX', 'UB')
('AC22517-2022-11-02-4765','A265-13','ZNfqCruALvuK', 'LB')
('SL22517-2022-11-02-4779','S200-3','plmKekWMOOeLADU', 'UB')
('SL22517-2022-11-02-4781','S200-5','rWopsvWwgnXlYUo', 'MB')
('AC22517-2022-11-02-4770','A265-18','eQkAzbjJRRqPpjK', 'SU')
('SL04652-2022-11-02-4643','S194-11','ZfkorokAtvuqE', 'UB')
('AC04652-2022-11-01-4755','A265-3','nrnoMnywzNW', 'UB')
('SL22517-2022-11-01-4704','S196-24','AgxK', 'SU')
('AC12058-2022-11-01-4710','A262-12','iHAbF', 'SU')
('AC04652-2022-11-01-4773','A266-3','sxOkpcfqWhveYrm', 'UB')
('SL22517-2022-11-02-4801','S201-1','pPxUbjwYCOACjEp', 'LB')
('SL12058-2022-11-01-4726','S197-22','MZnydPieS', 'UB')
('AC22517-2022-11-01-4566','A254-12','fatJITVvFbTBD', 'SU')
('AC22517-2022-11-01-4567','A254-13','iAmHrzSFwbJ', 'LB')
('SL22517-2022-11-01-4732','S198-4','VERkSDdbac', 'LB')
('AC12058-2022-11-01-4744','A264-10','l', 'UB')
('AC22517-2022-11-02-4808','A268-2','kSDB', 'LB')
('AC22517-2022-11-02-4809','A268-3','Yv', 'UB')
('AC04652-2022-11-01-4785','A266-15','VCaqzmrekkj', 'UB')
('AC04652-2022-11-01-4787','A266-17','apVJHdHhFjvRTHAR', 'SL')
('AC04652-2022-11-01-4788','A266-18','TmUttPtlqXwtW', 'SU')
('SL04652-2022-11-02-4687','S196-7','zXLtulnMQUCHmY', 'SL')
('SL04652-2022-11-02-4694','S196-14','PVWXypMdNw', 'UB')
('AC04652-2022-11-01-4793','A267-5','eufnOEbLqSpwTS', 'SL')
('SL04652-2022-11-01-4758','S199-6','bBLaRKaJnh', 'UB')
('SL04652-2022-11-02-4698','S196-18','ZArmrvYROnYesPwy', 'MB')
('AC22517-2022-11-01-4586','A255-14','cBOYMpPAo', 'LB')
('SL22517-2022-11-01-4745','S198-17','t', 'LB')
('SL04652-2022-11-02-4702','S196-22','NQJHS', 'UB')
('AC04652-2022-11-02-4682','A261-2','JemSk', 'LB')
('SL22517-2022-11-02-4820','S201-20','qxUChWa', 'LB')
('SL22517-2022-11-02-4821','S201-21','fjdO', 'MB')
('SL22517-2022-11-02-4823','S201-23','yJsBXncqOi', 'SL')
('AC12058-2022-11-01-4765','A265-13','gxG', 'LB')
('AC22517-2022-11-01-4593','A256-3','wdRjZM', 'UB')
('AC12058-2022-11-01-4767','A265-15','tZ', 'UB')
('SL12058-2022-11-01-4748','S198-20','pGXcISKe', 'LB')
('AC22517-2022-11-01-4594','A256-4','UCMKBmcWE', 'UB')
('SL22517-2022-11-01-4755','S199-3','psMPxCLYXVCdrY', 'UB')
('AC04652-2022-11-01-4809','A268-3','phTeeTlpqkn', 'UB')
('AC04652-2022-11-02-4685','A261-5','DmaJepPOytANmPum', 'SL')
('SL04652-2022-11-02-4707','S197-3','IoNQ', 'UB')
('AC04652-2022-11-02-4688','A261-8','GMKDwmjPOpBiEhc', 'LB')
('AC22517-2022-11-01-4600','A256-10','GHx', 'UB')
('SL04652-2022-11-02-4710','S197-6','NmiIeRE', 'UB')
('SL04652-2022-11-02-4711','S197-7','fkj', 'SL')
('AC22517-2022-11-02-4841','A269-17','OXBcyleQfyKrF', 'SL')
('SL04652-2022-11-02-4713','S197-9','DR', 'LB')
('SL04652-2022-11-01-4773','S199-21','HAhYnPaed', 'MB')
('SL22517-2022-11-01-4763','S199-11','xeimUmuNvlwGQYmr', 'UB')
('AC04652-2022-11-02-4698','A261-18','JZnjBHhFksQAkr', 'SU')
('AC04652-2022-11-01-4821','A268-15','RqPdx', 'UB')
('AC12058-2022-11-01-4775','A266-5','uYtPx', 'SL')
('AC04652-2022-11-01-4823','A268-17','qUUoGLB', 'SL')
('AC22517-2022-11-01-4611','A257-3','ryow', 'UB')
('AC04652-2022-11-01-4825','A269-1','vbzdpLaARmyQUA', 'LB')
('SL12058-2022-11-01-4768','S199-16','gPtcHY', 'SU')
('AC12058-2022-11-01-4780','A266-10','VighsmWLoMmpblai', 'UB')
('AC04652-2022-11-01-4832','A269-8','B', 'LB')
('SL22517-2022-11-02-4849','S203-1','WqsC', 'LB')
('AC04652-2022-11-01-4834','A269-10','MMaCnPmXmRhwWX', 'UB')
('SL22517-2022-11-02-4854','S203-6','JrmzvAqf', 'UB')
('SL04652-2022-11-01-4789','S200-13','MzLm', 'MB')
('SL04652-2022-11-01-4793','S200-17','QOZsm', 'LB')
('AC04652-2022-11-01-4843','A270-1','wNTPwodMdzXW', 'LB')
('AC04652-2022-11-01-4844','A270-2','WeEeTdirrYn', 'LB')
('SL22517-2022-11-02-4866','S203-18','rJTyZhEfaKQGk', 'MB')
('AC22517-2022-11-02-4867','A271-7','BteIRF', 'LB')
('SL04652-2022-11-02-4735','S198-7','ogVe', 'SL')
('SL12058-2022-11-01-4812','S201-12','rpoZoMFU', 'LB')
('SL12058-2022-11-01-4813','S201-13','G', 'MB')
('SL04652-2022-11-01-4835','S202-11','GAhQoEsayZJ', 'UB')
('AC22517-2022-11-01-4671','A260-9','EG', 'UB')
('AC04652-2022-11-01-4879','A272-1','lJNy', 'LB')
('AC04652-2022-11-02-4764','A265-12','QSFCBYYXEDd', 'SU')
('AC22517-2022-11-02-4899','A273-3','PXMzt', 'UB')
('AC22517-2022-11-01-4678','A260-16','HZL', 'UB')
('AC22517-2022-11-02-4903','A273-7','vg', 'LB')
('AC04652-2022-11-02-4772','A266-2','izYYcScxRCHbCPf', 'LB')
('SL04652-2022-11-01-4847','S202-23','tyeFeEQLPPmjj', 'SL')
('SL22517-2022-11-02-4906','S205-10','N', 'MB')
('AC12058-2022-11-01-4847','A270-5','NvHAxNZUMBeAYmo', 'SL')
('AC22517-2022-11-02-4905','A273-9','oClwMjiryTh', 'UB')
('AC22517-2022-11-01-4684','A261-4','mxJSdpIsSlBMVQg', 'UB')
('SL04652-2022-11-02-4788','S200-12','qRWmkqqaaGfpUT', 'LB')
('SL12058-2022-11-01-4825','S202-1','dRcTdbudVnjjlOa', 'LB')
('AC22517-2022-11-02-4911','A273-15','k', 'UB')
('AC22517-2022-11-01-4689','A261-9','TFyerx', 'UB')
('SL22517-2022-11-01-4841','S202-17','jvLEnpwivXJQxu', 'LB')
('AC12058-2022-11-01-4853','A270-11','o', 'SL')
('AC22517-2022-11-02-4919','A274-5','ooSi', 'SL')
('SL04652-2022-11-01-4861','S203-13','SJIbeTIfi', 'MB')
('AC22517-2022-11-02-4921','A274-7','tBzWyjN', 'LB')
('AC12058-2022-11-01-4858','A270-16','LQP', 'UB')
('SL12058-2022-11-01-4839','S202-15','tlpWDWwszWd', 'SL')
('SL22517-2022-11-02-4927','S206-7','vjVaEyr', 'SL')
('AC22517-2022-11-02-4931','A274-17','xswohaskVMVrYd', 'SL')
('AC22517-2022-11-01-4708','A262-10','inKPbTGxyL', 'UB')
('AC12058-2022-11-01-4875','A271-15','t', 'UB')
('SL04652-2022-11-02-4814','S201-14','TdjfzeeMoHxDsiSA', 'UB')
('AC22517-2022-11-01-4716','A262-18','xwYn', 'SU')
('SL22517-2022-11-02-4944','S206-24','lh', 'SU')
('AC22517-2022-11-02-4946','A275-14','gmYRW', 'LB')
('SL22517-2022-11-01-4862','S203-14','qIQLWFHJWbCZZwwA', 'UB')
('SL22517-2022-11-02-4949','S207-5','K', 'MB')
('AC12058-2022-11-01-4884','A272-6','bVtTmqvEi', 'SU')
('SL04652-2022-11-02-4823','S201-23','a', 'SL')
('SL04652-2022-11-01-4931','S206-11','TLiGNVGuvVkenS', 'UB')
('SL04652-2022-11-01-4934','S206-14','L', 'UB')
('SL22517-2022-11-02-4993','S209-1','HSImHUAd', 'LB')
('AC04652-2022-11-02-4862','A271-2','M', 'LB')
('SL04652-2022-11-01-4939','S206-19','iSCGmJpUHtMoyR', 'UB')
('SL12058-2022-11-01-4886','S204-14','fyOrlwVXOYTYQ', 'UB')
('SL04652-2022-11-01-4943','S206-23','ktEhoWvzrIn', 'SL')
('SL04652-2022-11-01-4944','S206-24','PzE', 'SU')
('AC22517-2022-11-01-4772','A266-2','GyUvcmjZ', 'LB')
('AC04652-2022-11-01-4949','A275-17','oA', 'SL')
('AC22517-2022-11-02-5011','A279-7','fVsdJJ', 'LB')
('AC12058-2022-11-01-4930','A274-16','WIIgvoaakqYS', 'UB')
('SL04652-2022-11-02-4883','S204-11','qpUZYtRPOA', 'UB')
('AC12058-2022-11-01-4931','A274-17','OhsjhbyXEUd', 'SL')
('SL12058-2022-11-01-4906','S205-10','SJQV', 'MB')
('SL04652-2022-11-01-4963','S207-19','nipHEUlcvu', 'UB')
('AC12058-2022-11-01-4941','A275-9','icJBn', 'UB')
('SL12058-2022-11-01-4909','S205-13','NWWoQCvq', 'MB')
('AC22517-2022-11-01-4786','A266-16','OLskoeaQJfYX', 'UB')
('SL04652-2022-11-01-4968','S207-24','MebmbgAwLgHDff', 'SU')
('SL04652-2022-11-02-4902','S205-6','Jjf', 'UB')
('AC04652-2022-11-01-4972','A277-4','ANMHzQoqsc', 'UB')
('SL22517-2022-11-02-5019','S210-3','BgTCnHhhPEb', 'UB')
('SL04652-2022-11-02-4904','S205-8','cnSnCPj', 'SU')
('SL04652-2022-11-02-4905','S205-9','cJU', 'LB')
('SL04652-2022-11-02-4906','S205-10','nwEOewUhTKoRJ', 'MB')
('SL04652-2022-11-01-4978','S208-10','UJA', 'MB')
('SL22517-2022-11-01-4939','S206-19','hI', 'UB')
('AC04652-2022-11-01-4976','A277-8','QF', 'LB')
('SL04652-2022-11-02-4911','S205-15','wvkfymFn', 'SL')
('AC12058-2022-11-01-4953','A276-3','WHIXjHHfhUNgQC', 'UB')
('AC12058-2022-11-01-4955','A276-5','BRQeVsPXihxtfkF', 'SL')
('SL22517-2022-11-01-4944','S206-24','YpWxtaTEcONoe', 'SU')
('AC22517-2022-11-01-4798','A267-10','LgzIEjNgzNK', 'UB')
('AC04652-2022-11-02-4904','A273-8','wkhEkuFUucXerPC', 'LB')
('SL22517-2022-11-01-4948','S207-4','UqqYMWAQkUZkyJIJ', 'LB')
('SL04652-2022-11-02-4921','S206-1','gWAtTBTAZYIx', 'LB')
('SL22517-2022-11-01-4950','S207-6','hdegGjAzeZl', 'UB')
('SL22517-2022-11-02-5035','S210-19','zlzXpGyekIUdIP', 'UB')
('SL22517-2022-11-02-5036','S210-20','JwFYRxkDika', 'LB')
('SL22517-2022-11-01-4952','S207-8','fftDWQJEnigQih', 'SU')
('AC22517-2022-11-02-5047','A281-7','jQoQPW', 'LB')
('AC12058-2022-11-01-4965','A276-15','mBPYgXnaDbXkq', 'UB')
('SL04652-2022-11-02-4924','S206-4','WIHYKEi', 'LB')
('SL22517-2022-11-01-4956','S207-12','rFYGETyPcCYklAI', 'LB')
('AC04652-2022-11-02-4914','A273-18','xmlFUfEUUCh', 'SU')
('SL04652-2022-11-02-4927','S206-7','nDrCzQoH', 'SL')
('SL04652-2022-11-02-4928','S206-8','KR', 'SU')
('SL22517-2022-11-02-5044','S211-4','sI', 'LB')
('SL22517-2022-11-02-5046','S211-6','RYRrRthDALqXy', 'UB')
('AC22517-2022-11-02-5058','A281-18','GvBHm', 'SU')
('SL22517-2022-11-01-4967','S207-23','KKERwDI', 'SL')
('AC04652-2022-11-01-5006','A279-2','RmZcROAztu', 'LB')
('AC12058-2022-11-01-4979','A277-11','EfTo', 'SL')
('SL04652-2022-11-02-4935','S206-15','HMF', 'SL')
('SL22517-2022-11-01-4969','S208-1','uj', 'LB')
('AC04652-2022-11-01-5033','A280-11','bWEpwB', 'SL')
('AC04652-2022-11-02-4957','A276-7','xbsdk', 'LB')
('SL22517-2022-11-02-5085','S212-21','TvgsTFKisaXAJkQ', 'MB')
('SL04652-2022-11-01-5048','S211-8','Uno', 'SU')
('SL12058-2022-11-01-4974','S208-6','kFAO', 'UB')
('SL04652-2022-11-01-5052','S211-12','MPezGULd', 'LB')
('AC22517-2022-11-01-4864','A271-4','Fzw', 'UB')
('AC12058-2022-11-01-5027','A280-5','Cl', 'SL')
('AC04652-2022-11-02-4971','A277-3','oz', 'UB')
('AC04652-2022-11-02-4972','A277-4','ZSm', 'UB')
('AC22517-2022-11-01-4865','A271-5','KyG', 'SL')
('SL22517-2022-11-02-5095','S213-7','jjgHFbmbYMMVkLSg', 'SL')
('AC12058-2022-11-01-5036','A280-14','SMX', 'LB')
('SL22517-2022-11-01-5028','S210-12','hknRVwcMVKp', 'LB')
('AC12058-2022-11-01-5038','A280-16','fCTxVRPpHr', 'UB')
('AC04652-2022-11-02-4998','A278-12','EwudACoebJbxVM', 'SU')
('AC12058-2022-11-01-5046','A281-6','BckYlnaI', 'SU')
('AC12058-2022-11-01-5047','A281-7','GHokVWmvNSdLgq', 'LB')
('SL12058-2022-11-01-5003','S209-11','bsYKTVXioZGbOyjB', 'UB')
('AC04652-2022-11-01-5057','A281-17','QkVezGuJsp', 'SL')
('SL22517-2022-11-01-5042','S211-2','eOAePQYHAYX', 'MB')
('SL22517-2022-11-01-5046','S211-6','ldxyczOgeaYpH', 'UB')
('AC22517-2022-11-01-4889','A272-11','bYLUwNloLEnj', 'SL')
('AC22517-2022-11-02-5114','A285-2','oElyEYhAiAnqEbU', 'LB')
('SL12058-2022-11-01-5009','S209-17','dDHACtYoKYlFwQS', 'LB')
('SL12058-2022-11-01-5010','S209-18','oydnUej', 'MB')
('AC04652-2022-11-02-5009','A279-5','eACXGQHh', 'SL')
('AC04652-2022-11-02-5010','A279-6','sFtVrMXPSOLjkO', 'SU')
('SL04652-2022-11-01-5083','S212-19','yLEcSWpQYSAdzh', 'UB')
('SL22517-2022-11-01-5055','S211-15','hexDmviNEapr', 'SL')
('AC12058-2022-11-01-5059','A282-1','widfBKfmkDAoyI', 'LB')
('SL22517-2022-11-02-5127','S214-15','Jy', 'SL')
('AC12058-2022-11-01-5061','A282-3','QiqkVo', 'UB')
('AC12058-2022-11-01-5062','A282-4','RN', 'UB')
('SL12058-2022-11-01-5019','S210-3','zALaioshftsTTgwH', 'UB')
('SL22517-2022-11-01-5059','S211-19','SwQaJMfRqkHHZR', 'UB')
('AC22517-2022-11-01-4953','A276-3','qflnbnEAzZagjSc', 'UB')
('AC22517-2022-11-02-5167','A288-1','sQs', 'LB')
('SL12058-2022-11-01-5071','S212-7','OOlukW', 'SL')
('AC12058-2022-11-01-5112','A284-18','qFHPN', 'SU')
('AC22517-2022-11-02-5175','A288-9','mdsuZkHg', 'UB')
('AC04652-2022-11-01-5124','A285-12','hIxOdZsjQbCNG', 'SU')
('AC04652-2022-11-01-5126','A285-14','ikI', 'LB')
('SL12058-2022-11-01-5081','S212-17','sEntgP', 'LB')
('SL12058-2022-11-01-5082','S212-18','YfAFKPomg', 'MB')
('AC22517-2022-11-02-5179','A288-13','MZgUKlvZZ', 'LB')
('AC04652-2022-11-01-5130','A285-18','StIvowhtwskrW', 'SU')
('SL04652-2022-11-01-5163','S216-3','yvQPtPamnKm', 'UB')
('SL04652-2022-11-02-5085','S212-21','ldyBndixpPmtZ', 'MB')
('AC22517-2022-11-01-4983','A277-15','ZhU', 'UB')
('AC12058-2022-11-01-5132','A286-2','JZzTqnNeAqqk', 'LB')
('AC22517-2022-11-01-4986','A277-18','PBjnFYerONXt', 'SU')
('SL12058-2022-11-01-5097','S213-9','cWMOWMrdHBhUpct', 'LB')
('AC22517-2022-11-01-4988','A278-2','vzlAtHjhRBP', 'LB')
('AC12058-2022-11-01-5137','A286-7','WJiWCtbPisViUAPG', 'LB')
('AC12058-2022-11-01-5139','A286-9','DivSYcdtKjda', 'UB')
('AC12058-2022-11-01-5140','A286-10','JqPAKyJJT', 'UB')
('AC04652-2022-11-01-5142','A286-12','XYqmJbSwJWLfpcHv', 'SU')
('SL04652-2022-11-02-5090','S213-2','egGNAohDeRiMYVmg', 'MB')
('SL04652-2022-11-02-5091','S213-3','zai', 'UB')
('SL22517-2022-11-01-5128','S214-16','ujkCIHMbt', 'SU')
('SL04652-2022-11-02-5101','S213-13','wBDjRBuvWbd', 'MB')
('SL22517-2022-11-02-5215','S218-7','Ol', 'SL')
('SL22517-2022-11-02-5216','S218-8','wsPFqN', 'SU')
('SL04652-2022-11-02-5103','S213-15','ZCYhgy', 'SL')
('AC22517-2022-11-01-5008','A279-4','YITGOzzEEuTG', 'UB')
('SL22517-2022-11-02-5229','S218-21','wSCAoWjrqeJe', 'MB')
('AC22517-2022-11-01-5018','A279-14','OlFCgdCcCVLD', 'LB')
('AC12058-2022-11-01-5172','A288-6','xayfZdkSbiCBpqOD', 'SU')
('AC04652-2022-11-01-5169','A288-3','XRGGG', 'UB')
('SL04652-2022-11-01-5197','S217-13','Xt', 'MB')
('AC12058-2022-11-01-5181','A288-15','l', 'UB')
('AC04652-2022-11-02-5119','A285-7','qlhs', 'LB')
('SL04652-2022-11-01-5228','S218-20','mzzCczmtsvNCg', 'LB')
('SL12058-2022-11-01-5161','S216-1','QFRFmj', 'LB')
('SL12058-2022-11-01-5162','S216-2','jnFag', 'MB')
('SL12058-2022-11-01-5163','S216-3','kw', 'UB')
('AC04652-2022-11-02-5145','A286-15','XRHUWZWIbKAHLpfb', 'UB')
('SL04652-2022-11-02-5172','S216-12','XAdTayG', 'LB')
('AC22517-2022-11-02-5269','A293-13','TKnkj', 'LB')
('SL04652-2022-11-02-5176','S216-16','GwqmItg', 'SU')
('AC12058-2022-11-01-5213','A290-11','D', 'SL')
('AC22517-2022-11-02-5272','A293-16','RaUlypXFoxm', 'UB')
('SL22517-2022-11-02-5292','S221-12','qfHT', 'LB')
('AC22517-2022-11-01-5081','A283-5','OdN', 'SL')
('AC04652-2022-11-01-5234','A291-14','bsHy', 'LB')
('AC04652-2022-11-01-5238','A291-18','JLfCarMklrqv', 'SU')
('AC22517-2022-11-02-5302','A295-10','hrGAlWVii', 'UB')
('SL04652-2022-11-02-5207','S217-23','puMWp', 'SL')
('AC22517-2022-11-02-5305','A295-13','jD', 'LB')
('AC22517-2022-11-02-5306','A295-14','ghcX', 'LB')
('SL22517-2022-11-01-5235','S219-3','vOw', 'UB')
('SL04652-2022-11-01-5270','S220-14','rAc', 'UB')
('SL12058-2022-11-01-5215','S218-7','GBsNGVHnFBPYg', 'SL')
('SL04652-2022-11-01-5304','S221-24','nMXDovpVmyzl', 'SU')
('SL04652-2022-11-01-5305','S222-1','LabqK', 'LB')
('AC04652-2022-11-01-5297','A295-5','CuduK', 'SL')
('AC12058-2022-11-01-5284','A294-10','cowhKHLdpPhwEpdJ', 'UB')
('AC22517-2022-11-01-5152','A287-4','ot', 'UB')
('AC12058-2022-11-01-5287','A294-13','wyKrpJ', 'LB')
('SL04652-2022-11-02-5257','S220-1','AdSd', 'LB')
('SL04652-2022-11-02-5258','S220-2','yMoKFTnFBZu', 'MB')
('SL22517-2022-11-01-5280','S220-24','VSNRwa', 'SU')
('AC04652-2022-11-01-5306','A295-14','LaqvWXqyY', 'LB')
('AC12058-2022-11-01-5314','A296-4','XXOGfIeMAQtpXi', 'UB')
('AC22517-2022-11-01-5189','A289-5','FkHBPVnoiign', 'SL')
('AC12058-2022-11-01-5325','A296-15','rZ', 'UB')
('SL04652-2022-11-01-5339','S223-11','OSDcnbHE', 'UB')
('AC22517-2022-11-01-5200','A289-16','QoSSbOFYy', 'UB')
('AC04652-2022-11-02-5247','A292-9','YJizxyQFFIvFm', 'UB')
('SL22517-2022-11-02-5385','S225-9','alsOWqKfGBs', 'LB')
('AC12058-2022-11-01-5335','A297-7','BQ', 'LB')
('SL12058-2022-11-01-5308','S222-4','fubILgFM', 'LB')
('AC22517-2022-11-01-5213','A290-11','FRsRPAJbPGhsvEG', 'SL')
('AC22517-2022-11-01-5214','A290-12','BY', 'SU')
('AC22517-2022-11-01-5215','A290-13','zaOtWqz', 'LB')
('SL12058-2022-11-01-5315','S222-11','hHjdXUFBDymWF', 'UB')
('SL12058-2022-11-01-5316','S222-12','St', 'LB')
('AC12058-2022-11-01-5345','A297-17','IiiWNd', 'SL')
('AC04652-2022-11-02-5258','A293-2','TgtoqCrIG', 'LB')
('SL04652-2022-11-02-5305','S222-1','QQrEOMZ', 'LB')
('AC04652-2022-11-02-5259','A293-3','AxkejLBNLUHgib', 'UB')
('SL04652-2022-11-02-5308','S222-4','mbegC', 'LB')
('SL12058-2022-11-01-5325','S222-21','uM', 'MB')
('SL22517-2022-11-01-5335','S223-7','JzAH', 'SL')
('AC04652-2022-11-02-5260','A293-4','wshT', 'UB')
('AC04652-2022-11-01-5364','A298-18','FT', 'SU')
('AC04652-2022-11-01-5365','A299-1','uMecgJaxnlJRYiz', 'LB')
('SL04652-2022-11-02-5315','S222-11','gpCIFsebmhu', 'UB')
('AC22517-2022-11-01-5225','A291-5','Fo', 'SL')
('SL12058-2022-11-01-5330','S223-2','dfkjLJvuD', 'MB')
('AC22517-2022-11-01-5227','A291-7','oCoUejLoz', 'LB')
('SL22517-2022-11-01-5340','S223-12','RcvFStnHVGtVQI', 'LB')
('SL12058-2022-11-01-5334','S223-6','ayuXvb', 'UB')
('AC22517-2022-11-02-5433','A302-15','fa', 'UB')
('AC22517-2022-11-02-5434','A302-16','bHIcwtBTWJfgk', 'UB')
('SL22517-2022-11-02-5402','S226-2','tuiyTQB', 'MB')
('AC22517-2022-11-02-5436','A302-18','wyLOpeYB', 'SU')
('SL22517-2022-11-02-5404','S226-4','afqcNfmjcgnRnN', 'LB')
('SL12058-2022-11-01-5339','S223-11','nlXgWvPVXlK', 'UB')
('AC04652-2022-11-01-5377','A299-13','wmyXONRHXk', 'LB')
('SL12058-2022-11-01-5341','S223-13','dVCxaMpFo', 'MB')
('SL12058-2022-11-01-5342','S223-14','djcKlOFrqbeLK', 'UB')
('SL22517-2022-11-02-5416','S226-16','ghhhCilYBzt', 'SU')
('SL22517-2022-11-02-5418','S226-18','BlvHCdlBTK', 'MB')
('SL22517-2022-11-02-5419','S226-19','LGqYHWbZRqah', 'UB')
('SL22517-2022-11-01-5359','S224-7','hnecsebyzmv', 'SL')
('AC12058-2022-11-01-5368','A299-4','UWeEfIRIMdxi', 'UB')
('AC22517-2022-11-02-5457','A304-3','tklHCMpeFx', 'UB')
('AC04652-2022-11-02-5286','A294-12','NFfQjpt', 'SU')
('AC04652-2022-11-02-5288','A294-14','XdwHpxj', 'LB')
('SL12058-2022-11-01-5388','S225-12','HyVynwgTtnCKZIo', 'LB')
('SL22517-2022-11-01-5392','S225-16','fQCXTTdDrObQJ', 'SU')
('AC04652-2022-11-02-5313','A296-3','q', 'UB')
('AC04652-2022-11-01-5436','A302-18','fKDMZNnxkVXkpGG', 'SU')
('AC12058-2022-11-01-5402','A301-2','yQcNaKels', 'LB')
('AC22517-2022-11-02-5497','A306-7','reguMiBxl', 'LB')
('AC22517-2022-11-01-5284','A294-10','db', 'UB')
('AC04652-2022-11-02-5317','A296-7','k', 'LB')
('SL04652-2022-11-02-5375','S224-23','EdV', 'SL')
('AC12058-2022-11-01-5407','A301-7','jXQnnbyXEz', 'LB')
('AC22517-2022-11-02-5500','A306-10','ITOvKgFQrXsQ', 'UB')
('SL04652-2022-11-01-5424','S226-24','jyLnxDjNhyFlyb', 'SU')
('SL22517-2022-11-02-5479','S229-7','kkcouFKK', 'SL')
('AC04652-2022-11-01-5452','A303-16','JnIEUKHRPFoZl', 'UB')
('SL22517-2022-11-01-5420','S226-20','bgklbJLR', 'LB')
('AC12058-2022-11-01-5430','A302-12','gv', 'SU')
('SL04652-2022-11-01-5446','S227-22','MHDjbCuxD', 'UB')
('AC04652-2022-11-01-5519','A307-11','NKjQmxkJXgl', 'SL')
('SL12058-2022-11-01-5479','S229-7','TZtLUIBDwd', 'SL')
('SL04652-2022-11-01-5500','S230-4','BVuF', 'LB')
('AC04652-2022-11-02-5396','A300-14','CRoISNQMXsF', 'LB')
('AC12058-2022-11-01-5490','A305-18','nBbMmHMUvzbeAm', 'SU')
('SL22517-2022-11-02-5559','S232-15','dzNlZQ', 'SL')
('SL04652-2022-11-01-5505','S230-9','paFXXiAmsR', 'LB')
('SL04652-2022-11-01-5506','S230-10','gegOfHgMMtUcj', 'MB')
('SL04652-2022-11-02-5469','S228-21','nPffjwqIPr', 'MB')
('AC04652-2022-11-02-5406','A301-6','X', 'SU')
('SL04652-2022-11-02-5477','S229-5','GaIheFfhcqPi', 'MB')
('SL22517-2022-11-01-5497','S230-1','uHGobZ', 'LB')
('SL22517-2022-11-02-5568','S232-24','blL', 'SU')
('SL04652-2022-11-02-5479','S229-7','IMwGudYKp', 'SL')
('SL04652-2022-11-02-5480','S229-8','R', 'SU')
('SL04652-2022-11-01-5518','S230-22','IyM', 'UB')
