('AC22517-2022-11-02-10','A1-10','Hc', 'UB')
('AC04652-2022-11-02-4014','A223-18','izHJwouVcru', 'SU')
('SL22517-2022-11-01-4088','S171-8','gzR', 'SU')
('SL22517-2022-11-01-4089','S171-9','ANgoMZmYTRxZpVT', 'LB')
('AC12058-2022-11-01-4071','A227-3','PVLULaIHIKsDXRi', 'UB')
('AC04652-2022-11-01-4118','A229-14','S', 'LB')
('SL04652-2022-11-01-4086','S171-6','lftpdWQQNz', 'UB')
('AC22517-2022-11-02-4170','A232-12','NWqd', 'SU')
('SL12058-2022-11-01-4056','S169-24','kPW', 'SU')
('SL12058-2022-11-01-4057','S170-1','xonZNYnuUUaxnVvP', 'LB')
('AC22517-2022-11-02-4174','A232-16','oXezyg', 'UB')
('AC04652-2022-11-02-4024','A224-10','TDRJLjalp', 'UB')
('AC12058-2022-11-01-4077','A227-9','DpDbB', 'UB')
('AC12058-2022-11-01-4079','A227-11','HjXuwkGxdMqg', 'SL')
('AC04652-2022-11-02-4026','A224-12','Ik', 'SU')
('SL04652-2022-11-02-4044','S169-12','bTCwpYcxCTbhYDA', 'LB')
('SL22517-2022-11-02-4208','S176-8','hNXzQHo', 'SU')
('SL04652-2022-11-01-4133','S173-5','ibPX', 'MB')
('AC04652-2022-11-02-4076','A227-8','DmSjw', 'LB')
('AC12058-2022-11-01-4127','A230-5','Leb', 'SL')
('AC04652-2022-11-01-4184','A233-8','BFVSwFhrGFUHxxqE', 'LB')
('AC22517-2022-11-02-4223','A235-11','dR', 'SL')
('SL12058-2022-11-01-4114','S172-10','ayFObOfwH', 'MB')
('SL12058-2022-11-01-4115','S172-11','smk', 'UB')
('AC04652-2022-11-01-4190','A233-14','yfwbJChiDkfPzgI', 'LB')
('AC12058-2022-11-01-4140','A230-18','npPQLkxXFik', 'SU')
('SL22517-2022-11-01-4148','S173-20','nfrXsAUcel', 'LB')
('AC12058-2022-11-01-4142','A231-2','RgtvWCXTIdbxxcLh', 'LB')
('SL12058-2022-11-01-4134','S173-6','fTdaYYXI', 'UB')
('AC04652-2022-11-02-4093','A228-7','TJOxIpePRje', 'LB')
('SL04652-2022-11-02-4064','S170-8','nJkahgoebaWPYwz', 'SU')
('AC12058-2022-11-01-4161','A232-3','dYD', 'UB')
('AC12058-2022-11-01-4162','A232-4','sslIxZg', 'UB')
('SL12058-2022-11-01-4146','S173-18','chMMjEhrw', 'MB')
('AC04652-2022-11-02-4098','A228-12','FOODCUt', 'SU')
('AC12058-2022-11-01-4171','A232-13','xbGPWsz', 'LB')
('SL04652-2022-11-01-4185','S175-9','pj', 'LB')
('SL04652-2022-11-01-4191','S175-15','YUfIcfrRsLvblfI', 'SL')
('AC22517-2022-11-02-4270','A238-4','J', 'UB')
('SL22517-2022-11-02-4262','S178-14','ft', 'UB')
('SL12058-2022-11-01-4166','S174-14','dGoNKiddKuskUaNa', 'UB')
('SL04652-2022-11-02-4093','S171-13','GRUmZDcTQDOakml', 'MB')
('SL22517-2022-11-02-4266','S178-18','UGP', 'MB')
('SL04652-2022-11-01-4199','S175-23','qRHjMkRrULNnwZtg', 'SL')
('AC22517-2022-11-01-4020','A224-6','QdnQunscHqYko', 'SU')
('AC22517-2022-11-01-4026','A224-12','QsW', 'SU')
('SL22517-2022-11-02-4316','S180-20','ATMshUhLCGmZ', 'LB')
('AC12058-2022-11-01-4237','A236-7','oLzUEyMdetsVMj', 'LB')
('AC04652-2022-11-02-4177','A233-1','eHIxd', 'LB')
('SL04652-2022-11-02-4148','S173-20','CPIbEnGOuzeKOlT', 'LB')
('SL12058-2022-11-01-4219','S176-19','DCLyiLijyh', 'UB')
('SL04652-2022-11-01-4253','S178-5','stMzh', 'MB')
('AC12058-2022-11-01-4243','A236-13','aySgLsaMieffZUmI', 'LB')
('SL22517-2022-11-01-4243','S177-19','VnhNwy', 'UB')
('AC04652-2022-11-02-4192','A233-16','OLbLUBBQUu', 'UB')
('SL12058-2022-11-01-4231','S177-7','bT', 'SL')
('AC04652-2022-11-01-4287','A239-3','rFPUmrweehMdfC', 'UB')
('AC04652-2022-11-02-4200','A234-6','xSCFAlXIYvTzDMvF', 'SU')
('SL22517-2022-11-01-4265','S178-17','OEaTLmVzd', 'LB')
('SL22517-2022-11-01-4266','S178-18','dFyGOVKD', 'MB')
('AC12058-2022-11-01-4260','A237-12','ycCrEIHfV', 'SU')
('AC04652-2022-11-02-4207','A234-13','TQ', 'LB')
('AC12058-2022-11-01-4264','A237-16','ObJFN', 'UB')
('SL22517-2022-11-02-4344','S181-24','DMZp', 'SU')
('SL04652-2022-11-02-4179','S175-3','sBNPpH', 'UB')
('SL04652-2022-11-02-4180','S175-4','UCWfmmQLpbxktRHc', 'LB')
('SL04652-2022-11-02-4181','S175-5','RMUzdV', 'MB')
('SL04652-2022-11-02-4182','S175-6','nLvvVyLH', 'UB')
('SL12058-2022-11-01-4300','S180-4','uceNKdyYhapzps', 'LB')
('AC04652-2022-11-01-4337','A241-17','UwEuX', 'SL')
('AC04652-2022-11-01-4341','A242-3','mH', 'UB')
('AC22517-2022-11-01-4149','A231-9','zdj', 'UB')
('AC04652-2022-11-01-4344','A242-6','tBT', 'SU')
('AC22517-2022-11-01-4158','A231-18','zbhLqLjuHa', 'SU')
('AC22517-2022-11-02-4387','A244-13','opgzjxyDxE', 'LB')
('SL12058-2022-11-01-4317','S180-21','WHkKxit', 'MB')
('SL22517-2022-11-01-4346','S182-2','WPYWOoJIG', 'MB')
('AC04652-2022-11-02-4278','A238-12','Vtvdf', 'SU')
('AC12058-2022-11-01-4340','A242-2','GoQPkjRwz', 'LB')
('SL04652-2022-11-01-4336','S181-16','FnTD', 'SU')
('AC22517-2022-11-01-4176','A232-18','mBwEqxCgJEHmQMi', 'SU')
('AC04652-2022-11-02-4282','A238-16','IUSZfKtmFdIFf', 'UB')
('AC22517-2022-11-01-4178','A233-2','BFhZxEqLTrFUZs', 'LB')
('AC22517-2022-11-02-4405','A245-13','cBNvTAvhQR', 'LB')
('AC04652-2022-11-01-4376','A244-2','x', 'LB')
('SL12058-2022-11-01-4336','S181-16','BPTMzQEKILPWtuv', 'SU')
('AC04652-2022-11-01-4380','A244-6','Enmo', 'SU')
('SL04652-2022-11-01-4349','S182-5','vZav', 'MB')
('AC12058-2022-11-01-4352','A242-14','rUFFHyD', 'LB')
('SL22517-2022-11-02-4441','S186-1','gRxFNXPurxPjWp', 'LB')
('AC22517-2022-11-01-4188','A233-12','BNBOKhgSjxeDPNU', 'SU')
('AC22517-2022-11-01-4189','A233-13','rxsDgnzaFHRs', 'LB')
('SL22517-2022-11-01-4367','S182-23','KilIQMOcmfLHvvrO', 'SL')
('SL12058-2022-11-01-4349','S182-5','PO', 'MB')
('SL04652-2022-11-02-4275','S179-3','ULOzZIUSETqbKCKx', 'UB')
('AC04652-2022-11-02-4301','A239-17','EovKB', 'SL')
('SL04652-2022-11-01-4358','S182-14','bguhQKbcAybjot', 'UB')
('SL04652-2022-11-02-4290','S179-18','PhBwSKvCrGzkBgQ', 'MB')
('AC04652-2022-11-01-4406','A245-14','zyUcrAnQRYoZLL', 'LB')
('AC12058-2022-11-01-4368','A243-12','zGJYXARhpvFlehT', 'SU')
('SL22517-2022-11-01-4386','S183-18','jjIyT', 'MB')
('AC04652-2022-11-02-4339','A242-1','bpaEsbpmPNiSrpSY', 'LB')
('SL04652-2022-11-01-4391','S183-23','RkSkumaDmlRFxzP', 'SL')
('SL22517-2022-11-02-4485','S187-21','HTEBcOm', 'MB')
('SL22517-2022-11-01-4392','S183-24','aj', 'SU')
('AC22517-2022-11-02-4462','A248-16','IkLcglmvu', 'UB')
('AC12058-2022-11-01-4392','A244-18','yyHvWHpbbwMXn', 'SU')
('SL12058-2022-11-01-4390','S183-22','sMVSHUOdO', 'UB')
('AC12058-2022-11-01-4393','A245-1','ggcMvwPpqOaryfPA', 'LB')
('SL22517-2022-11-01-4400','S184-8','jUnDCBiGshllXsK', 'SU')
('AC22517-2022-11-02-4468','A249-4','zcwXMCiv', 'UB')
('AC12058-2022-11-01-4398','A245-6','AGjMf', 'SU')
('AC04652-2022-11-02-4357','A243-1','LsNeKQoUzAU', 'LB')
('SL12058-2022-11-01-4398','S184-6','mbsdwTvTPrE', 'UB')
('SL22517-2022-11-02-4496','S188-8','bEkyuWOFMXYynwrM', 'SU')
('AC04652-2022-11-01-4449','A248-3','KBVNzoFuC', 'UB')
('SL12058-2022-11-01-4402','S184-10','o', 'MB')
('SL04652-2022-11-01-4406','S184-14','u', 'UB')
('AC04652-2022-11-01-4450','A248-4','VXgZuyKTu', 'UB')
('AC12058-2022-11-01-4404','A245-12','VNfyGGWvPeFVssGV', 'SU')
('AC04652-2022-11-01-4452','A248-6','acaK', 'SU')
('SL04652-2022-11-01-4409','S184-17','QHKRTedI', 'LB')
('SL12058-2022-11-01-4407','S184-15','fxIPpXg', 'SL')
('AC04652-2022-11-01-4456','A248-10','DoZlPWgR', 'UB')
('SL04652-2022-11-01-4411','S184-19','wJVwdcasbXvsj', 'UB')
('SL22517-2022-11-01-4423','S185-7','byAeVlWp', 'SL')
('SL04652-2022-11-02-4339','S181-19','vSHcmYkuAShDaG', 'UB')
('SL22517-2022-11-02-4509','S188-21','IUniMlGYlksQKPr', 'MB')
('SL04652-2022-11-01-4416','S184-24','rUYrDdVnCM', 'SU')
('SL04652-2022-11-01-4417','S185-1','uA', 'LB')
('SL04652-2022-11-02-4384','S183-16','DNcjVEHzXJWgQFTW', 'SU')
('SL22517-2022-11-02-4580','S191-20','twDclkIXdF', 'LB')
('AC04652-2022-11-01-4538','A253-2','HwkWWRxVKlsVja', 'LB')
('SL12058-2022-11-01-4475','S187-11','UfPuwcteXltXxlTG', 'UB')
('SL04652-2022-11-02-4418','S185-2','CyObrmuOMwzIN', 'MB')
('AC12058-2022-11-01-4488','A250-6','HQL', 'SU')
('AC22517-2022-11-01-4333','A241-13','bGuypLE', 'LB')
('AC04652-2022-11-02-4439','A247-11','SaFPBvMKWU', 'SL')
('SL22517-2022-11-01-4518','S189-6','cV', 'UB')
('SL12058-2022-11-01-4504','S188-16','oy', 'SU')
('AC04652-2022-11-02-4475','A249-11','uqDKrpU', 'SL')
('AC22517-2022-11-02-4573','A255-1','APrmEpvRL', 'LB')
('SL04652-2022-11-02-4455','S186-15','gjBjmk', 'SL')
('SL04652-2022-11-02-4456','S186-16','InUMrwDI', 'SU')
('AC22517-2022-11-02-4577','A255-5','yWVAMU', 'SL')
('AC04652-2022-11-02-4480','A249-16','KXDYvLVuFP', 'UB')
('SL12058-2022-11-01-4515','S189-3','WWNlNR', 'UB')
('SL04652-2022-11-02-4457','S186-17','Jer', 'LB')
('SL12058-2022-11-01-4516','S189-4','IrqkD', 'LB')
('SL12058-2022-11-01-4517','S189-5','DNz', 'MB')
('AC22517-2022-11-02-4584','A255-12','GpphAcvuK', 'SU')
('AC22517-2022-11-02-4585','A255-13','KchlFtwabzwNwP', 'LB')
('AC12058-2022-11-01-4565','A254-11','DIIkhArddqz', 'SL')
('SL12058-2022-11-01-4550','S190-14','tGmgQFeI', 'UB')
('AC22517-2022-11-02-4617','A257-9','MQOYgmLZ', 'UB')
('AC22517-2022-11-02-4618','A257-10','uoRAnX', 'UB')
('AC22517-2022-11-01-4406','A245-14','wIvSZ', 'LB')
('AC04652-2022-11-02-4523','A252-5','n', 'SL')
('AC22517-2022-11-02-4629','A258-3','tTkNml', 'UB')
('SL22517-2022-11-01-4595','S192-11','ocXVZL', 'UB')
('AC22517-2022-11-02-4633','A258-7','yCwCYBxZBuSCTfH', 'LB')
('AC04652-2022-11-01-4633','A258-7','lBxnBlT', 'LB')
('AC04652-2022-11-01-4634','A258-8','RmOtce', 'LB')
('SL12058-2022-11-01-4564','S191-4','ZWSS', 'LB')
('SL22517-2022-11-02-4672','S195-16','fzrWsrhnwRlM', 'SU')
('SL12058-2022-11-01-4567','S191-7','KF', 'SL')
('SL12058-2022-11-01-4568','S191-8','l', 'SU')
('SL04652-2022-11-02-4530','S189-18','FXcjbHa', 'MB')
('SL22517-2022-11-02-4713','S197-9','VrMYoKLBCvvgpTdw', 'LB')
('SL22517-2022-11-02-4714','S197-10','LtlJqLlhr', 'MB')
('SL22517-2022-11-01-4642','S194-10','g', 'MB')
('SL22517-2022-11-01-4643','S194-11','lsftOV', 'UB')
('SL22517-2022-11-01-4644','S194-12','FYIVEHwNWI', 'LB')
('SL22517-2022-11-02-4718','S197-14','ar', 'UB')
('SL04652-2022-11-01-4639','S194-7','jKGyr', 'SL')
('SL22517-2022-11-01-4651','S194-19','bY', 'UB')
('SL12058-2022-11-01-4633','S194-1','UHD', 'LB')
('SL04652-2022-11-01-4647','S194-15','rLRGHVcSLhxB', 'SL')
('AC04652-2022-11-02-4590','A255-18','c', 'SU')
('AC22517-2022-11-01-4482','A249-18','ksalz', 'SU')
('SL12058-2022-11-01-4637','S194-5','oSqfywTjGHFj', 'MB')
('SL04652-2022-11-01-4653','S194-21','dHl', 'MB')
('AC04652-2022-11-02-4594','A256-4','iJPc', 'UB')
('SL04652-2022-11-02-4587','S192-3','rsokFEbnkCiDG', 'UB')
('AC04652-2022-11-01-4697','A261-17','aRmBHH', 'SL')
('AC04652-2022-11-02-4598','A256-8','cpngtrS', 'LB')
('AC22517-2022-11-01-4489','A250-7','rJZXRrauPlk', 'LB')
('AC22517-2022-11-02-4711','A262-13','oBysTMToOBWQM', 'LB')
('AC22517-2022-11-02-4712','A262-14','sZHSAoFsyHPJAr', 'LB')
('AC22517-2022-11-02-4713','A262-15','VCDpFOjDkq', 'UB')
('AC22517-2022-11-02-4714','A262-16','ZmWMfk', 'UB')
('SL04652-2022-11-01-4659','S195-3','DQjdeRSkw', 'UB')
('AC04652-2022-11-01-4704','A262-6','XQACIZbOUNBoeb', 'SU')
('SL22517-2022-11-01-4666','S195-10','bTy', 'MB')
('SL12058-2022-11-01-4651','S194-19','idB', 'UB')
('AC22517-2022-11-02-4720','A263-4','eRdthzEoRfAWI', 'UB')
('SL22517-2022-11-02-4745','S198-17','xTpiyZLSocMfx', 'LB')
('SL04652-2022-11-02-4600','S192-16','uWiDs', 'SU')
('SL04652-2022-11-02-4601','S192-17','VkpgUx', 'LB')
('SL12058-2022-11-01-4654','S194-22','LOmdM', 'UB')
('SL04652-2022-11-01-4667','S195-11','SbgTZDwBslgeMMo', 'UB')
('AC12058-2022-11-01-4666','A260-4','oyhCbs', 'UB')
('SL04652-2022-11-02-4605','S192-21','sHxZpWk', 'MB')
('AC12058-2022-11-01-4669','A260-7','LRFEhZzf', 'LB')
('SL04652-2022-11-02-4606','S192-22','H', 'UB')
('AC12058-2022-11-01-4671','A260-9','kc', 'UB')
('SL22517-2022-11-02-4753','S199-1','TbkkyzqKB', 'LB')
('AC22517-2022-11-01-4504','A251-4','FmAtmRLWR', 'UB')
('SL04652-2022-11-02-4610','S193-2','v', 'MB')
('SL22517-2022-11-01-4673','S195-17','iRV', 'LB')
('AC22517-2022-11-02-4739','A264-5','ZqKKxJlduSiGw', 'SL')
('SL04652-2022-11-02-4613','S193-5','OVMzghYo', 'MB')
('SL22517-2022-11-02-4761','S199-9','ghACJfJQOSRqk', 'LB')
('AC22517-2022-11-02-4752','A264-18','llrqnLRTCkk', 'SU')
('AC04652-2022-11-02-4623','A257-15','kMTICwEkACpBxy', 'UB')
('SL22517-2022-11-02-4766','S199-14','dk', 'UB')
('AC04652-2022-11-01-4733','A263-17','sNfn', 'SL')
('SL22517-2022-11-02-4767','S199-15','PK', 'SL')
('SL22517-2022-11-01-4688','S196-8','ffpKnIIpnKCdRd', 'SU')
('SL12058-2022-11-01-4677','S195-21','LeL', 'MB')
('SL22517-2022-11-01-4690','S196-10','zcIqpRehr', 'MB')
('AC04652-2022-11-02-4628','A258-2','YzVEkHqDnJcBP', 'LB')
('SL04652-2022-11-02-4629','S193-21','XKQMVNB', 'MB')
('SL22517-2022-11-01-4692','S196-12','ZNDGtzicC', 'LB')
('SL04652-2022-11-01-4690','S196-10','qJ', 'MB')
('SL22517-2022-11-01-4695','S196-15','pKSPOekLIb', 'SL')
('SL12058-2022-11-01-4686','S196-6','LmpqDPYFN', 'UB')
('SL04652-2022-11-01-4696','S196-16','jURYLdAuSO', 'SU')
('SL12058-2022-11-01-4688','S196-8','eEQGTp', 'SU')
('AC12058-2022-11-01-4703','A262-5','RU', 'SL')
('SL04652-2022-11-02-4636','S194-4','LFB', 'LB')
('AC22517-2022-11-02-4767','A265-15','JKxdisJCeCudlMOr', 'UB')
('SL22517-2022-11-01-4699','S196-19','gWcWzepn', 'UB')
('SL12058-2022-11-01-4693','S196-13','XaUnhMoNcb', 'MB')
('SL04652-2022-11-01-4703','S196-23','ZiFUE', 'SL')
('SL12058-2022-11-01-4695','S196-15','qEL', 'SL')
('SL22517-2022-11-01-4701','S196-21','VjgvOrrpP', 'MB')
('AC22517-2022-11-02-4773','A266-3','G', 'UB')
('SL22517-2022-11-01-4703','S196-23','eiSyNYz', 'SL')
('SL04652-2022-11-02-4677','S195-21','zviUqGVKBBuizBaR', 'MB')
('AC04652-2022-11-02-4672','A260-10','tTIGHDjBkphKddr', 'UB')
('SL04652-2022-11-02-4684','S196-4','izxp', 'LB')
('SL04652-2022-11-02-4685','S196-5','dq', 'MB')
('SL22517-2022-11-02-4810','S201-10','dobsJVjfZhtOUSv', 'MB')
('SL22517-2022-11-01-4739','S198-11','hV', 'UB')
('AC04652-2022-11-01-4790','A267-2','mzKhe', 'LB')
('SL04652-2022-11-01-4755','S199-3','AjZLUixgt', 'UB')
('SL22517-2022-11-02-4812','S201-12','dgGGYdxsA', 'LB')
('AC22517-2022-11-01-4583','A255-11','ZIfka', 'SL')
('SL04652-2022-11-01-4760','S199-8','ArqLaHx', 'SU')
('SL04652-2022-11-02-4743','S198-15','ext', 'SL')
('SL22517-2022-11-01-4796','S200-20','j', 'LB')
('AC22517-2022-11-01-4672','A260-10','HWXoPUSRSJ', 'UB')
('SL22517-2022-11-01-4818','S201-18','quhlkBxXnhIGoI', 'MB')
('AC12058-2022-11-01-4837','A269-13','q', 'LB')
('AC04652-2022-11-01-4880','A272-2','z', 'LB')
('AC04652-2022-11-02-4766','A265-14','DMUGYnMjAemE', 'LB')
('SL04652-2022-11-02-4778','S200-2','my', 'MB')
('AC22517-2022-11-01-4677','A260-15','BHDU', 'UB')
('AC12058-2022-11-01-4841','A269-17','ZgVKVzLGMsChY', 'SL')
('SL04652-2022-11-02-4781','S200-5','MNDufFer', 'MB')
('AC04652-2022-11-02-4771','A266-1','tcAEaJq', 'LB')
('SL22517-2022-11-02-4903','S205-7','yEZGReeGa', 'SL')
('SL04652-2022-11-02-4804','S201-4','bMVdLRYtfq', 'LB')
('AC22517-2022-11-01-4715','A262-17','TYn', 'SL')
('AC12058-2022-11-01-4878','A271-18','qpuuK', 'SU')
('AC22517-2022-11-01-4717','A263-1','jfeHi', 'LB')
('AC04652-2022-11-01-4901','A273-5','nUPKQ', 'SL')
('AC04652-2022-11-01-4902','A273-6','jFZHSRMCeaXqlu', 'SU')
('AC22517-2022-11-01-4719','A263-3','IYkLBIIpIp', 'UB')
('AC22517-2022-11-01-4722','A263-6','idYofQaucyVWX', 'SU')
('SL04652-2022-11-01-4895','S204-23','VhDynSGFms', 'SL')
('AC22517-2022-11-02-4957','A276-7','UOHBDBHmvIVtGl', 'LB')
('SL22517-2022-11-02-4957','S207-13','bfNcTxELnBkaCGTD', 'MB')
('SL12058-2022-11-01-4851','S203-3','SPuRymROtMngX', 'UB')
('SL04652-2022-11-02-4830','S202-6','YzQ', 'UB')
('AC22517-2022-11-02-4961','A276-11','vwaRGixwvF', 'SL')
('AC22517-2022-11-01-4734','A263-18','cwEYLhsEkX', 'SU')
('AC22517-2022-11-01-4735','A264-1','NfbKiY', 'LB')
('SL04652-2022-11-01-4908','S205-12','VVKfsjivtBlnuGz', 'LB')
('SL04652-2022-11-02-4837','S202-13','zahLJlNUejMIfvT', 'MB')
('SL12058-2022-11-01-4858','S203-10','zRumFxeQlV', 'MB')
('SL04652-2022-11-02-4843','S202-19','zUv', 'UB')
('SL04652-2022-11-02-4845','S202-21','LMaS', 'MB')
('AC04652-2022-11-02-4833','A269-9','MiwPDCGGhDOgQOa', 'UB')
('AC12058-2022-11-01-4896','A272-18','HNhOPm', 'SU')
('SL04652-2022-11-01-4919','S205-23','qHXlFiTftkWhdLaW', 'SL')
('AC22517-2022-11-02-4984','A277-16','gYaeBbUiLfenSBgo', 'UB')
('AC04652-2022-11-02-4843','A270-1','tyNljdXxKllEgeiq', 'LB')
('AC12058-2022-11-01-4904','A273-8','lQkmEqQz', 'LB')
('SL04652-2022-11-01-4924','S206-4','CntGiouJunjuFh', 'LB')
('SL04652-2022-11-02-4857','S203-9','nEl', 'LB')
('AC22517-2022-11-02-4992','A278-6','GyHNlqpzpaZK', 'SU')
('AC22517-2022-11-02-4998','A278-12','N', 'SU')
('SL22517-2022-11-01-4901','S205-5','Yo', 'MB')
('AC22517-2022-11-02-4999','A278-13','LIJhL', 'LB')
('SL22517-2022-11-02-4990','S208-22','mjrlfL', 'UB')
('AC22517-2022-11-02-5002','A278-16','UYgDtRDSJTJdHg', 'UB')
('AC22517-2022-11-02-5003','A278-17','VOoDgvSf', 'SL')
('SL22517-2022-11-01-4908','S205-12','ZEjfuLDTnEcx', 'LB')
('AC04652-2022-11-01-4946','A275-14','XoBPquJoeuiGf', 'LB')
('AC22517-2022-11-01-4775','A266-5','MCNPRuEuWa', 'SL')
('SL04652-2022-11-01-4952','S207-8','ZxOaqywOFgOC', 'SU')
('SL04652-2022-11-02-4888','S204-16','yNHqvxRE', 'SU')
('AC22517-2022-11-01-4781','A266-11','XRtovv', 'SL')
('AC12058-2022-11-01-4937','A275-5','bQfDycP', 'SL')
('AC22517-2022-11-02-5015','A279-11','TmJcTpTYgdfoYJg', 'SL')
('AC04652-2022-11-01-4963','A276-13','iePni', 'LB')
('AC22517-2022-11-02-5017','A279-13','swWveDThCSwXC', 'LB')
('AC04652-2022-11-01-4965','A276-15','qFsJ', 'UB')
('AC04652-2022-11-02-4884','A272-6','GXoJKjF', 'SU')
('AC22517-2022-11-02-5018','A279-14','rzeFRQOaR', 'LB')
('AC22517-2022-11-02-5019','A279-15','VQXcXjuLEtQIjei', 'UB')
('AC04652-2022-11-01-5001','A278-15','lBVzeqNYLT', 'UB')
('SL22517-2022-11-01-4963','S207-19','ZrcUKgE', 'UB')
('SL04652-2022-11-01-5004','S209-12','WbqkbjIDxIodaW', 'LB')
('AC04652-2022-11-01-5005','A279-1','H', 'LB')
