('SL04652-2022-11-02-4122','S172-18','LYL', 'MB')
('SL22517-2022-11-01-11942','S498-14','jmrlHfqlI', 'UB')
('AC22517-2022-11-01-12122','A674-8','hLUzEsih', 'LB')
('SL04652-2022-11-01-11996','S500-20','o', 'LB')
('AC22517-2022-11-01-12124','A674-10','DUUhRxZIWRhlZq', 'UB')
('AC04652-2022-11-01-12316','A685-4','dfCCBjXpmywy', 'UB')
('SL22517-2022-11-01-11943','S498-15','hWqdYXjqj', 'SL')
('AC04652-2022-11-02-12132','A674-18','X', 'SU')
('SL12058-2022-11-01-11896','S496-16','KChhmykRpNDdYu', 'SU')
('SL12058-2022-11-01-11897','S496-17','JEHBHwcpwPZT', 'LB')
('SL04652-2022-11-02-12022','S501-22','EKfGxGtG', 'UB')
('SL04652-2022-11-02-12023','S501-23','dDq', 'SL')
('SL22517-2022-11-02-12044','S502-20','r', 'LB')
('AC12058-2022-11-01-12143','A675-11','ozpmSRGChLZyUhWs', 'SL')
('SL12058-2022-11-01-11907','S497-3','mXknrGkPVGQwECur', 'UB')
('AC12058-2022-11-01-12230','A680-8','gzKkJi', 'LB')
('AC22517-2022-11-01-12226','A680-4','dFhiJXEQbZRjXt', 'UB')
('SL22517-2022-11-02-12135','S506-15','PYtz', 'SL')
('SL04652-2022-11-02-12121','S506-1','WIY', 'LB')
('AC22517-2022-11-02-12206','A679-2','wwVaSUNHQYd', 'LB')
('AC22517-2022-11-01-12237','A680-15','lonUaP', 'UB')
('AC04652-2022-11-01-12411','A690-9','ddcwymVURLgYa', 'UB')
('SL22517-2022-11-02-12179','S508-11','SvqxjOyGshkLd', 'UB')
('SL04652-2022-11-01-12155','S507-11','e', 'UB')
('AC12058-2022-11-01-12292','A683-16','eF', 'UB')
('AC04652-2022-11-01-12460','A693-4','P', 'UB')
('AC22517-2022-11-02-12256','A681-16','e', 'UB')
('AC22517-2022-11-02-12257','A681-17','mOTW', 'SL')
('AC22517-2022-11-01-12284','A683-8','Y', 'LB')
('SL04652-2022-11-01-12163','S507-19','yXjQq', 'UB')
('SL12058-2022-11-01-12039','S502-15','dhNFMoLrQ', 'SL')
('SL04652-2022-11-02-12192','S508-24','rNIIoozsxD', 'SU')
('SL22517-2022-11-01-12112','S505-16','pzDnAtz', 'SU')
('AC22517-2022-11-01-12293','A683-17','PpQmNJ', 'SL')
('AC04652-2022-11-01-12478','A694-4','wKuItkV', 'UB')
('AC12058-2022-11-01-12316','A685-4','lQHcbeFOrb', 'UB')
('AC22517-2022-11-01-12296','A684-2','nUryADEZ', 'LB')
('AC22517-2022-11-01-12297','A684-3','TetsQ', 'UB')
('AC22517-2022-11-02-12276','A682-18','IREBQv', 'SU')
('SL22517-2022-11-01-12117','S505-21','ciBwxm', 'MB')
('AC22517-2022-11-01-12299','A684-5','J', 'SL')
('AC12058-2022-11-01-12320','A685-8','plJ', 'LB')
('SL04652-2022-11-02-12209','S509-17','IZmRRe', 'LB')
('AC04652-2022-11-02-12288','A683-12','gr', 'SU')
('AC22517-2022-11-01-12303','A684-9','CCEThGMwPrtA', 'UB')
('AC04652-2022-11-02-12289','A683-13','gObqRvgrOabE', 'LB')
('AC22517-2022-11-02-12285','A683-9','cBTTZyVGdH', 'UB')
('SL04652-2022-11-02-12212','S509-20','yZcq', 'LB')
('SL04652-2022-11-02-12213','S509-21','geCQnYyWnSGNcB', 'MB')
('SL22517-2022-11-02-12207','S509-15','KBVcneFZhuxpg', 'SL')
('SL12058-2022-11-01-12071','S503-23','HL', 'SL')
('SL22517-2022-11-01-12138','S506-18','oj', 'MB')
('SL04652-2022-11-02-12231','S510-15','EbXHCRlHx', 'SL')
('SL04652-2022-11-01-12208','S509-16','MnwKGty', 'SU')
('AC22517-2022-11-01-12331','A686-1','y', 'LB')
('SL04652-2022-11-01-12209','S509-17','qFUXheYoSQTaP', 'LB')
('SL22517-2022-11-02-12230','S510-14','XAJoncq', 'UB')
('SL04652-2022-11-02-12233','S510-17','BRE', 'LB')
('AC22517-2022-11-01-12335','A686-5','anq', 'SL')
('AC04652-2022-11-01-12525','A696-15','K', 'UB')
('AC04652-2022-11-01-12526','A696-16','jvp', 'UB')
('AC22517-2022-11-02-12308','A684-14','FgkqTuUOktqfo', 'LB')
('AC22517-2022-11-02-12309','A684-15','KFFWAQMAV', 'UB')
('AC04652-2022-11-02-12325','A685-13','ajWpNZcxZWSX', 'LB')
('AC04652-2022-11-02-12330','A685-18','tqMxcB', 'SU')
('AC04652-2022-11-02-12331','A686-1','vBVNLghus', 'LB')
('SL22517-2022-11-02-12236','S510-20','mTZLhBEMpqV', 'LB')
('SL22517-2022-11-01-12158','S507-14','xZvNzfVd', 'UB')
('AC12058-2022-11-01-12391','A689-7','zvLTvpcecCInJxw', 'LB')
('SL04652-2022-11-02-12272','S512-8','R', 'SU')
('SL22517-2022-11-02-12269','S512-5','ApQCpgcXQA', 'MB')
('AC22517-2022-11-02-12353','A687-5','LyWaEKkOtbxq', 'SL')
('SL12058-2022-11-01-12125','S506-5','MdQnGeJX', 'MB')
('AC22517-2022-11-01-12390','A689-6','hkXEGlT', 'SU')
('SL04652-2022-11-01-12251','S511-11','GYshpodcrqTgVyhc', 'UB')
('AC22517-2022-11-02-12362','A687-14','PYwSAhVXeL', 'LB')
('AC04652-2022-11-02-12381','A688-15','ReUpmAgmdldCIqTQ', 'UB')
('SL04652-2022-11-02-12288','S512-24','SmHFPivSK', 'SU')
('SL04652-2022-11-01-12258','S511-18','gkJvOndtHHrquZYB', 'MB')
('SL22517-2022-11-02-12279','S512-15','CN', 'SL')
('SL04652-2022-11-01-12260','S511-20','byiOtTla', 'LB')
('SL04652-2022-11-01-12261','S511-21','jFcuLIRM', 'MB')
('SL22517-2022-11-02-12283','S512-19','LXqdA', 'UB')
('AC12058-2022-11-01-12413','A690-11','X', 'SL')
('SL04652-2022-11-01-12266','S512-2','tT', 'MB')
('AC04652-2022-11-02-12392','A689-8','UuAiyLMllyKuVgr', 'LB')
('SL22517-2022-11-02-12291','S513-3','F', 'UB')
('SL04652-2022-11-02-12304','S513-16','F', 'SU')
('SL04652-2022-11-02-12305','S513-17','IOtyyQ', 'LB')
('AC04652-2022-11-02-12440','A692-2','BguwPpcMdgO', 'LB')
('SL22517-2022-11-01-12260','S511-20','oNoeVmTKPcBacrfU', 'LB')
('AC22517-2022-11-01-12452','A692-14','T', 'LB')
('AC04652-2022-11-01-12646','A703-10','tTkHIXr', 'UB')
('SL22517-2022-11-01-12265','S512-1','TUxGMsCxRByQ', 'LB')
('SL04652-2022-11-01-12320','S514-8','jeaxS', 'SU')
('SL04652-2022-11-02-12356','S515-20','YhhmD', 'LB')
('SL04652-2022-11-01-12335','S514-23','v', 'SL')
('AC22517-2022-11-02-12425','A691-5','VvknpljvlKRQN', 'SL')
('AC22517-2022-11-02-12427','A691-7','aHUlwENi', 'LB')
('AC22517-2022-11-02-12437','A691-17','cuHbp', 'SL')
('AC04652-2022-11-01-12666','A704-12','vJf', 'SU')
('SL04652-2022-11-02-12376','S516-16','PXBA', 'SU')
('SL22517-2022-11-01-12288','S512-24','tmlDZdvQ', 'SU')
('SL04652-2022-11-01-12368','S516-8','erGJoyrzM', 'SU')
('AC12058-2022-11-01-12512','A696-2','pnqct', 'LB')
('SL04652-2022-11-01-12372','S516-12','OmBne', 'LB')
('AC22517-2022-11-02-12465','A693-9','Pd', 'UB')
('AC12058-2022-11-01-12515','A696-5','gJgtacvMgkOmUW', 'SL')
('SL04652-2022-11-01-12376','S516-16','eUzhxlgl', 'SU')
('AC22517-2022-11-01-12498','A695-6','ExTZiZxz', 'SU')
('SL04652-2022-11-01-12384','S516-24','ubzb', 'SU')
('AC04652-2022-11-01-12696','A706-6','MQZuEwdK', 'SU')
('SL12058-2022-11-01-12281','S512-17','vghDqJfdWrELAX', 'LB')
('AC22517-2022-11-02-12508','A695-16','ukeWuRWXakPkrp', 'UB')
('SL12058-2022-11-01-12285','S512-21','ZIHr', 'MB')
('AC22517-2022-11-02-12542','A697-14','AzLWUlgCUFH', 'LB')
('AC22517-2022-11-01-12608','A701-8','XtcHTICob', 'LB')
('AC22517-2022-11-01-12654','A703-18','R', 'SU')
('SL12058-2022-11-01-12369','S516-9','NLrezcXX', 'LB')
('SL04652-2022-11-02-12541','S523-13','hooNDAQxFprCt', 'MB')
('SL12058-2022-11-01-12370','S516-10','LGHrsRjFxdIGjDMm', 'MB')
('SL22517-2022-11-01-12456','S519-24','YiUtB', 'SU')
('AC04652-2022-11-01-12834','A713-18','EIeeoB', 'SU')
('SL04652-2022-11-01-12514','S522-10','nrTQiE', 'MB')
('SL12058-2022-11-01-12374','S516-14','SbAvOLJScXZ', 'UB')
('SL22517-2022-11-02-12537','S523-9','nXpxv', 'LB')
('AC22517-2022-11-01-12710','A707-2','iHWTkmChCxH', 'LB')
('SL22517-2022-11-01-12501','S521-21','u', 'MB')
('AC04652-2022-11-02-12695','A706-5','MUePY', 'SL')
('AC22517-2022-11-02-12667','A704-13','IFoMPZgc', 'LB')
('SL04652-2022-11-01-12568','S524-16','Zmzj', 'SU')
('SL04652-2022-11-01-12569','S524-17','suJQYmaKV', 'LB')
('SL04652-2022-11-01-12570','S524-18','XUhOqMX', 'MB')
('SL12058-2022-11-01-12440','S519-8','OaHupPkxozfK', 'SU')
('AC22517-2022-11-01-12734','A708-8','CnqdozHOSe', 'LB')
('AC22517-2022-11-01-12735','A708-9','XFIYOay', 'UB')
('AC22517-2022-11-02-12682','A705-10','YgzoJyOvRttLCu', 'UB')
('AC04652-2022-11-02-12705','A706-15','YZlOYoGeW', 'UB')
('SL22517-2022-11-01-12522','S522-18','WSfwxoGZbZKuuq', 'MB')
('SL04652-2022-11-02-12658','S528-10','MutfBYhgeagITe', 'MB')
('AC22517-2022-11-02-12740','A708-14','yytFXL', 'LB')
('SL04652-2022-11-02-12662','S528-14','jlpsbfo', 'UB')
('AC04652-2022-11-02-12766','A710-4','aAKU', 'UB')
('SL04652-2022-11-01-12645','S527-21','p', 'MB')
('SL22517-2022-11-01-12579','S525-3','opW', 'UB')
('AC12058-2022-11-01-12787','A711-7','pjkDHKmg', 'LB')
('SL04652-2022-11-02-12676','S529-4','lhAjQiKwpWhjAb', 'LB')
('AC12058-2022-11-01-12802','A712-4','seze', 'UB')
('SL04652-2022-11-01-12653','S528-5','GilbzwCnnfmzp', 'MB')
('SL22517-2022-11-01-12588','S525-12','CFV', 'LB')
('AC04652-2022-11-02-12786','A711-6','mgzEpFCfqKcDHmZ', 'SU')
('AC04652-2022-11-01-12967','A721-7','TUzZLTCf', 'LB')
('AC04652-2022-11-02-12788','A711-8','esfL', 'LB')
('SL22517-2022-11-01-12592','S525-16','uhagraLNWIFfF', 'SU')
('AC22517-2022-11-02-12764','A710-2','C', 'LB')
('SL12058-2022-11-01-12517','S522-13','RpBmRnAGYiRBxVPU', 'MB')
('AC04652-2022-11-01-12970','A721-10','F', 'UB')
('AC04652-2022-11-01-12971','A721-11','tOzDMHXh', 'SL')
('AC04652-2022-11-01-12972','A721-12','ty', 'SU')
('SL04652-2022-11-01-12660','S528-12','SPKXGcYPpT', 'LB')
('AC22517-2022-11-02-12769','A710-7','CISklvQX', 'LB')
('SL12058-2022-11-01-12520','S522-16','Pe', 'SU')
('AC12058-2022-11-01-12812','A712-14','oU', 'LB')
('AC22517-2022-11-01-12822','A713-6','rrcSmZNnKbWuSJ', 'SU')
('AC04652-2022-11-01-12977','A721-17','U', 'SL')
('SL04652-2022-11-01-12667','S528-19','PoiVKfetgak', 'UB')
('AC22517-2022-11-01-12824','A713-8','jTJwVmVni', 'LB')
('AC04652-2022-11-02-12797','A711-17','K', 'SL')
('SL04652-2022-11-02-12695','S529-23','CLt', 'SL')
('SL04652-2022-11-01-12671','S528-23','K', 'SL')
('AC22517-2022-11-01-12827','A713-11','FRN', 'SL')
('AC22517-2022-11-01-12828','A713-12','qYrZGV', 'SU')
('AC04652-2022-11-02-12805','A712-7','TUB', 'LB')
('SL22517-2022-11-02-12671','S528-23','cQW', 'SL')
('AC22517-2022-11-02-12804','A712-6','fg', 'SU')
('AC04652-2022-11-02-12825','A713-9','iExSayk', 'UB')
('AC22517-2022-11-01-12850','A714-16','uRLJr', 'UB')
('SL22517-2022-11-01-12655','S528-7','qPyduiPrCS', 'SL')
('AC22517-2022-11-01-12882','A716-12','uX', 'SU')
('SL22517-2022-11-02-12748','S532-4','uQIWrXsXodx', 'LB')
('SL22517-2022-11-01-12696','S529-24','XwuxjpOW', 'SU')
('SL04652-2022-11-01-12759','S532-15','nJctoxndNL', 'SL')
('AC04652-2022-11-02-12900','A717-12','YWAHW', 'SU')
('AC22517-2022-11-01-12921','A718-15','uz', 'UB')
('AC04652-2022-11-01-13077','A727-9','s', 'UB')
('AC12058-2022-11-01-12907','A718-1','P', 'LB')
('AC04652-2022-11-01-13080','A727-12','dA', 'SU')
('SL04652-2022-11-01-12766','S532-22','mcUmzLtFL', 'UB')
('AC12058-2022-11-01-12911','A718-5','BklycfoIXPdcS', 'SL')
('AC22517-2022-11-02-12884','A716-14','cZfInim', 'LB')
('AC04652-2022-11-01-13088','A728-2','EaPJmhjSJWVs', 'LB')
('AC04652-2022-11-02-12915','A718-9','gIz', 'UB')
('SL22517-2022-11-02-12764','S532-20','oGwAEHOSqwjm', 'LB')
('SL04652-2022-11-01-12776','S533-8','psTbVH', 'SU')
('SL12058-2022-11-01-12632','S527-8','yNMDUBWvoXMHTcS', 'SU')
('SL04652-2022-11-02-12799','S534-7','MKnih', 'SL')
('AC04652-2022-11-01-13097','A728-11','LbfeZRKJnfChF', 'SL')
('AC12058-2022-11-01-12929','A719-5','qmxHDxbUZFkqGO', 'SL')
('AC04652-2022-11-02-12933','A719-9','ZItrjjRrbGw', 'UB')
('AC22517-2022-11-02-12894','A717-6','JGruENHQce', 'SU')
('SL04652-2022-11-02-12808','S534-16','yoVMzpEudXJqJEs', 'SU')
('SL22517-2022-11-02-12777','S533-9','Ur', 'LB')
('AC12058-2022-11-01-12931','A719-7','JiTbwSnlKPFGRNM', 'LB')
('AC22517-2022-11-01-12959','A720-17','c', 'SL')
('SL04652-2022-11-02-12817','S535-1','WPNhsvYJJ', 'LB')
('SL04652-2022-11-01-12797','S534-5','PIijIe', 'MB')
('AC22517-2022-11-02-12899','A717-11','ecLFgJW', 'SL')
('SL22517-2022-11-01-12733','S531-13','IoYdkC', 'MB')
('AC22517-2022-11-02-12902','A717-14','GNow', 'LB')
('AC22517-2022-11-02-12903','A717-15','ruJWHDljTiSLx', 'UB')
('AC04652-2022-11-01-13118','A729-14','hmIUJGnUGV', 'LB')
('SL04652-2022-11-01-12805','S534-13','gMelzXETElzeVb', 'MB')
('AC04652-2022-11-02-12960','A720-18','OCgofpjlprJlE', 'SU')
('SL04652-2022-11-01-12811','S534-19','zkh', 'UB')
('SL22517-2022-11-02-12851','S536-11','CgclNPl', 'UB')
('AC04652-2022-11-01-13179','A733-3','fTC', 'UB')
('AC22517-2022-11-01-13031','A724-17','RMyidwGXUPaZ', 'SL')
('AC12058-2022-11-01-12996','A722-18','zIevCwmZKwHFqW', 'SU')
('SL04652-2022-11-01-12868','S537-4','HM', 'LB')
('AC22517-2022-11-02-12966','A721-6','dPXAaRHcxrilCmA', 'SU')
('AC22517-2022-11-02-12967','A721-7','rFsGYv', 'LB')
('AC04652-2022-11-01-13193','A733-17','AbSQKvFgkKMYT', 'SL')
('SL12058-2022-11-01-12747','S532-3','EGiNBqNTnlBPWt', 'UB')
('SL22517-2022-11-01-12807','S534-15','XIwopaLIuEq', 'SL')
('SL04652-2022-11-02-12910','S538-22','Udt', 'UB')
('AC22517-2022-11-01-13049','A725-17','zRwUkLI', 'SL')
('SL22517-2022-11-02-12883','S537-19','eyGaaFAqXVf', 'UB')
('SL22517-2022-11-01-12823','S535-7','xNPRC', 'SL')
('AC12058-2022-11-01-13030','A724-16','PQqoqXlzyY', 'UB')
('SL22517-2022-11-02-12898','S538-10','GKrYtBsBNltqUcG', 'MB')
('AC04652-2022-11-01-13218','A735-6','KfTSQtheLg', 'SU')
('AC22517-2022-11-02-12999','A723-3','yzR', 'UB')
('SL12058-2022-11-01-12773','S533-5','XbLwUTvDeg', 'MB')
('SL04652-2022-11-02-12929','S539-17','mhf', 'LB')
('SL04652-2022-11-02-12931','S539-19','gEXAULl', 'UB')
('SL22517-2022-11-02-12911','S538-23','kyTBJlNMGaUwFhX', 'SL')
('AC04652-2022-11-02-13070','A727-2','aZ', 'LB')
('AC04652-2022-11-01-13241','A736-11','cWqQTjtMWilUk', 'SL')
('AC04652-2022-11-02-13071','A727-3','WCGsrQfCH', 'UB')
('SL22517-2022-11-02-12919','S539-7','ZVjndETzAjgjlT', 'SL')
('SL04652-2022-11-01-12918','S539-6','XOpgai', 'UB')
('SL04652-2022-11-01-12919','S539-7','xdAMFNXHIbDJRL', 'SL')
('SL04652-2022-11-01-12920','S539-8','mWviNkJfyBMce', 'SU')
('AC22517-2022-11-02-13040','A725-8','RvSItyPTdPy', 'LB')
('AC22517-2022-11-01-13143','A731-3','uzWREAlKxKT', 'UB')
('SL22517-2022-11-01-12903','S538-15','nzHadmseC', 'SL')
('AC04652-2022-11-01-13286','A739-2','qg', 'LB')
('SL04652-2022-11-01-12986','S542-2','pGDmyHSZihYXvL', 'MB')
('AC04652-2022-11-02-13140','A730-18','TV', 'SU')
('AC04652-2022-11-01-13287','A739-3','rNaSVFQ', 'UB')
('SL22517-2022-11-02-12978','S541-18','wjnfVQCWZrZIZNzG', 'MB')
('SL22517-2022-11-01-12913','S539-1','zOkIQwR', 'LB')
('AC04652-2022-11-02-13149','A731-9','wIqVOcnSKpwS', 'UB')
('AC22517-2022-11-02-13134','A730-12','OnCRRGoKYWKZ', 'SU')
('SL22517-2022-11-02-13051','S544-19','puUpdXesJQuymST', 'UB')
('AC04652-2022-11-01-13371','A743-15','oaKKCuxXSVnySTNE', 'UB')
('SL22517-2022-11-02-13107','S547-3','IzbslyRFQ', 'UB')
('AC22517-2022-11-02-13198','A734-4','zorEromuScgxBZJ', 'UB')
('AC04652-2022-11-02-13244','A736-14','uEekZjS', 'LB')
('AC04652-2022-11-01-13428','A746-18','FNhdslwnq', 'SU')
('SL04652-2022-11-01-13122','S547-18','FWZMQF', 'MB')
('AC22517-2022-11-01-13277','A738-11','aWnLixdQvCK', 'SL')
('SL04652-2022-11-02-13113','S547-9','CrpXvSNrFQZHTu', 'LB')
('SL04652-2022-11-02-13114','S547-10','MZ', 'MB')
('AC22517-2022-11-01-13341','A742-3','rSvFOgOZ', 'UB')
('AC04652-2022-11-02-13319','A740-17','WFIawkEaAZrvj', 'SL')
('AC12058-2022-11-01-13278','A738-12','lblWxiwm', 'SU')
('AC04652-2022-11-02-13320','A740-18','YGiLDWOfhCXerrv', 'SU')
('AC
