('SL04652-2022-11-02-185','S8-17','EAEAYAHPd', 'LB')
('SL22517-2022-11-02-6537','S273-9','ftT', 'LB')
('AC04652-2022-11-02-6577','A366-7','wTXzgmMPfgFqS', 'LB')
('AC12058-2022-11-01-6568','A365-16','VpzJLXmLsQ', 'UB')
('SL22517-2022-11-01-6470','S270-14','a', 'UB')
('AC04652-2022-11-01-6862','A382-4','PFxuKHREg', 'UB')
('AC04652-2022-11-01-6863','A382-5','IwCbYvNcCgPJ', 'SL')
('SL22517-2022-11-02-6555','S274-3','WKNe', 'UB')
('SL04652-2022-11-01-6508','S272-4','xIhSoirqv', 'LB')
('SL04652-2022-11-02-6568','S274-16','LrCOuEfmRMSvGwHK', 'SU')
('SL22517-2022-11-01-6500','S271-20','PP', 'LB')
('SL22517-2022-11-02-6583','S275-7','zKCQioVKKfxQUv', 'SL')
('SL22517-2022-11-01-6512','S272-8','RTPuaZuNxaGtVw', 'SU')
('SL22517-2022-11-02-6598','S275-22','CzaKaXHfa', 'UB')
('AC04652-2022-11-01-6914','A385-2','XeIp', 'LB')
('AC22517-2022-11-01-6639','A369-15','BwbJnHAAUj', 'UB')
('AC22517-2022-11-02-6637','A369-13','EaQOxUiDtVZLUTS', 'LB')
('SL22517-2022-11-01-6523','S272-19','zWkVXAWmbG', 'UB')
('SL04652-2022-11-01-6532','S273-4','LGQFYm', 'LB')
('SL22517-2022-11-02-6608','S276-8','aXujcZc', 'SU')
('SL22517-2022-11-01-6526','S272-22','JPkviXVsAA', 'UB')
('SL22517-2022-11-01-6535','S273-7','Iq', 'SL')
('SL04652-2022-11-01-6572','S274-20','Y', 'LB')
('SL12058-2022-11-01-6486','S271-6','PpQPJdztkJR', 'UB')
('AC12058-2022-11-01-6687','A372-9','vxTO', 'UB')
('AC04652-2022-11-02-6695','A372-17','eZO', 'SL')
('AC04652-2022-11-01-6960','A387-12','rSGyAFQrecYOLBmL', 'SU')
('SL22517-2022-11-01-6562','S274-10','j', 'MB')
('AC22517-2022-11-01-6695','A372-17','YkRn', 'SL')
('SL04652-2022-11-02-6653','S278-5','hNcupHdNIq', 'MB')
('AC22517-2022-11-02-6699','A373-3','kxpiAcHqOeL', 'UB')
('SL12058-2022-11-01-6497','S271-17','NXIn', 'LB')
('SL22517-2022-11-01-6565','S274-13','m', 'MB')
('SL12058-2022-11-01-6498','S271-18','hqnnTdBpFeiHgp', 'MB')
('AC22517-2022-11-02-6703','A373-7','TqHguTmy', 'LB')
('SL04652-2022-11-01-6601','S276-1','MWORWB', 'LB')
('AC12058-2022-11-01-6701','A373-5','laVZXtRYVfvOud', 'SL')
('SL04652-2022-11-01-6603','S276-3','EWwalCNcJrLHR', 'UB')
('SL04652-2022-11-01-6604','S276-4','clRO', 'LB')
('AC04652-2022-11-02-6710','A373-14','trvtSXO', 'LB')
('AC12058-2022-11-01-6710','A373-14','JuAEYVlA', 'LB')
('AC22517-2022-11-01-6702','A373-6','FAdPv', 'SU')
('AC22517-2022-11-02-6714','A373-18','AGdyF', 'SU')
('AC04652-2022-11-02-6714','A373-18','nBKbgHegxdOE', 'SU')
('AC04652-2022-11-02-6715','A374-1','SCsioCVWXkG', 'LB')
('AC04652-2022-11-02-6716','A374-2','pRiuHCHLIzqODl', 'LB')
('SL04652-2022-11-01-6609','S276-9','MGANFeYeFsxRL', 'LB')
('SL12058-2022-11-01-6512','S272-8','dc', 'SU')
('SL04652-2022-11-02-6671','S278-23','iCfVtPj', 'SL')
('SL04652-2022-11-02-6740','S281-20','ZXBjtizL', 'LB')
('SL22517-2022-11-01-6637','S277-13','lpCJ', 'MB')
('AC12058-2022-11-01-6796','A378-10','nBigJlFTIsKpC', 'UB')
('AC12058-2022-11-01-6798','A378-12','osYtSYgLEEFh', 'SU')
('SL04652-2022-11-02-6749','S282-5','QyYTKT', 'MB')
('SL22517-2022-11-02-6752','S282-8','GNfRzi', 'SU')
('SL22517-2022-11-02-6753','S282-9','qYOlvavDtEoIq', 'LB')
('SL04652-2022-11-02-6751','S282-7','wCwkoCuIHjEJ', 'SL')
('AC12058-2022-11-01-6807','A379-3','yOzjKx', 'UB')
('SL04652-2022-11-02-6753','S282-9','YLP', 'LB')
('AC04652-2022-11-02-6786','A377-18','eQIHj', 'SU')
('AC22517-2022-11-01-6790','A378-4','CmArtInGgWk', 'UB')
('AC22517-2022-11-02-6814','A379-10','sJbCPByvTALP', 'UB')
('AC04652-2022-11-02-6788','A378-2','VEaZvXda', 'LB')
('SL22517-2022-11-02-6760','S282-16','hLTkHhvqDHNDEXO', 'SU')
('AC12058-2022-11-01-6814','A379-10','FndvcMtvDoobY', 'UB')
('SL12058-2022-11-01-6594','S275-18','zdKLNyA', 'MB')
('AC04652-2022-11-01-7065','A393-9','kN', 'UB')
('AC04652-2022-11-01-7066','A393-10','OIdwveDKXnpaup', 'UB')
('SL22517-2022-11-01-6652','S278-4','LGLtQhO', 'LB')
('AC22517-2022-11-02-6823','A380-1','HDbcsFmxMwYYuPDL', 'LB')
('AC22517-2022-11-01-6801','A378-15','Kd', 'UB')
('SL22517-2022-11-02-6769','S283-1','ANiGVtGKMbG', 'LB')
('AC22517-2022-11-02-6833','A380-11','cy', 'SL')
('AC22517-2022-11-01-6812','A379-8','GyhotMieDJOPX', 'LB')
('SL22517-2022-11-02-6783','S283-15','rzQYJDhRV', 'SL')
('AC22517-2022-11-02-6834','A380-12','VfdHNXyc', 'SU')
('AC12058-2022-11-01-6834','A380-12','uhq', 'SU')
('SL22517-2022-11-01-6667','S278-19','SJJApUMESHCOJC', 'UB')
('SL22517-2022-11-01-6668','S278-20','I', 'LB')
('SL12058-2022-11-01-6613','S276-13','GrN', 'MB')
('AC04652-2022-11-01-7077','A394-3','pMawCOqtBTtOPNWR', 'UB')
('SL04652-2022-11-02-6783','S283-15','Rp', 'SL')
('SL22517-2022-11-01-6674','S279-2','vcpuklRrCtvgH', 'MB')
('SL04652-2022-11-02-6784','S283-16','ao', 'SU')
('SL22517-2022-11-01-6675','S279-3','CBsxmsGLRlse', 'UB')
('AC04652-2022-11-02-6808','A379-4','YtAxaY', 'UB')
('AC04652-2022-11-01-7082','A394-8','pgAAhyJV', 'LB')
('AC22517-2022-11-01-6823','A380-1','HSYPJeQUeMQgb', 'LB')
('AC22517-2022-11-02-6843','A381-3','FmApnBeMqli', 'UB')
('SL22517-2022-11-01-6706','S280-10','TtG', 'MB')
('SL22517-2022-11-02-6823','S285-7','YeJiUE', 'SL')
('SL22517-2022-11-02-6836','S285-20','ifpVLdw', 'LB')
('AC04652-2022-11-02-6891','A383-15','doGd', 'UB')
('SL22517-2022-11-02-6863','S286-23','luTEgklkTgmMDE', 'SL')
('SL04652-2022-11-01-6860','S286-20','bEjIju', 'LB')
('AC04652-2022-11-01-7264','A404-10','GdjaBSTWJtC', 'UB')
('AC04652-2022-11-02-6998','A389-14','MxMbTvWXmaHzPou', 'LB')
('AC22517-2022-11-01-6997','A389-13','SfijLEaHhCqXTxg', 'LB')
('AC12058-2022-11-01-7022','A391-2','XpoPjsnfXbLfdKOG', 'LB')
('AC04652-2022-11-02-7005','A390-3','rMERQjs', 'UB')
('SL04652-2022-11-01-6953','S290-17','eAFDdBB', 'LB')
('AC04652-2022-11-02-7010','A390-8','BCccPovnHhQnrNRj', 'LB')
('AC22517-2022-11-01-7007','A390-5','zrmcny', 'SL')
('SL04652-2022-11-01-6980','S291-20','UfIrWNFxbXlSQ', 'LB')
('AC12058-2022-11-01-7079','A394-5','qZzPXkmWY', 'SL')
('SL22517-2022-11-02-7009','S293-1','pcIjLUstxAkU', 'LB')
('SL04652-2022-11-01-6999','S292-15','sJZGSskQXiuSNMZ', 'SL')
('SL22517-2022-11-02-7012','S293-4','OVp', 'LB')
('SL22517-2022-11-02-7013','S293-5','kBWPKYfoLBneGjj', 'MB')
('SL04652-2022-11-01-7001','S292-17','hXLdGWOfNwiC', 'LB')
('AC22517-2022-11-01-7069','A393-13','eYCYMDlIEsUKw', 'LB')
('AC04652-2022-11-01-7355','A409-11','bpozk', 'SL')
('AC22517-2022-11-01-7072','A393-16','OtVntiCjss', 'UB')
('AC12058-2022-11-01-7092','A394-18','zlDvqsU', 'SU')
('AC22517-2022-11-01-7076','A394-2','dyfVrWQyd', 'LB')
('SL22517-2022-11-02-7021','S293-13','s', 'MB')
('SL22517-2022-11-02-7022','S293-14','MTxoqGvhy', 'UB')
('AC04652-2022-11-02-7080','A394-6','VxCHuJDBGkGDhx', 'SU')
('SL04652-2022-11-01-7018','S293-10','KVWcpiwBN', 'MB')
('AC22517-2022-11-01-7080','A394-6','Clthzv', 'SU')
('AC22517-2022-11-02-7100','A395-8','bNpyGf', 'LB')
('SL22517-2022-11-02-7080','S295-24','IuLJxgLyIWywKKk', 'SU')
('AC04652-2022-11-02-7132','A397-4','XVpNEQHiTRVJiu', 'UB')
('SL22517-2022-11-02-7092','S296-12','NzAPYTAiWrFd', 'LB')
('SL22517-2022-11-01-7010','S293-2','oaHUzDTKos', 'MB')
('SL04652-2022-11-01-7083','S296-3','jKpyYrrz', 'UB')
('SL04652-2022-11-01-7084','S296-4','YFyCcPFq', 'LB')
('AC22517-2022-11-02-7174','A399-10','TcwJEEIf', 'UB')
('AC12058-2022-11-01-7161','A398-15','JyZVHkGCZmZTTiao', 'UB')
('SL22517-2022-11-02-7105','S297-1','QuaWEriwcLrLKnRf', 'LB')
('SL04652-2022-11-02-7118','S297-14','ADI', 'UB')
('SL22517-2022-11-01-7019','S293-11','y', 'UB')
('SL22517-2022-11-01-7027','S293-19','ADTwAXGDfFTxEARB', 'UB')
('SL04652-2022-11-02-7136','S298-8','pQNqPgUsXhLymd', 'SU')
('SL12058-2022-11-01-6991','S292-7','IjHaKeAvvJGivdVa', 'SL')
('SL04652-2022-11-01-7112','S297-8','uNRsTqlA', 'SU')
('AC04652-2022-11-02-7199','A400-17','HXji', 'SL')
('SL12058-2022-11-01-7043','S294-11','dihfBNLlM', 'UB')
('AC22517-2022-11-01-7243','A403-7','Kvouebav', 'LB')
('SL22517-2022-11-01-7103','S296-23','RdemGnApdVOySv', 'SL')
('SL04652-2022-11-01-7172','S299-20','xPUfIAHOJ', 'LB')
('SL12058-2022-11-01-7050','S294-18','tZDtHfYJLMRUFB', 'MB')
('SL04652-2022-11-02-7199','S300-23','gi', 'SL')
('SL22517-2022-11-01-7113','S297-9','EKDugwqjC', 'LB')
('SL12058-2022-11-01-7056','S294-24','OJugxRiqPFnvur', 'SU')
('AC04652-2022-11-02-7236','A402-18','CHrBVt', 'SU')
('AC12058-2022-11-01-7251','A403-15','QHSgrsQMqycsO', 'UB')
('AC22517-2022-11-01-7337','A408-11','WdYSLrftFQhC', 'SL')
('SL22517-2022-11-02-7279','S304-7','k', 'SL')
('SL22517-2022-11-02-7280','S304-8','yBzLWOKoGDToCAh', 'SU')
('AC12058-2022-11-01-7336','A408-10','BEZU', 'UB')
('AC12058-2022-11-01-7337','A408-11','jAOTkzaIXdddoshF', 'SL')
('SL22517-2022-11-02-7317','S305-21','JtShDyRy', 'MB')
('AC12058-2022-11-01-7367','A410-5','KpJEjSA', 'SL')
('AC22517-2022-11-01-7401','A412-3','U', 'UB')
('AC22517-2022-11-02-7458','A415-6','dAhMgIrLnHyQCqh', 'SU')
('SL22517-2022-11-02-7357','S307-13','PRgO', 'MB')
('SL04652-2022-11-02-7344','S306-24','CTVeG', 'SU')
('SL22517-2022-11-01-7257','S303-9','U', 'LB')
('SL22517-2022-11-01-7258','S303-10','qwTS', 'MB')
('SL22517-2022-11-01-7259','S303-11','iyxrstKLkHTIJ', 'UB')
('AC04652-2022-11-02-7393','A411-13','qZeU', 'LB')
('AC04652-2022-11-02-7394','A411-14','cZcnfIs', 'LB')
('SL04652-2022-11-01-7342','S306-22','vbqCPwcwol', 'UB')
('AC22517-2022-11-02-7462','A415-10','BJlPin', 'UB')
('AC12058-2022-11-01-7425','A413-9','TixZcBmvruk', 'UB')
('AC22517-2022-11-01-7424','A413-8','lDngtO', 'LB')
('SL04652-2022-11-01-7367','S307-23','OEZQY', 'SL')
('SL22517-2022-11-01-7312','S305-16','BLbGDvzKNCkFQd', 'SU')
('SL12058-2022-11-01-7248','S302-24','sIGqOaVOVXDItGfJ', 'SU')
('SL22517-2022-11-01-7315','S305-19','NZortGBbat', 'UB')
('AC12058-2022-11-01-7474','A416-4','hKCKvzFkfhyb', 'UB')
('AC04652-2022-11-02-7474','A416-4','oVVdaJfgsKmjS', 'UB')
('AC12058-2022-11-01-7478','A416-8','SHafFPzrwwEnKUNu', 'LB')
('AC22517-2022-11-01-7472','A416-2','HiqXclRrxykXE', 'LB')
('AC04652-2022-11-01-7739','A430-17','YaSOzTrUrNEdRMr', 'SL')
('AC22517-2022-11-01-7474','A416-4','vzbXisPloupXIqTL', 'UB')
('SL04652-2022-11-02-7429','S310-13','gfrV', 'MB')
('AC04652-2022-11-02-7483','A416-13','FeApzBmMNeD', 'LB')
('SL04652-2022-11-01-7429','S310-13','Oc', 'MB')
('SL12058-2022-11-01-7306','S305-10','iv', 'MB')
('SL22517-2022-11-01-7369','S308-1','hs', 'LB')
('AC04652-2022-11-02-7650','A425-18','baZuAYhkpW', 'SU')
('SL22517-2022-11-01-7503','S313-15','aNitpxsGtPmpL', 'SL')
('AC04652-2022-11-02-7674','A427-6','WQpwtfbVGefwDsIL', 'SU')
('AC22517-2022-11-02-7744','A431-4','AgaSXmBce', 'UB')
('AC22517-2022-11-01-7676','A427-8','BJlWpBtAxvgu', 'LB')
('SL22517-2022-11-01-7527','S314-15','LWbQjAue', 'SL')
('AC04652-2022-11-01-7937','A441-17','MhnZrnNKQmzNyDUl', 'SL')
('AC22517-2022-11-01-7678','A427-10','SwmqMmoIoo', 'UB')
('AC22517-2022-11-01-7679','A427-11','VPruznhjdvxxmgv', 'SL')
('AC22517-2022-11-02-7779','A433-3','oLXlPjWVB', 'UB')
('AC12058-2022-11-01-7707','A429-3','kVpDxRhVppay', 'UB')
('AC04652-2022-11-02-7730','A430-8','nHDUjFpOm', 'LB')
('AC04652-2022-11-01-7975','A444-1','qVYAIr', 'LB')
('AC22517-2022-11-02-7786','A433-10','r', 'UB')
('SL22517-2022-11-01-7566','S316-6','Yme', 'UB')
('SL04652-2022-11-01-7643','S319-11','vzRlQbOyZMRUtKG', 'UB')
('SL04652-2022-11-01-7644','S319-12','pbLLslrL', 'LB')
('AC12058-2022-11-01-7719','A429-15','VZeY', 'UB')
('SL04652-2022-11-01-7645','S319-13','JeqktVerE', 'MB')
('AC22517-2022-11-01-7724','A430-2','vbLWaKWlroGLc', 'LB')
('AC22517-2022-11-02-7793','A433-17','rycGgGN', 'SL')
('AC22517-2022-11-02-7857','A437-9','lo', 'UB')
('SL22517-2022-11-02-7723','S322-19','kKZ', 'UB')
('SL04652-2022-11-01-7707','S322-3','tRH', 'UB')
('AC22517-2022-11-01-7796','A434-2','cdSmCbnEaNofHRAS', 'LB')
('AC22517-2022-11-01-7797','A434-3','DwHFDGS', 'UB')
('SL04652-2022-11-02-7727','S322-23','Cl', 'SL')
('AC22517-2022-11-02-7872','A438-6','lckDYrKUnVH', 'SU')
('SL04652-2022-11-02-7742','S323-14','NwfPJSEIWNWcvWS', 'UB')
('AC04652-2022-11-01-8080','A449-16','gzCDUCATHdqyO', 'UB')
('SL12058-2022-11-01-7598','S317-14','PQYbLs', 'UB')
('AC12058-2022-11-01-7817','A435-5','KOlBlTbhrC', 'SL')
('SL22517-2022-11-02-7765','S324-13','yQRlFQLjlVaH', 'MB')
('SL04652-2022-11-01-7759','S324-7','VtICpl', 'SL')
('AC04652-2022-11-01-8091','A450-9','nSoOWrOFpbFQHhco', 'UB')
('SL04652-2022-11-02-7774','S324-22','YIVcyMhTkuZxA', 'UB')
('SL04652-2022-11-02-7775','S324-23','RAaBBRYP', 'SL')
('SL12058-2022-11-01-7603','S317-19','AykWtnKMc', 'UB')
('SL12058-2022-11-01-7604','S317-20','OHZNskNAkBDIn', 'LB')
('AC04652-2022-11-02-7852','A437-4','JMi', 'UB')
('AC12058-2022-11-01-7822','A435-10','bYTDd', 'UB')
('AC04652-2022-11-02-7853','A437-5','KHTCzHOX', 'SL')
('SL12058-2022-11-01-7606','S317-22','KhGh', 'UB')
('SL12058-2022-11-01-7607','S317-23','nGcAKlKWGHpOI', 'SL')
('SL22517-2022-11-01-7691','S321-11','tYBlDVdXoKyFk', 'UB')
('AC22517-2022-11-01-7845','A436-15','hjafGlpdV', 'UB')
('AC22517-2022-11-01-7846','A436-16','zSxx', 'UB')
('SL04652-2022-11-02-7784','S325-8','jtOkLJzdTsASIU', 'SU')
('SL22517-2022-11-02-7779','S325-3','uvHJ', 'UB')
('AC04652-2022-11-02-7863','A437-15','uB', 'UB')
('SL22517-2022-11-02-7781','S325-5','PiFnDOxz', 'MB')
('SL22517-2022-11-01-7701','S321-21','NXbqPnMOgDYOJT', 'MB')
('AC04652-2022-11-01-8109','A451-9','FLkofZH', 'UB')
('SL22517-2022-11-01-7704','S321-24','WzeeSkFfrQ', 'SU')
('SL22517-2022-11-02-7789','S325-13','kQbzIIMcljDLgzK', 'MB')
('AC22517-2022-11-01-7859','A437-11','Y', 'SL')
('AC04652-2022-11-02-7881','A438-15','FLpgXRgiNFO', 'UB')
('AC12058-2022-11-01-7850','A437-2','ohotd', 'LB')
('SL22517-2022-11-01-7718','S322-14','VDFpatWY', 'UB')
('AC22517-2022-11-01-7890','A439-6','ngmX', 'SU')
('AC04652-2022-11-02-7913','A440-11','OsrKjUT', 'SL')
('AC04652-2022-11-01-8154','A453-18','bPFyKZX', 'SU')
('SL12058-2022-11-01-7659','S320-3','fNOQzSMcOPAUMOS', 'UB')
('AC22517-2022-11-02-7968','A443-12','dSDDuuHUVPby', 'SU')
('AC12058-2022-11-01-7889','A439-5','kOcmktbGY', 'SL')
('AC22517-2022-11-02-7969','A443-13','JHIdQqfBxtjBkkxo', 'LB')
('AC22517-2022-11-01-7896','A439-12','FDSSexltCGagtmA', 'SU')
('SL04652-2022-11-02-7850','S328-2','NrwrWrAp', 'MB')
('AC04652-2022-11-02-7941','A442-3','fhfpcDqVzSVY', 'UB')
('AC04652-2022-11-01-8191','A456-1','yOzyjDHi', 'LB')
('SL22517-2022-11-02-7871','S328-23','SMdpMJxmeHje', 'SL')
('SL04652-2022-11-02-7872','S328-24','NtrDyOVcazMwDQb', 'SU')
('SL04652-2022-11-01-7893','S329-21','OulY', 'MB')
('AC04652-2022-11-02-7975','A444-1','PtNgyYtlCmtNHJct', 'LB')
('AC04652-2022-11-02-7985','A444-11','vbKGmSFpVtuMb', 'SL')
('SL04652-2022-11-02-7910','S330-14','Uydw', 'UB')
('AC22517-2022-11-02-8037','A447-9','a', 'UB')
('AC04652-2022-11-02-7993','A445-1','ENuBSh', 'LB')
('SL04652-2022-11-01-7922','S331-2','Obj', 'MB')
('AC04652-2022-11-02-8000','A445-8','anhdeaWAY', 'LB')
('AC04652-2022-11-01-8251','A459-7','HJFriQ', 'LB')
('SL04652-2022-11-01-7934','S331-14','PF', 'UB')
('AC22517-2022-11-01-7984','A444-10','k', 'UB')
('AC04652-2022-11-02-8013','A446-3','QxAkFzAsLfL', 'UB')
('SL04652-2022-11-01-7952','S332-8','LcCSokvLoL', 'SU')
('AC22517-2022-11-01-7992','A444-18','rRcAykAhUQQGZu', 'SU')
('AC22517-2022-11-01-7993','A445-1','nygHrMSpbvXxFRn', 'LB')
('SL04652-2022-11-02-7954','S332-10','ihtk', 'MB')
('AC04652-2022-11-02-8066','A449-2','OECMYe', 'LB')
('AC22517-2022-11-01-8032','A447-4','ZHPbIYfmuIKmKD', 'UB')
('SL22517-2022-11-01-7900','S330-4','rcmbZ', 'LB')
('SL22517-2022-11-02-8049','S336-9','dUSHf', 'LB')
('AC22517-2022-11-02-8169','A454-15','eAsGKGS', 'UB')
('AC22517-2022-11-02-8173','A455-1','AxLj', 'LB')
('SL12058-2022-11-01-7907','S330-11','VeoPmBq', 'UB')
('AC12058-2022-11-01-8125','A452-7','Ip', 'LB')
('AC04652-2022-11-01-8383','A466-13','SiRQVGGlMOzfwuQT', 'LB')
('AC12058-2022-11-01-8127','A452-9','wQsUBzxqrjrYj', 'UB')
('AC22517-2022-11-02-8182','A455-10','YJEUnckpn', 'UB')
('AC12058-2022-11-01-8130','A452-12','CgEpSLjmpbvAOi', 'SU')
('SL12058-2022-11-01-7939','S331-19','kWHosZLeF', 'UB')
('SL04652-2022-11-02-8078','S337-14','xaUmpP', 'UB')
('AC22517-2022-11-02-8209','A457-1','fAEjazOjZXbvMih', 'LB')
('SL22517-2022-11-02-8117','S339-5','rFXpkgxrwMEaaYas', 'MB')
('AC04652-2022-11-02-8209','A457-1','StYuBfKRQyw', 'LB')
('SL22517-2022-11-01-8058','S336-18','QmKA', 'MB')
('SL12058-2022-11-01-8000','S334-8','VYGT', 'SU')
('AC22517-2022-11-02-8262','A459-18','EUgUPTs', 'SU')
('SL22517-2022-11-02-8165','S341-5','VDoiYeSJNEqkpUr', 'MB')
('AC22517-2022-11-01-8213','A457-5','Pc', 'SL')
('AC04652-2022-11-01-8522','A474-8','IOEMcLPf', 'LB')
('SL22517-2022-11-02-8202','S342-18','UCVvy', 'MB')
('SL12058-2022-11-01-8055','S336-15','ICOdxg', 'SL')
('SL04652-2022-11-02-8183','S341-23','FeZQi', 'SL')
('SL04652-2022-11-01-8210','S343-2','SLgVAodZ', 'MB')
('SL04652-2022-11-01-8211','S343-3','U', 'UB')
('AC04652-2022-11-01-8531','A474-17','vaPYrNv', 'SL')
('AC22517-2022-11-02-8367','A465-15','VfYmCLAXnX', 'UB')
('SL04652-2022-11-01-8265','S345-9','eeWwP', 'LB')
('SL04652-2022-11-01-8266','S345-10','HgPFFUQvabaoXcBx', 'MB')
('SL04652-2022-11-02-8233','S344-1','ptrigXmKlTDfiA', 'LB')
('SL04652-2022-11-01-8267','S345-11','heVJvxEqxg', 'UB')
('AC04652-2022-11-01-8576','A477-8','OVePftgr', 'LB')
('AC04652-2022-11-02-8362','A465-10','OmSsDpF', 'UB')
('SL12058-2022-11-01-8108','S338-20','btlGHslzAKr', 'LB')
('AC04652-2022-11-01-8590','A478-4','LK', 'UB')
('SL04652-2022-11-02-8249','S344-17','QrVpcwI', 'LB')
('AC22517-2022-11-02-8396','A467-8','GoOymwQuvRaYw', 'LB')
('SL22517-2022-11-02-8270','S345-14','UrszixQ', 'UB')
('SL22517-2022-11-01-8209','S343-1','ufSOnGVLFoyon', 'LB')
('AC22517-2022-11-01-8327','A463-11','NCIzknqVoeTMlK', 'SL')
('AC22517-2022-11-02-8445','A470-3','nJlVMRvMCfiXA', 'UB')
('AC04652-2022-11-02-8421','A468-15','k', 'UB')
('AC22517-2022-11-01-8364','A465-12','bVGIiGtHW', 'SU')
('SL12058-2022-11-01-8163','S341-3','Bg', 'UB')
('AC04652-2022-11-01-8656','A481-16','wdpUOaTBF', 'UB')
('SL04652-2022-11-01-8344','S348-16','iAWs', 'SU')
('AC22517-2022-11-01-8391','A467-3','SkUMEhA', 'UB')
('AC22517-2022-11-01-8398','A467-10','ofEsHUqROxX', 'UB')
('SL12058-2022-11-01-8196','S342-12','aArqrsMMUJo', 'LB')
('SL22517-2022-11-01-8286','S346-6','NNNYQqXmceo', 'UB')
('SL22517-2022-11-02-8345','S348-17','VRwIPPfxUHrYhRBc', 'LB')
('SL22517-2022-11-01-8287','S346-7','rIMWurUsUxrAgI', 'SL')
('SL12058-2022-11-01-8203','S342-19','YclYTQcNJ', 'UB')
('AC12058-2022-11-01-8401','A467-13','EKGTXAGMUmxQvMb', 'LB')
('SL22517-2022-11-02-8349','S348-21','yfkaQ', 'MB')
('AC22517-2022-11-02-8510','A473-14','AkbyAo', 'LB')
('AC12058-2022-11-01-8444','A470-2','ssTUaBaSHmk', 'LB')
('SL04652-2022-11-01-8436','S352-12','dDnrmQXMoHqmDvp', 'LB')
('AC22517-2022-11-02-8568','A476-18','NQreeq', 'SU')
('AC04652-2022-11-01-8754','A487-6','hnkPwWR', 'SU')
('SL12058-2022-11-01-8282','S346-2','f', 'MB')
('AC22517-2022-11-01-8524','A474-10','eSXCFCRQhmqld', 'UB')
('AC12058-2022-11-01-8546','A475-14','aGwn', 'LB')
('AC22517-2022-11-01-8551','A476-1','VRQxuOhlKr', 'LB')
('AC04652-2022-11-02-8619','A479-15','zVjfIBDBrvtUSfP', 'UB')
('AC12058-2022-11-01-8552','A476-2','IohLAjjRZX', 'LB')
('AC12058-2022-11-01-8553','A476-3','hatuDSpfqznxasiC', 'UB')
('SL22517-2022-11-02-8484','S354-12','WGhb', 'LB')
('SL22517-2022-11-01-8465','S353-17','HqVyzYlaN', 'LB')
('SL22517-2022-11-02-8508','S355-12','wa', 'LB')
('AC22517-2022-11-01-8607','A479-3','dJDPXlelUR', 'UB')
('SL04652-2022-11-02-8551','S357-7','GivAlyfYcghsK', 'SL')
('AC12058-2022-11-01-8613','A479-9','XHzWB', 'UB')
('AC22517-2022-11-01-8617','A479-13','nDpPcUjgxvoiYAng', 'LB')
('SL04652-2022-11-01-8563','S357-19','aiOYdOAwWRV', 'UB')
('SL04652-2022-11-02-8557','S357-13','zmhYfDD', 'MB')
('AC22517-2022-11-01-8623','A480-1','E', 'LB')
('AC12058-2022-11-01-8619','A479-15','oVNkqtahXjzSSUlM', 'UB')
('AC22517-2022-11-01-8629','A480-7','nWbbHjjszkrbq', 'LB')
('AC04652-2022-11-02-8681','A483-5','mELmET', 'SL')
('AC12058-2022-11-01-8623','A480-1','YNoBBZTf', 'LB')
('SL22517-2022-11-01-8510','S355-14','p', 'UB')
('SL22517-2022-11-02-8538','S356-18','UQplgIa', 'MB')
('AC12058-2022-11-01-8661','A482-3','ASJpIwOugt', 'UB')
('AC04652-2022-11-01-8931','A497-3','LqNlrUfL', 'UB')
('SL04652-2022-11-01-8605','S359-13','AOogEAjAYKiM', 'MB')
('AC22517-2022-11-01-8668','A482-10','TFprEKAlXVilXVsk', 'UB')
('SL04652-2022-11-01-8608','S359-16','nEySlCn', 'SU')
('SL22517-2022-11-01-8568','S357-24','KkZlkhnWKEpS', 'SU')
('SL04652-2022-11-01-8616','S359-24','lJqjEXlHqYvAYH', 'SU')
('AC22517-2022-11-02-8755','A487-7','DMh', 'LB')
('SL04652-2022-11-02-8622','S360-6','ieCUEKdS', 'UB')
('AC22517-2022-11-01-8693','A483-17','wAuhbYKXx', 'SL')
('AC22517-2022-11-01-8696','A484-2','DiyuTxen', 'LB')
('SL12058-2022-11-01-8479','S354-7','SwBkcG', 'SL')
('AC04652-2022-11-02-8745','A486-15','JLAsqfu', 'UB')
('AC22517-2022-11-01-8736','A486-6','i', 'SU')
('SL12058-2022-11-01-8540','S356-20','BsvsNrJXLSNh', 'LB')
('AC04652-2022-11-01-9023','A502-5','dOk', 'SL')
('SL04652-2022-11-02-8704','S363-16','YeMgt', 'SU')
('AC22517-2022-11-01-8762','A487-14','XvLmrhfqUvNREzSP', 'LB')
('SL22517-2022-11-01-8649','S361-9','RVCQxCh', 'LB')
('SL22517-2022-11-01-8650','S361-10','jQzMQbHjxAt', 'MB')
('AC12058-2022-11-01-8749','A487-1','yQDjuukllSCPRAfY', 'LB')
('SL04652-2022-11-02-8708','S363-20','KJYpKbNgVQ', 'LB')
('AC04652-2022-11-01-9030','A502-12','gxSqDsCiVmXayv', 'SU')
('AC22517-2022-11-02-8830','A491-10','LVGbtPAvWPcGRU', 'UB')
('SL22517-2022-11-02-8677','S362-13','zWehukinmSYhnzuD', 'MB')
('AC12058-2022-11-01-8755','A487-7','KVrmGO', 'LB')
('SL22517-2022-11-01-8653','S361-13','ZIbWI', 'MB')
('AC04652-2022-11-02-8815','A490-13','TOLsiBbt', 'LB')
