('SL04652-2022-11-01-21','S1-21','GtEvZjaNCKnIUat', 'MB')
('AC22517-2022-11-02-940','A53-4','PrJYBwwIfzIoIPMB', 'UB')
('AC22517-2022-11-02-941','A53-5','DecgqHK', 'SL')
('SL22517-2022-11-02-915','S39-3','x', 'UB')
('AC04652-2022-11-02-907','A51-7','WGKZI', 'LB')
('AC04652-2022-11-01-942','A53-6','UtENBlzJx', 'SU')
('SL12058-2022-11-01-959','S40-23','tfUBxd', 'SL')
('SL04652-2022-11-02-892','S38-4','mfWC', 'LB')
('SL22517-2022-11-02-949','S40-13','x', 'MB')
('SL22517-2022-11-01-945','S40-9','HDxEs', 'LB')
('AC12058-2022-11-01-936','A52-18','I', 'SU')
('AC04652-2022-11-01-947','A53-11','dmEhDkZyClJBq', 'SL')
('AC04652-2022-11-01-948','A53-12','bpgnUg', 'SU')
('SL22517-2022-11-02-955','S40-19','XgJ', 'UB')
('AC22517-2022-11-01-910','A51-10','nYEUutthHzJ', 'UB')
('AC22517-2022-11-01-911','A51-11','xClONHPzPgxhrZZ', 'SL')
('AC04652-2022-11-01-953','A53-17','HLpxyWHyig', 'SL')
('SL12058-2022-11-01-966','S41-6','SXmRYmjYSgtDoz', 'UB')
('SL22517-2022-11-01-954','S40-18','YptvAIpLyzD', 'MB')
('AC22517-2022-11-02-993','A56-3','GybtNYmbg', 'UB')
('AC04652-2022-11-01-958','A54-4','jGS', 'UB')
('SL22517-2022-11-02-966','S41-6','AWCHVu', 'UB')
('SL22517-2022-11-01-963','S41-3','JjnnGZi', 'UB')
('SL12058-2022-11-01-981','S41-21','kGaZpoyByATN', 'MB')
('SL22517-2022-11-02-980','S41-20','jTYdxrFrrtjk', 'LB')
('AC22517-2022-11-02-1008','A56-18','ewtBHUxLqBF', 'SU')
('AC12058-2022-11-01-955','A54-1','cu', 'LB')
('SL04652-2022-11-02-918','S39-6','ZHSTDMvjlZoWP', 'UB')
('AC12058-2022-11-01-957','A54-3','sxFsVYD', 'UB')
('AC12058-2022-11-01-958','A54-4','mbVyNjmP', 'UB')
('AC22517-2022-11-01-931','A52-13','oqGEAW', 'LB')
('AC22517-2022-11-01-981','A55-9','nlcIVxUOMopvhjyz', 'UB')
('AC22517-2022-11-01-982','A55-10','cqHiCtJlBzQH', 'UB')
('AC04652-2022-11-01-1022','A57-14','TFtFBiDfpC', 'LB')
('AC12058-2022-11-01-1000','A56-10','GGx', 'UB')
('SL22517-2022-11-02-1068','S45-12','OubJrPB', 'LB')
('SL04652-2022-11-02-972','S41-12','o', 'LB')
('AC12058-2022-11-01-1022','A57-14','RuxIP', 'LB')
('AC04652-2022-11-02-1013','A57-5','KNWLJ', 'SL')
('SL22517-2022-11-01-1044','S44-12','opeQbgrgGTaVyVmY', 'LB')
('SL22517-2022-11-01-1046','S44-14','FVaH', 'UB')
('SL22517-2022-11-02-1085','S46-5','aXuIvItxlEuDza', 'MB')
('AC04652-2022-11-02-1021','A57-13','DyHI', 'LB')
('AC22517-2022-11-01-1014','A57-6','MBeKln', 'SU')
('SL22517-2022-11-01-1050','S44-18','EDAFUxgBZ', 'MB')
('SL04652-2022-11-01-1034','S44-2','d', 'MB')
('AC12058-2022-11-01-1033','A58-7','ahoubkFjyVAyMT', 'LB')
('AC22517-2022-11-01-1021','A57-13','iDLf', 'LB')
('AC04652-2022-11-02-1035','A58-9','WycaLLZX', 'UB')
('SL04652-2022-11-01-1043','S44-11','aaGJLZtjGud', 'UB')
('AC04652-2022-11-01-1065','A60-3','ugpwwkXYFMcx', 'UB')
('AC12058-2022-11-01-1039','A58-13','um', 'LB')
('SL04652-2022-11-02-1007','S42-23','Wv', 'SL')
('SL22517-2022-11-01-1059','S45-3','eDsKckPcAQTHW', 'UB')
('SL04652-2022-11-01-1049','S44-17','TkWTFYJjfzoRTMi', 'LB')
('AC12058-2022-11-01-1045','A59-1','KPKvmeBrADsUYaH', 'LB')
('SL22517-2022-11-02-1103','S46-23','AuPiELaSpdHVUl', 'SL')
('AC04652-2022-11-01-1072','A60-10','yGzhSzJtibYTlKO', 'UB')
('SL12058-2022-11-01-1066','S45-10','QTrN', 'MB')
('SL04652-2022-11-01-1051','S44-19','cWLrZHFIxZ', 'UB')
('AC12058-2022-11-01-1049','A59-5','XgmQ', 'SL')
('SL22517-2022-11-01-1066','S45-10','rOurwSWpSQtiJFf', 'MB')
('SL04652-2022-11-02-1018','S43-10','LGgOeHxsVdiIbkVB', 'MB')
('SL04652-2022-11-01-1055','S44-23','gAzAMghfGYVsk', 'SL')
('AC04652-2022-11-01-1076','A60-14','uI', 'LB')
('SL04652-2022-11-01-1057','S45-1','wS', 'LB')
('SL04652-2022-11-01-1125','S47-21','afPeXYErRvRmo', 'MB')
('AC04652-2022-11-01-1140','A64-6','qLZwNAEHM', 'SU')
('AC22517-2022-11-02-1153','A65-1','YXkcnSTpipIZLx', 'LB')
('SL04652-2022-11-01-1129','S48-1','JwUKFiRmOE', 'LB')
('AC04652-2022-11-01-1142','A64-8','Q', 'LB')
('AC22517-2022-11-02-1157','A65-5','nGmkTd', 'SL')
('SL04652-2022-11-01-1135','S48-7','X', 'SL')
('SL22517-2022-11-02-1168','S49-16','CYUgEv', 'SU')
('AC12058-2022-11-01-1122','A63-6','jhYXeRmklEIlTm', 'SU')
('AC04652-2022-11-01-1147','A64-13','aQEoI', 'LB')
('SL12058-2022-11-01-1119','S47-15','vht', 'SL')
('SL22517-2022-11-02-1170','S49-18','CLHEzkvU', 'MB')
('SL12058-2022-11-01-1124','S47-20','KqFUieoIaQJwoQ', 'LB')
('SL12058-2022-11-01-1125','S47-21','DRteVdzwftBVrRm', 'MB')
('AC12058-2022-11-01-1128','A63-12','g', 'SU')
('AC04652-2022-11-02-1120','A63-4','nIRs', 'UB')
('AC12058-2022-11-01-1130','A63-14','WXGXHMob', 'LB')
('SL04652-2022-11-02-1106','S47-2','FyHaoOZegk', 'MB')
('SL12058-2022-11-01-1128','S47-24','icKzY', 'SU')
('AC04652-2022-11-02-1124','A63-8','iOphN', 'LB')
('SL04652-2022-11-02-1111','S47-7','TiKqcfs', 'SL')
('SL12058-2022-11-01-1131','S48-3','zWMlu', 'UB')
('SL12058-2022-11-01-1132','S48-4','vbArPnkuZshMKA', 'LB')
('SL12058-2022-11-01-1133','S48-5','DKzyJGyMZagJO', 'MB')
('SL04652-2022-11-01-1147','S48-19','zZLizjY', 'UB')
('SL12058-2022-11-01-1134','S48-6','dsUuKPbkXtf', 'UB')
('AC04652-2022-11-01-1165','A65-13','iNwHisGCos', 'LB')
('SL22517-2022-11-01-1153','S49-1','gCkxMfpFwokk', 'LB')
('AC04652-2022-11-01-1168','A65-16','HZThbZGLo', 'UB')
('SL22517-2022-11-02-1188','S50-12','TXiPRhoYeboM', 'LB')
('SL22517-2022-11-01-1158','S49-6','SUHUYvOgKX', 'UB')
('AC12058-2022-11-01-1143','A64-9','mn', 'UB')
('SL04652-2022-11-01-1158','S49-6','RZFXsnjVLXbyZqMl', 'UB')
('AC04652-2022-11-01-1177','A66-7','DLseVNXqpyxiaqG', 'LB')
('AC22517-2022-11-01-1145','A64-11','FpkYPZVzOogLFt', 'SL')
('SL12058-2022-11-01-1146','S48-18','vkkfNL', 'MB')
('SL22517-2022-11-01-1165','S49-13','kwjbusRaLAGyi', 'MB')
('AC04652-2022-11-02-1141','A64-7','vObwIduVPB', 'LB')
('AC22517-2022-11-02-1194','A67-6','jUXmV', 'SU')
('AC12058-2022-11-01-1153','A65-1','virugbMcuRQEd', 'LB')
('AC04652-2022-11-02-1146','A64-12','YzUVCLg', 'SU')
('SL04652-2022-11-02-1130','S48-2','AVFsz', 'MB')
('AC12058-2022-11-01-1156','A65-4','QDmODJcmzA', 'UB')
('AC04652-2022-11-02-1151','A64-17','dBz', 'SL')
('SL04652-2022-11-02-1135','S48-7','pFQxNBUA', 'SL')
('SL04652-2022-11-01-1167','S49-15','qsgQuC', 'SL')
('AC22517-2022-11-01-1151','A64-17','RIpMLea', 'SL')
('AC12058-2022-11-01-1160','A65-8','T', 'LB')
('SL22517-2022-11-02-1212','S51-12','NBM', 'LB')
('SL04652-2022-11-02-1148','S48-20','WUZ', 'LB')
('SL22517-2022-11-01-1185','S50-9','bSLwgWRZedkqcNzD', 'LB')
('SL04652-2022-11-02-1177','S50-1','GIXdAEQpCt', 'LB')
('SL22517-2022-11-02-1236','S52-12','wPhtstGd', 'LB')
('AC12058-2022-11-01-1195','A67-7','mVvIQfIiiiBUJ', 'LB')
('AC04652-2022-11-01-1226','A69-2','eBhxw', 'LB')
('SL22517-2022-11-01-1211','S51-11','MAJvU', 'UB')
('AC22517-2022-11-01-1182','A66-12','jcYLwfAy', 'SU')
('AC04652-2022-11-02-1230','A69-6','oiK', 'SU')
('AC04652-2022-11-01-1270','A71-10','MdngbOKKdeQyssN', 'UB')
('SL22517-2022-11-02-1284','S54-12','mldqFVKTHx', 'LB')
('SL22517-2022-11-02-1285','S54-13','M', 'MB')
('AC22517-2022-11-02-1275','A71-15','UilGqyvLTfO', 'UB')
('SL04652-2022-11-01-1265','S53-17','JZgSjomusASm', 'LB')
('SL22517-2022-11-02-1301','S55-5','D', 'MB')
('SL12058-2022-11-01-1247','S52-23','wbxuOrX', 'SL')
('AC22517-2022-11-01-1240','A69-16','IdrvI', 'UB')
('AC22517-2022-11-01-1244','A70-2','PCJQjAZbaWaHACk', 'LB')
('AC12058-2022-11-01-1273','A71-13','lt', 'LB')
('AC12058-2022-11-01-1275','A71-15','hpnscrrCPYJWbtSr', 'UB')
('SL22517-2022-11-02-1316','S55-20','alYDmBPRTJYQnw', 'LB')
('SL22517-2022-11-02-1317','S55-21','LpiqzAnlyPHH', 'MB')
('SL12058-2022-11-01-1258','S53-10','K', 'MB')
('AC22517-2022-11-02-1308','A73-12','OeXiZZUAoqMv', 'SU')
('SL22517-2022-11-02-1324','S56-4','bKMxeQjBQUDYyhw', 'LB')
('SL04652-2022-11-02-1259','S53-11','pNmletzQIGuQwAsh', 'UB')
('AC04652-2022-11-02-1263','A71-3','UQQKhSfE', 'UB')
('SL22517-2022-11-01-1290','S54-18','TiBn', 'MB')
('AC04652-2022-11-02-1264','A71-4','FNWYim', 'UB')
('SL12058-2022-11-01-1264','S53-16','dpPQLKSl', 'SU')
('AC22517-2022-11-02-1319','A74-5','BDFOAx', 'SL')
('AC04652-2022-11-02-1271','A71-11','zDXCGNWI', 'SL')
('AC22517-2022-11-01-1261','A71-1','lwrHkWYhv', 'LB')
('SL12058-2022-11-01-1279','S54-7','ZjIdhfZxaJiA', 'SL')
('AC12058-2022-11-01-1297','A73-1','cOVIonEuuwi', 'LB')
('AC04652-2022-11-01-1316','A74-2','iROqAYhBjeVxeZKl', 'LB')
('SL12058-2022-11-01-1281','S54-9','zB', 'LB')
('SL22517-2022-11-01-1297','S55-1','ikvssBCv', 'LB')
('AC12058-2022-11-01-1305','A73-9','qmivb', 'UB')
('AC22517-2022-11-01-1274','A71-14','abojvOUyWYCAMxi', 'LB')
('AC12058-2022-11-01-1310','A73-14','waeVxicJNZjRDTd', 'LB')
('SL04652-2022-11-02-1285','S54-13','CTN', 'MB')
('SL22517-2022-11-01-1306','S55-10','Oh', 'MB')
('SL04652-2022-11-01-1310','S55-14','wymQspzckjd', 'UB')
('SL12058-2022-11-01-1294','S54-22','JgMpnlwSwQ', 'UB')
('AC04652-2022-11-02-1291','A72-13','JJKKHBgWo', 'LB')
('SL22517-2022-11-01-1308','S55-12','Bdhx', 'LB')
('AC04652-2022-11-01-1333','A75-1','eMNoLMMD', 'LB')
('SL22517-2022-11-01-1309','S55-13','MUDa', 'MB')
('SL04652-2022-11-02-1292','S54-20','wcbHi', 'LB')
('AC04652-2022-11-02-1296','A72-18','oSIYcstgoTjXnROx', 'SU')
('SL04652-2022-11-02-1294','S54-22','p', 'UB')
('SL22517-2022-11-02-1352','S57-8','mbOvEawnVaEylyaq', 'SU')
('SL04652-2022-11-01-1318','S55-22','BFY', 'UB')
('AC12058-2022-11-01-1324','A74-10','udjoEGFqJlSXSg', 'UB')
('AC04652-2022-11-02-1302','A73-6','iIvQQRif', 'SU')
('SL22517-2022-11-02-1356','S57-12','xSaqupABo', 'LB')
('SL22517-2022-11-02-1357','S57-13','IWv', 'MB')
('AC04652-2022-11-01-1340','A75-8','YwGIpdRDYnmP', 'LB')
('SL04652-2022-11-02-1299','S55-3','lDnEjFB', 'UB')
('SL12058-2022-11-01-1303','S55-7','TcROLagJzaBKmU', 'SL')
('SL04652-2022-11-02-1304','S55-8','YUmoQwJNHqcin', 'SU')
('SL22517-2022-11-01-1323','S56-3','USbdpSwagSVNYYm', 'UB')
('AC22517-2022-11-02-1360','A76-10','Lg', 'UB')
('AC04652-2022-11-01-1343','A75-11','uywTN', 'SL')
('SL12058-2022-11-01-1307','S55-11','QjO', 'UB')
('AC04652-2022-11-01-1347','A75-15','XpiC', 'UB')
('SL04652-2022-11-01-1338','S56-18','GBxU', 'MB')
('AC04652-2022-11-02-1318','A74-4','EbwbVMRIgknh', 'UB')
('SL22517-2022-11-01-1334','S56-14','kmdyqjkJQxqndyP', 'UB')
('AC04652-2022-11-01-1349','A75-17','DirleXYXPgGERIJS', 'SL')
('SL22517-2022-11-01-1336','S56-16','aQcrYPujJB', 'SU')
('SL04652-2022-11-01-1340','S56-20','fZsSBvUIYWgUsFF', 'LB')
('SL22517-2022-11-02-1370','S58-2','NQDqUuE', 'MB')
('SL04652-2022-11-01-1343','S56-23','lZMvXYZd', 'SL')
('SL12058-2022-11-01-1313','S55-17','k', 'LB')
('AC22517-2022-11-01-1313','A73-17','biSQyoECVO', 'SL')
('SL04652-2022-11-01-1344','S56-24','UknO', 'SU')
('AC04652-2022-11-02-1325','A74-11','JcuNvdXcSMrfR', 'SL')
('SL22517-2022-11-02-1381','S58-13','uRYsePVM', 'MB')
('AC22517-2022-11-02-1379','A77-11','HtyAhRTAcUbaq', 'SL')
('AC04652-2022-11-02-1331','A74-17','cHCXpmyk', 'SL')
('AC22517-2022-11-01-1338','A75-6','aHmKNY', 'SU')
('SL12058-2022-11-01-1341','S56-21','ohz', 'MB')
('AC04652-2022-11-02-1344','A75-12','MkRyYRE', 'SU')
('SL04652-2022-11-02-1344','S56-24','khwdZWfMKUATZP', 'SU')
('SL22517-2022-11-01-1384','S58-16','MEjwmxpGImNi', 'SU')
('SL12058-2022-11-01-1375','S58-7','yXqGWVDNG', 'SL')
('AC22517-2022-11-01-1374','A77-6','Y', 'SU')
('AC12058-2022-11-01-1399','A78-13','oFHyGtofFc', 'LB')
('SL04652-2022-11-02-1373','S58-5','l', 'MB')
('AC22517-2022-11-01-1380','A77-12','VFJ', 'SU')
('AC04652-2022-11-01-1422','A79-18','HDUHdTcgyfFae', 'SU')
('SL04652-2022-11-01-1402','S59-10','agO', 'MB')
('AC22517-2022-11-01-1384','A77-16','WGN', 'UB')
('AC12058-2022-11-01-1413','A79-9','GqnzT', 'UB')
('SL04652-2022-11-01-1438','S60-22','sEkfQwmDNCdiwN', 'UB')
('SL12058-2022-11-01-1409','S59-17','kzPao', 'LB')
('AC22517-2022-11-02-1472','A82-14','Gf', 'LB')
('SL22517-2022-11-01-1429','S60-13','MSBJrwvvNzZE', 'MB')
('AC12058-2022-11-01-1446','A81-6','DrKPkq', 'SU')
('SL04652-2022-11-01-1444','S61-4','iLS', 'LB')
('AC12058-2022-11-01-1449','A81-9','lBPSZFSAoA', 'UB')
('AC04652-2022-11-02-1400','A78-14','eiJlZOiioev', 'LB')
('AC22517-2022-11-01-1421','A79-17','TMumc', 'SL')
('SL04652-2022-11-02-1419','S60-3','mG', 'UB')
('SL22517-2022-11-02-1478','S62-14','UoREo', 'UB')
('AC04652-2022-11-02-1407','A79-3','fNzP', 'UB')
('AC22517-2022-11-02-1480','A83-4','JXkKJZLICBAHzND', 'UB')
('SL04652-2022-11-01-1461','S61-21','bRWqXnouqf', 'MB')
('AC04652-2022-11-02-1410','A79-6','uIr', 'SU')
('AC22517-2022-11-01-1426','A80-4','kH', 'UB')
('AC04652-2022-11-01-1472','A82-14','izmJaILyoH', 'LB')
('SL04652-2022-11-01-1469','S62-5','wxsmjfDHasEu', 'MB')
('AC22517-2022-11-02-1495','A84-1','oxvMIoUciGh', 'LB')
('AC22517-2022-11-02-1496','A84-2','ahDzhySpXEV', 'LB')
('SL04652-2022-11-01-1475','S62-11','LAuZScPxZXi', 'UB')
('SL22517-2022-11-02-1507','S63-19','hQ', 'UB')
('SL22517-2022-11-02-1508','S63-20','gLwSFOzbj', 'LB')
('AC04652-2022-11-01-1494','A83-18','kGygrNM', 'SU')
('AC22517-2022-11-02-1512','A84-18','lWPOb', 'SU')
('SL04652-2022-11-02-1447','S61-7','wCQNOexjfpR', 'SL')
('SL12058-2022-11-01-1443','S61-3','fdybnsQtXQKcNm', 'UB')
('AC12058-2022-11-01-1487','A83-11','IRKIYqFiQGmPHXrq', 'SL')
('SL04652-2022-11-01-1486','S62-22','rdQmpiyWMV', 'UB')
('AC22517-2022-11-02-1514','A85-2','lIpbcWsCO', 'LB')
('AC04652-2022-11-02-1435','A80-13','RUTzxPC', 'LB')
('AC22517-2022-11-02-1515','A85-3','hTbdbfzqnBq', 'UB')
('SL04652-2022-11-02-1449','S61-9','pSowOE', 'LB')
('AC04652-2022-11-02-1436','A80-14','wlstgXycXnbCMm', 'LB')
('SL04652-2022-11-02-1450','S61-10','ANqdWfGmNV', 'MB')
('SL04652-2022-11-01-1489','S63-1','JnJyrxDsNcNtDEE', 'LB')
('SL04652-2022-11-02-1452','S61-12','vuUkCKKVbxmDs', 'LB')
('AC04652-2022-11-01-1498','A84-4','UKshzYupcnLtIIDz', 'UB')
('AC12058-2022-11-01-1490','A83-14','TQuuzCrKgpPTBnH', 'LB')
('SL04652-2022-11-01-1492','S63-4','QRxG', 'LB')
('AC22517-2022-11-02-1517','A85-5','HgvTdIaN', 'SL')
('AC04652-2022-11-01-1502','A84-8','nSQdbLWwXQRCmU', 'LB')
('SL12058-2022-11-01-1447','S61-7','OaRa', 'SL')
('SL04652-2022-11-02-1456','S61-16','xFz', 'SU')
('SL22517-2022-11-01-1465','S62-1','vdkHUKysrmKp', 'LB')
('AC22517-2022-11-02-1519','A85-7','wCIkmTqvGZ', 'LB')
('SL12058-2022-11-01-1448','S61-8','CfuM', 'SU')
('AC04652-2022-11-01-1505','A84-11','gOO', 'SL')
('SL04652-2022-11-02-1458','S61-18','xpGCwqTHbOXbZT', 'MB')
('AC04652-2022-11-02-1447','A81-7','GRuhE', 'LB')
('SL22517-2022-11-01-1469','S62-5','CU', 'MB')
('SL04652-2022-11-02-1461','S61-21','QYCQUz', 'MB')
('AC04652-2022-11-02-1449','A81-9','ycNPdNaaNabMNzx', 'UB')
('SL04652-2022-11-01-1518','S64-6','xxPFQ', 'UB')
('SL22517-2022-11-01-1498','S63-10','tKAAvRQiGBgmELX', 'MB')
('SL04652-2022-11-01-1520','S64-8','zehMYPFAcyFjHHbk', 'SU')
('SL04652-2022-11-02-1493','S63-5','CDVC', 'MB')
('AC12058-2022-11-01-1524','A85-12','xScEd', 'SU')
('SL12058-2022-11-01-1486','S62-22','EDtRUSXP', 'UB')
('SL12058-2022-11-01-1489','S63-1','qBkEtnCbhXQ', 'LB')
('SL04652-2022-11-01-1525','S64-13','eMTdZKkbhqGHophU', 'MB')
('SL22517-2022-11-01-1505','S63-17','rgPTZrJV', 'LB')
('AC04652-2022-11-01-1540','A86-10','gfhPCGB', 'UB')
('AC04652-2022-11-01-1541','A86-11','IUdOSm', 'SL')
('AC12058-2022-11-01-1530','A85-18','aDRitWTg', 'SU')
('SL22517-2022-11-01-1514','S64-2','XcBviyyphLwkxdM', 'MB')
('SL04652-2022-11-02-1507','S63-19','MtPkTGJmUeAh', 'UB')
('SL22517-2022-11-02-1567','S66-7','OFDNLNUYPnfjkZiP', 'SL')
('SL12058-2022-11-01-1499','S63-11','saMFxEOWL', 'UB')
('SL22517-2022-11-01-1519','S64-7','sfIXGIqXtRARa', 'SL')
('AC04652-2022-11-01-1551','A87-3','uJNiJ', 'UB')
('SL12058-2022-11-01-1501','S63-13','gPmKDxhtIQzUPJ', 'MB')
('AC04652-2022-11-02-1491','A83-15','y', 'UB')
('SL22517-2022-11-02-1573','S66-13','WevQsoyU', 'MB')
('AC12058-2022-11-01-1540','A86-10','vlxndDv', 'UB')
('SL22517-2022-11-02-1575','S66-15','rSQrOzinC', 'SL')
('AC12058-2022-11-01-1542','A86-12','Nq', 'SU')
('SL04652-2022-11-02-1519','S64-7','nmgbFXMZGH', 'SL')
('SL04652-2022-11-01-1541','S65-5','bAB', 'MB')
('SL22517-2022-11-01-1525','S64-13','Ghfnhzp', 'MB')
('SL04652-2022-11-01-1546','S65-10','NFkWXfvnIF', 'MB')
('SL22517-2022-11-02-1581','S66-21','ImXHMQIDj', 'MB')
('SL04652-2022-11-01-1548','S65-12','hGcwYVdC', 'LB')
('SL12058-2022-11-01-1515','S64-3','XPB', 'UB')
('SL04652-2022-11-02-1529','S64-17','YR', 'LB')
('SL12058-2022-11-01-1516','S64-4','zF', 'LB')
('AC12058-2022-11-01-1566','A87-18','gCFOSr', 'SU')
('AC12058-2022-11-01-1570','A88-4','LikgcTpalenezot', 'UB')
('AC12058-2022-11-01-1573','A88-7','gMpCpvFbfoluYNOI', 'LB')
('AC04652-2022-11-01-1575','A88-9','NevQyGSjdGDaT', 'UB')
('AC22517-2022-11-01-1507','A84-13','etxfWhCFPeNYo', 'LB')
('SL12058-2022-11-01-1528','S64-16','zN', 'SU')
('AC04652-2022-11-02-1521','A85-9','CfxFuOcV', 'UB')
('AC04652-2022-11-01-1581','A88-15','AcuBXYS', 'UB')
('SL04652-2022-11-02-1541','S65-5','JlMgzIxTWCdFBOpl', 'MB')
('SL22517-2022-11-01-1551','S65-15','uuJVmN', 'SL')
('AC04652-2022-11-01-1586','A89-2','MA', 'LB')
('AC04652-2022-11-01-1587','A89-3','JIHurgPuGcC', 'UB')
('SL22517-2022-11-02-1603','S67-19','bV', 'UB')
('AC22517-2022-11-02-1596','A89-12','tuvjYgkrEyUATCY', 'SU')
('SL04652-2022-11-01-1572','S66-12','wKvHDf', 'LB')
('AC04652-2022-11-01-1592','A89-8','UXQdHpTcoPb', 'LB')
('SL04652-2022-11-01-1579','S66-19','E', 'UB')
('SL12058-2022-11-01-1556','S65-20','nOdyk', 'LB')
('SL04652-2022-11-01-1587','S67-3','ivwBDJMZvWGrLbke', 'UB')
('AC04652-2022-11-01-1609','A90-7','hTs', 'LB')
('SL22517-2022-11-01-1577','S66-17','TfEzcjCirhjRrxm', 'LB')
('SL12058-2022-11-01-1566','S66-6','BCMqxILpmCpShP', 'UB')
('SL04652-2022-11-01-1594','S67-10','ZrfAAehpCCDwY', 'MB')
('SL12058-2022-11-01-1568','S66-8','uiWPLATYYMB', 'SU')
('AC04652-2022-11-02-1540','A86-10','dsyVRITabcEQARa', 'UB')
('SL22517-2022-11-01-1592','S67-8','Rucf', 'SU')
('SL12058-2022-11-01-1580','S66-20','bvJSaFXzeIjUio', 'LB')
('AC04652-2022-11-02-1545','A86-15','PQHnLXGHSFquS', 'UB')
('AC22517-2022-11-02-1628','A91-8','HSxPMgLNKwYE', 'LB')
('SL12058-2022-11-01-1588','S67-4','lF', 'LB')
('AC22517-2022-11-01-1556','A87-8','sBertwhAT', 'LB')
('SL22517-2022-11-01-1611','S68-3','lijE', 'UB')
('AC12058-2022-11-01-1621','A91-1','kvTHcXVpRKit', 'LB')
('SL12058-2022-11-01-1603','S67-19','GIfcKNtl', 'UB')
('AC22517-2022-11-02-1705','A95-13','IcUWhGOBqNOaS', 'LB')
('SL22517-2022-11-02-1719','S72-15','ptfhsIqvTAUNgDo', 'SL')
('AC12058-2022-11-01-1679','A94-5','uBYKRlABDKmpnjF', 'SL')
('AC04652-2022-11-01-1712','A96-2','WrsAGfcSMDpFG', 'LB')
('SL12058-2022-11-01-1661','S70-5','arpw', 'MB')
('AC22517-2022-11-02-1713','A96-3','DSCVfIS', 'UB')
('SL22517-2022-11-01-1680','S70-24','UeCZsMCC', 'SU')
('SL12058-2022-11-01-1664','S70-8','BssPUB', 'SU')
('SL12058-2022-11-01-1665','S70-9','EDT', 'LB')
('AC04652-2022-11-01-1718','A96-8','LGzLhQ', 'LB')
('SL04652-2022-11-01-1680','S70-24','EYjPAMrfwGrZgy', 'SU')
('AC04652-2022-11-01-1721','A96-11','LKzSu', 'SL')
('SL22517-2022-11-02-1727','S72-23','JnAogwc', 'SL')
('AC22517-2022-11-02-1724','A96-14','n', 'LB')
('AC04652-2022-11-01-1725','A96-15','N', 'UB')
('AC22517-2022-11-01-1665','A93-9','IKdijNrBQEJ', 'UB')
('SL22517-2022-11-01-1726','S72-22','PeGFBLhyFrpZumce', 'UB')
('AC22517-2022-11-02-1764','A98-18','juVTfCUSUG', 'SU')
('AC04652-2022-11-02-1654','A92-16','oZT', 'UB')
('AC04652-2022-11-01-1774','A99-10','obAdCwuWQOXQoDpF', 'UB')
('AC12058-2022-11-01-1724','A96-14','eqntAJEi', 'LB')
('SL12058-2022-11-01-1708','S72-4','ssoEnrVVD', 'LB')
('SL04652-2022-11-02-1712','S72-8','RzWpMSCWe', 'SU')
('AC22517-2022-11-02-1783','A100-1','DobY', 'LB')
('SL04652-2022-11-01-1733','S73-5','dMODOzqY', 'MB')
('AC04652-2022-11-02-1672','A93-16','Wllh', 'UB')
('AC04652-2022-11-02-1673','A93-17','YytE', 'SL')
('AC22517-2022-11-02-1785','A100-3','pcOt', 'UB')
('AC12058-2022-11-01-1735','A97-7','LE', 'LB')
('SL04652-2022-11-01-1736','S73-8','Pdo', 'SU')
('AC04652-2022-11-02-1677','A94-3','tUShRVxNOS', 'UB')
('SL12058-2022-11-01-1725','S72-21','rcmTmJRS', 'MB')
('SL12058-2022-11-01-1728','S72-24','SRJIcW', 'SU')
('AC04652-2022-11-02-1687','A94-13','Rk', 'LB')
('AC04652-2022-11-01-1803','A101-3','EvpHgeIoSXJgMc', 'UB')
('AC12058-2022-11-01-1752','A98-6','pF', 'SU')
('AC22517-2022-11-01-1700','A95-8','eXuAS', 'LB')
('AC12058-2022-11-01-1755','A98-9','GNOLMTExQG', 'UB')
('SL04652-2022-11-01-1752','S73-24','fcPzfxpNmTwVcUho', 'SU')
('SL04652-2022-11-01-1753','S74-1','ylJtsSgsLtAzZztM', 'LB')
('SL04652-2022-11-02-1739','S73-11','Xj', 'UB')
('SL22517-2022-11-02-1805','S76-5','mKGs', 'MB')
('SL04652-2022-11-02-1753','S74-1','VMGYQcWcUIDr', 'LB')
('SL12058-2022-11-01-1760','S74-8','wWYUaImRpJMNHqI', 'SU')
('SL22517-2022-11-01-1801','S76-1','hxzDJPLBBjGyUpN', 'LB')
('AC04652-2022-11-02-1715','A96-5','AQVjeCL', 'SL')
('SL04652-2022-11-02-1762','S74-10','EAtUZCDjj', 'MB')
('AC12058-2022-11-01-1788','A100-6','mscMHysmn', 'SU')
('AC22517-2022-11-01-1732','A97-4','jtGF', 'UB')
('SL22517-2022-11-02-1817','S76-17','XP', 'LB')
('AC12058-2022-11-01-1795','A100-13','cZ', 'LB')
('SL04652-2022-11-02-1769','S74-17','KPJZbPln', 'LB')
('AC22517-2022-11-01-1736','A97-8','RLOB', 'LB')
('SL04652-2022-11-02-1772','S74-20','sAs', 'LB')
('SL22517-2022-11-01-1821','S76-21','ltJIuayjvkGqSF', 'MB')
('AC04652-2022-11-02-1728','A96-18','TNGcaOSCmdiUdA', 'SU')
('AC04652-2022-11-01-1854','A103-18','ZkJmAAwkmM', 'SU')
('AC04652-2022-11-02-1733','A97-5','PABFm', 'SL')
