('SL12058-2022-11-01-3005','S126-5','NFLCryEWjL', 'MB')
('AC22517-2022-11-01-11971','A666-1','GEoQ', 'LB')
('SL12058-2022-11-01-11751','S490-15','sESDTRCjfs', 'SL')
('SL22517-2022-11-01-11809','S493-1','cCLTpXyWelkB', 'LB')
('SL04652-2022-11-01-11838','S494-6','tuETXFxVYXnBT', 'UB')
('AC22517-2022-11-02-11943','A664-9','Kaamer', 'UB')
('AC22517-2022-11-02-11944','A664-10','rsBZNUzM', 'UB')
('AC22517-2022-11-01-11979','A666-9','NMxQNIk', 'UB')
('AC04652-2022-11-02-11994','A667-6','mTmbcVTIIF', 'SU')
('SL12058-2022-11-01-11754','S490-18','laXYNnokrMxTu', 'MB')
('AC04652-2022-11-01-12181','A677-13','uTXkFdbvWtc', 'LB')
('SL04652-2022-11-01-11844','S494-12','zSVJ', 'LB')
('SL04652-2022-11-01-11845','S494-13','yXGcdqE', 'MB')
('SL04652-2022-11-02-11888','S496-8','SbZ', 'SU')
('AC04652-2022-11-01-12184','A677-16','rif', 'UB')
('AC12058-2022-11-01-11973','A666-3','cLzjEXDNgkPUmsO', 'UB')
('AC12058-2022-11-01-11974','A666-4','pQpgSvExQQ', 'UB')
('AC04652-2022-11-02-11997','A667-9','CIrOOr', 'UB')
('AC12058-2022-11-01-11976','A666-6','VeGIMbEbJZ', 'SU')
('AC04652-2022-11-02-11998','A667-10','fpvndqcNN', 'UB')
('AC22517-2022-11-01-11988','A666-18','bmpR', 'SU')
('SL22517-2022-11-02-11899','S496-19','PFGkJoJXpOekfC', 'UB')
('AC22517-2022-11-01-11990','A667-2','fHxOxbeIC', 'LB')
('AC12058-2022-11-01-11981','A666-11','QfoORjbluMIM', 'SL')
('SL22517-2022-11-01-11824','S493-16','AhitGvrX', 'SU')
('SL04652-2022-11-01-11851','S494-19','cvQmijrPzdFMuZAq', 'UB')
('AC22517-2022-11-01-12015','A668-9','ad', 'UB')
('SL04652-2022-11-01-11875','S495-19','lpnsfYfo', 'UB')
('AC22517-2022-11-01-12017','A668-11','KZE', 'SL')
('SL22517-2022-11-02-11919','S497-15','xUVfV', 'SL')
('SL04652-2022-11-01-11928','S497-24','nKhs', 'SU')
('AC12058-2022-11-01-12061','A671-1','LursRmNwxW', 'LB')
('SL22517-2022-11-01-11903','S496-23','e', 'SL')
('AC22517-2022-11-01-12074','A671-14','IcQmIbXLM', 'LB')
('AC22517-2022-11-01-12080','A672-2','qwdo', 'LB')
('SL22517-2022-11-02-11978','S500-2','uRzzFjSx', 'MB')
('SL12058-2022-11-01-11849','S494-17','tDJakFu', 'LB')
('AC04652-2022-11-01-12264','A682-6','fUt', 'SU')
('AC04652-2022-11-01-12265','A682-7','ljXxTlXdkLcDO', 'LB')
('SL22517-2022-11-02-11981','S500-5','BbbgeapGTeI', 'MB')
('AC04652-2022-11-02-12096','A672-18','OfEXySNVkmzxkX', 'SU')
('SL22517-2022-11-02-12007','S501-7','BZUxbQo', 'SL')
('SL22517-2022-11-02-12008','S501-8','YHuQNIDtMBVbpoaT', 'SU')
('AC22517-2022-11-01-12114','A673-18','nmwiMMtOOS', 'SU')
('SL22517-2022-11-02-12013','S501-13','KXsTCwyKSWK', 'MB')
('SL04652-2022-11-01-11978','S500-2','PWaEdSY', 'MB')
('AC22517-2022-11-02-12077','A671-17','yZGsclCgcpJcVP', 'SL')
('AC04652-2022-11-02-12116','A674-2','Y', 'LB')
('AC12058-2022-11-01-12111','A673-15','WAIEAwx', 'UB')
('SL22517-2022-11-02-12017','S501-17','jmzA', 'LB')
('AC12058-2022-11-01-12113','A673-17','uiOQWWwcYpAh', 'SL')
('AC04652-2022-11-01-12303','A684-9','UGz', 'UB')
('SL22517-2022-11-01-11935','S498-7','oeggddWHoHhRBtP', 'SL')
('AC04652-2022-11-01-12307','A684-13','WCRoQ', 'LB')
('AC04652-2022-11-01-12308','A684-14','vgWwZDp', 'LB')
('AC22517-2022-11-01-12118','A674-4','RxjQfKJekaS', 'UB')
('SL12058-2022-11-01-11891','S496-11','zahZtz', 'UB')
('SL12058-2022-11-01-11892','S496-12','DnOafgGg', 'LB')
('AC04652-2022-11-01-12314','A685-2','Iyoebtfs', 'LB')
('SL04652-2022-11-01-11999','S500-23','GKAelof', 'SL')
('AC12058-2022-11-01-12135','A675-3','JYpqvPKgAMNPe', 'UB')
('SL04652-2022-11-01-12020','S501-20','DpOTxo', 'LB')
('AC04652-2022-11-01-12345','A686-15','IWtrhAPrfV', 'UB')
('AC22517-2022-11-02-12134','A675-2','HBI', 'LB')
('AC04652-2022-11-01-12346','A686-16','ieQnqtr', 'UB')
('SL12058-2022-11-01-11925','S497-21','SCDjSaQD', 'MB')
('AC12058-2022-11-01-12175','A677-7','NKsurVOAxwKC', 'LB')
('SL04652-2022-11-01-12036','S502-12','mrXmogDLmDKOk', 'LB')
('SL04652-2022-11-02-12057','S503-9','QOZLVX', 'LB')
('AC22517-2022-11-01-12182','A677-14','P', 'LB')
('AC22517-2022-11-01-12231','A680-9','ZoM', 'UB')
('AC22517-2022-11-02-12208','A679-4','fcRkJA', 'UB')
('AC04652-2022-11-01-12406','A690-4','u', 'UB')
('SL22517-2022-11-01-12049','S503-1','g', 'LB')
('AC04652-2022-11-02-12226','A680-4','vfWicncnFTZ', 'UB')
('SL04652-2022-11-02-12166','S507-22','HDXxgruqsXYBs', 'UB')
('SL04652-2022-11-01-12154','S507-10','GMMZapgkvYjoMayj', 'MB')
('AC22517-2022-11-01-12275','A682-17','CyvwMKXifURzDy', 'SL')
('AC22517-2022-11-01-12276','A682-18','aENYLlqUBesulSbw', 'SU')
('AC12058-2022-11-01-12296','A684-2','eIjj', 'LB')
('AC04652-2022-11-01-12467','A693-11','NhJpCK', 'SL')
('AC22517-2022-11-02-12262','A682-4','S', 'UB')
('AC04652-2022-11-02-12270','A682-12','IPtXZmWYEf', 'SU')
('SL22517-2022-11-02-12197','S509-5','kCAeasgWvKJwvBQw', 'MB')
('SL22517-2022-11-01-12114','S505-18','JMOgntYsonZwiID', 'MB')
('SL04652-2022-11-01-12195','S509-3','XNTQSkGsMwYGfwv', 'UB')
('AC22517-2022-11-02-12298','A684-4','mLdZFdj', 'UB')
('SL22517-2022-11-01-12141','S506-21','SmYkmrS', 'MB')
('SL04652-2022-11-01-12199','S509-7','zrynrlrG', 'SL')
('SL04652-2022-11-02-12220','S510-4','TsEymkirpPeMcQ', 'LB')
('AC04652-2022-11-02-12309','A684-15','f', 'UB')
('SL04652-2022-11-02-12222','S510-6','WqRdyoG', 'UB')
('AC04652-2022-11-02-12311','A684-17','ley', 'SL')
('AC04652-2022-11-01-12514','A696-4','uGcxwxGpXCSHCuQ', 'UB')
('AC04652-2022-11-02-12314','A685-2','cry', 'LB')
('AC04652-2022-11-02-12315','A685-3','XNq', 'UB')
('AC22517-2022-11-01-12325','A685-13','vTuVIFoxmFZJBxnw', 'LB')
('AC22517-2022-11-01-12327','A685-15','kFExfiXSrbIXIe', 'UB')
('AC04652-2022-11-01-12523','A696-13','VMmlYKLYJWgoUg', 'LB')
('AC04652-2022-11-02-12321','A685-9','ByBMPJmijjqgOP', 'UB')
('SL04652-2022-11-02-12232','S510-16','UmnXdprOb', 'SU')
('AC22517-2022-11-02-12305','A684-11','kEmBmH', 'SL')
('SL12058-2022-11-01-12112','S505-16','hsGmFv', 'SU')
('SL22517-2022-11-02-12271','S512-7','SRGmzo', 'SL')
('AC04652-2022-11-01-12575','A699-11','DHoZTrWfhyL', 'SL')
('AC12058-2022-11-01-12398','A689-14','o', 'LB')
('AC04652-2022-11-01-12578','A699-14','eNYKOL', 'LB')
('AC04652-2022-11-02-12377','A688-11','VjXPnyhwnC', 'SL')
('AC22517-2022-11-02-12363','A687-15','vsTGiJFpQY', 'UB')
('SL22517-2022-11-02-12278','S512-14','tipuZG', 'UB')
('AC22517-2022-11-02-12365','A687-17','EHO', 'SL')
('SL12058-2022-11-01-12140','S506-20','mIgaF', 'LB')
('AC04652-2022-11-02-12396','A689-12','W', 'SU')
('AC22517-2022-11-01-12416','A690-14','THcCoB', 'LB')
('SL12058-2022-11-01-12154','S507-10','qsbTFl', 'MB')
('SL22517-2022-11-01-12235','S510-19','p', 'UB')
('SL04652-2022-11-01-12276','S512-12','cOPqDZajzPlscGu', 'LB')
('AC22517-2022-11-02-12383','A688-17','G', 'SL')
('AC04652-2022-11-02-12416','A690-14','yvLOovhhhJXx', 'LB')
('SL22517-2022-11-01-12242','S511-2','kgxB', 'MB')
('SL22517-2022-11-02-12312','S513-24','S', 'SU')
('SL04652-2022-11-02-12320','S514-8','NaPpMIr', 'SU')
('AC04652-2022-11-01-12619','A702-1','OKAxaDnKieK', 'LB')
('SL22517-2022-11-02-12316','S514-4','jRTaQMaNY', 'LB')
('AC12058-2022-11-01-12442','A692-4','jNVRYh', 'UB')
('AC04652-2022-11-02-12423','A691-3','GifCwKVPjxNhbZbN', 'UB')
('SL12058-2022-11-01-12203','S509-11','ndpwq', 'UB')
('AC22517-2022-11-02-12435','A691-15','rGRLHCAKTNlZMiv', 'UB')
('SL22517-2022-11-02-12355','S515-19','JlXQEeTZz', 'UB')
('AC22517-2022-11-02-12438','A691-18','XmQPcvWfqbVWlFbD', 'SU')
('AC04652-2022-11-02-12474','A693-18','HZTP', 'SU')
('AC22517-2022-11-02-12442','A692-4','AheQVImsROqBrQam', 'UB')
('AC04652-2022-11-01-12672','A704-18','dYQz', 'SU')
('AC22517-2022-11-01-12478','A694-4','nrFkdwKkgQidOY', 'UB')
('SL12058-2022-11-01-12248','S511-8','kbj', 'SU')
('AC04652-2022-11-02-12518','A696-8','b', 'LB')
('AC22517-2022-11-01-12521','A696-11','zDb', 'SL')
('AC12058-2022-11-01-12535','A697-7','cZwmRArHXB', 'LB')
('SL22517-2022-11-01-12330','S514-18','IBInPGup', 'MB')
('SL22517-2022-11-02-12416','S518-8','CBUNA', 'SU')
('AC04652-2022-11-01-12726','A707-18','icYMAiNYGyBn', 'SU')
('SL04652-2022-11-01-12409','S518-1','WfAuBAAiOTHEUC', 'LB')
('AC04652-2022-11-01-12731','A708-5','hUqZWXz', 'SL')
('AC22517-2022-11-01-12542','A697-14','KGdSmSha', 'LB')
('AC04652-2022-11-01-12737','A708-11','U', 'SL')
('SL12058-2022-11-01-12277','S512-13','GVManynZlxHFPAQf', 'MB')
('AC04652-2022-11-02-12558','A698-12','zXKORbLnunLdY', 'SU')
('AC22517-2022-11-01-12586','A700-4','MYzadVn', 'UB')
('AC04652-2022-11-01-12786','A711-6','CEtNqXieEqlNc', 'SU')
('SL04652-2022-11-02-12490','S521-10','KyfzeirDNqdT', 'MB')
('AC04652-2022-11-02-12599','A700-17','bwhWrtN', 'SL')
('AC04652-2022-11-01-12789','A711-9','uJGTwPPyM', 'UB')
('AC04652-2022-11-01-12791','A711-11','nLryOumWdhwjHW', 'SL')
('AC12058-2022-11-01-12611','A701-11','VLiVxHBLKKUzkw', 'SL')
('AC22517-2022-11-02-12554','A698-8','csjRiyjKe', 'LB')
('SL22517-2022-11-01-12407','S517-23','NYTEMI', 'SL')
('AC12058-2022-11-01-12617','A701-17','iqLNnuQP', 'SL')
('AC22517-2022-11-02-12559','A698-13','y', 'LB')
('AC12058-2022-11-01-12618','A701-18','AvviJlLuyWaW', 'SU')
('AC22517-2022-11-01-12600','A700-18','QpfGq', 'SU')
('AC12058-2022-11-01-12619','A702-1','WFvNBdRvWME', 'LB')
('SL04652-2022-11-02-12506','S522-2','EyQ', 'MB')
('SL12058-2022-11-01-12335','S514-23','hmPDVcNcxs', 'SL')
('AC22517-2022-11-02-12575','A699-11','EKXrZuHGrUnpRKxf', 'SL')
('AC22517-2022-11-01-12657','A704-3','uelAsuNpIjdm', 'UB')
('SL22517-2022-11-02-12531','S523-3','tvrm', 'UB')
('SL12058-2022-11-01-12375','S516-15','LyZ', 'SL')
('SL12058-2022-11-01-12376','S516-16','PoDescZVqFZaQVxl', 'SU')
('AC04652-2022-11-01-12839','A714-5','vArVhXVtMsytPAIq', 'SL')
('SL22517-2022-11-01-12464','S520-8','anbgWmYSpKRv', 'SU')
('SL12058-2022-11-01-12383','S516-23','CJIOWnhno', 'SL')
('SL04652-2022-11-01-12522','S522-18','vntBcTfyDrsGLcb', 'MB')
('AC12058-2022-11-01-12664','A704-10','oRlHxSXISikvpvv', 'UB')
('SL04652-2022-11-01-12523','S522-19','trkSMO', 'UB')
('AC22517-2022-11-02-12625','A702-7','FNtIZMQ', 'LB')
('AC12058-2022-11-01-12666','A704-12','aW', 'SU')
('AC22517-2022-11-01-12682','A705-10','ExJYGxFTThk', 'UB')
('SL22517-2022-11-02-12548','S523-20','qvICcAUFGBNpxTq', 'LB')
('AC22517-2022-11-02-12644','A703-8','Ycdvijav', 'LB')
('SL12058-2022-11-01-12420','S518-12','rwZOTaM', 'LB')
('AC12058-2022-11-01-12696','A706-6','LWgxbYDmpLaPmAO', 'SU')
('AC04652-2022-11-01-12881','A716-11','LGc', 'SL')
('AC22517-2022-11-01-12713','A707-5','EHFIdzNopCbY', 'SL')
('SL04652-2022-11-02-12588','S525-12','XBOKnwoPwdohL', 'LB')
('SL22517-2022-11-02-12573','S524-21','jrCtGmChlKdOoe', 'MB')
('AC04652-2022-11-02-12701','A706-11','jvVyeeS', 'SL')
('SL04652-2022-11-01-12576','S524-24','DATDBZWlXIKowrgz', 'SU')
('SL04652-2022-11-01-12613','S526-13','BjKKTxwhrDl', 'MB')
('SL04652-2022-11-01-12614','S526-14','cxmhr', 'UB')
('AC22517-2022-11-01-12765','A710-3','vHieXbzZrxLvvFKE', 'UB')
('SL22517-2022-11-01-12551','S523-23','nsHM', 'SL')
('SL22517-2022-11-02-12606','S526-6','CGMSoghCWzB', 'UB')
('AC04652-2022-11-02-12738','A708-12','YvkmkPw', 'SU')
('SL22517-2022-11-01-12559','S524-7','Nil', 'SL')
('SL04652-2022-11-01-12624','S526-24','ouUgbNs', 'SU')
('SL04652-2022-11-02-12646','S527-22','vBPT', 'UB')
('SL22517-2022-11-02-12619','S526-19','EchMFuKkWEUTuQ', 'UB')
('AC12058-2022-11-01-12763','A710-1','wWESVqNkfcJRJB', 'LB')
('SL22517-2022-11-02-12627','S527-3','aPBkgKV', 'UB')
('AC04652-2022-11-02-12758','A709-14','vcup', 'LB')
('SL22517-2022-11-02-12633','S527-9','sqTnlQ', 'LB')
('AC04652-2022-11-01-12944','A720-2','G', 'LB')
('AC12058-2022-11-01-12781','A711-1','NRQSJCjoZjGK', 'LB')
('SL12058-2022-11-01-12502','S521-22','wrIAoLU', 'UB')
('AC22517-2022-11-02-12802','A712-4','NxGENZ', 'UB')
('SL04652-2022-11-02-12721','S531-1','PTrPSfas', 'LB')
('AC04652-2022-11-01-13026','A724-12','IloUCm', 'SU')
('SL12058-2022-11-01-12580','S525-4','KgwshXvyFXj', 'LB')
('SL22517-2022-11-01-12661','S528-13','qHlwRJdakxzMKG', 'MB')
('SL04652-2022-11-01-12725','S531-5','fpFhZ', 'MB')
('AC04652-2022-11-01-13035','A725-3','zkEhxvLeb', 'UB')
('AC04652-2022-11-02-12867','A715-15','L', 'UB')
('SL22517-2022-11-01-12674','S529-2','bFhriD', 'MB')
('SL22517-2022-11-02-12738','S531-18','pJEwZYTEyx', 'MB')
('SL22517-2022-11-01-12694','S529-22','SMHOsuiK', 'UB')
('SL04652-2022-11-02-12784','S533-16','M', 'SU')
('AC22517-2022-11-02-12872','A716-2','IaPsyWdLBOpAvT', 'LB')
('AC04652-2022-11-01-13071','A727-3','yQTUR', 'UB')
('SL22517-2022-11-02-12758','S532-14','VNvqPMucGS', 'UB')
('SL22517-2022-11-02-12760','S532-16','EnmRKYQaxU', 'SU')
('AC22517-2022-11-01-12972','A721-12','xRMlLppanKudNF', 'SU')
('AC22517-2022-11-02-12915','A718-9','cBuWZclc', 'UB')
('AC22517-2022-11-01-12976','A721-16','WSTpzuaamdGsTH', 'UB')
('AC12058-2022-11-01-12950','A720-8','xidX', 'LB')
('SL22517-2022-11-02-12802','S534-10','nWCsgfmKGLx', 'MB')
('AC12058-2022-11-01-12951','A720-9','YjX', 'UB')
('SL22517-2022-11-02-12805','S534-13','CEOElRHcIH', 'MB')
('SL04652-2022-11-01-12815','S534-23','hJTOshaUcHPZJcW', 'SL')
('AC12058-2022-11-01-12954','A720-12','ACsNly', 'SU')
('SL22517-2022-11-02-12808','S534-16','tFPJgR', 'SU')
('AC04652-2022-11-02-12965','A721-5','aSj', 'SL')
('SL04652-2022-11-02-12849','S536-9','NnZLJgQgVyaVpMW', 'LB')
('SL04652-2022-11-02-12850','S536-10','KlEUJbtdiHdUmaBE', 'MB')
('AC04652-2022-11-02-12969','A721-9','ejQqd', 'UB')
('AC04652-2022-11-01-13143','A731-3','fPa', 'UB')
('SL22517-2022-11-02-12836','S535-20','aFPHjmQua', 'LB')
('SL22517-2022-11-02-12839','S535-23','PQP', 'SL')
('AC04652-2022-11-01-13161','A732-3','JQawjAmNOuyV', 'UB')
('SL04652-2022-11-02-12876','S537-12','ToPi', 'LB')
('AC12058-2022-11-01-12989','A722-11','g', 'SL')
('SL04652-2022-11-01-12861','S536-21','c', 'MB')
('AC04652-2022-11-02-13017','A724-3','OmkBnfu', 'UB')
('AC22517-2022-11-02-12965','A721-5','PypakHKkwN', 'SL')
('AC04652-2022-11-01-13187','A733-11','bCzfhaTBiE', 'SL')
('SL04652-2022-11-01-12870','S537-6','NlKOU', 'UB')
('SL22517-2022-11-02-12871','S537-7','jGXNbB', 'SL')
('AC22517-2022-11-02-12976','A721-16','LO', 'UB')
('AC22517-2022-11-01-13046','A725-14','MRzSZGgzDN', 'LB')
('AC04652-2022-11-01-13206','A734-12','YjfinPtM', 'SU')
('AC22517-2022-11-01-13059','A726-9','DEoedlBv', 'UB')
('SL04652-2022-11-01-12885','S537-21','HRqnu', 'MB')
('SL12058-2022-11-01-12761','S532-17','laPGZMT', 'LB')
('AC12058-2022-11-01-13027','A724-13','YRCSXzSDJOztedE', 'LB')
('SL04652-2022-11-02-12918','S539-6','tBOTQyAxzoOUS', 'UB')
('SL04652-2022-11-01-12921','S539-9','fjCevYn', 'LB')
('AC22517-2022-11-02-13019','A724-5','AGtLjfZiocl', 'SL')
('AC22517-2022-11-02-13020','A724-6','thdbeTnXyXuecRdd', 'SU')
('AC22517-2022-11-01-13084','A727-16','eDC', 'UB')
('AC22517-2022-11-01-13085','A727-17','IDw', 'SL')
('SL22517-2022-11-02-12921','S539-9','muAfHAL', 'LB')
('AC22517-2022-11-01-13087','A728-1','fLjejF', 'LB')
('SL04652-2022-11-01-12924','S539-12','yTzB', 'LB')
('SL04652-2022-11-02-12996','S542-12','QF', 'LB')
('SL22517-2022-11-01-12976','S541-16','KwPvTncWlNiRz', 'SU')
('AC22517-2022-11-02-13136','A730-14','WGcNbDGMW', 'LB')
('AC04652-2022-11-02-13201','A734-7','nj', 'LB')
('AC22517-2022-11-02-13139','A730-17','HrmQ', 'SL')
('SL04652-2022-11-02-13065','S545-9','xwvQPBTRbUvb', 'LB')
('SL12058-2022-11-01-12896','S538-8','OX', 'SU')
('SL04652-2022-11-02-13067','S545-11','CcDOWow', 'UB')
('AC04652-2022-11-01-13424','A746-14','ywkYltKJr', 'LB')
('AC12058-2022-11-01-13224','A735-12','FRfMlEhMnku', 'SU')
('AC22517-2022-11-01-13309','A740-7','gctpokhGoBRDFC', 'LB')
('SL04652-2022-11-02-13141','S548-13','bi', 'MB')
('SL04652-2022-11-02-13142','S548-14','DAQBhbykzBTgBRa', 'UB')
('AC04652-2022-11-02-13300','A739-16','NFSjXmPllAX', 'UB')
('AC04652-2022-11-01-13491','A750-9','Hjdu', 'UB')
('SL22517-2022-11-02-13169','S549-17','i', 'LB')
('SL12058-2022-11-01-12992','S542-8','dgFwNZ', 'SU')
('AC22517-2022-11-02-13263','A737-15','YjIGyTm', 'UB')
('SL04652-2022-11-02-13172','S549-20','eRLTTpFTTy', 'LB')
('SL12058-2022-11-01-12995','S542-11','WAOBusr', 'UB')
('AC22517-2022-11-02-13270','A738-4','AmmfFKXNM', 'UB')
('SL12058-2022-11-01-12999','S542-15
