('SL12058-2022-11-01-9','S1-9','xNtE', 'LB')
('AC22517-2022-11-02-1410','A79-6','WViSeaVXiexn', 'SU')
('AC22517-2022-11-02-1411','A79-7','Aohls', 'LB')
('SL22517-2022-11-01-1379','S58-11','QD', 'UB')
('SL12058-2022-11-01-1367','S57-23','pJoKLYETMGMxVElH', 'SL')
('SL04652-2022-11-02-1364','S57-20','wiWoPW', 'LB')
('SL22517-2022-11-01-1381','S58-13','DMDxG', 'MB')
('SL22517-2022-11-02-1434','S60-18','ItFMJTq', 'MB')
('SL22517-2022-11-02-1436','S60-20','JZrlMmuwOuhbl', 'LB')
('AC12058-2022-11-01-1409','A79-5','TFWOwf', 'SL')
('SL12058-2022-11-01-1387','S58-19','CexYqMXqLEs', 'UB')
('SL04652-2022-11-01-1405','S59-13','Ow', 'MB')
('AC04652-2022-11-02-1382','A77-14','LUOSmBj', 'LB')
('AC12058-2022-11-01-1416','A79-12','e', 'SU')
('AC22517-2022-11-02-1439','A80-17','MdzrHxfWY', 'SL')
('AC04652-2022-11-02-1387','A78-1','GgGpTjPDUts', 'LB')
('SL22517-2022-11-02-1448','S61-8','qpPXhKasp', 'SU')
('AC04652-2022-11-02-1389','A78-3','KZdeqevXhqIy', 'UB')
('AC22517-2022-11-02-1464','A82-6','otnEvJapgETkRh', 'SU')
('AC22517-2022-11-02-1466','A82-8','DZbx', 'LB')
('AC04652-2022-11-01-1451','A81-11','vXPDIgYUwhxuFrf', 'SL')
('SL22517-2022-11-01-1424','S60-8','XmYhUyvziSDqa', 'SU')
('SL04652-2022-11-01-1440','S60-24','GILDgU', 'SU')
('AC04652-2022-11-01-1457','A81-17','pkxwmDFTmcQYqq', 'SL')
('SL04652-2022-11-02-1414','S59-22','uFXdDMAmUjlsctDf', 'UB')
('AC12058-2022-11-01-1448','A81-8','sQioiqkdHQMnoaM', 'LB')
('AC22517-2022-11-01-1419','A79-15','HLniTxZxnAx', 'UB')
('AC04652-2022-11-01-1486','A83-10','rCSvZhROXjf', 'UB')
('AC12058-2022-11-01-1474','A82-16','kZOLJnWMGWXXAGrg', 'UB')
('AC04652-2022-11-02-1426','A80-4','eMcufZJTSdI', 'UB')
('SL04652-2022-11-02-1439','S60-23','v', 'SL')
('AC22517-2022-11-01-1441','A81-1','ueTiE', 'LB')
('SL22517-2022-11-01-1453','S61-13','n', 'MB')
('SL22517-2022-11-01-1454','S61-14','Mez', 'UB')
('AC12058-2022-11-01-1486','A83-10','IYvqtAN', 'UB')
('AC22517-2022-11-01-1446','A81-6','fBXAmklTlhf', 'SU')
('AC04652-2022-11-02-1433','A80-11','auIF', 'SL')
('SL22517-2022-11-01-1456','S61-16','svcXMRAFgZYKJ', 'SU')
('SL22517-2022-11-02-1514','S64-2','JFmeQsMoLOCN', 'MB')
('SL04652-2022-11-02-1448','S61-8','lFXpljswJ', 'SU')
('SL22517-2022-11-01-1457','S61-17','p', 'LB')
('SL22517-2022-11-02-1517','S64-5','rtzhNg', 'MB')
('SL22517-2022-11-01-1458','S61-18','DtQCoIxjQsTdGML', 'MB')
('AC12058-2022-11-01-1489','A83-13','kPeLEd', 'LB')
('SL22517-2022-11-02-1520','S64-8','JkQh', 'SU')
('SL22517-2022-11-01-1460','S61-20','nbsxosZ', 'LB')
('AC04652-2022-11-02-1438','A80-16','o', 'UB')
('AC04652-2022-11-01-1499','A84-5','smblXWMdnMYoldlR', 'SL')
('SL12058-2022-11-01-1445','S61-5','dgVwTr', 'MB')
('AC22517-2022-11-01-1452','A81-12','RBZBoEWv', 'SU')
('SL04652-2022-11-01-1493','S63-5','GKA', 'MB')
('SL22517-2022-11-02-1525','S64-13','etCtCUXqQAE', 'MB')
('AC04652-2022-11-02-1441','A81-1','LNjTAaoj', 'LB')
('SL04652-2022-11-02-1457','S61-17','dBHdm', 'LB')
('AC04652-2022-11-01-1503','A84-9','MJmHGGHVwZfULbw', 'UB')
('SL12058-2022-11-01-1449','S61-9','dqgjnjrdDapw', 'LB')
('AC04652-2022-11-01-1506','A84-12','vkYXIVVv', 'SU')
('AC12058-2022-11-01-1494','A83-18','YsBYz', 'SU')
('AC22517-2022-11-01-1455','A81-15','pgMg', 'UB')
('AC04652-2022-11-01-1507','A84-13','ojyMPPJ', 'LB')
('AC04652-2022-11-02-1448','A81-8','zTdXnVDTshiFBFjw', 'LB')
('SL04652-2022-11-01-1496','S63-8','ZtrUKKILSBuAH', 'SU')
('SL04652-2022-11-01-1498','S63-10','VNGEXaw', 'MB')
('SL04652-2022-11-02-1464','S61-24','CNBYq', 'SU')
('SL22517-2022-11-02-1539','S65-3','jVikvOJZaZ', 'UB')
('AC12058-2022-11-01-1504','A84-10','UctmcRYvirkwXDBa', 'UB')
('AC22517-2022-11-01-1459','A82-1','VCQXVIGBLZ', 'LB')
('AC22517-2022-11-02-1529','A85-17','XKOaahBLZcyY', 'SL')
('SL12058-2022-11-01-1459','S61-19','bNSMhYxG', 'UB')
('AC04652-2022-11-01-1518','A85-6','eJvDSCBbXrSrz', 'SU')
('SL22517-2022-11-01-1483','S62-19','SrWSGAN', 'UB')
('SL04652-2022-11-01-1506','S63-18','Yx', 'MB')
('AC12058-2022-11-01-1508','A84-14','vtzM', 'LB')
('AC22517-2022-11-02-1530','A85-18','vNw', 'SU')
('AC22517-2022-11-02-1531','A86-1','BNOTb', 'LB')
('SL22517-2022-11-01-1486','S62-22','dhCikPfmN', 'UB')
('SL12058-2022-11-01-1464','S61-24','jpfm', 'SU')
('AC22517-2022-11-01-1467','A82-9','cOSa', 'UB')
('SL22517-2022-11-02-1548','S65-12','zzQMrkMXyaQV', 'LB')
('SL04652-2022-11-01-1515','S64-3','xtdRZRAXmD', 'UB')
('AC12058-2022-11-01-1517','A85-5','qDR', 'SL')
('AC22517-2022-11-02-1563','A87-15','tHvlyLIyiGQpZWIo', 'UB')
('AC04652-2022-11-01-1603','A90-1','gJUmQb', 'LB')
('SL04652-2022-11-02-1556','S65-20','rDlnDUGLuVUJIIXN', 'LB')
('SL12058-2022-11-01-1554','S65-18','PIYzwAK', 'MB')
('AC22517-2022-11-01-1526','A85-14','bb', 'LB')
('AC12058-2022-11-01-1592','A89-8','DLtsaIQQ', 'LB')
('SL22517-2022-11-02-1625','S68-17','hsZCFfvl', 'LB')
('AC04652-2022-11-01-1608','A90-6','wpouf', 'SU')
('AC12058-2022-11-01-1595','A89-11','vHaRZiLSnToZdJw', 'SL')
('AC04652-2022-11-02-1535','A86-5','IA', 'SL')
('AC22517-2022-11-01-1532','A86-2','VrrB', 'LB')
('SL12058-2022-11-01-1560','S65-24','ZNdkjxfzegnrOYzi', 'SU')
('AC04652-2022-11-02-1536','A86-6','UlXst', 'SU')
('AC04652-2022-11-02-1537','A86-7','xZFnkfzEWFKYONc', 'LB')
('SL12058-2022-11-01-1606','S67-22','XzSzZZTiIasm', 'UB')
('AC22517-2022-11-01-1568','A88-2','TWdZ', 'LB')
('SL04652-2022-11-01-1628','S68-20','tVZ', 'LB')
('AC04652-2022-11-01-1653','A92-15','VDgLJghidEXT', 'UB')
('SL04652-2022-11-01-1630','S68-22','Gw', 'UB')
('AC22517-2022-11-01-1571','A88-5','mFiMNsI', 'SL')
('SL22517-2022-11-02-1661','S70-5','cDaqjZqbGvJPwDx', 'MB')
('AC22517-2022-11-02-1734','A97-6','bXfC', 'SU')
('SL12058-2022-11-01-1680','S70-24','fIONNTKKeSphMn', 'SU')
('SL22517-2022-11-01-1699','S71-19','NCKOdiulZjnksq', 'UB')
('SL22517-2022-11-02-1733','S73-5','v', 'MB')
('AC12058-2022-11-01-1700','A95-8','bhyOjF', 'LB')
('AC22517-2022-11-01-1646','A92-8','l', 'LB')
('SL04652-2022-11-01-1692','S71-12','X', 'LB')
('SL22517-2022-11-01-1702','S71-22','sPaunzGcFU', 'UB')
('AC12058-2022-11-01-1702','A95-10','jWBoCztvirVvzyYR', 'UB')
('AC22517-2022-11-01-1649','A92-11','UiWgB', 'SL')
('SL04652-2022-11-02-1682','S71-2','sKlR', 'MB')
('SL22517-2022-11-02-1742','S73-14','LONzsljf', 'UB')
('AC04652-2022-11-02-1644','A92-6','KsB', 'SU')
('AC22517-2022-11-02-1749','A98-3','ZWtIOYpCwGWC', 'UB')
('SL22517-2022-11-01-1715','S72-11','ttvE', 'UB')
('AC12058-2022-11-01-1706','A95-14','dm', 'LB')
('AC22517-2022-11-02-1753','A98-7','jiYIM', 'LB')
('SL22517-2022-11-01-1716','S72-12','X', 'LB')
('SL04652-2022-11-01-1705','S72-1','bpRhDrisguP', 'LB')
('SL04652-2022-11-02-1689','S71-9','LBdtTiquzpJ', 'LB')
('SL22517-2022-11-01-1720','S72-16','q', 'SU')
('AC22517-2022-11-02-1760','A98-14','hmgkxDclJMIBxp', 'LB')
('AC22517-2022-11-02-1762','A98-16','yNtdVyQ', 'UB')
('SL04652-2022-11-02-1699','S71-19','zjDmgEMgEl', 'UB')
('SL22517-2022-11-01-1734','S73-6','zYAqIVdtkG', 'UB')
('SL22517-2022-11-02-1752','S73-24','XhkfOEP', 'SU')
('AC22517-2022-11-01-1672','A93-16','TrNMJjIvEVjB', 'UB')
('SL04652-2022-11-02-1708','S72-4','jCyusnDC', 'LB')
('AC22517-2022-11-01-1679','A94-5','fwuzzghSV', 'SL')
('AC22517-2022-11-01-1681','A94-7','OTOAMaIJA', 'LB')
('SL22517-2022-11-01-1749','S73-21','CASRZpWYCyc', 'MB')
('SL22517-2022-11-01-1750','S73-22','HTTFOFWHuBMD', 'UB')
('SL04652-2022-11-01-1730','S73-2','DdYHRKdSeMGap', 'MB')
('AC04652-2022-11-02-1671','A93-15','LlpZsKOsBDLCfx', 'UB')
('SL12058-2022-11-01-1716','S72-12','zaYYIbnYyyschTo', 'LB')
('AC12058-2022-11-01-1733','A97-5','IUytJsoiuDaa', 'SL')
('AC04652-2022-11-01-1787','A100-5','Uq', 'SL')
('AC22517-2022-11-02-1786','A100-4','Y', 'UB')
('SL04652-2022-11-01-1737','S73-9','Fa', 'LB')
('AC22517-2022-11-02-1788','A100-6','Oqb', 'SU')
('AC04652-2022-11-02-1676','A94-2','fVxMnqBWyQ', 'LB')
('SL22517-2022-11-02-1773','S74-21','OSstinJtC', 'MB')
('AC04652-2022-11-02-1678','A94-4','mCVv', 'UB')
('SL22517-2022-11-02-1776','S74-24','GnpAhvSNmLxmI', 'SU')
('SL12058-2022-11-01-1732','S73-4','HcTQlM', 'LB')
('SL12058-2022-11-01-1733','S73-5','Xtqy', 'MB')
('SL12058-2022-11-01-1734','S73-6','xibojth', 'UB')
('SL12058-2022-11-01-1735','S73-7','mBHQGFGfyLVKZBHd', 'SL')
('AC04652-2022-11-01-1812','A101-12','gmsJBSZYwdWEX', 'SU')
('AC04652-2022-11-01-1813','A101-13','MraBnfwLkMWA', 'LB')
('AC22517-2022-11-01-1705','A95-13','CcaglDSWDmxBSRX', 'LB')
('AC04652-2022-11-02-1699','A95-7','NWJWvnQgPH', 'LB')
('AC12058-2022-11-01-1768','A99-4','IhrTSRjsse', 'UB')
('AC04652-2022-11-02-1704','A95-12','sIDdXwQmxi', 'SU')
('AC04652-2022-11-02-1708','A95-16','EpwMSKTkeNvBaY', 'UB')
('SL04652-2022-11-01-1762','S74-10','CzUzGW', 'MB')
('AC22517-2022-11-02-1812','A101-12','LcqyOwiJ', 'SU')
('AC04652-2022-11-02-1710','A95-18','ynEM', 'SU')
('SL12058-2022-11-01-1759','S74-7','OEpAhCTLhqO', 'SL')
('AC04652-2022-11-01-1838','A103-2','rxKK', 'LB')
('AC04652-2022-11-02-1717','A96-7','pvZ', 'LB')
('SL22517-2022-11-01-1810','S76-10','kUMCTeOgQzSkHcfZ', 'MB')
('SL22517-2022-11-01-1811','S76-11','ERrV', 'UB')
('AC22517-2022-11-02-1826','A102-8','PqOJaexnqwTr', 'LB')
('SL22517-2022-11-02-1815','S76-15','UQhWM', 'SL')
('AC22517-2022-11-02-1828','A102-10','GxwqmVfekEUIDVkZ', 'UB')
('AC04652-2022-11-02-1724','A96-14','srbeQ', 'LB')
('AC12058-2022-11-01-1796','A100-14','ODxuHjkBdTo', 'LB')
('SL04652-2022-11-01-1773','S74-21','ppc', 'MB')
('SL04652-2022-11-01-1775','S74-23','CPEutCXeKMQyHSZD', 'SL')
('SL04652-2022-11-01-1776','S74-24','XrjMUgxLv', 'SU')
('AC22517-2022-11-01-1741','A97-13','a', 'LB')
('SL12058-2022-11-01-1782','S75-6','XonGLBegbYBHtKv', 'UB')
('SL12058-2022-11-01-1783','S75-7','ZOCRlRitEq', 'SL')
('SL04652-2022-11-01-1784','S75-8','IFrGLtKbXhV', 'SU')
('AC22517-2022-11-02-1873','A105-1','ZugF', 'LB')
('SL04652-2022-11-01-1835','S77-11','huwlEE', 'UB')
('SL22517-2022-11-01-1869','S78-21','zETsPBY', 'MB')
('AC04652-2022-11-01-1897','A106-7','SU', 'LB')
('AC22517-2022-11-01-1786','A100-4','xmI', 'UB')
('SL04652-2022-11-02-1822','S76-22','fw', 'UB')
('AC04652-2022-11-02-1782','A99-18','OiTkpHOXDwbAeJJ', 'SU')
('AC04652-2022-11-02-1785','A100-3','ByuIRBtQxD', 'UB')
('AC22517-2022-11-02-1883','A105-11','s', 'SL')
('AC22517-2022-11-01-1789','A100-7','UvxeKBjPPAMwxMz', 'LB')
('SL12058-2022-11-01-1834','S77-10','r', 'MB')
('AC22517-2022-11-02-1886','A105-14','NcgThavZRDnbKDfw', 'LB')
('SL22517-2022-11-01-1876','S79-4','VInVDbBE', 'LB')
('SL04652-2022-11-02-1831','S77-7','dhbnfkZoNFvS', 'SL')
('AC12058-2022-11-01-1864','A104-10','TTxU', 'UB')
('AC04652-2022-11-02-1793','A100-11','ePRNtMpEKaxQ', 'SL')
('AC12058-2022-11-01-1870','A104-16','WdlicdZVrKqtZUsb', 'UB')
('AC04652-2022-11-02-1797','A100-15','VVePSxaW', 'UB')
('AC04652-2022-11-01-1909','A107-1','BsBk', 'LB')
('AC04652-2022-11-01-1910','A107-2','evFizRlJTfrmyWQZ', 'LB')
('AC04652-2022-11-01-1913','A107-5','UxizCYiWbgG', 'SL')
('AC12058-2022-11-01-1875','A105-3','ILUCaJunTGwg', 'UB')
('SL22517-2022-11-01-1886','S79-14','dLVqxUICdnzBCxK', 'UB')
('AC22517-2022-11-01-1818','A101-18','jEnkMIfTnWc', 'SU')
('SL22517-2022-11-01-1898','S80-2','LClZpKW', 'MB')
('AC22517-2022-11-02-1912','A107-4','qI', 'UB')
('SL04652-2022-11-02-1851','S78-3','mJAPpCyFGUQtW', 'UB')
('SL22517-2022-11-01-1901','S80-5','U', 'MB')
('AC22517-2022-11-02-1916','A107-8','pq', 'LB')
('SL04652-2022-11-02-1854','S78-6','zSKlOy', 'UB')
('SL22517-2022-11-01-1905','S80-9','U', 'LB')
('AC22517-2022-11-02-1919','A107-11','YPOh', 'SL')
('AC12058-2022-11-01-1884','A105-12','X', 'SU')
('AC04652-2022-11-01-1931','A108-5','gznmfooRmSZHBPW', 'SL')
('AC12058-2022-11-01-1892','A106-2','lzqKc', 'LB')
('SL04652-2022-11-02-1862','S78-14','DXrRjBOBR', 'UB')
('SL22517-2022-11-02-1976','S83-8','FMSkIOF', 'SU')
('SL22517-2022-11-02-1977','S83-9','ncngN', 'LB')
('AC22517-2022-11-02-1985','A111-5','WPfsREYDNNda', 'SL')
('AC12058-2022-11-01-1954','A109-10','nUZvkzZvMdiq', 'UB')
('SL04652-2022-11-01-1969','S83-1','UxtTnqo', 'LB')
('AC22517-2022-11-01-1891','A106-1','WKsXnqaQUF', 'LB')
('SL04652-2022-11-02-1920','S80-24','ikIYxAZbAFdvqccL', 'SU')
('SL04652-2022-11-01-1977','S83-9','jswgLHZJtJSij', 'LB')
('AC04652-2022-11-02-1897','A106-7','IQfLTEEyBApTar', 'LB')
('SL04652-2022-11-01-1984','S83-16','mENlAB', 'SU')
('SL04652-2022-11-01-1985','S83-17','xKxxUtTb', 'LB')
('AC12058-2022-11-01-1967','A110-5','UGcU', 'SL')
('AC12058-2022-11-01-1968','A110-6','I', 'SU')
('AC12058-2022-11-01-1969','A110-7','GWdbpJVzMcMMAV', 'LB')
('SL04652-2022-11-02-1933','S81-13','oAK', 'MB')
('SL22517-2022-11-02-2011','S84-19','Xl', 'UB')
('AC04652-2022-11-02-1916','A107-8','lUGxrf', 'LB')
('AC04652-2022-11-02-1917','A107-9','GpeohEG', 'UB')
('AC22517-2022-11-01-1943','A108-17','nVjItCnLDBhcFjj', 'SL')
('AC12058-2022-11-01-2020','A113-4','ILZGgGjLMdmP', 'UB')
('SL04652-2022-11-02-1988','S83-20','efKbDZTlHAWGw', 'LB')
('SL04652-2022-11-01-2047','S86-7','YyCeyFhnZNZBsC', 'SL')
('AC04652-2022-11-01-2060','A115-8','cRqAm', 'LB')
('SL22517-2022-11-02-2048','S86-8','tclfOT', 'SU')
('AC22517-2022-11-02-2065','A115-13','DnLDwaenTTTqhOLU', 'LB')
('SL04652-2022-11-01-2052','S86-12','JQ', 'LB')
('AC04652-2022-11-02-1961','A109-17','YbcGmwP', 'SL')
('SL04652-2022-11-01-2055','S86-15','lfsQItu', 'SL')
('SL12058-2022-11-01-2011','S84-19','eAfXKYcDrTyiSW', 'UB')
('SL22517-2022-11-02-2057','S86-17','tRycmIStPQMN', 'LB')
('SL12058-2022-11-01-2012','S84-20','bMkTkswObxdIcLt', 'LB')
('SL04652-2022-11-01-2059','S86-19','KMjjIUfapEsuxXeg', 'UB')
('SL04652-2022-11-02-2002','S84-10','zowDusbbdrRgBKpn', 'MB')
('SL04652-2022-11-01-2061','S86-21','KGcwaQSYcih', 'MB')
('AC22517-2022-11-02-2072','A116-2','LVOFFiXzQvtf', 'LB')
('AC22517-2022-11-02-2074','A116-4','s', 'UB')
('AC22517-2022-11-02-2080','A116-10','BgsKnodlJvl', 'UB')
('SL22517-2022-11-01-2058','S86-18','qqCuTtSXsenq', 'MB')
('AC22517-2022-11-01-1974','A110-12','sTzHEnxmAwiuO', 'SU')
('AC04652-2022-11-01-2078','A116-8','pP', 'LB')
('AC04652-2022-11-01-2079','A116-9','nCdqdLsPBOjDuK', 'UB')
('SL04652-2022-11-01-2071','S87-7','hgFJk', 'SL')
('SL04652-2022-11-02-2015','S84-23','JePSajxtlMcnsFpn', 'SL')
('SL22517-2022-11-02-2067','S87-3','SBYylHeNy', 'UB')
('AC04652-2022-11-01-2084','A116-14','Jvbl', 'LB')
('AC22517-2022-11-01-1980','A110-18','BTawbvoWlNXN', 'SU')
('SL04652-2022-11-01-2078','S87-14','yLQWLMUBdBLxn', 'UB')
('AC04652-2022-11-02-1988','A111-8','LC', 'LB')
('SL22517-2022-11-01-2064','S86-24','SNxyfAOvtvdMC', 'SU')
('SL22517-2022-11-01-2065','S87-1','fgDCab', 'LB')
('SL22517-2022-11-01-2066','S87-2','ir', 'MB')
('SL12058-2022-11-01-2034','S85-18','kycxIkXsUt', 'MB')
('AC22517-2022-11-02-2094','A117-6','NiQqEaheyMBrFk', 'SU')
('SL12058-2022-11-01-2035','S85-19','XXgo', 'UB')
('SL22517-2022-11-02-2077','S87-13','TgaY', 'MB')
('SL04652-2022-11-02-2024','S85-8','uleizkwZC', 'SU')
('SL22517-2022-11-02-2078','S87-14','WOygEAFWk', 'UB')
('AC04652-2022-11-02-2005','A112-7','hd', 'LB')
('AC04652-2022-11-01-2099','A117-11','aOCd', 'SL')
('SL12058-2022-11-01-2049','S86-9','hhKAICtqIq', 'LB')
('AC12058-2022-11-01-2071','A116-1','vyTwTuTzIpV', 'LB')
('AC04652-2022-11-01-2105','A117-17','pmOMwn', 'SL')
('SL04652-2022-11-01-2100','S88-12','Yb', 'LB')
('SL04652-2022-11-02-2036','S85-20','INuXOquCoPvy', 'LB')
('SL22517-2022-11-02-2090','S88-2','TpKa', 'MB')
('SL04652-2022-11-02-2046','S86-6','SyA', 'UB')
('SL22517-2022-11-02-2098','S88-10','fspywyjgtWfY', 'MB')
('AC22517-2022-11-01-2005','A112-7','PhOuZezSbzoEldP', 'LB')
('AC04652-2022-11-02-2026','A113-10','YEZkpyYjXKkAV', 'UB')
('AC22517-2022-11-02-2120','A118-14','flcUiqMmyRzJKMrr', 'LB')
('AC12058-2022-11-01-2084','A116-14','yHh', 'LB')
('AC04652-2022-11-02-2031','A113-15','Wd', 'UB')
('AC22517-2022-11-01-2011','A112-13','khWvUZlYsGLd', 'LB')
('AC04652-2022-11-01-2124','A118-18','OUVSF', 'SU')
('SL12058-2022-11-01-2067','S87-3','VtMHPtYiyDzrwjK', 'UB')
('SL12058-2022-11-01-2071','S87-7','yhAOkN', 'SL')
('AC22517-2022-11-01-2019','A113-3','DYRypdTzUC', 'UB')
('SL12058-2022-11-01-2074','S87-10','BDrT', 'MB')
('AC04652-2022-11-02-2039','A114-5','HSJHxelQKB', 'SL')
('SL04652-2022-11-01-2121','S89-9','zzwF', 'LB')
('AC22517-2022-11-02-2133','A119-9','UgP', 'UB')
('AC04652-2022-11-01-2134','A119-10','bbil', 'UB')
('AC22517-2022-11-01-2024','A113-8','XrhMmUJqeK', 'LB')
('AC22517-2022-11-01-2025','A113-9','ipa', 'UB')
('SL04652-2022-11-02-2071','S87-7','GuMKMWXZcxRcLgr', 'SL')
('SL22517-2022-11-02-2118','S89-6','GIhlBOQ', 'UB')
('SL04652-2022-11-01-2126','S89-14','h', 'UB')
('AC22517-2022-11-02-2160','A120-18','v', 'SU')
('SL04652-2022-11-02-2187','S92-3','RAvobe', 'UB')
('AC22517-2022-11-02-2239','A125-7','mhbRKjjL', 'LB')
('AC04652-2022-11-01-2259','A126-9','YuZHVl', 'UB')
('AC12058-2022-11-01-2198','A123-2','IxRDX', 'LB')
('SL22517-2022-11-01-2224','S93-16','EsXZpEe', 'SU')
('SL04652-2022-11-01-2233','S94-1','xAjhpQYzpLbU', 'LB')
('AC04652-2022-11-01-2262','A126-12','WfOozp', 'SU')
('AC22517-2022-11-02-2246','A125-14','qPVTZzdcS', 'LB')
('SL22517-2022-11-02-2237','S94-5','dIltqbRTlE', 'MB')
('SL04652-2022-11-02-2211','S93-3','vRvzvUcAGiKBxaZ', 'UB')
('SL04652-2022-11-01-2244','S94-12','Mer', 'LB')
('SL22517-2022-11-02-2247','S94-15','rcnBpRGRNplZqz', 'SL')
('SL22517-2022-11-02-2253','S94-21','qZOIhwnnKuVRf', 'MB')
('SL22517-2022-11-02-2254','S94-22','iuFOyBqodTdIt', 'UB')
('SL22517-2022-11-01-2243','S94-11','ZiUtCkL', 'UB')
('SL04652-2022-11-01-2257','S95-1','ERADdvJUeL', 'LB')
('AC12058-2022-11-01-2224','A124-10','BVwLBLnBzn', 'UB')
('SL04652-2022-11-02-2233','S94-1','zlDY', 'LB')
('AC22517-2022-11-02-2276','A127-8','QSCw', 'LB')
('SL22517-2022-11-02-2266','S95-10','LrqGNDvbgtMGl', 'MB')
('SL04652-2022-11-01-2265','S95-9','inUZQTuqhsqGNHXk', 'LB')
('AC04652-2022-11-02-2183','A122-5','cTojhZxPpcNdj', 'SL')
('AC12058-2022-11-01-2239','A125-7','obVaJbhxQ', 'LB')
('AC22517-2022-11-02-2282','A127-14','obv', 'LB')
('AC22517-2022-11-01-2177','A121-17','IP', 'SL')
('SL12058-2022-11-01-2240','S94-8','TJBnsQgov', 'SU')
('SL22517-2022-11-01-2271','S95-15','VrItDpza', 'SL')
('AC22517-2022-11-01-2180','A122-2','ALPPphmAxcGIx', 'LB')
('AC04652-2022-11-02-2195','A122-17','IDZrniMI', 'SL')
('AC22517-2022-11-01-2181','A122-3','cOkeDY', 'UB')
('SL04652-2022-11-01-2287','S96-7','N', 'SL')
('SL04652-2022-11-01-2300','S96-20','VnfB', 'LB')
('SL04652-2022-11-01-2301','S96-21','vWjkQZItrRye', 'MB')
('AC04652-2022-11-02-2229','A124-15','bsbAbrFsKKjmwTG', 'UB')
('SL12058-2022-11-01-2269','S95-13','YJeOTfBGjJvqiYKl', 'MB')
('SL12058-2022-11-01-2270','S95-14','lvmhjbECCaekTYJL', 'UB')
('AC04652-2022-11-02-2231','A124-17','VFOyNFObN', 'SL')
('AC04652-2022-11-01-2333','A130-11','xOKUYCPZI', 'SL')
('SL22517-2022-11-02-2309','S97-5','AIBuwfgvznnPJq', 'MB')
('SL22517-2022-11-01-2304','S96-24','KpJFczoqZORvKFLj', 'SU')
('AC04652-2022-11-01-2335','A130-13','cFfHrRcTZGlk', 'LB')
('AC22517-2022-11-02-2319','A129-15','nS', 'UB')
('SL12058-2022-11-01-2277','S95-21','ZnMcOkOWoYYgKPZ', 'MB')
('AC04652-2022-11-01-2337','A130-15','iUsGmGMUMCvCI', 'UB')
('AC04652-2022-11-01-2339','A130-17','tEWWCifyhGfaHb', 'SL')
('AC04652-2022-11-01-2340','A130-18','BUqcxgUCQSj', 'SU')
('SL22517-2022-11-01-2309','S97-5','UQqzjsRDOIFBoUhO', 'MB')
('SL12058-2022-11-01-2285','S96-5','YyjcU', 'MB')
('AC04652-2022-11-02-2279','A127-11','qp', 'SL')
('AC12058-2022-11-01-2330','A130-8','rhmFORdwy', 'LB')
('AC22517-2022-11-02-2365','A132-7','RAlArRoDTjU', 'LB')
('SL22517-2022-11-01-2345','S98-17','jltqwJOGAFQDFtn', 'LB')
('AC22517-2022-11-02-2367','A132-9','osvTvleMfbY', 'UB')
('SL22517-2022-11-02-2355','S99-3','oWRWxxsawYM', 'UB')
('AC12058-2022-11-01-2341','A131-1','wDpL', 'LB')
('AC04652-2022-11-02-2291','A128-5','BGUkMmt', 'SL')
('SL12058-2022-11-01-2335','S98-7','B', 'SL')
('AC12058-2022-11-01-2343','A131-3','NuImdB', 'UB')
('SL04652-2022-11-02-2332','S98-4','g', 'LB')
('AC22517-2022-11-01-2259','A126-9','ykVhxnbrLzg', 'UB')
('SL22517-2022-11-01-2359','S99-7','pyrK', 'SL')
('SL04652-2022-11-01-2378','S100-2','KxWjJyfIWHNY', 'MB')
('SL04652-2022-11-02-2342','S98-14','U', 'UB')
('AC22517-2022-11-01-2275','A127-7','qIWcPztQFZCvOsev', 'LB')
('SL22517-2022-11-02-2376','S99-24','cKBbIDSMoM', 'SU')
('AC04652-2022-11-01-2399','A134-5','IQCIJhXTMYeb', 'SL')
('SL04652-2022-11-01-2385','S100-9','prWNnIeSTKXRBwTu', 'LB')
('AC04652-2022-11-01-2403','A134-9','bnaEtrL', 'UB')
('SL04652-2022-11-02-2350','S98-22','VHVzSPqIQY', 'UB')
('SL22517-2022-11-01-2400','S100-24','lwYfkZiqQjmg', 'SU')
('SL04652-2022-11-01-2402','S101-2','GbeRfW', 'MB')
('AC22517-2022-11-02-2412','A134-18','mhorGtiMDHpHkSzJ', 'SU')
('AC04652-2022-11-01-2431','A136-1','fw', 'LB')
('SL04652-2022-11-02-2376','S99-24','QgtxjIMiwypKBdN', 'SU')
('SL12058-2022-11-01-2382','S100-6','hZd', 'UB')
('AC12058-2022-11-01-2386','A133-10','LUhTIrHjvyWMwo', 'UB')
('SL04652-2022-11-01-2410','S101-10','KDohugEj', 'MB')
('AC22517-2022-11-01-2313','A129-9','pPpFxYUsxyeM', 'UB')
('SL04652-2022-11-02-2386','S100-10','GRbgVURKPoO', 'MB')
('SL04652-2022-11-02-2388','S100-12','d', 'LB')
('SL22517-2022-11-01-2413','S101-13','vbiAyQtF', 'MB')
('SL22517-2022-11-01-2414','S101-14','RaKQceP', 'UB')
('AC04652-2022-11-01-2453','A137-5','rGWItJdqvavGb', 'SL')
('AC22517-2022-11-02-2437','A136-7','VtHr', 'LB')
('SL22517-2022-11-02-2431','S102-7','IaIjdbZ', 'SL')
('SL22517-2022-11-01-2426','S102-2','eiyGkBcMNMomnUK', 'MB')
