('AC12058-2022-11-01-9672','A538-6','IVQyAsy', 'SU')
('SL04652-2022-11-01-10075','S420-19','DsPfBZFC', 'UB')
('AC22517-2022-11-02-10065','A560-3','zjwuPTopNwBn', 'UB')
('AC04652-2022-11-02-10069','A560-7','eq', 'LB')
('SL04652-2022-11-02-9938','S415-2','bgoAHGAmKortmhZ', 'MB')
('SL04652-2022-11-02-9939','S415-3','UOjBlEW', 'UB')
('AC12058-2022-11-01-9850','A548-4','karqPFWRbgIU', 'UB')
('AC04652-2022-11-01-9995','A556-5','RJFcgfVUym', 'SL')
('SL22517-2022-11-01-9951','S415-15','fBcJ', 'SL')
('SL04652-2022-11-02-9941','S415-5','oJB', 'MB')
('AC04652-2022-11-01-9997','A556-7','CXFLPaM', 'LB')
('AC12058-2022-11-01-9853','A548-7','JeaYE', 'LB')
('SL12058-2022-11-01-9922','S414-10','FOzU', 'MB')
('SL04652-2022-11-01-10077','S420-21','HCxsPcYrtif', 'MB')
('SL22517-2022-11-01-9954','S415-18','CtpXXfbwGKk', 'MB')
('SL04652-2022-11-01-10078','S420-22','hcwBTphHvLFA', 'UB')
('SL22517-2022-11-02-10054','S419-22','pYcMYasrQhr', 'UB')
('SL22517-2022-11-01-9956','S415-20','mtRuwBUxIZfmJg', 'LB')
('SL22517-2022-11-01-9957','S415-21','QWYDTpZx', 'MB')
('AC12058-2022-11-01-9858','A548-12','DGukxfgYjnELHNyA', 'SU')
('AC04652-2022-11-01-9999','A556-9','tnKMuNcx', 'UB')
('SL22517-2022-11-01-9962','S416-2','NSHYHkkdoeVfNbK', 'MB')
('SL22517-2022-11-01-9963','S416-3','jYSzbkbf', 'UB')
('SL22517-2022-11-02-10055','S419-23','WRm', 'SL')
('SL04652-2022-11-02-9949','S415-13','KekhVUNWJGNcpuw', 'MB')
('SL04652-2022-11-01-10083','S421-3','hcfkhV', 'UB')
('AC22517-2022-11-02-10073','A560-11','PeYSCmjfsDA', 'SL')
('AC22517-2022-11-02-10074','A560-12','cC', 'SU')
('SL12058-2022-11-01-9927','S414-15','nEmCLMzwHj', 'SL')
('SL22517-2022-11-01-9967','S416-7','SDBEDhVTi', 'SL')
('AC04652-2022-11-02-10080','A560-18','uRBvOktnSvV', 'SU')
('AC22517-2022-11-02-10076','A560-14','V', 'LB')
('SL22517-2022-11-01-9968','S416-8','WRDStHezg', 'SU')
('SL04652-2022-11-01-10085','S421-5','vgFQzILPexaJCuq', 'MB')
('SL04652-2022-11-02-9952','S415-16','HrKanPN', 'SU')
('SL04652-2022-11-02-9953','S415-17','VgSycrKzS', 'LB')
('SL12058-2022-11-01-9930','S414-18','BJrMEwIHqBjuY', 'MB')
('SL22517-2022-11-01-9972','S416-12','tiPtQDIUaO', 'LB')
('AC22517-2022-11-02-10079','A560-17','ktW', 'SL')
('SL22517-2022-11-01-9973','S416-13','OgC', 'MB')
('AC12058-2022-11-01-9869','A549-5','wYtCdllczlWE', 'SL')
('AC04652-2022-11-02-10084','A561-4','YrMf', 'UB')
('SL22517-2022-11-01-9974','S416-14','jFdpuRaBLZJ', 'UB')
('AC22517-2022-11-02-10081','A561-1','mPNLIp', 'LB')
('AC04652-2022-11-02-10087','A561-7','XXqwmD', 'LB')
('AC04652-2022-11-02-10088','A561-8','MEEhie', 'LB')
('SL04652-2022-11-02-9959','S415-23','ysvdYLK', 'SL')
('SL22517-2022-11-01-9975','S416-15','rmajlY', 'SL')
('SL04652-2022-11-02-9961','S416-1','FyfPQHNdeUp', 'LB')
('AC12058-2022-11-01-9872','A549-8','wIn', 'LB')
('SL04652-2022-11-02-9963','S416-3','xvvT', 'UB')
('SL04652-2022-11-01-10091','S421-11','kvLPIAJHfVzfHWB', 'UB')
('AC04652-2022-11-02-10092','A561-12','CmO', 'SU')
('SL22517-2022-11-02-10064','S420-8','tfdtLQ', 'SU')
('SL04652-2022-11-02-9964','S416-4','lnxBPQLvSPfarEU', 'LB')
('AC04652-2022-11-01-10011','A557-3','KdEkPIsgys', 'UB')
('AC22517-2022-11-01-9907','A551-7','RdwToR', 'LB')
('SL04652-2022-11-02-9966','S416-6','JPKHSVBOkfFgPuWU', 'UB')
('SL12058-2022-11-01-9933','S414-21','RtsEq', 'MB')
('AC04652-2022-11-01-10012','A557-4','rhfvjNQqyVwpgc', 'UB')
('SL22517-2022-11-02-10069','S420-13','Ox', 'MB')
('AC12058-2022-11-01-9879','A549-15','IQ', 'UB')
('SL22517-2022-11-02-10071','S420-15','upxfpmCHDU', 'SL')
('AC04652-2022-11-02-10095','A561-15','wuVw', 'UB')
('AC04652-2022-11-01-10015','A557-7','hkOjbMMPuW', 'LB')
('AC12058-2022-11-01-9880','A549-16','Avw', 'UB')
('AC22517-2022-11-02-10089','A561-9','mlYqyFRjkPGE', 'UB')
('SL12058-2022-11-01-9935','S414-23','ddxuTSNp', 'SL')
('AC22517-2022-11-01-9911','A551-11','GpD', 'SL')
('AC22517-2022-11-02-10090','A561-10','kjoSr', 'UB')
('SL12058-2022-11-01-9936','S414-24','WvlYudEibx', 'SU')
('SL22517-2022-11-02-10077','S420-21','Zla', 'MB')
('AC12058-2022-11-01-9884','A550-2','ZQSwuTeNFb', 'LB')
('SL22517-2022-11-02-10079','S420-23','grldVcxTesRugw', 'SL')
('AC04652-2022-11-02-10099','A562-1','IZisVtP', 'LB')
('AC04652-2022-11-01-10019','A557-11','moAsvJYcE', 'SL')
('AC12058-2022-11-01-9885','A550-3','zKJFal', 'UB')
('SL04652-2022-11-02-9974','S416-14','kTHkgBaWBFO', 'UB')
('SL04652-2022-11-02-9975','S416-15','WIWt', 'SL')
('SL04652-2022-11-01-10102','S421-22','TyigyBFJz', 'UB')
('AC04652-2022-11-02-10104','A562-6','bTGQPGeO', 'SU')
('SL22517-2022-11-02-10083','S421-3','GZuMg', 'UB')
('AC22517-2022-11-01-9920','A552-2','ZOnvBskyMjEkZbIb', 'LB')
('AC04652-2022-11-02-10107','A562-9','f', 'UB')
('AC12058-2022-11-01-9893','A550-11','XFZflYddeID', 'SL')
('AC12058-2022-11-01-9894','A550-12','aNpHjlBGn', 'SU')
('SL04652-2022-11-02-9977','S416-17','Tvevhvvw', 'LB')
('SL22517-2022-11-02-10086','S421-6','sktayd', 'UB')
('AC12058-2022-11-01-9895','A550-13','cAJrhNhUSctboj', 'LB')
('SL04652-2022-11-01-10109','S422-5','wwVYypkgZSECoSbz', 'MB')
('SL04652-2022-11-01-10110','S422-6','BpvVxVkVvmtaBC', 'UB')
('SL12058-2022-11-01-9942','S415-6','dSOJHjVUY', 'UB')
('SL22517-2022-11-01-9989','S417-5','npUoYbJhhOlmBJ', 'MB')
('AC12058-2022-11-01-9901','A551-1','rWKxE', 'LB')
('SL04652-2022-11-02-9980','S416-20','bmhuGyFiIw', 'LB')
('SL04652-2022-11-01-10112','S422-8','DJQIyuhQcCvRMI', 'SU')
('SL04652-2022-11-01-10115','S422-11','gPOHx', 'UB')
('AC12058-2022-11-01-9903','A551-3','ZZGwaKdcQnvPwRaq', 'UB')
('SL22517-2022-11-01-9992','S417-8','YsOkscsDxr', 'SU')
('SL04652-2022-11-01-10118','S422-14','Xq', 'UB')
('SL22517-2022-11-02-10088','S421-8','VAFDWEuQnfTrWRbP', 'SU')
('SL22517-2022-11-02-10089','S421-9','jWgRVqLufGRGQC', 'LB')
('AC04652-2022-11-02-10112','A562-14','jNRMInZXnhPf', 'LB')
('SL04652-2022-11-01-10120','S422-16','fBxvtMrch', 'SU')
('SL04652-2022-11-02-9986','S417-2','eVYfq', 'MB')
('SL22517-2022-11-01-9993','S417-9','dT', 'LB')
('AC22517-2022-11-01-9925','A552-7','idFvLXALfdrKE', 'LB')
('SL04652-2022-11-01-10122','S422-18','QkkodIwUsC', 'MB')
('AC22517-2022-11-01-9927','A552-9','lGibGlsOOrfiJJd', 'UB')
('SL12058-2022-11-01-9954','S415-18','isexFtAqqGrRpXBf', 'MB')
('SL12058-2022-11-01-9955','S415-19','V', 'UB')
('AC12058-2022-11-01-9908','A551-8','EaavitzVsiTO', 'LB')
('SL04652-2022-11-02-9991','S417-7','KxSCbpU', 'SL')
('SL04652-2022-11-01-10124','S422-20','KVAAhmnn', 'LB')
('AC04652-2022-11-02-10118','A563-2','LSV', 'LB')
('SL04652-2022-11-01-10125','S422-21','YieXZgtpn', 'MB')
('SL12058-2022-11-01-9957','S415-21','OAViMbKOdMAkBpQ', 'MB')
('SL22517-2022-11-01-9996','S417-12','HZMGrngwpadXT', 'LB')
('AC04652-2022-11-02-10120','A563-4','CdKQDnuyHm', 'UB')
('AC22517-2022-11-01-9932','A552-14','CXgylswhK', 'LB')
('AC12058-2022-11-01-9910','A551-10','EmQQVLSXP', 'UB')
('SL22517-2022-11-01-9999','S417-15','ONVjfJJVgShjAld', 'SL')
('AC22517-2022-11-02-10111','A562-13','eIxTsfILTvEZ', 'LB')
('SL22517-2022-11-01-10000','S417-16','IPxgCxIzN', 'SU')
('SL12058-2022-11-01-9963','S416-3','gE', 'UB')
('SL12058-2022-11-01-9964','S416-4','lIGO', 'LB')
('SL12058-2022-11-01-9965','S416-5','QXLgephjADl', 'MB')
('AC04652-2022-11-02-10122','A563-6','TmzQXpAMeVZgHC', 'SU')
('AC22517-2022-11-01-9935','A552-17','ddwo', 'SL')
('SL04652-2022-11-01-10133','S423-5','ooICsLqilQmQR', 'MB')
('SL12058-2022-11-01-9968','S416-8','TvVmdIScX', 'SU')
('SL22517-2022-11-01-10002','S417-18','OpjhDqExIjdCLZ', 'MB')
('AC04652-2022-11-02-10128','A563-12','WYbxrWTDSdzE', 'SU')
('AC12058-2022-11-01-9916','A551-16','rgGNHDSmAfdISx', 'UB')
('AC22517-2022-11-01-9939','A553-3','chbwEkElyhFoyUH', 'UB')
('SL04652-2022-11-01-10137','S423-9','juceB', 'LB')
('SL04652-2022-11-02-10006','S417-22','KKrhXalq', 'UB')
('AC04652-2022-11-02-10131','A563-15','mEafgnSPl', 'UB')
('AC22517-2022-11-01-9943','A553-7','aBPPMrgcUf', 'LB')
('AC04652-2022-11-02-10134','A563-18','WEWiJAiG', 'SU')
('AC04652-2022-11-02-10135','A564-1','XFxAYG', 'LB')
('SL12058-2022-11-01-9974','S416-14','tlFiwRGvlE', 'UB')
('AC22517-2022-11-02-10120','A563-4','W', 'UB')
('AC22517-2022-11-01-9946','A553-10','TrzPduDzVffooY', 'UB')
('AC04652-2022-11-01-10053','A559-9','EFfiZqkPIjrl', 'UB')
('AC22517-2022-11-01-9947','A553-11','By', 'SL')
('SL04652-2022-11-02-10013','S418-5','J', 'MB')
('AC04652-2022-11-02-10137','A564-3','kbQA', 'UB')
('AC22517-2022-11-01-9949','A553-13','KvIxucveWLDnjd', 'LB')
('SL12058-2022-11-01-9975','S416-15','CNLnBLzB', 'SL')
('SL22517-2022-11-01-10009','S418-1','owoTZcyFAKk', 'LB')
('AC22517-2022-11-01-9950','A553-14','sJu', 'LB')
('AC22517-2022-11-01-9951','A553-15','uHbMgvHrvaoqILIg', 'UB')
('SL22517-2022-11-02-10106','S422-2','xneeXDTn', 'MB')
('SL22517-2022-11-02-10107','S422-3','rwQYJVfg', 'UB')
('AC04652-2022-11-02-10139','A564-5','QXQAezS', 'SL')
('SL04652-2022-11-02-10020','S418-12','JdEBqlOakd', 'LB')
('SL04652-2022-11-01-10144','S423-16','Ik', 'SU')
('AC22517-2022-11-01-9953','A553-17','pE', 'SL')
('SL12058-2022-11-01-9981','S416-21','UzIx', 'MB')
('AC04652-2022-11-02-10140','A564-6','zg', 'SU')
('SL04652-2022-11-02-10022','S418-14','OWFJ', 'UB')
('AC22517-2022-11-02-10130','A563-14','bEmelBs', 'LB')
('AC22517-2022-11-01-9958','A554-4','VeIWjJoDfWXgC', 'UB')
('AC04652-2022-11-02-10142','A564-8','LitRnMVdxZgeiy', 'LB')
('SL22517-2022-11-02-10116','S422-12','BwdBGsNURUovVBWD', 'LB')
('AC04652-2022-11-01-10059','A559-15','xsgfuhZRxygyGjl', 'UB')
('AC04652-2022-11-02-10143','A564-9','jvyIGbl', 'UB')
('SL22517-2022-11-01-10016','S418-8','Pjk', 'SU')
('SL22517-2022-11-01-10017','S418-9','qijnBdFBkCz', 'LB')
('AC04652-2022-11-01-10060','A559-16','bD', 'UB')
('AC12058-2022-11-01-9938','A553-2','AlGPUfBFyZQD', 'LB')
('SL04652-2022-11-01-10148','S423-20','ElZSHknL', 'LB')
('AC12058-2022-11-01-9941','A553-5','lpwjsNK', 'SL')
('AC22517-2022-11-02-10136','A564-2','fsAanNtalXBHA', 'LB')
('SL22517-2022-11-02-10118','S422-14','eaWemrtabeZyNZ', 'UB')
('SL04652-2022-11-02-10025','S418-17','FLQBUXMmhEp', 'LB')
('AC22517-2022-11-02-10139','A564-5','FLpXGwy', 'SL')
('SL22517-2022-11-02-10119','S422-15','etntBCiq', 'SL')
('SL22517-2022-11-01-10020','S418-12','aXGqVXDNUO', 'LB')
('SL04652-2022-11-01-10154','S424-2','hnRWyoxS', 'MB')
('AC12058-2022-11-01-9945','A553-9','TfVepwcR', 'UB')
('SL04652-2022-11-02-10026','S418-18','lIPbTCWzQWLT', 'MB')
('SL04652-2022-11-02-10027','S418-19','bMZUekoKP', 'UB')
('SL22517-2022-11-01-10026','S418-18','iYwBAHKI', 'MB')
('AC12058-2022-11-01-9947','A553-11','SqGdVpEigbiMclP', 'SL')
('AC22517-2022-11-02-10143','A564-9','aXNjiEnQ', 'UB')
('AC04652-2022-11-02-10153','A565-1','XFzCL', 'LB')
('AC04652-2022-11-02-10154','A565-2','KpRXvBEvZrYaF', 'LB')
('SL04652-2022-11-01-10158','S424-6','Forc', 'UB')
('AC04652-2022-11-02-10157','A565-5','sCTgla', 'SL')
('SL04652-2022-11-02-10034','S419-2','OVXiccAfTWkclsJ', 'MB')
('AC04652-2022-11-02-10158','A565-6','ADcFCOAxFdXmF', 'SU')
('AC12058-2022-11-01-9949','A553-13','zboM', 'LB')
('SL22517-2022-11-02-10126','S422-22','WKmJF', 'UB')
('SL04652-2022-11-01-10164','S424-12','rRKpAeVwKbKrG', 'LB')
('AC22517-2022-11-02-10153','A565-1','YEDIczQxYSwAw', 'LB')
('SL12058-2022-11-01-9996','S417-12','sGGdlCeUoYxbgq', 'LB')
('SL22517-2022-11-01-10038','S419-6','AkvCZgvzjvqWj', 'UB')
('AC04652-2022-11-02-10163','A565-11','JfiCPrHp', 'SL')
('SL04652-2022-11-01-10166','S424-14','BMCJ', 'UB')
('SL22517-2022-11-02-10130','S423-2','sLBhQPLq', 'MB')
('SL22517-2022-11-02-10131','S423-3','DuMWs', 'UB')
('AC04652-2022-11-02-10165','A565-13','vQOGsfWFcFESq', 'LB')
('AC04652-2022-11-01-10071','A560-9','nKJgo', 'UB')
('AC12058-2022-11-01-9953','A553-17','PjznlnXbDQP', 'SL')
('SL22517-2022-11-02-10134','S423-6','FSm', 'UB')
('AC04652-2022-11-01-10074','A560-12','omEHNczsFjH', 'SU')
('AC22517-2022-11-01-9976','A555-4','xNSc', 'UB')
('AC22517-2022-11-02-10155','A565-3','PFCj', 'UB')
('SL04652-2022-11-01-10167','S424-15','BxVkmefgPQzWM', 'SL')
('SL04652-2022-11-01-10168','S424-16','oWzfpssDEOjOC', 'SU')
('SL04652-2022-11-02-10043','S419-11','NUDPYzWmKgBD', 'UB')
('AC22517-2022-11-02-10159','A565-7','DEOYdaeRloJ', 'LB')
('SL04652-2022-11-01-10170','S424-18','FHUZqKqVoYmwQLN', 'MB')
('AC12058-2022-11-01-9960','A554-6','iXrFYF', 'SU')
('AC12058-2022-11-01-9961','A554-7','SRba', 'LB')
('AC04652-2022-11-01-10078','A560-16','egfSVOpVdf', 'UB')
('AC22517-2022-11-01-9980','A555-8','XdJbGJQJ', 'LB')
('SL04652-2022-11-02-10047','S419-15','iyqAKH', 'SL')
('SL04652-2022-11-01-10176','S424-24','utmcVyGuutP', 'SU')
('SL04652-2022-11-01-10177','S425-1','WXStbOsxUTstEXjL', 'LB')
('SL22517-2022-11-01-10045','S419-13','bNVYxab', 'MB')
('SL04652-2022-11-02-10049','S419-17','qjshFFI', 'LB')
('SL04652-2022-11-02-10050','S419-18','i', 'MB')
('SL04652-2022-11-01-10179','S425-3','ULIFgSuuyqIPEE', 'UB')
('AC04652-2022-11-02-10173','A566-3','CRbShkr', 'UB')
('SL22517-2022-11-01-10047','S419-15','TXYMdcOoaVnI', 'SL')
('AC04652-2022-11-01-10083','A561-3','WJ', 'UB')
('SL04652-2022-11-02-10054','S419-22','jm', 'UB')
('SL22517-2022-11-01-10049','S419-17','s', 'LB')
('SL04652-2022-11-01-10181','S425-5','CcQkExVPSWPtzhoD', 'MB')
('SL04652-2022-11-01-10182','S425-6','GepTxmticuQUOX', 'UB')
('SL04652-2022-11-01-10183','S425-7','UySYcNHKjundXTWz', 'SL')
('SL12058-2022-11-01-10014','S418-6','iNxumKjF', 'UB')
('AC04652-2022-11-01-10087','A561-7','kpOiuoPE', 'LB')
('SL04652-2022-11-02-10057','S420-1','SDUNSCYDCKDNuT', 'LB')
('SL22517-2022-11-02-10148','S423-20','XjRoetQDzWwgP', 'LB')
('AC04652-2022-11-01-10091','A561-11','WzutXMYaWSpzI', 'SL')
('AC22517-2022-11-02-10169','A565-17','elvOafG', 'SL')
('SL22517-2022-11-01-10055','S419-23','NaRTw', 'SL')
('AC04652-2022-11-01-10092','A561-12','sMGidRyqyaA', 'SU')
('AC22517-2022-11-02-10171','A566-1','S', 'LB')
('SL12058-2022-11-01-10016','S418-8','bWgJDmfx', 'SU')
('AC12058-2022-11-01-9971','A554-17','JUYVMhG', 'SL')
('AC04652-2022-11-02-10179','A566-9','VCzHCEIJnqH', 'UB')
('AC04652-2022-11-02-10180','A566-10','QiPcDHOB', 'UB')
('SL04652-2022-11-01-10194','S425-18','sEwwyMk', 'MB')
('AC04652-2022-11-02-10181','A566-11','OUuFT', 'SL')
('SL22517-2022-11-01-10063','S420-7','cCQNlmAE', 'SL')
('SL04652-2022-11-02-10064','S420-8','OSRQxba', 'SU')
('AC04652-2022-11-02-10183','A566-13','Gsj', 'LB')
('SL22517-2022-11-02-10152','S423-24','WPvsvAqsyyv', 'SU')
('AC04652-2022-11-02-10185','A566-15','vjyTn', 'UB')
('AC12058-2022-11-01-9975','A555-3','jdFBdJFseZBY', 'UB')
('AC22517-2022-11-01-9992','A556-2','tTu', 'LB')
('AC12058-2022-11-01-9976','A555-4','e', 'UB')
('AC12058-2022-11-01-9977','A555-5','FEf', 'SL')
('SL04652-2022-11-02-10067','S420-11','ZLJKFQDx', 'UB')
('AC22517-2022-11-01-9996','A556-6','iHcdoXLihRC', 'SU')
('AC12058-2022-11-01-9981','A555-9','gEVQyG', 'UB')
('SL04652-2022-11-01-10200','S425-24','jMVpZ', 'SU')
('SL04652-2022-11-01-10201','S426-1','jaoJJ', 'LB')
('AC22517-2022-11-01-9998','A556-8','zvgLGQRbOp', 'LB')
('AC04652-2022-11-02-10192','A567-4','rcgOsjFxbyoHAJfB', 'UB')
('AC12058-2022-11-01-9983','A555-11','LdMk', 'SL')
('AC12058-2022-11-01-9985','A555-13','z', 'LB')
('SL22517-2022-11-02-10159','S424-7','V', 'SL')
('SL12058-2022-11-01-10023','S418-15','Ku', 'SL')
('AC22517-2022-11-01-10001','A556-11','UVN', 'SL')
('SL04652-2022-11-02-10075','S420-19','gAzomA', 'UB')
('AC04652-2022-11-02-10195','A567-7','WXkKJlGRFYU', 'LB')
('AC22517-2022-11-01-10002','A556-12','hYdXylyyzX', 'SU')
('SL22517-2022-11-02-10162','S424-10','WyplwYS', 'MB')
('SL22517-2022-11-01-10072','S420-16','dXwQmlThQRBb', 'SU')
('SL04652-2022-11-01-10208','S426-8','v', 'SU')
('AC04652-2022-11-01-10100','A562-2','AFGehbbgAqsaf', 'LB')
('SL04652-2022-11-02-10080','S420-24','DwEQsthyBSWcvS', 'SU')
('AC12058-2022-11-01-9989','A555-17','jBGJrW', 'SL')
('SL04652-2022-11-01-10210','S426-10','xraC', 'MB')
('AC12058-2022-11-01-9991','A556-1','WpIQKaCRCYUKWEi', 'LB')
('AC04652-2022-11-01-10104','A562-6','zSkHJZAa', 'SU')
('SL22517-2022-11-02-10167','S424-15','ugD', 'SL')
('AC22517-2022-11-02-10186','A566-16','Hlqpxtey', 'UB')
('AC04652-2022-11-02-10198','A567-10','qaePMjKlMS', 'UB')
('AC22517-2022-11-01-10007','A556-17','kzSsTHCO', 'SL')
('AC04652-2022-11-02-10199','A567-11','NOdvdeMOWph', 'SL')
('AC22517-2022-11-01-10009','A557-1','jRmEV', 'LB')
('AC04652-2022-11-01-10106','A562-8','KyJEhfSnsrrj', 'LB')
('SL04652-2022-11-02-10084','S421-4','hxXb', 'LB')
('AC12058-2022-11-01-9997','A556-7','YmmlHgJQ', 'LB')
('AC22517-2022-11-01-10011','A557-3','tfmBeAJnijNtcmqc', 'UB')
('SL04652-2022-11-01-10217','S426-17','uT', 'LB')
('AC12058-2022-11-01-10001','A556-11','nrXdRwjr', 'SL')
('AC22517-2022-11-02-10191','A567-3','WjdfamrwCvAUVs', 'UB')
('SL12058-2022-11-01-10043','S419-11','boDyrtFvmjSsF', 'UB')
('AC04652-2022-11-01-10109','A562-11','JpmrD', 'SL')
('SL04652-2022-11-01-10222','S426-22','Xzo', 'UB')
('AC04652-2022-11-01-10112','A562-14','nH', 'LB')
('SL04652-2022-11-02-10087','S421-7','sucxeIikU', 'SL')
('SL04652-2022-11-01-10224','S426-24','FlPYvxGKBGV', 'SU')
('AC04652-2022-11-02-10203','A567-15','DzSSrVPfjte', 'UB')
('AC04652-2022-11-01-10113','A562-15','IOghDLhq', 'UB')
('AC04652-2022-11-01-10117','A563-1','hGanxIPuTKuB', 'LB')
('AC22517-2022-11-02-10199','A567-11','CHnZ', 'SL')
('AC22517-2022-11-02-10200','A567-12','eVULyTzAjrqPnx', 'SU')
('AC22517-2022-11-01-10019','A557-11','XXuHYXEvwEIcPRq', 'SL')
('AC22517-2022-11-02-10201','A567-13','rdsThLsiamvR', 'LB')
('AC22517-2022-11-01-10020','A557-12','VyhuwLuEEY', 'SU')
('AC12058-2022-11-01-10005','A556-15','FUSdSv', 'UB')
('AC04652-2022-11-01-10122','A563-6','CC', 'SU')
('AC22517-2022-11-02-10203','A567-15','MARA', 'UB')
('AC22517-2022-11-01-10023','A557-15','cdqoeZXxLXUAUCUT', 'UB')
('AC22517-2022-11-02-10204','A567-16','v', 'UB')
('SL22517-2022-11-01-10089','S421-9','LgJAviGbJr', 'LB')
('AC12058-2022-11-01-10009','A557-1','qhaoHklsAbtdeK', 'LB')
('SL22517-2022-11-02-10183','S425-7','udCPMIutWXSHw', 'SL')
('AC12058-2022-11-01-10010','A557-2','IiahLP', 'LB')
('AC04652-2022-11-02-10216','A568-10','YqwTLNmB', 'UB')
('AC12058-2022-11-01-10011','A557-3','rFuLEycq', 'UB')
('AC04652-2022-11-02-10217','A568-11','cLjSrFiodUDX', 'SL')
('SL22517-2022-11-02-10184','S425-8','nZSHsr', 'SU')
('AC12058-2022-11-01-10015','A557-7','r', 'LB')
('SL04652-2022-11-01-10233','S427-9','RFN', 'LB')
('AC22517-2022-11-02-10211','A568-5','vKcbAEKfaKcrA', 'SL')
('AC04652-2022-11-01-10129','A563-13','oY', 'LB')
('SL22517-2022-11-01-10097','S421-17','Hqp', 'LB')
('SL04652-2022-11-02-10101','S421-21','wQIERD', 'MB')
('SL04652-2022-11-02-10102','S421-22','U', 'UB')
('AC12058-2022-11-01-10021','A557-13','agutqOnCebiIEHJX', 'LB')
('AC04652-2022-11-02-10221','A568-15','cniHJjznYpLSghz', 'UB')
('AC22517-2022-11-01-10032','A558-6','XEoFuCGtuShBVEG', 'SU')
('AC04652-2022-11-02-10223','A568-17','fpzjhJfAOIpiU', 'SL')
('AC04652-2022-11-01-10135','A564-1','KXCX', 'LB')
('AC12058-2022-11-01-10027','A558-1','QITwC', 'LB')
('SL04652-2022-11-01-10242','S427-18','WrxKUamXvlL', 'MB')
('SL22517-2022-11-01-10105','S422-1','mIabOKvu', 'LB')
('SL04652-2022-11-01-10243','S427-19','VZa', 'UB')
('AC22517-2022-11-02-10220','A568-14','xZhuVOfCX', 'LB')
('SL12058-2022-11-01-10059','S420-3','byysQpFMhDJqdjRu', 'UB')
('SL22517-2022-11-01-10108','S422-4','ceVfzIThUdN', 'LB')
('AC04652-2022-11-02-10225','A569-1','SAJc', 'LB')
('SL04652-2022-11-01-10248','S427-24','SPGKWTxjodJ', 'SU')
('AC12058-2022-11-01-10029','A558-3','lMrOmXWJhX', 'UB')
('SL22517-2022-11-01-10111','S422-7','qYnERg', 'SL')
('SL22517-2022-11-02-10197','S425-21','jjDcxTqZgg', 'MB')
('SL04652-2022-11-01-10249','S428-1','UedKkf', 'LB')
('SL04652-2022-11-02-10112','S422-8','IGpspUdKiYR', 'SU')
('SL04652-2022-11-02-10113','S422-9','ynlT', 'LB')
('SL04652-2022-11-02-10114','S422-10','Jxo', 'MB')
('AC22517-2022-11-01-10038','A558-12','riVqHCyO', 'SU')
('SL04652-2022-11-02-10115','S422-11','nZILIW', 'UB')
('SL22517-2022-11-01-10116','S422-12','UzJzQUw', 'LB')
('SL22517-2022-11-01-10119','S422-15','pSIYay', 'SL')
('SL12058-2022-11-01-10063','S420-7','UmhaRi', 'SL')
('SL04652-2022-11-01-10253','S428-5','CWjLBCjrsCyuwUP', 'MB')
('SL04652-2022-11-01-10254','S428-6','KNTaObhQFcgqMSR', 'UB')
('SL12058-2022-11-01-10066','S420-10','NbJlBRN', 'MB')
('AC12058-2022-11-01-10035','A558-9','eEjijQkBBeZhT', 'UB')
('SL04652-2022-11-01-10255','S428-7','zP', 'SL')
('AC22517-2022-11-01-10040','A558-14','wszLV', 'LB')
('SL22517-2022-11-01-10125','S422-21','IvSHU', 'MB')
('SL12058-2022-11-01-10068','S420-12','jhbzKStmG', 'LB')
('SL04652-2022-11-02-10120','S422-16','LzgY', 'SU')
('SL22517-2022-11-02-10207','S426-7','fU', 'SL')
('AC22517-2022-11-02-10237','A569-13','pdnKHKscg', 'LB')
('SL04652-2022-11-01-10256','S428-8','xKiUDJIKpGE', 'SU')
('SL22517-2022-11-01-10126','S422-22','TJtUpDtGxaHq', 'UB')
('AC04652-2022-11-01-10150','A564-16','d', 'UB')
('SL12058-2022-11-01-10071','S420-15','JtwX', 'SL')
('AC04652-2022-11-02-10237','A569-13','qqA', 'LB')
('AC04652-2022-11-02-10238','A569-14','rCspewUa', 'LB')
('SL22517-2022-11-01-10128','S422-24','DCZAtqC', 'SU')
('SL12058-2022-11-01-10073','S420-17','YHnZATgfwNoAaV', 'LB')
('AC12058-2022-11-01-10046','A559-2','sDYOeTR', 'LB')
('SL22517-2022-11-01-10129','S423-1','QMPorBsSzestb', 'LB')
('AC22517-2022-11-01-10058','A559-14','UgNozrQYH', 'LB')
('AC22517-2022-11-01-10059','A559-15','tdmIjqqeeUZPLtun', 'UB')
('AC04652-2022-11-01-10156','A565-4','JVUThqovgtG', 'UB')
('SL04652-2022-11-01-10261','S428-13','KbX', 'MB')
('AC22517-2022-11-02-10243','A570-1','kdF', 'LB')
('SL12058-2022-11-01-10075','S420-19','wDooG', 'UB')
('SL22517-2022-11-01-10130','S423-2','WPlaXLOVW', 'MB')
('AC04652-2022-11-02-10241','A569-17','tcch', 'SL')
('AC22517-2022-11-01-10060','A559-16','fuIB', 'UB')
('SL04652-2022-11-01-10266','S428-18','ARQkwJICnqvSGmV', 'MB')
('AC22517-2022-11-01-10062','A559-18','eSMIURlrBVHzxhH', 'SU')
('AC22517-2022-11-01-10063','A560-1','fDTEcjKwkoZW', 'LB')
('AC04652-2022-11-01-10159','A565-7','suROQbS', 'LB')
