('AC12058-2022-11-01-1234','A69-10','gk', 'UB')
('AC22517-2022-11-01-8451','A470-9','DTAgwvGEsuYrFVF', 'UB')
('AC22517-2022-11-01-8452','A470-10','XNWjHRPaEHySm', 'UB')
('SL22517-2022-11-01-8328','S347-24','GOGgozHLUMGHX', 'SU')
('SL12058-2022-11-01-8248','S344-16','MFhrUES', 'SU')
('AC22517-2022-11-02-8556','A476-6','UfACLFOwlFYg', 'SU')
('SL04652-2022-11-01-8441','S352-17','JDJSeQenCi', 'LB')
('AC04652-2022-11-01-8748','A486-18','ypGS', 'SU')
('SL22517-2022-11-01-8366','S349-14','bVjYbqlmHH', 'UB')
('AC22517-2022-11-01-8509','A473-13','DWZOkLMzp', 'LB')
('SL22517-2022-11-02-8434','S352-10','vTseoqhHS', 'MB')
('SL22517-2022-11-02-8443','S352-19','fT', 'UB')
('AC22517-2022-11-01-8534','A475-2','hHNAniGxP', 'LB')
('AC12058-2022-11-01-8531','A474-17','DzGPex', 'SL')
('AC22517-2022-11-01-8583','A477-15','fDC', 'UB')
('AC04652-2022-11-01-8840','A492-2','vtnHsoH', 'LB')
('SL04652-2022-11-02-8523','S356-3','RggPG', 'UB')
('AC22517-2022-11-02-8673','A482-15','RdMVbsa', 'UB')
('SL22517-2022-11-02-8504','S355-8','lD', 'SU')
('SL22517-2022-11-01-8501','S355-5','Ihaxkl', 'MB')
('SL04652-2022-11-02-8558','S357-14','KnvM', 'UB')
('SL22517-2022-11-02-8529','S356-9','NRpKPjproOsf', 'LB')
('AC22517-2022-11-02-8701','A484-7','HkuZppgNOjvPx', 'LB')
('SL22517-2022-11-02-8530','S356-10','frHjSmuDj', 'MB')
('AC22517-2022-11-02-8703','A484-9','GAzU', 'UB')
('AC12058-2022-11-01-8620','A479-16','W', 'UB')
('SL22517-2022-11-01-8506','S355-10','ot', 'MB')
('SL22517-2022-11-02-8533','S356-13','bmlAV', 'MB')
('SL04652-2022-11-01-8568','S357-24','rWWlVbigBDbizKst', 'SU')
('SL22517-2022-11-01-8534','S356-14','teAzcDk', 'UB')
('AC04652-2022-11-02-8698','A484-4','HXYVONNCbg', 'UB')
('SL22517-2022-11-01-8536','S356-16','yYJFANuqxPtJ', 'SU')
('SL22517-2022-11-02-8555','S357-11','YyeUZZnBJryCzpcz', 'UB')
('SL04652-2022-11-02-8582','S358-14','p', 'UB')
('SL04652-2022-11-01-8595','S359-3','TeuRDvOKJBUDcMW', 'UB')
('SL22517-2022-11-01-8539','S356-19','cdGYfrpZb', 'UB')
('AC22517-2022-11-02-8725','A485-13','MFfksOgDE', 'LB')
('SL12058-2022-11-01-8435','S352-11','L', 'UB')
('SL12058-2022-11-01-8436','S352-12','HpLuPVprDzGYGm', 'LB')
('AC22517-2022-11-02-8727','A485-15','LH', 'UB')
('SL12058-2022-11-01-8437','S352-13','oGDR', 'MB')
('AC12058-2022-11-01-8653','A481-13','iKBkewEMWMitnYy', 'LB')
('AC22517-2022-11-01-8653','A481-13','BNrZvnXtqrFWO', 'LB')
('AC22517-2022-11-02-8733','A486-3','ZPoXzIpJwNlAUKP', 'UB')
('SL22517-2022-11-01-8550','S357-6','WEXVdzEsBUarQ', 'UB')
('SL12058-2022-11-01-8443','S352-19','FlDOkptFsxVtD', 'UB')
('AC04652-2022-11-02-8720','A485-8','FP', 'LB')
('AC22517-2022-11-01-8708','A484-14','RWtxrm', 'LB')
('AC22517-2022-11-02-8788','A489-4','ycmLDyqPfR', 'UB')
('SL04652-2022-11-02-8678','S362-14','JrWi', 'UB')
('AC22517-2022-11-01-8738','A486-8','IgKNwQEXxnFp', 'LB')
('AC04652-2022-11-01-8998','A500-16','bPuc', 'UB')
('SL04652-2022-11-01-8672','S362-8','IrKminG', 'SU')
('SL12058-2022-11-01-8522','S356-2','YKvoNCmglILlTq', 'MB')
('SL22517-2022-11-02-8649','S361-9','daMitxvUcmlYoNO', 'LB')
('AC04652-2022-11-01-9004','A501-4','sWdXSTAKgasip', 'UB')
('SL22517-2022-11-01-8628','S360-12','PLJJoBCtyVDeye', 'LB')
('SL22517-2022-11-01-8629','S360-13','YQHz', 'MB')
('SL04652-2022-11-01-8681','S362-17','IM', 'LB')
('AC22517-2022-11-02-8819','A490-17','byryqfnbcJ', 'SL')
('SL22517-2022-11-02-8667','S362-3','eiWmHbYJV', 'UB')
('SL04652-2022-11-02-8700','S363-12','h', 'LB')
('AC04652-2022-11-01-9018','A501-18','lxcOOcFPVG', 'SU')
('AC22517-2022-11-01-8757','A487-9','N', 'UB')
('SL04652-2022-11-02-8719','S364-7','jmcuCR', 'SL')
('AC04652-2022-11-02-8827','A491-7','YDFrmalbq', 'LB')
('SL22517-2022-11-01-8677','S362-13','MjklJtWsD', 'MB')
('AC04652-2022-11-01-9067','A504-13','WD', 'LB')
('AC04652-2022-11-02-8859','A493-3','owXUETzVFc', 'UB')
('SL22517-2022-11-02-8719','S364-7','ySFYXvOyF', 'SL')
('AC22517-2022-11-01-8801','A489-17','LIoTiSGV', 'SL')
('AC12058-2022-11-01-8796','A489-12','ITLxXXWuZwJXK', 'SU')
('AC22517-2022-11-01-8802','A489-18','WNOJ', 'SU')
('SL22517-2022-11-02-8721','S364-9','JhhSxrrPY', 'LB')
('SL04652-2022-11-02-8768','S366-8','fsDMnzUeKXRZKwBL', 'SU')
('SL22517-2022-11-01-8721','S364-9','rxtuLFtzKmZvu', 'LB')
('AC04652-2022-11-01-9108','A506-18','uOIiCtaDbArXh', 'SU')
('SL22517-2022-11-02-8746','S365-10','joODlevPW', 'MB')
('AC22517-2022-11-02-8888','A494-14','qHieROZvBwDKVK', 'LB')
('SL22517-2022-11-02-8749','S365-13','wWJCNb', 'MB')
('AC22517-2022-11-01-8833','A491-13','HfQNCS', 'LB')
('SL22517-2022-11-01-8731','S364-19','wqPDWxwmvg', 'UB')
('SL04652-2022-11-02-8786','S367-2','y', 'MB')
('AC22517-2022-11-02-8902','A495-10','jcPeMMqXeo', 'UB')
('SL22517-2022-11-02-8815','S368-7','vALWIHWmKEe', 'SL')
('SL22517-2022-11-01-8784','S366-24','vyJOTfBBCjWAZYmO', 'SU')
('SL22517-2022-11-01-8785','S367-1','iOP', 'LB')
('AC04652-2022-11-02-8956','A498-10','mvSJW', 'UB')
('SL12058-2022-11-01-8686','S362-22','sbcaFUwOg', 'UB')
('AC22517-2022-11-02-8961','A498-15','atqOpIDdFPsJlGr', 'UB')
('SL12058-2022-11-01-8693','S363-5','POqEI', 'MB')
('SL04652-2022-11-01-8833','S369-1','RShqgQ', 'LB')
('AC04652-2022-11-01-9189','A511-9','lHePoNMuYnd', 'UB')
('AC22517-2022-11-01-8920','A496-10','cZhAEVDKwRLCJaXj', 'UB')
('AC04652-2022-11-02-8967','A499-3','XZdgOe', 'UB')
('SL22517-2022-11-01-8808','S367-24','WxdQXrvJITrLqfU', 'SU')
('SL22517-2022-11-01-8811','S368-3','sBDdeJCuZCGUsw', 'UB')
('AC04652-2022-11-01-9225','A513-9','NS', 'UB')
('AC22517-2022-11-01-8960','A498-14','GRmSqrrnHyJSwgpP', 'LB')
('SL22517-2022-11-01-8839','S369-7','sPc', 'SL')
('SL04652-2022-11-01-8882','S371-2','WU', 'MB')
('AC04652-2022-11-01-9229','A513-13','QxydNiMowTMxSfH', 'LB')
('AC04652-2022-11-01-9230','A513-14','wNqRrpBLYCJWRGY', 'LB')
('SL22517-2022-11-02-8887','S371-7','dSGFgIJQGZd', 'SL')
('SL04652-2022-11-02-8898','S371-18','Hu', 'MB')
('AC04652-2022-11-01-9233','A513-17','zfGwEnEbJ', 'SL')
('SL22517-2022-11-02-8895','S371-15','LKciyQmj', 'SL')
('SL12058-2022-11-01-8753','S365-17','FBFsEojvXW', 'LB')
('AC04652-2022-11-02-9008','A501-8','CyZIHcr', 'LB')
('SL22517-2022-11-01-8929','S373-1','ASbzhCa', 'LB')
('AC12058-2022-11-01-9025','A502-7','nUMdNmGDn', 'LB')
('AC04652-2022-11-01-9312','A518-6','hiZewfxUsFAiemR', 'SU')
('AC12058-2022-11-01-9026','A502-8','MOvqhyCePChRDI', 'LB')
('AC04652-2022-11-01-9315','A518-9','hduBmYMwboG', 'UB')
('AC22517-2022-11-01-9114','A507-6','VCzEi', 'SU')
('AC22517-2022-11-02-9184','A511-4','uJBTbUkqmpbNpTX', 'UB')
('SL22517-2022-11-02-9063','S378-15','lg', 'SL')
('SL22517-2022-11-02-9064','S378-16','L', 'SU')
('SL12058-2022-11-01-8938','S373-10','tPbCrPHXxKOtR', 'MB')
('SL04652-2022-11-02-9059','S378-11','BFRkoRsIeEymdY', 'UB')
('AC12058-2022-11-01-9118','A507-10','AbcRkNoTGFz', 'UB')
('AC04652-2022-11-01-9412','A523-16','iCzPrntm', 'UB')
('SL22517-2022-11-01-9008','S376-8','CbiWztpje', 'SU')
('SL04652-2022-11-01-9074','S379-2','zTtVH', 'MB')
('SL04652-2022-11-01-9075','S379-3','eMttVLlh', 'UB')
('SL12058-2022-11-01-8956','S374-4','gYOtFKvmTQeAuVOz', 'LB')
('SL22517-2022-11-01-9027','S377-3','ptrTf', 'UB')
('AC22517-2022-11-02-9207','A512-9','zdYSTzVlr', 'UB')
('AC04652-2022-11-01-9430','A524-16','maPBYGwbuUxUuHf', 'UB')
('SL22517-2022-11-01-9029','S377-5','hFJGmELg', 'MB')
('AC04652-2022-11-02-9193','A511-13','vqwaJMTwWMJYav', 'LB')
('SL12058-2022-11-01-8965','S374-13','hedsQ', 'MB')
('AC12058-2022-11-01-9147','A509-3','SPrSePw', 'UB')
('SL04652-2022-11-01-9093','S379-21','HRgRebCZE', 'MB')
('SL22517-2022-11-01-9038','S377-14','Vdq', 'UB')
('SL12058-2022-11-01-8972','S374-20','SizDTsPcN', 'LB')
('AC12058-2022-11-01-9153','A509-9','UsukkgkR', 'UB')
('SL22517-2022-11-01-9040','S377-16','IBJx', 'SU')
('SL04652-2022-11-01-9098','S380-2','RDfczJnN', 'MB')
('SL22517-2022-11-02-9091','S379-19','PpoI', 'UB')
('SL04652-2022-11-02-9097','S380-1','SajMSYmGxEoqYhw', 'LB')
('AC22517-2022-11-01-9156','A509-12','FlRTWQMiNpLOqGkO', 'SU')
('SL04652-2022-11-02-9099','S380-3','NW', 'UB')
('SL22517-2022-11-01-9053','S378-5','GzYonEwPEnq', 'MB')
('AC04652-2022-11-02-9207','A512-9','O', 'UB')
('SL04652-2022-11-02-9110','S380-14','MYFaNLHbVCxAy', 'UB')
('AC12058-2022-11-01-9208','A512-10','jzZeuirFY', 'UB')
('AC04652-2022-11-02-9249','A514-15','b', 'UB')
('AC22517-2022-11-02-9270','A515-18','HQUqRwQMP', 'SU')
('AC22517-2022-11-01-9227','A513-11','wfQOtQ', 'SL')
('SL04652-2022-11-01-9141','S381-21','CKnUAcWVEwsNh', 'MB')
('AC12058-2022-11-01-9221','A513-5','QfNDM', 'SL')
('AC22517-2022-11-01-9238','A514-4','cb', 'UB')
('AC12058-2022-11-01-9232','A513-16','PDedBpPXiirIt', 'UB')
('AC04652-2022-11-01-9511','A529-7','uaGSAXlqTaSEmJZq', 'LB')
('AC04652-2022-11-02-9276','A516-6','WlKxSGNlRqWbZEK', 'SU')
('SL12058-2022-11-01-9048','S377-24','fPud', 'SU')
('AC04652-2022-11-01-9534','A530-12','gRclXNVzUreKzWu', 'SU')
('AC22517-2022-11-01-9281','A516-11','gTAB', 'SL')
('AC12058-2022-11-01-9264','A515-12','JggQGShJGXEL', 'SU')
('SL22517-2022-11-02-9190','S383-22','t', 'UB')
('AC04652-2022-11-02-9319','A518-13','WwnnjZKrwn', 'LB')
('AC04652-2022-11-01-9541','A531-1','eGjiWstMg', 'LB')
('AC22517-2022-11-02-9323','A518-17','VVPAlBQrgCa', 'SL')
('SL04652-2022-11-02-9206','S384-14','BaPm', 'UB')
('SL22517-2022-11-01-9156','S382-12','prFeabVIeUIPXi', 'LB')
('SL22517-2022-11-01-9160','S382-16','CmJKsK', 'SU')
('AC12058-2022-11-01-9281','A516-11','MYzhkquIkLD', 'SL')
('SL22517-2022-11-01-9167','S382-23','jwmlZDnAnHs', 'SL')
('SL22517-2022-11-01-9168','S382-24','JgE', 'SU')
('AC22517-2022-11-01-9295','A517-7','fhXDxRZSznZcAJq', 'LB')
('AC04652-2022-11-02-9333','A519-9','XBrDD', 'UB')
('SL04652-2022-11-02-9218','S385-2','eJAaoxwRiOz', 'MB')
('AC12058-2022-11-01-9353','A520-11','KzURQcFOT', 'SL')
('SL22517-2022-11-02-9274','S387-10','dxjSkbMbPgpvyAS', 'MB')
('AC22517-2022-11-02-9390','A522-12','CAopjUxFftMg', 'SU')
('SL12058-2022-11-01-9151','S382-7','GOipNNu', 'SL')
('SL12058-2022-11-01-9164','S382-20','ZlzlgEfZw', 'LB')
('AC04652-2022-11-02-9415','A524-1','WhEoqz', 'LB')
('AC22517-2022-11-01-9375','A521-15','Dv', 'UB')
('AC04652-2022-11-02-9419','A524-5','znOomIkvez', 'SL')
('SL12058-2022-11-01-9171','S383-3','StZLcKwSwLAj', 'UB')
('SL22517-2022-11-02-9293','S388-5','cLXDkFQPSAV', 'MB')
('AC22517-2022-11-01-9379','A522-1','wC', 'LB')
('AC22517-2022-11-02-9407','A523-11','LQLZNmGEjQF', 'SL')
('AC04652-2022-11-01-9648','A536-18','QjvuZfvIFBlEoBb', 'SU')
('SL12058-2022-11-01-9177','S383-9','BSRWmH', 'LB')
('SL04652-2022-11-02-9303','S388-15','mUVYJX', 'SL')
('SL04652-2022-11-01-9283','S387-19','VmfrOiZBRChJQ', 'UB')
('SL22517-2022-11-02-9297','S388-9','qUGG', 'LB')
('AC22517-2022-11-01-9385','A522-7','CkLWAflfE', 'LB')
('AC12058-2022-11-01-9392','A522-14','oCfvGMZIacJff', 'LB')
('AC04652-2022-11-01-9669','A538-3','AUREdlVAfXAMZr', 'UB')
('AC22517-2022-11-01-9449','A525-17','bqSPfPAytTQ', 'SL')
('SL22517-2022-11-01-9312','S388-24','kJUmvbLIIQ', 'SU')
('SL04652-2022-11-02-9361','S391-1','yxMaSZJeLY', 'LB')
('SL22517-2022-11-02-9362','S391-2','mLqWJgrERI', 'MB')
('SL22517-2022-11-02-9363','S391-3','laFWOPwndFiAzp', 'UB')
('AC04652-2022-11-02-9481','A527-13','rRZxm', 'LB')
('SL22517-2022-11-01-9321','S389-9','lBgdvMfXqGta', 'LB')
('SL12058-2022-11-01-9255','S386-15','GMgkhjqw', 'SL')
('AC04652-2022-11-01-9724','A541-4','dweSuGvDrfS', 'UB')
('AC22517-2022-11-01-9466','A526-16','ADBjTDw', 'UB')
('AC12058-2022-11-01-9493','A528-7','gYNzJr', 'LB')
('AC22517-2022-11-02-9517','A529-13','U', 'LB')
('AC22517-2022-11-02-9518','A529-14','MRw', 'LB')
('SL22517-2022-11-02-9416','S393-8','QKgKqWXWEV', 'SU')
('SL12058-2022-11-01-9296','S388-8','ZYXH', 'SU')
('AC22517-2022-11-02-9523','A530-1','cWWdTxVdbkmG', 'LB')
('SL12058-2022-11-01-9297','S388-9','FjdELwqtZHZDUvx', 'LB')
('AC12058-2022-11-01-9521','A529-17','QgbBY', 'SL')
('AC12058-2022-11-01-9589','A533-13','kIAyHcQi', 'LB')
('SL12058-2022-11-01-9380','S391-20','qhcuVIK', 'LB')
('AC12058-2022-11-01-9592','A533-16','DjHEdm', 'UB')
('SL04652-2022-11-01-9492','S396-12','QWrdgpfFvNLOZp', 'LB')
('SL04652-2022-11-02-9508','S397-4','cLkho', 'LB')
('SL22517-2022-11-01-9452','S394-20','EtjxiVGK', 'LB')
('SL04652-2022-11-02-9517','S397-13','kjzyNPjUqC', 'MB')
('SL22517-2022-11-02-9519','S397-15','F', 'SL')
('AC04652-2022-11-02-9625','A535-13','vwtCiKMHBhYkUWq', 'LB')
('SL22517-2022-11-01-9477','S395-21','PNeS', 'MB')
('AC22517-2022-11-01-9620','A535-8','mECCj', 'LB')
('AC22517-2022-11-01-9622','A535-10','GNVJvIvVjVqu', 'UB')
('SL22517-2022-11-01-9483','S396-3','EMFvMQSPIO', 'UB')
('AC04652-2022-11-02-9643','A536-13','Jxbjh', 'LB')
('SL04652-2022-11-02-9545','S398-17','IK', 'LB')
('AC04652-2022-11-02-9653','A537-5','iLswomvWZqBnP', 'SL')
('SL22517-2022-11-01-9496','S396-16','pIj', 'SU')
('AC12058-2022-11-01-9677','A538-11','OwepAGTOPxHi', 'SL')
('AC22517-2022-11-02-9703','A540-1','D', 'LB')
('AC12058-2022-11-01-9738','A541-18','YybxiyBXRE', 'SU')
('AC04652-2022-11-01-9973','A555-1','TuuSKHUljPhW', 'LB')
('AC22517-2022-11-01-9777','A544-3','WaurUtlLLpwjCbOC', 'UB')
('AC12058-2022-11-01-9798','A545-6','iEVcmpjyY', 'SU')
('SL22517-2022-11-02-9719','S405-23','whhDpydDLBgFygQg', 'SL')
('AC04652-2022-11-01-10077','A560-15','b', 'UB')
('AC04652-2022-11-01-10082','A561-2','cqKqqEEs', 'LB')
('AC22517-2022-11-02-9882','A549-18','nEAqBrDTPT', 'SU')
('SL04652-2022-11-02-9750','S407-6','JFkSMPndhxrxrSJW', 'UB')
('SL22517-2022-11-02-9811','S409-19','SrxkjwAUoJ', 'UB')
('AC22517-2022-11-02-9910','A551-10','HX', 'UB')
('SL04652-2022-11-01-9782','S408-14','nRKo', 'UB')
('AC22517-2022-11-02-9918','A551-18','wHhx', 'SU')
('SL12058-2022-11-01-9642','S402-18','IKCdzMPgaCYkpNn', 'MB')
('SL04652-2022-11-02-9782','S408-14','tzFsmOuSzAu', 'UB')
('AC12058-2022-11-01-9896','A550-14','KPRfSYhsoMr', 'LB')
('SL12058-2022-11-01-9656','S403-8','QaUgLFdQXIEecP', 'SU')
('SL04652-2022-11-01-9799','S409-7','uWYOloshGveFleu', 'SL')
('AC04652-2022-11-01-10139','A564-5','z', 'SL')
('SL22517-2022-11-01-9730','S406-10','SkdL', 'MB')
('AC22517-2022-11-01-9906','A551-6','PWddJLmiSnHiMf', 'SU')
('SL04652-2022-11-02-9808','S409-16','aqeeGpXDrCzRNRVQ', 'SU')
('SL04652-2022-11-02-9809','S409-17','TmScwXOiiZ', 'LB')
('SL04652-2022-11-01-9814','S409-22','RvfzF', 'UB')
('SL22517-2022-11-02-9846','S411-6','AjpUvLtOV', 'UB')
('AC22517-2022-11-01-9918','A551-18','xPRiZCuTz', 'SU')
('AC04652-2022-11-02-9936','A552-18','fQOerAsLFWaWU', 'SU')
('AC04652-2022-11-01-10148','A564-14','WbrlZr', 'LB')
('AC22517-2022-11-01-9921','A552-3','lGjASsFyGT', 'UB')
('AC04652-2022-11-01-10150','A564-16','oAGZOaR', 'UB')
('SL22517-2022-11-01-9750','S407-6','lXdRrTWXffY', 'UB')
('SL04652-2022-11-02-9821','S410-5','kAantQ', 'MB')
('SL04652-2022-11-02-9825','S410-9','h', 'LB')
('AC12058-2022-11-01-9932','A552-14','jnEfScGzTG', 'LB')
('AC22517-2022-11-01-9932','A552-14','jg', 'LB')
('AC12058-2022-11-01-9937','A553-1','vTeLLKqikWpO', 'LB')
('SL22517-2022-11-01-9769','S408-1','aoRBOHnQ', 'LB')
('AC22517-2022-11-02-9964','A554-10','MbBCIHaombBPCK', 'UB')
('SL12058-2022-11-01-9691','S404-19','Fjq', 'UB')
('SL22517-2022-11-01-9771','S408-3','FWBAJvHVzXYLz', 'UB')
('AC22517-2022-11-02-9968','A554-14','vEowSIejBuOKJ', 'LB')
('SL22517-2022-11-01-9872','S412-8','gBysUSWjFjLCWOVl', 'SU')
('SL22517-2022-11-01-9875','S412-11','LkCr', 'UB')
('SL04652-2022-11-02-9958','S415-22','NbYKwJnDQFxfPKt', 'UB')
('AC22517-2022-11-02-10085','A561-5','fdyyhr', 'SL')
('SL04652-2022-11-01-9936','S414-24','dTc', 'SU')
('AC22517-2022-11-01-10051','A559-7','laWtSg', 'LB')
('AC04652-2022-11-01-10268','A571-8','kSAtC', 'LB')
('SL12058-2022-11-01-9820','S410-4','AGRpLqISHe', 'LB')
('SL22517-2022-11-01-9883','S412-19','kjnUPSnDTifh', 'UB')
('SL22517-2022-11-01-9901','S413-13','UnZfazKDvjxAKleY', 'MB')
('SL22517-2022-11-02-10014','S418-6','ukvndKssrdDTLt', 'UB')
('AC22517-2022-11-02-10136','A564-2','YKBVm', 'LB')
('AC22517-2022-11-02-10137','A564-3','qFr', 'UB')
('SL22517-2022-11-02-10018','S418-10','ZYBpsD', 'MB')
('AC12058-2022-11-01-10114','A562-16','EM', 'UB')
('AC04652-2022-11-01-10313','A573-17','UohDafRpQMb', 'SL')
('SL04652-2022-11-01-9972','S416-12','a', 'LB')
('SL22517-2022-11-02-10022','S418-14','YpFZqTDkLIQkH', 'UB')
('AC22517-2022-11-01-10159','A565-7','zOwLAJJXHSmZHuA', 'LB')
('AC22517-2022-11-01-10161','A565-9','nEVe', 'UB')
('SL04652-2022-11-01-10044','S419-12','U', 'LB')
('AC04652-2022-11-02-10186','A566-16','eXzKuL', 'UB')
('AC22517-2022-11-01-10164','A565-12','rt', 'SU')
('AC12058-2022-11-01-10186','A566-16','MOWDedDSvhzRw', 'UB')
('SL04652-2022-11-01-10056','S419-24','sRcpSkBiwrQ', 'SU')
('AC22517-2022-11-02-10200','A567-12','wUGWLxUirXAhBId', 'SU')
('AC04652-2022-11-02-10201','A567-13','rIvBJFFUl', 'LB')
('SL04652-2022-11-02-10100','S421-20','QmHHaZVqs', 'LB')
('SL22517-2022-11-02-10096','S421-16','rJsL', 'SU')
('SL22517-2022-11-02-10097','S421-17','cUsgcyVrxGu', 'LB')
('AC22517-2022-11-02-10211','A568-5','zjJ', 'SL')
('AC04652-2022-11-02-10210','A568-4','CTLyU', 'UB')
('SL04652-2022-11-01-10067','S420-11','qWzzXJ', 'UB')
('SL12058-2022-11-01-9942','S415-6','YMHENqqMeab', 'UB')
('SL04652-2022-11-02-10112','S422-8','VhEpgNaKw', 'SU')
('AC22517-2022-11-01-10191','A567-3','ThB', 'UB')
('SL04652-2022-11-01-10072','S420-16','Ps', 'SU')
('AC04652-2022-11-01-10403','A578-17','caclDXeDNpETjhE', 'SL')
('AC22517-2022-11-01-10195','A567-7','gZxhtNnUwr', 'LB')
('SL04652-2022-11-02-10120','S422-16','j', 'SU')
('SL22517-2022-11-01-10002','S417-18','hZzNYj', 'MB')
('AC04652-2022-11-01-10412','A579-8','MpSQlrjlOuW', 'LB')
('SL22517-2022-11-02-10119','S422-15','bNtnHyUig', 'SL')
('SL22517-2022-11-01-10009','S418-1','RWdexCHBd', 'LB')
('AC04652-2022-11-02-10238','A569-14','mZbWXRjIkt', 'LB')
('SL04652-2022-11-01-10097','S421-17','CJQMP', 'LB')
('SL04652-2022-11-02-10134','S423-6','czjYANVqWI', 'UB')
('AC22517-2022-11-02-10231','A569-7','gQKGQDx', 'LB')
('SL22517-2022-11-01-10082','S421-2','HlnuuerEQf', 'MB')
('AC22517-2022-11-01-10264','A571-4','cZgIYF', 'UB')
('SL22517-2022-11-01-10135','S423-7','QndhX', 'SL')
('AC22517-2022-11-02-10362','A576-12','lpOfAmKBcMYJkrc', 'SU')
('SL12058-2022-11-01-10176','S424-24','AkCPgMA', 'SU')
('SL22517-2022-11-02-10337','S431-17','AJXrpJYX', 'LB')
('SL22517-2022-11-02-10345','S432-1','XuemMerv', 'LB')
('SL12058-2022-11-01-10194','S425-18','nbfPre', 'MB')
('AC22517-2022-11-02-10449','A581-9','aYBe', 'UB')
('SL04652-2022-11-02-10354','S432-10','KyNIhy', 'MB')
('SL12058-2022-11-01-10197','S425-21','kwZYZQ', 'MB')
('SL22517-2022-11-02-10363','S432-19','dN', 'UB')
('SL04652-2022-11-01-10335','S431-15','XyF', 'SL')
('SL22517-2022-11-01-10263','S428-15','owzcAQzyI', 'SL')
('AC04652-2022-11-01-10647','A592-9','Ec', 'UB')
('SL22517-2022-11-02-10367','S432-23','eQ', 'SL')
('AC22517-2022-11-02-10558','A587-10','MAkLyKUg', 'UB')
('SL22517-2022-11-01-10360','S432-16','t', 'SU')
('SL22517-2022-11-01-10362','S432-18','bZaxhOVYtzgYV', 'MB')
('SL04652-2022-11-01-10425','S435-9','AmerbrClmNus', 'LB')
('SL12058-2022-11-01-10303','S430-7','HktDmccIEcKgNGbo', 'SL')
('SL12058-2022-11-01-10306','S430-10','INfzlPjsIjf', 'MB')
('SL04652-2022-11-01-10447','S436-7','ukIolWFCgtIRqm', 'SL')
('AC04652-2022-11-02-10587','A589-3','qniIhqWHxbst', 'UB')
('SL04652-2022-11-01-10455','S436-15','SrWShwcrBv', 'SL')
('AC22517-2022-11-02-10594','A589-10','efeHQyY', 'UB')
('SL04652-2022-11-01-10456','S436-16','bMAuwhWgipIveBF', 'SU')
('SL12058-2022-11-01-10336','S431-16','xmKfioxSWw', 'SU')
('SL04652-2022-11-01-10458','S436-18','mMKwUIy', 'MB')
('AC04652-2022-11-01-10762','A598-16','WwAOCqCXIMuzmYb', 'UB')
('SL04652-2022-11-01-10464','S436-24','YSGmMqRDETooHD', 'SU')
('AC22517-2022-11-02-10604','A590-2','wxKpq', 'LB')
('AC22517-2022-11-01-10575','A588-9','MnHYZjnPzMk', 'UB')
('SL22517-2022-11-02-10515','S439-3','ZXiNqpUm', 'UB')
('AC12058-2022-11-01-10588','A589-4','kDlWe', 'UB')
('AC22517-2022-11-01-10579','A588-13','egKVQzsHGFfvEX', 'LB')
('AC22517-2022-11-01-10581','A588-15','aQD', 'UB')
('SL04652-2022-11-01-10472','S437-8','dCfGZneAdRwuCnr', 'SU')
('SL22517-2022-11-01-10412','S434-20','BXsJUySIwyu', 'LB')
('SL22517-2022-11-02-10518','S439-6','QEvXjUKMuALolPZ', 'UB')
('SL04652-2022-11-02-10516','S439-4','IKFwZBm', 'LB')
('SL22517-2022-11-01-10415','S434-23','rqQlGsWXzkqMgiZL', 'SL')
('SL12058-2022-11-01-10352','S432-8','qrhnrJ', 'SU')
('AC04652-2022-11-02-10711','A596-1','G', 'LB')
('AC04652-2022-11-02-10712','A596-2','MWyOcdQlBqlumYE', 'LB')
('AC22517-2022-11-01-10690','A594-16','UgRcAlCltGUgHP', 'UB')
('AC04652-2022-11-01-10891','A606-1','qZGNd', 'LB')
('AC04652-2022-11-01-10892','A606-2','UCHPxMtzDScD', 'LB')
('SL04652-2022-11-02-10628','S443-20','TaaRDn', 'LB')
('SL04652-2022-11-02-10629','S443-21','UBzdRv', 'MB')
('AC12058-2022-11-01-10710','A595-18','JiAqbJAI', 'SU')
('SL22517-2022-11-01-10529','S439-17','MZ', 'LB')
('SL04652-2022-11-01-10594','S442-10','OzgtshvBKIcBWb', 'MB')
('SL22517-2022-11-01-10531','S439-19','ZMZXGnuMjMXLqb', 'UB')
('AC22517-2022-11-02-10763','A598-17','FKhLY', 'SL')
('AC22517-2022-11-01-10744','A597-16','SCEmjZqDDyvXpcBS', 'UB')
('SL04652-2022-11-02-10681','S446-1','iAWjUcntTnnVLWsm', 'LB')
('AC22517-2022-11-02-10778','A599-14','XdCC', 'LB')
('AC04652-2022-11-02-10770','A599-6','cEIePv', 'SU')
('SL22517-2022-11-01-10590','S442-6','ebpbNqVWKJIkab', 'UB')
('SL04652-2022-11-01-10653','S444-21','QSQsd', 'MB')
('AC22517-2022-11-02-10785','A600-3','UHDo', 'UB')
('SL04652-2022-11-01-10659','S445-3','DxXzu', 'UB')
('SL22517-2022-11-01-10595','S442-11','ycaGcvnDYgCmbgG', 'UB')
('AC12058-2022-11-01-10782','A599-18','UlDoX', 'SU')
('AC04652-2022-11-01-10944','A608-18','NfsNoVU', 'SU')
('AC22517-2022-11-01-10783','A600-1','vQKxCuGHUIBUz', 'LB')
