('SL12058-2022-11-01-187','S8-19','axVq', 'UB')
('SL04652-2022-11-02-5654','S236-14','CJBLHPAxMomyePOF', 'UB')
('SL22517-2022-11-02-5635','S235-19','VzMMQ', 'UB')
('SL04652-2022-11-01-5611','S234-19','SMifIxrkXQIzRIcg', 'UB')
('AC22517-2022-11-02-5728','A319-4','jfkrjk', 'UB')
('AC22517-2022-11-02-5729','A319-5','eizJHIG', 'SL')
('SL04652-2022-11-02-5683','S237-19','gJIbqYyRwRNriq', 'UB')
('SL22517-2022-11-01-5641','S236-1','amXOwFZ', 'LB')
('AC04652-2022-11-02-5822','A324-8','ZlPaFUsbvDCtv', 'LB')
('AC04652-2022-11-02-5823','A324-9','Pg', 'UB')
('AC04652-2022-11-02-5824','A324-10','TEdIlddTolfX', 'UB')
('SL12058-2022-11-01-5638','S235-22','VcVm', 'UB')
('AC22517-2022-11-02-5774','A321-14','yTBjPPdvKGHafU', 'LB')
('SL04652-2022-11-01-5676','S237-12','FQCTgwlNofXSvR', 'LB')
('SL22517-2022-11-02-5715','S239-3','DvykHuWqd', 'UB')
('SL04652-2022-11-01-5686','S237-22','sOq', 'UB')
('AC04652-2022-11-02-5839','A325-7','uVUG', 'LB')
('SL04652-2022-11-02-5748','S240-12','QDBhQsysjVM', 'LB')
('AC12058-2022-11-01-5791','A322-13','M', 'LB')
('AC04652-2022-11-02-5843','A325-11','xYuXFdSdncd', 'SL')
('AC22517-2022-11-01-5818','A324-4','PtvhUElpRO', 'UB')
('AC04652-2022-11-01-6034','A336-4','eUBGNra', 'UB')
('SL04652-2022-11-01-5705','S238-17','InHAvyiqRvqhawk', 'LB')
('SL22517-2022-11-01-5706','S238-18','vQ', 'MB')
('AC22517-2022-11-01-5853','A326-3','UwGvurCwluggf', 'UB')
('AC04652-2022-11-01-6069','A338-3','WR', 'UB')
('SL04652-2022-11-01-5734','S239-22','azCaZkXzp', 'UB')
('AC04652-2022-11-02-5892','A328-6','GXkTyEFYqTRvPXC', 'SU')
('SL04652-2022-11-01-5764','S241-4','FGwz', 'LB')
('SL04652-2022-11-02-5828','S243-20','uB', 'LB')
('SL22517-2022-11-02-5826','S243-18','pnsuZcANSgRyG', 'MB')
('SL04652-2022-11-02-5835','S244-3','JXOQljI', 'UB')
('AC22517-2022-11-01-5882','A327-14','unCOZ', 'LB')
('SL04652-2022-11-01-5772','S241-12','KFCkHWAIHMAIfCG', 'LB')
('AC22517-2022-11-01-5884','A327-16','yQWymXIV', 'UB')
('AC22517-2022-11-02-5892','A328-6','OtwCMigcyr', 'SU')
('AC12058-2022-11-01-5872','A327-4','JH', 'UB')
('SL04652-2022-11-02-5857','S245-1','VGisrvGmNCjyCye', 'LB')
('SL22517-2022-11-02-5849','S244-17','aOyEdR', 'LB')
('SL04652-2022-11-02-5861','S245-5','QIsOUEmXyAmjRIZU', 'MB')
('AC04652-2022-11-01-6129','A341-9','XJHvZYdqzVwTdgmF', 'UB')
('SL22517-2022-11-02-5859','S245-3','qK', 'UB')
('SL04652-2022-11-02-5867','S245-11','DCq', 'UB')
('SL22517-2022-11-01-5792','S242-8','rOhlaeo', 'SU')
('AC22517-2022-11-02-5924','A330-2','IfjjbFyukUwnpepf', 'LB')
('AC12058-2022-11-01-5915','A329-11','IFM', 'SL')
('SL04652-2022-11-02-5907','S247-3','WxhEfqAdfQCTm', 'UB')
('AC04652-2022-11-02-6006','A334-12','vDseyNAP', 'SU')
('SL04652-2022-11-02-5939','S248-11','rEb', 'UB')
('AC12058-2022-11-01-5962','A332-4','nudOnG', 'UB')
('AC12058-2022-11-01-5969','A332-11','OKpasx', 'SL')
('SL04652-2022-11-02-5987','S250-11','DJTOlXisBUrzt', 'UB')
('AC22517-2022-11-02-6018','A335-6','jiHmwqmzF', 'SU')
('AC04652-2022-11-01-6258','A348-12','LyMxfFbEaKXIImk', 'SU')
('SL04652-2022-11-01-5896','S246-16','Cmot', 'SU')
('SL22517-2022-11-01-5904','S246-24','qATltvuLeDlIH', 'SU')
('AC04652-2022-11-02-6073','A338-7','bjxu', 'LB')
('AC22517-2022-11-02-6090','A339-6','AIbzkO', 'SU')
('SL22517-2022-11-01-5961','S249-9','hjwqmUnvlADlLA', 'LB')
('SL04652-2022-11-02-6052','S253-4','YuIagVMLb', 'LB')
('SL04652-2022-11-01-5969','S249-17','FDhWcPYhiQPfQG', 'LB')
('AC04652-2022-11-01-6332','A352-14','KVGWQ', 'LB')
('SL22517-2022-11-01-5965','S249-13','fyjLAXlJtFzW', 'MB')
('AC04652-2022-11-01-6334','A352-16','IT', 'UB')
('AC12058-2022-11-01-6085','A339-1','xfWkVEOHvAyt', 'LB')
('SL22517-2022-11-02-6049','S253-1','ziXzrhA', 'LB')
('SL04652-2022-11-02-6062','S253-14','lOtjVIOb', 'UB')
('SL04652-2022-11-02-6063','S253-15','rIJIMGTgN', 'SL')
('SL22517-2022-11-01-6001','S251-1','CvEz', 'LB')
('SL22517-2022-11-01-6002','S251-2','jPsAPANZZHMpfMD', 'MB')
('SL22517-2022-11-01-6003','S251-3','aISDViLlwfdNNqa', 'UB')
('AC04652-2022-11-02-6172','A343-16','ssnEiwWdIk', 'UB')
('SL04652-2022-11-02-6100','S255-4','SaHLFaBxOC', 'LB')
('SL12058-2022-11-01-5969','S249-17','dY', 'LB')
('SL04652-2022-11-02-6101','S255-5','eAoJbqLEPcatql', 'MB')
('SL22517-2022-11-01-6060','S253-12','lGqYJbA', 'LB')
('SL12058-2022-11-01-5988','S250-12','mIssVJmnklGcxI', 'LB')
('SL12058-2022-11-01-5989','S250-13','EfkexZTpGa', 'MB')
('SL22517-2022-11-02-6142','S256-22','WrtvCAz', 'UB')
('SL04652-2022-11-02-6141','S256-21','F', 'MB')
('AC12058-2022-11-01-6179','A344-5','zV', 'SL')
('AC12058-2022-11-01-6181','A344-7','INCIHryPnXCK', 'LB')
('AC22517-2022-11-01-6197','A345-5','hgLXndvVo', 'SL')
('SL22517-2022-11-01-6071','S253-23','L', 'SL')
('AC04652-2022-11-01-6452','A359-8','waOrcTvfaHtvH', 'LB')
('AC04652-2022-11-01-6493','A361-13','pe', 'LB')
('AC12058-2022-11-01-6230','A347-2','qKuhZgPcCGM', 'LB')
('AC22517-2022-11-01-6246','A347-18','rTgpTluaT', 'SU')
('SL22517-2022-11-01-6116','S255-20','TjSbDqp', 'LB')
('SL12058-2022-11-01-6041','S252-17','PWjCSGrLfBX', 'LB')
('SL12058-2022-11-01-6042','S252-18','dKGuNvBkDrx', 'MB')
('AC04652-2022-11-01-6529','A363-13','YBTc', 'LB')
('AC04652-2022-11-01-6530','A363-14','iMIfiKrz', 'LB')
('AC22517-2022-11-02-6270','A349-6','zisXxto', 'SU')
('SL22517-2022-11-02-6229','S260-13','yZE', 'MB')
('SL04652-2022-11-02-6213','S259-21','fp', 'MB')
('SL22517-2022-11-02-6237','S260-21','VfMCuWhg', 'MB')
('SL04652-2022-11-01-6154','S257-10','I', 'MB')
('AC12058-2022-11-01-6279','A349-15','JSWGkJeAvQ', 'UB')
('AC22517-2022-11-01-6289','A350-7','tRvvmPtM', 'LB')
('SL12058-2022-11-01-6074','S254-2','FBbYviTDJOmtEtpz', 'MB')
('AC22517-2022-11-01-6295','A350-13','LbkBRHPUAMuzR', 'LB')
('AC22517-2022-11-01-6309','A351-9','lDwNoYbvobamQno', 'UB')
('SL22517-2022-11-02-6264','S261-24','L', 'SU')
('SL04652-2022-11-01-6176','S258-8','dmKCTkWSBTQT', 'SU')
('SL04652-2022-11-01-6177','S258-9','EmnbTZYsKsQ', 'LB')
('AC04652-2022-11-01-6569','A365-17','eYsBV', 'SL')
('SL12058-2022-11-01-6114','S255-18','DVkUaso', 'MB')
('SL04652-2022-11-01-6191','S258-23','EZ', 'SL')
('SL12058-2022-11-01-6159','S257-15','zLD', 'SL')
('AC04652-2022-11-01-6630','A369-6','wzdbjTLyfCQcXc', 'SU')
('AC04652-2022-11-01-6631','A369-7','DMNdzDIvrhoPyBvK', 'LB')
('AC04652-2022-11-01-6634','A369-10','ynrFBRLJJslMw', 'UB')
('AC04652-2022-11-02-6387','A355-15','OFrpIoadFBvwD', 'UB')
('AC22517-2022-11-02-6364','A354-10','T', 'UB')
('SL22517-2022-11-02-6330','S264-18','zZiKyDdDt', 'MB')
('SL22517-2022-11-02-6342','S265-6','Hzcw', 'UB')
('SL12058-2022-11-01-6187','S258-19','Z', 'UB')
('SL22517-2022-11-01-6272','S262-8','pddSHCDJcz', 'SU')
('AC12058-2022-11-01-6398','A356-8','jtOBxM', 'LB')
('AC04652-2022-11-01-6668','A371-8','yqRfyttPXFvIE', 'LB')
('SL04652-2022-11-02-6357','S265-21','lrajyyEIDpjcylnP', 'MB')
('AC22517-2022-11-02-6402','A356-12','HAa', 'SU')
('AC04652-2022-11-01-6671','A371-11','DwWvOi', 'SL')
('SL04652-2022-11-01-6314','S264-2','JNaHfgwckkHkd', 'MB')
('SL04652-2022-11-01-6315','S264-3','vATtdvYZvdwea', 'UB')
('SL22517-2022-11-02-6387','S267-3','uIrzxFXujO', 'UB')
('SL22517-2022-11-01-6312','S263-24','WDSuBzhszsC', 'SU')
('AC04652-2022-11-02-6453','A359-9','rABxZapzqQQoSlB', 'UB')
('SL22517-2022-11-02-6390','S267-6','YSSbOnMTKGWctWqO', 'UB')
('SL12058-2022-11-01-6237','S260-21','VAKdpdyhPDJk', 'MB')
('SL12058-2022-11-01-6238','S260-22','NweKkktrHXmHWng', 'UB')
('AC22517-2022-11-02-6434','A358-8','EosB', 'LB')
('AC04652-2022-11-02-6457','A359-13','HkilcOeaDfEt', 'LB')
('SL12058-2022-11-01-6301','S263-13','KZztrbMPI', 'MB')
('AC04652-2022-11-01-6783','A377-15','YDckOstgvo', 'UB')
('SL04652-2022-11-02-6466','S270-10','xTkLMwGyPrZk', 'MB')
('AC04652-2022-11-01-6798','A378-12','fr', 'SU')
('AC12058-2022-11-01-6521','A363-5','Qyw', 'SL')
('SL22517-2022-11-02-6498','S271-18','sbzGURbB', 'MB')
('SL04652-2022-11-02-6502','S271-22','ZIV', 'UB')
('AC22517-2022-11-02-6541','A364-7','bKPsZZCfJfq', 'LB')
('AC04652-2022-11-02-6551','A364-17','OkVlcCaGtvG', 'SL')
('SL12058-2022-11-01-6349','S265-13','xyWaXDoSgItdS', 'MB')
('AC22517-2022-11-01-6550','A364-16','vItWGxSm', 'UB')
('AC04652-2022-11-01-6826','A380-4','etoDAQzbSHpRD', 'UB')
('AC22517-2022-11-02-6544','A364-10','KQndl', 'UB')
('SL22517-2022-11-02-6509','S272-5','LVyoH', 'MB')
('SL22517-2022-11-01-6442','S269-10','mqGQNBwMqvRtJ', 'MB')
('AC22517-2022-11-02-6545','A364-11','Jh', 'SL')
('AC04652-2022-11-02-6556','A365-4','W', 'UB')
('SL22517-2022-11-01-6446','S269-14','dTIkiPdu', 'UB')
('AC04652-2022-11-01-6829','A380-7','QVyAzZPr', 'LB')
('AC22517-2022-11-01-6559','A365-7','gKZOUbSBt', 'LB')
('AC22517-2022-11-02-6559','A365-7','kZp', 'LB')
('SL04652-2022-11-01-6459','S270-3','t', 'UB')
('SL04652-2022-11-02-6542','S273-14','LtkrzIy', 'UB')
('AC04652-2022-11-01-6860','A382-2','RMVIN', 'LB')
('SL22517-2022-11-01-6487','S271-7','vSLhpHWVLj', 'SL')
('SL04652-2022-11-02-6573','S274-21','t', 'MB')
('AC04652-2022-11-01-6909','A384-15','T', 'UB')
('SL04652-2022-11-01-6527','S272-23','eAElLq', 'SL')
('SL22517-2022-11-02-6603','S276-3','yAlLjydNhkRzQi', 'UB')
('SL12058-2022-11-01-6447','S269-15','eLjGuncdzlmi', 'SL')
('SL12058-2022-11-01-6448','S269-16','mW', 'SU')
('AC22517-2022-11-01-6641','A369-17','QYTYeZDVyc', 'SL')
('AC04652-2022-11-01-6916','A385-4','n', 'UB')
('SL04652-2022-11-02-6626','S277-2','OzcbGq', 'MB')
('AC04652-2022-11-02-6683','A372-5','euOOUkFsWiruATo', 'SL')
('SL12058-2022-11-01-6480','S270-24','nBJIUBPphjA', 'SU')
('AC12058-2022-11-01-6681','A372-3','yMj', 'UB')
('AC04652-2022-11-01-6954','A387-6','CFa', 'SU')
('SL12058-2022-11-01-6485','S271-5','BZAslUTdzl', 'MB')
('AC04652-2022-11-02-6690','A372-12','rnGLtbRvnjSvLEI', 'SU')
('SL22517-2022-11-02-6657','S278-9','RGeoautylzXjOmPS', 'LB')
('SL12058-2022-11-01-6578','S275-2','bNfVoEJp', 'MB')
('SL22517-2022-11-01-6636','S277-12','noxRJbidzPveAYu', 'LB')
('SL04652-2022-11-01-6698','S280-2','bWMZBkvYvMyv', 'MB')
('AC12058-2022-11-01-6803','A378-17','TwAdpTAbFLpBAt', 'SL')
('AC04652-2022-11-01-7057','A393-1','UjGKBSBNXxbEw', 'LB')
('SL04652-2022-11-01-6760','S282-16','JtsrBwL', 'SU')
('SL12058-2022-11-01-6637','S277-13','oCKRSaC', 'MB')
('SL04652-2022-11-01-6791','S283-23','TGHetTYmCmVas', 'SL')
('AC12058-2022-11-01-6892','A383-16','fiYMklwlZw', 'UB')
('SL22517-2022-11-02-6840','S285-24','RClLQAkMHBD', 'SU')
('SL04652-2022-11-02-6827','S285-11','EwvUcXYt', 'UB')
('AC12058-2022-11-01-6894','A383-18','YrIJrZlXJaY', 'SU')
('AC04652-2022-11-02-6863','A382-5','ypDDKYiOWcnJnJ', 'SL')
('AC22517-2022-11-02-6891','A383-15','ZXNwiqSxewnhhBI', 'UB')
('AC22517-2022-11-01-6873','A382-15','Z', 'UB')
('SL12058-2022-11-01-6680','S279-8','SY', 'SU')
('SL12058-2022-11-01-6682','S279-10','czrbYgS', 'MB')
('SL12058-2022-11-01-6683','S279-11','gtVRkmDD', 'UB')
('SL22517-2022-11-01-6769','S283-1','fFEUIedLQ', 'LB')
('SL04652-2022-11-02-6870','S287-6','MeyGaMnEMyqcBzIE', 'UB')
('AC12058-2022-11-01-6928','A385-16','XRknhyvJZDBreOz', 'UB')
('SL22517-2022-11-02-6877','S287-13','IotBSfsrVSedXmN', 'MB')
('AC22517-2022-11-02-6935','A386-5','czMZVeGc', 'SL')
('AC04652-2022-11-02-6912','A384-18','MxZk', 'SU')
('SL04652-2022-11-01-6871','S287-7','SVsGTymmoQbtEe', 'SL')
('AC04652-2022-11-02-6925','A385-13','UubDnWH', 'LB')
('SL12058-2022-11-01-6738','S281-18','RduJCpRtuLKXYDqL', 'MB')
('SL04652-2022-11-01-6873','S287-9','pKN', 'LB')
('SL04652-2022-11-01-6874','S287-10','KTCgcZuZRIG', 'MB')
('AC04652-2022-11-02-6929','A385-17','EUvwLWUiOYEg', 'SL')
('SL12058-2022-11-01-6743','S281-23','IDyOhTyKpTdUC', 'SL')
('SL12058-2022-11-01-6770','S283-2','PvihbVzptacovjBZ', 'MB')
('AC12058-2022-11-01-6972','A388-6','ZPAKw', 'SU')
('SL22517-2022-11-02-6922','S289-10','nwbeLW', 'MB')
('AC22517-2022-11-02-6982','A388-16','alvjjvaQkoNp', 'UB')
('AC12058-2022-11-01-6974','A388-8','RFuuKjchBUXlBvJg', 'LB')
('SL04652-2022-11-01-6914','S289-2','SbzRQCAJDDFpVviR', 'MB')
('AC04652-2022-11-01-7235','A402-17','MspGwoCJKAls', 'SL')
('SL22517-2022-11-02-6928','S289-16','FWTJoUuUyDk', 'SU')
('SL22517-2022-11-01-6847','S286-7','uYHUwlQHyZ', 'SL')
('SL22517-2022-11-01-6883','S287-19','DkouwMbaPWWxIhC', 'UB')
('AC22517-2022-11-02-7047','A392-9','VhtvEA', 'UB')
('AC12058-2022-11-01-7042','A392-4','tJ', 'UB')
('SL22517-2022-11-02-7008','S292-24','qiqLg', 'SU')
('AC04652-2022-11-01-7343','A408-17','YJiaGpi', 'SL')
('SL22517-2022-11-01-6926','S289-14','snDWtshbLBgv', 'UB')
('SL04652-2022-11-02-7100','S296-20','iiPSPgq', 'LB')
('SL12058-2022-11-01-6943','S290-7','vLRdrzGRyVqzW', 'SL')
('SL04652-2022-11-01-7064','S295-8','yvfgXaEupUe', 'SU')
('AC04652-2022-11-02-7129','A397-1','Z', 'LB')
('AC04652-2022-11-01-7412','A412-14','AiwZlvYcfEg', 'LB')
('SL12058-2022-11-01-6949','S290-13','BuM', 'MB')
('SL04652-2022-11-01-7071','S295-15','ifIhSBfFiSKjaXF', 'SL')
('SL12058-2022-11-01-6975','S291-15','IzSgCC', 'SL')
('AC22517-2022-11-01-7233','A402-15','QWgKDS', 'UB')
('AC04652-2022-11-01-7525','A419-1','NZfWmPVh', 'LB')
('AC22517-2022-11-02-7288','A405-16','XuUfvrHzIuSM', 'UB')
('AC22517-2022-11-02-7333','A408-7','iGbfame', 'LB')
('SL04652-2022-11-01-7225','S302-1','tmIPNdIggPCQ', 'LB')
('SL12058-2022-11-01-7096','S296-16','WgTPPWpYZazRNQa', 'SU')
('AC12058-2022-11-01-7306','A406-16','bCiVGF', 'UB')
('AC04652-2022-11-01-7582','A422-4','sXzTntSqlpsXRAV', 'UB')
('SL12058-2022-11-01-7114','S297-10','kVwujsmk', 'MB')
('AC04652-2022-11-01-7598','A423-2','dIxcCWFejg', 'LB')
('AC22517-2022-11-01-7329','A408-3','ZEnzmeuEontX', 'UB')
('AC04652-2022-11-01-7601','A423-5','eUUye', 'SL')
('SL22517-2022-11-01-7179','S300-3','iKxWuaNsNhtXbLMU', 'UB')
('AC22517-2022-11-01-7333','A408-7','FwNCzNGFL', 'LB')
('SL12058-2022-11-01-7121','S297-17','ofQIszZRFASOmn', 'LB')
('AC22517-2022-11-01-7338','A408-12','DXLG', 'SU')
('SL04652-2022-11-01-7257','S303-9','XhQAGEXfztNw', 'LB')
('SL04652-2022-11-01-7258','S303-10','R', 'MB')
('AC04652-2022-11-01-7611','A423-15','iO', 'UB')
('SL22517-2022-11-02-7287','S304-15','qmnGlfEoQgjOgd', 'SL')
('SL12058-2022-11-01-7132','S298-4','JTjoEASQ', 'LB')
('AC22517-2022-11-02-7379','A410-17','mGUYnRVwhTuoMU', 'SL')
('SL04652-2022-11-01-7273','S304-1','FG', 'LB')
('SL22517-2022-11-02-7295','S304-23','lUMG', 'SL')
('SL04652-2022-11-01-7275','S304-3','AFFIGHJcB', 'UB')
('SL04652-2022-11-02-7298','S305-2','pAX', 'MB')
('SL04652-2022-11-01-7282','S304-10','fQiNYRAtqhcOFa', 'MB')
('AC04652-2022-11-02-7334','A408-8','aIT', 'LB')
('AC04652-2022-11-02-7335','A408-9','KcCghaSfTrXBGj', 'UB')
('AC12058-2022-11-01-7355','A409-11','JOHNtFYZ', 'SL')
('AC22517-2022-11-02-7400','A412-2','as', 'LB')
('SL12058-2022-11-01-7191','S300-15','fEtKaeqZFh', 'SL')
('AC04652-2022-11-01-7669','A427-1','xTroaHZYkx', 'LB')
('SL04652-2022-11-02-7340','S306-20','LnlxLPkeo', 'LB')
('SL22517-2022-11-01-7272','S303-24','yyqICBccPsM', 'SU')
('AC12058-2022-11-01-7432','A413-16','VOqwhAnbUnS', 'UB')
('SL22517-2022-11-02-7386','S308-18','WCAsDTwVc', 'MB')
('AC22517-2022-11-01-7435','A414-1','vuBYfLFGiiAhv', 'LB')
('AC04652-2022-11-02-7427','A413-11','XkiTLGKbcPVjFMxs', 'SL')
('SL12058-2022-11-01-7230','S302-6','Ikcc', 'UB')
('SL12058-2022-11-01-7231','S302-7','tQXPvUaEkoSb', 'SL')
('AC04652-2022-11-02-7432','A413-16','WJneXuztOKuryZ', 'UB')
('AC04652-2022-11-02-7433','A413-17','LnYqhbQnbUYMqhkU', 'SL')
('AC04652-2022-11-01-7719','A429-15','JJRewwkibDti', 'UB')
('AC04652-2022-11-02-7454','A415-2','PtMupAECDHsjSRrg', 'LB')
('SL22517-2022-11-02-7438','S310-22','aT', 'UB')
('SL22517-2022-11-02-7467','S312-3','zyApz', 'UB')
('AC12058-2022-11-01-7508','A418-2','saaNxFTiPPmjnaBg', 'LB')
('SL22517-2022-11-02-7469','S312-5','wsjXXuRnRJUw', 'MB')
('AC04652-2022-11-02-7510','A418-4','A', 'UB')
('SL22517-2022-11-02-7473','S312-9','CAoXNaH', 'LB')
('AC22517-2022-11-01-7532','A419-8','oisNtfGdQZyXVdPD', 'LB')
('AC04652-2022-11-02-7597','A423-1','fhiPvWQdSD', 'LB')
('AC04652-2022-11-01-7864','A437-16','tnbblex', 'UB')
('AC04652-2022-11-01-7869','A438-3','QoxtYXmUqxe', 'UB')
('AC22517-2022-11-01-7611','A423-15','HpBUgonjp', 'UB')
('AC22517-2022-11-01-7612','A423-16','pLRUcYsOvCRgnx', 'UB')
('AC12058-2022-11-01-7616','A424-2','TeiWuyDA', 'LB')
('SL12058-2022-11-01-7418','S310-2','QrxVODZiTFx', 'MB')
('SL04652-2022-11-02-7568','S316-8','XZqubRDUVJageAwY', 'SU')
('SL12058-2022-11-01-7421','S310-5','IXWqwS', 'MB')
('SL04652-2022-11-01-7585','S317-1','CjpIInbz', 'LB')
('AC04652-2022-11-01-7917','A440-15','vUsQoe', 'UB')
('AC04652-2022-11-02-7675','A427-7','bCJtVoOAxYDAPpsO', 'LB')
('AC04652-2022-11-01-7922','A441-2','CEcx', 'LB')
('AC04652-2022-11-01-7925','A441-5','ZcQaWhiq', 'SL')
('SL04652-2022-11-01-7594','S317-10','PcHRcRoWvQKLsk', 'MB')
('AC04652-2022-11-02-7682','A427-14','UwmYFWXKNvsKjT', 'LB')
('SL22517-2022-11-02-7631','S318-23','ppDRDccO', 'SL')
('AC22517-2022-11-02-7750','A431-10','rYYHHeIHUDSOlfw', 'UB')
('AC22517-2022-11-01-7685','A427-17','KplwpJSmuRASfL', 'SL')
('AC22517-2022-11-02-7758','A431-18','sQYaFIJ', 'SU')
('SL22517-2022-11-02-7638','S319-6','VgOTkNKAvFAqq', 'UB')
('AC12058-2022-11-01-7685','A427-17','rdZCmgV', 'SL')
('AC04652-2022-11-01-7944','A442-6','WiN', 'SU')
('SL04652-2022-11-02-7626','S318-18','cfzWRjXmcznQ', 'MB')
('AC04652-2022-11-01-7947','A442-9','b', 'UB')
('SL22517-2022-11-01-7542','S315-6','xl', 'UB')
('AC22517-2022-11-01-7693','A428-7','HdOha', 'LB')
('AC12058-2022-11-01-7690','A428-4','POj', 'UB')
('AC04652-2022-11-01-7950','A442-12','OmHVwfg', 'SU')
('SL04652-2022-11-01-7625','S318-17','bkSKmVmrR', 'LB')
('AC22517-2022-11-02-7773','A432-15','wQjVshuDMzTFkh', 'UB')
('AC22517-2022-11-02-7785','A433-9','pJpMMw', 'UB')
('AC04652-2022-11-02-7735','A430-13','aBQClChnnHg', 'LB')
('AC12058-2022-11-01-7714','A429-10','GAIaugDRHkCqPcS', 'UB')
('AC22517-2022-11-02-7797','A434-3','h', 'UB')
('SL22517-2022-11-02-7678','S320-22','WBpSFyYIysdH', 'UB')
('AC04652-2022-11-02-7749','A431-9','WGlPcrTdHRreF', 'UB')
('SL04652-2022-11-02-7670','S320-14','lK', 'UB')
('AC04652-2022-11-01-8075','A449-11','xmWuiDpa', 'SL')
('AC22517-2022-11-02-7913','A440-11','DHXVbRqI', 'SL')
('AC12058-2022-11-01-7821','A435-9','IHBBlBjNv', 'UB')
('SL22517-2022-11-01-7683','S321-3','ieOIsrgSOfvAjpO', 'UB')
('AC04652-2022-11-02-7850','A437-2','QxKIcdQiSLKbGZcf', 'LB')
('AC22517-2022-11-01-7840','A436-10','fMYXMRwhojJJPc', 'UB')
('AC12058-2022-11-01-7825','A435-13','EcrLdcAHEzbRtaRY', 'LB')
('SL22517-2022-11-02-7776','S324-24','X', 'SU')
('SL22517-2022-11-02-7777','S325-1','HITczqcERnK', 'LB')
('AC12058-2022-11-01-7826','A435-14','Gqnme', 'LB')
('SL12058-2022-11-01-7612','S318-4','iAoUJvdrg', 'LB')
('SL22517-2022-11-02-7780','S325-4','UopwXJ', 'LB')
('SL04652-2022-11-01-7774','S324-22','mnSWIl', 'UB')
('AC12058-2022-11-01-7830','A435-18','fzeUzDfVpeNlqCwq', 'SU')
('SL04652-2022-11-01-7778','S325-2','wgAoxp', 'MB')
('SL22517-2022-11-01-7705','S322-1','MXdIvvcaXdnBy', 'LB')
('SL22517-2022-11-01-7707','S322-3','tvjPq', 'UB')
('AC12058-2022-11-01-7847','A436-17','rwbiBUOAzYi', 'SL')
('AC04652-2022-11-02-7880','A438-14','sdt', 'LB')
('SL22517-2022-11-02-7808','S326-8','jatw', 'SU')
('SL12058-2022-11-01-7664','S320-8','BaGAfrGGK', 'SU')
('AC04652-2022-11-02-7920','A440-18','oRRJV', 'SU')
('AC04652-2022-11-01-8160','A454-6','xZewh', 'SU')
('SL22517-2022-11-01-7783','S325-7','nx', 'SL')
('AC04652-2022-11-01-8203','A456-13','TczrtB', 'LB')
('SL04652-2022-11-02-7884','S329-12','BmviAvUpmjTnERl', 'LB')
('AC22517-2022-11-01-7943','A442-5','dFPNZfdQLYnp', 'SL')
('SL04652-2022-11-01-7886','S329-14','rgvaJaLvCW', 'UB')
('AC04652-2022-11-01-8212','A457-4','fWMvuElw', 'UB')
('AC04652-2022-11-01-8213','A457-5','MldSyuFwbqileE', 'SL')
('SL22517-2022-11-01-7807','S326-7','HlWkDZjHEgow', 'SL')
('SL12058-2022-11-01-7727','S322-23','siIIuKkVZzICJmNZ', 'SL')
('SL12058-2022-11-01-7732','S323-4','hK', 'LB')
('AC04652-2022-11-01-8224','A457-16','lcG', 'UB')
('AC22517-2022-11-01-7956','A442-18','EM', 'SU')
('SL12058-2022-11-01-7736','S323-8','fISBUEH', 'SU')
('SL12058-2022-11-01-7737','S323-9','oJaoiATcFg', 'LB')
('AC12058-2022-11-01-8008','A445-16','PSpm', 'UB')
('AC22517-2022-11-02-8072','A449-8','dw', 'LB')
('AC12058-2022-11-01-8010','A445-18','FafqqREoW', 'SU')
('SL22517-2022-11-02-7950','S332-6','opOALspUAdd', 'UB')
('SL04652-2022-11-01-7972','S333-4','oy', 'LB')
('SL04652-2022-11-02-7977','S333-9','MCVzLDCFwwz', 'LB')
('SL12058-2022-11-01-7803','S326-3','xJrv', 'UB')
('AC04652-2022-11-01-8290','A461-10','yDCFPly', 'UB')
('SL22517-2022-11-01-7878','S329-6','HFZFsTlznmW', 'UB')
('SL22517-2022-11-01-7879','S329-7','ayM', 'SL')
('SL04652-2022-11-01-7979','S333-11','obdOOnOcBJrSyL', 'UB')
('SL22517-2022-11-02-7984','S333-16','KwVnC', 'SU')
('SL22517-2022-11-01-7897','S330-1','AxHPTrGWl', 'LB')
('SL12058-2022-11-01-7822','S326-22','dmEGolr', 'UB')
('SL12058-2022-11-01-7828','S327-4','PiaKFMppKC', 'LB')
('AC04652-2022-11-02-8086','A450-4','zhCbZikFCyTqlU', 'UB')
('SL22517-2022-11-01-7926','S331-6','sXNwIu', 'UB')
('SL04652-2022-11-01-8070','S337-6','qZBbQphOpyepVLT', 'UB')
('SL12058-2022-11-01-7911','S330-15','xVO', 'SL')
('AC04652-2022-11-02-8161','A454-7','GXG', 'LB')
('AC04652-2022-11-02-8183','A455-11','bkLz', 'SL')
('SL04652-2022-11-01-8107','S338-19','DCNkEM', 'UB')
('AC22517-2022-11-02-8237','A458-11','JqjEfU', 'SL')
('SL12058-2022-11-01-7980','S333-12','q', 'LB')
('SL04652-2022-11-02-8119','S339-7','jgYshSM', 'SL')
('SL04652-2022-11-01-8168','S341-8','utqzZmLr', 'SU')
('SL22517-2022-11-02-8143','S340-7','FsyQSM', 'SL')
('SL04652-2022-11-02-8135','S339-23','bknYeYUlSOdKuOVu', 'SL')
('SL22517-2022-11-01-8064','S336-24','tCxXglyeeQn', 'SU')
