('SL04652-2022-11-01-13','S1-13','kWJbDh', 'MB')
('AC22517-2022-11-01-1295','A72-17','KTEsxjV', 'SL')
('SL04652-2022-11-01-1320','S55-24','joAVO', 'SU')
('AC04652-2022-11-01-1339','A75-7','GVQWjyVpuobFM', 'LB')
('SL04652-2022-11-01-1327','S56-7','bLGMR', 'SL')
('AC04652-2022-11-02-1306','A73-10','xGYaXZGJKiHNqTcA', 'UB')
('AC22517-2022-11-02-1356','A76-6','gBimk', 'SU')
('SL22517-2022-11-02-1363','S57-19','Z', 'UB')
('SL04652-2022-11-01-1330','S56-10','R', 'MB')
('SL22517-2022-11-02-1364','S57-20','WwwWlHoe', 'LB')
('SL22517-2022-11-01-1325','S56-5','eanWdwX', 'MB')
('AC04652-2022-11-01-1344','A75-12','hNQpSDto', 'SU')
('SL22517-2022-11-01-1327','S56-7','exzKgybtlZB', 'SL')
('SL04652-2022-11-02-1307','S55-11','CpGQmFTnPxEbj', 'UB')
('AC22517-2022-11-02-1362','A76-12','wtitkjILWOe', 'SU')
('SL04652-2022-11-02-1308','S55-12','CxCLcURfOCdoFX', 'LB')
('AC12058-2022-11-01-1341','A75-9','rbs', 'UB')
('AC22517-2022-11-01-1307','A73-11','YsZVluvnWofN', 'SL')
('AC22517-2022-11-02-1363','A76-13','nuIQ', 'LB')
('AC04652-2022-11-02-1316','A74-2','BZv', 'LB')
('AC04652-2022-11-02-1317','A74-3','ZOrfULoJUh', 'UB')
('AC22517-2022-11-01-1310','A73-14','WMislAl', 'LB')
('SL22517-2022-11-01-1335','S56-15','FYPH', 'SL')
('SL04652-2022-11-02-1312','S55-16','iAySMN', 'SU')
('SL22517-2022-11-01-1337','S56-17','FYYujiCeWZBre', 'LB')
('AC04652-2022-11-01-1351','A76-1','vMIGISvCUOhw', 'LB')
('SL04652-2022-11-01-1341','S56-21','GUjFYZmsGZkUPImD', 'MB')
('SL22517-2022-11-02-1372','S58-4','lxJfaNcf', 'LB')
('AC04652-2022-11-02-1324','A74-10','QS', 'UB')
('SL22517-2022-11-02-1376','S58-8','VdNyyDs', 'SU')
('SL04652-2022-11-02-1320','S55-24','mZoypbFGnzXrxdV', 'SU')
('AC22517-2022-11-02-1370','A77-2','euhz', 'LB')
('SL22517-2022-11-01-1342','S56-22','rZeq', 'UB')
('AC22517-2022-11-02-1374','A77-6','HfnABrnpaRFoE', 'SU')
('SL04652-2022-11-01-1350','S57-6','MAIffVAvORMcqcYn', 'UB')
('SL12058-2022-11-01-1322','S56-2','gRzqwITUEk', 'MB')
('SL04652-2022-11-02-1326','S56-6','BJALbCJJcYbFXo', 'UB')
('AC22517-2022-11-01-1352','A76-2','JPUwfqlqMd', 'LB')
('SL22517-2022-11-02-1409','S59-17','gGo', 'LB')
('SL04652-2022-11-01-1372','S58-4','qPanYpEVUoitOKR', 'LB')
('SL04652-2022-11-01-1373','S58-5','buiWHSpuSxWuC', 'MB')
('SL04652-2022-11-02-1356','S57-12','dvMpe', 'LB')
('AC04652-2022-11-01-1403','A78-17','EJWldedLlH', 'SL')
('AC12058-2022-11-01-1385','A77-17','xUtojgbECPXN', 'SL')
('AC04652-2022-11-01-1405','A79-1','V', 'LB')
('SL22517-2022-11-02-1415','S59-23','RgoaKY', 'SL')
('SL22517-2022-11-02-1416','S59-24','RvsXXzlGb', 'SU')
('SL22517-2022-11-02-1417','S60-1','WIqoNglcJELvYQtL', 'LB')
('AC12058-2022-11-01-1388','A78-2','RIImg', 'LB')
('SL04652-2022-11-01-1387','S58-19','VpaAXSyBApcMq', 'UB')
('SL04652-2022-11-02-1372','S58-4','MDfbt', 'LB')
('AC04652-2022-11-01-1418','A79-14','QxurHBm', 'LB')
('SL22517-2022-11-02-1460','S61-20','IcghaPqoHXsclrNN', 'LB')
('AC12058-2022-11-01-1442','A81-2','FTetDHImhHuDVok', 'LB')
('AC04652-2022-11-02-1395','A78-9','vNpQCtTrY', 'UB')
('AC04652-2022-11-01-1452','A81-12','XyYKjpfdW', 'SU')
('SL22517-2022-11-01-1425','S60-9','xvTsH', 'LB')
('SL22517-2022-11-01-1426','S60-10','SieW', 'MB')
('AC04652-2022-11-01-1456','A81-16','ntfow', 'UB')
('SL04652-2022-11-02-1417','S60-1','VPyOrJlGVUcwA', 'LB')
('AC04652-2022-11-02-1404','A78-18','XBxKoSvHmgqDh', 'SU')
('AC04652-2022-11-01-1465','A82-7','t', 'LB')
('SL04652-2022-11-01-1452','S61-12','WaR', 'LB')
('AC04652-2022-11-02-1406','A79-2','zAFwzLIMfh', 'LB')
('AC12058-2022-11-01-1456','A81-16','lsk', 'UB')
('SL22517-2022-11-02-1481','S62-17','XHOTZyDZkJMer', 'LB')
('SL04652-2022-11-01-1456','S61-16','ReUdiWrelkxJyVe', 'SU')
('AC04652-2022-11-01-1468','A82-10','VRPHnyqfQa', 'UB')
('SL04652-2022-11-02-1424','S60-8','FDtevvCRIkVuQkAI', 'SU')
('SL22517-2022-11-01-1442','S61-2','cnFhUFPOpEqCTcM', 'MB')
('SL22517-2022-11-02-1485','S62-21','SdOtpxqGYrySaYc', 'MB')
('SL04652-2022-11-02-1425','S60-9','uWGFKKxTPkzIsry', 'LB')
('SL04652-2022-11-02-1426','S60-10','wF', 'MB')
('SL22517-2022-11-02-1486','S62-22','mjtsFLliJT', 'UB')
('SL04652-2022-11-02-1428','S60-12','PfGkOUmTvBIL', 'LB')
('AC04652-2022-11-01-1475','A82-17','ycKauqDLZdYBRXtv', 'SL')
('AC04652-2022-11-02-1418','A79-14','b', 'LB')
('AC22517-2022-11-02-1492','A83-16','ThhDO', 'UB')
('AC04652-2022-11-02-1419','A79-15','BuCtO', 'UB')
('AC22517-2022-11-01-1435','A80-13','ryaUOSAmSscQzj', 'LB')
('AC04652-2022-11-01-1482','A83-6','yA', 'SU')
('AC22517-2022-11-01-1437','A80-15','AaPHfHfgyelqBj', 'UB')
('AC12058-2022-11-01-1472','A82-14','UgkBLW', 'LB')
('SL04652-2022-11-01-1481','S62-17','aaXq', 'LB')
('SL12058-2022-11-01-1469','S62-5','sfJKrAdoiIOKIABV', 'MB')
('AC22517-2022-11-02-1542','A86-12','hy', 'SU')
('SL12058-2022-11-01-1481','S62-17','HTPneLPrrCCufcHr', 'LB')
('AC04652-2022-11-02-1474','A82-16','LHiIdIu', 'UB')
('SL04652-2022-11-02-1495','S63-7','i', 'SL')
('SL22517-2022-11-02-1557','S65-21','iN', 'MB')
('SL04652-2022-11-02-1496','S63-8','fJaRBrUy', 'SU')
('SL22517-2022-11-02-1560','S65-24','GN', 'SU')
('SL22517-2022-11-01-1504','S63-16','PLbpTXjzlinft', 'SU')
('SL22517-2022-11-01-1507','S63-19','UsugNcAIMmigPgE', 'UB')
('SL22517-2022-11-01-1515','S64-3','TxavVuFQM', 'UB')
('AC04652-2022-11-02-1483','A83-7','vvRv', 'LB')
('SL12058-2022-11-01-1545','S65-9','AzlkOOvYPD', 'LB')
('AC04652-2022-11-01-1602','A89-18','BBGGXdIMxEtbbDW', 'SU')
('AC22517-2022-11-02-1609','A90-7','WEdDerSxnFf', 'LB')
('AC04652-2022-11-02-1534','A86-4','HaAaPCyHsaDzP', 'UB')
('SL12058-2022-11-01-1576','S66-16','uvvlpHxwjg', 'SU')
('SL22517-2022-11-01-1591','S67-7','SJUI', 'SL')
('AC04652-2022-11-01-1637','A91-17','VFUzgx', 'SL')
('AC04652-2022-11-01-1644','A92-6','CqMyBzhHnubPh', 'SU')
('SL04652-2022-11-02-1580','S66-20','lXGkmtpjKuqGuQ', 'LB')
('AC04652-2022-11-02-1557','A87-9','tlXBuixkKh', 'UB')
('SL12058-2022-11-01-1620','S68-12','O', 'LB')
('SL04652-2022-11-02-1610','S68-2','FrjQ', 'MB')
('AC22517-2022-11-02-1660','A93-4','mRZwT', 'UB')
('AC22517-2022-11-02-1661','A93-5','enKS', 'SL')
('SL22517-2022-11-02-1677','S70-21','XmHtxDGVdehhJOn', 'MB')
('SL04652-2022-11-01-1646','S69-14','NKxUIDsUb', 'UB')
('SL22517-2022-11-01-1644','S69-12','KbO', 'LB')
('SL04652-2022-11-02-1616','S68-8','GLXpGi', 'SU')
('AC04652-2022-11-01-1678','A94-4','kGZFmYSob', 'UB')
('SL12058-2022-11-01-1631','S68-23','hXwmAuiYHWyJiCQ', 'SL')
('SL04652-2022-11-01-1650','S69-18','kEaWthJP', 'MB')
('AC12058-2022-11-01-1650','A92-12','tmDTnfeIL', 'SU')
('SL22517-2022-11-01-1648','S69-16','abNqrGkXbYkM', 'SU')
('AC12058-2022-11-01-1652','A92-14','KZeMOySvnGo', 'LB')
('AC12058-2022-11-01-1658','A93-2','SLK', 'LB')
('SL22517-2022-11-02-1691','S71-11','RhIjvU', 'UB')
('AC22517-2022-11-01-1594','A89-10','nLIBRQQzc', 'UB')
('AC22517-2022-11-02-1684','A94-10','ygrIP', 'UB')
('AC22517-2022-11-02-1697','A95-5','oaFRijVwM', 'SL')
('AC04652-2022-11-01-1743','A97-15','nKr', 'UB')
('SL12058-2022-11-01-1686','S71-6','oXFOtVumEyCNfKGs', 'UB')
('SL12058-2022-11-01-1689','S71-9','aUldjv', 'LB')
('AC04652-2022-11-01-1750','A98-4','zgku', 'UB')
('SL04652-2022-11-01-1704','S71-24','L', 'SU')
('AC04652-2022-11-02-1648','A92-10','yS', 'UB')
('SL22517-2022-11-01-1718','S72-14','rJhMNuWwmNFf', 'UB')
('AC22517-2022-11-02-1787','A100-5','hwCDebvqB', 'SL')
('SL22517-2022-11-02-1771','S74-19','ZEypqUwyjoN', 'UB')
('AC22517-2022-11-01-1697','A95-5','qH', 'SL')
('AC04652-2022-11-01-1810','A101-10','ffHT', 'UB')
('SL22517-2022-11-02-1788','S75-12','qpZmvgXdb', 'LB')
('SL04652-2022-11-01-1756','S74-4','Hlgezikh', 'LB')
('AC12058-2022-11-01-1762','A98-16','PSCaIpfHqAX', 'UB')
('SL22517-2022-11-02-1791','S75-15','VQxe', 'SL')
('AC22517-2022-11-02-1808','A101-8','wZevcpGkLEOoAR', 'LB')
('SL22517-2022-11-02-1793','S75-17','STutKpwrsPZHJZX', 'LB')
('AC22517-2022-11-01-1711','A96-1','MNGsnEt', 'LB')
('SL04652-2022-11-02-1744','S73-16','yjB', 'SU')
('AC22517-2022-11-01-1715','A96-5','qLZljGiiKB', 'SL')
('AC12058-2022-11-01-1770','A99-6','ovNiHQAWZOn', 'SU')
('AC04652-2022-11-01-1824','A102-6','HgqlPROhOj', 'SU')
('SL12058-2022-11-01-1756','S74-4','VmsY', 'LB')
('AC04652-2022-11-01-1831','A102-13','IsDgQfDNUmt', 'LB')
('SL04652-2022-11-02-1754','S74-2','IFvtGOXticUk', 'MB')
('SL22517-2022-11-01-1807','S76-7','RSo', 'SL')
('AC22517-2022-11-01-1729','A97-1','cMvsLTTLbAkZCT', 'LB')
('SL12058-2022-11-01-1771','S74-19','wsgyJCdVHUETu', 'UB')
('AC12058-2022-11-01-1793','A100-11','sbdIEHrHVJf', 'SL')
('AC04652-2022-11-01-1845','A103-9','cOGVQHjQ', 'UB')
('AC12058-2022-11-01-1799','A100-17','QyzCigS', 'SL')
('SL22517-2022-11-02-1820','S76-20','pbqNgyA', 'LB')
('AC22517-2022-11-01-1740','A97-12','BVduxhpmARu', 'SU')
('SL22517-2022-11-01-1822','S76-22','LKBSTWvCJsZXc', 'UB')
('SL04652-2022-11-02-1776','S74-24','ipZL', 'SU')
('AC22517-2022-11-01-1743','A97-15','ghVpHwtpjxVG', 'UB')
('AC04652-2022-11-01-1853','A103-17','OAYELlZfLhdKyFk', 'SL')
('SL22517-2022-11-01-1827','S77-3','KHJpxJsqOGeGz', 'UB')
('AC12058-2022-11-01-1804','A101-4','AFhkz', 'UB')
('SL22517-2022-11-01-1829','S77-5','APHMlbdW', 'MB')
('AC12058-2022-11-01-1806','A101-6','pB', 'SU')
('SL22517-2022-11-02-1832','S77-8','pTXWzuBrUnxEDrIj', 'SU')
('AC22517-2022-11-02-1844','A103-8','OJtN', 'LB')
('SL04652-2022-11-01-1792','S75-16','HuFRTmM', 'SU')
('SL04652-2022-11-01-1793','S75-17','b', 'LB')
('AC04652-2022-11-01-1861','A104-7','NkGXzDEZNmEuSNk', 'LB')
('SL12058-2022-11-01-1795','S75-19','WUlfLOsHB', 'UB')
('SL04652-2022-11-01-1800','S75-24','kf', 'SU')
('SL04652-2022-11-01-1801','S76-1','VTtQMEnm', 'LB')
('SL04652-2022-11-02-1791','S75-15','NKKnwHKkMYi', 'SL')
('AC04652-2022-11-01-1865','A104-11','iFb', 'SL')
('AC04652-2022-11-01-1866','A104-12','NckpPis', 'SU')
('AC04652-2022-11-01-1867','A104-13','QUlSnLkcRaxCEGd', 'LB')
('SL22517-2022-11-01-1844','S77-20','tifGnpTgaZ', 'LB')
('AC12058-2022-11-01-1816','A101-16','ZE', 'UB')
('AC22517-2022-11-02-1852','A103-16','szwZ', 'UB')
('AC22517-2022-11-01-1760','A98-14','boCoiDAinlNHCco', 'LB')
('AC04652-2022-11-02-1759','A98-13','GAnDnWLr', 'LB')
('SL22517-2022-11-02-1847','S77-23','TNs', 'SL')
('AC12058-2022-11-01-1826','A102-8','bGgOrZbaxmTwwO', 'LB')
('AC22517-2022-11-01-1763','A98-17','lI', 'SL')
('AC12058-2022-11-01-1829','A102-11','uMIucdH', 'SL')
('SL22517-2022-11-02-1851','S78-3','rSpU', 'UB')
('SL22517-2022-11-01-1852','S78-4','xk', 'LB')
('SL22517-2022-11-02-1853','S78-5','d', 'MB')
('AC04652-2022-11-01-1886','A105-14','dStrFQS', 'LB')
('SL12058-2022-11-01-1819','S76-19','ZpaUlacDtQvUtuk', 'UB')
('SL04652-2022-11-02-1808','S76-8','DTiBK', 'SU')
('AC22517-2022-11-02-1868','A104-14','otWEwNAZzZFcq', 'LB')
('AC04652-2022-11-02-1767','A99-3','plVLBiIraKvUVmou', 'UB')
('SL22517-2022-11-02-1855','S78-7','UO', 'SL')
('SL04652-2022-11-02-1810','S76-10','NwSFPZmGzweqez', 'MB')
('SL12058-2022-11-01-1844','S77-20','yy', 'LB')
('AC04652-2022-11-02-1800','A100-18','LcgzV', 'SU')
('AC04652-2022-11-01-1911','A107-3','odSGZjGiD', 'UB')
('SL22517-2022-11-01-1885','S79-13','dKRvVoaSaFCu', 'MB')
('AC22517-2022-11-02-1901','A106-11','x', 'SL')
('SL22517-2022-11-01-1891','S79-19','DkzSvPv', 'UB')
('SL22517-2022-11-02-1892','S79-20','GqDCtFTFLW', 'LB')
('SL22517-2022-11-02-1893','S79-21','fcnVnDViFLitV', 'MB')
('SL22517-2022-11-02-1894','S79-22','tT', 'UB')
('AC04652-2022-11-01-1922','A107-14','Un', 'LB')
('AC04652-2022-11-02-1808','A101-8','fJNqGFBa', 'LB')
('SL12058-2022-11-01-1854','S78-6','IEmhTpdxMtanm', 'UB')
('AC04652-2022-11-02-1811','A101-11','jMTsDNeJwVMJU', 'SL')
('SL04652-2022-11-01-1896','S79-24','CEkFFdnthjA', 'SU')
('SL04652-2022-11-02-1864','S78-16','zcNGEL', 'SU')
('SL04652-2022-11-02-1865','S78-17','ZXpTsDDjSvMOrKU', 'LB')
('AC22517-2022-11-02-1928','A108-2','ekkb', 'LB')
('SL04652-2022-11-01-1901','S80-5','p', 'MB')
('SL04652-2022-11-02-1866','S78-18','ZgLSnKKEsTcexSq', 'MB')
('SL04652-2022-11-01-1902','S80-6','ddfCun', 'UB')
('SL22517-2022-11-02-1921','S81-1','EuBBkQrTJ', 'LB')
('SL22517-2022-11-01-1923','S81-3','Npssmfyv', 'UB')
('SL04652-2022-11-01-1904','S80-8','Xklw', 'SU')
('AC12058-2022-11-01-1908','A106-18','FHfwogim', 'SU')
('AC22517-2022-11-01-1847','A103-11','Ovnig', 'SL')
('SL22517-2022-11-01-1931','S81-11','Qv', 'UB')
('SL04652-2022-11-01-1916','S80-20','XHuZSa', 'LB')
('SL04652-2022-11-01-1917','S80-21','xFLGWuifcSA', 'MB')
('SL22517-2022-11-02-1937','S81-17','Zv', 'LB')
('AC04652-2022-11-01-1961','A109-17','y', 'SL')
('AC12058-2022-11-01-1922','A107-14','AjkHV', 'LB')
('SL04652-2022-11-01-1928','S81-8','NFmmJ', 'SU')
('SL04652-2022-11-02-1884','S79-12','dNrf', 'LB')
('SL22517-2022-11-02-1945','S82-1','hraC', 'LB')
('AC04652-2022-11-01-1964','A110-2','cBvoOJCGBwSFoEI', 'LB')
('SL04652-2022-11-02-1889','S79-17','tdh', 'LB')
('AC04652-2022-11-01-1965','A110-3','oYqrufc', 'UB')
('AC22517-2022-11-02-1960','A109-16','vKEM', 'UB')
('AC22517-2022-11-02-1961','A109-17','AocKs', 'SL')
('AC04652-2022-11-01-1966','A110-4','JVmWKHYuSa', 'UB')
('SL22517-2022-11-02-1954','S82-10','PbRS', 'MB')
('SL22517-2022-11-01-1947','S82-3','A', 'UB')
('AC22517-2022-11-01-1868','A104-14','T', 'LB')
('AC12058-2022-11-01-1935','A108-9','BSpytiPnKmFXD', 'UB')
('SL22517-2022-11-01-1952','S82-8','EAGMOcYGYNTr', 'SU')
('SL22517-2022-11-02-1959','S82-15','hA', 'SL')
('SL22517-2022-11-02-1964','S82-20','z', 'LB')
('SL04652-2022-11-01-1950','S82-6','PinNj', 'UB')
('AC22517-2022-11-01-1880','A105-8','lveholFfzXR', 'LB')
('SL22517-2022-11-02-1970','S83-2','v', 'MB')
('AC22517-2022-11-02-1973','A110-11','QV', 'SL')
('AC04652-2022-11-02-1876','A105-4','KkgSyARZadPgc', 'UB')
('AC12058-2022-11-01-1945','A109-1','nJxSrtbFzRluWGk', 'LB')
('AC04652-2022-11-01-1987','A111-7','R', 'LB')
('AC04652-2022-11-02-1878','A105-6','ViUacEQUZF', 'SU')
('SL04652-2022-11-01-1960','S82-16','sthIubKxU', 'SU')
('AC04652-2022-11-02-1880','A105-8','HohmNKxQmjqU', 'LB')
('AC04652-2022-11-01-1992','A111-12','VwCT', 'SU')
('SL22517-2022-11-01-1969','S83-1','ybGkBphs', 'LB')
('SL22517-2022-11-01-1983','S83-15','JljjawQgCuxcy', 'SL')
('SL22517-2022-11-01-1984','S83-16','KXCPDDMOremANqNi', 'SU')
('SL22517-2022-11-02-1995','S84-3','E', 'UB')
('AC12058-2022-11-01-1964','A110-2','jUyL', 'LB')
('SL22517-2022-11-02-1998','S84-6','rTCpf', 'UB')
('SL22517-2022-11-01-1987','S83-19','KXolyRdgRVkWTGNB', 'UB')
('AC22517-2022-11-01-1901','A106-11','oNBZCiEjsLho', 'SL')
('SL12058-2022-11-01-1945','S82-1','ro', 'LB')
('AC04652-2022-11-01-2026','A113-10','qeXdEsIPnqKOuNh', 'UB')
('SL12058-2022-11-01-1962','S82-18','rQaKFyUDKxPgXA', 'MB')
('SL04652-2022-11-02-1957','S82-13','JL', 'MB')
('AC22517-2022-11-01-1916','A107-8','eyNsL', 'LB')
('SL04652-2022-11-02-1958','S82-14','cAIU', 'UB')
('SL12058-2022-11-01-1966','S82-22','dfwieFmYul', 'UB')
('AC12058-2022-11-01-2000','A112-2','SimdmdxeOOLZ', 'LB')
('SL22517-2022-11-01-2010','S84-18','fMcLwIHOZf', 'MB')
('SL12058-2022-11-01-1969','S83-1','kAaf', 'LB')
('SL12058-2022-11-01-1970','S83-2','MS', 'MB')
('SL04652-2022-11-01-2016','S84-24','WH', 'SU')
('SL04652-2022-11-01-2018','S85-2','LGjmLdBvEGol', 'MB')
('SL04652-2022-11-01-2019','S85-3','iRaGaQIBVH', 'UB')
('SL22517-2022-11-02-2024','S85-8','beOtJltEsBbHsW', 'SU')
('SL22517-2022-11-02-2025','S85-9','qwTTrJoj', 'LB')
('AC22517-2022-11-02-2039','A114-5','RfLfQdeZLdZtDR', 'SL')
('AC22517-2022-11-01-1926','A107-18','HVZygCYzdNqOIVrR', 'SU')
('SL04652-2022-11-02-1968','S82-24','LNmZFsvRA', 'SU')
('SL04652-2022-11-01-2024','S85-8','cXVIXc', 'SU')
('SL04652-2022-11-02-1970','S83-2','WyEgFEGcO', 'MB')
('AC22517-2022-11-01-1932','A108-6','A', 'SU')
('AC22517-2022-11-01-1933','A108-7','dsJbWJdTHVygigjY', 'LB')
('AC22517-2022-11-01-1934','A108-8','YaeoVzqmeUOF', 'LB')
('AC22517-2022-11-02-2047','A114-13','LMkgZ', 'LB')
('AC04652-2022-11-01-2046','A114-12','LoVnEDmAk', 'SU')
('AC04652-2022-11-01-2049','A114-15','rokEqrvlOQnCs', 'UB')
('SL22517-2022-11-01-2021','S85-5','PA', 'MB')
('AC12058-2022-11-01-2013','A112-15','R', 'UB')
('AC12058-2022-11-01-2014','A112-16','x', 'UB')
('SL22517-2022-11-02-2039','S85-23','cPYAVAh', 'SL')
('AC04652-2022-11-02-1952','A109-8','MZyuoc', 'LB')
('AC22517-2022-11-01-1946','A109-2','VTAVcjyOz', 'LB')
('SL12058-2022-11-01-2003','S84-11','vpbI', 'UB')
('SL22517-2022-11-02-2044','S86-4','VJWtXDYz', 'LB')
('SL22517-2022-11-01-2036','S85-20','EJAikWLT', 'LB')
('SL12058-2022-11-01-2009','S84-17','gbJ', 'LB')
('AC04652-2022-11-02-1960','A109-16','Fugx', 'UB')
('AC22517-2022-11-01-1959','A109-15','LZmJfKHCvUSfhjbj', 'UB')
('SL04652-2022-11-01-2056','S86-16','zRuCDOYDUoGpv', 'SU')
('AC22517-2022-11-02-2068','A115-16','C', 'UB')
('AC22517-2022-11-01-1962','A109-18','xaquyXDWvdu', 'SU')
('SL04652-2022-11-01-2057','S86-17','MLeCAChESAtpKW', 'LB')
('AC04652-2022-11-01-2067','A115-15','vFfohmF', 'UB')
('AC22517-2022-11-02-2070','A115-18','JuSGkBnbZhcpW', 'SU')
('SL04652-2022-11-01-2062','S86-22','vTGKdPsfYyYqVq', 'UB')
('SL04652-2022-11-02-2007','S84-15','rsOH', 'SL')
('AC12058-2022-11-01-2067','A115-15','nNhqSRzVXZIX', 'UB')
('AC12058-2022-11-01-2068','A115-16','NZennrFIhnEtfSOM', 'UB')
('SL22517-2022-11-02-2083','S87-19','WePfwVaavKoAnb', 'UB')
('AC22517-2022-11-01-1995','A111-15','hpXXYH', 'UB')
('SL04652-2022-11-01-2099','S88-11','pO', 'UB')
('AC22517-2022-11-02-2107','A118-1','slGsDMIGdYNNCxOX', 'LB')
('SL04652-2022-11-02-2047','S86-7','jmiC', 'SL')
('SL04652-2022-11-01-2115','S89-3','RvRXOoi', 'UB')
('AC12058-2022-11-01-2083','A116-13','zKEyg', 'LB')
('SL22517-2022-11-01-2092','S88-4','jujDCzCQ', 'LB')
('SL22517-2022-11-01-2093','S88-5','HvjfLXFLGzGibb', 'MB')
('AC04652-2022-11-01-2125','A119-1','iaFmgGhE', 'LB')
('SL12058-2022-11-01-2065','S87-1','MIzMlHmO', 'LB')
('SL04652-2022-11-02-2064','S86-24','gEeMMHMZEvInvp', 'SU')
('AC22517-2022-11-01-2017','A113-1','VGrjWoVfL', 'LB')
('SL22517-2022-11-01-2124','S89-12','EZcqNVeYF', 'LB')
('SL04652-2022-11-02-2089','S88-1','Efoq', 'LB')
('SL22517-2022-11-02-2137','S90-1','fVJMhLteFw', 'LB')
('SL04652-2022-11-02-2092','S88-4','ExFJPBhzNeGLV', 'LB')
('SL04652-2022-11-01-2141','S90-5','lwjbM', 'MB')
('AC04652-2022-11-01-2164','A121-4','nq', 'UB')
('SL12058-2022-11-01-2103','S88-15','NMkzlGQx', 'SL')
('AC04652-2022-11-02-2099','A117-11','iZb', 'SL')
('SL04652-2022-11-02-2140','S90-4','IA', 'LB')
('SL04652-2022-11-01-2172','S91-12','agivuRSgweST', 'LB')
('SL22517-2022-11-02-2174','S91-14','GsOOsPxaCAyazOn', 'UB')
('AC22517-2022-11-01-2082','A116-12','xZzGPFofEzIAbdt', 'SU')
('AC22517-2022-11-02-2191','A122-13','NKZuNCsSrLKAeDEz', 'LB')
('SL22517-2022-11-01-2174','S91-14','QORPzMAXxwOgboIH', 'UB')
('SL04652-2022-11-01-2180','S91-20','uGrYCbddcJx', 'LB')
('AC22517-2022-11-01-2098','A117-10','VLO', 'UB')
('SL04652-2022-11-01-2189','S92-5','AICbQtZBJIskSn', 'MB')
('AC22517-2022-11-02-2207','A123-11','QDsYgnTMQCTQUn', 'SL')
('AC22517-2022-11-02-2208','A123-12','TZkWNx', 'SU')
('SL04652-2022-11-01-2193','S92-9','lqMD', 'LB')
('SL12058-2022-11-01-2152','S90-16','MJKRWUTw', 'SU')
('SL04652-2022-11-02-2159','S90-23','BzAdFeGowl', 'SL')
('SL04652-2022-11-02-2160','S90-24','gvjncfC', 'SU')
('AC22517-2022-11-02-2215','A124-1','XeryCvXfXnUdG', 'LB')
('AC04652-2022-11-01-2228','A124-14','KwXflOIyiVceL', 'LB')
('SL04652-2022-11-02-2176','S91-16','cPrwmvudgYs', 'SU')
('SL04652-2022-11-02-2177','S91-17','jWo', 'LB')
('SL12058-2022-11-01-2171','S91-11','ItaqZjjPWiexRsJZ', 'UB')
('AC22517-2022-11-02-2240','A125-8','Ld', 'LB')
('AC22517-2022-11-01-2141','A119-17','wFJXVvqAHJukpu', 'SL')
('SL22517-2022-11-01-2237','S94-5','GGwnnhlVdDRo', 'MB')
('SL22517-2022-11-01-2238','S94-6','oN', 'UB')
('SL12058-2022-11-01-2219','S93-11','DyOgGLM', 'UB')
('AC22517-2022-11-02-2270','A127-2','qtvxFGOs', 'LB')
('AC22517-2022-11-02-2271','A127-3','lYtb', 'UB')
('AC04652-2022-11-01-2282','A127-14','QZpIbbBFK', 'LB')
('SL04652-2022-11-02-2229','S93-21','rNGGwzgaG', 'MB')
('SL04652-2022-11-01-2260','S95-4','aIQ', 'LB')
('AC12058-2022-11-01-2230','A124-16','R', 'UB')
('AC12058-2022-11-01-2238','A125-6','eLT', 'SU')
('SL04652-2022-11-02-2241','S94-9','jgbkvPl', 'LB')
('AC22517-2022-11-02-2283','A127-15','lEjVfWPNLOyMbF', 'UB')
('SL22517-2022-11-02-2278','S95-22','WQqLTQfjwOi', 'UB')
('AC22517-2022-11-02-2285','A127-17','UHIAosCGHayEKO', 'SL')
('SL22517-2022-11-01-2272','S95-16','EQ', 'SU')
('SL22517-2022-11-01-2273','S95-17','vVOKvwNkHoZ', 'LB')
('AC12058-2022-11-01-2246','A125-14','cdjMeVZ', 'LB')
('AC04652-2022-11-02-2204','A123-8','KKmaPyra', 'LB')
('AC04652-2022-11-02-2205','A123-9','mLgHbZWkainSHk', 'UB')
('AC12058-2022-11-01-2252','A126-2','cbmLF', 'LB')
('SL22517-2022-11-01-2284','S96-4','qECK', 'LB')
('SL22517-2022-11-01-2285','S96-5','wUWnUPHvt', 'MB')
('SL04652-2022-11-01-2289','S96-9','PwAKzswo', 'LB')
('SL12058-2022-11-01-2265','S95-9','BOYMROy', 'LB')
('SL04652-2022-11-02-2280','S95-24','xTUFHtJfBwX', 'SU')
('AC22517-2022-11-02-2311','A129-7','aJUpYT', 'LB')
('AC12058-2022-11-01-2306','A129-2','BMfjcKcEcjRgWNs', 'LB')
('AC22517-2022-11-01-2232','A124-18','jj', 'SU')
('SL22517-2022-11-01-2327','S97-23','WaBAuTNw', 'SL')
('AC22517-2022-11-02-2347','A131-7','qAyvsTohaFfuGM', 'LB')
('SL22517-2022-11-02-2337','S98-9','NPnN', 'LB')
('AC04652-2022-11-02-2264','A126-14','xvfNhSeeYbjWaMG', 'LB')
('SL04652-2022-11-01-2334','S98-6','XGoMLNakIKKHWC', 'UB')
('SL22517-2022-11-02-2340','S98-12','FgfBDZpCUMnNKqV', 'LB')
('AC04652-2022-11-01-2365','A132-7','Lql', 'LB')
