('SL22517-2022-11-02-1231','S52-7','KhETARuWtySMXFyh', 'SL')
('SL22517-2022-11-02-1439','S60-23','QTEeSmWgwhXQiW', 'SL')
('SL22517-2022-11-02-1440','S60-24','FlBwsWqAfLTVMNm', 'SU')
('SL12058-2022-11-01-1446','S61-6','KyECGTLbZTuSmuF', 'UB')
('SL22517-2022-11-02-1441','S61-1','SoapCojWrO', 'LB')
('SL22517-2022-11-01-1438','S60-22','poIhUtIBPyvOLdXT', 'UB')
('AC22517-2022-11-02-1527','A85-15','FtoYxtEKAepVp', 'UB')
('AC22517-2022-11-02-1528','A85-16','YtOTjiAdGVOVBun', 'UB')
('AC04652-2022-11-01-1490','A83-14','C', 'LB')
('AC22517-2022-11-02-1530','A85-18','KM', 'SU')
('AC12058-2022-11-01-1442','A81-2','PRrsWBEcUNDhrb', 'LB')
('AC22517-2022-11-01-1450','A81-10','QQiwf', 'UB')
('AC12058-2022-11-01-1443','A81-3','QGpUhNaXcO', 'UB')
('SL04652-2022-11-02-1444','S61-4','YVAZ', 'LB')
('SL12058-2022-11-01-1453','S61-13','TSVNFIbzOXpOmcb', 'MB')
('AC04652-2022-11-02-1476','A82-18','gGORaIrOncaDeKMr', 'SU')
('AC22517-2022-11-01-1453','A81-13','pzN', 'LB')
('AC22517-2022-11-01-1454','A81-14','swX', 'LB')
('AC22517-2022-11-02-1531','A86-1','FVZl', 'LB')
('AC04652-2022-11-01-1498','A84-4','wINbcjcO', 'UB')
('SL04652-2022-11-01-1487','S62-23','AdEgkCY', 'SL')
('SL12058-2022-11-01-1457','S61-17','CyKnSVtt', 'LB')
('AC22517-2022-11-01-1457','A81-17','jXLCG', 'SL')
('SL22517-2022-11-01-1445','S61-5','qjDoNwmyjmz', 'MB')
('AC22517-2022-11-02-1533','A86-3','Jp', 'UB')
('AC22517-2022-11-02-1534','A86-4','VtAWxyT', 'UB')
('AC22517-2022-11-02-1535','A86-5','xyAPeoGZ', 'SL')
('AC04652-2022-11-02-1481','A83-5','Afr', 'SL')
('AC04652-2022-11-01-1501','A84-7','hyeYu', 'LB')
('AC12058-2022-11-01-1457','A81-17','coYSb', 'SL')
('SL22517-2022-11-01-1449','S61-9','zLgsaBK', 'LB')
('AC04652-2022-11-02-1484','A83-8','os', 'LB')
('SL12058-2022-11-01-1463','S61-23','Lf', 'SL')
('AC04652-2022-11-02-1487','A83-11','hZhfzYPs', 'SL')
('SL04652-2022-11-01-1496','S63-8','lRRRRncsr', 'SU')
('SL22517-2022-11-01-1452','S61-12','r', 'LB')
('AC04652-2022-11-02-1489','A83-13','Ylxhrci', 'LB')
('AC12058-2022-11-01-1462','A82-4','YIsCiWKn', 'UB')
('SL04652-2022-11-01-1501','S63-13','oaMPZGU', 'MB')
('AC22517-2022-11-01-1466','A82-8','jXXOamsfEIDAYX', 'LB')
('SL22517-2022-11-01-1455','S61-15','FogbIhjgpUofurF', 'SL')
('AC04652-2022-11-01-1505','A84-11','NVQjLmbNooGnwiCG', 'SL')
('AC04652-2022-11-02-1491','A83-15','KB', 'UB')
('AC04652-2022-11-02-1492','A83-16','nVbALAtW', 'UB')
('AC22517-2022-11-02-1544','A86-14','jRugZkh', 'LB')
('AC04652-2022-11-01-1507','A84-13','ENvVENyZuOLC', 'LB')
('AC04652-2022-11-01-1508','A84-14','wlxQhjNAKRVlGeTc', 'LB')
('SL04652-2022-11-01-1507','S63-19','ScaqMZeiUSeM', 'UB')
('SL04652-2022-11-01-1508','S63-20','bfI', 'LB')
('SL22517-2022-11-02-1458','S61-18','ZUBkDCYSmfsugA', 'MB')
('AC22517-2022-11-01-1471','A82-13','vJ', 'LB')
('SL22517-2022-11-02-1465','S62-1','VOqvFNDQNrZOPvg', 'LB')
('SL22517-2022-11-01-1459','S61-19','vlbZ', 'UB')
('SL04652-2022-11-01-1515','S64-3','hxTZATu', 'UB')
('AC22517-2022-11-02-1553','A87-5','YkMoBgAEkW', 'SL')
('SL22517-2022-11-01-1460','S61-20','HLz', 'LB')
('AC04652-2022-11-01-1513','A85-1','IrNhIfL', 'LB')
('AC04652-2022-11-01-1514','A85-2','ZwevLxj', 'LB')
('AC22517-2022-11-02-1557','A87-9','rub', 'UB')
('SL22517-2022-11-01-1462','S61-22','OdIKrEzdLFKC', 'UB')
('SL12058-2022-11-01-1479','S62-15','UOsihaIxwpYE', 'SL')
('AC12058-2022-11-01-1469','A82-11','ukrQYEkYWPrGQon', 'SL')
('SL04652-2022-11-01-1518','S64-6','UWHcaBipXHYj', 'UB')
('SL04652-2022-11-01-1519','S64-7','czHWcLChzjIfINCP', 'SL')
('SL22517-2022-11-02-1472','S62-8','lFXJjYpwNCQg', 'SU')
('AC12058-2022-11-01-1471','A82-13','yPrufs', 'LB')
('SL22517-2022-11-01-1464','S61-24','SlVChdopGx', 'SU')
('AC22517-2022-11-02-1563','A87-15','virxozOjd', 'UB')
('SL22517-2022-11-02-1474','S62-10','NURKlaxrlvPEzOU', 'MB')
('AC22517-2022-11-02-1565','A87-17','ewbaknBQio', 'SL')
('SL04652-2022-11-01-1521','S64-9','eJO', 'LB')
('AC04652-2022-11-01-1522','A85-10','MJAHHnso', 'UB')
('AC22517-2022-11-01-1480','A83-4','TPFRfBCgrtnwZkDf', 'UB')
('SL12058-2022-11-01-1484','S62-20','iIntkAs', 'LB')
('AC04652-2022-11-01-1524','A85-12','yku', 'SU')
('AC22517-2022-11-02-1567','A88-1','k', 'LB')
('AC04652-2022-11-01-1525','A85-13','i', 'LB')
('AC12058-2022-11-01-1475','A82-17','JxdRp', 'SL')
('SL22517-2022-11-02-1479','S62-15','OcQHhtCMrgPlREUW', 'SL')
('AC04652-2022-11-01-1526','A85-14','PmmHWwXcS', 'LB')
('AC04652-2022-11-02-1505','A84-11','sPfAdeZQRlDKu', 'SL')
('AC04652-2022-11-02-1506','A84-12','dslNOxu', 'SU')
('AC04652-2022-11-02-1507','A84-13','G', 'LB')
('SL22517-2022-11-02-1481','S62-17','fvdtzOzBDTa', 'LB')
('SL04652-2022-11-02-1468','S62-4','ArH', 'LB')
('AC04652-2022-11-01-1528','A85-16','YQvoPnx', 'UB')
('AC22517-2022-11-01-1486','A83-10','EapTnszoojDoiAgd', 'UB')
('SL12058-2022-11-01-1496','S63-8','uqCRTuGmG', 'SU')
('AC04652-2022-11-01-1529','A85-17','u', 'SL')
('SL04652-2022-11-01-1524','S64-12','gwWQcd', 'LB')
('AC04652-2022-11-02-1510','A84-16','UOkUdnA', 'UB')
('AC12058-2022-11-01-1486','A83-10','yoDkfqzZx', 'UB')
('AC04652-2022-11-02-1511','A84-17','uiHLKtxFbZ', 'SL')
('SL04652-2022-11-01-1525','S64-13','c', 'MB')
('SL22517-2022-11-02-1487','S62-23','XLhtPCyCvCKpW', 'SL')
('AC22517-2022-11-02-1577','A88-11','ZAVhLKnaFEyE', 'SL')
('AC22517-2022-11-02-1578','A88-12','Nq', 'SU')
('SL04652-2022-11-01-1526','S64-14','KjFhVXxATRvhVH', 'UB')
('AC12058-2022-11-01-1489','A83-13','guos', 'LB')
('SL12058-2022-11-01-1504','S63-16','ePNC', 'SU')
('AC12058-2022-11-01-1491','A83-15','iVkLyp', 'UB')
('SL04652-2022-11-01-1527','S64-15','Io', 'SL')
('AC04652-2022-11-02-1513','A85-1','bt', 'LB')
('SL04652-2022-11-01-1528','S64-16','ZfKSpcFAeQ', 'SU')
('AC22517-2022-11-02-1580','A88-14','OjoWC', 'LB')
('AC22517-2022-11-01-1489','A83-13','OvYQsziXmr', 'LB')
('AC22517-2022-11-02-1581','A88-15','FynIAVz', 'UB')
('SL22517-2022-11-02-1490','S63-2','KaPd', 'MB')
('SL04652-2022-11-01-1530','S64-18','sVHjNRykifGmyikt', 'MB')
('AC12058-2022-11-01-1493','A83-17','YURUBk', 'SL')
('SL04652-2022-11-01-1531','S64-19','dAvEuvFHf', 'UB')
('AC04652-2022-11-01-1533','A86-3','aLQimrSN', 'UB')
('AC22517-2022-11-01-1491','A83-15','PmREtcscrVCWNZF', 'UB')
('AC12058-2022-11-01-1494','A83-18','MBZHWrDamlhCJYYi', 'SU')
('AC22517-2022-11-01-1492','A83-16','UBzyMzV', 'UB')
('SL22517-2022-11-02-1493','S63-5','snEadZrh', 'MB')
('SL04652-2022-11-01-1534','S64-22','XvsngpGtidLpR', 'UB')
('SL22517-2022-11-01-1479','S62-15','ADgE', 'SL')
('AC12058-2022-11-01-1495','A84-1','VeIHVVQ', 'LB')
('SL12058-2022-11-01-1510','S63-22','YaSsgoxZWbmE', 'UB')
('SL22517-2022-11-02-1497','S63-9','DXOjYkApElVwLj', 'LB')
('SL22517-2022-11-02-1498','S63-10','vCETPZkY', 'MB')
('SL22517-2022-11-01-1481','S62-17','XyEvHo', 'LB')
('AC12058-2022-11-01-1497','A84-3','nDtdzdubYdewBdE', 'UB')
('SL12058-2022-11-01-1512','S63-24','RxFw', 'SU')
('AC22517-2022-11-02-1587','A89-3','IZNBVD', 'UB')
('SL04652-2022-11-02-1477','S62-13','AqtnRZIsPNe', 'MB')
('SL22517-2022-11-02-1502','S63-14','LhFILHu', 'UB')
('AC22517-2022-11-01-1494','A83-18','mKdogSl', 'SU')
('AC22517-2022-11-01-1495','A84-1','DRFEfTy', 'LB')
('AC22517-2022-11-01-1496','A84-2','EJWXwIE', 'LB')
('SL04652-2022-11-01-1538','S65-2','VhdIhdAnDCjqU', 'MB')
('AC22517-2022-11-01-1498','A84-4','zPFuPlop', 'UB')
('AC22517-2022-11-01-1499','A84-5','spjCz', 'SL')
('SL22517-2022-11-01-1484','S62-20','SN', 'LB')
('AC04652-2022-11-02-1523','A85-11','lrdKyiAtOkfL', 'SL')
('AC04652-2022-11-01-1539','A86-9','XzNdmHzXg', 'UB')
('SL04652-2022-11-02-1482','S62-18','CASALkSVd', 'MB')
('AC04652-2022-11-02-1525','A85-13','EP', 'LB')
('AC04652-2022-11-02-1526','A85-14','mOthjRVBNLDQNeZ', 'LB')
('AC22517-2022-11-02-1590','A89-6','enJQP', 'SU')
('AC04652-2022-11-01-1540','A86-10','kDfHbGVvhP', 'UB')
('AC22517-2022-11-01-1501','A84-7','CvsgCwRIItf', 'LB')
('SL12058-2022-11-01-1520','S64-8','KppCrPDsgEJpH', 'SU')
('SL04652-2022-11-01-1542','S65-6','cJQYcUXypSqJyjA', 'UB')
('SL04652-2022-11-02-1484','S62-20','fUdsLbKVmhIu', 'LB')
('AC04652-2022-11-02-1531','A86-1','ZzyvXtLba', 'LB')
('AC04652-2022-11-01-1544','A86-14','AcFbPAH', 'LB')
('AC22517-2022-11-01-1508','A84-14','MFLXMbVdJBSnAxNh', 'LB')
('AC22517-2022-11-02-1592','A89-8','mcp', 'LB')
('AC22517-2022-11-02-1593','A89-9','ZyAUSUnkvKalWX', 'UB')
('SL04652-2022-11-01-1545','S65-9','yycDhpRsXBKwuisg', 'LB')
('SL04652-2022-11-02-1486','S62-22','UuYdYhQZgdV', 'UB')
('AC04652-2022-11-01-1545','A86-15','IVGUDIw', 'UB')
('AC22517-2022-11-02-1595','A89-11','VazHFNCMn', 'SL')
('AC22517-2022-11-02-1596','A89-12','XavDOqEv', 'SU')
('SL04652-2022-11-02-1489','S63-1','ePIg', 'LB')
('SL22517-2022-11-01-1491','S63-3','nj', 'UB')
('SL12058-2022-11-01-1524','S64-12','VGEEpuhQskJ', 'LB')
('AC22517-2022-11-01-1511','A84-17','QTxo', 'SL')
('AC04652-2022-11-02-1538','A86-8','oHHGLpXiz', 'LB')
('SL04652-2022-11-01-1549','S65-13','HtOvH', 'MB')
('AC22517-2022-11-02-1602','A89-18','ouZEEgjfyjdhQEsc', 'SU')
('SL22517-2022-11-01-1493','S63-5','eOk', 'MB')
('AC12058-2022-11-01-1505','A84-11','fPITWl', 'SL')
('AC12058-2022-11-01-1507','A84-13','DQaFPnaEVzt', 'LB')
('SL12058-2022-11-01-1525','S64-13','GyVoXWbHWxNfwAk', 'MB')
('SL04652-2022-11-01-1550','S65-14','QVFNYHBbrgeMGveN', 'UB')
('SL04652-2022-11-01-1551','S65-15','arZIVMT', 'SL')
('AC22517-2022-11-01-1514','A85-2','acgUDrvDcvF', 'LB')
('SL22517-2022-11-02-1510','S63-22','SsHNWMdEjSWyIw', 'UB')
('AC12058-2022-11-01-1511','A84-17','tQruVIhHNST', 'SL')
('SL12058-2022-11-01-1526','S64-14','vN', 'UB')
('AC22517-2022-11-01-1517','A85-5','VSwIeQhTvch', 'SL')
('AC04652-2022-11-01-1552','A87-4','PJb', 'UB')
('AC22517-2022-11-02-1606','A90-4','WXapzYmF', 'UB')
('SL12058-2022-11-01-1529','S64-17','sZwIGElEEqyokRK', 'LB')
('SL22517-2022-11-01-1497','S63-9','NgupQxBJtZukgWK', 'LB')
('SL22517-2022-11-02-1514','S64-2','bBKaJkA', 'MB')
('AC04652-2022-11-01-1554','A87-6','PzLhn', 'SU')
('AC12058-2022-11-01-1513','A85-1','g', 'LB')
('SL22517-2022-11-01-1499','S63-11','hGBvaLjIrBcfxiCD', 'UB')
('SL22517-2022-11-01-1500','S63-12','MBpU', 'LB')
('AC04652-2022-11-02-1549','A87-1','yDPgWy', 'LB')
('AC04652-2022-11-02-1550','A87-2','h', 'LB')
('AC22517-2022-11-01-1521','A85-9','yyy', 'UB')
('AC04652-2022-11-02-1551','A87-3','TEDSobbMZQx', 'UB')
('AC22517-2022-11-01-1523','A85-11','tmTMoSdvazdlMCvo', 'SL')
('SL12058-2022-11-01-1532','S64-20','zzDVYHKcYFgGRDSr', 'LB')
('AC12058-2022-11-01-1517','A85-5','VpZli', 'SL')
('SL04652-2022-11-01-1556','S65-20','dxtqrvChzJNAMg', 'LB')
('AC04652-2022-11-01-1557','A87-9','o', 'UB')
('AC12058-2022-11-01-1519','A85-7','GSfUxbkFWHd', 'LB')
('AC04652-2022-11-02-1554','A87-6','xwAVG', 'SU')
('SL22517-2022-11-01-1504','S63-16','ZVNpaY', 'SU')
('SL04652-2022-11-02-1496','S63-8','S', 'SU')
('SL22517-2022-11-01-1506','S63-18','ZiPilSZamXNDDVhX', 'MB')
('AC22517-2022-11-01-1526','A85-14','qDAmcO', 'LB')
('SL04652-2022-11-01-1560','S65-24','wmQvYMOXUlvl', 'SU')
('SL04652-2022-11-02-1497','S63-9','vmH', 'LB')
('SL04652-2022-11-02-1498','S63-10','IUoB', 'MB')
('SL22517-2022-11-01-1509','S63-21','JXCtzeUTr', 'MB')
('SL22517-2022-11-02-1523','S64-11','eAmDdYkUySOZ', 'UB')
('AC04652-2022-11-02-1558','A87-10','pEPqfsPRh', 'UB')
('SL04652-2022-11-01-1561','S66-1','XrQiRYDAJVvFmUjM', 'LB')
('AC22517-2022-11-02-1618','A90-16','oyWfZyAjtYt', 'UB')
('SL04652-2022-11-01-1562','S66-2','CwMDN', 'MB')
('AC04652-2022-11-02-1561','A87-13','kkzNREc', 'LB')
('SL12058-2022-11-01-1536','S64-24','VWQhYmJvxzRjM', 'SU')
('AC04652-2022-11-02-1562','A87-14','aJeEnXhTAsHtx', 'LB')
('AC04652-2022-11-01-1566','A87-18','yYBoSRSQCzARjrX', 'SU')
('SL04652-2022-11-01-1564','S66-4','DBJP', 'LB')
('AC22517-2022-11-02-1619','A90-17','xooAX', 'SL')
('SL12058-2022-11-01-1537','S65-1','GTQVyawNw', 'LB')
('SL12058-2022-11-01-1538','S65-2','tnfHJCgbRFMqd', 'MB')
('AC22517-2022-11-02-1621','A91-1','sidpgEmAt', 'LB')
('AC04652-2022-11-01-1569','A88-3','Kz', 'UB')
('SL22517-2022-11-02-1525','S64-13','kWRMgNCZzveC', 'MB')
('SL12058-2022-11-01-1539','S65-3','UB', 'UB')
('SL12058-2022-11-01-1540','S65-4','psGADjYVRaRamK', 'LB')
('SL22517-2022-11-02-1526','S64-14','gSlpsPmBwhoNOqu', 'UB')
('SL04652-2022-11-01-1567','S66-7','mSqL', 'SL')
('SL22517-2022-11-01-1513','S64-1','PSpjqA', 'LB')
('AC04652-2022-11-01-1570','A88-4','KhczgFvghDnpnDL', 'UB')
('SL22517-2022-11-01-1515','S64-3','HdIf', 'UB')
('SL04652-2022-11-02-1502','S63-14','SyNmGvJUCxYOYdAt', 'UB')
('SL04652-2022-11-01-1568','S66-8','cfGkMJHkN', 'SU')
('SL22517-2022-11-01-1517','S64-5','WMtegSilj', 'MB')
('AC12058-2022-11-01-1523','A85-11','slZfV', 'SL')
('SL04652-2022-11-02-1504','S63-16','v', 'SU')
('SL04652-2022-11-02-1506','S63-18','spcJtExEouJhMl', 'MB')
('AC04652-2022-11-02-1568','A88-2','EMURrVFBSBwm', 'LB')
('SL22517-2022-11-02-1529','S64-17','ShAwlyuabIP', 'LB')
('SL22517-2022-11-02-1531','S64-19','uFbWsd', 'UB')
('AC04652-2022-11-02-1569','A88-3','UcMWarqjQzuCgZFl', 'UB')
('AC12058-2022-11-01-1526','A85-14','wakLTsCl', 'LB')
('AC04652-2022-11-02-1570','A88-4','jjpdEMVm', 'UB')
('AC12058-2022-11-01-1527','A85-15','Yp', 'UB')
('AC04652-2022-11-01-1572','A88-6','hLM', 'SU')
('AC22517-2022-11-01-1534','A86-4','ugdqQyPgFi', 'UB')
('AC22517-2022-11-02-1627','A91-7','p', 'LB')
('AC04652-2022-11-02-1573','A88-7','hzYTlYHHKuyZpLJL', 'LB')
('SL22517-2022-11-01-1522','S64-10','xwkavQAJ', 'MB')
('SL04652-2022-11-02-1512','S63-24','BYfzGODxUcnt', 'SU')
('AC22517-2022-11-01-1536','A86-6','PX', 'SU')
('SL22517-2022-11-02-1536','S64-24','gbhXmG', 'SU')
('SL04652-2022-11-02-1514','S64-2','leUCzr', 'MB')
('AC04652-2022-11-01-1576','A88-10','kAYIijGwbNWPNZmk', 'UB')
('AC12058-2022-11-01-1529','A85-17','S', 'SL')
('SL22517-2022-11-01-1525','S64-13','imm', 'MB')
('SL12058-2022-11-01-1551','S65-15','VPaYBAT', 'SL')
('AC12058-2022-11-01-1531','A86-1','voTpqjffqU', 'LB')
('SL04652-2022-11-02-1516','S64-4','zyO', 'LB')
('AC22517-2022-11-02-1629','A91-9','jGhH', 'UB')
('AC04652-2022-11-02-1576','A88-10','Me', 'UB')
('AC12058-2022-11-01-1532','A86-2','g', 'LB')
('AC12058-2022-11-01-1534','A86-4','bOIqkJOLwYPBaDLG', 'UB')
('AC12058-2022-11-01-1535','A86-5','wj', 'SL')
('AC04652-2022-11-01-1578','A88-12','hiBfZzeMFQ', 'SU')
('SL04652-2022-11-02-1520','S64-8','evhz', 'SU')
('SL12058-2022-11-01-1555','S65-19','LqYVhC', 'UB')
('SL22517-2022-11-01-1529','S64-17','QPCn', 'LB')
('AC04652-2022-11-02-1579','A88-13','KSRqR', 'LB')
('SL04652-2022-11-02-1521','S64-9','ZCWmNigeqsaJoI', 'LB')
('AC22517-2022-11-02-1633','A91-13','vXAUhnpuQP', 'LB')
('AC04652-2022-11-02-1581','A88-15','dVfuLVwNYk', 'UB')
('AC04652-2022-11-02-1582','A88-16','uZUpJR', 'UB')
('AC04652-2022-11-02-1584','A88-18','a', 'SU')
('SL12058-2022-11-01-1556','S65-20','VcSK', 'LB')
('AC04652-2022-11-01-1583','A88-17','hEmKvfICtdWy', 'SL')
('AC22517-2022-11-01-1543','A86-13','RDhRXbqhfAni', 'LB')
('SL22517-2022-11-01-1532','S64-20','CGZ', 'LB')
('SL22517-2022-11-02-1547','S65-11','UGTZAKpNIqhzlBPc', 'UB')
('SL22517-2022-11-01-1533','S64-21','cLRBGY', 'MB')
('SL12058-2022-11-01-1559','S65-23','fMKB', 'SL')
('SL12058-2022-11-01-1560','S65-24','nFnWkhKXZXvIfdJE', 'SU')
('SL22517-2022-11-02-1550','S65-14','qhFvjLVywcy', 'UB')
('AC12058-2022-11-01-1542','A86-12','jHjJ', 'SU')
('AC12058-2022-11-01-1544','A86-14','AMJMdHCcrJWPG', 'LB')
('AC22517-2022-11-01-1544','A86-14','ZEV', 'LB')
('AC04652-2022-11-01-1590','A89-6','GmkwiFO', 'SU')
('AC12058-2022-11-01-1546','A86-16','tFjtnqA', 'UB')
('SL04652-2022-11-01-1579','S66-19','JRokHgL', 'UB')
('SL22517-2022-11-01-1536','S64-24','tAL', 'SU')
('AC22517-2022-11-02-1640','A92-2','syPsVzVGUNdUK', 'LB')
('SL22517-2022-11-01-1537','S65-1','vYePz', 'LB')
('AC04652-2022-11-01-1593','A89-9','FdgER', 'UB')
('AC12058-2022-11-01-1548','A86-18','goYbZ', 'SU')
('SL04652-2022-11-01-1581','S66-21','zhRStqTN', 'MB')
('SL04652-2022-11-02-1529','S64-17','OVKFXnY', 'LB')
('SL22517-2022-11-02-1555','S65-19','Apoz', 'UB')
('AC12058-2022-11-01-1550','A87-2','pjlAMMgFB', 'LB')
('SL04652-2022-11-01-1583','S66-23','tnZJXEMLfuwJN', 'SL')
('AC22517-2022-11-01-1548','A86-18','Knf', 'SU')
('AC04652-2022-11-01-1597','A89-13','hwcCArbX', 'LB')
('SL04652-2022-11-02-1533','S64-21','vZfCGBGBM', 'MB')
('AC04652-2022-11-01-1601','A89-17','LbieZRNPaKdB', 'SL')
('AC04652-2022-11-01-1602','A89-18','PWgg', 'SU')
('SL12058-2022-11-01-1572','S66-12','jdsNVE', 'LB')
('SL04652-2022-11-02-1534','S64-22','SlgqbuDFfyNXigQt', 'UB')
('SL12058-2022-11-01-1574','S66-14','oDhxlobYNqOLWCHU', 'UB')
('AC22517-2022-11-02-1645','A92-7','tPxvMJlpNkaBia', 'LB')
('SL12058-2022-11-01-1575','S66-15','CwgcOXUwcE', 'SL')
('AC04652-2022-11-02-1597','A89-13','XTsQhaMnDV', 'LB')
('SL22517-2022-11-02-1561','S66-1','BIkCCdEur', 'LB')
('SL04652-2022-11-01-1587','S67-3','KdVMLUZt', 'UB')
('AC22517-2022-11-01-1553','A87-5','rwxpzRxYSD', 'SL')
('AC04652-2022-11-01-1605','A90-3','v', 'UB')
('SL22517-2022-11-02-1563','S66-3','hQlMVpRKl', 'UB')
('SL04652-2022-11-02-1539','S65-3','tvuvQMW', 'UB')
('SL04652-2022-11-01-1591','S67-7','QOdTXI', 'SL')
('SL04652-2022-11-01-1594','S67-10','LjKNiXbgeJAdPlN', 'MB')
('AC12058-2022-11-01-1560','A87-12','VffnbDdUUuCi', 'SU')
('SL22517-2022-11-01-1547','S65-11','rcRbJfjOz', 'UB')
('AC04652-2022-11-01-1608','A90-6','sRtvHEEK', 'SU')
('AC22517-2022-11-01-1559','A87-11','rSmxrfuMqCSmwop', 'SL')
('SL22517-2022-11-01-1550','S65-14','HobFrtbv', 'UB')
('AC12058-2022-11-01-1565','A87-17','R', 'SL')
('SL04652-2022-11-01-1597','S67-13','lpIAxfJjYlruoRiW', 'MB')
('SL22517-2022-11-02-1569','S66-9','tAHfTHvyDuhUs', 'LB')
('SL04652-2022-11-02-1545','S65-9','nXnsvMwAzSpl', 'LB')
('AC04652-2022-11-01-1612','A90-10','DaRQJd', 'UB')
('AC22517-2022-11-01-1562','A87-14','F', 'LB')
('AC22517-2022-11-02-1656','A92-18','qcTFkgTsLVAKZNww', 'SU')
('AC04652-2022-11-02-1606','A90-4','GVftfduqfDc', 'UB')
('SL12058-2022-11-01-1585','S67-1','CrL', 'LB')
('AC04652-2022-11-02-1607','A90-5','RsSDOJxjIWvAoEFg', 'SL')
('SL22517-2022-11-02-1571','S66-11','CxU', 'UB')
('AC12058-2022-11-01-1568','A88-2','A', 'LB')
('AC04652-2022-11-01-1613','A90-11','HOsumPUUXriS', 'SL')
('SL04652-2022-11-02-1548','S65-12','MKscvB', 'LB')
('AC04652-2022-11-01-1615','A90-13','PkIaLM', 'LB')
('AC04652-2022-11-01-1617','A90-15','MjZ', 'UB')
('SL04652-2022-11-02-1550','S65-14','muJGZbQLzW', 'UB')
('SL04652-2022-11-02-1551','S65-15','oVMwJcz', 'SL')
('AC04652-2022-11-02-1615','A90-13','bWXEoljHHVsTHNi', 'LB')
('SL22517-2022-11-01-1560','S65-24','aiEkFopmBJMRK', 'SU')
('AC04652-2022-11-01-1620','A90-18','HrVdel', 'SU')
('SL04652-2022-11-01-1603','S67-19','WIzoXgvpyxlztIy', 'UB')
('SL22517-2022-11-01-1561','S66-1','AyjmAHToj', 'LB')
('AC22517-2022-11-01-1565','A87-17','rDqzNuI', 'SL')
('AC22517-2022-11-01-1566','A87-18','dBOAkToUkYIoB', 'SU')
('SL04652-2022-11-01-1605','S67-21','RCFyLf', 'MB')
('SL22517-2022-11-01-1565','S66-5','CuTRVB', 'MB')
('SL04652-2022-11-02-1555','S65-19','WVaaiBUoEUjR', 'UB')
('SL22517-2022-11-01-1566','S66-6','OLqYMAbztqN', 'UB')
('AC22517-2022-11-02-1668','A93-12','DVgwN', 'SU')
('AC12058-2022-11-01-1574','A88-8','iqiOvRidZQKXg', 'LB')
('AC12058-2022-11-01-1581','A88-15','prrRrxuKnERgS', 'UB')
('AC04652-2022-11-02-1621','A91-1','XNxJYEfAcoXA', 'LB')
('SL04652-2022-11-02-1557','S65-21','gMcmJNFJSQBg', 'MB')
('SL22517-2022-11-02-1579','S66-19','FLYLsrTHpTaGOk', 'UB')
('AC12058-2022-11-01-1582','A88-16','lLI', 'UB')
('SL04652-2022-11-01-1611','S68-3','NouJq', 'UB')
('AC12058-2022-11-01-1585','A89-1','MjuhhZSwSBsWn', 'LB')
('AC22517-2022-11-01-1577','A88-11','Emtt', 'SL')
('SL22517-2022-11-01-1573','S66-13','mvNdNuVTrCAXm', 'MB')
('AC04652-2022-11-02-1625','A91-5','ISviZTrVqEXOfI', 'SL')
('AC22517-2022-11-01-1579','A88-13','bBfrXaZh', 'LB')
('SL22517-2022-11-01-1574','S66-14','eSDv', 'UB')
('AC04652-2022-11-01-1628','A91-8','pcdOqsmxryrg', 'LB')
('SL04652-2022-11-01-1614','S68-6','OhlhqIWUUWejr', 'UB')
('SL12058-2022-11-01-1595','S67-11','l', 'UB')
('AC12058-2022-11-01-1590','A89-6','mLkBBb', 'SU')
('AC04652-2022-11-02-1628','A91-8','Tp', 'LB')
('AC04652-2022-11-02-1629','A91-9','zQKQXWkXRwYNOi', 'UB')
('AC04652-2022-11-01-1629','A91-9','YgTKTCBAJW', 'UB')
('SL04652-2022-11-02-1568','S66-8','t', 'SU')
('AC04652-2022-11-02-1631','A91-11','WTzcgh', 'SL')
('AC22517-2022-11-01-1582','A88-16','hIXSPHD', 'UB')
('SL22517-2022-11-01-1581','S66-21','qYeujyxNAEPDxg', 'MB')
('SL04652-2022-11-01-1619','S68-11','mTaaKjIhpxqRXxSg', 'UB')
('AC22517-2022-11-02-1676','A94-2','JaQhRexN', 'LB')
('AC22517-2022-11-01-1584','A88-18','uQqJioKF', 'SU')
('SL12058-2022-11-01-1605','S67-21','YISIwqzbCwqZe', 'MB')
('SL22517-2022-11-01-1583','S66-23','ihMLpf', 'SL')
('SL22517-2022-11-02-1591','S67-7','nTagePUwHcSrUVuw', 'SL')
('SL12058-2022-11-01-1606','S67-22','uxOBcBGS', 'UB')
('AC22517-2022-11-02-1681','A94-7','Oms', 'LB')
('AC04652-2022-11-02-1637','A91-17','NIPZtFDDPjamgM', 'SL')
('SL04652-2022-11-01-1626','S68-18','SDdBIiClxUTMULCQ', 'MB')
('SL04652-2022-11-02-1571','S66-11','zrzQXimTtJP', 'UB')
('SL12058-2022-11-01-1609','S68-1','fJifOHbeyLacMpM', 'LB')
('SL04652-2022-11-01-1628','S68-20','sSkoNCkEWAxo', 'LB')
('AC22517-2022-11-02-1684','A94-10','zlFzYBKvjgWIYPm', 'UB')
('AC04652-2022-11-01-1639','A92-1','rXYiNeZT', 'LB')
('SL22517-2022-11-02-1598','S67-14','ggBUaskJqgGUN', 'UB')
