('AC04652-2022-11-02-3668','A204-14','gmg', 'LB')
('AC22517-2022-11-02-11924','A663-8','NjjIiejRLwUiTF', 'LB')
('SL22517-2022-11-01-11803','S492-19','BXoVwppIOY', 'UB')
('AC22517-2022-11-02-11938','A664-4','E', 'UB')
('SL04652-2022-11-01-11873','S495-17','yZnexiXogghOHCr', 'LB')
('SL04652-2022-11-01-11874','S495-18','nDCjJREEQESjeLNu', 'MB')
('SL04652-2022-11-02-11917','S497-13','YdvlcpgtqkKWAWH', 'MB')
('SL12058-2022-11-01-11828','S493-20','MTQrmv', 'LB')
('AC04652-2022-11-02-12068','A671-8','gxTjcNeWTvK', 'LB')
('AC22517-2022-11-02-12033','A669-9','P', 'UB')
('SL22517-2022-11-01-11899','S496-19','Y', 'UB')
('AC12058-2022-11-01-12060','A670-18','AwDNeJNPPFXbGFMf', 'SU')
('AC12058-2022-11-01-12069','A671-9','mfaHUcUqSzYV', 'UB')
('SL12058-2022-11-01-11842','S494-10','dDLXqGlru', 'MB')
('SL04652-2022-11-01-11939','S498-11','QGpKmLbRuiJ', 'UB')
('SL04652-2022-11-01-11940','S498-12','nnLncktQTgr', 'LB')
('SL22517-2022-11-02-11977','S500-1','t', 'LB')
('AC22517-2022-11-02-12095','A672-17','zBvxNT', 'SL')
('SL22517-2022-11-02-12034','S502-10','nshkNLA', 'MB')
('SL12058-2022-11-01-11895','S496-15','JZnHBbdhxKVHUMi', 'SL')
('AC22517-2022-11-01-12131','A674-17','VRzsqTaLHg', 'SL')
('AC04652-2022-11-01-12321','A685-9','ZrJkManvCPosvf', 'UB')
('AC22517-2022-11-01-12133','A675-1','qdli', 'LB')
('SL12058-2022-11-01-11906','S497-2','EHswlJbXTbyd', 'MB')
('SL04652-2022-11-01-12016','S501-16','UXZHpg', 'SU')
('SL22517-2022-11-02-12051','S503-3','cqU', 'UB')
('AC04652-2022-11-01-12333','A686-3','RpYyUlforASzco', 'UB')
('AC12058-2022-11-01-12155','A676-5','wZzkCdhTeVhJy', 'SL')
('AC22517-2022-11-02-12123','A674-9','m', 'UB')
('AC04652-2022-11-01-12338','A686-8','GjrlOtPoYC', 'LB')
('SL22517-2022-11-01-11963','S499-11','sOYqpusPH', 'UB')
('AC22517-2022-11-02-12128','A674-14','FWfB', 'LB')
('SL22517-2022-11-01-11972','S499-20','jSZyoBkaCrujk', 'LB')
('AC12058-2022-11-01-12172','A677-4','aXlPpE', 'UB')
('AC04652-2022-11-02-12164','A676-14','AeVIIjJjeqCTWSf', 'LB')
('AC12058-2022-11-01-12183','A677-15','Dipb', 'UB')
('SL22517-2022-11-01-11980','S500-4','dzHFxlkH', 'LB')
('SL04652-2022-11-02-12061','S503-13','RMJCIDxoQu', 'MB')
('SL12058-2022-11-01-11941','S498-13','uDGPdswY', 'MB')
('AC22517-2022-11-02-12168','A676-18','EC', 'SU')
('AC04652-2022-11-02-12193','A678-7','DmKzE', 'LB')
('AC12058-2022-11-01-12215','A679-11','lvAqfNUJEHb', 'SL')
('SL04652-2022-11-01-12080','S504-8','YAjCawzgRQHbSwz', 'SU')
('SL22517-2022-11-02-12103','S505-7','nvHtEM', 'SL')
('SL04652-2022-11-02-12099','S505-3','eyarNXH', 'UB')
('SL12058-2022-11-01-11969','S499-17','axMMXZGgoI', 'LB')
('AC12058-2022-11-01-12231','A680-9','VBJNNGl', 'UB')
('AC22517-2022-11-01-12214','A679-10','oOzENbUqSCdWNP', 'UB')
('SL12058-2022-11-01-11972','S499-20','LH', 'LB')
('SL22517-2022-11-02-12128','S506-8','lxkysFqf', 'SU')
('SL12058-2022-11-01-11983','S500-7','kCJDGG', 'SL')
('SL04652-2022-11-01-12106','S505-10','dAlaJLWvyU', 'MB')
('AC22517-2022-11-01-12238','A680-16','huRfpFFUT', 'UB')
('AC12058-2022-11-01-12257','A681-17','LIz', 'SL')
('AC04652-2022-11-02-12229','A680-7','QADrQwsjr', 'LB')
('AC04652-2022-11-01-12413','A690-11','TvC', 'SL')
('SL04652-2022-11-02-12135','S506-15','xXOSoJyJm', 'SL')
('SL22517-2022-11-01-12063','S503-15','iiREYmm', 'SL')
('AC12058-2022-11-01-12264','A682-6','CqVEPpqELtgO', 'SU')
('AC22517-2022-11-02-12219','A679-15','T', 'UB')
('AC04652-2022-11-01-12421','A691-1','vbCRlwMbuMwjll', 'LB')
('AC04652-2022-11-02-12236','A680-14','NLRrKeeZrRza', 'LB')
('AC22517-2022-11-02-12226','A680-4','vtDpk', 'UB')
('SL22517-2022-11-02-12159','S507-15','wlNcacGP', 'SL')
('SL22517-2022-11-01-12073','S504-1','qJPAKE', 'LB')
('AC22517-2022-11-02-12232','A680-10','vOq', 'UB')
('SL04652-2022-11-01-12134','S506-14','VE', 'UB')
('SL12058-2022-11-01-12009','S501-9','vXecMhbBWrpJEYU', 'LB')
('AC04652-2022-11-02-12249','A681-9','nWNMFHZrj', 'UB')
('SL22517-2022-11-02-12168','S507-24','gHYeSG', 'SU')
('SL04652-2022-11-02-12156','S507-12','qCogZMhvbbHT', 'LB')
('SL12058-2022-11-01-12015','S501-15','hOCY', 'SL')
('AC04652-2022-11-01-12449','A692-11','HCsfzEDCblMkvlHV', 'SL')
('AC22517-2022-11-02-12242','A681-2','ckwR', 'LB')
('AC22517-2022-11-02-12244','A681-4','ddAIOh', 'UB')
('AC22517-2022-11-02-12307','A684-13','VnDNHPLYYca', 'LB')
('AC22517-2022-11-01-12338','A686-8','zvp', 'LB')
('AC04652-2022-11-02-12324','A685-12','ifNqKtu', 'SU')
('SL04652-2022-11-02-12237','S510-21','HYLlIH', 'MB')
('AC22517-2022-11-01-12340','A686-10','JX', 'UB')
('AC22517-2022-11-01-12341','A686-11','fXFJLoJktEoOJ', 'SL')
('SL22517-2022-11-02-12234','S510-18','RZSOmEaAv', 'MB')
('AC22517-2022-11-02-12313','A685-1','XHLxgwYfljy', 'LB')
('AC04652-2022-11-01-12533','A697-5','nYBmKDxpMqeKh', 'SL')
('AC22517-2022-11-02-12315','A685-3','bdDNWByQc', 'UB')
('AC04652-2022-11-02-12335','A686-5','H', 'SL')
('AC12058-2022-11-01-12349','A687-1','Zkrufq', 'LB')
('AC22517-2022-11-01-12348','A686-18','SqmFieTabOaLvS', 'SU')
('AC22517-2022-11-02-12319','A685-7','b', 'LB')
('AC04652-2022-11-01-12536','A697-8','dHNJekIaikdqBrE', 'LB')
('AC04652-2022-11-02-12340','A686-10','F', 'UB')
('SL22517-2022-11-01-12162','S507-18','pvowMYmX', 'MB')
('AC22517-2022-11-01-12352','A687-4','BM', 'UB')
('AC22517-2022-11-01-12353','A687-5','yVPJWfaQOmq', 'SL')
('SL22517-2022-11-01-12164','S507-20','m', 'LB')
('SL04652-2022-11-01-12224','S510-8','OWjMC', 'SU')
('SL22517-2022-11-02-12245','S511-5','reFO', 'MB')
('AC04652-2022-11-01-12544','A697-16','aRKuDThsSWjIPz', 'UB')
('AC22517-2022-11-02-12326','A685-14','bCKr', 'LB')
('AC04652-2022-11-01-12547','A698-1','cCXwrqBlTxCljF', 'LB')
('SL22517-2022-11-02-12247','S511-7','HuhhMUWegkx', 'SL')
('AC22517-2022-11-02-12332','A686-2','rbwQOhif', 'LB')
('AC04652-2022-11-01-12554','A698-8','uieSi', 'LB')
('AC12058-2022-11-01-12372','A688-6','lbTmtglvqPPQh', 'SU')
('AC04652-2022-11-02-12361','A687-13','CxaXcxEmerCg', 'LB')
('AC04652-2022-11-02-12365','A687-17','j', 'SL')
('AC22517-2022-11-01-12378','A688-12','bEH', 'SU')
('SL12058-2022-11-01-12117','S505-21','SmEWezMkkOQ', 'MB')
('AC04652-2022-11-02-12367','A688-1','cMZGpPfjLRo', 'LB')
('SL22517-2022-11-01-12195','S509-3','NzXNUQGNqoANCoO', 'UB')
('AC04652-2022-11-02-12368','A688-2','NUbheFrSbssD', 'LB')
('SL12058-2022-11-01-12122','S506-2','jjSAREwp', 'MB')
('AC12058-2022-11-01-12392','A689-8','oWMkMK', 'LB')
('AC22517-2022-11-01-12383','A688-17','XUHOhT', 'SL')
('AC22517-2022-11-02-12352','A687-4','kJNifsjPSX', 'UB')
('SL12058-2022-11-01-12124','S506-4','aBuycdhxIUxRif', 'LB')
('AC04652-2022-11-02-12370','A688-4','JnxtwKrirAGvAL', 'UB')
('AC04652-2022-11-02-12373','A688-7','ZbyqfewOszQwBz', 'LB')
('AC12058-2022-11-01-12397','A689-13','xFEzeHZHd', 'LB')
('SL22517-2022-11-01-12218','S510-2','vtzlMtDSVnleiJdO', 'MB')
('SL04652-2022-11-02-12302','S513-14','OGPPPEvpGwPpDC', 'UB')
('SL22517-2022-11-01-12224','S510-8','XOFkpdGl', 'SU')
('SL22517-2022-11-01-12225','S510-9','vZaiAxXszSB', 'LB')
('AC04652-2022-11-01-12649','A703-13','cjeSbwIVrA', 'LB')
('SL22517-2022-11-02-12335','S514-23','znbqpGPA', 'SL')
('SL04652-2022-11-02-12351','S515-15','zvRzxaxtujYe', 'SL')
('SL22517-2022-11-02-12338','S515-2','fukQMebZYE', 'MB')
('AC22517-2022-11-01-12459','A693-3','ozdfCGaMhLkOt', 'UB')
('AC12058-2022-11-01-12476','A694-2','KklKdSVfo', 'LB')
('SL04652-2022-11-02-12358','S515-22','xmDhfB', 'UB')
('SL22517-2022-11-01-12270','S512-6','tkcGWF', 'UB')
('SL04652-2022-11-01-12329','S514-17','PfgCrPzEG', 'LB')
('SL04652-2022-11-02-12364','S516-4','l', 'LB')
('AC22517-2022-11-02-12421','A691-1','MXEb', 'LB')
('SL04652-2022-11-02-12366','S516-6','jRBhGHEPgzFDJA', 'UB')
('AC04652-2022-11-01-12656','A704-2','YkATqUZXWi', 'LB')
('AC12058-2022-11-01-12482','A694-8','OtMu', 'LB')
('SL04652-2022-11-01-12337','S515-1','ABkFWsJmky', 'LB')
('AC04652-2022-11-01-12658','A704-4','mAITIq', 'UB')
('SL04652-2022-11-01-12340','S515-4','oT', 'LB')
('SL22517-2022-11-02-12354','S515-18','xgrcZOqLd', 'MB')
('SL12058-2022-11-01-12202','S509-10','xFaSPyWh', 'MB')
('SL22517-2022-11-01-12280','S512-16','hzGbIMm', 'SU')
('SL22517-2022-11-01-12281','S512-17','twsKXxRjKX', 'LB')
('AC04652-2022-11-01-12663','A704-9','rHPMCjjOn', 'UB')
('AC04652-2022-11-01-12664','A704-10','MIVUWCcmOQhxLGoz', 'UB')
('AC04652-2022-11-02-12469','A693-13','UKiaNbrlEGTvWN', 'LB')
('AC04652-2022-11-02-12470','A693-14','uJaqPglqWEnRxWp', 'LB')
('AC12058-2022-11-01-12489','A694-15','iYMHXbObEzHExWp', 'UB')
('AC12058-2022-11-01-12490','A694-16','GfCPjticpWFD', 'UB')
('AC22517-2022-11-01-12475','A694-1','wOPOFGBUlav', 'LB')
('SL12058-2022-11-01-12205','S509-13','RpsAnPTBMmHBhsv', 'MB')
('AC12058-2022-11-01-12494','A695-2','zXOIMRD', 'LB')
('SL04652-2022-11-02-12388','S517-4','chKCNCwGjH', 'LB')
('SL04652-2022-11-01-12363','S516-3','JzDjzLZAWIbrvn', 'UB')
('AC12058-2022-11-01-12506','A695-14','OQcQGVR', 'LB')
('SL22517-2022-11-02-12393','S517-9','KuOFJfsxQrLTyOZ', 'LB')
('SL12058-2022-11-01-12246','S511-6','KapK', 'UB')
('AC22517-2022-11-01-12549','A698-3','aaJmcgnxprFHLi', 'UB')
('AC22517-2022-11-01-12550','A698-4','astgyLeORKrWI', 'UB')
('AC22517-2022-11-01-12552','A698-6','yzwOYkLtbOA', 'SU')
('SL22517-2022-11-02-12439','S519-7','wgLwAkKTRBQpd', 'SL')
('SL04652-2022-11-02-12453','S519-21','gPlrJGUyQ', 'MB')
('AC22517-2022-11-02-12512','A696-2','GbrLnDSUiGbuEKd', 'LB')
('AC22517-2022-11-01-12555','A698-9','kyf', 'UB')
('AC04652-2022-11-01-12749','A709-5','MdtwbuZuvPedyvHW', 'SL')
('AC04652-2022-11-01-12750','A709-6','yBvBWgrdsaxy', 'SU')
('SL04652-2022-11-02-12457','S520-1','yRoTjUHrhc', 'LB')
('SL22517-2022-11-02-12449','S519-17','dioM', 'LB')
('SL22517-2022-11-01-12367','S516-7','VewNOHEbublWuIJ', 'SL')
('AC04652-2022-11-01-12756','A709-12','llSBTdeZdeLCUc', 'SU')
('AC22517-2022-11-01-12563','A698-17','JRQtwoRnQw', 'SL')
('SL22517-2022-11-02-12453','S519-21','WOXcVTcUrc', 'MB')
('SL04652-2022-11-02-12463','S520-7','MLEEMd', 'SL')
('AC22517-2022-11-02-12522','A696-12','jBGRuhrNdG', 'SU')
('SL04652-2022-11-01-12444','S519-12','IAZtEN', 'LB')
('AC04652-2022-11-02-12577','A699-13','UmoRAgWgDI', 'LB')
('AC04652-2022-11-01-12762','A709-18','AbREfgCipP', 'SU')
('AC22517-2022-11-02-12524','A696-14','ePXRDKbJjqv', 'LB')
('SL04652-2022-11-01-12447','S519-15','Zy', 'SL')
('SL04652-2022-11-01-12448','S519-16','NbqqfyITmpv', 'SU')
('SL04652-2022-11-01-12449','S519-17','sCtj', 'LB')
('AC04652-2022-11-01-12764','A710-2','jgraCWM', 'LB')
('SL04652-2022-11-01-12451','S519-19','TBylCDrwF', 'UB')
('SL22517-2022-11-02-12461','S520-5','MrKgqHKzqVbSWv', 'MB')
('AC12058-2022-11-01-12590','A700-8','frgvgEdMUghXAIPl', 'LB')
('SL12058-2022-11-01-12334','S514-22','qAbslZPiGIYFJ', 'UB')
('SL22517-2022-11-02-12495','S521-15','McxwFQIXaVBskQF', 'SL')
('AC04652-2022-11-01-12808','A712-10','jTNLrxlFMdtNl', 'UB')
('SL04652-2022-11-01-12486','S521-6','qoiP', 'UB')
('AC12058-2022-11-01-12628','A702-10','BgXVljegEFA', 'UB')
('SL22517-2022-11-01-12429','S518-21','fcGtyqNTwpWlK', 'MB')
('AC22517-2022-11-01-12629','A702-11','BxFaXCOebzUgpms', 'SL')
('AC04652-2022-11-02-12675','A705-3','BHNcbEa', 'UB')
('AC04652-2022-11-01-12883','A716-13','dgZ', 'LB')
('AC12058-2022-11-01-12702','A706-12','TD', 'SU')
('AC22517-2022-11-02-12664','A704-10','pwYCwVKvmNFr', 'UB')
('AC04652-2022-11-01-12889','A717-1','H', 'LB')
('AC04652-2022-11-02-12700','A706-10','hLJGDITlXGZxgcs', 'UB')
('AC04652-2022-11-01-12891','A717-3','NZRSmRbHkO', 'UB')
('AC22517-2022-11-01-12728','A708-2','xTOGPRfxO', 'LB')
('SL22517-2022-11-02-12579','S525-3','I', 'UB')
('SL04652-2022-11-01-12583','S525-7','C', 'SL')
('AC22517-2022-11-01-12736','A708-10','SLlMHXMSKgxHy', 'UB')
('SL12058-2022-11-01-12449','S519-17','ZKjVfBAuuNDHlMC', 'LB')
('SL12058-2022-11-01-12454','S519-22','yxmpFOjrUBFkjdL', 'UB')
('AC12058-2022-11-01-12725','A707-17','gGZXHLgSyYHPozq', 'SL')
('AC22517-2022-11-01-12744','A708-18','StJuCvCPA', 'SU')
('SL12058-2022-11-01-12496','S521-16','WukFxFjcHtjnrzm', 'SU')
('SL22517-2022-11-02-12635','S527-11','NxlRLCsXHaco', 'UB')
('AC22517-2022-11-01-12796','A711-16','Q', 'UB')
('AC04652-2022-11-02-12770','A710-8','D', 'LB')
('SL22517-2022-11-02-12638','S527-14','lXtBn', 'UB')
('SL22517-2022-11-02-12640','S527-16','QisUMw', 'SU')
('SL12058-2022-11-01-12504','S521-24','RObuCxwTdvdjeIA', 'SU')
('AC12058-2022-11-01-12800','A712-2','ULR', 'LB')
('AC04652-2022-11-02-12785','A711-5','krRKGGTsTT', 'SL')
('AC22517-2022-11-02-12760','A709-16','FRR', 'UB')
('AC12058-2022-11-01-12803','A712-5','tddkygihnUe', 'SL')
('SL22517-2022-11-02-12652','S528-4','ORueKkFxwDvTb', 'LB')
('AC22517-2022-11-01-12813','A712-15','GCbjY', 'UB')
('AC22517-2022-11-02-12762','A709-18','gja', 'SU')
('AC22517-2022-11-01-12815','A712-17','KDzXuevafrPBo', 'SL')
('SL22517-2022-11-01-12593','S525-17','gWmJJlmtqleC', 'LB')
('AC12058-2022-11-01-12808','A712-10','WqnHgymRINF', 'UB')
('AC12058-2022-11-01-12809','A712-11','CnhgVm', 'SL')
('AC22517-2022-11-01-12820','A713-4','yFjZyJrCdazG', 'UB')
('SL04652-2022-11-01-12658','S528-10','ZOWXshXd', 'MB')
('AC04652-2022-11-02-12793','A711-13','JEzrNM', 'LB')
('AC12058-2022-11-01-12811','A712-13','bpPlHXkPekG', 'LB')
('AC22517-2022-11-02-12768','A710-6','u', 'SU')
('AC04652-2022-11-01-12976','A721-16','IPTOsKjI', 'UB')
('AC12058-2022-11-01-12813','A712-15','AR', 'UB')
('AC22517-2022-11-01-12823','A713-7','dopRfzQOevqXKe', 'LB')
('AC12058-2022-11-01-12815','A712-17','RnOIEdVoHJk', 'SL')
('AC12058-2022-11-01-12816','A712-18','eeJYYDSSRul', 'SU')
('SL04652-2022-11-01-12673','S529-1','a', 'LB')
('AC12058-2022-11-01-12819','A713-3','RzKoyRK', 'UB')
('SL12058-2022-11-01-12523','S522-19','triMp', 'UB')
('SL22517-2022-11-01-12604','S526-4','t', 'LB')
('AC22517-2022-11-02-12778','A710-16','pUwRyROQEjjYPG', 'UB')
('AC22517-2022-11-02-12779','A710-17','ovjWgekANkVgRIo', 'SL')
('AC22517-2022-11-01-12830','A713-14','HtvADELv', 'LB')
('SL04652-2022-11-02-12700','S530-4','jndrjpyxRedrI', 'LB')
('SL22517-2022-11-02-12670','S528-22','EqEXyLTHcKplmqM', 'UB')
('SL22517-2022-11-01-12608','S526-8','tNcQSvhJBugs', 'SU')
('SL04652-2022-11-01-12678','S529-6','BjTfPNOeypF', 'UB')
('SL22517-2022-11-02-12694','S529-22','keGhHb', 'UB')
('AC04652-2022-11-02-12860','A715-8','DARc', 'LB')
('AC22517-2022-11-01-12893','A717-5','cyvdlehpu', 'SL')
('SL04652-2022-11-01-12730','S531-10','gdVeEIp', 'MB')
('AC12058-2022-11-01-12871','A716-1','wSQqIdG', 'LB')
('SL04652-2022-11-01-12732','S531-12','bbRBIdIXYCrYhmkm', 'LB')
('AC12058-2022-11-01-12872','A716-2','aWaIkjeOepuf', 'LB')
('SL04652-2022-11-01-12734','S531-14','kTmTAaN', 'UB')
('SL22517-2022-11-02-12725','S531-5','cLPkYXaKpkZBHq', 'MB')
('AC22517-2022-11-01-12896','A717-8','cpTUUNSxyyN', 'LB')
('AC22517-2022-11-02-12852','A714-18','QwTtyL', 'SU')
('SL04652-2022-11-01-12741','S531-21','vONPxlupN', 'MB')
('AC04652-2022-11-01-13043','A725-11','pbNJF', 'SL')
('SL04652-2022-11-01-12743','S531-23','coGpUKuLmyLen', 'SL')
('AC04652-2022-11-02-12875','A716-5','ZYMAkwJckfT', 'SL')
('AC12058-2022-11-01-12884','A716-14','vhqUZJIwqe', 'LB')
('SL12058-2022-11-01-12598','S525-22','SZjOJswxJaNTPou', 'UB')
('AC04652-2022-11-01-13063','A726-13','lyNfflr', 'LB')
('AC04652-2022-11-01-13065','A726-15','AZje', 'UB')
('AC22517-2022-11-01-12914','A718-8','jGlPobOHSCj', 'LB')
('SL22517-2022-11-02-12749','S532-5','GcUvJhxV', 'MB')
('AC22517-2022-11-01-12919','A718-13','TQNrRsVlMwcVrwa', 'LB')
('SL22517-2022-11-02-12752','S532-8','HrBOmww', 'SU')
('SL04652-2022-11-01-12760','S532-16','V', 'SU')
('SL12058-2022-11-01-12616','S526-16','wXvxLBuAgZCT', 'SU')
('SL12058-2022-11-01-12657','S528-9','dxYvK', 'LB')
('AC22517-2022-11-02-12904','A717-16','qUrCIJimYKTiu', 'UB')
('AC04652-2022-11-01-13152','A731-12','OzUhtXSB', 'SU')
('AC22517-2022-11-01-13002','A723-6','smCGRVuBqD', 'SU')
('AC04652-2022-11-02-12985','A722-7','cZAQwGoRTD', 'LB')
('SL12058-2022-11-01-12701','S530-5','cJVsyypNvLWL', 'MB')
('SL22517-2022-11-01-12770','S533-2','BLo', 'MB')
('AC04652-2022-11-02-13065','A726-15','WcnlyykPYpQSytZ', 'UB')
('SL22517-2022-11-02-12914','S539-2','RfhY', 'MB')
('SL22517-2022-11-02-12915','S539-3','EXHTG', 'UB')
('SL04652-2022-11-01-12913','S539-1','pfPeDqNFsFX', 'LB')
('SL12058-2022-11-01-12787','S533-19','nn', 'UB')
('AC12058-2022-11-01-13051','A726-1','DKLvrVqXRqfuW', 'LB')
('AC12058-2022-11-01-13052','A726-2','VaejoU', 'LB')
('SL22517-2022-11-01-12850','S536-10','UCRbGRXqHfayrzv', 'MB')
('AC22517-2022-11-01-13081','A727-13','itQIFYjSQIWjft', 'LB')
('AC04652-2022-11-02-13072','A727-4','tpjwfOY', 'UB')
('SL12058-2022-11-01-12791','S533-23','WxrTIAUMgmQ', 'SL')
('SL22517-2022-11-02-12920','S539-8','BMteCqWiUxq', 'SU')
('AC04652-2022-11-02-13101','A728-15','EydKVeveau', 'UB')
('SL04652-2022-11-02-12962','S541-2','etnxoLdxjZ', 'MB')
('SL22517-2022-11-02-12941','S540-5','asvJrLqW', 'MB')
('SL04652-2022-11-01-12949','S540-13','Nfkip', 'MB')
('SL22517-2022-11-02-13015','S543-7','teYflpc', 'SL')
('AC04652-2022-11-02-13175','A732-17','t', 'SL')
('SL12058-2022-11-01-12877','S537-13','jRJ', 'MB')
('AC22517-2022-11-01-13184','A733-8','WODCdDnvjxB', 'LB')
('AC12058-2022-11-01-13150','A731-10','BBFbMJsF', 'UB')
('SL22517-2022-11-01-12952','S540-16','eTcsyBw', 'SU')
('AC04652-2022-11-02-13182','A733-6','LYaXHkVDibNJX', 'SU')
('AC22517-2022-11-02-13114','A729-10','tFievSH', 'UB')
('SL22517-2022-11-01-12955','S540-19','lwGxOSXkDWPFn', 'UB')
('SL12058-2022-11-01-12884','S537-20','mJUrBrMaGOzj', 'LB')
('SL04652-2022-11-01-13034','S544-2','VueOyVJvMpbeG', 'MB')
('AC22517-2022-11-02-13128','A730-6','yEvrlLPJaGDVxyl', 'SU')
('AC22517-2022-11-01-13202','A734-8','YYnM', 'LB')
('AC04652-2022-11-01-13366','A743-10','wQ', 'UB')
('AC22517-2022-11-02-13135','A730-13','HoNdkXjRoJEUxQiG', 'LB')
('SL22517-2022-11-01-12977','S541-17','xyQdIM', 'LB')
('SL22517-2022-11-02-13053','S544-21','SnLtNCsQDaoxzwOc', 'MB')
('AC04652-2022-11-02-13207','A734-13','hJMjnfi', 'LB')
('SL04652-2022-11-02-13069','S545-13','NYohpfVwiOvBUtp', 'MB')
('SL22517-2022-11-02-13055','S544-23','PbeE', 'SL')
('AC22517-2022-11-01-13218','A735-6','bGwHA', 'SU')
('AC04652-2022-11-01-13396','A745-4','lttKivp', 'UB')
('AC22517-2022-11-01-13254','A737-6','XplnLkxB', 'SU')
('SL22517-2022-11-01-13016','S543-8','JBffsUlb', 'SU')
('AC04652-2022-11-01-13408','A745-16','YSISYzhYxxIh', 'UB')
('AC04652-2022-11-02-13234','A736-4','PFydLwRk', 'UB')
('AC22517-2022-11-01-13299','A739-15','kN', 'UB')
('SL22517-2022-11-01-13053','S544-21','cfoBrl', 'MB')
('AC22517-2022-11-02-13227','A735-15','ucUIxam', 'UB')
('AC12058-2022-11-01-13245','A736-15','KiZgnIfzdfIWl', 'UB')
('SL12058-2022-11-01-12955','S540-19','mBkoDLlRuFeEnMP', 'UB')
('SL22517-2022-11-01-13057','S545-1','eSUiVHvMMYhXEuK', 'LB')
('AC04652-2022-11-01-13470','A749-6','GxeoKaTTIwrY', 'SU')
('AC12058-2022-11-01-13255','A737-7','l', 'LB')
('AC04652-2022-11-01-13476','A749-12','tWbAHq', 'SU')
('AC22517-2022-11-01-13335','A741-15','bWyntW', 'UB')
('SL22517-2022-11-01-13076','S545-20','AqYGxJNVpZwtrId', 'LB')
('AC22517-2022-11-01-13345','A742-7','zkbFeQlCGBh', 'LB')
('AC04652-2022-11-01-13499','A750-17','XBizGnsoM', 'SL')
('AC04652-2022-11-01-13502','A751-2','L', 'LB')
('SL04652-2022-11-01-13185','S550-9','ET', 'LB
