('AC04652-2022-11-02-10','A1-10','yCMMMPySpqVv', 'UB')
('SL04652-2022-11-02-1488','S62-24','L', 'SU')
('SL04652-2022-11-01-1517','S64-5','EkAHJzgJKzEpaU', 'MB')
('SL04652-2022-11-01-1519','S64-7','cF', 'SL')
('AC22517-2022-11-02-1545','A86-15','pJktRTRArZEK', 'UB')
('SL04652-2022-11-01-1522','S64-10','RETNlI', 'MB')
('AC22517-2022-11-01-1483','A83-7','C', 'LB')
('AC12058-2022-11-01-1532','A86-2','UePfl', 'LB')
('SL22517-2022-11-01-1513','S64-1','KwIFcdHgkrkLvW', 'LB')
('SL04652-2022-11-01-1529','S64-17','mJTEOWpNp', 'LB')
('AC04652-2022-11-01-1553','A87-5','Zafub', 'SL')
('AC22517-2022-11-02-1571','A88-5','sCjKU', 'SL')
('AC04652-2022-11-02-1494','A83-18','AvpiZrQCKg', 'SU')
('AC12058-2022-11-01-1543','A86-13','JHXwNlpjfRFIsuX', 'LB')
('SL22517-2022-11-01-1527','S64-15','YdaKk', 'SL')
('SL04652-2022-11-02-1523','S64-11','lIXycVP', 'UB')
('AC04652-2022-11-01-1558','A87-10','yR', 'UB')
('SL04652-2022-11-01-1549','S65-13','Iv', 'MB')
('AC04652-2022-11-01-1562','A87-14','XvBNsaQDkyhMX', 'LB')
('SL22517-2022-11-01-1538','S65-2','pw', 'MB')
('AC22517-2022-11-01-1497','A84-3','WjgGjtJgQuCGL', 'UB')
('SL04652-2022-11-01-1554','S65-18','iqJWiYKhSyeF', 'MB')
('AC04652-2022-11-01-1566','A87-18','UGgiYrBdnlwOVec', 'SU')
('SL12058-2022-11-01-1519','S64-7','zZGxuPzJnEePzJCL', 'SL')
('SL22517-2022-11-01-1541','S65-5','EAlITUhSYNmmLpm', 'MB')
('SL22517-2022-11-02-1588','S67-4','BMXiltBTSKlR', 'LB')
('AC22517-2022-11-02-1584','A88-18','uVq', 'SU')
('AC04652-2022-11-02-1511','A84-17','oHaPMKNZCtMo', 'SL')
('AC04652-2022-11-01-1569','A88-3','zsDKi', 'UB')
('AC04652-2022-11-02-1514','A85-2','uEEHxZJOyNQ', 'LB')
('AC04652-2022-11-01-1572','A88-6','Qor', 'SU')
('AC22517-2022-11-02-1589','A89-5','RuSsVPBtYqDG', 'SL')
('AC04652-2022-11-01-1579','A88-13','FkSJXEcATstVhZN', 'LB')
('AC12058-2022-11-01-1576','A88-10','sJDB', 'UB')
('AC22517-2022-11-02-1591','A89-7','VXkKtogdMupFdb', 'LB')
('SL12058-2022-11-01-1533','S64-21','uc', 'MB')
('SL12058-2022-11-01-1534','S64-22','ExUqt', 'UB')
('AC22517-2022-11-01-1514','A85-2','xNzz', 'LB')
('AC12058-2022-11-01-1579','A88-13','hvqiWHmcgiez', 'LB')
('SL22517-2022-11-01-1552','S65-16','zLkIplM', 'SU')
('SL04652-2022-11-02-1545','S65-9','m', 'LB')
('SL04652-2022-11-01-1597','S67-13','bjYpoNX', 'MB')
('SL22517-2022-11-01-1585','S67-1','fH', 'LB')
('SL04652-2022-11-02-1568','S66-8','jZeId', 'SU')
('AC22517-2022-11-02-1624','A91-4','xRWyMAtIIc', 'UB')
('SL12058-2022-11-01-1578','S66-18','bxArBgfTJrp', 'MB')
('SL22517-2022-11-02-1633','S69-1','RgLGsdBCzRx', 'LB')
('AC04652-2022-11-02-1544','A86-14','hKAHQbHoNU', 'LB')
('SL22517-2022-11-01-1593','S67-9','NaJRqpZM', 'LB')
('SL04652-2022-11-01-1607','S67-23','VqiL', 'SL')
('AC22517-2022-11-01-1550','A87-2','zuOSwZpTmmY', 'LB')
('AC04652-2022-11-02-1549','A87-1','rZRix', 'LB')
('AC22517-2022-11-02-1629','A91-9','jIxgGmDTLfVT', 'UB')
('SL22517-2022-11-01-1604','S67-20','butpBpDJW', 'LB')
('SL22517-2022-11-02-1649','S69-17','rPJeGeyioeHds', 'LB')
('SL22517-2022-11-01-1616','S68-8','rTKxIihYd', 'SU')
('SL12058-2022-11-01-1608','S67-24','agSbH', 'SU')
('SL12058-2022-11-01-1611','S68-3','Bb', 'UB')
('AC22517-2022-11-01-1576','A88-10','ttySaphdTm', 'UB')
('AC04652-2022-11-01-1660','A93-4','MzaEdDhWYiqrASys', 'UB')
('AC12058-2022-11-01-1633','A91-13','TGoXsrU', 'LB')
('AC04652-2022-11-01-1663','A93-7','XFytKbuGuYCt', 'LB')
('AC04652-2022-11-02-1571','A88-5','vWBSpNdYrxY', 'SL')
('AC04652-2022-11-02-1572','A88-6','FPlrMoY', 'SU')
('SL12058-2022-11-01-1618','S68-10','MXbanTscVWXK', 'MB')
('AC12058-2022-11-01-1640','A92-2','AawzQKRCnvmLP', 'LB')
('AC04652-2022-11-02-1577','A88-11','FbvEuGfFtVUsCG', 'SL')
('AC22517-2022-11-02-1678','A94-4','HKVzjAYTgrvAw', 'UB')
('SL12058-2022-11-01-1637','S69-5','Bl', 'MB')
('AC22517-2022-11-02-1680','A94-6','RFgGiFDoMmW', 'SU')
('SL04652-2022-11-01-1653','S69-21','lwCzphtPvdL', 'MB')
('AC22517-2022-11-02-1731','A97-3','NcZUIoPqawcFhunP', 'UB')
('SL22517-2022-11-01-1695','S71-15','VHuWYIzdcJocsny', 'SL')
('SL22517-2022-11-01-1696','S71-16','NMAFTjrUQmn', 'SU')
('AC12058-2022-11-01-1695','A95-3','QdXqzKUD', 'UB')
('SL12058-2022-11-01-1682','S71-2','hipnJACPtMFcza', 'MB')
('AC04652-2022-11-02-1634','A91-14','PCNDWG', 'LB')
('SL04652-2022-11-01-1691','S71-11','WpP', 'UB')
('AC22517-2022-11-01-1669','A93-13','xhaf', 'LB')
('SL12058-2022-11-01-1704','S71-24','XuOkIyNHJ', 'SU')
('SL22517-2022-11-01-1735','S73-7','vThiAaroAtgKgxvN', 'SL')
('SL04652-2022-11-02-1706','S72-2','ZOEuZtTHMpXgy', 'MB')
('AC04652-2022-11-01-1778','A99-14','CkWahOhj', 'LB')
('SL22517-2022-11-02-1762','S74-10','XPRrPajtTStCv', 'MB')
('AC04652-2022-11-02-1668','A93-12','RZEa', 'SU')
('AC22517-2022-11-01-1682','A94-8','LvuxfxopweJvFQy', 'LB')
('SL04652-2022-11-01-1729','S73-1','AJa', 'LB')
('AC22517-2022-11-01-1686','A94-12','PMTDIPnErY', 'SU')
('SL22517-2022-11-02-1768','S74-16','XEXhhPGbT', 'SU')
('SL12058-2022-11-01-1721','S72-17','vzRVkXwS', 'LB')
('AC04652-2022-11-01-1792','A100-10','NNYL', 'UB')
('SL04652-2022-11-02-1722','S72-18','oZQKwNiAXqAVSnf', 'MB')
('SL22517-2022-11-01-1760','S74-8','CCIxyqDPlFt', 'SU')
('SL12058-2022-11-01-1722','S72-18','TV', 'MB')
('AC12058-2022-11-01-1743','A97-15','GIJuhUYcgJXno', 'UB')
('AC04652-2022-11-02-1689','A94-15','MiKUBke', 'UB')
('SL22517-2022-11-01-1780','S75-4','EAzcRxDUr', 'LB')
('AC04652-2022-11-02-1700','A95-8','TxdO', 'LB')
('AC22517-2022-11-01-1713','A96-3','nWCMjNDy', 'UB')
('AC22517-2022-11-02-1810','A101-10','bHaEGPjoRe', 'UB')
('AC12058-2022-11-01-1771','A99-7','duS', 'LB')
('AC04652-2022-11-01-1828','A102-10','ORWbiJUodEmveUl', 'UB')
('AC22517-2022-11-02-1816','A101-16','QKNRNHPtN', 'UB')
('SL12058-2022-11-01-1761','S74-9','UBgvnAmyjpthft', 'LB')
('SL04652-2022-11-02-1756','S74-4','XT', 'LB')
('AC22517-2022-11-01-1723','A96-13','uXzmP', 'LB')
('AC12058-2022-11-01-1783','A100-1','RmeJuRyHbYdxdDfw', 'LB')
('AC22517-2022-11-01-1728','A96-18','uYvPmhF', 'SU')
('SL04652-2022-11-01-1770','S74-18','R', 'MB')
('AC04652-2022-11-01-1842','A103-6','WPZmKjqP', 'SU')
('AC22517-2022-11-01-1733','A97-5','wJdW', 'SL')
('SL12058-2022-11-01-1775','S74-23','RUBeDU', 'SL')
('SL04652-2022-11-02-1770','S74-18','DqqVOAlDcXfN', 'MB')
('SL04652-2022-11-01-1778','S75-2','hfGfLj', 'MB')
('SL22517-2022-11-02-1822','S76-22','pmqHfCXhspDivgyV', 'UB')
('AC04652-2022-11-01-1851','A103-15','sawNlQnuEQY', 'UB')
('SL04652-2022-11-01-1782','S75-6','D', 'UB')
('SL04652-2022-11-01-1785','S75-9','SZFRhKDWuxgVx', 'LB')
('SL22517-2022-11-02-1827','S77-3','AmTCUxZAvITocu', 'UB')
('SL04652-2022-11-02-1783','S75-7','FHsUE', 'SL')
('SL04652-2022-11-01-1795','S75-19','Y', 'UB')
('SL12058-2022-11-01-1793','S75-17','yFtNZ', 'LB')
('SL22517-2022-11-01-1838','S77-14','mIXvsr', 'UB')
('AC22517-2022-11-02-1849','A103-13','LatFzXjLQNzM', 'LB')
('AC04652-2022-11-01-1869','A104-15','NAoVBxpivRuNNd', 'UB')
('AC04652-2022-11-01-1870','A104-16','rIjXFCc', 'UB')
('SL12058-2022-11-01-1802','S76-2','fDY', 'MB')
('AC22517-2022-11-02-1857','A104-3','RN', 'UB')
('SL22517-2022-11-02-1875','S79-3','VZRegWoWhRVSBqaW', 'UB')
('SL04652-2022-11-01-1851','S78-3','gQUJGGNZ', 'UB')
('AC22517-2022-11-02-1893','A106-3','ubqpqzMmaPl', 'UB')
('AC04652-2022-11-02-1792','A100-10','vxotQla', 'UB')
('SL04652-2022-11-01-1855','S78-7','pe', 'SL')
('SL12058-2022-11-01-1841','S77-17','DDTWgYt', 'LB')
('AC04652-2022-11-02-1795','A100-13','ljkq', 'LB')
('AC12058-2022-11-01-1871','A104-17','wtiwnO', 'SL')
('AC04652-2022-11-01-1912','A107-4','NO', 'UB')
('AC12058-2022-11-01-1874','A105-2','WLqNuVnPRp', 'LB')
('SL04652-2022-11-02-1843','S77-19','yltgbcJEVtXqrp', 'UB')
('AC04652-2022-11-01-1917','A107-9','QAF', 'UB')
('SL22517-2022-11-01-1889','S79-17','wmXsGgWwEsNs', 'LB')
('AC22517-2022-11-01-1817','A101-17','ZUJVdZkNKXARt', 'SL')
('AC04652-2022-11-02-1810','A101-10','ZonLSUtcHfpE', 'UB')
('SL12058-2022-11-01-1857','S78-9','VVAKmXSHwFJTKlRP', 'LB')
('AC04652-2022-11-02-1815','A101-15','vugasfxtnFg', 'UB')
('SL12058-2022-11-01-1859','S78-11','BCDNejyxok', 'UB')
('SL04652-2022-11-02-1853','S78-5','PypLbEqIG', 'MB')
('AC22517-2022-11-01-1825','A102-7','pftRUNxqJDCTyvv', 'LB')
('AC22517-2022-11-01-1826','A102-8','ASdC', 'LB')
('AC04652-2022-11-02-1817','A101-17','MwOo', 'SL')
('AC04652-2022-11-02-1819','A102-1','xi', 'LB')
('AC04652-2022-11-01-1932','A108-6','ITnDePT', 'SU')
('AC22517-2022-11-02-1920','A107-12','egkBvoTB', 'SU')
('SL12058-2022-11-01-1866','S78-18','LLZAsCe', 'MB')
('AC04652-2022-11-02-1821','A102-3','zDIjNWmq', 'UB')
('AC12058-2022-11-01-1891','A106-1','LhIEBVyzoFze', 'LB')
('SL12058-2022-11-01-1871','S78-23','AsLhZFhJadMwDRwt', 'SL')
('AC22517-2022-11-01-1832','A102-14','ljqHIZkPDaD', 'LB')
('SL04652-2022-11-01-1900','S80-4','Vy', 'LB')
('SL22517-2022-11-02-1928','S81-8','qUSNnmXMH', 'SU')
('SL12058-2022-11-01-1876','S79-4','LAVlVupJASrFdW', 'LB')
('AC04652-2022-11-02-1838','A103-2','IkJNRJD', 'LB')
('AC04652-2022-11-02-1839','A103-3','bWdqsuaS', 'UB')
('AC12058-2022-11-01-1950','A109-6','WOkeC', 'SU')
('AC22517-2022-11-02-1984','A111-4','dVDNUqJKyXCS', 'UB')
('SL12058-2022-11-01-1918','S80-22','kFayBTkogyfFYpO', 'UB')
('AC12058-2022-11-01-1953','A109-9','QHw', 'UB')
('AC22517-2022-11-01-1888','A105-16','CbKmLckFRj', 'UB')
('SL22517-2022-11-02-1981','S83-13','ABoRXjc', 'MB')
('SL12058-2022-11-01-1920','S80-24','BQgtyeQbClWhJ', 'SU')
('SL04652-2022-11-01-1970','S83-2','asRMCjFXXnCQ', 'MB')
('AC04652-2022-11-02-1889','A105-17','fTJbf', 'SL')
('AC04652-2022-11-02-1891','A106-1','XB', 'LB')
('SL04652-2022-11-02-1922','S81-2','HOXPk', 'MB')
('AC22517-2022-11-02-1993','A111-13','CKtuGXoaFXzP', 'LB')
('SL12058-2022-11-01-1939','S81-19','nSYumSzEIxNkd', 'UB')
('SL12058-2022-11-01-1940','S81-20','wDQ', 'LB')
('AC04652-2022-11-02-1908','A106-18','BpATdllqnWohVzBe', 'SU')
('SL22517-2022-11-01-1996','S84-4','OOSKXqbfdKqH', 'LB')
('AC12058-2022-11-01-1984','A111-4','XYWlPXIaWTVkauXt', 'UB')
('AC22517-2022-11-02-2033','A113-17','BEbrqWU', 'SL')
('SL22517-2022-11-01-2006','S84-14','zKKuVLqNy', 'UB')
('AC12058-2022-11-01-1997','A111-17','pyrHxJWCcYHoRuht', 'SL')
('AC12058-2022-11-01-2004','A112-6','FTKmNVEb', 'SU')
('SL12058-2022-11-01-1979','S83-11','xUFA', 'UB')
('SL12058-2022-11-01-1980','S83-12','JguOUZRkqyjj', 'LB')
('SL04652-2022-11-02-1969','S83-1','SMDeNfEjokZzdtwy', 'LB')
('SL12058-2022-11-01-1982','S83-14','AZYFZZvGHuoa', 'UB')
('SL12058-2022-11-01-1986','S83-18','iEKG', 'MB')
('AC22517-2022-11-01-1937','A108-11','qjrnXcTsjAEn', 'SL')
('AC04652-2022-11-01-2048','A114-14','sRWuTEOBaDpL', 'LB')
('SL12058-2022-11-01-1995','S84-3','UcP', 'UB')
('SL04652-2022-11-02-1980','S83-12','cmtiBbEmfhc', 'LB')
('SL22517-2022-11-01-2025','S85-9','zqDePnrVdv', 'LB')
('SL12058-2022-11-01-2001','S84-9','nQ', 'LB')
('AC22517-2022-11-02-2059','A115-7','m', 'LB')
('AC04652-2022-11-02-1954','A109-10','xrCOCGAlawhVKRts', 'UB')
('SL12058-2022-11-01-2007','S84-15','tYgZWkJgV', 'SL')
('SL22517-2022-11-01-2041','S86-1','WSeJtY', 'LB')
('SL04652-2022-11-02-1991','S83-23','MFgmdYzYeQ', 'SL')
('SL04652-2022-11-02-1992','S83-24','oLfVJfTsN', 'SU')
('SL04652-2022-11-02-1993','S84-1','WrOtrYfTsMbT', 'LB')
('AC04652-2022-11-02-1963','A110-1','lwGHGJtWhNycp', 'LB')
('SL22517-2022-11-02-2055','S86-15','d', 'SL')
('AC04652-2022-11-02-1968','A110-6','u', 'SU')
('AC04652-2022-11-02-1969','A110-7','WalNwyLAllGNyDd', 'LB')
('AC04652-2022-11-02-1970','A110-8','FYMzbTUo', 'LB')
('AC12058-2022-11-01-2064','A115-12','HjBQRyytesKM', 'SU')
('SL04652-2022-11-01-2091','S88-3','fe', 'UB')
('SL04652-2022-11-02-2032','S85-16','LJxidz', 'SU')
('SL04652-2022-11-01-2101','S88-13','a', 'MB')
('SL22517-2022-11-02-2089','S88-1','ptDtamUTlSbKaQgC', 'LB')
('SL04652-2022-11-02-2084','S87-20','PNyjIbEklFWn', 'LB')
('AC22517-2022-11-01-2040','A114-6','qeFkssVZ', 'SU')
('AC22517-2022-11-01-2045','A114-11','RNFqdSLHpTJb', 'SL')
('SL12058-2022-11-01-2099','S88-11','qXbtk', 'UB')
('AC22517-2022-11-02-2144','A120-2','daNJaAaCvJeqkl', 'LB')
('AC22517-2022-11-01-2049','A114-15','DCsNWXQljvcU', 'UB')
('AC22517-2022-11-02-2146','A120-4','s', 'UB')
('AC04652-2022-11-01-2162','A121-2','IcRVmFBDCFhzOY', 'LB')
('SL12058-2022-11-01-2109','S88-21','leQgyRm', 'MB')
('SL04652-2022-11-02-2106','S88-18','MdpmNjBrmnHpRg', 'MB')
('SL12058-2022-11-01-2110','S88-22','qBvqLDmDKu', 'UB')
('SL12058-2022-11-01-2111','S88-23','qcAOIOidpHYkJ', 'SL')
('AC22517-2022-11-01-2058','A115-6','LlbzPRmFE', 'SU')
('AC12058-2022-11-01-2115','A118-9','TflAdwLCcohHF', 'UB')
('AC22517-2022-11-01-2062','A115-10','UQMXAzk', 'UB')
('AC04652-2022-11-02-2077','A116-7','H', 'LB')
('AC22517-2022-11-01-2064','A115-12','aDzAfyJ', 'SU')
('SL12058-2022-11-01-2120','S89-8','g', 'SU')
('AC04652-2022-11-02-2082','A116-12','GLhsDnR', 'SU')
('AC22517-2022-11-02-2168','A121-8','NkRclKh', 'LB')
('SL04652-2022-11-01-2163','S91-3','reqqCDLUh', 'UB')
('SL12058-2022-11-01-2121','S89-9','NM', 'LB')
('SL22517-2022-11-01-2154','S90-18','Cr', 'MB')
('AC22517-2022-11-02-2171','A121-11','insmkgcXenyvli', 'SL')
('AC12058-2022-11-01-2126','A119-2','LDEvtFxUT', 'LB')
('SL04652-2022-11-02-2126','S89-14','UB', 'UB')
('AC22517-2022-11-01-2073','A116-3','jNlH', 'UB')
('SL04652-2022-11-01-2169','S91-9','knPhAwUCSQq', 'LB')
('SL04652-2022-11-01-2170','S91-10','TUANHgz', 'MB')
('SL12058-2022-11-01-2128','S89-16','jXmLYTYibyZCbZg', 'SU')
('SL12058-2022-11-01-2129','S89-17','yvdIkvCl', 'LB')
('SL22517-2022-11-02-2171','S91-11','Td', 'UB')
('AC04652-2022-11-01-2203','A123-7','smUNNthBhUP', 'LB')
('SL12058-2022-11-01-2136','S89-24','YbzuuLSwMVPJqH', 'SU')
('SL22517-2022-11-02-2178','S91-18','Qmr', 'MB')
('SL22517-2022-11-01-2172','S91-12','Zpnox', 'LB')
('SL22517-2022-11-02-2179','S91-19','BHYgsiqe', 'UB')
('AC22517-2022-11-01-2087','A116-17','qcCVQ', 'SL')
('AC04652-2022-11-02-2111','A118-5','PfvV', 'SL')
('AC22517-2022-11-02-2198','A123-2','fSUoWLZCVDtavaS', 'LB')
('AC22517-2022-11-02-2199','A123-3','VHwKkcVtS', 'UB')
('AC04652-2022-11-01-2210','A123-14','R', 'LB')
('AC04652-2022-11-02-2115','A118-9','JKMzxEkNKhfSlOu', 'UB')
('AC04652-2022-11-01-2213','A123-17','XX', 'SL')
('SL22517-2022-11-02-2187','S92-3','C', 'UB')
('SL12058-2022-11-01-2146','S90-10','tNoJIwuEDN', 'MB')
('AC22517-2022-11-01-2099','A117-11','XERYJAq', 'SL')
('AC04652-2022-11-01-2248','A125-16','isFjXvGmwyZCTAN', 'UB')
('SL04652-2022-11-02-2189','S92-5','Jn', 'MB')
('SL22517-2022-11-02-2216','S93-8','C', 'SU')
('AC04652-2022-11-02-2153','A120-11','bsaVcuGVDsWsg', 'SL')
('SL04652-2022-11-01-2223','S93-15','pTsF', 'SL')
('SL04652-2022-11-02-2192','S92-8','hWhEyxL', 'SU')
('SL22517-2022-11-02-2221','S93-13','GNwVbjLVaL', 'MB')
('SL22517-2022-11-02-2222','S93-14','fynnJuwh', 'UB')
('SL22517-2022-11-01-2218','S93-10','hZlmGMIlotCCzm', 'MB')
('SL04652-2022-11-02-2197','S92-13','RHYe', 'MB')
('AC04652-2022-11-01-2255','A126-5','NxeiaH', 'SL')
('SL12058-2022-11-01-2191','S92-7','Y', 'SL')
('SL22517-2022-11-02-2235','S94-3','VjOuZcBiN', 'UB')
('AC12058-2022-11-01-2210','A123-14','zpEdWLxgRPdhkkGj', 'LB')
('SL22517-2022-11-02-2248','S94-16','ilSPxovTVbGK', 'SU')
('SL04652-2022-11-02-2219','S93-11','LnbJBqmBpFIzF', 'UB')
('SL22517-2022-11-02-2264','S95-8','hysUVEqQLbTKcSnT', 'SU')
('AC12058-2022-11-01-2227','A124-13','JTaCRNsceirp', 'LB')
('SL04652-2022-11-02-2232','S93-24','vRtnKMRBBeiSS', 'SU')
('AC22517-2022-11-01-2169','A121-9','MQfTAqdGmD', 'UB')
('SL04652-2022-11-02-2236','S94-4','uGRfMSu', 'LB')
('AC12058-2022-11-01-2242','A125-10','pgoKD', 'UB')
('AC04652-2022-11-02-2206','A123-10','MTYdmziwNPqxIrM', 'UB')
('AC04652-2022-11-02-2211','A123-15','lMIJxppRJWlw', 'UB')
('SL04652-2022-11-02-2265','S95-9','uptAItuccYot', 'LB')
('AC12058-2022-11-01-2314','A129-10','eEVeWFZXrmkptv', 'UB')
('SL12058-2022-11-01-2311','S97-7','ZOrbLzoo', 'SL')
('SL12058-2022-11-01-2313','S97-9','ieOKfh', 'LB')
('AC22517-2022-11-02-2359','A132-1','oqnLAZHoqjsgAk', 'LB')
('SL22517-2022-11-01-2343','S98-15','lyB', 'SL')
('SL04652-2022-11-01-2349','S98-21','lfyVARtHqkKxgwfO', 'MB')
('AC04652-2022-11-01-2379','A133-3','oyRSupqp', 'UB')
('AC04652-2022-11-02-2294','A128-8','nuffWxZgpirC', 'LB')
('AC12058-2022-11-01-2344','A131-4','gE', 'UB')
('SL04652-2022-11-02-2334','S98-6','HexuNpptGZrb', 'UB')
('AC12058-2022-11-01-2346','A131-6','qoLywhAG', 'SU')
('AC04652-2022-11-02-2302','A128-16','fJlDx', 'UB')
('AC04652-2022-11-01-2394','A133-18','CEEqGDCuGWGsmQyS', 'SU')
('AC22517-2022-11-02-2396','A134-2','TiLFp', 'LB')
('SL12058-2022-11-01-2369','S99-17','xaPLUgGARASIjIri', 'LB')
('AC22517-2022-11-02-2398','A134-4','uD', 'UB')
('AC22517-2022-11-01-2294','A128-8','Vfug', 'LB')
('AC04652-2022-11-02-2346','A131-6','VjgLUrcASoaSP', 'SU')
('AC22517-2022-11-01-2314','A129-10','NmsFkSbftW', 'UB')
('AC04652-2022-11-02-2356','A131-16','RdnTwHSkeH', 'UB')
('AC04652-2022-11-02-2357','A131-17','e', 'SL')
('AC04652-2022-11-02-2358','A131-18','KwdYtm', 'SU')
('AC04652-2022-11-02-2360','A132-2','ta', 'LB')
('SL04652-2022-11-02-2398','S100-22','uwwGN', 'UB')
('AC22517-2022-11-02-2436','A136-6','ENhHWEZFhj', 'SU')
('SL12058-2022-11-01-2395','S100-19','hyjABopSZC', 'UB')
('SL04652-2022-11-01-2424','S101-24','SPSDVYSnYnzg', 'SU')
('SL22517-2022-11-02-2458','S103-10','z', 'MB')
('AC12058-2022-11-01-2425','A135-13','VUbmZMoScMvRihWC', 'LB')
('SL12058-2022-11-01-2414','S101-14','rDYMCgcj', 'UB')
('SL22517-2022-11-02-2461','S103-13','yotKwdD', 'MB')
('AC04652-2022-11-02-2398','A134-4','nvs', 'UB')
('SL04652-2022-11-01-2452','S103-4','wkEoocMzdviH', 'LB')
('AC12058-2022-11-01-2435','A136-5','ESEj', 'SL')
('SL04652-2022-11-01-2501','S105-5','JQa', 'MB')
('SL04652-2022-11-01-2502','S105-6','RsMpRNPenyGbnhcD', 'UB')
('AC22517-2022-11-02-2503','A140-1','sBBcnxe', 'LB')
('AC04652-2022-11-02-2443','A136-13','WYiJypDHIdPgrwI', 'LB')
('SL22517-2022-11-02-2509','S105-13','ZSgOVNH', 'MB')
('SL04652-2022-11-01-2505','S105-9','wAJtHjcGSpmJQp', 'LB')
('AC22517-2022-11-01-2400','A134-6','VRDyQnPbseQSn', 'SU')
('AC22517-2022-11-01-2402','A134-8','vlebZHEFS', 'LB')
('AC12058-2022-11-01-2494','A139-10','YBZmKiG', 'UB')
('AC22517-2022-11-02-2512','A140-10','vlNkHgBWkDC', 'UB')
('AC04652-2022-11-01-2539','A142-1','YjliSmQYXcrWEx', 'LB')
('SL04652-2022-11-01-2509','S105-13','SrgvGwOiQHB', 'MB')
('AC12058-2022-11-01-2499','A139-15','lwoEibMh', 'UB')
('AC04652-2022-11-01-2543','A142-5','yGezssTUL', 'SL')
('AC12058-2022-11-01-2505','A140-3','hjrIrrjQiKbvzb', 'UB')
('SL22517-2022-11-01-2506','S105-10','plNfpyAQjSCqx', 'MB')
('AC22517-2022-11-02-2524','A141-4','KQLTTxCoFCBItN', 'UB')
('SL04652-2022-11-02-2497','S105-1','fntayKvGasxUhXZs', 'LB')
('SL04652-2022-11-02-2498','S105-2','lvcqJ', 'MB')
('AC04652-2022-11-01-2566','A143-10','woLvEqvHD', 'UB')
('SL22517-2022-11-01-2527','S106-7','BuG', 'SL')
('SL04652-2022-11-02-2506','S105-10','RZwUakLDDxcZHe', 'MB')
('AC04652-2022-11-02-2487','A139-3','AXzUv', 'UB')
('AC04652-2022-11-01-2583','A144-9','qPDbhZ', 'UB')
('SL22517-2022-11-01-2538','S106-18','KLFiwWF', 'MB')
('SL04652-2022-11-01-2553','S107-9','d', 'LB')
('SL04652-2022-11-02-2515','S105-19','dcILxFqSayMuVoY', 'UB')
('AC04652-2022-11-02-2493','A139-9','bZFiQoYCxSx', 'UB')
('AC22517-2022-11-02-2568','A143-12','AtQDtDOBZFJxhQO', 'SU')
('SL22517-2022-11-01-2540','S106-20','NApj', 'LB')
('AC22517-2022-11-01-2442','A136-12','SqxcpxaTQcfjU', 'SU')
('SL22517-2022-11-01-2541','S106-21','kzoXObpinS', 'MB')
('SL22517-2022-11-02-2558','S107-14','RRyjuy', 'UB')
('SL22517-2022-11-02-2561','S107-17','ARad', 'LB')
('AC22517-2022-11-01-2446','A136-16','sqAaqzuuB', 'UB')
('SL22517-2022-11-01-2547','S107-3','IUJGjb', 'UB')
('AC22517-2022-11-02-2579','A144-5','TaI', 'SL')
('SL22517-2022-11-02-2564','S107-20','nKjiQcCBnwoq', 'LB')
('SL22517-2022-11-02-2565','S107-21','sVMGevofC', 'MB')
('SL12058-2022-11-01-2551','S107-7','GFWl', 'SL')
('AC12058-2022-11-01-2573','A143-17','TDoeYTht', 'SL')
('SL04652-2022-11-01-2596','S109-4','UgoyobxlMSRQBKJG', 'LB')
('SL22517-2022-11-02-2593','S109-1','nDAAA', 'LB')
('AC22517-2022-11-01-2474','A138-8','LCMbFeWAI', 'LB')
('SL22517-2022-11-01-2595','S109-3','brrpxQ', 'UB')
('AC04652-2022-11-02-2552','A142-14','oQpJicPM', 'LB')
('AC12058-2022-11-01-2596','A145-4','UZucKLpmeOpXl', 'UB')
('AC04652-2022-11-01-2657','A148-11','rwsmm', 'SL')
('SL04652-2022-11-01-2619','S110-3','LXNpYHssgsV', 'UB')
('SL22517-2022-11-02-2617','S110-1','eVdajsiATLyqP', 'LB')
('AC04652-2022-11-02-2557','A143-1','QIwivpcVtIaWm', 'LB')
('SL04652-2022-11-02-2572','S108-4','v', 'LB')
('AC04652-2022-11-01-2664','A148-18','IwMU', 'SU')
('AC04652-2022-11-02-2559','A143-3','PtyqEIupRrrwJ', 'UB')
('SL22517-2022-11-02-2624','S110-8','RkwtfgaBAcTtMHQG', 'SU')
('SL04652-2022-11-02-2578','S108-10','K', 'MB')
('AC04652-2022-11-01-2669','A149-5','uBGwWctp', 'SL')
('AC22517-2022-11-01-2498','A139-14','ktrkWbIcDWqkq', 'LB')
('AC04652-2022-11-01-2708','A151-8','aBkbyRNENHchlWKL', 'LB')
('AC04652-2022-11-01-2709','A151-9','vNfuQTltWuAgwy', 'UB')
('SL04652-2022-11-02-2619','S110-3','yhqLxEORqOl', 'UB')
('AC22517-2022-11-01-2538','A141-18','mTDSzXcMGSYT', 'SU')
('SL22517-2022-11-01-2659','S111-19','PrZVe', 'UB')
('AC12058-2022-11-01-2654','A148-8','zUxrn', 'LB')
('AC04652-2022-11-01-2717','A151-17','IVMlODbGLnrpsB', 'SL')
('AC22517-2022-11-02-2703','A151-3','nTuYHGYTNwNEUIfS', 'UB')
('SL22517-2022-11-02-2689','S113-1','OHWTerPvPXeHWPy', 'LB')
