('AC04652-2022-11-02-4','A1-4','hTodfFfgmRzbVt', 'UB')
('SL04652-2022-11-01-4361','S182-17','gBQBZFhJvAbyj', 'LB')
('SL04652-2022-11-01-4364','S182-20','Yqmq', 'LB')
('AC04652-2022-11-01-4417','A246-7','JjQgDpWQjL', 'LB')
('SL04652-2022-11-02-4301','S180-5','zYLioGSNStoebxfu', 'MB')
('SL04652-2022-11-01-4375','S183-7','BWrlqxnRPaugKd', 'SL')
('AC04652-2022-11-01-4420','A246-10','eMsyAdK', 'UB')
('SL22517-2022-11-02-4468','S187-4','Ob', 'LB')
('SL12058-2022-11-01-4373','S183-5','Gtx', 'MB')
('SL04652-2022-11-02-4305','S180-9','yvCUPEjhqkpeEi', 'LB')
('AC12058-2022-11-01-4377','A244-3','PTKh', 'UB')
('SL22517-2022-11-02-4471','S187-7','KvQnuroIgEtCP', 'SL')
('AC12058-2022-11-01-4379','A244-5','nxS', 'SL')
('AC04652-2022-11-02-4327','A241-7','jAheYzOkVGWtK', 'LB')
('SL04652-2022-11-02-4311','S180-15','Nxeo', 'SL')
('SL22517-2022-11-01-4405','S184-13','EjGwvbgCxFEiuXPb', 'MB')
('SL04652-2022-11-02-4325','S181-5','wSJchAzhsZEw', 'MB')
('SL22517-2022-11-01-4408','S184-16','BfxPmC', 'SU')
('SL04652-2022-11-02-4332','S181-12','CmEpQQXnSyDOt', 'LB')
('AC22517-2022-11-01-4238','A236-8','lmwvojgqRrkY', 'LB')
('SL12058-2022-11-01-4403','S184-11','aZzr', 'UB')
('SL04652-2022-11-01-4408','S184-16','oOo', 'SU')
('AC22517-2022-11-01-4241','A236-11','Lz', 'SL')
('AC12058-2022-11-01-4406','A245-14','aE', 'LB')
('SL22517-2022-11-02-4505','S188-17','kVBAP', 'LB')
('AC04652-2022-11-01-4457','A248-11','L', 'SL')
('AC04652-2022-11-01-4458','A248-12','odQuERabbUAdnF', 'SU')
('SL22517-2022-11-01-4430','S185-14','pYWGz', 'UB')
('SL22517-2022-11-02-4515','S189-3','HJmJtSrzYYArvt', 'UB')
('AC22517-2022-11-01-4253','A237-5','ybIBHOAwPM', 'SL')
('SL04652-2022-11-01-4422','S185-6','PRlLePbUdbJghRq', 'UB')
('SL12058-2022-11-01-4422','S185-6','Ee', 'UB')
('AC22517-2022-11-01-4256','A237-8','Vfc', 'LB')
('AC04652-2022-11-01-4475','A249-11','PTEGB', 'SL')
('SL22517-2022-11-01-4441','S186-1','hZoXJv', 'LB')
('AC22517-2022-11-02-4494','A250-12','qeMYKTjHj', 'SU')
('SL22517-2022-11-01-4443','S186-3','luFB', 'UB')
('AC04652-2022-11-01-4478','A249-14','XUCMYGmBuj', 'LB')
('AC12058-2022-11-01-4429','A247-1','PFAofPDa', 'LB')
('SL22517-2022-11-02-4525','S189-13','YqJLHUqhvwswZWU', 'MB')
('AC22517-2022-11-02-4503','A251-3','gwKTezmt', 'UB')
('AC22517-2022-11-01-4268','A238-2','LcCUpwVCfebKxq', 'LB')
('SL22517-2022-11-01-4456','S186-16','i', 'SU')
('SL04652-2022-11-01-4438','S185-22','aQ', 'UB')
('SL04652-2022-11-02-4364','S182-20','LeDNTiZMXMTXmf', 'LB')
('AC04652-2022-11-02-4388','A244-14','vBI', 'LB')
('AC04652-2022-11-02-4393','A245-1','rL', 'LB')
('SL12058-2022-11-01-4438','S185-22','FytDFsOvbg', 'UB')
('AC22517-2022-11-01-4279','A238-13','RHdbfuPWFrgIwix', 'LB')
('AC22517-2022-11-01-4288','A239-4','MmmlmeVjxIVHrmlE', 'UB')
('AC04652-2022-11-02-4405','A245-13','VqcGMPtqRwYq', 'LB')
('SL04652-2022-11-02-4380','S183-12','CccnPpFbci', 'LB')
('SL04652-2022-11-02-4381','S183-13','JVrzknKpopcC', 'MB')
('AC04652-2022-11-02-4407','A245-15','ZaMKSWhiZnoA', 'UB')
('SL04652-2022-11-01-4452','S186-12','FFrmpMKrkbwBHjM', 'LB')
('AC22517-2022-11-01-4293','A239-9','gDROpoiZNQv', 'UB')
('SL12058-2022-11-01-4446','S186-6','iUWdbXvzp', 'UB')
('SL22517-2022-11-02-4577','S191-17','KtwYRJTcySYsqg', 'LB')
('AC04652-2022-11-01-4537','A253-1','ErifJESUmYYASB', 'LB')
('SL22517-2022-11-02-4581','S191-21','raZA', 'MB')
('SL22517-2022-11-01-4510','S188-22','BNFZlBuebSgRmSXB', 'UB')
('SL22517-2022-11-02-4583','S191-23','TbmTsUXUzJxb', 'SL')
('AC22517-2022-11-01-4332','A241-12','iu', 'SU')
('SL22517-2022-11-01-4514','S189-2','tgiXdnYTQzIjxPJs', 'MB')
('AC22517-2022-11-02-4552','A253-16','RrCX', 'UB')
('AC22517-2022-11-01-4337','A241-17','xxmhOcRmDkx', 'SL')
('SL22517-2022-11-01-4523','S189-11','CKJp', 'UB')
('AC12058-2022-11-01-4495','A250-13','DDYYcXRPmRAB', 'LB')
('SL22517-2022-11-01-4526','S189-14','geW', 'UB')
('AC04652-2022-11-01-4554','A253-18','HrvFu', 'SU')
('AC22517-2022-11-02-4559','A254-5','tjWyFFWsHyNOHXdI', 'SL')
('AC04652-2022-11-02-4449','A248-3','unCzBwIRXwzSSVP', 'UB')
('SL22517-2022-11-02-4598','S192-14','ImsNmRnoZXHnqTx', 'UB')
('AC04652-2022-11-02-4451','A248-5','pyYsAXqyYuZg', 'SL')
('AC22517-2022-11-02-4563','A254-9','Qpla', 'UB')
('SL04652-2022-11-02-4433','S185-17','GbRLrnUBRIfdOJ', 'LB')
('AC04652-2022-11-02-4460','A248-14','ZUeXyd', 'LB')
('AC12058-2022-11-01-4507','A251-7','xY', 'LB')
('SL22517-2022-11-01-4538','S190-2','FRaLWgrse', 'MB')
('AC22517-2022-11-01-4360','A243-4','BXdJ', 'UB')
('AC22517-2022-11-01-4361','A243-5','DSfSxsqkm', 'SL')
('AC12058-2022-11-01-4515','A251-15','VikcC', 'UB')
('SL22517-2022-11-01-4544','S190-8','HTwaEynaka', 'SU')
('AC04652-2022-11-02-4473','A249-9','D', 'UB')
('AC22517-2022-11-01-4366','A243-10','aMieHHlEXhgdweR', 'UB')
('SL12058-2022-11-01-4508','S188-20','C', 'LB')
('AC22517-2022-11-01-4369','A243-13','YtxteAhdiyI', 'LB')
('AC04652-2022-11-01-4575','A255-3','pZwkHl', 'UB')
('AC04652-2022-11-02-4478','A249-14','Xc', 'LB')
('AC22517-2022-11-01-4373','A243-17','h', 'SL')
('AC12058-2022-11-01-4522','A252-4','FQ', 'UB')
('AC12058-2022-11-01-4523','A252-5','DnQTxdG', 'SL')
('SL04652-2022-11-01-4536','S189-24','RYxqYxbvJzWjz', 'SU')
('AC22517-2022-11-01-4376','A244-2','QbAkxL', 'LB')
('AC04652-2022-11-02-4483','A250-1','eqQgkTLdngFwFW', 'LB')
('AC12058-2022-11-01-4529','A252-11','UYaZ', 'SL')
('SL04652-2022-11-01-4542','S190-6','drz', 'UB')
('SL04652-2022-11-01-4548','S190-12','O', 'LB')
('AC12058-2022-11-01-4534','A252-16','gPxBICqkNehfN', 'UB')
('SL12058-2022-11-01-4526','S189-14','uO', 'UB')
('AC12058-2022-11-01-4539','A253-3','LFWn', 'UB')
('SL04652-2022-11-02-4469','S187-5','kNOxU', 'MB')
('AC22517-2022-11-02-4593','A256-3','KAqxfspeZfR', 'UB')
('AC04652-2022-11-01-4599','A256-9','MABszvnCqVqiLQ', 'UB')
('AC04652-2022-11-02-4499','A250-17','fLL', 'SL')
('AC04652-2022-11-02-4500','A250-18','KAbReJeQLkBJdNXA', 'SU')
('SL04652-2022-11-02-4475','S187-11','eKrlDipmFRmU', 'UB')
('SL22517-2022-11-02-4644','S194-12','ekHFExgSePjOqc', 'LB')
('SL04652-2022-11-02-4481','S187-17','JgCLmxNPDZU', 'LB')
('AC12058-2022-11-01-4553','A253-17','M', 'SL')
('SL22517-2022-11-02-4649','S194-17','ISQDCvyQrUHeowYe', 'LB')
('SL04652-2022-11-02-4526','S189-14','Ev', 'UB')
('SL12058-2022-11-01-4571','S191-11','tLAAEHRKIAViRbv', 'UB')
('AC22517-2022-11-02-4647','A259-3','wxnwx', 'UB')
('AC04652-2022-11-02-4544','A253-8','n', 'LB')
('AC04652-2022-11-01-4646','A259-2','CUzdZKbNygGZK', 'LB')
('SL12058-2022-11-01-4576','S191-16','zwqPGyI', 'SU')
('AC22517-2022-11-01-4430','A247-2','kEktcuZWH', 'LB')
('SL12058-2022-11-01-4578','S191-18','FXtIMVOCmnvvTI', 'MB')
('SL04652-2022-11-01-4614','S193-6','jRjFHevbZLtPCqyA', 'UB')
('AC04652-2022-11-02-4549','A253-13','YaKWUi', 'LB')
('SL04652-2022-11-01-4617','S193-9','GHgjeQM', 'LB')
('AC22517-2022-11-02-4665','A260-3','bABglSsc', 'UB')
('AC04652-2022-11-01-4657','A259-13','vuPJwwl', 'LB')
('AC22517-2022-11-01-4442','A247-14','sPFZGavX', 'LB')
('AC04652-2022-11-01-4658','A259-14','SIIksvqgsnDsq', 'LB')
('AC12058-2022-11-01-4614','A257-6','vJBVuNnCFrweXMn', 'SU')
('AC04652-2022-11-02-4562','A254-8','VFRoBk', 'LB')
('SL04652-2022-11-02-4556','S190-20','xGkPe', 'LB')
('SL12058-2022-11-01-4600','S192-16','ieRMC', 'SU')
('SL22517-2022-11-02-4703','S196-23','vpBTzWJANL', 'SL')
('AC22517-2022-11-01-4451','A248-5','tRv', 'SL')
('SL04652-2022-11-02-4563','S191-3','FTSfYVVGkPWBcf', 'UB')
('SL04652-2022-11-01-4630','S193-22','YPrqwl', 'UB')
('SL04652-2022-11-01-4631','S193-23','NXrvNzWthHcqGhd', 'SL')
('AC22517-2022-11-02-4684','A261-4','WLkWsvpXXke', 'UB')
('AC22517-2022-11-01-4468','A249-4','PC', 'UB')
('AC04652-2022-11-01-4725','A263-9','Iuz', 'UB')
('SL04652-2022-11-02-4611','S193-3','cQKJpEwiCIthvl', 'UB')
('AC22517-2022-11-02-4740','A264-6','gOipYJkoq', 'SU')
('AC22517-2022-11-01-4509','A251-9','SaXYgRHXydUN', 'UB')
('AC22517-2022-11-02-4746','A264-12','yvFYNoy', 'SU')
('AC12058-2022-11-01-4689','A261-9','XWfCQkSWY', 'UB')
('SL22517-2022-11-02-4764','S199-12','nWvKNrJE', 'LB')
('SL22517-2022-11-02-4765','S199-13','Npw', 'MB')
('AC12058-2022-11-01-4693','A261-13','GvKduGgyERHUvR', 'LB')
('SL04652-2022-11-01-4722','S197-18','obgxqlDwJMqrRA', 'MB')
('SL04652-2022-11-01-4723','S197-19','tbIGdJLQJJLuc', 'UB')
('SL12058-2022-11-01-4719','S197-15','suTsSJXP', 'SL')
('SL12058-2022-11-01-4752','S198-24','WZ', 'SU')
('AC12058-2022-11-01-4769','A265-17','HLrAGHyQHQ', 'SL')
('AC04652-2022-11-01-4811','A268-5','vJD', 'SL')
('AC04652-2022-11-01-4812','A268-6','HSGTUWFPp', 'SU')
('SL04652-2022-11-01-4770','S199-18','hyzqB', 'MB')
('SL12058-2022-11-01-4755','S199-3','FoYfta', 'UB')
('AC04652-2022-11-01-4815','A268-9','OZsAHSEJnprm', 'UB')
('AC04652-2022-11-02-4695','A261-15','x', 'UB')
('AC12058-2022-11-01-4773','A266-3','dkZO', 'UB')
('SL12058-2022-11-01-4761','S199-9','ahXwfgDXDnd', 'LB')
('SL04652-2022-11-01-4776','S199-24','bOjIJpXavVHsN', 'SU')
('AC04652-2022-11-02-4700','A262-2','OZFxOzeGVuwpF', 'LB')
('SL22517-2022-11-02-4839','S202-15','CpgiwsIDqaL', 'SL')
('SL22517-2022-11-02-4840','S202-16','HEEV', 'SU')
('SL12058-2022-11-01-4767','S199-15','rfsRRECHzdYXtzL', 'SL')
('AC22517-2022-11-02-4849','A270-7','s', 'LB')
('SL04652-2022-11-01-4780','S200-4','cAAibjxofNBaTg', 'LB')
('AC12058-2022-11-01-4784','A266-14','TeOd', 'LB')
('AC12058-2022-11-01-4785','A266-15','TNpCGi', 'UB')
('AC22517-2022-11-02-4853','A270-11','RvQdAXv', 'SL')
('AC22517-2022-11-02-4855','A270-13','GPwENOyQoLYqkO', 'LB')
('SL22517-2022-11-01-4769','S199-17','pjAGzFj', 'LB')
('AC12058-2022-11-01-4788','A266-18','Dvc', 'SU')
('AC22517-2022-11-01-4624','A257-16','xlm', 'UB')
('AC12058-2022-11-01-4792','A267-4','zq', 'UB')
('SL22517-2022-11-01-4778','S200-2','JwbtPdpPmz', 'MB')
('AC22517-2022-11-02-4863','A271-3','uA', 'UB')
('SL22517-2022-11-02-4863','S203-15','Sk', 'SL')
('SL22517-2022-11-01-4780','S200-4','rpWjhStnUdR', 'LB')
('AC22517-2022-11-01-4627','A258-1','ARlrTlrewk', 'LB')
('SL04652-2022-11-01-4798','S200-22','QhDhQNEtxH', 'UB')
('AC22517-2022-11-02-4868','A271-8','dy', 'LB')
('AC04652-2022-11-01-4848','A270-6','oU', 'SU')
('SL04652-2022-11-01-4804','S201-4','kfdjvaVDQrL', 'LB')
('AC04652-2022-11-02-4727','A263-11','NyWVOZ', 'SL')
('SL22517-2022-11-02-4872','S203-24','Ak', 'SU')
('SL04652-2022-11-01-4807','S201-7','nJwnaugjpfkPddR', 'SL')
('SL04652-2022-11-01-4808','S201-8','NYATjmpgUG', 'SU')
('SL22517-2022-11-01-4791','S200-15','RDjBm', 'SL')
('AC04652-2022-11-01-4855','A270-13','Z', 'LB')
('AC22517-2022-11-01-4636','A258-10','aHr', 'UB')
('AC04652-2022-11-02-4731','A263-15','jDGJxHfiK', 'UB')
('AC22517-2022-11-01-4639','A258-13','u', 'LB')
('SL22517-2022-11-02-4877','S204-5','mEFaSGoxQ', 'MB')
('SL12058-2022-11-01-4792','S200-16','oA', 'SU')
('AC22517-2022-11-01-4643','A258-17','rxCDhzLZEoK', 'SL')
('SL22517-2022-11-01-4797','S200-21','greERHvithtyGrx', 'MB')
('AC22517-2022-11-01-4645','A259-1','bhtaF', 'LB')
('AC12058-2022-11-01-4812','A268-6','vlGZieDTLwm', 'SU')
('AC22517-2022-11-01-4649','A259-5','SpVKOdXxukot', 'SL')
('AC04652-2022-11-02-4738','A264-4','yYVMgLHyEDu', 'UB')
('SL04652-2022-11-01-4817','S201-17','YjLJxOAd', 'LB')
('AC12058-2022-11-01-4817','A268-11','ghJfhFAc', 'SL')
('SL04652-2022-11-01-4823','S201-23','roptOy', 'SL')
('AC04652-2022-11-01-4866','A271-6','pPWZGColNOG', 'SU')
('SL04652-2022-11-02-4761','S199-9','gdKceevoT', 'LB')
('SL12058-2022-11-01-4803','S201-3','gwAUOcehFJmbLw', 'UB')
('AC04652-2022-11-01-4870','A271-10','JIBvYxAjNgqEiKLe', 'UB')
('AC04652-2022-11-01-4871','A271-11','fxIRvwRwb', 'SL')
('SL04652-2022-11-01-4829','S202-5','mYvtsIyGlilu', 'MB')
('AC04652-2022-11-02-4753','A265-1','asIFLNqSTtKIhs', 'LB')
('SL04652-2022-11-02-4768','S199-16','ayFTvVJYTe', 'SU')
('SL04652-2022-11-02-4769','S199-17','tHsuTugVDheQuy', 'LB')
('AC12058-2022-11-01-4833','A269-9','cMAqiHRSnBDjC', 'UB')
('AC04652-2022-11-02-4760','A265-8','qKurMbvhJdKYWHVN', 'LB')
('AC22517-2022-11-02-4894','A272-16','oCqeiIyCbocIlc', 'UB')
('SL22517-2022-11-02-4918','S205-22','p', 'UB')
('SL22517-2022-11-02-4921','S206-1','ErEWUDjUJtj', 'LB')
('SL04652-2022-11-01-4866','S203-18','hNe', 'MB')
('SL04652-2022-11-01-4867','S203-19','AHattUxzboqtsBuw', 'UB')
('SL22517-2022-11-02-4924','S206-4','tDMYIJAXRuQzA', 'LB')
('SL04652-2022-11-01-4868','S203-20','yOaZFwKLuoOBY', 'LB')
('SL22517-2022-11-02-4926','S206-6','OzMf', 'UB')
('SL04652-2022-11-02-4802','S201-2','PbBQVdzaYlEX', 'MB')
('AC04652-2022-11-02-4792','A267-4','ZQO', 'UB')
('AC04652-2022-11-02-4794','A267-6','toZKMGxFFGDZ', 'SU')
('AC04652-2022-11-02-4795','A267-7','DjNtMMLXAEq', 'LB')
('AC04652-2022-11-01-4896','A272-18','lrLW', 'SU')
('AC12058-2022-11-01-4869','A271-9','BQbZRJntmrLpu', 'UB')
('SL22517-2022-11-02-4940','S206-20','wYGXVSh', 'LB')
('SL04652-2022-11-02-4817','S201-17','AmPC', 'LB')
('AC04652-2022-11-01-4900','A273-4','ILrgGSEJsndZ', 'UB')
('SL04652-2022-11-01-4888','S204-16','Ea', 'SU')
('AC22517-2022-11-02-4949','A275-17','bwUFgZFtuiVK', 'SL')
('AC22517-2022-11-01-4726','A263-10','xhCQCqQI', 'UB')
('AC04652-2022-11-01-4907','A273-11','QaYAcQLutfiyQUM', 'SL')
('SL04652-2022-11-01-4935','S206-15','eEozsmtEtWHAUZO', 'SL')
('SL22517-2022-11-01-4904','S205-8','wAnAbmirxw', 'SU')
('SL22517-2022-11-02-4994','S209-2','mXmPg', 'MB')
('SL04652-2022-11-01-4937','S206-17','siFFPu', 'LB')
('AC04652-2022-11-02-4900','A273-4','YwnmklmeciGUPYmS', 'UB')
('AC22517-2022-11-01-4796','A267-8','JGZc', 'LB')
('AC22517-2022-11-01-4797','A267-9','XyJolxYBRgMuxdN', 'UB')
('AC04652-2022-11-01-4983','A277-15','uhaQMXUDHYdhg', 'UB')
('SL04652-2022-11-01-4987','S208-19','R', 'UB')
('AC04652-2022-11-02-4932','A274-18','qLXrYGADa', 'SU')
('SL04652-2022-11-01-5010','S209-18','j', 'MB')
('AC04652-2022-11-02-4935','A275-3','MNhVmIEi', 'UB')
('AC22517-2022-11-01-4824','A268-18','pyaJuJDOxnrZvIrQ', 'SU')
('AC04652-2022-11-01-5015','A279-11','NTuvxPjkGZrDu', 'SL')
('SL22517-2022-11-01-4977','S208-9','pDcHJiCsIGENm', 'LB')
('AC04652-2022-11-02-4982','A277-14','wbH', 'LB')
('AC04652-2022-11-02-4983','A277-15','WMQteCPcHIme', 'UB')
('AC04652-2022-11-01-5050','A281-10','IFMnKRyFNOz', 'UB')
('AC22517-2022-11-02-5109','A284-15','WVXqevJhRYXT', 'UB')
('AC22517-2022-11-02-5110','A284-16','BxsIXwwWSScMcP', 'UB')
('AC04652-2022-11-02-4992','A278-6','zWyGlCRJGNMbL', 'SU')
('AC04652-2022-11-02-4993','A278-7','PSQDgsv', 'LB')
('AC22517-2022-11-02-5111','A284-17','UakI', 'SL')
('AC22517-2022-11-01-4882','A272-4','ofssKdWt', 'UB')
('AC04652-2022-11-01-5054','A281-14','HaVpIWFSUNlzVAiZ', 'LB')
('SL04652-2022-11-02-5004','S209-12','BIObyKwmHI', 'LB')
('SL12058-2022-11-01-5005','S209-13','z', 'MB')
('AC04652-2022-11-02-5003','A278-17','Q', 'SL')
('SL12058-2022-11-01-5008','S209-16','jCizv', 'SU')
('AC22517-2022-11-02-5115','A285-3','QGP', 'UB')
('AC22517-2022-11-02-5116','A285-4','TilQiWmeCLJpOh', 'UB')
('SL22517-2022-11-01-5052','S211-12','AoUKnDzJO', 'LB')
('AC22517-2022-11-02-5118','A285-6','tpmyyWrXoV', 'SU')
('SL12058-2022-11-01-5013','S209-21','YIgvsgfYy', 'MB')
('AC04652-2022-11-02-5012','A279-8','gKRcHQXV', 'LB')
('AC04652-2022-11-01-5069','A282-11','iYWQikMzaBNvrs', 'SL')
('AC22517-2022-11-01-4898','A273-2','WcxbBkOtRNFJKFa', 'LB')
('AC04652-2022-11-01-5073','A282-15','SQZrh', 'UB')
('AC22517-2022-11-01-4901','A273-5','CqphuN', 'SL')
('SL12058-2022-11-01-5020','S210-4','OITrxcGsNRRO', 'LB')
('SL04652-2022-11-01-5089','S213-1','MYNtAo', 'LB')
('SL04652-2022-11-02-5022','S210-6','kXcJIyaqUHwBPX', 'UB')
('AC22517-2022-11-01-4911','A273-15','FpPU', 'UB')
('AC22517-2022-11-01-4912','A273-16','MXoyQXwbPsoVE', 'UB')
('SL22517-2022-11-02-5142','S215-6','GilsUKMj', 'UB')
('SL12058-2022-11-01-5029','S210-13','xpipumajEwiCWVs', 'MB')
('AC22517-2022-11-02-5132','A286-2','VpKFhSf', 'LB')
('SL22517-2022-11-01-5066','S212-2','Vy', 'MB')
('AC04652-2022-11-02-5026','A280-4','rarjGYf', 'UB')
('SL04652-2022-11-02-5034','S210-18','sSnDzZPyQhvzAB', 'MB')
('SL04652-2022-11-02-5035','S210-19','NpzUxxUaKwcMhrC', 'UB')
('AC04652-2022-11-01-5084','A283-8','qtu', 'LB')
('AC04652-2022-11-01-5088','A283-12','BtIll', 'SU')
('SL04652-2022-11-02-5037','S210-21','gJb', 'MB')
('AC22517-2022-11-02-5140','A286-10','M', 'UB')
('SL12058-2022-11-01-5039','S210-23','estlqtnRJiIfwZNE', 'SL')
('SL04652-2022-11-02-5041','S211-1','ToDPWbVDFhopT', 'LB')
('SL22517-2022-11-01-5079','S212-15','zMZpVEHdKebCy', 'SL')
('SL22517-2022-11-02-5156','S215-20','B', 'LB')
('AC12058-2022-11-01-5090','A283-14','HqojgLRC', 'LB')
('SL22517-2022-11-02-5159','S215-23','UEDAo', 'SL')
('SL22517-2022-11-01-5083','S212-19','hHhaIlbzHzJJ', 'UB')
('SL04652-2022-11-01-5125','S214-13','NFeDFO', 'MB')
('AC22517-2022-11-02-5152','A287-4','aNkLktAFrJVBREEZ', 'UB')
('AC22517-2022-11-02-5153','A287-5','EjyzFjjmp', 'SL')
('SL12058-2022-11-01-5057','S211-17','pgAOlkCtnXN', 'LB')
('AC22517-2022-11-01-4943','A275-11','OIjjaw', 'SL')
('AC12058-2022-11-01-5098','A284-4','cy', 'UB')
('SL22517-2022-11-01-5088','S212-24','NEUodOsAySZpMsZ', 'SU')
('SL12058-2022-11-01-5061','S211-21','LkgHSbw', 'MB')
('SL04652-2022-11-01-5138','S215-2','N', 'MB')
('AC22517-2022-11-01-4962','A276-12','mRXxjILCh', 'SU')
('AC04652-2022-11-01-5122','A285-10','XXuNqM', 'UB')
('SL12058-2022-11-01-5077','S212-13','L', 'MB')
('AC22517-2022-11-01-4968','A276-18','OYYYJaWKc', 'SU')
('AC12058-2022-11-01-5118','A285-6','k', 'SU')
('SL22517-2022-11-01-5132','S214-20','JZTF', 'LB')
('SL22517-2022-11-02-5213','S218-5','IuWSGM', 'MB')
('SL04652-2022-11-01-5178','S216-18','irhMMXwWvvU', 'MB')
('AC12058-2022-11-01-5157','A287-9','ZZUiTbjVQccZ', 'UB')
('SL04652-2022-11-02-5111','S213-23','sZjc', 'SL')
('SL22517-2022-11-01-5143','S215-7','YNqiFuaYKD', 'SL')
('AC22517-2022-11-02-5225','A291-5','CLMmqeG', 'SL')
('SL04652-2022-11-02-5116','S214-4','XsUFlYipsCgomw', 'LB')
('SL22517-2022-11-02-5226','S218-18','p', 'MB')
('AC04652-2022-11-01-5164','A287-16','qNeNhbhZkfo', 'UB')
('AC04652-2022-11-02-5107','A284-13','rsDT', 'LB')
('AC22517-2022-11-01-5019','A279-15','BmjrUTSyVZW', 'UB')
('SL22517-2022-11-02-5233','S219-1','RwSEzNpbmDDXXCew', 'LB')
('SL04652-2022-11-02-5128','S214-16','mtXf', 'SU')
('SL04652-2022-11-02-5129','S214-17','Ng', 'LB')
('AC22517-2022-11-01-5037','A280-15','bAEblG', 'UB')
('AC04652-2022-11-02-5127','A285-15','Si', 'UB')
('SL22517-2022-11-01-5175','S216-15','JYgqMFbEGYjL', 'SL')
('SL04652-2022-11-01-5216','S218-8','IWPQETeSwofM', 'SU')
('SL04652-2022-11-01-5217','S218-9','NSTPKPiaoN', 'LB')
('SL04652-2022-11-01-5218','S218-10','JtiADwGuuhr', 'MB')
('SL22517-2022-11-01-5179','S216-19','pDccwH', 'UB')
('AC04652-2022-11-02-5133','A286-3','LuCni', 'UB')
('AC12058-2022-11-01-5198','A289-14','dKaCfbLaZrQ', 'LB')
('AC22517-2022-11-02-5256','A292-18','kfoFIGVirEdGXwO', 'SU')
('SL22517-2022-11-01-5185','S217-1','vskoNMybUkTWW', 'LB')
('AC22517-2022-11-01-5056','A281-16','PGiqQIUibGIwKVF', 'UB')
('AC22517-2022-11-01-5057','A281-17','FkToD', 'SL')
('SL22517-2022-11-01-5199','S217-15','WmgrpfEL', 'SL')
('SL04652-2022-11-02-5173','S216-13','uTJpQNGjj', 'MB')
('SL12058-2022-11-01-5169','S216-9','iLoWBl', 'LB')
('SL22517-2022-11-02-5280','S220-24','o', 'SU')
('SL12058-2022-11-01-5174','S216-14','RYeSaFbSUb', 'UB')
('AC04652-2022-11-01-5211','A290-9','EQfxb', 'UB')
('AC12058-2022-11-01-5215','A290-13','Sv', 'LB')
('AC22517-2022-11-02-5275','A294-1','vRo', 'LB')
('AC22517-2022-11-02-5276','A294-2','XGcLahiJXfN', 'LB')
('SL22517-2022-11-02-5289','S221-9','biFoqHJoXDVmOvI', 'LB')
('AC22517-2022-11-01-5069','A282-11','WLAVXG', 'SL')
('AC04652-2022-11-01-5221','A291-1','XVoauiCDfYERjXK', 'LB')
('SL22517-2022-11-01-5222','S218-14','bFumgJpPqi', 'UB')
('AC22517-2022-11-01-5086','A283-10','BRcLEZVOGrf', 'UB')
('SL22517-2022-11-01-5229','S218-21','xUbteZEpNS', 'MB')
('SL04652-2022-11-01-5263','S220-7','oRVMalziqtPsT', 'SL')
('AC04652-2022-11-01-5248','A292-10','YZvhdOECQQ', 'UB')
('SL12058-2022-11-01-5207','S217-23','wdwVEcoTcISsRPs', 'SL')
('SL12058-2022-11-01-5208','S217-24','BcxeQdsakKlri', 'SU')
('SL04652-2022-11-01-5272','S220-16','boepGL', 'SU')
('SL04652-2022-11-01-5273','S220-17','svUjKHoBSItSUl', 'LB')
('AC22517-2022-11-01-5104','A284-10','BvSuNaiMh', 'UB')
('AC22517-2022-11-01-5105','A284-11','jSTTRazYhRnkc', 'SL')
('AC12058-2022-11-01-5237','A291-17','mEekujAnTXxPSbB', 'SL')
('AC22517-2022-11-02-5313','A296-3','gkFYIAx', 'UB')
('AC22517-2022-11-01-5106','A284-12','rh', 'SU')
('AC22517-2022-11-02-5315','A296-5','ER', 'SL')
('AC22517-2022-11-02-5320','A296-10','MXuESybHUzIGt', 'UB')
('AC12058-2022-11-01-5247','A292-9','HmDkx', 'UB')
('AC22517-2022-11-02-5332','A297-4','LGFJCHuo', 'UB')
('AC04652-2022-11-01-5272','A293-16','QLgMyJ', 'UB')
('AC12058-2022-11-01-5259','A293-3','QhefWtrqiTKApvL', 'UB')
('AC12058-2022-11-01-5262','A293-6','Mlv', 'SU')
('AC22517-2022-11-02-5341','A297-13','x', 'LB')
('SL12058-2022-11-01-5247','S219-15','XRfmaaDc', 'SL')
('SL12058-2022-11-01-5248','S219-16','as', 'SU')
('SL04652-2022-11-02-5237','S219-5','jdmmWbyFs', 'MB')
('SL22517-2022-11-02-5341','S223-13','DwnaMw', 'MB')
('AC04652-2022-11-02-5201','A289-17','TLDPjlCfphZ', 'SL')
('AC22517-2022-11-02-5347','A298-1','amjFTnJ', 'LB')
('AC04652-2022-11-01-5289','A294-15','SDTmYFzVuQxrSbcF', 'UB')
('AC04652-2022-11-02-5204','A290-2','BMw', 'LB')
('AC04652-2022-11-01-5293','A295-1','xuzgizh', 'LB')
('SL12058-2022-11-01-5257','S220-1','MlztogZHYwSQyr', 'LB')
('AC22517-2022-11-02-5351','A298-5','fSlfD', 'SL')
('AC12058-2022-11-01-5278','A294-4','lLQELGKevwpcZY', 'UB')
('SL12058-2022-11-01-5259','S220-3','IAQbypGlCodKHcKI', 'UB')
('AC22517-2022-11-01-5143','A286-13','EqTHiZTMLtRJ', 'LB')
