('SL22517-2022-11-01-1417','S60-1','KvraX', 'LB')
('SL04652-2022-11-01-9146','S382-2','piezzEqDjBXEJGaG', 'MB')
('AC12058-2022-11-01-9220','A513-4','iSyznYUBTXDf', 'UB')
('SL22517-2022-11-02-9152','S382-8','VGygPKcNXduU', 'SU')
('SL12058-2022-11-01-9038','S377-14','BIHodu', 'UB')
('SL22517-2022-11-02-9153','S382-9','yEOFeScdRuk', 'LB')
('SL22517-2022-11-02-9154','S382-10','BpkByK', 'MB')
('SL04652-2022-11-02-9163','S382-19','XaMCflEdlKGMH', 'UB')
('AC04652-2022-11-02-9266','A515-14','DRQq', 'LB')
('AC04652-2022-11-01-9504','A528-18','UbKOIoJeTIoUCc', 'SU')
('SL22517-2022-11-02-9160','S382-16','MdWuCu', 'SU')
('SL12058-2022-11-01-9045','S377-21','CRWjRlTA', 'MB')
('AC22517-2022-11-01-9252','A514-18','trjtknCDDztjtUKI', 'SU')
('SL04652-2022-11-02-9177','S383-9','PMcloypEmoxVQdE', 'LB')
('SL04652-2022-11-01-9162','S382-18','Vb', 'MB')
('AC04652-2022-11-02-9328','A519-4','WTJ', 'UB')
('AC12058-2022-11-01-9279','A516-9','sELHnq', 'UB')
('SL12058-2022-11-01-9078','S379-6','MQQ', 'UB')
('SL04652-2022-11-01-9190','S383-22','uoto', 'UB')
('SL04652-2022-11-02-9220','S385-4','dBjVRA', 'LB')
('AC22517-2022-11-02-9338','A519-14','ARTGWfopN', 'LB')
('SL12058-2022-11-01-9091','S379-19','Mlbx', 'UB')
('SL22517-2022-11-01-9176','S383-8','BKDJewAuxOWpaq', 'SU')
('AC22517-2022-11-01-9311','A518-5','sZdvs', 'SL')
('AC04652-2022-11-01-9575','A532-17','avkwSNIhsjgYSV', 'SL')
('SL04652-2022-11-01-9206','S384-14','jOjCgkKUa', 'UB')
('AC04652-2022-11-01-9580','A533-4','E', 'UB')
('AC22517-2022-11-02-9358','A520-16','JppzZKA', 'UB')
('SL12058-2022-11-01-9109','S380-13','DeXwAEvroXU', 'MB')
('AC12058-2022-11-01-9311','A518-5','QvOXNyiYnududH', 'SL')
('SL12058-2022-11-01-9111','S380-15','BGFmLCnrlpgWY', 'SL')
('SL12058-2022-11-01-9112','S380-16','IVdOOY', 'SU')
('AC22517-2022-11-01-9327','A519-3','pzONnrUmRztOkg', 'UB')
('SL12058-2022-11-01-9114','S380-18','Msutdh', 'MB')
('SL22517-2022-11-02-9238','S385-22','mglKhNiwKZgycp', 'UB')
('SL22517-2022-11-02-9239','S385-23','ijvbsGadaxOju', 'SL')
('SL04652-2022-11-01-9227','S385-11','Da', 'UB')
('AC12058-2022-11-01-9337','A519-13','AVsHZZBjSLnH', 'LB')
('SL12058-2022-11-01-9134','S381-14','MPxacIjB', 'UB')
('AC12058-2022-11-01-9348','A520-6','rEjcnt', 'SU')
('SL04652-2022-11-01-9275','S387-11','kpSzudJIAWInWi', 'UB')
('SL22517-2022-11-02-9307','S388-19','gSiisvtGn', 'UB')
('SL22517-2022-11-01-9259','S386-19','P', 'UB')
('SL04652-2022-11-02-9316','S389-4','MXxSbL', 'LB')
('AC12058-2022-11-01-9416','A524-2','K', 'LB')
('AC04652-2022-11-01-9698','A539-14','EhiSwl', 'LB')
('SL22517-2022-11-01-9299','S388-11','WERFxHKUTBHI', 'UB')
('SL04652-2022-11-01-9349','S390-13','ypTKtilxEPhCH', 'MB')
('SL04652-2022-11-02-9355','S390-19','ZAm', 'UB')
('SL04652-2022-11-01-9354','S390-18','jseB', 'MB')
('SL04652-2022-11-02-9356','S390-20','ZjXTATWon', 'LB')
('AC12058-2022-11-01-9449','A525-17','Q', 'SL')
('SL04652-2022-11-01-9390','S392-6','DaReQYMsf', 'UB')
('AC04652-2022-11-02-9503','A528-17','myRYDgvXYKyfuI', 'SL')
('AC04652-2022-11-01-9755','A542-17','XWvSe', 'SL')
('AC04652-2022-11-01-9771','A543-15','EWOjwBkRusjADkS', 'UB')
('SL22517-2022-11-01-9375','S391-15','vgGJImTbSqIgqt', 'SL')
('AC12058-2022-11-01-9515','A529-11','mhwVRCKLg', 'SL')
('AC04652-2022-11-02-9537','A530-15','pSjPLksBJclgfwYN', 'UB')
('AC04652-2022-11-01-9793','A545-1','oSKP', 'LB')
('AC22517-2022-11-01-9530','A530-8','FpQtjWBYSExR', 'LB')
('AC22517-2022-11-01-9531','A530-9','JgPnQRhbX', 'UB')
('AC22517-2022-11-02-9557','A531-17','jnBqtc', 'SL')
('AC04652-2022-11-01-9805','A545-13','WAoZZLsFW', 'LB')
('SL12058-2022-11-01-9320','S389-8','OMlcqmCXUHLp', 'SU')
('AC12058-2022-11-01-9539','A530-17','CfuKtQ', 'SL')
('AC22517-2022-11-01-9547','A531-7','jpXmydeGKARfTNp', 'LB')
('AC12058-2022-11-01-9549','A531-9','oJdHeuLucSV', 'UB')
('AC12058-2022-11-01-9639','A536-9','xhaH', 'UB')
('SL22517-2022-11-02-9547','S398-19','CaimJbtPi', 'UB')
('SL04652-2022-11-01-9533','S398-5','DWUmpagnjBk', 'MB')
('SL22517-2022-11-02-9548','S398-20','aNDiRmgLtYtvKZY', 'LB')
('SL22517-2022-11-01-9489','S396-9','T', 'LB')
('SL04652-2022-11-01-9536','S398-8','SySLmNdbBYIGh', 'SU')
('AC22517-2022-11-01-9626','A535-14','bwLH', 'LB')
('SL22517-2022-11-02-9550','S398-22','dRDu', 'UB')
('SL04652-2022-11-02-9551','S398-23','DpiVJARNA', 'SL')
('AC12058-2022-11-01-9686','A539-2','hqfQMXIn', 'LB')
('SL12058-2022-11-01-9456','S394-24','CiZ', 'SU')
('AC04652-2022-11-01-9933','A552-15','dnjDzdwp', 'UB')
('SL12058-2022-11-01-9468','S395-12','MA', 'LB')
('AC04652-2022-11-02-9699','A539-15','jWTJSKRoIE', 'UB')
('SL22517-2022-11-01-9542','S398-14','gpXmiVUXdOKjhAFW', 'UB')
('SL12058-2022-11-01-9470','S395-14','as', 'UB')
('SL12058-2022-11-01-9471','S395-15','nm', 'SL')
('AC12058-2022-11-01-9710','A540-8','mSQAUG', 'LB')
('AC12058-2022-11-01-9712','A540-10','O', 'UB')
('SL04652-2022-11-02-9603','S401-3','qB', 'UB')
('SL22517-2022-11-02-9668','S403-20','jYxkrHnpOjE', 'LB')
('AC04652-2022-11-02-9757','A543-1','JflwjxdGvv', 'LB')
('AC04652-2022-11-01-9998','A556-8','NNhcwI', 'LB')
('AC12058-2022-11-01-9764','A543-8','sktZbsDxSchRXDN', 'LB')
('AC12058-2022-11-01-9765','A543-9','Xb', 'UB')
('AC04652-2022-11-01-10001','A556-11','RKYYHmF', 'SL')
('AC04652-2022-11-02-9761','A543-5','mjfKccghIUWxdB', 'SL')
('SL22517-2022-11-01-9586','S400-10','zfgSmWYcxgg', 'MB')
('SL12058-2022-11-01-9511','S397-7','hQZZ', 'SL')
('AC04652-2022-11-01-10003','A556-13','W', 'LB')
('AC04652-2022-11-02-9766','A543-10','ZdpLIgK', 'UB')
('AC04652-2022-11-02-9767','A543-11','uFBXTDfCs', 'SL')
('SL04652-2022-11-02-9656','S403-8','R', 'SU')
('AC22517-2022-11-01-9798','A545-6','ApotJgAZQDmAsEn', 'SU')
('AC22517-2022-11-01-9802','A545-10','BRDJB', 'UB')
('SL04652-2022-11-02-9707','S405-11','mUPtQq', 'UB')
('AC22517-2022-11-01-9804','A545-12','nFmCPuMdbY', 'SU')
('AC04652-2022-11-02-9819','A546-9','PYrlNDEQvecQxxL', 'UB')
('SL04652-2022-11-01-9714','S405-18','EfuyMEi', 'MB')
('SL04652-2022-11-01-9715','S405-19','BBiOLtdeFAeJE', 'UB')
('SL04652-2022-11-02-9713','S405-17','rfxZyuIIFAwbfne', 'LB')
('SL04652-2022-11-02-9725','S406-5','PJmGoKvBEjnKt', 'MB')
('SL12058-2022-11-01-9583','S400-7','gG', 'SL')
('SL12058-2022-11-01-9584','S400-8','HMOGtH', 'SU')
('AC04652-2022-11-02-9840','A547-12','DILVwifVxRB', 'SU')
('SL04652-2022-11-02-9728','S406-8','JlwuWcXF', 'SU')
('SL04652-2022-11-01-9732','S406-12','nAIjyL', 'LB')
('AC04652-2022-11-02-9843','A547-15','KNZAmfeFqLjj', 'UB')
('SL04652-2022-11-02-9736','S406-16','vx', 'SU')
('AC12058-2022-11-01-9849','A548-3','la', 'UB')
('AC22517-2022-11-01-9839','A547-11','CZQRFWvcZGXp', 'SL')
('SL04652-2022-11-02-9743','S406-23','QPsuuZLanGlj', 'SL')
('SL12058-2022-11-01-9606','S401-6','iuxZeLhhxPYdFxQy', 'UB')
('SL22517-2022-11-02-9780','S408-12','yFP', 'LB')
('AC04652-2022-11-02-9868','A549-4','E', 'UB')
('AC04652-2022-11-01-10095','A561-15','oDWqLIwoGTY', 'UB')
('AC22517-2022-11-02-9889','A550-7','qEzCeBUVHLus', 'LB')
('SL04652-2022-11-01-9758','S407-14','MZoflkArmdkVue', 'UB')
('AC22517-2022-11-01-9867','A549-3','rU', 'UB')
('AC04652-2022-11-02-9879','A549-15','IaeSMXFJrV', 'UB')
('SL12058-2022-11-01-9621','S401-21','gWlULIoBsougt', 'MB')
('AC22517-2022-11-02-9900','A550-18','ArjDpmkzTqRBVuei', 'SU')
('AC22517-2022-11-01-9875','A549-11','oida', 'SL')
('AC12058-2022-11-01-9881','A549-17','luCamxhSBhtVAzR', 'SL')
('SL22517-2022-11-01-9707','S405-11','ksO', 'UB')
('AC04652-2022-11-01-10110','A562-12','sbqLJFcgcIm', 'SU')
('SL04652-2022-11-02-9769','S408-1','gqFWJidVtiaZAv', 'LB')
('SL22517-2022-11-02-9806','S409-14','DuNVWKNB', 'UB')
('AC12058-2022-11-01-9883','A550-1','Y', 'LB')
('AC12058-2022-11-01-9884','A550-2','ZQAFwpxJPrevY', 'LB')
('AC04652-2022-11-02-9891','A550-9','dPRwU', 'UB')
('AC22517-2022-11-01-9884','A550-2','RKaTEstb', 'LB')
('SL04652-2022-11-01-9781','S408-13','tnCgwQxGIyCFRTn', 'MB')
('SL22517-2022-11-02-9820','S410-4','ILrjhdSATjCFnc', 'LB')
('AC04652-2022-11-02-9901','A551-1','IBCt', 'LB')
('SL04652-2022-11-02-9779','S408-11','XDPQYvXJ', 'UB')
('SL04652-2022-11-02-9780','S408-12','xr', 'LB')
('AC04652-2022-11-02-9903','A551-3','yxxJLwKXuANshNpZ', 'UB')
('AC12058-2022-11-01-9895','A550-13','GKCQIYscmvVe', 'LB')
('AC22517-2022-11-01-9896','A550-14','ldJAIBK', 'LB')
('SL22517-2022-11-01-9721','S406-1','MtZSKQQBzflNg', 'LB')
('SL04652-2022-11-02-9796','S409-4','hyNDZoAQTeRM', 'LB')
('SL22517-2022-11-01-9734','S406-14','DUw', 'UB')
('AC12058-2022-11-01-9911','A551-11','mg', 'SL')
('SL12058-2022-11-01-9671','S403-23','dinsA', 'SL')
('SL22517-2022-11-01-9744','S406-24','fLYvHDVnwGtmsPz', 'SU')
('SL22517-2022-11-02-9847','S411-7','zemw', 'SL')
('AC22517-2022-11-01-9919','A552-1','vtski', 'LB')
('AC22517-2022-11-02-9950','A553-14','SNwWPzPpWyfuB', 'LB')
('AC12058-2022-11-01-9925','A552-7','uleCQQLHifq', 'LB')
('SL04652-2022-11-02-9827','S410-11','BiTVifTvsrDMKIQ', 'UB')
('SL04652-2022-11-01-9824','S410-8','xCTLdkWS', 'SU')
('SL22517-2022-11-02-9859','S411-19','Wove', 'UB')
('SL12058-2022-11-01-9681','S404-9','nWeqEBF', 'LB')
('AC22517-2022-11-01-9930','A552-12','bJDljAUZNfEiyM', 'SU')
('SL04652-2022-11-01-9826','S410-10','yzv', 'MB')
('SL04652-2022-11-01-9827','S410-11','XNdlOQrZxm', 'UB')
('SL22517-2022-11-01-9761','S407-17','npSRpInPG', 'LB')
('SL22517-2022-11-01-9762','S407-18','jlc', 'MB')
('SL22517-2022-11-01-9763','S407-19','yhqivcUEeH', 'UB')
('SL04652-2022-11-01-9828','S410-12','j', 'LB')
('AC22517-2022-11-01-9936','A552-18','PIPEZnYQ', 'SU')
('AC22517-2022-11-02-9963','A554-9','Peg', 'UB')
('AC22517-2022-11-02-9973','A555-1','QgJdBARZJvURKCn', 'LB')
('AC12058-2022-11-01-9946','A553-10','hNJIxsKahv', 'UB')
('AC12058-2022-11-01-9947','A553-11','lzmOCFBhZIU', 'SL')
('SL12058-2022-11-01-9696','S404-24','ADkEacWZUBA', 'SU')
('SL22517-2022-11-01-9778','S408-10','gWOBViDzMXnuKbVP', 'MB')
('AC22517-2022-11-02-9976','A555-4','nEKwHQx', 'UB')
('SL12058-2022-11-01-9700','S405-4','yTbvD', 'LB')
('AC22517-2022-11-02-9978','A555-6','KZEgdTzpfq', 'SU')
('SL22517-2022-11-01-9785','S408-17','mP', 'LB')
('SL04652-2022-11-02-9856','S411-16','jImVnCZdAZ', 'SU')
('AC12058-2022-11-01-9961','A554-7','zqiBw', 'LB')
('SL04652-2022-11-02-9921','S414-9','nqmKMqcqoFvNUecV', 'LB')
('AC22517-2022-11-01-10008','A556-18','MzLJkaqm', 'SU')
('SL12058-2022-11-01-9778','S408-10','m', 'MB')
('SL22517-2022-11-01-9871','S412-7','GmimalBqFHrrq', 'SL')
('AC22517-2022-11-02-10081','A561-1','EciPtSHLqb', 'LB')
('AC04652-2022-11-02-10073','A560-11','aQdrgS', 'SL')
('SL04652-2022-11-02-9974','S416-14','kAMAQpEypvXZb', 'UB')
('AC04652-2022-11-01-10295','A572-17','uKauDK', 'SL')
('AC22517-2022-11-02-10118','A563-2','FInDBSkLCxIWU', 'LB')
('AC04652-2022-11-01-10299','A573-3','kGFkKI', 'UB')
('AC04652-2022-11-02-10109','A562-11','RwMCSYBh', 'SL')
('AC22517-2022-11-01-10098','A561-18','LmgnJPjmfVbuI', 'SU')
('AC22517-2022-11-01-10099','A562-1','eeAdfInvogXV', 'LB')
('SL22517-2022-11-01-9904','S413-16','rYDs', 'SU')
('SL12058-2022-11-01-9856','S411-16','MplfvecrrK', 'SU')
('SL22517-2022-11-01-9905','S413-17','btBEWzUuTs', 'LB')
('AC04652-2022-11-01-10314','A573-18','fJVooCXXRHSXfxKY', 'SU')
('SL04652-2022-11-01-9987','S417-3','ySA', 'UB')
('AC22517-2022-11-02-10152','A564-18','MSIrIXCeHODbmLZS', 'SU')
('SL04652-2022-11-02-10026','S418-18','HXvUbVcCR', 'MB')
('AC12058-2022-11-01-10134','A563-18','H', 'SU')
('AC04652-2022-11-01-10330','A574-16','IxjNpqWdkcMxv', 'UB')
('SL22517-2022-11-01-9923','S414-11','AgZ', 'UB')
('AC04652-2022-11-01-10344','A575-12','SnkAdNeKimYi', 'SU')
('AC22517-2022-11-02-10163','A565-11','CqRiTnqRYfOrB', 'SL')
('SL22517-2022-11-01-9935','S414-23','EyTq', 'SL')
('SL12058-2022-11-01-9888','S412-24','hNSCRQABoGQArmRI', 'SU')
('SL12058-2022-11-01-9891','S413-3','BtxboMoaBXPYZCN', 'UB')
('AC22517-2022-11-02-10170','A565-18','kGiXnvN', 'SU')
('AC22517-2022-11-01-10132','A563-16','hpaeaDCrcBfyy', 'UB')
('SL22517-2022-11-01-9945','S415-9','SL', 'LB')
('AC22517-2022-11-01-10138','A564-4','RKcZtvz', 'UB')
('AC04652-2022-11-02-10216','A568-10','ADCYlZ', 'UB')
('SL22517-2022-11-02-10104','S421-24','vTE', 'SU')
('SL04652-2022-11-01-10074','S420-18','SCvjHs', 'MB')
('SL04652-2022-11-01-10077','S420-21','ZqFxpSQpuZOHmA', 'MB')
('AC22517-2022-11-02-10220','A568-14','fKtqr', 'LB')
('SL12058-2022-11-01-9953','S415-17','IcNTRqx', 'LB')
('SL22517-2022-11-02-10115','S422-11','feuavMyJhxuDr', 'UB')
('SL12058-2022-11-01-9954','S415-18','iHBj', 'MB')
('SL12058-2022-11-01-9955','S415-19','RubCRe', 'UB')
('SL22517-2022-11-01-10005','S417-21','IxwdGdVWCsrgIUQ', 'MB')
('AC22517-2022-11-02-10223','A568-17','MIfBb', 'SL')
('AC04652-2022-11-01-10416','A579-12','iGNNl', 'SU')
('AC04652-2022-11-02-10232','A569-8','qHMf', 'LB')
('SL12058-2022-11-01-9959','S415-23','OFQh', 'SL')
('AC22517-2022-11-01-10202','A567-14','sNKYaRNDpYmSWfwx', 'LB')
('SL04652-2022-11-01-10106','S422-2','fVppamUjMPSDaE', 'MB')
('SL12058-2022-11-01-9973','S416-13','Pp', 'MB')
('SL22517-2022-11-02-10133','S423-5','jlgxruT', 'MB')
('SL22517-2022-11-01-10029','S418-21','thuWtIqrYzdACKN', 'MB')
('AC22517-2022-11-01-10224','A568-18','jMZbyRxaHg', 'SU')
('AC04652-2022-11-01-10439','A580-17','bjlCX', 'SL')
('AC04652-2022-11-01-10440','A580-18','aLddBKEuOBLRwf', 'SU')
('SL04652-2022-11-01-10114','S422-10','juxFaGCRNjbNMrzE', 'MB')
('AC12058-2022-11-01-10246','A570-4','lXiaSIXKXjnlRfu', 'UB')
('AC22517-2022-11-01-10228','A569-4','QkUjYSizFMfQSg', 'UB')
('AC04652-2022-11-01-10443','A581-3','JGRkLmqvWDOVk', 'UB')
('AC22517-2022-11-02-10256','A570-14','KJmwVa', 'LB')
('AC04652-2022-11-01-10446','A581-6','qx', 'SU')
('SL22517-2022-11-02-10146','S423-18','RMKwjmQApoqHJy', 'MB')
('SL22517-2022-11-02-10147','S423-19','pVMf', 'UB')
('AC04652-2022-11-02-10262','A571-2','Dela', 'LB')
('SL22517-2022-11-01-10046','S419-14','YCLsnWQZEEqrTTOe', 'UB')
('AC22517-2022-11-02-10258','A570-16','m', 'UB')
('SL04652-2022-11-01-10128','S422-24','ebqEoVVRyDh', 'SU')
('SL04652-2022-11-01-10137','S423-9','rVNngcJTjnbbHyEE', 'LB')
('SL04652-2022-11-02-10174','S424-22','xulAlZVkJgyfpx', 'UB')
('SL22517-2022-11-02-10225','S427-1','wVNZgwrHQJ', 'LB')
('SL04652-2022-11-02-10256','S428-8','yxlCbBVkUWcEh', 'SU')
('SL22517-2022-11-02-10227','S427-3','I', 'UB')
('SL04652-2022-11-01-10219','S426-19','rRxlQPoNv', 'UB')
('SL04652-2022-11-02-10258','S428-10','cuX', 'MB')
('AC04652-2022-11-01-10537','A586-7','wfBpnvVn', 'LB')
('AC04652-2022-11-01-10538','A586-8','HhhKAyNDUf', 'LB')
('AC12058-2022-11-01-10344','A575-12','EICkourOCMp', 'SU')
('AC04652-2022-11-01-10539','A586-9','B', 'UB')
('SL04652-2022-11-02-10259','S428-11','EWFoUJNqyLvluJ', 'UB')
('AC04652-2022-11-02-10345','A575-13','YYIyNUSqekaYivvg', 'LB')
('AC22517-2022-11-01-10323','A574-9','YwodaWHPEu', 'UB')
('SL22517-2022-11-01-10143','S423-15','ciwzXWJ', 'SL')
('AC04652-2022-11-02-10347','A575-15','dmnsqN', 'UB')
('AC22517-2022-11-02-10366','A576-16','sIj', 'UB')
('AC22517-2022-11-01-10371','A577-3','ZNFxhuwsfkhNXx', 'UB')
('SL22517-2022-11-02-10307','S430-11','PXvnnonhdEsCnYAA', 'UB')
('AC22517-2022-11-01-10382','A577-14','NGnXnKpJbFw', 'LB')
('AC22517-2022-11-02-10379','A577-11','AoSnakAnxN', 'SL')
('AC04652-2022-11-02-10404','A578-18','rKGUTRyLF', 'SU')
('SL04652-2022-11-01-10281','S429-9','jrJGPiPWeUuzZC', 'LB')
('SL12058-2022-11-01-10255','S428-7','YcjLp', 'SL')
('SL22517-2022-11-02-10427','S435-11','tKi', 'UB')
('SL22517-2022-11-02-10428','S435-12','HwE', 'LB')
('SL22517-2022-11-02-10429','S435-13','EvEVmoKDo', 'MB')
('AC04652-2022-11-01-10705','A595-13','SLWUnVxYPLjV', 'LB')
('AC22517-2022-11-02-10521','A585-9','hDijobFQcvD', 'UB')
('AC12058-2022-11-01-10513','A585-1','JcPgItxzS', 'LB')
('AC22517-2022-11-01-10495','A584-1','ov', 'LB')
('AC04652-2022-11-01-10711','A596-1','yhpgbVUSkPXxsxUV', 'LB')
('SL12058-2022-11-01-10278','S429-6','MzjMP', 'UB')
('AC22517-2022-11-01-10517','A585-5','f', 'SL')
('SL04652-2022-11-02-10457','S436-17','GMshdIyhkGNLv', 'LB')
('AC22517-2022-11-01-10525','A585-13','cOVlAQUP', 'LB')
('AC22517-2022-11-02-10556','A587-8','lWwVZFHkeCmT', 'LB')
('SL22517-2022-11-02-10468','S437-4','eRmySAGbz', 'LB')
('SL22517-2022-11-02-10472','S437-8','rRvkSAWQGxlEtfgK', 'SU')
('AC04652-2022-11-02-10558','A587-10','ksmmvNH', 'UB')
('SL12058-2022-11-01-10415','S434-23','GVoClImQdXhIX', 'SL')
('SL04652-2022-11-02-10572','S441-12','DETnBiCMvyG', 'LB')
('AC04652-2022-11-02-10662','A593-6','rTgaCIzSsHVFt', 'SU')
('SL12058-2022-11-01-10421','S435-5','nYg', 'MB')
('AC04652-2022-11-01-10839','A603-3','fCoad', 'UB')
('SL22517-2022-11-02-10582','S441-22','NEZcLcOKlljeeztz', 'UB')
('SL04652-2022-11-02-10580','S441-20','qRsXbQ', 'LB')
('SL22517-2022-11-02-10584','S441-24','szmuGxLuhHs', 'SU')
('SL12058-2022-11-01-10434','S435-18','tGADmNDMmxhEU', 'MB')
('SL12058-2022-11-01-10435','S435-19','ReKm', 'UB')
('SL22517-2022-11-02-10589','S442-5','NiHDo', 'MB')
('SL04652-2022-11-02-10586','S442-2','I', 'MB')
('SL22517-2022-11-02-10590','S442-6','LajiyVnckNgTFkBj', 'UB')
('AC22517-2022-11-02-10720','A596-10','PKpHFtooXLfXTt', 'UB')
('SL12058-2022-11-01-10494','S438-6','mdilVYhUazhcLGA', 'UB')
('AC12058-2022-11-01-10735','A597-7','ZhISCvmSvhfWJ', 'LB')
('SL22517-2022-11-02-10657','S445-1','bJNVTDHylnlHz', 'LB')
('SL04652-2022-11-02-10660','S445-4','NpXOfb', 'LB')
('AC22517-2022-11-01-10723','A596-13','kFQE', 'LB')
('AC12058-2022-11-01-10776','A599-12','jM', 'SU')
('AC04652-2022-11-01-10942','A608-16','uqgXaVJQEUpDie', 'UB')
('SL22517-2022-11-01-10597','S442-13','mQErVrQgBPwm', 'MB')
('AC04652-2022-11-02-10796','A600-14','UImu', 'LB')
('AC12058-2022-11-01-10799','A600-17','jGfryETp', 'SL')
('SL04652-2022-11-01-10680','S445-24','FbTGFvJTWpxp', 'SU')
('SL12058-2022-11-01-10553','S440-17','mgHxROdQn', 'LB')
('SL22517-2022-11-02-10707','S447-3','OkHkyjefzBwAJ', 'UB')
('SL12058-2022-11-01-10593','S442-9','yhMNAKV', 'LB')
('SL22517-2022-11-02-10738','S448-10','JV', 'MB')
('SL04652-2022-11-02-10751','S448-23','WwgcbrtuK', 'SL')
('SL12058-2022-11-01-10595','S442-11','kwbRSvS', 'UB')
('SL04652-2022-11-01-10724','S447-20','cvWQEJWDHzJW', 'LB')
('AC04652-2022-11-01-11005','A612-7','eRoN', 'LB')
('SL22517-2022-11-02-10741','S448-13','gVfcfxBfbE', 'MB')
('AC22517-2022-11-01-10828','A602-10','OWtPSJwtk', 'UB')
('SL22517-2022-11-02-10743','S448-15','GXFyLMCMZ', 'SL')
('AC04652-2022-11-02-10930','A608-4','DqznL', 'UB')
('SL12058-2022-11-01-10685','S446-5','rgGTKqyvg', 'MB')
('SL04652-2022-11-02-10838','S452-14','tUEJzfxTIyEC', 'UB')
('SL12058-2022-11-01-10688','S446-8','mvQcTfSCbtVCwep', 'SU')
('SL04652-2022-11-02-10842','S452-18','JlYqSgkjmEYSXe', 'MB')
('SL04652-2022-11-01-10805','S451-5','oJRxMozaqkrUALP', 'MB')
('AC12058-2022-11-01-10930','A608-4','YWGoc', 'UB')
('AC04652-2022-11-01-11096','A617-8','fOPjdZDedLjRS', 'LB')
('AC04652-2022-11-02-10956','A609-12','nNrLxdsdCsHQ', 'SU')
('SL22517-2022-11-01-10746','S448-18','x', 'MB')
('AC04652-2022-11-02-10983','A611-3','edko', 'UB')
('SL04652-2022-11-02-10886','S454-14','oGjOdoVTFnRY', 'UB')
('SL04652-2022-11-01-10849','S453-1','GLUvfqamUD', 'LB')
('SL04652-2022-11-01-10850','S453-2','SCoyNBSIWoQoL', 'MB')
('SL12058-2022-11-01-10729','S448-1','jnqZOiqljNjvytWw', 'LB')
('AC04652-2022-11-02-10986','A611-6','zQTWCBxp', 'SU')
('AC22517-2022-11-02-10972','A610-10','UkNSdy', 'UB')
('SL04652-2022-11-01-10853','S453-5','xIJeTnD', 'MB')
('SL04652-2022-11-02-10889','S454-17','dI', 'LB')
('SL04652-2022-11-01-10855','S453-7','GqExiIGM', 'SL')
('SL22517-2022-11-02-10876','S454-4','GPWCY', 'LB')
('SL12058-2022-11-01-10736','S448-8','OeYihxDKOhw', 'SU')
('AC04652-2022-11-01-11179','A622-1','sIgnhAlRz', 'LB')
('AC22517-2022-11-02-11012','A612-14','QqLXCNyS', 'LB')
('AC22517-2022-11-02-11013','A612-15','hnsPHQXaoddgy', 'UB')
('SL04652-2022-11-02-10942','S456-22','wHI', 'UB')
('AC12058-2022-11-01-11034','A613-18','zpCAeFKqxcg', 'SU')
('SL04652-2022-11-02-10944','S456-24','SnPswIdK', 'SU')
('SL04652-2022-11-01-10918','S455-22','STzMpJt', 'UB')
('AC12058-2022-11-01-11038','A614-4','p', 'UB')
('SL04652-2022-11-02-10948','S457-4','SKtkP', 'LB')
('SL22517-2022-11-02-10923','S456-3','dmSaLCgTum', 'UB')
('AC22517-2022-11-01-11029','A613-13','whqqKPQfynPT', 'LB')
('SL04652-2022-11-01-10926','S456-6','pLxCjMoZfRJZ', 'UB')
('SL04652-2022-11-02-10953','S457-9','oKl', 'LB')
('SL04652-2022-11-02-10954','S457-10','INVJS', 'MB')
('SL04652-2022-11-01-10930','S456-10','ztDLUBRGaPvFifQt', 'MB')
('SL04652-2022-11-02-10955','S457-11','qwhNAkvhsndY', 'UB')
('SL04652-2022-11-01-10932','S456-12','tzzAKTYmj', 'LB')
('SL04652-2022-11-02-10977','S458-9','ZiUfxdNSSlqZFvL', 'LB')
('SL04652-2022-11-02-10978','S458-10','rDr', 'MB')
('SL04652-2022-11-01-10958','S457-14','iVhA', 'UB')
('SL22517-2022-11-01-10881','S454-9','LKxnOuP', 'LB')
('AC04652-2022-11-02-11082','A616-12','ihAQ', 'SU')
('AC04652-2022-11-01-11216','A624-2','ahiGmTFpCuSn', 'LB')
('SL22517-2022-11-01-10888','S454-16','gpIXzgAWnQc', 'SU')
('SL22517-2022-11-02-10966','S457-22','PSwEpVUffswyQnp', 'UB')
('AC04652-2022-11-01-11232','A624-18','fgfHItWhhIXD', 'SU')
('AC22517-2022-11-01-11081','A616-11','xaayFxFINAGVjap', 'SL')
('AC22517-2022-11-02-11060','A615-8','NCJTLINEuGJrJXu', 'LB')
('SL04652-2022-11-02-11010','S459-18','VcxrLD', 'MB')
('AC04652-2022-11-01-11236','A625-4','aIeU', 'UB')
('SL04652-2022-11-01-10983','S458-15','w', 'SL')
('SL22517-2022-11-01-10902','S455-6','fk', 'UB')
('AC12058-2022-11-01-11100','A617-12','ljPvSRchPtdEMSW', 'SU')
('AC12058-2022-11-01-11128','A619-4','yvJJZGYSCe', 'UB')
('AC22517-2022-11-02-11093','A617-5','VGI', 'SL')
('SL12058-2022-11-01-10888','S454-16','JcUMVuHPjuzJu', 'SU')
('AC12058-2022-11-01-11141','A619-17','jvExHSBBMN', 'SL')
('SL12058-2022-11-01-10897','S455-1','o', 'LB')
('AC04652-2022-11-01-11323','A630-1','SFZWLGHPpvu', 'LB')
('SL22517-2022-11-02-11061','S461-21','uZ', 'MB')
