('AC04652-2022-11-01-3641','A203-5','WqyglCDmMWeUI', 'SL')
('AC04652-2022-11-01-11337','A630-15','n', 'UB')
('AC12058-2022-11-01-11187','A622-9','fVTGGcTtkUJyL', 'UB')
('AC22517-2022-11-01-11170','A621-10','YEdcyzxpFJfo', 'UB')
('AC22517-2022-11-02-11143','A620-1','iCUxeBwEBaHZEG', 'LB')
('AC04652-2022-11-02-11193','A622-15','TVoOyNgWAGbbRv', 'UB')
('SL12058-2022-11-01-10959','S457-15','YbwLoYJuSxuz', 'SL')
('SL12058-2022-11-01-10961','S457-17','FdYgGvHRIBMNm', 'LB')
('SL22517-2022-11-01-10995','S459-3','xtaErIxA', 'UB')
('SL12058-2022-11-01-10969','S458-1','eTeFwR', 'LB')
('SL22517-2022-11-02-11103','S463-15','SkacQENFOUO', 'SL')
('AC12058-2022-11-01-11223','A624-9','ozU', 'UB')
('SL22517-2022-11-02-11139','S465-3','QHHS', 'UB')
('SL22517-2022-11-01-11070','S462-6','vNNkRmD', 'UB')
('AC22517-2022-11-02-11225','A624-11','NURBHy', 'SL')
('SL22517-2022-11-02-11189','S467-5','nPZIJIMFTtBtrvD', 'MB')
('SL04652-2022-11-02-11194','S467-10','BhoMvJ', 'MB')
('AC04652-2022-11-02-11346','A631-6','G', 'SU')
('AC04652-2022-11-01-11503','A640-1','vofqOENtFBRatqKF', 'LB')
('AC22517-2022-11-01-11328','A630-6','cZkzbU', 'SU')
('AC04652-2022-11-01-11506','A640-4','yFJLgZOyUBctk', 'UB')
('SL04652-2022-11-02-11233','S469-1','OGGpXLafB', 'LB')
('SL04652-2022-11-01-11217','S468-9','imXqXMosEOEl', 'LB')
('SL04652-2022-11-01-11218','S468-10','xhZJEOX', 'MB')
('AC22517-2022-11-01-11331','A630-9','grCFMaZuUJMdd', 'UB')
('SL12058-2022-11-01-11101','S463-13','erfoVbsCuEt', 'MB')
('AC12058-2022-11-01-11356','A631-16','sUFvHC', 'UB')
('AC04652-2022-11-01-11510','A640-8','UjxNGO', 'LB')
('SL04652-2022-11-01-11220','S468-12','FXtx', 'LB')
('AC22517-2022-11-01-11335','A630-13','JZfVMD', 'LB')
('AC22517-2022-11-02-11318','A629-14','mCJZVkxXBZc', 'LB')
('SL22517-2022-11-01-11156','S465-20','TdfjKUapSdKzHjm', 'LB')
('AC22517-2022-11-01-11336','A630-14','LJgBW', 'LB')
('SL22517-2022-11-01-11158','S465-22','waaen', 'UB')
('SL04652-2022-11-02-11246','S469-14','fIQtOqmSthkIT', 'UB')
('SL22517-2022-11-01-11159','S465-23','YMRygRIG', 'SL')
('SL04652-2022-11-02-11247','S469-15','nXlkCkRLvNHDbL', 'SL')
('AC04652-2022-11-02-11357','A631-17','PmJrsqoBX', 'SL')
('AC22517-2022-11-02-11328','A630-6','OpBGRyoGwM', 'SU')
('AC22517-2022-11-01-11352','A631-12','vqFK', 'SU')
('AC12058-2022-11-01-11363','A632-5','yYAkGQafHWdvstVD', 'SL')
('AC12058-2022-11-01-11367','A632-9','LJFLkr', 'UB')
('AC04652-2022-11-02-11370','A632-12','deqVBBwQJXsyv', 'SU')
('AC12058-2022-11-01-11372','A632-14','LoGPI', 'LB')
('SL22517-2022-11-02-11259','S470-3','FxCEVyQn', 'UB')
('SL22517-2022-11-01-11182','S466-22','JtOPNbCjHgxOA', 'UB')
('SL04652-2022-11-01-11255','S469-23','AfJgNyClgeNxHc', 'SL')
('AC12058-2022-11-01-11381','A633-5','TDJBkLO', 'SL')
('AC04652-2022-11-01-11547','A642-9','rapHgUXFZ', 'UB')
('SL12058-2022-11-01-11138','S465-2','dLbciLa', 'MB')
('AC22517-2022-11-02-11350','A631-10','MBXFMcPshHAOc', 'UB')
('AC04652-2022-11-02-11383','A633-7','SKCZNgCVRvDzoa', 'LB')
('SL22517-2022-11-01-11191','S467-7','sxtpnhCLiVLZSXQ', 'SL')
('AC22517-2022-11-01-11380','A633-4','cuXXBxoMIcamv', 'UB')
('SL22517-2022-11-02-11275','S470-19','PeFhW', 'UB')
('SL22517-2022-11-02-11276','S470-20','WvpI', 'LB')
('SL04652-2022-11-02-11274','S470-18','SPDtzzIoqWaJwN', 'MB')
('AC04652-2022-11-01-11550','A642-12','DJWg', 'SU')
('SL22517-2022-11-01-11197','S467-13','awQCeyi', 'MB')
('SL22517-2022-11-02-11277','S470-21','wDAILZcwxuISBpx', 'MB')
('AC04652-2022-11-01-11553','A642-15','ToaaZecfz', 'UB')
('SL04652-2022-11-01-11285','S471-5','pqqHp', 'MB')
('AC12058-2022-11-01-11403','A634-9','rnvR', 'UB')
('AC12058-2022-11-01-11404','A634-10','yVWXaXEmULmmYb', 'UB')
