('SL22517-2022-11-01-166','S7-22','XzkTLhQO', 'UB')
('AC12058-2022-11-01-6370','A354-16','vCgGwNeJ', 'UB')
('AC12058-2022-11-01-6373','A355-1','DGhjxx', 'LB')
('SL04652-2022-11-01-6248','S261-8','Ta', 'SU')
('SL12058-2022-11-01-6178','S258-10','HrBfMucPuq', 'MB')
('SL22517-2022-11-01-6253','S261-13','xAsVMHzA', 'MB')
('AC04652-2022-11-02-6404','A356-14','v', 'LB')
('SL12058-2022-11-01-6184','S258-16','YqPXzrMUhmsIFiQm', 'SU')
('SL22517-2022-11-02-6345','S265-9','ywfBeavzgP', 'LB')
('AC22517-2022-11-01-6394','A356-4','HRkC', 'UB')
('SL22517-2022-11-01-6269','S262-5','AelPmfxPbBKX', 'MB')
('AC04652-2022-11-02-6411','A357-3','rFONizMy', 'UB')
('AC22517-2022-11-02-6388','A355-16','GqqPvKDO', 'UB')
('AC22517-2022-11-01-6402','A356-12','XTwo', 'SU')
('AC22517-2022-11-02-6393','A356-3','jPElvIc', 'UB')
('SL04652-2022-11-02-6370','S266-10','phll', 'MB')
('SL12058-2022-11-01-6216','S259-24','ILAGSMAtNc', 'SU')
('SL12058-2022-11-01-6219','S260-3','sBZVQFnCuZHo', 'UB')
('AC04652-2022-11-02-6438','A358-12','guNkslonWpS', 'SU')
('SL04652-2022-11-01-6301','S263-13','yPbj', 'MB')
('AC12058-2022-11-01-6418','A357-10','pEUqRFwYoii', 'UB')
('SL04652-2022-11-01-6325','S264-13','wQbiKeqgjXhAXm', 'MB')
('SL22517-2022-11-02-6397','S267-13','wDVeujEE', 'MB')
('SL22517-2022-11-02-6398','S267-14','zeAwyGMxlDFhUab', 'UB')
('SL22517-2022-11-02-6399','S267-15','doDsLSvWhAvSK', 'SL')
('AC04652-2022-11-01-6732','A374-18','yBttYWuTKBv', 'SU')
('AC12058-2022-11-01-6449','A359-5','XuKFUeTGXW', 'SL')
('AC04652-2022-11-01-6735','A375-3','FAvbfUIhHtlNnI', 'UB')
('SL22517-2022-11-02-6418','S268-10','HJQhvzuYXPtVve', 'MB')
('AC22517-2022-11-01-6464','A360-2','MtbLkumtG', 'LB')
('AC04652-2022-11-01-6738','A375-6','oIEHENmZOlRT', 'SU')
('AC04652-2022-11-01-6740','A375-8','RRdXvaOSazuvDNhs', 'LB')
('AC12058-2022-11-01-6456','A359-12','yzNOnDvdnc', 'SU')
('AC22517-2022-11-01-6468','A360-6','eYRSaeNnXHNvky', 'SU')
('AC04652-2022-11-01-6766','A376-16','QOuwRAirwqi', 'UB')
('SL12058-2022-11-01-6298','S263-10','NUdgUHaWfawzM', 'MB')
('AC22517-2022-11-01-6490','A361-10','OeCIgop', 'UB')
('SL12058-2022-11-01-6317','S264-5','BWUHzzU', 'MB')
('AC22517-2022-11-01-6513','A362-15','ZPPJsO', 'UB')
('SL22517-2022-11-01-6416','S268-8','scXwDHpGmqAXc', 'SU')
('AC22517-2022-11-01-6519','A363-3','rz', 'UB')
('AC22517-2022-11-01-6521','A363-5','XA', 'SL')
('SL22517-2022-11-02-6554','S274-2','xdjBY', 'MB')
('SL22517-2022-11-02-6590','S275-14','vBj', 'UB')
('AC04652-2022-11-02-6626','A369-2','ntzmBwcixUovRWt', 'LB')
('SL04652-2022-11-02-6580','S275-4','uepBhKy', 'LB')
('AC22517-2022-11-01-6627','A369-3','bahuacXTlmkk', 'UB')
('AC22517-2022-11-02-6636','A369-12','LuEzUuIS', 'SU')
('SL12058-2022-11-01-6449','S269-17','kLOELc', 'LB')
('SL04652-2022-11-02-6611','S276-11','nLR', 'UB')
('SL04652-2022-11-02-6612','S276-12','CFNoCobrMFPiI', 'LB')
('SL04652-2022-11-02-6616','S276-16','vklATpjZ', 'SU')
('SL04652-2022-11-01-6562','S274-10','GrvfvwjPAqWzFoCt', 'MB')
('SL22517-2022-11-01-6540','S273-12','njprb', 'LB')
('SL04652-2022-11-01-6565','S274-13','NSsvZwkOaiAEXIo', 'MB')
('SL04652-2022-11-02-6632','S277-8','BvY', 'SU')
('AC22517-2022-11-01-6680','A372-2','aoXo', 'LB')
('SL04652-2022-11-02-6637','S277-13','mxQ', 'MB')
('SL22517-2022-11-01-6552','S273-24','dHqEJRgD', 'SU')
('AC22517-2022-11-02-6689','A372-11','VrKF', 'SL')
('SL22517-2022-11-02-6662','S278-14','fRtLNsT', 'UB')
('AC04652-2022-11-01-6962','A387-14','QMcnUhFPAgm', 'LB')
('AC04652-2022-11-02-6698','A373-2','LjpssQcZEptgjjpj', 'LB')
('SL12058-2022-11-01-6509','S272-5','pJTrMPXanZ', 'MB')
('AC12058-2022-11-01-6713','A373-17','jCbYpGlFCJmO', 'SL')
('SL22517-2022-11-02-6679','S279-7','cebgvhweX', 'SL')
('AC04652-2022-11-02-6720','A374-6','FohaYKoEDkhXhE', 'SU')
('SL04652-2022-11-02-6673','S279-1','jbx', 'LB')
('AC12058-2022-11-01-6718','A374-4','FnF', 'UB')
('SL04652-2022-11-02-6675','S279-3','CIOE', 'UB')
('SL22517-2022-11-02-6685','S279-13','HGyEpgkoWdeDOTn', 'MB')
('SL22517-2022-11-02-6687','S279-15','jjg', 'SL')
('AC22517-2022-11-02-6726','A374-12','tKlNzCE', 'SU')
('SL22517-2022-11-02-6688','S279-16','Hdzsuly', 'SU')
('SL22517-2022-11-02-6689','S279-17','UPW', 'LB')
('AC22517-2022-11-02-6728','A374-14','rJNDPofTjrxdoy', 'LB')
('AC04652-2022-11-01-6989','A389-5','bVxOrquPeoGwvx', 'SL')
('SL04652-2022-11-01-6625','S277-1','kQqHYHULtyzpG', 'LB')
('AC04652-2022-11-01-6991','A389-7','CZcMcVpwTX', 'LB')
('SL04652-2022-11-01-6628','S277-4','xeOpfXQLWSVsDoy', 'LB')
('SL12058-2022-11-01-6526','S272-22','BFmQgm', 'UB')
('AC22517-2022-11-01-6718','A374-4','wHWhr', 'UB')
('AC22517-2022-11-02-6741','A375-9','VqXOF', 'UB')
('AC04652-2022-11-02-6732','A374-18','uPuwPUtuM', 'SU')
('AC04652-2022-11-01-6999','A389-15','tdzz', 'UB')
('SL12058-2022-11-01-6536','S273-8','vGKu', 'SU')
('SL04652-2022-11-01-6641','S277-17','cCRpYBUROY', 'LB')
('AC22517-2022-11-01-6770','A377-2','KF', 'LB')
('AC22517-2022-11-01-6771','A377-3','trqRqKJmRtKDRShv', 'UB')
('AC22517-2022-11-01-6773','A377-5','E', 'SL')
('AC04652-2022-11-01-7037','A391-17','zmFFbSYpCZaBGLG', 'SL')
('SL04652-2022-11-01-6685','S279-13','pghX', 'MB')
('SL12058-2022-11-01-6573','S274-21','FTYQyrmGuvrRHqG', 'MB')
('SL04652-2022-11-01-6753','S282-9','HVjMKIZfhUtC', 'LB')
('SL22517-2022-11-02-6834','S285-18','CNDMoxnHgvrL', 'MB')
('AC04652-2022-11-01-7132','A397-4','uzmIcXytYG', 'UB')
('SL04652-2022-11-01-6797','S284-5','Y', 'MB')
('SL04652-2022-11-02-6824','S285-8','JKLSSfzlmW', 'SU')
('AC04652-2022-11-01-7144','A397-16','yOdPPRfGuZLJO', 'UB')
('AC04652-2022-11-01-7158','A398-12','yodI', 'SU')
('SL22517-2022-11-01-6771','S283-3','yDtJejuR', 'UB')
('SL22517-2022-11-01-6772','S283-4','yiuJLenYXSaEDVKy', 'LB')
('AC04652-2022-11-02-6905','A384-11','AjExzYja', 'SL')
('SL22517-2022-11-01-6790','S283-22','uG', 'UB')
('AC22517-2022-11-02-6943','A386-13','RjO', 'LB')
('AC04652-2022-11-01-7194','A400-12','rorZsgIKYiTvDcj', 'SU')
('SL22517-2022-11-01-6797','S284-5','E', 'MB')
('SL12058-2022-11-01-6740','S281-20','OWOLwqiWVxMTOSjB', 'LB')
('AC12058-2022-11-01-6953','A387-5','WMrphATBQtMS', 'SL')
('AC04652-2022-11-01-7206','A401-6','zrHdzqvQmwuNO', 'SU')
('SL04652-2022-11-02-6911','S288-23','BLUUVLSr', 'SL')
('AC22517-2022-11-01-6944','A386-14','xgvPWadGRz', 'LB')
('SL22517-2022-11-02-6925','S289-13','WNGhnVeJ', 'MB')
('AC12058-2022-11-01-6976','A388-10','IGcDqy', 'UB')
('AC12058-2022-11-01-6977','A388-11','JsXFjNCxgafPfYh', 'SL')
('AC12058-2022-11-01-6978','A388-12','PBewHWbLnYhjrstL', 'SU')
('AC12058-2022-11-01-6979','A388-13','c', 'LB')
('SL04652-2022-11-02-6937','S290-1','oRd', 'LB')
('AC04652-2022-11-01-7238','A403-2','lmkfajBdBVILBS', 'LB')
('AC22517-2022-11-01-6969','A388-3','XkSHFfScMEhJVei', 'UB')
('AC12058-2022-11-01-7011','A390-9','QxNTJAWUqPd', 'UB')
('AC22517-2022-11-02-7027','A391-7','toQeSR', 'LB')
('SL12058-2022-11-01-6818','S285-2','BOEVvIQkAUBVPiFk', 'MB')
('SL04652-2022-11-02-6979','S291-19','rbSZhJJgxzJZtytW', 'UB')
('AC04652-2022-11-02-7007','A390-5','LdGfYwoKmY', 'SL')
('SL04652-2022-11-02-6984','S291-24','hqhIdNiLzvL', 'SU')
('SL04652-2022-11-01-6954','S290-18','OyWichkPKDki', 'MB')
('AC04652-2022-11-01-7279','A405-7','lkY', 'LB')
('AC22517-2022-11-02-7040','A392-2','ZjSGS', 'LB')
('AC12058-2022-11-01-7030','A391-10','ngUhgwxi', 'UB')
('SL12058-2022-11-01-6827','S285-11','yOfRZudhitpmLN', 'UB')
('SL04652-2022-11-01-6960','S290-24','nhYmJS', 'SU')
('SL04652-2022-11-01-6961','S291-1','DFgTlErmRgh', 'LB')
('AC04652-2022-11-01-7403','A412-5','oHXYWnxmsQRbSyY', 'SL')
('SL22517-2022-11-02-7087','S296-7','lTYnOKVqpKjfE', 'SL')
('SL22517-2022-11-02-7090','S296-10','KoaZp', 'MB')
('AC22517-2022-11-02-7165','A399-1','IdgRttNYMxzxCoQ', 'LB')
('AC04652-2022-11-02-7138','A397-10','Tlpl', 'UB')
('AC04652-2022-11-01-7420','A413-4','LJWwOpt', 'UB')
('AC22517-2022-11-02-7169','A399-5','KCnxnpgkJ', 'SL')
('AC22517-2022-11-02-7170','A399-6','KzlFHl', 'SU')
('AC22517-2022-11-01-7148','A398-2','TJpfYjWavv', 'LB')
('SL04652-2022-11-01-7081','S296-1','YOjgMgOSKXTiraR', 'LB')
('AC22517-2022-11-01-7149','A398-3','EBcaNKFsTQ', 'UB')
('AC04652-2022-11-01-7427','A413-11','NHBUB', 'SL')
('SL04652-2022-11-02-7153','S299-1','sTQFrtZvzQ', 'LB')
('SL22517-2022-11-02-7146','S298-18','K', 'MB')
('SL22517-2022-11-01-7065','S295-9','MtjQRdWmbwvkf', 'LB')
('AC12058-2022-11-01-7205','A401-5','Gc', 'SL')
('AC04652-2022-11-02-7202','A401-2','XBjjvWwP', 'LB')
('AC12058-2022-11-01-7222','A402-4','nhWa', 'UB')
('SL04652-2022-11-01-7150','S298-22','pzgFbnAvYkyQdnZp', 'UB')
('SL22517-2022-11-02-7164','S299-12','SdoMX', 'LB')
('AC04652-2022-11-02-7209','A401-9','JPCmTt', 'UB')
('AC22517-2022-11-02-7260','A404-6','rEdHfB', 'SU')
('AC22517-2022-11-01-7236','A402-18','riaGfRkCHLcVII', 'SU')
('SL22517-2022-11-01-7091','S296-11','ip', 'UB')
('SL22517-2022-11-02-7188','S300-12','RZJOKN', 'LB')
('SL04652-2022-11-01-7170','S299-18','x', 'MB')
('SL04652-2022-11-01-7171','S299-19','kMpBK', 'UB')
('SL22517-2022-11-02-7192','S300-16','DDen', 'SU')
('AC04652-2022-11-01-7529','A419-5','TxFCiIvYik', 'SL')
('SL04652-2022-11-02-7205','S301-5','iqLECCfQp', 'MB')
('SL22517-2022-11-01-7112','S297-8','NBDEPPQwdODZ', 'SU')
('AC12058-2022-11-01-7253','A403-17','EdAuX', 'SL')
('AC12058-2022-11-01-7256','A404-2','UpoWG', 'LB')
('AC22517-2022-11-02-7299','A406-9','Buexqc', 'UB')
('AC22517-2022-11-01-7270','A404-16','SZjWIriozClPtK', 'UB')
('SL22517-2022-11-01-7122','S297-18','DQLDaGGq', 'MB')
('AC22517-2022-11-02-7304','A406-14','qHGO', 'LB')
('SL22517-2022-11-02-7227','S302-3','QsOy', 'UB')
('AC12058-2022-11-01-7289','A405-17','XQ', 'SL')
('SL04652-2022-11-02-7236','S302-12','yJUrA', 'LB')
('AC12058-2022-11-01-7290','A405-18','BylUEGMnjHw', 'SU')
('AC22517-2022-11-02-7323','A407-15','Bgf', 'UB')
('SL04652-2022-11-02-7241','S302-17','Fu', 'LB')
('SL22517-2022-11-02-7234','S302-10','a', 'MB')
('AC12058-2022-11-01-7298','A406-8','NuevDRMFl', 'LB')
('SL22517-2022-11-02-7239','S302-15','rQVGbyRLdDlgFIK', 'SL')
('SL04652-2022-11-02-7249','S303-1','CjYhZYFHIQP', 'LB')
('SL04652-2022-11-01-7221','S301-21','MVErpamZnSoQhK', 'MB')
('SL12058-2022-11-01-7112','S297-8','kkaRltYjIjEtyULU', 'SU')
('AC22517-2022-11-01-7324','A407-16','xZDIiaA', 'UB')
('SL22517-2022-11-01-7174','S299-22','H', 'UB')
('AC22517-2022-11-02-7354','A409-10','CtvoQkvmQH', 'UB')
('AC04652-2022-11-02-7293','A406-3','INGq', 'UB')
('AC12058-2022-11-01-7331','A408-5','vbi', 'SL')
('SL22517-2022-11-02-7278','S304-6','b', 'UB')
('SL22517-2022-11-01-7186','S300-10','dSmjGAe', 'MB')
('AC04652-2022-11-01-7610','A423-14','WCUXa', 'LB')
('SL12058-2022-11-01-7127','S297-23','AzKIwZUyvmB', 'SL')
('AC22517-2022-11-02-7367','A410-5','CXtHHiCbVBBsCt', 'SL')
('AC22517-2022-11-01-7345','A409-1','khSbXmKtCbacVrpz', 'LB')
('AC22517-2022-11-01-7346','A409-2','izfGVIcyvSnh', 'LB')
('SL22517-2022-11-01-7193','S300-17','xqBcle', 'LB')
('SL04652-2022-11-02-7291','S304-19','bXiwecHgFHshi', 'UB')
('AC22517-2022-11-01-7349','A409-5','UkE', 'SL')
('SL22517-2022-11-01-7200','S300-24','kMJokpf', 'SU')
('SL22517-2022-11-01-7201','S301-1','fjmeqdv', 'LB')
('AC22517-2022-11-01-7354','A409-10','uaqlRrMJfGyIu', 'UB')
('AC12058-2022-11-01-7350','A409-6','k', 'SU')
('AC04652-2022-11-01-7630','A424-16','qGbcccVJFmcnGZNs', 'UB')
('SL22517-2022-11-01-7211','S301-11','sMi', 'UB')
('SL22517-2022-11-02-7312','S305-16','empqRWXyqq', 'SU')
('SL22517-2022-11-01-7217','S301-17','exlwzazCNxfHYDg', 'LB')
('AC04652-2022-11-02-7397','A411-17','qXhJkIP', 'SL')
('SL12058-2022-11-01-7205','S301-5','FWXzgflQPAjzJU', 'MB')
('AC22517-2022-11-02-7469','A415-17','rMdiaZYaWf', 'SL')
('SL12058-2022-11-01-7207','S301-7','dGvkSBz', 'SL')
('SL12058-2022-11-01-7208','S301-8','RoqXwMeLRxhnqMw', 'SU')
('SL22517-2022-11-01-7269','S303-21','hZOmXsZBAMuNRR', 'MB')
('AC04652-2022-11-02-7402','A412-4','lCgzMtLXIDcjrheD', 'UB')
('SL22517-2022-11-02-7382','S308-14','WHZQDVrkFWW', 'UB')
('SL22517-2022-11-01-7279','S304-7','DfetnGEsOm', 'SL')
('AC12058-2022-11-01-7430','A413-14','KSnWGiSYe', 'LB')
('SL22517-2022-11-01-7300','S305-4','GBt', 'LB')
('SL22517-2022-11-02-7403','S309-11','rZ', 'UB')
('AC12058-2022-11-01-7442','A414-8','HDZALREThm', 'LB')
('SL22517-2022-11-01-7310','S305-14','WM', 'UB')
('SL12058-2022-11-01-7247','S302-23','Pob', 'SL')
('AC22517-2022-11-02-7521','A418-15','SemqOX', 'UB')
('SL12058-2022-11-01-7249','S303-1','KZMs', 'LB')
('AC22517-2022-11-01-7465','A415-13','ANiM', 'LB')
('AC04652-2022-11-02-7468','A415-16','XPYZBaqSiFN', 'UB')
('AC22517-2022-11-01-7468','A415-16','xINN', 'UB')
('AC04652-2022-11-01-7733','A430-11','zUD', 'SL')
('AC12058-2022-11-01-7489','A417-1','AvrOwzxkUmNhdH', 'LB')
('SL04652-2022-11-01-7419','S310-3','JJDZF', 'UB')
('SL04652-2022-11-01-7430','S310-14','zdRXLPzHJSzrcP', 'UB')
('SL22517-2022-11-02-7456','S311-16','KumvQ', 'SU')
('AC22517-2022-11-02-7561','A421-1','mofv', 'LB')
('SL12058-2022-11-01-7300','S305-4','ROU', 'LB')
('SL04652-2022-11-02-7454','S311-14','AvCbZBKIoXki', 'UB')
('AC12058-2022-11-01-7513','A418-7','ei', 'LB')
('AC04652-2022-11-01-7775','A432-17','sWpKUzS', 'SL')
('AC04652-2022-11-01-7776','A432-18','eMiwIJuz', 'SU')
('SL12058-2022-11-01-7319','S305-23','yySAZJTjvRk', 'SL')
('AC22517-2022-11-01-7519','A418-13','ywXW', 'LB')
('SL04652-2022-11-01-7458','S311-18','RHKVLaIVvUNXzjR', 'MB')
('AC04652-2022-11-02-7523','A418-17','tOYnHbM', 'SL')
('AC22517-2022-11-02-7618','A424-4','OZCALVipMOHPfyHT', 'UB')
('AC22517-2022-11-02-7619','A424-5','vn', 'SL')
('SL04652-2022-11-01-7481','S312-17','GEqam', 'LB')
('SL22517-2022-11-01-7403','S309-11','JOGTvLHZXKyvaXs', 'UB')
('AC04652-2022-11-01-7816','A435-4','CSamkoCslrA', 'UB')
('AC12058-2022-11-01-7559','A420-17','DRx', 'SL')
('SL04652-2022-11-02-7512','S313-24','UxztbQ', 'SU')
('AC04652-2022-11-02-7624','A424-10','XOHzliFGwnwx', 'UB')
('SL22517-2022-11-01-7473','S312-9','FX', 'LB')
('SL04652-2022-11-02-7570','S316-10','NW', 'MB')
('AC04652-2022-11-01-7885','A439-1','TakASsI', 'LB')
('AC12058-2022-11-01-7628','A424-14','pViQTGuogZn', 'LB')
('SL12058-2022-11-01-7422','S310-6','rsPrymYSYyiK', 'UB')
('AC22517-2022-11-01-7631','A424-17','V', 'SL')
('SL22517-2022-11-01-7511','S313-23','lfhWgYHuvWvdI', 'SL')
('AC04652-2022-11-01-7920','A440-18','ljeOiOXuI', 'SU')
('SL22517-2022-11-01-7513','S314-1','qCXKeeCKLxoccb', 'LB')
('SL04652-2022-11-02-7603','S317-19','YOKXKDrSvksRcb', 'UB')
('AC22517-2022-11-01-7729','A430-7','tJDXlKDSSM', 'LB')
('AC12058-2022-11-01-7723','A430-1','lIYXVNDJ', 'LB')
('AC04652-2022-11-02-7751','A431-11','dEspIm', 'SL')
('AC22517-2022-11-02-7801','A434-7','xOfRKrSRA', 'LB')
('SL22517-2022-11-01-7579','S316-19','WEVuPsuo', 'UB')
('AC22517-2022-11-02-7810','A434-16','anH', 'UB')
('AC22517-2022-11-02-7811','A434-17','dZD', 'SL')
('AC22517-2022-11-01-7742','A431-2','aMAhxKnp', 'LB')
('SL22517-2022-11-01-7588','S317-4','KhibxyH', 'LB')
('AC12058-2022-11-01-7734','A430-12','Dh', 'SU')
('AC04652-2022-11-02-7761','A432-3','Dy', 'UB')
('AC12058-2022-11-01-7735','A430-13','gZULNrmBvqN', 'LB')
('AC04652-2022-11-02-7764','A432-6','CbXPJeEE', 'SU')
('SL22517-2022-11-02-7695','S321-15','LMSxe', 'SL')
('AC04652-2022-11-01-8010','A445-18','ghtn', 'SU')
('AC04652-2022-11-02-7771','A432-13','Jv', 'LB')
('AC12058-2022-11-01-7742','A431-2','XFfTLSwXDnmtd', 'LB')
('AC22517-2022-11-01-7755','A431-15','okaOKgHPIGxM', 'UB')
('AC22517-2022-11-01-7756','A431-16','rbXOcpuQYW', 'UB')
('AC12058-2022-11-01-7744','A431-4','ReMJrtqVvnfhW', 'UB')
('AC04652-2022-11-01-8019','A446-9','MeEaphelXnmQaLq', 'UB')
('SL22517-2022-11-01-7608','S317-24','dxEHiiAjzhO', 'SU')
('AC04652-2022-11-02-7784','A433-8','EyXI', 'LB')
('AC12058-2022-11-01-7752','A431-12','KUyVKtvmIyVkrw', 'SU')
('AC04652-2022-11-02-7788','A433-12','WpMLOLKnRy', 'SU')
('SL04652-2022-11-02-7699','S321-19','KNcoZpP', 'UB')
('SL22517-2022-11-02-7708','S322-4','XCmOGlHei', 'LB')
('AC04652-2022-11-01-8033','A447-5','qSIFSDVWvZse', 'SL')
('AC04652-2022-11-01-8036','A447-8','k', 'LB')
('AC04652-2022-11-02-7803','A434-9','eccncw', 'UB')
('SL22517-2022-11-01-7641','S319-9','sjDpUNdDTzePcEI', 'LB')
('AC12058-2022-11-01-7786','A433-10','ELOkCOOlm', 'UB')
('AC22517-2022-11-01-7804','A434-10','FuQ', 'UB')
('AC22517-2022-11-01-7805','A434-11','VT', 'SL')
('SL22517-2022-11-02-7738','S323-10','nxfYHW', 'MB')
('SL04652-2022-11-01-7724','S322-20','nkKKOj', 'LB')
('SL04652-2022-11-02-7765','S324-13','VaSsTejnXpgC', 'MB')
('SL22517-2022-11-02-7764','S324-12','O', 'LB')
('AC22517-2022-11-02-7910','A440-8','oOESOURQOkz', 'LB')
('SL12058-2022-11-01-7601','S317-17','NtqrCTplIsbOWN', 'LB')
('AC04652-2022-11-01-8092','A450-10','jFQZrhKcTycDQUD', 'UB')
('SL22517-2022-11-02-7769','S324-17','XbqmXBVPWR', 'LB')
('SL22517-2022-11-01-7684','S321-4','hlCSJeEBEf', 'LB')
('SL22517-2022-11-02-7770','S324-18','MDLm', 'MB')
('AC22517-2022-11-01-7839','A436-9','LvnxLoD', 'UB')
('SL04652-2022-11-01-7763','S324-11','NhcPc', 'UB')
('AC12058-2022-11-01-7823','A435-11','RnZaXKUKdMVh', 'SL')
('AC22517-2022-11-01-7842','A436-12','XlPQyUacBQGTXxIP', 'SU')
('AC04652-2022-11-02-7855','A437-7','goEtSs', 'LB')
('SL12058-2022-11-01-7609','S318-1','NhgoxyyphjaO', 'LB')
('AC04652-2022-11-02-7859','A437-11','pTMkp', 'SL')
('SL22517-2022-11-02-7778','S325-2','i', 'MB')
('AC04652-2022-11-02-7862','A437-14','dfmkBPqTeqde', 'LB')
('AC22517-2022-11-01-7847','A436-17','HywEUQRETD', 'SL')
('AC04652-2022-11-02-7869','A438-3','qWJK', 'UB')
('AC04652-2022-11-02-7873','A438-7','mzMiGJbahA', 'LB')
('SL04652-2022-11-02-7797','S325-21','fY', 'MB')
('SL22517-2022-11-02-7792','S325-16','lvmGKZiPA', 'SU')
('SL22517-2022-11-01-7709','S322-5','ufmtWRm', 'MB')
('AC12058-2022-11-01-7840','A436-10','tcvlWaH', 'UB')
('SL12058-2022-11-01-7627','S318-19','HcR', 'UB')
('AC22517-2022-11-01-7863','A437-15','RRuCNMo', 'UB')
('AC22517-2022-11-01-7864','A437-16','muETm', 'UB')
('AC12058-2022-11-01-7857','A437-9','chXFdxOOMBLs', 'UB')
('AC22517-2022-11-01-7870','A438-4','YO', 'UB')
('SL04652-2022-11-02-7816','S326-16','aILfhYmtgvTyAi', 'SU')
('SL04652-2022-11-01-7827','S327-3','WlBoxsDIZuf', 'UB')
('SL22517-2022-11-01-7772','S324-20','WpCnqozOX', 'LB')
('AC12058-2022-11-01-7929','A441-9','UABXnyZxCSHDUkEe', 'UB')
('AC12058-2022-11-01-7931','A441-11','EcEsD', 'SL')
('SL12058-2022-11-01-7702','S321-22','hE', 'UB')
('AC04652-2022-11-01-8195','A456-5','IYogXsdPlPzlql', 'SL')
('SL22517-2022-11-02-7876','S329-4','SrB', 'LB')
('AC22517-2022-11-01-7935','A441-15','EuRc', 'UB')
('SL12058-2022-11-01-7715','S322-11','RuiRNnwJE', 'UB')
('AC22517-2022-11-01-7940','A442-2','em', 'LB')
('AC22517-2022-11-01-7942','A442-4','JDqput', 'UB')
('SL22517-2022-11-01-7803','S326-3','tldqpk', 'UB')
('SL12058-2022-11-01-7719','S322-15','TCTLUCez', 'SL')
('SL04652-2022-11-01-7887','S329-15','R', 'SL')
('SL12058-2022-11-01-7720','S322-16','b', 'SU')
