('SL04652-2022-11-01-9','S1-9','yi', 'LB')
('AC22517-2022-11-01-4467','A249-3','nCaRdmVPSJKD', 'UB')
('SL04652-2022-11-01-4635','S194-3','kDheif', 'UB')
('SL22517-2022-11-02-4710','S197-6','OKYwhrAqGreEXUGL', 'UB')
('SL04652-2022-11-02-4570','S191-10','HjQTzKdfA', 'MB')
('AC04652-2022-11-01-4681','A261-1','MpLZE', 'LB')
('AC22517-2022-11-02-4686','A261-6','llJiOdPWCmxrHM', 'SU')
('SL22517-2022-11-01-4640','S194-8','CNBwJZFmsZFHJs', 'SU')
('AC22517-2022-11-02-4694','A261-14','wDlcsrBBry', 'LB')
('SL22517-2022-11-01-4648','S194-16','hoeJTVnnMzS', 'SU')
('AC04652-2022-11-02-4589','A255-17','DzMGUFnKVGqJsZC', 'SL')
('AC04652-2022-11-01-4691','A261-11','sXSEGWPiWo', 'SL')
('SL22517-2022-11-02-4728','S197-24','iEleWvVlLRXtCAu', 'SU')
('SL22517-2022-11-01-4656','S194-24','PCEiWMvKGnen', 'SU')
('SL22517-2022-11-01-4657','S195-1','nVysG', 'LB')
('AC22517-2022-11-02-4702','A262-4','uwjPxmK', 'UB')
('SL22517-2022-11-02-4733','S198-5','NUMEBnPVdrZlEL', 'MB')
('SL12058-2022-11-01-4638','S194-6','vEDrX', 'UB')
('SL12058-2022-11-01-4640','S194-8','HIWLGsN', 'SU')
('SL04652-2022-11-01-4656','S194-24','mFqEPqx', 'SU')
('SL12058-2022-11-01-4642','S194-10','kbsOOXaFuxeaYTOv', 'MB')
('AC22517-2022-11-02-4709','A262-11','ivrHOajDYYcJ', 'SL')
('AC22517-2022-11-01-4490','A250-8','Np', 'LB')
('SL04652-2022-11-02-4593','S192-9','cckadOyUL', 'LB')
('SL22517-2022-11-02-4743','S198-15','GNJ', 'SL')
('SL12058-2022-11-01-4650','S194-18','hdwD', 'MB')
('AC22517-2022-11-01-4494','A250-12','m', 'SU')
('AC12058-2022-11-01-4661','A259-17','Lq', 'SL')
('AC04652-2022-11-02-4601','A256-11','PcOKaeiE', 'SL')
('SL22517-2022-11-02-4744','S198-16','SybjyYoupBXmd', 'SU')
('SL22517-2022-11-02-4746','S198-18','uKQqvWQeGO', 'MB')
('SL22517-2022-11-01-4669','S195-13','AdvaOQiaXKNznp', 'MB')
('AC22517-2022-11-01-4496','A250-14','aqP', 'LB')
('SL04652-2022-11-01-4666','S195-10','CPqintFf', 'MB')
('SL12058-2022-11-01-4656','S194-24','UDcqYTAZOqnlDl', 'SU')
('SL04652-2022-11-01-4669','S195-13','AOX', 'MB')
('SL12058-2022-11-01-4659','S195-3','Ugkam', 'UB')
('AC04652-2022-11-01-4717','A263-1','avODFvDzgdaAmT', 'LB')
('AC04652-2022-11-01-4718','A263-2','Bo', 'LB')
('AC22517-2022-11-02-4733','A263-17','iSZd', 'SL')
('SL04652-2022-11-02-4607','S192-23','dyYZWNSMZddYmytb', 'SL')
('AC04652-2022-11-02-4613','A257-5','EnzbOzGBaxqZ', 'SL')
('AC22517-2022-11-01-4503','A251-3','z', 'UB')
('SL22517-2022-11-02-4754','S199-2','Gw', 'MB')
('AC04652-2022-11-02-4617','A257-9','LRQk', 'UB')
('SL04652-2022-11-01-4672','S195-16','dQ', 'SU')
('AC12058-2022-11-01-4676','A260-14','NAI', 'LB')
('AC22517-2022-11-02-4787','A266-17','firXK', 'SL')
('AC04652-2022-11-02-4654','A259-10','nNsXhMdCBdZRo', 'UB')
('AC04652-2022-11-02-4655','A259-11','MmOGAeLpDqgJXk', 'SL')
('AC22517-2022-11-01-4550','A253-14','yIxqABXxnPiJtFZ', 'LB')
('AC04652-2022-11-01-4772','A266-2','kkRKnefqbSQW', 'LB')
('AC04652-2022-11-02-4661','A259-17','SfYeFyQ', 'SL')
('AC04652-2022-11-01-4775','A266-5','noDB', 'SL')
('SL04652-2022-11-01-4731','S198-3','lqXQNc', 'UB')
('AC22517-2022-11-02-4800','A267-12','cpTxM', 'SU')
('SL22517-2022-11-01-4730','S198-2','mkNsv', 'MB')
('SL04652-2022-11-02-4671','S195-15','tsZbjOwjXFDrWg', 'SL')
('AC12058-2022-11-01-4750','A264-16','RZ', 'UB')
('AC12058-2022-11-01-4751','A264-17','KfzsTlRVyQuWTZp', 'SL')
('SL22517-2022-11-02-4811','S201-11','mSkRs', 'UB')
('AC12058-2022-11-01-4758','A265-6','ZpmxBA', 'SU')
('AC04652-2022-11-02-4678','A260-16','sfrMFPEeD', 'UB')
('AC04652-2022-11-01-4795','A267-7','iSrEbnxbYkf', 'LB')
('AC04652-2022-11-01-4796','A267-8','nzOk', 'LB')
('AC22517-2022-11-01-4584','A255-12','Q', 'SU')
('SL22517-2022-11-01-4744','S198-16','ntZimcgwiid', 'SU')
('SL12058-2022-11-01-4738','S198-10','ArR', 'MB')
('SL12058-2022-11-01-4739','S198-11','ilud', 'UB')
('SL12058-2022-11-01-4741','S198-13','Ds', 'MB')
('SL12058-2022-11-01-4742','S198-14','p', 'UB')
('AC22517-2022-11-02-4829','A269-5','RUIUgtFoSWoxku', 'SL')
('SL04652-2022-11-01-4763','S199-11','ppFWMv', 'UB')
('AC12058-2022-11-01-4764','A265-12','EFk', 'SU')
('SL12058-2022-11-01-4745','S198-17','rQBJEHvH', 'LB')
('AC22517-2022-11-01-4592','A256-2','qIomFzNQN', 'LB')
('AC04652-2022-11-02-4684','A261-4','TmFggp', 'UB')
('SL12058-2022-11-01-4747','S198-19','Q', 'UB')
('SL12058-2022-11-01-4749','S198-21','uiiHtGrX', 'MB')
('SL22517-2022-11-01-4757','S199-5','tQKcYeH', 'MB')
('SL22517-2022-11-02-4829','S202-5','AqVrgBQT', 'MB')
('SL12058-2022-11-01-4753','S199-1','QbllTzpbjjQA', 'LB')
('AC04652-2022-11-01-4813','A268-7','j', 'LB')
('SL04652-2022-11-01-4771','S199-19','MRx', 'UB')
('SL04652-2022-11-02-4712','S197-8','oVhmWUGDo', 'SU')
('AC12058-2022-11-01-4770','A265-18','dgG', 'SU')
('AC22517-2022-11-02-4842','A269-18','dzfdgWauoZKA', 'SU')
('SL04652-2022-11-02-4714','S197-10','PpuhfxOnowhJpwS', 'MB')
('AC22517-2022-11-01-4606','A256-16','MkLCdQSGXk', 'UB')
('SL22517-2022-11-02-4836','S202-12','LBlOWcLzSsSHLvG', 'LB')
('AC04652-2022-11-02-4699','A262-1','RwNTacixiVT', 'LB')
('AC22517-2022-11-01-4610','A257-2','pwLN', 'LB')
('AC04652-2022-11-01-4822','A268-16','cTN', 'UB')
('AC04652-2022-11-01-4828','A269-4','biRXWWrM', 'UB')
('AC04652-2022-11-01-4829','A269-5','JoFxTRXmGtGZf', 'SL')
('AC22517-2022-11-01-4616','A257-8','j', 'LB')
('AC04652-2022-11-02-4707','A262-9','GOJnLNLDQ', 'UB')
('SL04652-2022-11-01-4792','S200-16','u', 'SU')
('AC12058-2022-11-01-4791','A267-3','FXyT', 'UB')
('SL22517-2022-11-01-4779','S200-3','DfhFGZAXEkDmmKmm', 'UB')
('SL22517-2022-11-02-4865','S203-17','AWUQ', 'LB')
('AC12058-2022-11-01-4795','A267-7','HKOzsZm', 'LB')
('AC22517-2022-11-02-4866','A271-6','eoKcdGZwo', 'SU')
('SL22517-2022-11-02-4867','S203-19','puv', 'UB')
('SL22517-2022-11-01-4784','S200-8','rIUpEWDl', 'SU')
