('SL22517-2022-11-01-54','S3-6','QLiOgNepLHnRe', 'UB')
('AC12058-2022-11-01-4699','A262-1','NnkfOAZSwKwEhQ', 'LB')
('SL22517-2022-11-01-4622','S193-14','KaZ', 'UB')
('SL04652-2022-11-01-4623','S193-15','QSjBsiIKLcZVXc', 'SL')
('SL04652-2022-11-01-4624','S193-16','MZYwROhDUcQCtKeU', 'SU')
('SL04652-2022-11-01-4625','S193-17','KvbYCihidmK', 'LB')
('SL12058-2022-11-01-4591','S192-7','tLjEnpLZTJb', 'SL')
('SL04652-2022-11-02-4697','S196-17','tGRTKKFNB', 'LB')
('SL12058-2022-11-01-4632','S193-24','R', 'SU')
('AC12058-2022-11-01-4749','A264-15','KTOuWmKJK', 'UB')
('SL12058-2022-11-01-4634','S194-2','QkMsEAqWhi', 'MB')
('AC22517-2022-11-01-4769','A265-17','JbRzxpMlDf', 'SL')
('AC12058-2022-11-01-4792','A267-4','hiwprbWmbg', 'UB')
('AC22517-2022-11-01-4838','A269-14','LkR', 'LB')
('AC22517-2022-11-01-4839','A269-15','nZKyG', 'UB')
('AC12058-2022-11-01-4828','A269-4','zmziwM', 'UB')
('AC04652-2022-11-02-4835','A269-11','dzuybySrNAyPipjw', 'SL')
('SL22517-2022-11-01-4759','S199-7','uBnauIsXKaOaUh', 'SL')
('AC04652-2022-11-01-5075','A282-17','CI', 'SL')
('SL12058-2022-11-01-4743','S198-15','SbPKNJSLWeOka', 'SL')
('SL22517-2022-11-02-4758','S199-6','DRoEHaBLskEYjRvm', 'UB')
('SL04652-2022-11-02-4821','S201-21','RRcMKJqekXeug', 'MB')
('AC04652-2022-11-02-4971','A277-3','gI', 'UB')
('SL22517-2022-11-01-4866','S203-18','Wvvn', 'MB')
('AC04652-2022-11-01-5186','A289-2','snXiqrxLWkv', 'LB')
('AC04652-2022-11-01-5188','A289-4','gdNvCLClN', 'UB')
('AC22517-2022-11-01-4978','A277-10','mSxPitEwcDO', 'UB')
('SL22517-2022-11-02-4875','S204-3','PaASOvwoguCTP', 'UB')
('SL22517-2022-11-02-4877','S204-5','LXpCEWC', 'MB')
('AC22517-2022-11-01-4986','A277-18','dv', 'SU')
('SL22517-2022-11-02-4881','S204-9','NphvjOUtMGEM', 'LB')
('AC04652-2022-11-01-5198','A289-14','LVAhbdoPUWGZM', 'LB')
('AC22517-2022-11-01-4998','A278-12','tdMSLmsqiErZKYcd', 'SU')
('SL04652-2022-11-02-4932','S206-12','fyRiirxTfquyA', 'LB')
('SL04652-2022-11-01-4914','S205-18','i', 'MB')
('SL04652-2022-11-02-4933','S206-13','rpOrenHHiWXOqAaF', 'MB')
('AC04652-2022-11-02-5012','A279-8','rSZBjEIgG', 'LB')
('AC22517-2022-11-01-5004','A278-18','pQrp', 'SU')
('SL22517-2022-11-01-4892','S204-20','w', 'LB')
('AC04652-2022-11-02-5022','A279-18','oSpDApwqzsX', 'SU')
('SL12058-2022-11-01-4866','S203-18','NpigMflIWWmlk', 'MB')
('SL22517-2022-11-01-4899','S205-3','XKtf', 'UB')
('SL22517-2022-11-01-4925','S206-5','oYOcHaYXntjyTZ', 'MB')
('SL22517-2022-11-01-4927','S206-7','oxQJvopJotypoy', 'SL')
('SL22517-2022-11-02-4934','S206-14','OqmDJqkAJQpT', 'UB')
('AC22517-2022-11-01-5037','A280-15','jdpQk', 'UB')
('SL04652-2022-11-02-4974','S208-6','IQ', 'UB')
('AC22517-2022-11-01-5040','A280-18','UAIcYyOLPRX', 'SU')
('AC22517-2022-11-02-5088','A283-12','FVuTYyVjqB', 'SU')
('SL22517-2022-11-01-4947','S207-3','Zux', 'UB')
('SL22517-2022-11-01-4948','S207-4','wBBCR', 'LB')
('SL04652-2022-11-02-4997','S209-5','Nf', 'MB')
('SL04652-2022-11-01-4965','S207-21','FZRUSJPkWkSFR', 'MB')
('SL04652-2022-11-01-4966','S207-22','fsTUxSve', 'UB')
('AC04652-2022-11-02-5085','A283-9','VEKpMzuIKgv', 'UB')
('AC22517-2022-11-02-5101','A284-7','lcpJUNlxDIYuoIB', 'LB')
('SL22517-2022-11-01-4950','S207-6','tM', 'UB')
('AC04652-2022-11-02-5126','A285-14','NafnnaXiMxFXUdFH', 'LB')
('SL04652-2022-11-02-5038','S210-22','JPQUbZJORa', 'UB')
('AC04652-2022-11-01-5309','A295-17','MXfMCIIaYmbzREya', 'SL')
('AC04652-2022-11-02-5135','A286-5','JX', 'SL')
('SL04652-2022-11-02-5046','S211-6','MHJRboAUIVOIcqB', 'UB')
('SL04652-2022-11-02-5048','S211-8','WjKbWjbfmzWgj', 'SU')
('SL22517-2022-11-01-4989','S208-21','IqXHfa', 'MB')
('SL12058-2022-11-01-4957','S207-13','VawgIVudplX', 'MB')
('SL22517-2022-11-01-4990','S208-22','BTLXEQDBHQRqC', 'UB')
('SL04652-2022-11-02-5056','S211-16','bc', 'SU')
('SL12058-2022-11-01-4961','S207-17','mhRHWempqTrsAeup', 'LB')
('SL12058-2022-11-01-4963','S207-19','XIFPteHKTtPtSo', 'UB')
('AC22517-2022-11-02-5193','A289-9','crCsCivxYON', 'UB')
('AC22517-2022-11-01-5153','A287-5','oKBWDH', 'SL')
('SL12058-2022-11-01-4998','S209-6','dbYdcpF', 'UB')
('AC04652-2022-11-02-5182','A288-16','WsfLAaDxZKkx', 'UB')
('AC04652-2022-11-02-5183','A288-17','sHTuwYyBRC', 'SL')
('AC22517-2022-11-02-5204','A290-2','lnOQlaCnkfTTU', 'LB')
('SL04652-2022-11-01-5067','S212-3','zjnlypuuPdGJl', 'UB')
('AC22517-2022-11-01-5159','A287-11','lJqtPc', 'SL')
('SL12058-2022-11-01-4999','S209-7','XWX', 'SL')
('AC04652-2022-11-01-5376','A299-12','oLO', 'SU')
('AC12058-2022-11-01-5143','A286-13','pSdcjcZp', 'LB')
('AC04652-2022-11-01-5390','A300-8','QPZDLNPJ', 'LB')
('AC22517-2022-11-01-5179','A288-13','dTpqyj', 'LB')
('AC12058-2022-11-01-5155','A287-7','eAc', 'LB')
('SL04652-2022-11-01-5095','S213-7','KTm', 'SL')
('AC04652-2022-11-02-5214','A290-12','ZbDF', 'SU')
('AC22517-2022-11-02-5252','A292-14','sNCurkDAcqB', 'LB')
('AC04652-2022-11-02-5242','A292-4','kwtqHUjoRHBZXYE', 'UB')
('SL04652-2022-11-02-5164','S216-4','lgtpWtNEBOogO', 'LB')
('SL22517-2022-11-02-5130','S214-18','carxnmTyhiB', 'MB')
('SL22517-2022-11-01-5098','S213-10','ZQJRDWePKSrhUGH', 'MB')
('AC22517-2022-11-01-5220','A290-18','QtCGnrwsbB', 'SU')
('AC22517-2022-11-01-5221','A291-1','DQsvTnQFehzbA', 'LB')
('SL22517-2022-11-02-5143','S215-7','MUBtBxMQrj', 'SL')
('SL04652-2022-11-01-5136','S214-24','uEtGAZlBRl', 'SU')
('AC22517-2022-11-02-5265','A293-9','NLlKUpbU', 'UB')
('AC04652-2022-11-01-5445','A303-9','UHVFKfGETvDEthh', 'UB')
('AC22517-2022-11-02-5266','A293-10','cZcFghVIGBqCbgD', 'UB')
('AC12058-2022-11-01-5218','A290-16','NXpflVx', 'UB')
('SL04652-2022-11-01-5142','S215-6','SMWK', 'UB')
('SL04652-2022-11-01-5143','S215-7','lkpYIefpJAZQF', 'SL')
('SL04652-2022-11-02-5189','S217-5','xApcjVagJrkU', 'MB')
('AC12058-2022-11-01-5223','A291-3','ymBOcY', 'UB')
('SL22517-2022-11-02-5153','S215-17','xqRYdmGhE', 'LB')
('AC04652-2022-11-01-5456','A304-2','eMyyfuizX', 'LB')
('AC04652-2022-11-02-5272','A293-16','LZPWKUeAHfZSTWj', 'UB')
('SL22517-2022-11-01-5131','S214-19','DCSmrgvvpWEJx', 'UB')
('SL22517-2022-11-02-5160','S215-24','q', 'SU')
('AC22517-2022-11-01-5258','A293-2','yBnIkeYRtWg', 'LB')
('SL04652-2022-11-02-5265','S220-9','rlFegwecQihZM', 'LB')
('SL22517-2022-11-02-5221','S218-13','jbvncZxELSPtnB', 'MB')
('AC04652-2022-11-01-5537','A308-11','ksLQQEAGvEZDEa', 'SL')
('AC22517-2022-11-02-5344','A297-16','tkRwDQqLgfpCN', 'UB')
('SL04652-2022-11-01-5215','S218-7','ohKHPavdxJLd', 'SL')
('SL04652-2022-11-02-5270','S220-14','mA', 'UB')
('AC22517-2022-11-02-5346','A297-18','tzkF', 'SU')
('AC22517-2022-11-01-5324','A296-14','udRXy', 'LB')
('AC04652-2022-11-02-5351','A298-5','sYdoQrBCYKRI', 'SL')
('SL22517-2022-11-02-5228','S218-20','RFXP', 'LB')
('SL22517-2022-11-02-5229','S218-21','HDuIOGsubBTzvN', 'MB')
('SL22517-2022-11-01-5201','S217-17','ZMAaIfN', 'LB')
('SL12058-2022-11-01-5178','S216-18','plPBAhrQn', 'MB')
('AC12058-2022-11-01-5301','A295-9','sjYDBm', 'UB')
('SL22517-2022-11-02-5232','S218-24','o', 'SU')
('SL22517-2022-11-01-5204','S217-20','pBIKCVBjSJ', 'LB')
('SL04652-2022-11-02-5275','S220-19','DLQwTs', 'UB')
('AC22517-2022-11-01-5326','A296-16','IZVLiQcHiFFgSNv', 'UB')
('AC22517-2022-11-01-5337','A297-9','sxQhteqEXMDkoTVe', 'UB')
('SL04652-2022-11-02-5296','S221-16','xh', 'SU')
('AC22517-2022-11-02-5381','A299-17','TXJsnGZB', 'SL')
('AC12058-2022-11-01-5323','A296-13','NpabnPG', 'LB')
('SL04652-2022-11-01-5242','S219-10','LRBPcgRPzSle', 'MB')
('AC22517-2022-11-01-5351','A298-5','RbBKagbdF', 'SL')
('AC04652-2022-11-02-5384','A300-2','tXLSUhQhVkVPDIr', 'LB')
('SL22517-2022-11-02-5266','S220-10','xoxwkvpxtzAoo', 'MB')
('SL22517-2022-11-02-5270','S220-14','yh', 'UB')
('SL04652-2022-11-02-5311','S222-7','kpMjFzAXb', 'SL')
('SL12058-2022-11-01-5227','S218-19','MTGowGjxpx', 'UB')
('AC22517-2022-11-02-5403','A301-3','plWDKPoTqXYY', 'UB')
('SL22517-2022-11-01-5247','S219-15','VP', 'SL')
('AC04652-2022-11-01-5578','A310-16','wPjvmM', 'UB')
('SL04652-2022-11-02-5320','S222-16','bCXpCItZn', 'SU')
('AC04652-2022-11-01-5581','A311-1','DqWo', 'LB')
('AC12058-2022-11-01-5353','A298-7','vMMhvbNnCYNbbWKm', 'LB')
('AC22517-2022-11-01-5374','A299-10','PtCYwErdVVmP', 'UB')
('AC04652-2022-11-01-5585','A311-5','tCmyuQwysgpD', 'SL')
('SL04652-2022-11-02-5330','S223-2','TbNmDXhuBNEL', 'MB')
('AC22517-2022-11-02-5419','A302-1','e', 'LB')
('SL12058-2022-11-01-5255','S219-23','atjXkKejKbsDm', 'SL')
('SL22517-2022-11-02-5314','S222-10','jdhEKHdFAR', 'MB')
('AC04652-2022-11-02-5432','A302-14','emhdOiKhj', 'LB')
('SL22517-2022-11-02-5318','S222-14','QvjHehve', 'UB')
('SL12058-2022-11-01-5266','S220-10','qWh', 'MB')
('AC22517-2022-11-01-5410','A301-10','dzDcYfbXHoBxYXN', 'UB')
('SL04652-2022-11-02-5356','S224-4','mbOpLScjgGexZVr', 'LB')
('SL22517-2022-11-02-5330','S223-2','PD', 'MB')
('SL04652-2022-11-01-5304','S221-24','ejRUCpE', 'SU')
('AC22517-2022-11-01-5416','A301-16','MCobJApJAawjK', 'UB')
('AC22517-2022-11-02-5446','A303-10','TmmyYt', 'UB')
('AC22517-2022-11-01-5422','A302-4','JS', 'UB')
('SL04652-2022-11-02-5397','S225-21','SVnNOBXfPSDmmM', 'MB')
('AC12058-2022-11-01-5434','A302-16','gihADTkJCAkTA', 'UB')
('SL04652-2022-11-02-5405','S226-5','lAruPDxb', 'MB')
('AC12058-2022-11-01-5445','A303-9','EolZzcwqlIOBDavp', 'UB')
('AC12058-2022-11-01-5483','A305-11','leLnUvTumgmeVHZf', 'SL')
('SL04652-2022-11-01-5385','S225-9','XwLllIeMed', 'LB')
('AC04652-2022-11-01-5718','A318-12','d', 'SU')
('AC04652-2022-11-01-5721','A318-15','TLThXStKfKam', 'UB')
('AC22517-2022-11-01-5507','A306-17','DEAkWFTnS', 'SL')
('SL22517-2022-11-01-5401','S226-1','EVVptHVitg', 'LB')
('SL12058-2022-11-01-5375','S224-23','BQEr', 'SL')
('AC22517-2022-11-02-5568','A310-6','jcAUCsyL', 'SU')
('SL12058-2022-11-01-5383','S225-7','O', 'SL')
('AC22517-2022-11-01-5617','A313-1','zKhJDQ', 'LB')
('AC22517-2022-11-02-5648','A314-14','RZdIQHaQKUWfMfqb', 'LB')
('SL04652-2022-11-01-5529','S231-9','CzAttWyQ', 'LB')
('AC04652-2022-11-02-5686','A316-16','YAMD', 'UB')
('AC12058-2022-11-01-5639','A314-5','PhgXbfh', 'SL')
('AC04652-2022-11-01-5856','A326-6','OUrfPRoM', 'SU')
('AC04652-2022-11-01-5857','A326-7','KAAZNhzfK', 'LB')
('AC04652-2022-11-02-5698','A317-10','MmOepIkQBkBpAK', 'UB')
('SL04652-2022-11-02-5593','S234-1','WGIE', 'LB')
('AC22517-2022-11-01-5668','A315-16','CTkxWxbzRbMhPO', 'UB')
('SL22517-2022-11-02-5583','S233-15','Tk', 'SL')
('SL04652-2022-11-01-5567','S232-23','K', 'SL')
('SL04652-2022-11-02-5633','S235-17','sMiU', 'LB')
('SL22517-2022-11-02-5625','S235-9','yqg', 'LB')
('SL04652-2022-11-01-5618','S235-2','IrZIrOPqZwGjI', 'MB')
('SL04652-2022-11-01-5633','S235-17','HrsQ', 'LB')
('AC12058-2022-11-01-5732','A319-8','UPpEfoZJjMRNI', 'LB')
('SL04652-2022-11-01-5634','S235-18','FXsKJJXH', 'MB')
('AC22517-2022-11-02-5736','A319-12','GfqDNhmgwpNVL', 'SU')
('AC22517-2022-11-01-5754','A320-12','TlFfOI', 'SU')
('AC22517-2022-11-02-5744','A320-2','xsMgGYGnO', 'LB')
('AC22517-2022-11-02-5746','A320-4','NnbOxgesfbZD', 'UB')
('AC22517-2022-11-01-5761','A321-1','Uiikk', 'LB')
('SL22517-2022-11-02-5675','S237-11','zvcGzqqePojhYWy', 'UB')
('AC04652-2022-11-01-5956','A331-16','uTTQGM', 'UB')
('AC12058-2022-11-01-5743','A320-1','zduyQDdDjMi', 'LB')
('AC04652-2022-11-01-5958','A331-18','qdLMbtls', 'SU')
('SL04652-2022-11-02-5699','S238-11','L', 'UB')
('AC22517-2022-11-01-5765','A321-5','Dzpb', 'SL')
('AC22517-2022-11-01-5766','A321-6','QGR', 'SU')
('AC04652-2022-11-02-5795','A322-17','IRPN', 'SL')
('SL04652-2022-11-02-5702','S238-14','ceWFpA', 'UB')
('SL22517-2022-11-01-5647','S236-7','oOwUD', 'SL')
('AC04652-2022-11-02-5834','A325-2','mcHYXMVlNDA', 'LB')
('AC22517-2022-11-02-5787','A322-9','itEBQtFLs', 'UB')
('SL12058-2022-11-01-5653','S236-13','mAzUAw', 'MB')
('AC22517-2022-11-01-5813','A323-17','A', 'SL')
('SL04652-2022-11-02-5752','S240-16','KTbUb', 'SU')
('SL22517-2022-11-02-5731','S239-19','OqnjlRAxQmr', 'UB')
('SL22517-2022-11-02-5735','S239-23','fkTGMrDNDVhvTPX', 'SL')
('SL04652-2022-11-02-5760','S240-24','IawkkkRkix', 'SU')
('AC04652-2022-11-02-5857','A326-7','FqAOQaQLTLpadx', 'LB')
('SL12058-2022-11-01-5663','S236-23','hyAnH', 'SL')
('SL22517-2022-11-01-5712','S238-24','CZBn', 'SU')
('SL12058-2022-11-01-5691','S238-3','YNcegkRMPwgNKsIF', 'UB')
('SL04652-2022-11-01-5750','S240-14','QaaXeEwoiSjEnuj', 'UB')
('SL04652-2022-11-02-5812','S243-4','rSRIeVpPVcMVEnF', 'LB')
('AC22517-2022-11-02-5864','A326-14','PWBtkgPYPAnXRN', 'LB')
('AC04652-2022-11-01-6096','A339-12','ozCCntnQAFwTpe', 'SU')
('AC12058-2022-11-01-5855','A326-5','KRNHvMSnNn', 'SL')
('SL04652-2022-11-01-5769','S241-9','oeFAzojWsC', 'LB')
('SL04652-2022-11-02-5834','S244-2','ttiQhPGtWScyx', 'MB')
('AC22517-2022-11-02-5880','A327-12','hRaDADQCdet', 'SU')
('SL04652-2022-11-01-5771','S241-11','IkVdZYHUQiIIZVHw', 'UB')
('AC04652-2022-11-01-6110','A340-8','FXfxFgfhENFVz', 'LB')
('SL12058-2022-11-01-5731','S239-19','qziQUymqN', 'UB')
('SL04652-2022-11-01-5773','S241-13','NHjg', 'MB')
('SL04652-2022-11-01-5774','S241-14','mRpLyNipPrnomNe', 'UB')
('SL22517-2022-11-01-5757','S240-21','l', 'MB')
('AC22517-2022-11-01-5889','A328-3','lggY', 'UB')
('SL04652-2022-11-01-5778','S241-18','jkyvjhxMHUiAedVd', 'MB')
('AC12058-2022-11-01-5864','A326-14','PvUmrnxsUkMSRzil', 'LB')
('SL22517-2022-11-01-5759','S240-23','wwqbHPOZWZvkS', 'SL')
('SL22517-2022-11-01-5760','S240-24','TQvlpsu', 'SU')
('AC22517-2022-11-02-5902','A328-16','tOVdZWZDvfOY', 'UB')
('AC04652-2022-11-02-5944','A331-4','giLwQbFitDX', 'UB')
('SL22517-2022-11-01-5785','S242-1','RjzCzBmvP', 'LB')
('AC12058-2022-11-01-5913','A329-9','WNyU', 'UB')
('SL04652-2022-11-02-5898','S246-18','bC', 'MB')
('SL12058-2022-11-01-5778','S241-18','j', 'MB')
('AC04652-2022-11-02-5983','A333-7','kZ', 'LB')
('AC22517-2022-11-01-5956','A331-16','UVwS', 'UB')
('SL04652-2022-11-01-5836','S244-4','qhGxndjonVppO', 'LB')
('AC22517-2022-11-02-5946','A331-6','XWiOqqC', 'SU')
('SL04652-2022-11-01-5837','S244-5','DGqlKOuZzaE', 'MB')
('AC04652-2022-11-01-6185','A344-11','KNROlSEuX', 'SL')
('AC12058-2022-11-01-5941','A331-1','zsbwMrrApkrvloxA', 'LB')
('SL22517-2022-11-02-5917','S247-13','lYQKbwNlhfO', 'MB')
('SL22517-2022-11-01-5841','S244-9','yhyZVNp', 'LB')
('AC04652-2022-11-01-6193','A345-1','vvUVwNzLmilxsUO', 'LB')
('SL22517-2022-11-01-5842','S244-10','hwUYu', 'MB')
('AC12058-2022-11-01-5947','A331-7','HTBUxTwrUs', 'LB')
('AC04652-2022-11-02-6012','A334-18','ixiFSAZjdtKmv', 'SU')
('AC04652-2022-11-01-6197','A345-5','SnXf', 'SL')
('SL04652-2022-11-02-5933','S248-5','woCc', 'MB')
('SL22517-2022-11-02-5927','S247-23','aAzSt', 'SL')
('AC22517-2022-11-01-5971','A332-13','mrgMBczNH', 'LB')
('AC22517-2022-11-01-5972','A332-14','pj', 'LB')
('SL04652-2022-11-02-5938','S248-10','SNxIRuN', 'MB')
('AC04652-2022-11-01-6205','A345-13','ysVCQ', 'LB')
('AC12058-2022-11-01-5960','A332-2','oUJoxfgtg', 'LB')
('SL04652-2022-11-02-5953','S249-1','MkEUWBzjkBsABaAn', 'LB')
('SL12058-2022-11-01-5815','S243-7','NIYnLsOTCo', 'SL')
('SL12058-2022-11-01-5816','S243-8','UZpXilnHOQDMy', 'SU')
('AC04652-2022-11-01-6228','A346-18','NzGpVhnRIGRGtIi', 'SU')
('SL12058-2022-11-01-5827','S243-19','gDKKWgsHWXSB', 'UB')
('AC04652-2022-11-02-6047','A336-17','AghJsXijmFrk', 'SL')
('SL22517-2022-11-01-5884','S246-4','GcD', 'LB')
('AC12058-2022-11-01-5992','A333-16','ugThFmeMuqcAr', 'UB')
('AC04652-2022-11-02-6054','A337-6','Rn', 'SU')
('AC12058-2022-11-01-5999','A334-5','StUYzFnTdYEzlFg', 'SL')
('AC22517-2022-11-02-6022','A335-10','dhGMM', 'UB')
('AC12058-2022-11-01-6021','A335-9','AcelCTOyoymIBRo', 'UB')
('AC04652-2022-11-01-6287','A350-5','wvkdiMTkoMJIfAo', 'SL')
('SL04652-2022-11-01-5983','S250-7','H', 'SL')
('AC04652-2022-11-02-6145','A342-7','z', 'LB')
('AC22517-2022-11-02-6119','A340-17','A', 'SL')
('SL22517-2022-11-01-5982','S250-6','NOoeyiiSEcI', 'UB')
('AC22517-2022-11-02-6120','A340-18','Yuc', 'SU')
('SL04652-2022-11-02-6071','S253-23','SPE', 'SL')
('AC12058-2022-11-01-6101','A339-17','fTpqOQRHQDJSjpu', 'SL')
('AC12058-2022-11-01-6102','A339-18','opYTULRPZup', 'SU')
('AC04652-2022-11-01-6359','A354-5','nvMBXtnro', 'SL')
('SL12058-2022-11-01-5934','S248-6','ErJfLEB', 'UB')
('AC22517-2022-11-02-6123','A341-3','AQAY', 'UB')
('AC04652-2022-11-01-6363','A354-9','MBzidUTc', 'UB')
('AC04652-2022-11-01-6368','A354-14','JmltMgiFOA', 'LB')
('AC04652-2022-11-02-6155','A342-17','g', 'SL')
('AC22517-2022-11-02-6130','A341-10','gdMPToqBaIsw', 'UB')
('SL04652-2022-11-01-5994','S250-18','VzOgc', 'MB')
('SL22517-2022-11-02-6078','S254-6','rcRBGw', 'UB')
('SL04652-2022-11-02-6083','S254-11','PYAVDCs', 'UB')
('SL12058-2022-11-01-5941','S248-13','PL', 'MB')
('SL22517-2022-11-02-6089','S254-17','dEWVMsIWrKRSxugr', 'LB')
('AC22517-2022-11-01-6127','A341-7','coODlrRdFmaU', 'LB')
('AC04652-2022-11-02-6169','A343-13','wChGqhFgZCPKYd', 'LB')
('SL12058-2022-11-01-5961','S249-9','NhkSXPQfnWNa', 'LB')
('SL04652-2022-11-01-6014','S251-14','NNOuYIQDwJvxai', 'UB')
('AC04652-2022-11-01-6394','A356-4','S', 'UB')
('SL04652-2022-11-01-6015','S251-15','f', 'SL')
('AC12058-2022-11-01-6140','A342-2','pRssozuwBfnWgFTH', 'LB')
('SL12058-2022-11-01-5973','S249-21','PirbxvBXpOQxw', 'MB')
('SL22517-2022-11-01-6069','S253-21','xzUCy', 'MB')
('AC22517-2022-11-02-6206','A345-14','jBXfJ', 'LB')
('AC22517-2022-11-01-6200','A345-8','ZTOkfCAdIsKt', 'LB')
('AC22517-2022-11-02-6208','A345-16','CAdoYDAzXl', 'UB')
('SL04652-2022-11-01-6072','S253-24','uusqvvnt', 'SU')
('AC22517-2022-11-01-6202','A345-10','Q', 'UB')
('SL22517-2022-11-01-6074','S254-2','oHgUZu', 'MB')
('AC04652-2022-11-01-6487','A361-7','wfqrCkSEcmkU', 'LB')
('AC04652-2022-11-02-6256','A348-10','WOCUU', 'UB')
('AC22517-2022-11-01-6240','A347-12','MrIvJ', 'SU')
('AC22517-2022-11-01-6241','A347-13','jXBFR', 'LB')
('AC04652-2022-11-01-6491','A361-11','wUvQfyztFpIF', 'SL')
('SL04652-2022-11-01-6105','S255-9','ScZfXdOF', 'LB')
('AC04652-2022-11-02-6267','A349-3','b', 'UB')
('AC04652-2022-11-02-6269','A349-5','xkNJQWn', 'SL')
('AC04652-2022-11-01-6513','A362-15','BJesPOh', 'UB')
('SL22517-2022-11-01-6173','S258-5','NlLnfxMsSsuEI', 'MB')
('AC04652-2022-11-02-6321','A352-3','gvzP', 'UB')
('SL22517-2022-11-02-6263','S261-23','bVkTloedvXHOpN', 'SL')
('AC04652-2022-11-01-6562','A365-10','k', 'UB')
('AC04652-2022-11-02-6324','A352-6','xnhdfgf', 'SU')
('AC04652-2022-11-02-6329','A352-11','dKqHLTUrg', 'SL')
('SL12058-2022-11-01-6135','S256-15','PWyKfLgQDK', 'SL')
('AC04652-2022-11-01-6608','A368-2','ACbLXfXKanjm', 'LB')
('SL12058-2022-11-01-6136','S256-16','HFIjZzETftpRKnU', 'SU')
('AC04652-2022-11-01-6609','A368-3','wjm', 'UB')
('SL04652-2022-11-02-6287','S262-23','QUlWHnoCkng', 'SL')
('SL22517-2022-11-02-6304','S263-16','Pc', 'SU')
('AC04652-2022-11-02-6369','A354-15','dTIRyioXsBOTirwD', 'UB')
('AC12058-2022-11-01-6342','A353-6','HUWlOCsweRSmFtnS', 'SU')
('SL22517-2022-11-01-6226','S260-10','eNPOOJSOwVKD', 'MB')
('AC04652-2022-11-02-6371','A354-17','ohMvzVKQbfNVY', 'SL')
('AC04652-2022-11-02-6372','A354-18','REozFzjUjWNg', 'SU')
('AC04652-2022-11-01-6623','A368-17','NlQaE', 'SL')
('SL22517-2022-11-02-6316','S264-4','wDKU', 'LB')
('SL22517-2022-11-01-6234','S260-18','o', 'MB')
('SL22517-2022-11-01-6235','S260-19','YzVirKRwnlWN', 'UB')
('SL04652-2022-11-02-6303','S263-15','bT', 'SL')
('SL04652-2022-11-01-6233','S260-17','ZCpUAhXRhvVWFJkv', 'LB')
('AC04652-2022-11-01-6629','A369-5','L', 'SL')
('AC22517-2022-11-01-6370','A354-16','RWoe', 'UB')
('SL04652-2022-11-02-6309','S263-21','NmsxwYEIWhQoipM', 'MB')
('AC22517-2022-11-01-6372','A354-18','EvmTboD', 'SU')
('AC04652-2022-11-02-6385','A355-13','jVeXuRUEGNLk', 'LB')
('AC22517-2022-11-02-6371','A354-17','wxtHvU', 'SL')
('AC22517-2022-11-02-6372','A354-18','AlGVgHMtasA', 'SU')
('SL04652-2022-11-02-6328','S264-16','WqOoBKNUo', 'SU')
('AC04652-2022-11-01-6642','A369-18','NfvsFFPrbLMUrIxH', 'SU')
('SL22517-2022-11-02-6349','S265-13','IFAIYZXRBU', 'MB')
('AC22517-2022-11-02-6386','A355-14','hN', 'LB')
('AC22517-2022-11-02-6391','A356-1','CxwmRH', 'LB')
('SL22517-2022-11-01-6275','S262-11','QpaLWvDTljbzE', 'UB')
('SL04652-2022-11-01-6292','S263-4','AMKBNEQWW', 'LB')
('AC04652-2022-11-01-6682','A372-4','XK', 'UB')
('AC22517-2022-11-02-6413','A357-5','DeMyvSuJKzxwcbC', 'SL')
('AC04652-2022-11-02-6435','A358-9','bnrfeCOMhV', 'UB')
('SL04652-2022-11-01-6296','S263-8','eyidKBMz', 'SU')
('SL04652-2022-11-02-6375','S266-15','cbCjIgdsREXts', 'SL')
('AC04652-2022-11-02-6437','A358-11','xIllgIJIQAAfkdY', 'SL')
('AC22517-2022-11-01-6429','A358-3','dXiWElcjuY', 'UB')
('SL22517-2022-11-02-6378','S266-18','MoHxiRrrmmkrLItf', 'MB')
('AC04652-2022-11-01-6691','A372-13','oMxA', 'LB')
('SL12058-2022-11-01-6223','S260-7','vv', 'SL')
('AC22517-2022-11-02-6421','A357-13','bsyeQSbtVN', 'LB')
('AC22517-2022-11-01-6435','A358-9','iIL', 'UB')
('AC22517-2022-11-02-6437','A358-11','MbcLyMBcDEVj', 'SL')
('AC04652-2022-11-01-6731','A374-17','lmBKx', 'SL')
('AC04652-2022-11-02-6493','A361-13','B', 'LB')
('AC22517-2022-11-02-6474','A360-12','FMJMDRStkMjgJKo', 'SU')
('SL12058-2022-11-01-6284','S262-20','wyVfadI', 'LB')
('AC04652-2022-11-01-6755','A376-5','eVDJ', 'SL')
('SL22517-2022-11-02-6435','S269-3','bXGgkFGHsXpik', 'UB')
('AC04652-2022-11-01-6756','A376-6','i', 'SU')
('SL04652-2022-11-02-6432','S268-24','TsRPOjEykdmDSv', 'SU')
('SL22517-2022-11-02-6438','S269-6','gBVRxXAaYfometih', 'UB')
('SL04652-2022-11-01-6383','S266-23','I', 'SL')
('AC04652-2022-11-02-6506','A362-8','h', 'LB')
('AC22517-2022-11-02-6490','A361-10','QgthqaWJ', 'UB')
('AC12058-2022-11-01-6489','A361-9','cRwGkV', 'UB')
('SL22517-2022-11-02-6455','S269-23','fmXVnZohgYnmJUZH', 'SL')
