('SL22517-2022-11-01-2582','S108-14','zxiViaW', 'UB')
('AC04652-2022-11-01-11226','A624-12','LtMWpRO', 'SU')
('SL22517-2022-11-01-10897','S455-1','TNRqXOGBzaBvy', 'LB')
('SL12058-2022-11-01-10891','S454-19','yoM', 'UB')
('AC22517-2022-11-02-11100','A617-12','Lyxd', 'SU')
('SL04652-2022-11-02-11050','S461-10','wj', 'MB')
('SL12058-2022-11-01-10950','S457-6','e', 'UB')
('AC22517-2022-11-02-11139','A619-15','I', 'UB')
('AC04652-2022-11-01-11350','A631-10','LFayZfjGaVyQglQ', 'UB')
('SL04652-2022-11-02-11088','S462-24','pjniuoGbhyDjYfYz', 'SU')
('AC04652-2022-11-02-11204','A623-8','MvUXPtwTMrzY', 'LB')
('AC22517-2022-11-01-11185','A622-7','gCbpkGccffTYt', 'LB')
('SL04652-2022-11-02-11104','S463-16','UOmH', 'SU')
('SL22517-2022-11-01-11008','S459-16','TZlvPAQiVI', 'SU')
('AC04652-2022-11-02-11236','A625-4','zkOlZQvdFzfU', 'UB')
('SL22517-2022-11-01-11064','S461-24','vxxAgvkeOzXmwv', 'SU')
('AC22517-2022-11-01-11245','A625-13','WYYVEFZZRxy', 'LB')
('SL22517-2022-11-02-11159','S465-23','kXkL', 'SL')
('SL22517-2022-11-02-11175','S466-15','gHXNuJ', 'SL')
('AC22517-2022-11-02-11275','A627-7','tKYvkypqYppediw', 'LB')
('SL04652-2022-11-01-11238','S469-6','WyCmoRQpwmy', 'UB')
('SL22517-2022-11-02-11246','S469-14','eCVAZCBmou', 'UB')
('AC04652-2022-11-01-11531','A641-11','bvfxCmehkdU', 'SL')
('SL04652-2022-11-02-11256','S469-24','VDwGdf', 'SU')
('AC12058-2022-11-01-11371','A632-13','TZtl', 'LB')
('SL04652-2022-11-02-11264','S470-8','JiTNSQQlFFP', 'SU')
('AC04652-2022-11-01-11540','A642-2','vXNCt', 'LB')
('SL04652-2022-11-01-11252','S469-20','xKhLcxv', 'LB')
('SL12058-2022-11-01-11155','S465-19','AuMSt', 'UB')
('AC22517-2022-11-02-11371','A632-13','LyjS', 'LB')
('SL22517-2022-11-02-11288','S471-8','Lt', 'SU')
('AC22517-2022-11-01-11403','A634-9','zYiVCwJkkxfhm', 'UB')
('AC22517-2022-11-02-11383','A633-7','QXWijLt', 'LB')
('AC04652-2022-11-02-11413','A635-1','kkDCbNNjMdei', 'LB')
('SL12058-2022-11-01-11169','S466-9','CwsSmcTbhwgb', 'LB')
('SL22517-2022-11-02-11297','S471-17','OlyCPl', 'LB')
('AC12058-2022-11-01-11412','A634-18','THuwfuIasAkL', 'SU')
('AC22517-2022-11-02-11389','A633-13','nqZz', 'LB')
('AC04652-2022-11-02-11417','A635-5','PnLgGylaUwwi', 'SL')
('SL04652-2022-11-02-11298','S471-18','iairjxYeSei', 'MB')
('AC04652-2022-11-02-11419','A635-7','MVrySPkeMNKFpa', 'LB')
('AC04652-2022-11-01-11580','A644-6','oalL', 'SU')
('SL22517-2022-11-01-11227','S468-19','fhdxVROoLBA', 'UB')
('SL22517-2022-11-01-11228','S468-20','MkJDNyod', 'LB')
('SL22517-2022-11-01-11230','S468-22','lsMfhjchkta', 'UB')
('SL04652-2022-11-01-11300','S471-20','vuiBPZjzSPfNhvJE', 'LB')
('SL04652-2022-11-02-11304','S471-24','osNVCmSAmHJ', 'SU')
('AC04652-2022-11-02-11424','A635-12','LFXmRtajFNvyfkuK', 'SU')
('AC04652-2022-11-02-11425','A635-13','vCgK', 'LB')
('SL22517-2022-11-01-11234','S469-2','mupdIiVcssoXnaam', 'MB')
('SL22517-2022-11-02-11331','S473-3','xsTcMrXdyglrjquq', 'UB')
('SL12058-2022-11-01-11204','S467-20','DHSqRcRrv', 'LB')
('AC22517-2022-11-01-11451','A637-3','dKfOtzDblHDfQdV', 'UB')
('AC04652-2022-11-02-11455','A637-7','qLsGpJmugc', 'LB')
('AC22517-2022-11-02-11441','A636-11','XIyzW', 'SL')
('SL22517-2022-11-01-11269','S470-13','MVVkrxsORmaFLm', 'MB')
('SL12058-2022-11-01-11226','S468-18','KXkwiBPmVjQ', 'MB')
('SL22517-2022-11-02-11388','S475-12','zdYa', 'LB')
('SL22517-2022-11-02-11389','S475-13','gS', 'MB')
('AC12058-2022-11-01-11506','A640-4','mOUYUWrhfEuZTE', 'UB')
('AC04652-2022-11-01-11669','A649-5','AjxhnqZuvOG', 'SL')
('SL04652-2022-11-02-11420','S476-20','tgtUq', 'LB')
('AC12058-2022-11-01-11532','A641-12','DvdgWNsImasNq', 'SU')
('AC04652-2022-11-02-11529','A641-9','OpCrIQDLgDWIQkrO', 'UB')
('AC04652-2022-11-01-11696','A650-14','pRNmTRiMjIk', 'LB')
('SL12058-2022-11-01-11414','S476-14','KTDPGzuq', 'UB')
('AC04652-2022-11-01-11812','A657-4','aOTEfUy', 'UB')
('SL04652-2022-11-01-11512','S480-16','OHuf', 'SU')
('AC04652-2022-11-02-11653','A648-7','XHtjTCP', 'LB')
('SL12058-2022-11-01-11415','S476-15','u', 'SL')
('SL22517-2022-11-02-11542','S481-22','yhVwN', 'UB')
('SL04652-2022-11-01-11516','S480-20','EphDftIhaPwtWb', 'LB')
('SL22517-2022-11-01-11446','S477-22','SMot', 'UB')
('SL04652-2022-11-01-11519','S480-23','a', 'SL')
('SL04652-2022-11-02-11543','S481-23','AGZyVRqSghZ', 'SL')
('SL04652-2022-11-01-11522','S481-2','HKAfGV', 'MB')
('AC04652-2022-11-02-11664','A648-18','bBPMEKKTt', 'SU')
('AC04652-2022-11-02-11665','A649-1','gXlW', 'LB')
('SL04652-2022-11-02-11546','S482-2','xdxHpyhceYo', 'MB')
('SL22517-2022-11-02-11548','S482-4','kojSxFos', 'LB')
('AC12058-2022-11-01-11656','A648-10','BbNvOvAwlatDd', 'UB')
('AC04652-2022-11-02-11669','A649-5','PTyaMDRzua', 'SL')
('AC04652-2022-11-01-11831','A658-5','yviqARIVCzPl', 'SL')
('AC12058-2022-11-01-11664','A648-18','BqjXPSOlzYV', 'SU')
('AC12058-2022-11-01-11665','A649-1','quxhYNChoFIakxpZ', 'LB')
('AC22517-2022-11-01-11662','A648-16','brvW', 'UB')
('SL22517-2022-11-01-11467','S478-19','phtMo', 'UB')
('SL04652-2022-11-01-11538','S481-18','FUtnLrUVuuUpFh', 'MB')
('SL04652-2022-11-01-11557','S482-13','bTGW', 'MB')
('SL22517-2022-11-02-11587','S483-19','wFkmSf', 'UB')
('SL22517-2022-11-02-11588','S483-20','rCHDMbtBZvuQc', 'LB')
('SL22517-2022-11-02-11589','S483-21','qLSCZ', 'MB')
('AC22517-2022-11-02-11652','A648-6','KIViFJhQmpd', 'SU')
('SL04652-2022-11-02-11592','S483-24','GLSzLUkDUwrWn', 'SU')
('SL22517-2022-11-01-11500','S480-4','GUBvSMrQbnvIsyjR', 'LB')
('SL12058-2022-11-01-11477','S479-5','iLMbkMkjOLM', 'MB')
('AC22517-2022-11-02-11659','A648-13','TwEpQfcHyFuK', 'LB')
('AC22517-2022-11-01-11694','A650-12','wAIGQR', 'SU')
('SL22517-2022-11-01-11504','S480-8','gFdjcjenzR', 'SU')
('AC12058-2022-11-01-11701','A651-1','LLUx', 'LB')
('AC22517-2022-11-01-11743','A653-7','wlPeHJOJ', 'LB')
('AC22517-2022-11-02-11707','A651-7','UZT', 'LB')
('SL22517-2022-11-02-11652','S486-12','KqFbKbbN', 'LB')
('SL22517-2022-11-02-11660','S486-20','PbCVogfg', 'LB')
('AC04652-2022-11-02-11768','A654-14','pBemy', 'LB')
('AC04652-2022-11-02-11773','A655-1','gZgaZ', 'LB')
('AC22517-2022-11-01-11753','A653-17','mXnBxYSpC', 'SL')
('SL04652-2022-11-02-11672','S487-8','lzhKYkQ', 'SU')
('AC04652-2022-11-01-11973','A666-3','QB', 'UB')
('SL12058-2022-11-01-11550','S482-6','cvoSX', 'UB')
('AC04652-2022-11-01-11989','A667-1','jFZzs', 'LB')
('AC22517-2022-11-02-11752','A653-16','yT', 'UB')
('SL04652-2022-11-01-11665','S487-1','hJKozeF', 'LB')
('AC22517-2022-11-01-11795','A656-5','YTMQCPCWyjHvlgWO', 'SL')
('SL22517-2022-11-01-11623','S485-7','Al', 'SL')
('SL04652-2022-11-01-11670','S487-6','HiaLZHBzJrIhDUa', 'UB')
('SL22517-2022-11-01-11638','S485-22','WKWTEcm', 'UB')
('AC22517-2022-11-02-11777','A655-5','IxBJn', 'SL')
('SL04652-2022-11-02-11729','S489-17','tw', 'LB')
('SL12058-2022-11-01-11615','S484-23','kesGaYQVK', 'SL')
('AC22517-2022-11-01-11836','A658-10','kxomRBYMsbLa', 'UB')
('SL22517-2022-11-01-11669','S487-5','szZQqQpNg', 'MB')
('SL04652-2022-11-01-11715','S489-3','yXARX', 'UB')
('AC12058-2022-11-01-11830','A658-4','zPWUrICUm', 'UB')
('AC22517-2022-11-02-11802','A656-12','LbdNxsFQOqLC', 'SU')
('SL22517-2022-11-01-11676','S487-12','waFFXY', 'LB')
('SL04652-2022-11-02-11763','S491-3','NMXrAfWtPkv', 'UB')
('AC22517-2022-11-01-11848','A659-4','PzvDjzUlhwFDop', 'UB')
('AC12058-2022-11-01-11845','A659-1','nsPvcMnAJ', 'LB')
('SL22517-2022-11-02-11789','S492-5','B', 'MB')
('AC12058-2022-11-01-11880','A660-18','TWarBlupGkbM', 'SU')
('AC22517-2022-11-01-11890','A661-10','WNiyYsUETujWbc', 'UB')
('AC04652-2022-11-01-12150','A675-18','ijTBnoWSQ', 'SU')
('SL22517-2022-11-02-11879','S495-23','nFjcJYrMTNz', 'SL')
('AC04652-2022-11-01-12176','A677-8','ipzTHqwvotRGFQz', 'LB')
('SL04652-2022-11-02-11884','S496-4','GrUsCDDyXcNihfCy', 'LB')
('SL04652-2022-11-01-11837','S494-5','yghgLWGSRTyAapln', 'MB')
('SL22517-2022-11-02-11888','S496-8','BZ', 'SU')
('AC22517-2022-11-01-11976','A666-6','VOLCcXR', 'SU')
('SL22517-2022-11-01-11813','S493-5','vNXiLdMbWiGGMnV', 'MB')
('AC04652-2022-11-02-11992','A667-4','hQp', 'UB')
('SL22517-2022-11-01-11818','S493-10','oMHmHbpYs', 'MB')
('SL04652-2022-11-01-11843','S494-11','LzkdUf', 'UB')
('SL22517-2022-11-01-11820','S493-12','tkyxk', 'LB')
('AC22517-2022-11-01-11984','A666-14','NZoU', 'LB')
('SL12058-2022-11-01-11758','S490-22','sNFatDBfbqcxFt', 'UB')
('SL22517-2022-11-01-11822','S493-14','HVXtm', 'UB')
('SL22517-2022-11-02-11898','S496-18','IZ', 'MB')
('AC12058-2022-11-01-11986','A666-16','GmtezwI', 'UB')
('AC12058-2022-11-01-11987','A666-17','TeBegg', 'SL')
('SL04652-2022-11-01-11852','S494-20','PODNcXRriU', 'LB')
('AC12058-2022-11-01-12062','A671-2','FTrbgrOilBsol', 'LB')
('SL04652-2022-11-02-11966','S499-14','UrhUQAwFvKvRCo', 'UB')
('SL12058-2022-11-01-11838','S494-6','CERfOKTqRD', 'UB')
('SL22517-2022-11-01-11905','S497-1','WjU', 'LB')
('SL04652-2022-11-01-11934','S498-6','cXyokcQusJM', 'UB')
('SL22517-2022-11-01-11907','S497-3','FFlAxQubWz', 'UB')
('SL22517-2022-11-02-11985','S500-9','ZophUjrEI', 'LB')
('AC22517-2022-11-01-12094','A672-16','bqYoXKssVVTiSw', 'UB')
('SL04652-2022-11-01-11959','S499-7','rFSiHuImzSjedG', 'SL')
('AC04652-2022-11-02-12094','A672-16','LXEqIsfR', 'UB')
('AC12058-2022-11-01-12092','A672-14','WRBanZS', 'LB')
('SL22517-2022-11-02-12012','S501-12','A', 'LB')
('AC04652-2022-11-01-12298','A684-4','ujWEMXuC', 'UB')
('SL04652-2022-11-02-12006','S501-6','NOVARUQ', 'UB')
('SL12058-2022-11-01-11883','S496-3','FdcVT', 'UB')
('SL22517-2022-11-01-11932','S498-4','xwiXYTyzQwANItx', 'LB')
('AC04652-2022-11-01-12301','A684-7','BDpDB', 'LB')
('SL22517-2022-11-02-12020','S501-20','taM', 'LB')
('AC04652-2022-11-02-12120','A674-6','OgtxXDzQq', 'SU')
('AC22517-2022-11-02-12088','A672-10','CAXAgIvJdTU', 'UB')
('AC12058-2022-11-01-12122','A674-8','bMI', 'LB')
('AC12058-2022-11-01-12123','A674-9','biRFSZIuBeQx', 'UB')
('SL22517-2022-11-02-12031','S502-7','WU', 'SL')
('SL04652-2022-11-01-12065','S503-17','BKi', 'LB')
('AC04652-2022-11-01-12362','A687-14','jJaepbufDPVvI', 'LB')
('AC12058-2022-11-01-12200','A678-14','nEQmApPPTIfHPl', 'LB')
('SL22517-2022-11-02-12089','S504-17','lIgv', 'LB')
('SL04652-2022-11-01-12071','S503-23','NLXuqSksiDQ', 'SL')
('SL22517-2022-11-01-11999','S500-23','zzSkJAytZabtrprP', 'SL')
('SL22517-2022-11-02-12093','S504-21','LvlPCuQaYku', 'MB')
('AC12058-2022-11-01-12207','A679-3','zpoPBRm', 'UB')
('SL22517-2022-11-01-12005','S501-5','Mb', 'MB')
('SL22517-2022-11-01-12006','S501-6','rOwdP', 'UB')
('SL04652-2022-11-01-12079','S504-7','FwAKK', 'SL')
('SL22517-2022-11-02-12111','S505-15','NJTrbEFhejJoXSma', 'SL')
('AC22517-2022-11-02-12179','A677-11','xsFggWopZw', 'SL')
('SL22517-2022-11-01-12022','S501-22','Qt', 'UB')
('SL04652-2022-11-01-12090','S504-18','aynGokJGDJerFvWe', 'MB')
('SL22517-2022-11-01-12024','S501-24','GoeQdwVWy', 'SU')
('AC22517-2022-11-02-12184','A677-16','iYcuWdxvScxpz', 'UB')
('AC04652-2022-11-02-12210','A679-6','LkI', 'SU')
('SL22517-2022-11-02-12124','S506-4','CdubPQlIoS', 'LB')
('AC12058-2022-11-01-12237','A680-15','z', 'UB')
('SL12058-2022-11-01-11979','S500-3','f', 'UB')
('SL22517-2022-11-02-12129','S506-9','cab', 'LB')
('AC04652-2022-11-01-12398','A689-14','ZCNJ', 'LB')
('AC22517-2022-11-01-12225','A680-3','vlCGTMQWSa', 'UB')
('AC22517-2022-11-02-12201','A678-15','QBrrtHIkq', 'UB')
('SL04652-2022-11-02-12120','S505-24','zbghQBhp', 'SU')
('AC22517-2022-11-02-12204','A678-18','IrJ', 'SU')
('AC22517-2022-11-02-12205','A679-1','NjIu', 'LB')
('AC22517-2022-11-02-12207','A679-3','KfltqLonVhsT', 'UB')
('SL22517-2022-11-01-12048','S502-24','ZTgIO', 'SU')
('AC22517-2022-11-01-12245','A681-5','oYkdNuNNYKyTDBX', 'SL')
('AC22517-2022-11-02-12216','A679-12','ZoMUEDTg', 'SU')
('SL22517-2022-11-02-12149','S507-5','ieqmy', 'MB')
('SL12058-2022-11-01-12000','S500-24','BdgljvViLFt', 'SU')
('AC04652-2022-11-02-12235','A680-13','TvGEncxMKMB', 'LB')
('SL12058-2022-11-01-12002','S501-2','yLpvHAFRUkQb', 'MB')
('AC22517-2022-11-02-12273','A682-15','jHbyXRu', 'UB')
('AC04652-2022-11-02-12279','A683-3','bNAIROeb', 'UB')
('SL12058-2022-11-01-12074','S504-2','IIPdI', 'MB')
('AC22517-2022-11-02-12299','A684-5','cHUpvA', 'SL')
('SL04652-2022-11-02-12219','S510-3','ayAie', 'UB')
('AC12058-2022-11-01-12343','A686-13','Xm', 'LB')
('AC22517-2022-11-01-12320','A685-8','BhgKZdxF', 'LB')
('AC12058-2022-11-01-12345','A686-15','lBFLwqERfBNelE', 'UB')
('SL04652-2022-11-01-12202','S509-10','el', 'MB')
('SL22517-2022-11-01-12146','S507-2','YilP', 'MB')
('SL04652-2022-11-02-12225','S510-9','emLTLRHLVpcMHMF', 'LB')
('SL12058-2022-11-01-12086','S504-14','EsxdVf', 'UB')
('AC04652-2022-11-02-12348','A686-18','M', 'SU')
('SL04652-2022-11-02-12249','S511-9','KHZilSuZntNqMn', 'LB')
('AC22517-2022-11-01-12362','A687-14','SNNnGIS', 'LB')
('SL22517-2022-11-01-12171','S508-3','gQF', 'UB')
('SL12058-2022-11-01-12102','S505-6','hmIqIg', 'UB')
('SL22517-2022-11-01-12181','S508-13','HtBlBJ', 'MB')
('AC22517-2022-11-01-12382','A688-16','yqoluM', 'UB')
('SL04652-2022-11-02-12273','S512-9','Kuutpvv', 'LB')
('AC04652-2022-11-01-12573','A699-9','Pe', 'UB')
('AC22517-2022-11-01-12389','A689-5','BXO', 'SL')
('AC22517-2022-11-02-12355','A687-7','nGuedYqgyozLJEzu', 'LB')
('SL04652-2022-11-02-12321','S514-9','VNfkUPENik', 'LB')
('AC04652-2022-11-02-12434','A691-14','LxpXaeLobfUVGZ', 'LB')
('SL04652-2022-11-01-12302','S513-14','dvMOp', 'UB')
('SL22517-2022-11-02-12327','S514-15','go', 'SL')
('AC12058-2022-11-01-12465','A693-9','oEalqXBRT', 'UB')
('AC12058-2022-11-01-12466','A693-10','VXkwGw', 'UB')
('SL04652-2022-11-02-12340','S515-4','xeOEESJSDD', 'LB')
('SL22517-2022-11-02-12330','S514-18','vCTn', 'MB')
('AC04652-2022-11-02-12451','A692-13','ewQRoKgijDCH', 'LB')
('AC04652-2022-11-02-12452','A692-14','YBYDDpsQZhjyXmuv', 'LB')
('AC22517-2022-11-02-12416','A690-14','lCbuLvSXaUcumc', 'LB')
('AC04652-2022-11-02-12456','A692-18','RDzKsFCq', 'SU')
('AC12058-2022-11-01-12479','A694-5','GFU', 'SL')
('AC12058-2022-11-01-12480','A694-6','VlIkiAvZLeMQZ', 'SU')
('SL04652-2022-11-01-12331','S514-19','XPrmqo', 'UB')
('SL12058-2022-11-01-12198','S509-6','jqfuPoiRKMrEWZ', 'UB')
('AC22517-2022-11-02-12423','A691-3','C', 'UB')
('AC22517-2022-11-01-12465','A693-9','tKuBN', 'UB')
('SL04652-2022-11-02-12369','S516-9','Y', 'LB')
('SL22517-2022-11-01-12278','S512-14','MZMg', 'UB')
('AC04652-2022-11-01-12657','A704-3','uXkPhSlgw', 'UB')
('SL04652-2022-11-02-12371','S516-11','kDbsT', 'UB')
('SL22517-2022-11-02-12353','S515-17','BQYklCmdeJhn', 'LB')
('SL04652-2022-11-01-12344','S515-8','LPN', 'SU')
('AC22517-2022-11-01-12470','A693-14','UrdiqGzGZkgGVP', 'LB')
('AC22517-2022-11-02-12436','A691-16','SNfcO', 'UB')
('AC22517-2022-11-01-12472','A693-16','iMqPSHVsPLAganAI', 'UB')
('AC04652-2022-11-01-12665','A704-11','kiCmzWSAxLJvPf', 'SL')
('AC22517-2022-11-01-12474','A693-18','YqzCwxetONXMPvY', 'SU')
('AC04652-2022-11-02-12475','A694-1','FsWPIW', 'LB')
('AC22517-2022-11-02-12458','A693-2','kuzhuWw', 'LB')
('SL12058-2022-11-01-12229','S510-13','xeDu', 'MB')
('SL22517-2022-11-02-12407','S517-23','AY', 'SL')
('AC22517-2022-11-02-12488','A694-14','TzmN', 'LB')
('AC12058-2022-11-01-12539','A697-11','XGIddbzyhyg', 'SL')
('SL04652-2022-11-01-12408','S517-24','wPsPczOgxIm', 'SU')
('SL04652-2022-11-02-12436','S519-4','x', 'LB')
('SL04652-2022-11-02-12437','S519-5','OymKixHQ', 'MB')
('SL22517-2022-11-01-12342','S515-6','NpQzWfDOmMXNM', 'UB')
('SL22517-2022-11-01-12343','S515-7','DgvwiyhCVeHK', 'SL')
('SL04652-2022-11-01-12414','S518-6','WUIRJAQnHPqUYq', 'UB')
('AC04652-2022-11-01-12734','A708-8','VhqxlRbCmktaP', 'LB')
('AC04652-2022-11-02-12549','A698-3','f', 'UB')
('AC22517-2022-11-02-12506','A695-14','slupQMssYl', 'LB')
('SL12058-2022-11-01-12282','S512-18','yOZalCudrvq', 'MB')
('SL12058-2022-11-01-12284','S512-20','WdBSOsm', 'LB')
('SL12058-2022-11-01-12292','S513-4','wbdw', 'LB')
('AC04652-2022-11-02-12568','A699-4','E', 'UB')
('SL04652-2022-11-01-12434','S519-2','w', 'MB')
('AC12058-2022-11-01-12574','A699-10','vJXfeq', 'UB')
('AC22517-2022-11-02-12517','A696-7','DWFZqhZH', 'LB')
('AC22517-2022-11-02-12518','A696-8','BTCptvhCRymAzuP', 'LB')
('AC04652-2022-11-02-12601','A701-1','RCqhtHdnwC', 'LB')
('SL22517-2022-11-02-12488','S521-8','eTqPKyjif', 'SU')
('AC12058-2022-11-01-12615','A701-15','NrGGyjEcWoXCkaOG', 'UB')
('AC22517-2022-11-01-12603','A701-3','GllMLlGI', 'UB')
('AC22517-2022-11-01-12604','A701-4','myKsCgqlGoudBlx', 'UB')
('SL04652-2022-11-02-12533','S523-5','KcfEekw', 'MB')
('SL04652-2022-11-02-12534','S523-6','jYdjDkO', 'UB')
('AC22517-2022-11-01-12644','A703-8','sbeoxVbaoqVFYaK', 'LB')
('SL12058-2022-11-01-12360','S515-24','ayMja', 'SU')
('AC12058-2022-11-01-12646','A703-10','pjhHhmB', 'UB')
('SL04652-2022-11-01-12502','S521-22','wDSkSK', 'UB')
('AC22517-2022-11-01-12649','A703-13','hiWUJuKR', 'LB')
('AC22517-2022-11-02-12605','A701-5','n', 'SL')
('SL04652-2022-11-01-12510','S522-6','IQzRUgBb', 'UB')
('SL04652-2022-11-01-12511','S522-7','pdPpcTSlzSvMhT', 'SL')
('AC04652-2022-11-02-12652','A703-16','wKwbjwL', 'UB')
('SL04652-2022-11-02-12543','S523-15','bu', 'SL')
('SL12058-2022-11-01-12373','S516-13','RtlJxSrCBqfrKnHI', 'MB')
('AC22517-2022-11-01-12662','A704-8','qWsP', 'LB')
('SL12058-2022-11-01-12377','S516-17','QuOWHyBIGPO', 'LB')
('SL22517-2022-11-02-12533','S523-5','WgZYAIMswMEt', 'MB')
('SL22517-2022-11-02-12534','S523-6','zG', 'UB')
('SL22517-2022-11-01-12463','S520-7','bdDcjnlCnL', 'SL')
('AC22517-2022-11-01-12667','A704-13','aLCrGSMlkWa', 'LB')
('AC04652-2022-11-02-12662','A704-8','vBZKsVgUuvTPM', 'LB')
('SL12058-2022-11-01-12385','S517-1','FJhPtORXR', 'LB')
('AC04652-2022-11-02-12668','A704-14','XGD', 'LB')
('SL12058-2022-11-01-12393','S517-9','qw', 'LB')
('SL12058-2022-11-01-12468','S520-12','leFkCkFrlzmVt', 'LB')
('SL12058-2022-11-01-12469','S520-13','puFSdo', 'MB')
('SL22517-2022-11-01-12543','S523-15','RuNiSDxcUU', 'SL')
('AC04652-2022-11-02-12726','A707-18','aSEJu', 'SU')
('AC04652-2022-11-02-12727','A708-1','asCmqrlzl', 'LB')
('AC22517-2022-11-01-12762','A709-18','uoaCRlGUPu', 'SU')
('SL04652-2022-11-02-12674','S529-2','iwUkdOetybGXPRPO', 'MB')
('SL22517-2022-11-01-12620','S526-20','MYfxDZpArl', 'LB')
('AC04652-2022-11-02-12819','A713-3','S', 'UB')
('AC04652-2022-11-01-13014','A723-18','qmcK', 'SU')
('SL22517-2022-11-01-12646','S527-22','OU', 'UB')
('AC04652-2022-11-02-12843','A714-9','zZpUsQRHk', 'UB')
('AC22517-2022-11-02-12832','A713-16','UWbcoiM', 'UB')
('AC22517-2022-11-01-12880','A716-10','zTYfjErXHZ', 'UB')
('AC04652-2022-11-02-12848','A714-14','TjXa', 'LB')
('AC04652-2022-11-01-13154','A731-14','blhKe', 'LB')
('SL04652-2022-11-02-12869','S537-5','XwAiQZQtkTrjzCNp', 'MB')
('SL22517-2022-11-02-12842','S536-2','NISOWx', 'MB')
('AC04652-2022-11-01-13162','A732-4','B', 'UB')
('SL04652-2022-11-01-12850','S536-10','aEf', 'MB')
('AC22517-2022-11-02-12948','A720-6','MNOgvdv', 'SU')
('AC22517-2022-11-01-13020','A724-6','WQdtjVqFkqmqR', 'SU')
('SL22517-2022-11-01-12783','S533-15','WKSil', 'SL')
('SL04652-2022-11-02-12891','S538-3','M', 'UB')
('SL22517-2022-11-01-12791','S533-23','hhMc', 'SL')
('AC12058-2022-11-01-12997','A723-1','eBge', 'LB')
('SL04652-2022-11-02-12898','S538-10','EsJfuGtBlo', 'MB')
('AC22517-2022-11-01-13040','A725-8','IwUqYCvDXT', 'LB')
('SL12058-2022-11-01-12745','S532-1','iulQiAaHbKo', 'LB')
('SL22517-2022-11-02-12876','S537-12','mpJaFSgIIMIxr', 'LB')
('SL22517-2022-11-01-12820','S535-4','coKCSgEIpIKgbGo', 'LB')
('AC04652-2022-11-02-13088','A728-2','KFLEYHJDJciHsN', 'LB')
('AC22517-2022-11-01-13106','A729-2','foSJGEVKM', 'LB')
('SL22517-2022-11-02-12935','S539-23','GFbLYykrbW', 'SL')
('SL04652-2022-11-02-12954','S540-18','kgSgtQWmOHTc', 'MB')
('AC22517-2022-11-01-13109','A729-5','yaCvZpWdACDvueH', 'SL')
('AC04652-2022-11-01-13259','A737-11','SONVlJApmfxdKU', 'SL')
('AC22517-2022-11-02-13036','A725-4','PtqkIqAaiC', 'UB')
('SL22517-2022-11-01-12875','S537-11','IMezNFrfSbuUje', 'UB')
('SL12058-2022-11-01-12835','S535-19','R', 'UB')
('AC22517-2022-11-02-13059','A726-9','uMvhpgeROtaw', 'UB')
('SL22517-2022-11-01-12902','S538-14','kTHYzXCwMkeA', 'UB')
('AC04652-2022-11-01-13285','A739-1','UeWAxzDJrr', 'LB')
('AC22517-2022-11-02-13061','A726-11','hKwkoDxD', 'SL')
('AC04652-2022-11-02-13150','A731-10','pKxybHDAft', 'UB')
('AC04652-2022-11-02-13151','A731-11','SUxdCPoiQAUyAkW', 'SL')
('SL22517-2022-11-01-12921','S539-9','TYovlZVeQX', 'LB')
('AC22517-2022-11-01-13154','A731-14','dRaHpdMxpQInE', 'LB')
('SL22517-2022-11-02-12993','S542-9','zcFywTpHmRjc', 'LB')
('SL04652-2022-11-02-13026','S543-18','rDLwUJilTbohdNvq', 'MB')
('AC12058-2022-11-01-13121','A729-17','MRHOpVYhOfVgKja', 'SL')
('AC22517-2022-11-02-13089','A728-3','Geh', 'UB')
('SL22517-2022-11-01-12936','S539-24','hRyUrlSoI', 'SU')
('AC22517-2022-11-02-13092','A728-6','xJNRHWKfCUQklfm', 'SU')
('SL22517-2022-11-01-12937','S540-1','yQZTktj', 'LB')
('SL04652-2022-11-02-13035','S544-3','sEP', 'UB')
('SL04652-2022-11-02-13036','S544-4','W', 'LB')
('SL12058-2022-11-01-12872','S537-8','gRG', 'SU')
('AC22517-2022-11-01-13171','A732-13','oSSKxMpyh', 'LB')
('SL04652-2022-11-01-13017','S543-9','O', 'LB')
('AC12058-2022-11-01-13138','A730-16','HXbqEzTxxzHwkqw', 'UB')
('AC04652-2022-11-02-13173','A732-15','iI', 'UB')
('AC22517-2022-11-02-13104','A728-18','wXmtDQhbjGz', 'SU')
('AC04652-2022-11-01-13335','A741-15','DUWjSOrOK', 'UB')
('AC12058-2022-11-01-13143','A731-3','kBVgnKNDs', 'UB')
('SL22517-2022-11-02-13017','S543-9','W', 'LB')
('AC22517-2022-11-02-13105','A729-1','uDNjkhusT', 'LB')
('SL04652-2022-11-01-13023','S543-15','An', 'SL')
('SL22517-2022-11-02-13020','S543-12','aeMn', 'LB')
('SL04652-2022-11-02-13049','S544-17','nBr', 'LB')
('SL22517-2022-11-01-12960','S540-24','eOUUwH', 'SU')
('AC12058-2022-11-01-13193','A733-17','qyDiOQyePdGEM', 'SL')
('SL04652-2022-11-01-13098','S546-18','MLXoG', 'MB')
('SL22517-2022-11-01-13011','S543-3','qqpgeq', 'UB')
('AC04652-2022-11-01-13404','A745-12','nWpucajxy', 'SU')
('SL22517-2022-11-01-13014','S543-6','rhjctELra', 'UB')
('AC04652-2022-11-01-13411','A746-1','yjlKaTMbg', 'LB')
