('SL22517-2022-11-02-7','S1-7','zWBZorP', 'SL')
('AC04652-2022-11-01-4675','A260-13','kktiEKWfFs', 'LB')
('AC22517-2022-11-01-4493','A250-11','mMoGnCbuKsQp', 'SL')
('AC04652-2022-11-01-4706','A262-8','oCwJTUhyaL', 'LB')
('SL04652-2022-11-01-4662','S195-6','LWOm', 'UB')
('AC22517-2022-11-01-4495','A250-13','YLbUdklZCKW', 'LB')
('SL12058-2022-11-01-4653','S194-21','ILkXr', 'MB')
('AC04652-2022-11-01-4713','A262-15','AgfJ', 'UB')
('AC22517-2022-11-02-4728','A263-12','ktfNRA', 'SU')
('AC22517-2022-11-01-4500','A250-18','tYEmKVAjOxz', 'SU')
('AC04652-2022-11-02-4609','A257-1','P', 'LB')
('SL22517-2022-11-01-4670','S195-14','FsnV', 'UB')
('AC22517-2022-11-01-4501','A251-1','mbKqsWd', 'LB')
('SL22517-2022-11-02-4750','S198-22','f', 'UB')
('AC22517-2022-11-02-4734','A263-18','ktpYLNQbGsUo', 'SU')
('AC04652-2022-11-02-4615','A257-7','mPAZSJnMhnP', 'LB')
('AC04652-2022-11-01-4723','A263-7','nrRzW', 'LB')
('AC22517-2022-11-02-4745','A264-11','dxhvLhvxgDaP', 'SL')
('SL12058-2022-11-01-4670','S195-14','UaQSq', 'UB')
('SL04652-2022-11-02-4618','S193-10','ApbBgnWGDyOWWHd', 'MB')
('AC22517-2022-11-02-4755','A265-3','chuqpFETtOixBMx', 'UB')
('SL04652-2022-11-01-4687','S196-7','bRzXMCAXQhU', 'SL')
('AC04652-2022-11-02-4632','A258-6','lOCbsgT', 'SU')
('AC04652-2022-11-01-4743','A264-9','PSqJiD', 'UB')
('SL04652-2022-11-01-4694','S196-14','CIhvJpFEtMBPXT', 'UB')
('SL04652-2022-11-01-4698','S196-18','oJrrl', 'MB')
('SL12058-2022-11-01-4690','S196-10','CpIMaXLyClZpfvCf', 'MB')
('SL22517-2022-11-02-4780','S200-4','ymyzdISVru', 'LB')
('AC12058-2022-11-01-4705','A262-7','YlNDyZy', 'LB')
('SL04652-2022-11-02-4640','S194-8','AiLC', 'SU')
('AC04652-2022-11-01-4752','A264-18','CPAwEuNDV', 'SU')
('AC04652-2022-11-01-4758','A265-6','ZsIeIvFmeSKW', 'SU')
('AC04652-2022-11-02-4645','A259-1','AgjJNSacSwCmsR', 'LB')
('AC22517-2022-11-02-4784','A266-14','oqmOVXrSHTX', 'LB')
('SL22517-2022-11-02-4795','S200-19','AhXwAb', 'UB')
('AC22517-2022-11-02-4788','A266-18','DTEuMiGUqvchI', 'SU')
('SL04652-2022-11-02-4659','S195-3','sINItpgmr', 'UB')
('SL04652-2022-11-01-4726','S197-22','AfWBHsraELAxsu', 'UB')
('SL22517-2022-11-02-4802','S201-2','rFiF', 'MB')
('SL12058-2022-11-01-4721','S197-17','ZxvmFYQbrrNaHab', 'LB')
('AC12058-2022-11-01-4737','A264-3','zTsfCfuWzB', 'UB')
('SL04652-2022-11-01-4768','S199-16','AMXirYvXlaoiy', 'SU')
('AC22517-2022-11-02-4839','A269-15','fbaQjaljQ', 'UB')
('AC22517-2022-11-01-4602','A256-12','VPdKx', 'SU')
('AC04652-2022-11-02-4697','A261-17','ENEvnxVELCan', 'SL')
('SL12058-2022-11-01-4764','S199-12','CEIEZNaRrm', 'LB')
('AC04652-2022-11-02-4703','A262-5','z', 'SL')
('AC22517-2022-11-01-4612','A257-4','GZ', 'UB')
('SL04652-2022-11-01-4782','S200-6','lr', 'UB')
('AC22517-2022-11-01-4617','A257-9','dmErhvMJw', 'UB')
('AC04652-2022-11-02-4751','A264-17','DZo', 'SL')
('SL12058-2022-11-01-4807','S201-7','QNcGXrv', 'SL')
('AC22517-2022-11-01-4667','A260-5','TcPuIMnb', 'SL')
('SL04652-2022-11-02-4774','S199-22','jpLSlFQfmabobV', 'UB')
('AC04652-2022-11-02-4763','A265-11','SGmInSOXngdR', 'SL')
('SL04652-2022-11-01-4838','S202-14','GJmGGIQOBpAn', 'UB')
('SL22517-2022-11-01-4853','S203-5','ywbsvXxtFJgfFyPt', 'MB')
('AC22517-2022-11-01-4706','A262-8','zr', 'LB')
('SL04652-2022-11-01-4898','S205-2','jTphMxeAHelCwyTZ', 'MB')
('SL22517-2022-11-01-4868','S203-20','yLL', 'LB')
('AC12058-2022-11-01-4889','A272-11','SRvSwcsRr', 'SL')
('SL22517-2022-11-02-4960','S207-16','JAztpSItzsCnlot', 'SU')
('SL22517-2022-11-01-4873','S204-1','qRv', 'LB')
('AC04652-2022-11-02-4826','A269-2','kj', 'LB')
('AC04652-2022-11-02-4828','A269-4','vZA', 'UB')
('SL12058-2022-11-01-4861','S203-13','aYWYFOjRQQ', 'MB')
('AC22517-2022-11-01-4746','A264-12','TFsOPaLebfd', 'SU')
('AC22517-2022-11-02-4974','A277-6','ZxLmykkiew', 'SU')
('SL22517-2022-11-02-4972','S208-4','DvbCXrizUFgzdFs', 'LB')
('AC22517-2022-11-02-4986','A277-18','ClqjTuugrpYiPnD', 'SU')
('AC04652-2022-11-01-4930','A274-16','BwJnJHY', 'UB')
('SL04652-2022-11-01-4926','S206-6','lzuwzOUNfm', 'UB')
('SL12058-2022-11-01-4875','S204-3','gtpnUXnCcX', 'UB')
('AC04652-2022-11-01-4933','A275-1','FueI', 'LB')
('SL12058-2022-11-01-4876','S204-4','Mqb', 'LB')
('AC22517-2022-11-02-4995','A278-9','HIjYqkbUa', 'UB')
('SL12058-2022-11-01-4878','S204-6','mj', 'UB')
('SL04652-2022-11-02-4863','S203-15','XxTzWOjDEnhuKvju', 'SL')
('AC04652-2022-11-02-4860','A270-18','BYgOtFGFKKM', 'SU')
('SL22517-2022-11-02-4998','S209-6','TPAHCFcfXgGN', 'UB')
('SL22517-2022-11-01-4909','S205-13','BOpMZhMKckQIEAU', 'MB')
('AC12058-2022-11-01-4918','A274-4','pRAQolmw', 'UB')
('SL04652-2022-11-02-4877','S204-5','jFgUTrVEvXh', 'MB')
('SL22517-2022-11-02-5008','S209-16','rivQJ', 'SU')
('SL04652-2022-11-02-4879','S204-7','G', 'SL')
('SL04652-2022-11-02-4889','S204-17','XGFhbNrXpTod', 'LB')
('AC22517-2022-11-01-4784','A266-14','TCbD', 'LB')
('AC22517-2022-11-02-5016','A279-12','Eiiumf', 'SU')
('AC04652-2022-11-02-4880','A272-2','GtEYlxoHxQQRIZqq', 'LB')
('SL04652-2022-11-01-4964','S207-20','Cb', 'LB')
('SL04652-2022-11-02-4901','S205-5','E', 'MB')
('SL22517-2022-11-02-5018','S210-2','DDuasu', 'MB')
('SL04652-2022-11-01-4972','S208-4','JthSdfWFOt', 'LB')
('AC04652-2022-11-02-4893','A272-15','g', 'UB')
('SL22517-2022-11-02-5020','S210-4','MprhiuUHFhzIEN', 'LB')
('AC04652-2022-11-02-4896','A272-18','f', 'SU')
