('SL04652-2022-11-02-833','S35-17','rLpkXtJUyhB', 'LB')
('AC12058-2022-11-01-7207','A401-7','oThYESt', 'LB')
('SL22517-2022-11-02-7152','S298-24','DXiSIVPanAE', 'SU')
('AC22517-2022-11-02-7239','A403-3','HhOXmWIXVEry', 'UB')
('SL22517-2022-11-01-7083','S296-3','sLjBWIfUfGp', 'UB')
('AC12058-2022-11-01-7228','A402-10','lfPJWzCc', 'UB')
('AC04652-2022-11-01-7544','A420-2','r', 'LB')
('AC22517-2022-11-02-7301','A406-11','tuYRLuCdonwsbI', 'SL')
('AC12058-2022-11-01-7264','A404-10','glkoBQCzFHQVN', 'UB')
('AC22517-2022-11-01-7273','A405-1','A', 'LB')
('AC04652-2022-11-01-7549','A420-7','ABnEmapWrnsg', 'LB')
('SL04652-2022-11-02-7220','S301-20','vGQKAfQVSlUqdo', 'LB')
('AC22517-2022-11-01-7276','A405-4','tKBqrqzXIaVoNSV', 'UB')
('AC22517-2022-11-02-7309','A407-1','vDtWTSXZIz', 'LB')
('SL04652-2022-11-01-7201','S301-1','BjERqWurrtKL', 'LB')
('SL22517-2022-11-01-7133','S298-5','yn', 'MB')
('SL22517-2022-11-02-7218','S301-18','RAgcNW', 'MB')
('AC12058-2022-11-01-7273','A405-1','VS', 'LB')
('AC22517-2022-11-01-7322','A407-14','Z', 'LB')
('SL04652-2022-11-01-7243','S302-19','myekaEbOYMZtDGe', 'UB')
('SL22517-2022-11-02-7262','S303-14','wpt', 'UB')
('AC04652-2022-11-01-7594','A422-16','yETEgnyjHUTj', 'UB')
('SL22517-2022-11-02-7263','S303-15','Gtg', 'SL')
('SL04652-2022-11-01-7246','S302-22','Px', 'UB')
('SL04652-2022-11-01-7248','S302-24','n', 'SU')
('SL22517-2022-11-02-7270','S303-22','FspMCwHfHJptxxlu', 'UB')
('SL12058-2022-11-01-7118','S297-14','qTROKYHxKdHbXnv', 'UB')
('AC22517-2022-11-02-7358','A409-14','TedPdes', 'LB')
('SL12058-2022-11-01-7120','S297-16','vIJ', 'SU')
('SL04652-2022-11-02-7279','S304-7','cylpeynhJarS', 'SL')
('SL22517-2022-11-01-7182','S300-6','kRlZgf', 'UB')
('AC04652-2022-11-01-7609','A423-13','pmxCiYPyuhfZIrZw', 'LB')
('AC04652-2022-11-02-7310','A407-2','zSA', 'LB')
('AC22517-2022-11-02-7395','A411-15','Nh', 'UB')
('AC12058-2022-11-01-7364','A410-2','pxVeiJRRmKmQ', 'LB')
('SL12058-2022-11-01-7157','S299-5','Csv', 'MB')
('AC22517-2022-11-02-7398','A411-18','EcJpWNgjCSMWxjIN', 'SU')
('AC04652-2022-11-02-7349','A409-5','JuUzYnRiexRpOCG', 'SL')
('AC04652-2022-11-01-7646','A425-14','Ru', 'LB')
('SL04652-2022-11-01-7353','S307-9','EtDprlVAdm', 'LB')
('SL12058-2022-11-01-7216','S301-16','XpRExyAJUFW', 'SU')
('AC04652-2022-11-01-7691','A428-5','JZtlmkkxsx', 'SL')
('SL22517-2022-11-02-7376','S308-8','lqcCH', 'SU')
('SL22517-2022-11-02-7393','S309-1','CDg', 'LB')
('AC22517-2022-11-01-7446','A414-12','uIeVgkXP', 'SU')
('SL12058-2022-11-01-7275','S304-3','aI', 'UB')
('SL12058-2022-11-01-7276','S304-4','hwaVccikdeYaIk', 'LB')
('SL22517-2022-11-02-7442','S311-2','GfzRliVKlbfdHnc', 'MB')
('AC22517-2022-11-01-7481','A416-11','L', 'SL')
('SL04652-2022-11-01-7420','S310-4','cmZaiAOFIJefYB', 'LB')
('SL22517-2022-11-02-7444','S311-4','s', 'LB')
('AC12058-2022-11-01-7491','A417-3','xPTmwDweFLUQBWpb', 'UB')
('AC22517-2022-11-01-7485','A416-15','cSnjHUQltIpdQu', 'UB')
('SL04652-2022-11-01-7422','S310-6','eiUvfiMrouHnDnx', 'UB')
('AC04652-2022-11-02-7487','A416-17','epivUahkzxtLcz', 'SL')
('AC12058-2022-11-01-7515','A418-9','xkfeLnnBSq', 'UB')
('SL04652-2022-11-02-7473','S312-9','IPinhEHctFEOiCD', 'LB')
('SL04652-2022-11-02-7474','S312-10','ueLprOyZC', 'MB')
('AC12058-2022-11-01-7529','A419-5','wHqeijgvir', 'SL')
('SL04652-2022-11-02-7475','S312-11','nNqoZbYDxVlxsPRK', 'UB')
('SL04652-2022-11-02-7476','S312-12','E', 'LB')
('SL22517-2022-11-01-7381','S308-13','KjLpcEpAv', 'MB')
('AC22517-2022-11-01-7525','A419-1','oZkXiHysQJU', 'LB')
('SL04652-2022-11-01-7459','S311-19','eKatC', 'UB')
('AC04652-2022-11-01-7790','A433-14','A', 'LB')
('AC12058-2022-11-01-7537','A419-13','FJRhAtQONNr', 'LB')
('SL12058-2022-11-01-7324','S306-4','XcNzErSyHKv', 'LB')
('AC22517-2022-11-02-7596','A422-18','AITOIYOpzukdiefL', 'SU')
('SL22517-2022-11-01-7389','S308-21','NpppNKvvGpggWkp', 'MB')
('AC04652-2022-11-02-7555','A420-13','wVHdzjE', 'LB')
('AC22517-2022-11-01-7565','A421-5','aPJr', 'SL')
('SL04652-2022-11-02-7517','S314-5','GCqlETqMzUKM', 'MB')
('AC04652-2022-11-01-7833','A436-3','CFwwFcL', 'UB')
('AC12058-2022-11-01-7579','A422-1','dAVxNWnBVihi', 'LB')
('AC22517-2022-11-01-7580','A422-2','XdqMGvjmwMIGhxn', 'LB')
('AC22517-2022-11-01-7581','A422-3','LjWujqtWGYjs', 'UB')
('AC12058-2022-11-01-7585','A422-7','wIhuJZeDSrjtz', 'LB')
('AC12058-2022-11-01-7586','A422-8','t', 'LB')
('AC04652-2022-11-01-7872','A438-6','wntCjHUVCPdaEHf', 'SU')
('SL22517-2022-11-02-7572','S316-12','NUTvo', 'LB')
('AC22517-2022-11-02-7672','A427-4','YJ', 'UB')
('AC12058-2022-11-01-7618','A424-4','esDYJcJyh', 'UB')
('AC04652-2022-11-01-7877','A438-11','mKk', 'SL')
('AC22517-2022-11-02-7676','A427-8','AdrIGA', 'LB')
('AC12058-2022-11-01-7631','A424-17','rzgtLPBqJ', 'SL')
('AC12058-2022-11-01-7632','A424-18','MunbtBiHOdCnCWh', 'SU')
('AC22517-2022-11-02-7694','A428-8','emAlTW', 'LB')
('SL22517-2022-11-01-7483','S312-19','SwrAnGKEX', 'UB')
('SL04652-2022-11-01-7560','S315-24','MXMFNSjvvccyrU', 'SU')
('SL22517-2022-11-02-7591','S317-7','uiWgsnqfNeCjy', 'SL')
('AC22517-2022-11-01-7633','A425-1','OzYzSQQRNV', 'LB')
('SL12058-2022-11-01-7427','S310-11','bj', 'UB')
('AC22517-2022-11-02-7699','A428-13','EulFRO', 'LB')
('SL22517-2022-11-02-7592','S317-8','mDysdXIi', 'SU')
('AC04652-2022-11-01-7897','A439-13','PHHkvFjdzALBMU', 'LB')
('SL22517-2022-11-01-7501','S313-13','gxNvxt', 'MB')
('SL04652-2022-11-02-7590','S317-6','xvHWc', 'UB')
('AC04652-2022-11-02-7668','A426-18','CcxRLmzPQsI', 'SU')
('SL04652-2022-11-02-7633','S319-1','gnbWoLqCVzXlm', 'LB')
('AC04652-2022-11-01-7952','A442-14','QXmmtyu', 'LB')
('SL12058-2022-11-01-7481','S312-17','dmFdIlaHE', 'LB')
('SL22517-2022-11-01-7551','S315-15','yjlpppEa', 'SL')
('SL22517-2022-11-01-7552','S315-16','vAfDGGAQheKbRs', 'SU')
('SL04652-2022-11-02-7645','S319-13','oQcCt', 'MB')
('AC04652-2022-11-02-7722','A429-18','PYegPxQEmaSxXI', 'SU')
('AC22517-2022-11-01-7790','A433-14','joYZKaoyExnNwxSa', 'LB')
('AC22517-2022-11-01-7798','A434-4','lFzlpGmXqs', 'UB')
('AC04652-2022-11-01-8044','A447-16','badVwlCwHU', 'UB')
('SL04652-2022-11-01-7708','S322-4','fuTjR', 'LB')
('AC22517-2022-11-02-7867','A438-1','uwfWiJlpLOyi', 'LB')
('SL12058-2022-11-01-7575','S316-15','BstvBEYofl', 'SL')
('AC22517-2022-11-01-7813','A435-1','ydFjtmyoUwvtGHxc', 'LB')
('AC04652-2022-11-01-8058','A448-12','LOhKufJo', 'SU')
('AC04652-2022-11-01-8093','A450-11','GQHqIdXwH', 'SL')
('AC04652-2022-11-02-7851','A437-3','sDc', 'UB')
('SL04652-2022-11-02-7777','S325-1','ajfotdIpoH', 'LB')
('SL04652-2022-11-01-7765','S324-13','pbeauKfwPg', 'MB')
('SL04652-2022-11-02-7778','S325-2','LIfjDDCQEbGa', 'MB')
('SL12058-2022-11-01-7608','S317-24','oiupNbPr', 'SU')
('SL22517-2022-11-02-7775','S324-23','tlMWOkoNLcm', 'SL')
('SL04652-2022-11-02-7780','S325-4','zSNPsmGVKm', 'LB')
('SL12058-2022-11-01-7610','S318-2','uWtzbigp', 'MB')
('SL04652-2022-11-02-7783','S325-7','wfiSCzAMmaFUtqw', 'SL')
('AC04652-2022-11-01-8103','A451-3','VModJSF', 'UB')
('SL12058-2022-11-01-7613','S318-5','dGGXglcbrjz', 'MB')
('SL04652-2022-11-02-7787','S325-11','iHQ', 'UB')
('AC04652-2022-11-02-7866','A437-18','QwFaY', 'SU')
('AC04652-2022-11-02-7867','A438-1','PxRdOygvma', 'LB')
('SL04652-2022-11-02-7800','S325-24','w', 'SU')
('SL04652-2022-11-02-7801','S326-1','E', 'LB')
('SL04652-2022-11-01-7791','S325-15','rGvvTReFaEGLC', 'SL')
('AC12058-2022-11-01-7888','A439-4','aAaUt', 'UB')
('SL12058-2022-11-01-7670','S320-14','waeI', 'UB')
('AC12058-2022-11-01-7899','A439-15','vMHVmduVL', 'UB')
('SL04652-2022-11-01-7843','S327-19','PVdOO', 'UB')
('SL22517-2022-11-02-7836','S327-12','aMzHAgqSuZrAuL', 'LB')
('SL22517-2022-11-02-7837','S327-13','G', 'MB')
('AC22517-2022-11-02-7992','A444-18','BfBHsXDCC', 'SU')
('AC12058-2022-11-01-7925','A441-5','Rjmwfo', 'SL')
('SL22517-2022-11-02-7901','S330-5','NFMZywjzQL', 'MB')
('SL22517-2022-11-02-7902','S330-6','BAs', 'UB')
('SL04652-2022-11-01-7959','S332-15','RkT', 'SL')
('SL04652-2022-11-02-7957','S332-13','vgtHgGgKlA', 'MB')
('AC22517-2022-11-01-8000','A445-8','nmuHaWd', 'LB')
('AC22517-2022-11-01-8006','A445-14','JIjvBC', 'LB')
('SL22517-2022-11-01-7865','S328-17','kpYEMehuDDaviCH', 'LB')
('AC12058-2022-11-01-8046','A447-18','dcmURatdThb', 'SU')
('AC12058-2022-11-01-8050','A448-4','DggjWHhmPvi', 'UB')
('AC22517-2022-11-02-8097','A450-15','yuIXsrnqbErvvX', 'UB')
('SL22517-2022-11-02-7982','S333-14','dnHAsST', 'UB')
('AC04652-2022-11-01-8314','A462-16','dGLbnchTjFbJ', 'UB')
('SL04652-2022-11-01-7996','S334-4','C', 'LB')
('SL22517-2022-11-02-7999','S334-7','gkEwVBfMhLN', 'SL')
('SL22517-2022-11-02-8003','S334-11','aEEn', 'UB')
('AC04652-2022-11-01-8343','A464-9','kPUugjFMXeBiKL', 'UB')
('AC12058-2022-11-01-8080','A449-16','BWEffNvyILvjCYD', 'UB')
('SL22517-2022-11-02-8024','S335-8','kYXFGCSfsh', 'SU')
('SL04652-2022-11-02-8015','S334-23','RmvPNP', 'SL')
('SL04652-2022-11-01-8028','S335-12','pEIahpyuAbNAc', 'LB')
('AC04652-2022-11-01-8346','A464-12','yeJFlslKS', 'SU')
('SL12058-2022-11-01-7857','S328-9','WOlkhccu', 'LB')
('SL04652-2022-11-01-8032','S335-16','VotAJH', 'SU')
('AC04652-2022-11-01-8349','A464-15','QHKQnEeBXikU', 'UB')
('AC04652-2022-11-02-8098','A450-16','virHGwbuBvUHo', 'UB')
('SL04652-2022-11-01-8037','S335-21','KKFS', 'MB')
('AC22517-2022-11-01-8066','A449-2','XVHGvDKj', 'LB')
('SL12058-2022-11-01-7871','S328-23','kz', 'SL')
('SL12058-2022-11-01-7872','S328-24','adTeYIIJI', 'SU')
('SL04652-2022-11-01-8041','S336-1','MsIplGgsG', 'LB')
('AC12058-2022-11-01-8094','A450-12','MJIXzqG', 'SU')
('SL04652-2022-11-01-8043','S336-3','NFQLMmbpVfrWPvK', 'UB')
('AC22517-2022-11-01-8072','A449-8','xBQniDpreaOl', 'LB')
('AC12058-2022-11-01-8097','A450-15','eXexziRfdlHw', 'UB')
('AC22517-2022-11-02-8152','A453-16','GcqHV', 'UB')
('AC04652-2022-11-01-8357','A465-5','xZyMQEe', 'SL')
('AC22517-2022-11-02-8154','A453-18','OpaqzKo', 'SU')
('SL22517-2022-11-02-8059','S336-19','subJXLNqdPPYBAnq', 'UB')
('SL22517-2022-11-01-7969','S333-1','qjEasZfoXPzG', 'LB')
('AC22517-2022-11-02-8181','A455-9','RHIuuTBIBiAsfQ', 'UB')
('SL22517-2022-11-01-7973','S333-5','NYYVLzwv', 'MB')
('SL22517-2022-11-01-7974','S333-6','qVQsGsxbGNF', 'UB')
('SL22517-2022-11-02-8068','S337-4','vDAfrzcrvHp', 'LB')
('SL04652-2022-11-01-8084','S337-20','goD', 'LB')
('SL22517-2022-11-02-8071','S337-7','cSSbNEWO', 'SL')
('AC22517-2022-11-02-8189','A455-17','erGabv', 'SL')
('AC04652-2022-11-01-8396','A467-8','TxK', 'LB')
('SL04652-2022-11-02-8064','S336-24','L', 'SU')
('AC22517-2022-11-01-8120','A452-2','KFXi', 'LB')
('AC12058-2022-11-01-8139','A453-3','XFmum', 'UB')
('AC22517-2022-11-01-8137','A453-1','X', 'LB')
('AC22517-2022-11-01-8143','A453-7','sP', 'LB')
('SL04652-2022-11-01-8118','S339-6','vTmyNC', 'UB')
('SL12058-2022-11-01-7951','S332-7','uWxQneWkVhtTPZV', 'SL')
('AC12058-2022-11-01-8168','A454-14','mCLlMJSpuWm', 'LB')
('AC04652-2022-11-02-8205','A456-15','HGxEczbw', 'UB')
('AC22517-2022-11-02-8250','A459-6','JnLvsShA', 'SU')
('SL12058-2022-11-01-7990','S333-22','Q', 'UB')
('SL22517-2022-11-02-8132','S339-20','DbpWpFHmiD', 'LB')
('AC04652-2022-11-01-8468','A471-8','iqUfT', 'LB')
('SL04652-2022-11-01-8170','S341-10','LJKPXwhkTsZI', 'MB')
('SL04652-2022-11-02-8134','S339-22','eSrhWOs', 'UB')
('SL22517-2022-11-01-8094','S338-6','akBxrgzPOjQrXe', 'UB')
('AC22517-2022-11-02-8300','A462-2','WcdyDXQpgLeT', 'LB')
('AC04652-2022-11-02-8282','A461-2','oaCnuikqLE', 'LB')
('AC04652-2022-11-01-8509','A473-13','AEQjiznt', 'LB')
('AC04652-2022-11-02-8286','A461-6','OEsNpDMNKqJU', 'SU')
('SL12058-2022-11-01-8044','S336-4','qWyqqPnFrbBRvCGM', 'LB')
('AC04652-2022-11-02-8321','A463-5','dcmHSjqhQuz', 'SL')
('SL04652-2022-11-01-8235','S344-3','S', 'UB')
('SL22517-2022-11-01-8147','S340-11','DU', 'UB')
('SL12058-2022-11-01-8077','S337-13','q', 'MB')
('SL22517-2022-11-01-8148','S340-12','blaLFRbRUyK', 'LB')
('SL12058-2022-11-01-8078','S337-14','pCWJxErRPcYO', 'UB')
('SL22517-2022-11-01-8149','S340-13','BaUlmfVQNyzVH', 'MB')
('AC12058-2022-11-01-8294','A461-14','pms', 'LB')
('AC04652-2022-11-02-8333','A463-17','QPEJZyOuYLrWJF', 'SL')
('SL12058-2022-11-01-8087','S337-23','bNqeYtEadp', 'SL')
('SL22517-2022-11-01-8161','S341-1','YkBkXcBAXFdE', 'LB')
('SL04652-2022-11-02-8222','S343-14','NX', 'UB')
('SL04652-2022-11-02-8226','S343-18','ipvTYTiHkHp', 'MB')
('AC22517-2022-11-02-8373','A466-3','QyIGMEMFAXhyb', 'UB')
('AC22517-2022-11-01-8295','A461-15','XDFShLFjpglzMP', 'UB')
('SL04652-2022-11-01-8270','S345-14','e', 'UB')
('AC04652-2022-11-02-8361','A465-9','nLAXQzhxQW', 'UB')
('SL04652-2022-11-01-8286','S346-6','EUCMfdTIaq', 'UB')
('AC22517-2022-11-02-8406','A467-18','utXG', 'SU')
('AC04652-2022-11-01-8599','A478-13','zuyLDVLHxDdssUNd', 'LB')
('SL04652-2022-11-01-8291','S346-11','ZCAVFG', 'UB')
('AC04652-2022-11-02-8380','A466-10','OxApRTmPY', 'UB')
('AC22517-2022-11-01-8325','A463-9','GSTmvDd', 'UB')
('AC04652-2022-11-02-8382','A466-12','HVLvI', 'SU')
('AC22517-2022-11-02-8442','A469-18','diiZEx', 'SU')
('AC04652-2022-11-02-8413','A468-7','Kp', 'LB')
('SL12058-2022-11-01-8157','S340-21','LgjgHB', 'MB')
('AC12058-2022-11-01-8373','A466-3','SFLUbLZiqwfoh', 'UB')
('SL04652-2022-11-02-8319','S347-15','turLGzhlQAza', 'SL')
('AC22517-2022-11-01-8381','A466-11','GCREVsncs', 'SL')
('SL04652-2022-11-02-8331','S348-3','fybJhFThQcQEBbby', 'UB')
('SL22517-2022-11-02-8334','S348-6','FnYGzkleuKqHKBl', 'UB')
('SL12058-2022-11-01-8199','S342-15','obdoKnsgjEoMB', 'SL')
('SL12058-2022-11-01-8200','S342-16','DtYRsVhp', 'SU')
('AC12058-2022-11-01-8399','A467-11','jZDCiJWWBJTNmKT', 'SL')
('SL04652-2022-11-01-8367','S349-15','KnNbiXsqbtOAz', 'SL')
('SL04652-2022-11-01-8368','S349-16','B', 'SU')
('SL04652-2022-11-02-8360','S349-8','HZabA', 'SU')
('AC12058-2022-11-01-8410','A468-4','dMap', 'UB')
('AC04652-2022-11-01-8687','A483-11','EffyHNri', 'SL')
('AC04652-2022-11-01-8688','A483-12','gHK', 'SU')
('AC22517-2022-11-02-8524','A474-10','XGCKwSs', 'UB')
('AC22517-2022-11-01-8439','A469-15','vweqvvfRH', 'UB')
('AC04652-2022-11-01-8705','A484-11','eRSCp', 'SL')
('SL22517-2022-11-02-8375','S349-23','IbM', 'SL')
('AC04652-2022-11-02-8499','A473-3','JkZxPgyNr', 'UB')
('AC22517-2022-11-02-8544','A475-12','NXTEvUJbhLhO', 'SU')
('SL22517-2022-11-02-8379','S350-3','PxKEnTYtAG', 'UB')
('SL04652-2022-11-02-8397','S350-21','tziqaZlxgeHYt', 'MB')
('AC12058-2022-11-01-8445','A470-3','QYohDbM', 'UB')
('SL22517-2022-11-01-8329','S348-1','XhZtmFefcNfeR', 'LB')
('AC04652-2022-11-02-8511','A473-15','kbSbJfudaQqcLzqb', 'UB')
('AC22517-2022-11-02-8549','A475-17','qEyKTPrgLXShcS', 'SL')
('SL12058-2022-11-01-8255','S344-23','f', 'SL')
('AC22517-2022-11-02-8551','A476-1','uoFwHvQ', 'LB')
('SL22517-2022-11-02-8385','S350-9','jLwIDF', 'LB')
('SL22517-2022-11-01-8340','S348-12','yUnMpwWwWyW', 'LB')
('SL12058-2022-11-01-8261','S345-5','AJ', 'MB')
('AC22517-2022-11-02-8558','A476-8','DzNCkOtGQt', 'LB')
('SL12058-2022-11-01-8298','S346-18','Lx', 'MB')
('AC04652-2022-11-01-8767','A488-1','TGytDbGhVCOfSvLC', 'LB')
('AC22517-2022-11-02-8599','A478-13','wDJRJQUGPcFvbC', 'LB')
('AC12058-2022-11-01-8499','A473-3','dXAqAnCunNLxk', 'UB')
('SL04652-2022-11-01-8480','S354-8','B', 'SU')
('AC04652-2022-11-02-8616','A479-12','sIu', 'SU')
('AC12058-2022-11-01-8583','A477-15','zqVI', 'UB')
('AC04652-2022-11-02-8647','A481-7','dJkxNAlAiUHgjz', 'LB')
('SL12058-2022-11-01-8374','S349-22','WHYMwAbpRkGVRY', 'UB')
('AC22517-2022-11-02-8677','A483-1','GIRIrxPPbT', 'LB')
('AC04652-2022-11-01-8860','A493-4','peo', 'UB')
('AC04652-2022-11-01-8898','A495-6','tPUorOJiWjRTEODO', 'SU')
('SL04652-2022-11-01-8582','S358-14','WJhXHytuVhistIeG', 'UB')
('SL22517-2022-11-01-8523','S356-3','uBiojaUGLO', 'UB')
('AC04652-2022-11-01-8925','A496-15','VTcrAEAXLrIRqT', 'UB')
('SL04652-2022-11-02-8635','S360-19','aVObK', 'UB')
('SL22517-2022-11-02-8606','S359-14','WqyVHRxpOBUW', 'UB')
('SL22517-2022-11-01-8594','S359-2','XYCYMqiJh', 'MB')
('SL22517-2022-11-02-8629','S360-13','SBtvdzvk', 'MB')
('AC04652-2022-11-01-8992','A500-10','yqsXVZLX', 'UB')
('AC22517-2022-11-02-8804','A490-2','oEjLYAIVbkNl', 'LB')
('AC22517-2022-11-01-8734','A486-4','LAb', 'UB')
('SL04652-2022-11-01-8665','S362-1','qdNGzndbfOgPPx', 'LB')
('AC04652-2022-11-01-9016','A501-16','Yjyq', 'UB')
('AC04652-2022-11-01-9017','A501-17','CmhMHiOhy', 'SL')
('SL22517-2022-11-01-8643','S361-3','EI', 'UB')
('AC22517-2022-11-01-8756','A487-8','ZraAjGuMMqG', 'LB')
('SL12058-2022-11-01-8537','S356-17','scgBvdvycg', 'LB')
('AC22517-2022-11-02-8824','A491-4','JOtoAezNSnogLypX', 'UB')
('AC22517-2022-11-01-8760','A487-12','EGBJnElc', 'SU')
('AC04652-2022-11-02-8820','A490-18','lTetFDmyd', 'SU')
('AC22517-2022-11-02-8837','A491-17','VGtLS', 'SL')
('AC04652-2022-11-01-9105','A506-15','UZHEqJYDBfK', 'UB')
('AC22517-2022-11-02-8886','A494-12','zqcWV', 'SU')
('AC22517-2022-11-02-8897','A495-5','TcuLBzCLqpAqDHni', 'SL')
('SL22517-2022-11-02-8757','S365-21','vrw', 'MB')
('SL22517-2022-11-02-8763','S366-3','b', 'UB')
('AC22517-2022-11-02-8913','A496-3','jIsXTBeYQXHWn', 'UB')
('SL22517-2022-11-02-8793','S367-9','nEm', 'LB')
('SL04652-2022-11-02-8826','S368-18','EZiNkYS', 'MB')
('SL22517-2022-11-02-8810','S368-2','tajcXoOGQXNR', 'MB')
('AC22517-2022-11-01-8903','A495-11','T', 'SL')
('AC04652-2022-11-01-9200','A512-2','kGxDHd', 'LB')
('AC12058-2022-11-01-8921','A496-11','FjJIEPeJGxJaqXP', 'SL')
('SL22517-2022-11-02-8898','S371-18','OKzdyWaqdlL', 'MB')
('AC22517-2022-11-02-9018','A501-18','YMRZOWj', 'SU')
('SL22517-2022-11-02-8900','S371-20','mvBTFNv', 'LB')
('AC04652-2022-11-02-9011','A501-11','oIx', 'SL')
('AC04652-2022-11-01-9249','A514-15','tStFNsF', 'UB')
('AC22517-2022-11-02-9055','A504-1','T', 'LB')
('AC04652-2022-11-02-9064','A504-10','FoZhLtmlbu', 'UB')
('SL12058-2022-11-01-8818','S368-10','ZNwsleyqKHjsMSlD', 'MB')
('SL22517-2022-11-01-8928','S372-24','VDBNrDtkmbv', 'SU')
('SL04652-2022-11-02-8969','S374-17','RKAryuPYHn', 'LB')
('SL04652-2022-11-02-8970','S374-18','WAKjyvAqLmyCZOy', 'MB')
('SL04652-2022-11-02-8972','S374-20','xKPkqHfD', 'LB')
('AC04652-2022-11-02-9077','A505-5','oJJaXXgBaTYVn', 'SL')
('AC22517-2022-11-01-9054','A503-18','GjdHn', 'SU')
('SL04652-2022-11-01-9019','S376-19','YTnZV', 'UB')
('AC22517-2022-11-01-9056','A504-2','DYbeNqt', 'LB')
('SL22517-2022-11-01-8960','S374-8','CoArqLY', 'SU')
('AC04652-2022-11-01-9351','A520-9','NjihHPWXWniWCDrD', 'UB')
('SL22517-2022-11-02-8998','S375-22','RZvpkm', 'UB')
('SL04652-2022-11-01-9022','S376-22','GmPflHVIfCY', 'UB')
('AC22517-2022-11-01-9062','A504-8','hEj', 'LB')
('AC22517-2022-11-01-9063','A504-9','AE', 'UB')
('SL04652-2022-11-01-9025','S377-1','jKNVqWBYovZcZ', 'LB')
('AC22517-2022-11-01-9064','A504-10','kcvhYkRpbnONVF', 'UB')
('SL22517-2022-11-02-9001','S376-1','sEJQhwLqWIRYKD', 'LB')
('AC04652-2022-11-02-9123','A507-15','IVLgNLwBqinmUFN', 'UB')
('AC04652-2022-11-01-9375','A521-15','waHNGUCYPIAERUO', 'UB')
('AC12058-2022-11-01-9084','A505-12','FjccAFavBwBn', 'SU')
('SL22517-2022-11-01-8972','S374-20','hCVmaC', 'LB')
('AC22517-2022-11-01-9188','A511-8','rDzwMzEPbzAGA', 'LB')
('AC12058-2022-11-01-9182','A511-2','qY', 'LB')
('SL22517-2022-11-02-9112','S380-16','JbJDaXRKJnow', 'SU')
('SL04652-2022-11-02-9124','S381-4','TRSNasonbjwdv', 'LB')
('AC22517-2022-11-02-9244','A514-10','QZtVvhyLKRaRq', 'UB')
('AC04652-2022-11-02-9225','A513-9','sDitKvjCk', 'UB')
('SL22517-2022-11-01-9074','S379-2','PcDSzdYVzZiJPQ', 'MB')
('SL12058-2022-11-01-9017','S376-17','AqYUVaN', 'LB')
('AC04652-2022-11-01-9473','A527-5','SFMWgeZVe', 'SL')
('SL04652-2022-11-01-9123','S381-3','yCnZSLdcayoDFl', 'UB')
('AC04652-2022-11-02-9241','A514-7','tVauZLcXFKcZA', 'LB')
('AC22517-2022-11-01-9217','A513-1','jmQtYxDh', 'LB')
('AC22517-2022-11-02-9267','A515-15','PGCPsZQorUhHV', 'UB')
('AC04652-2022-11-01-9478','A527-10','cgKlsK', 'UB')
('SL04652-2022-11-01-9130','S381-10','oVoyL', 'MB')
('AC12058-2022-11-01-9209','A512-11','oSLcjCScwjBVS', 'SL')
('AC12058-2022-11-01-9210','A512-12','QqZCb', 'SU')
('SL04652-2022-11-01-9135','S381-15','nAo', 'SL')
('SL22517-2022-11-01-9098','S380-2','mYcpaOEqYdSzGXG', 'MB')
('AC22517-2022-11-02-9271','A516-1','wLid', 'LB')
('AC04652-2022-11-02-9253','A515-1','xXwRuYhHNCkELfj', 'LB')
('AC22517-2022-11-02-9273','A516-3','PJGeCBNytxnxe', 'UB')
('AC04652-2022-11-01-9489','A528-3','jPw', 'UB')
('SL12058-2022-11-01-9031','S377-7','kuuXPMLAF', 'SL')
('AC04652-2022-11-01-9492','A528-6','mZ', 'SU')
('SL04652-2022-11-02-9156','S382-12','Dhoc', 'LB')
('SL22517-2022-11-01-9103','S380-7','ISLL', 'SL')
('SL12058-2022-11-01-9035','S377-11','HY', 'UB')
('SL04652-2022-11-02-9162','S382-18','NSHKaWO', 'MB')
('AC12058-2022-11-01-9227','A513-11','C', 'SL')
('AC22517-2022-11-01-9243','A514-9','cKpMyCoPFSxwMQ', 'UB')
('AC12058-2022-11-01-9230','A513-14','mDqOUUCRnsOh', 'LB')
('AC12058-2022-11-01-9239','A514-5','AcdLulWi', 'SL')
('SL22517-2022-11-02-9166','S382-22','MxGZAYYe', 'UB')
('AC22517-2022-11-02-9296','A517-8','laFEU', 'LB')
('SL04652-2022-11-02-9174','S383-6','XJrFSQrUcHUnuUnx', 'UB')
('SL22517-2022-11-01-9123','S381-3','LImb', 'UB')
('AC12058-2022-11-01-9240','A514-6','dAxGwv', 'SU')
('AC04652-2022-11-01-9520','A529-16','GKIQ', 'UB')
('SL22517-2022-11-02-9175','S383-7','PYddJbVFnHBDbU', 'SL')
('SL04652-2022-11-02-9183','S383-15','nofpKwLtFvtQVOX', 'SL')
('SL04652-2022-11-02-9184','S383-16','SIDdySEo', 'SU')
('SL22517-2022-11-02-9178','S383-10','RqidXSlM', 'MB')
('SL22517-2022-11-01-9134','S381-14','naXAAEUiQXyOVSG', 'UB')
('AC12058-2022-11-01-9249','A514-15','DrxhVdoqfQWBnD', 'UB')
('SL12058-2022-11-01-9056','S378-8','yUKE', 'SU')
