('SL22517-2022-11-02-4','S1-4','UAqhzrzGlBLqSGP', 'LB')
('SL22517-2022-11-01-477','S20-21','kVINvOdSEQWAsaFM', 'MB')
('SL22517-2022-11-02-456','S19-24','goRQgIY', 'SU')
('SL12058-2022-11-01-456','S19-24','mAZNqX', 'SU')
('AC04652-2022-11-02-503','A28-17','iQlEOkKzoZT', 'SL')
('AC22517-2022-11-01-459','A26-9','PNi', 'UB')
('SL12058-2022-11-01-458','S20-2','ZiTKNQpkWwJN', 'MB')
('SL04652-2022-11-02-487','S21-7','ExNzmbaSpkZZrnff', 'SL')
('AC04652-2022-11-01-501','A28-15','WYAk', 'UB')
('AC22517-2022-11-02-483','A27-15','YLBUl', 'UB')
('AC22517-2022-11-02-484','A27-16','CH', 'UB')
('AC22517-2022-11-02-485','A27-17','GNaYK', 'SL')
('SL04652-2022-11-01-502','S21-22','Q', 'UB')
('AC22517-2022-11-02-486','A27-18','GzW', 'SU')
('SL04652-2022-11-01-503','S21-23','dFLVU', 'SL')
('AC04652-2022-11-01-504','A28-18','MhxOSK', 'SU')
('SL22517-2022-11-02-463','S20-7','KZ', 'SL')
('AC04652-2022-11-02-511','A29-7','YqsRqlUd', 'LB')
('AC12058-2022-11-01-467','A26-17','TnjwoAOJvtwTHty', 'SL')
('SL22517-2022-11-02-464','S20-8','kEWKTrHcGcmqYzt', 'SU')
('AC04652-2022-11-02-514','A29-10','teY', 'UB')
('AC22517-2022-11-01-463','A26-13','BpdtefkSBcuu', 'LB')
('AC22517-2022-11-01-464','A26-14','VK', 'LB')
('AC22517-2022-11-02-492','A28-6','MxqMOCxP', 'SU')
('SL22517-2022-11-02-465','S20-9','AblqhTBGmNl', 'LB')
('SL22517-2022-11-02-466','S20-10','jkXF', 'MB')
('SL12058-2022-11-01-466','S20-10','ruRaYelNVrkVT', 'MB')
('SL04652-2022-11-01-506','S22-2','tziNjU', 'MB')
('AC22517-2022-11-02-495','A28-9','jwmx', 'UB')
('AC22517-2022-11-01-468','A26-18','zwpMMIDIZiHWZ', 'SU')
('AC22517-2022-11-01-469','A27-1','quRuVAPjv', 'LB')
('AC22517-2022-11-02-496','A28-10','JssqtKTNBxyCv', 'UB')
('AC04652-2022-11-01-508','A29-4','GnzxEMrkG', 'UB')
('SL22517-2022-11-02-470','S20-14','YHPHlfGPSBU', 'UB')
('SL22517-2022-11-01-491','S21-11','IqXooSlE', 'UB')
('AC04652-2022-11-01-512','A29-8','FSPQYGDu', 'LB')
('AC04652-2022-11-01-513','A29-9','opNsLgwTJeuz', 'UB')
('AC12058-2022-11-01-474','A27-6','GjDfZULLYoybHCK', 'SU')
('AC04652-2022-11-01-514','A29-10','KMlclAkMsX', 'UB')
('SL22517-2022-11-02-471','S20-15','Gb', 'SL')
('AC04652-2022-11-01-516','A29-12','HUEY', 'SU')
('SL22517-2022-11-02-472','S20-16','xRcwDowInl', 'SU')
('AC04652-2022-11-01-520','A29-16','mMkyrTWeMVCqyZBL', 'UB')
('SL12058-2022-11-01-477','S20-21','soFH', 'MB')
('SL12058-2022-11-01-478','S20-22','aajQPNruyKsr', 'UB')
('AC04652-2022-11-02-520','A29-16','zKCRgESFbT', 'UB')
('SL04652-2022-11-01-515','S22-11','NBqOxL', 'UB')
('AC22517-2022-11-02-508','A29-4','IhnFJagG', 'UB')
('AC04652-2022-11-02-523','A30-1','JoTFcGpsT', 'LB')
('AC04652-2022-11-01-522','A29-18','A', 'SU')
('SL22517-2022-11-01-505','S22-1','SHVeDA', 'LB')
('AC22517-2022-11-01-473','A27-5','mSOAR', 'SL')
('AC22517-2022-11-01-477','A27-9','Ontm', 'UB')
('AC22517-2022-11-02-514','A29-10','lPyZTmLThQ', 'UB')
('AC22517-2022-11-01-479','A27-11','IpeVkdik', 'SL')
('SL22517-2022-11-02-482','S21-2','FljpBoaeERV', 'MB')
('SL12058-2022-11-01-483','S21-3','rXShlucYOgHjr', 'UB')
('AC12058-2022-11-01-485','A27-17','nVwiDCTsHlgiLGP', 'SL')
('SL04652-2022-11-01-519','S22-15','Tl', 'SL')
('SL04652-2022-11-02-505','S22-1','UNcgOKJPbf', 'LB')
('SL04652-2022-11-02-506','S22-2','ojjlZVRORdL', 'MB')
('AC04652-2022-11-02-530','A30-8','UiuuHXQl', 'LB')
('SL22517-2022-11-02-488','S21-8','oedBtgjU', 'SU')
('SL22517-2022-11-02-489','S21-9','bwjL', 'LB')
('AC04652-2022-11-01-528','A30-6','astgOuFbRjnfa', 'SU')
('SL22517-2022-11-02-491','S21-11','AVHhRSNiQuXhXqQG', 'UB')
('AC22517-2022-11-01-484','A27-16','QuOdNQxbiq', 'UB')
('AC04652-2022-11-02-534','A30-12','UxVJfuIFUiaNC', 'SU')
('AC22517-2022-11-01-487','A28-1','ahxYsqEF', 'LB')
('SL22517-2022-11-02-493','S21-13','OiBJeJ', 'MB')
('AC04652-2022-11-01-531','A30-9','iI', 'UB')
('AC12058-2022-11-01-498','A28-12','aYtLCACPyjE', 'SU')
('AC22517-2022-11-01-495','A28-9','ofJdWwsYX', 'UB')
('SL22517-2022-11-01-522','S22-18','nwXXuSjwgebC', 'MB')
('AC22517-2022-11-02-526','A30-4','hOuDYWNKD', 'UB')
('SL12058-2022-11-01-500','S21-20','sCHaiKUo', 'LB')
('AC22517-2022-11-01-496','A28-10','YqgDBqKdgT', 'UB')
('SL22517-2022-11-02-496','S21-16','BQ', 'SU')
('AC04652-2022-11-02-539','A30-17','jSht', 'SL')
('SL04652-2022-11-02-519','S22-15','sBDx', 'SL')
('SL04652-2022-11-02-520','S22-16','c', 'SU')
('AC22517-2022-11-01-497','A28-11','hxgqYJOzZGVoPuTj', 'SL')
('SL04652-2022-11-02-522','S22-18','OJVcvO', 'MB')
('AC22517-2022-11-02-529','A30-7','WE', 'LB')
('SL12058-2022-11-01-503','S21-23','tA', 'SL')
('AC04652-2022-11-02-541','A31-1','vH', 'LB')
('AC22517-2022-11-01-499','A28-13','wfruHXEgZkU', 'LB')
('AC12058-2022-11-01-502','A28-16','LqWzPeuOk', 'UB')
('SL12058-2022-11-01-505','S22-1','cvjKrxqFdh', 'LB')
('SL22517-2022-11-01-528','S22-24','LTWqEVL', 'SU')
('SL22517-2022-11-01-529','S23-1','DqKeWOJMa', 'LB')
('AC22517-2022-11-01-501','A28-15','qmaoQNCGTzMvE', 'UB')
('AC22517-2022-11-01-502','A28-16','AfxWoSN', 'UB')
('SL04652-2022-11-02-529','S23-1','KetjXVnFV', 'LB')
('SL04652-2022-11-02-530','S23-2','HTh', 'MB')
('AC04652-2022-11-02-546','A31-6','J', 'SU')
('SL22517-2022-11-01-530','S23-2','ROPvIrs', 'MB')
('AC22517-2022-11-01-506','A29-2','eQ', 'LB')
('SL12058-2022-11-01-510','S22-6','lGibBSE', 'UB')
('SL22517-2022-11-01-532','S23-4','YBqw', 'LB')
('AC22517-2022-11-01-507','A29-3','DHbYkYrYOrNrh', 'UB')
('SL22517-2022-11-02-504','S21-24','aPyfjmVML', 'SU')
('AC22517-2022-11-01-508','A29-4','NAwcXuzcJDgWyriW', 'UB')
('SL12058-2022-11-01-512','S22-8','jDOglyIfxo', 'SU')
('AC12058-2022-11-01-506','A29-2','nQBw', 'LB')
('AC22517-2022-11-02-538','A30-16','i', 'UB')
('AC22517-2022-11-01-510','A29-6','J', 'SU')
('SL22517-2022-11-01-534','S23-6','EI', 'UB')
('SL04652-2022-11-02-533','S23-5','BtNGziBqPO', 'MB')
('SL22517-2022-11-02-509','S22-5','AsncmcBqrYh', 'MB')
('AC04652-2022-11-02-552','A31-12','zOHTIdAlTe', 'SU')
('SL12058-2022-11-01-515','S22-11','ogUynkExuZNxA', 'UB')
('SL22517-2022-11-02-513','S22-9','g', 'LB')
('SL04652-2022-11-01-543','S23-15','AkacvKg', 'SL')
('SL22517-2022-11-02-515','S22-11','XNUnP', 'UB')
('SL22517-2022-11-01-537','S23-9','zFpVjIshueSWCuvr', 'LB')
('SL22517-2022-11-02-516','S22-12','bYXcZhuYbX', 'LB')
('AC04652-2022-11-02-557','A31-17','yXP', 'SL')
('AC22517-2022-11-01-519','A29-15','MLR', 'UB')
('SL22517-2022-11-01-540','S23-12','SvkdgonwERNSC', 'LB')
('SL12058-2022-11-01-520','S22-16','CD', 'SU')
('SL22517-2022-11-01-542','S23-14','GcTpdqOiuX', 'UB')
('AC04652-2022-11-02-559','A32-1','ZEiuwCIC', 'LB')
('AC22517-2022-11-01-522','A29-18','ULCvxAeqeBcFLz', 'SU')
('SL22517-2022-11-02-523','S22-19','wYapqA', 'UB')
('AC22517-2022-11-02-546','A31-6','F', 'SU')
('AC04652-2022-11-01-662','A37-14','QTZzkWp', 'LB')
('SL04652-2022-11-01-645','S27-21','UG', 'MB')
('AC04652-2022-11-02-668','A38-2','nXrFtGUISkKe', 'LB')
('SL12058-2022-11-01-624','S26-24','o', 'SU')
('SL22517-2022-11-01-626','S27-2','IJBiVo', 'MB')
('AC04652-2022-11-02-670','A38-4','XmAlhGwfnaoTkDF', 'UB')
('AC22517-2022-11-01-622','A35-10','iJqpOBWgMJQw', 'UB')
('AC22517-2022-11-01-623','A35-11','UQbJEifAgKL', 'SL')
('AC04652-2022-11-02-671','A38-5','hSuUcJbR', 'SL')
('AC22517-2022-11-02-649','A37-1','wNtk', 'LB')
('SL12058-2022-11-01-628','S27-4','rXQGEtDPwaBhPo', 'LB')
('AC22517-2022-11-01-627','A35-15','HtFdFNSdwsJzbGqH', 'UB')
('SL22517-2022-11-01-627','S27-3','kTUWN', 'UB')
('SL22517-2022-11-01-628','S27-4','dIbTIrYqCmgXYp', 'LB')
('SL22517-2022-11-02-618','S26-18','PqJsRK', 'MB')
('SL04652-2022-11-01-649','S28-1','G', 'LB')
('SL04652-2022-11-02-630','S27-6','og', 'UB')
('AC04652-2022-11-01-666','A37-18','zOAoKygwc', 'SU')
('SL04652-2022-11-02-631','S27-7','fojLOKATgmBT', 'SL')
('SL12058-2022-11-01-634','S27-10','A', 'MB')
('AC04652-2022-11-01-670','A38-4','DyFAikqp', 'UB')
('AC22517-2022-11-01-631','A36-1','vjDgaYwBKqGq', 'LB')
('SL12058-2022-11-01-636','S27-12','OrwUZnKmr', 'LB')
('SL22517-2022-11-02-626','S27-2','RGaSqAktTuy', 'MB')
('AC04652-2022-11-01-729','A41-9','LWo', 'UB')
('SL04652-2022-11-01-716','S30-20','LP', 'LB')
('AC12058-2022-11-01-683','A38-17','A', 'SL')
('SL22517-2022-11-02-691','S29-19','eazpWcwvTQ', 'UB')
('SL04652-2022-11-01-717','S30-21','fUWRPcihX', 'MB')
('SL12058-2022-11-01-704','S30-8','oqsnVnwBuTrfrekt', 'SU')
('SL22517-2022-11-02-693','S29-21','LL', 'MB')
('AC22517-2022-11-01-699','A39-15','IPTXLDDIMTqNu', 'UB')
('SL22517-2022-11-01-710','S30-14','aNNY', 'UB')
('AC22517-2022-11-02-720','A40-18','VywSrbFnJWf', 'SU')
('AC04652-2022-11-02-765','A43-9','gdGDImKVIEbGHM', 'UB')
('SL12058-2022-11-01-705','S30-9','LrFdJhVLBkDJ', 'LB')
('AC04652-2022-11-02-768','A43-12','R', 'SU')
('AC12058-2022-11-01-689','A39-5','ohGgNzhAtU', 'SL')
('SL12058-2022-11-01-784','S33-16','hOc', 'SU')
('SL12058-2022-11-01-785','S33-17','OfframaDFDzilf', 'LB')
('AC12058-2022-11-01-755','A42-17','HpSWBibVlF', 'SL')
('AC22517-2022-11-01-756','A42-18','LLIxSREj', 'SU')
('SL22517-2022-11-01-791','S33-23','nbt', 'SL')
('AC04652-2022-11-01-788','A44-14','A', 'LB')
('AC04652-2022-11-02-834','A47-6','eSl', 'SU')
('AC12058-2022-11-01-758','A43-2','kTH', 'LB')
('SL04652-2022-11-02-781','S33-13','ezgYjCucOauY', 'MB')
('AC22517-2022-11-02-792','A44-18','lNNsdtkQiSHqJN', 'SU')
('AC22517-2022-11-02-825','A46-15','RctGIIRj', 'UB')
('SL22517-2022-11-02-862','S36-22','iXGvfTtuwlBBqOo', 'UB')
('AC22517-2022-11-02-863','A48-17','dSetQH', 'SL')
('SL22517-2022-11-02-863','S36-23','qmbE', 'SL')
('SL22517-2022-11-01-865','S37-1','PJ', 'LB')
('AC22517-2022-11-02-866','A49-2','PTbP', 'LB')
('AC22517-2022-11-01-847','A48-1','ietg', 'LB')
('SL22517-2022-11-01-867','S37-3','tYJghf', 'UB')
('SL04652-2022-11-01-854','S36-14','uRuPJJ', 'UB')
('SL04652-2022-11-02-856','S36-16','u', 'SU')
('SL04652-2022-11-02-857','S36-17','D', 'LB')
('AC12058-2022-11-01-835','A47-7','uIPxDgIiYKvbaVIp', 'LB')
('AC12058-2022-11-01-836','A47-8','LEJ', 'LB')
('AC22517-2022-11-01-855','A48-9','cYhkZLrGsYNN', 'UB')
('SL12058-2022-11-01-862','S36-22','papLLdNvyOvrM', 'UB')
('SL04652-2022-11-01-864','S36-24','yyqQrgmBxcyTph', 'SU')
('AC04652-2022-11-01-875','A49-11','LjsNWUBAPaode', 'SL')
('AC04652-2022-11-02-925','A52-7','qStRz', 'LB')
('SL22517-2022-11-02-879','S37-15','jRUxNMbzxLnI', 'SL')
('SL22517-2022-11-01-884','S37-20','OG', 'LB')
('SL04652-2022-11-02-868','S37-4','isPGybfAlfzgJ', 'LB')
('AC04652-2022-11-02-928','A52-10','VFKvEmmI', 'UB')
('AC22517-2022-11-01-877','A49-13','ihPbYVdlxWw', 'LB')
('AC22517-2022-11-01-878','A49-14','zZgNqgDHPmoKM', 'LB')
('SL22517-2022-11-02-901','S38-13','PmIulLLcZ', 'MB')
('SL22517-2022-11-02-902','S38-14','mAAKQXDdRBBzpd', 'UB')
('AC04652-2022-11-01-897','A50-15','gpageBjtV', 'UB')
('AC22517-2022-11-02-901','A51-1','wIFFZaIjxGyCPvu', 'LB')
('AC04652-2022-11-01-915','A51-15','bCLrTu', 'UB')
('AC22517-2022-11-02-918','A51-18','YLnmxoqfWeQstf', 'SU')
('AC22517-2022-11-02-919','A52-1','er', 'LB')
('SL22517-2022-11-01-926','S39-14','ZFhdwOQE', 'UB')
('SL22517-2022-11-01-927','S39-15','NgyOPEZorykuoD', 'SL')
('SL04652-2022-11-02-907','S38-19','eBrlnrjqNizdtbn', 'UB')
('AC22517-2022-11-02-936','A52-18','dCgeHVHEt', 'SU')
('AC22517-2022-11-01-915','A51-15','ZX', 'UB')
('SL22517-2022-11-02-930','S39-18','z', 'MB')
('SL12058-2022-11-01-908','S38-20','hzacleXWsogCK', 'LB')
('SL12058-2022-11-01-909','S38-21','RsKFf', 'MB')
('AC12058-2022-11-01-891','A50-9','IIcr', 'UB')
('AC22517-2022-11-02-943','A53-7','gascJtAdpWSQ', 'LB')
('AC22517-2022-11-01-918','A51-18','hXOOpNXm', 'SU')
('AC22517-2022-11-01-919','A52-1','WScWlEGOotDxu', 'LB')
('AC22517-2022-11-02-945','A53-9','iihvs', 'UB')
('AC04652-2022-11-02-962','A54-8','pUUmyo', 'LB')
('SL04652-2022-11-02-923','S39-11','SZKc', 'UB')
('AC04652-2022-11-02-965','A54-11','RiWdSw', 'SL')
('SL04652-2022-11-01-996','S42-12','BiXdfNLSfZ', 'LB')
('AC04652-2022-11-02-1017','A57-9','oXDuFsElFyjIKwik', 'UB')
('AC22517-2022-11-02-1012','A57-4','MszKVOk', 'UB')
('SL12058-2022-11-01-978','S41-18','JaC', 'MB')
('AC22517-2022-11-02-1015','A57-7','ENrXwsoCve', 'LB')
('SL22517-2022-11-02-1006','S42-22','LhuvobzPDoBNyu', 'UB')
('SL04652-2022-11-02-985','S42-1','QUnWeWApAyoluTv', 'LB')
('SL04652-2022-11-02-986','S42-2','ClfSiidsAzjvLF', 'MB')
('SL04652-2022-11-02-987','S42-3','gldw', 'UB')
('AC04652-2022-11-01-1003','A56-13','FVEJxAnXMlhGAvP', 'LB')
('AC04652-2022-11-01-1005','A56-15','NSnTxQF', 'UB')
('SL04652-2022-11-02-989','S42-5','VQKkyHhcFVDQ', 'MB')
('AC22517-2022-11-02-1023','A57-15','rGibgvn', 'UB')
('SL22517-2022-11-01-1016','S43-8','vdBpGEk', 'SU')
('SL22517-2022-11-01-1017','S43-9','pZxGuCtsMBPbxx', 'LB')
('SL12058-2022-11-01-991','S42-7','KGjP', 'SL')
('SL04652-2022-11-02-991','S42-7','uPGFCl', 'SL')
('AC04652-2022-11-02-1036','A58-10','puntXdI', 'UB')
('SL12058-2022-11-01-995','S42-11','qgJKAUVln', 'UB')
('AC04652-2022-11-02-1038','A58-12','WaRbmEZmZRpOyvf', 'SU')
('AC22517-2022-11-01-980','A55-8','GIBKmfp', 'LB')
('AC04652-2022-11-01-1012','A57-4','DquXWbAlR', 'UB')
('AC04652-2022-11-02-1039','A58-13','MUPzS', 'LB')
('SL04652-2022-11-01-1016','S43-8','rLRKRkCtHO', 'SU')
('SL12058-2022-11-01-998','S42-14','XbL', 'UB')
('SL04652-2022-11-02-997','S42-13','EtDoaeIFMfpW', 'MB')
('AC22517-2022-11-02-1029','A58-3','welOXGZDho', 'UB')
('SL04652-2022-11-01-1019','S43-11','XrIbLl', 'UB')
('SL04652-2022-11-01-1023','S43-15','kBqIrtELUZOHFHv', 'SL')
('SL22517-2022-11-02-1016','S43-8','zxpIn', 'SU')
('AC04652-2022-11-01-1017','A57-9','XMuXhdlm', 'UB')
('AC22517-2022-11-01-989','A55-17','NufXRdnizI', 'SL')
('AC04652-2022-11-02-1049','A59-5','pmXIkZXUBaGXxbdQ', 'SL')
('AC22517-2022-11-01-991','A56-1','IKFQzBrfCHs', 'LB')
('AC04652-2022-11-02-1051','A59-7','KVujJNMCB', 'LB')
('AC04652-2022-11-01-1061','A59-17','PFlGB', 'SL')
('AC04652-2022-11-01-1064','A60-2','WjWBVgLSk', 'LB')
('SL22517-2022-11-02-1053','S44-21','IdLqtwXgxPjs', 'MB')
('AC12058-2022-11-01-1027','A58-1','PZyxgTZKP', 'LB')
('AC22517-2022-11-01-1032','A58-6','DoTaNc', 'SU')
('AC22517-2022-11-01-1033','A58-7','DvmKCYboKLAoz', 'LB')
('AC22517-2022-11-01-1036','A58-10','XwLaTSoUTCVBy', 'UB')
('AC22517-2022-11-02-1079','A60-17','nZCqTgfzLJLMI', 'SL')
('SL12058-2022-11-01-1046','S44-14','RzfqSffxeE', 'UB')
('AC22517-2022-11-02-1081','A61-1','lrNjgvvRYIg', 'LB')
('SL04652-2022-11-01-1075','S45-19','nEue', 'UB')
('SL04652-2022-11-02-1054','S44-22','XdYY', 'UB')
('AC04652-2022-11-01-1073','A60-11','nhMlWmZZPDClE', 'SL')
('SL22517-2022-11-01-1087','S46-7','iWdQlZwwgZYz', 'SL')
('AC22517-2022-11-02-1083','A61-3','YXdSswFheK', 'UB')
('SL04652-2022-11-01-1084','S46-4','PNlODmcYMcGaZWJz', 'LB')
('SL22517-2022-11-02-1069','S45-13','KmPFm', 'MB')
('SL12058-2022-11-01-1059','S45-3','V', 'UB')
('SL22517-2022-11-02-1071','S45-15','PxDQThsrSIKNrpjC', 'SL')
('AC04652-2022-11-01-1083','A61-3','ld', 'UB')
('AC22517-2022-11-01-1057','A59-13','LHAJl', 'LB')
('SL22517-2022-11-02-1085','S46-5','RpWDwwkbJTaXCWc', 'MB')
('SL22517-2022-11-02-1086','S46-6','cvszjtyDoYtPN', 'UB')
('AC12058-2022-11-01-1055','A59-11','IydQzXaw', 'SL')
('AC12058-2022-11-01-1056','A59-12','kF', 'SU')
('AC22517-2022-11-01-1070','A60-8','NQEUdvEosfNc', 'LB')
('AC04652-2022-11-02-1132','A63-16','JjNPyj', 'UB')
('AC22517-2022-11-01-1077','A60-15','WDaDutV', 'UB')
('SL04652-2022-11-01-1103','S46-23','MjMDKPGLzsdXKfLN', 'SL')
('SL12058-2022-11-01-1084','S46-4','SWB', 'LB')
('SL22517-2022-11-02-1096','S46-16','sDMeOhdqrr', 'SU')
('SL22517-2022-11-02-1097','S46-17','TeWwUHp', 'LB')
('AC22517-2022-11-02-1120','A63-4','lRktJywHa', 'UB')
('AC04652-2022-11-02-1138','A64-4','zmCl', 'UB')
('AC04652-2022-11-02-1139','A64-5','C', 'SL')
('AC12058-2022-11-01-1070','A60-8','rjZWf', 'LB')
('SL22517-2022-11-02-1104','S46-24','LrppcVXdqjSNxK', 'SU')
('AC22517-2022-11-02-1125','A63-9','nYZTxKJ', 'UB')
('SL04652-2022-11-02-1096','S46-16','ygvhAM', 'SU')
('SL04652-2022-11-02-1097','S46-17','CTnbtFGnoLyKXTl', 'LB')
('SL04652-2022-11-02-1098','S46-18','RMwHTEEPF', 'MB')
('AC22517-2022-11-02-1129','A63-13','qbQ', 'LB')
('AC04652-2022-11-01-1114','A62-16','CfTAIcJ', 'UB')
('AC04652-2022-11-01-1116','A62-18','ceUproPif', 'SU')
('SL04652-2022-11-01-1122','S47-18','jkuzEhbuwzHT', 'MB')
('AC04652-2022-11-02-1149','A64-15','nvDIGgOHnt', 'UB')
('AC22517-2022-11-02-1133','A63-17','EBZdlFFUTDiTEHnd', 'SL')
('AC04652-2022-11-02-1151','A64-17','zKHQfTiNodMIk', 'SL')
('SL22517-2022-11-02-1123','S47-19','RICN', 'UB')
('SL04652-2022-11-01-1136','S48-8','XY', 'SU')
('AC22517-2022-11-02-1143','A64-9','ewMEEsCgpqcf', 'UB')
('SL04652-2022-11-01-1140','S48-12','dXsiBRwJkTuTjf', 'LB')
('SL04652-2022-11-02-1118','S47-14','QeRIrVZKb', 'UB')
('SL04652-2022-11-02-1119','S47-15','ieqkfKlcHectjuPx', 'SL')
('AC22517-2022-11-02-1148','A64-14','GLkiah', 'LB')
('SL22517-2022-11-01-1140','S48-12','vtipXqYzpfP', 'LB')
('AC22517-2022-11-01-1109','A62-11','x', 'SL')
('AC22517-2022-11-01-1113','A62-15','wpNslxyuPTMQB', 'UB')
('AC04652-2022-11-02-1174','A66-4','cOzTpNV', 'UB')
('AC12058-2022-11-01-1101','A62-3','wiiiCogZuPyRZn', 'UB')
('SL04652-2022-11-02-1128','S47-24','qormCDGGlMIiKW', 'SU')
('SL04652-2022-11-02-1129','S48-1','TRBnHhGfsW', 'LB')
('AC22517-2022-11-01-1118','A63-2','kCYkqoG', 'LB')
('AC04652-2022-11-01-1146','A64-12','MAvxxMDzEiuSfZt', 'SU')
('AC12058-2022-11-01-1105','A62-7','LTORIoALyeM', 'LB')
('AC04652-2022-11-02-1182','A66-12','igKcjTIncowupc', 'SU')
('AC12058-2022-11-01-1107','A62-9','jeuppOcJHxfbb', 'UB')
('AC22517-2022-11-02-1167','A65-15','IM', 'UB')
('AC04652-2022-11-02-1183','A66-13','K', 'LB')
('AC04652-2022-11-01-1149','A64-15','fWjKsThRO', 'UB')
('AC04652-2022-11-02-1185','A66-15','mBgXraZBEp', 'UB')
('AC12058-2022-11-01-1108','A62-10','mrZeuRMuf', 'UB')
('AC04652-2022-11-01-1151','A64-17','athb', 'SL')
('SL12058-2022-11-01-1134','S48-6','LdLGTBUfxBVKM', 'UB')
('AC04652-2022-11-02-1189','A67-1','icNgibmqYWpUabAk', 'LB')
('AC22517-2022-11-02-1173','A66-3','prWjpV', 'UB')
('AC22517-2022-11-01-1128','A63-12','vSRAdpooZxG', 'SU')
('AC12058-2022-11-01-1120','A63-4','dGSnvKjf', 'UB')
('AC12058-2022-11-01-1121','A63-5','smUMlcrW', 'SL')
('AC04652-2022-11-02-1210','A68-4','xJtbivIe', 'UB')
('AC04652-2022-11-02-1255','A70-13','IDLXegj', 'LB')
('SL04652-2022-11-02-1206','S51-6','GUdHzDYZKjBeQs', 'UB')
('AC04652-2022-11-01-1216','A68-10','WlLipkxbtkprGe', 'UB')
('AC22517-2022-11-02-1228','A69-4','BMskYnPgl', 'UB')
('AC12058-2022-11-01-1178','A66-8','wYDsLxSpRdnFVig', 'LB')
('AC22517-2022-11-02-1231','A69-7','MBBSAFnNwrvjSB', 'LB')
('AC04652-2022-11-02-1263','A71-3','Sihpqgi', 'UB')
('SL12058-2022-11-01-1201','S51-1','qRwoct', 'LB')
('SL12058-2022-11-01-1202','S51-2','pxmkH', 'MB')
('AC22517-2022-11-01-1199','A67-11','rNpZZszw', 'SL')
('AC04652-2022-11-01-1229','A69-5','xoZZKytdKvPEKW', 'SL')
('AC04652-2022-11-02-1268','A71-8','EnyuavwQW', 'LB')
('SL22517-2022-11-02-1233','S52-9','yJexUGn', 'LB')
('AC22517-2022-11-01-1206','A67-18','dsngjKzCliz', 'SU')
('SL22517-2022-11-01-1247','S52-23','nJpNkbuSMvxE', 'SL')
('SL22517-2022-11-02-1237','S52-13','ABgY', 'MB')
('AC04652-2022-11-02-1272','A71-12','SyfXMa', 'SU')
('SL22517-2022-11-01-1249','S53-1','jkQEjNg', 'LB')
('AC22517-2022-11-01-1209','A68-3','vfGoAYixnKvALCG', 'UB')
('SL22517-2022-11-01-1251','S53-3','DT', 'UB')
('AC04652-2022-11-02-1275','A71-15','ChadoxTpVMEzQEdH', 'UB')
('AC04652-2022-11-01-1237','A69-13','dF', 'LB')
('AC22517-2022-11-02-1249','A70-7','CGVYySjP', 'LB')
('SL04652-2022-11-02-1228','S52-4','JHUrnhGiNf', 'LB')
('SL04652-2022-11-02-1231','S52-7','HAYqxWgEdplRLyVt', 'SL')
('AC04652-2022-11-01-1245','A70-3','BhqBsZpqNNd', 'UB')
('SL12058-2022-11-01-1215','S51-15','ZPheGVhn', 'SL')
('AC22517-2022-11-01-1214','A68-8','b', 'LB')
('AC04652-2022-11-01-1250','A70-8','jlS', 'LB')
('AC22517-2022-11-01-1218','A68-12','EbwrXkKcChSPrASx', 'SU')
('SL22517-2022-11-02-1250','S53-2','GpWZmOrBbLfuFxY', 'MB')
('SL04652-2022-11-02-1240','S52-16','VWIWhiNHbMSCGuQ', 'SU')
('SL12058-2022-11-01-1220','S51-20','sWnkv', 'LB')
('AC22517-2022-11-01-1224','A68-18','T', 'SU')
('SL22517-2022-11-02-1251','S53-3','cjHVhiz', 'UB')
('SL04652-2022-11-01-1248','S52-24','KhskafFsctXp', 'SU')
('SL04652-2022-11-01-1249','S53-1','KWveOgiZExoZF', 'LB')
('SL04652-2022-11-02-1244','S52-20','YrqmXCnKG', 'LB')
('SL12058-2022-11-01-1224','S51-24','eHKQNruxYMCylJ', 'SU')
('SL22517-2022-11-02-1255','S53-7','ELPKTSqZszBb', 'SL')
('AC04652-2022-11-02-1288','A72-10','fJ', 'UB')
('AC04652-2022-11-01-1256','A70-14','HMIQnSoEk', 'LB')
('AC22517-2022-11-01-1226','A69-2','EWKoXvXkVA', 'LB')
('AC22517-2022-11-01-1227','A69-3','ytAKrMhTWH', 'UB')
('SL04652-2022-11-02-1247','S52-23','xfbuN', 'SL')
('SL12058-2022-11-01-1227','S52-3','LdskVSelCTPrjVr', 'UB')
('AC22517-2022-11-02-1262','A71-2','frHOSNmkGENfNcIu', 'LB')
('AC04652-2022-11-01-1264','A71-4','LnvIUP', 'UB')
('AC04652-2022-11-01-1265','A71-5','RtJ', 'SL')
('SL12058-2022-11-01-1233','S52-9','Zbr', 'LB')
('SL22517-2022-11-01-1275','S54-3','uyDzJYFwqQhj', 'UB')
('SL04652-2022-11-02-1256','S53-8','uaVXUsHKGwBUy', 'SU')
('SL04652-2022-11-01-1260','S53-12','GXplNGOvU', 'LB')
('AC04652-2022-11-02-1302','A73-6','uQbMdV', 'SU')
('AC22517-2022-11-01-1234','A69-10','mZQpaxYLKLsJaQ', 'UB')
('AC12058-2022-11-01-1223','A68-17','dMeTRfOGnxTh', 'SL')
('AC22517-2022-11-02-1270','A71-10','IFhPzdm', 'UB')
('AC04652-2022-11-01-1271','A71-11','sHsPorjivq', 'SL')
