('SL04652-2022-11-01-11','S1-11','bdPIlrsePUx', 'UB')
('SL22517-2022-11-02-1102','S46-22','YojRRwQUXkRji', 'UB')
('AC12058-2022-11-01-1046','A59-2','DKMOtXfeJkRTKLJx', 'LB')
('AC22517-2022-11-02-1094','A61-14','DypkgSxItIOxlBbE', 'LB')
('SL12058-2022-11-01-1067','S45-11','xGBHQkWlRFcne', 'UB')
('AC22517-2022-11-01-1034','A58-8','N', 'LB')
('SL04652-2022-11-02-1021','S43-13','DOPoJomJKAe', 'MB')
('SL22517-2022-11-01-1072','S45-16','cSGiyf', 'SU')
('SL22517-2022-11-02-1111','S47-7','NrPKGdOX', 'SL')
('AC12058-2022-11-01-1056','A59-12','fmfrWlIOTIeKqSH', 'SU')
('AC04652-2022-11-02-1047','A59-3','GkjaGK', 'UB')
('AC12058-2022-11-01-1058','A59-14','PTGhUlBbtOQD', 'LB')
('AC12058-2022-11-01-1059','A59-15','JOhEG', 'UB')
('AC22517-2022-11-01-1047','A59-3','yZpUkXotUtQS', 'UB')
('SL22517-2022-11-01-1075','S45-19','EvwKvSOZSWV', 'UB')
('SL04652-2022-11-02-1028','S43-20','nyqezwUDdBa', 'LB')
('AC04652-2022-11-02-1053','A59-9','oVMdMLJMwUKXuf', 'UB')
('AC22517-2022-11-02-1113','A62-15','PYadVtqyF', 'UB')
('SL04652-2022-11-01-1081','S46-1','eTGCPJU', 'LB')
('AC12058-2022-11-01-1078','A60-16','AZdwWzgqmT', 'UB')
('AC12058-2022-11-01-1082','A61-2','RQAIKFHhhjC', 'LB')
('AC04652-2022-11-02-1062','A59-18','OZnNhlwhbOsUZ', 'SU')
('SL12058-2022-11-01-1084','S46-4','PCuSxQaXmkotaFiI', 'LB')
('SL22517-2022-11-01-1084','S46-4','VpJmJLHqjrHkags', 'LB')
('SL12058-2022-11-01-1085','S46-5','qFveEZPmiBo', 'MB')
('AC04652-2022-11-02-1064','A60-2','cZoYrynmgPqoieaS', 'LB')
('SL04652-2022-11-01-1085','S46-5','KnWxPokl', 'MB')
('SL04652-2022-11-01-1086','S46-6','hnnKFTlU', 'UB')
('AC04652-2022-11-01-1112','A62-14','c', 'LB')
('SL04652-2022-11-02-1057','S45-1','CatSFlFNLMtqSl', 'LB')
('SL22517-2022-11-02-1134','S48-6','mnzMjQkA', 'UB')
('AC12058-2022-11-01-1094','A61-14','nzOvKW', 'LB')
('AC04652-2022-11-02-1073','A60-11','XhqsCrzvgWEkaxst', 'SL')
('SL12058-2022-11-01-1120','S47-16','tmePnpZFnmLd', 'SU')
('AC04652-2022-11-01-1148','A64-14','epdLCivjYLvyM', 'LB')
('SL04652-2022-11-01-1140','S48-12','XzaNEyVoyVdGL', 'LB')
('AC22517-2022-11-01-1119','A63-3','nNV', 'UB')
('AC22517-2022-11-01-1121','A63-5','dUyIXTZyIlayCy', 'SL')
('SL04652-2022-11-02-1105','S47-1','UIwQRUXILxnYR', 'LB')
('SL04652-2022-11-01-1142','S48-14','urItoEFgwhnswbNs', 'UB')
('AC04652-2022-11-01-1154','A65-2','SoqPaNXPYHMKa', 'LB')
('AC04652-2022-11-02-1123','A63-7','pwlkQqVTNabqNFIS', 'LB')
('AC22517-2022-11-01-1127','A63-11','ALKsIERdGqftcO', 'SL')
('AC04652-2022-11-02-1126','A63-10','MhsQKdPswrfwU', 'UB')
('AC12058-2022-11-01-1135','A64-1','GjAP', 'LB')
('SL04652-2022-11-02-1114','S47-10','GsIClm', 'MB')
('AC22517-2022-11-02-1179','A66-9','JRCSYimQLuH', 'UB')
('AC22517-2022-11-01-1134','A63-18','bb', 'SU')
('SL04652-2022-11-02-1117','S47-13','XPTnhkKxnsEY', 'MB')
('AC12058-2022-11-01-1140','A64-6','DoyaDJGkb', 'SU')
('SL22517-2022-11-01-1161','S49-9','Y', 'LB')
('AC04652-2022-11-01-1179','A66-9','GZqCOHB', 'UB')
('SL04652-2022-11-01-1160','S49-8','eagc', 'SU')
('SL04652-2022-11-01-1161','S49-9','bAAK', 'LB')
('AC04652-2022-11-02-1142','A64-8','DXtfEygSqZ', 'LB')
('SL04652-2022-11-01-1164','S49-12','fjWwenHkJ', 'LB')
('AC22517-2022-11-01-1150','A64-16','FGPIvkHrPkew', 'UB')
('SL22517-2022-11-02-1203','S51-3','syJKOtyD', 'UB')
('SL04652-2022-11-02-1144','S48-16','ye', 'SU')
('AC22517-2022-11-02-1207','A68-1','EBhmLRr', 'LB')
('AC22517-2022-11-01-1157','A65-5','xQ', 'SL')
('AC22517-2022-11-01-1161','A65-9','mYb', 'UB')
('SL22517-2022-11-02-1220','S51-20','sSjbTgnxnIXHnWZ', 'LB')
('SL22517-2022-11-01-1191','S50-15','BlMbTJXRXjK', 'SL')
('SL04652-2022-11-02-1156','S49-4','YwosiCHLZ', 'LB')
('AC12058-2022-11-01-1176','A66-6','gxUkdklnjpzu', 'SU')
('AC12058-2022-11-01-1179','A66-9','uptgEUKpcZx', 'UB')
('AC12058-2022-11-01-1180','A66-10','TsqRHOXYlfP', 'UB')
('AC04652-2022-11-01-1211','A68-5','pS', 'SL')
('SL04652-2022-11-02-1163','S49-11','XJNovainmALonE', 'UB')
('AC04652-2022-11-01-1212','A68-6','ZZytJJkPNpo', 'SU')
('SL12058-2022-11-01-1179','S50-3','xGpqPpz', 'UB')
('SL12058-2022-11-01-1180','S50-4','SMDumazmrgyW', 'LB')
('SL12058-2022-11-01-1181','S50-5','XD', 'MB')
('AC12058-2022-11-01-1186','A66-16','EPSfPlctTL', 'UB')
('SL12058-2022-11-01-1183','S50-7','NfphdBXs', 'SL')
('SL04652-2022-11-01-1193','S50-17','DpRz', 'LB')
('SL04652-2022-11-01-1194','S50-18','Ao', 'MB')
('SL04652-2022-11-01-1198','S50-22','TiR', 'UB')
('SL22517-2022-11-02-1234','S52-10','x', 'MB')
('AC04652-2022-11-02-1186','A66-16','fbYwxgCrH', 'UB')
('AC04652-2022-11-02-1189','A67-1','RFQF', 'LB')
('AC12058-2022-11-01-1198','A67-10','dSrRXzha', 'UB')
('AC04652-2022-11-02-1205','A67-17','kCXD', 'SL')
('SL04652-2022-11-01-1222','S51-22','SGacvjOqLFXMGqd', 'UB')
('AC22517-2022-11-01-1196','A67-8','BvihfikUPgvg', 'LB')
('SL22517-2022-11-02-1256','S53-8','tlHrmuJwVISIOUvm', 'SU')
('AC04652-2022-11-01-1251','A70-9','uvYOQH', 'UB')
('SL04652-2022-11-01-1229','S52-5','arEjs', 'MB')
('SL04652-2022-11-01-1232','S52-8','CICa', 'SU')
('SL22517-2022-11-01-1245','S52-21','LjXpsBNSniWhGBDK', 'MB')
('SL22517-2022-11-01-1247','S52-23','SrXlqEMRsPd', 'SL')
('SL04652-2022-11-02-1202','S51-2','vNbPeMhMG', 'MB')
('AC04652-2022-11-01-1255','A70-13','vSi', 'LB')
('SL22517-2022-11-01-1250','S53-2','cibIJNXCEddnwOrW', 'MB')
('AC04652-2022-11-01-1257','A70-15','lTwyeIFMVV', 'UB')
('AC22517-2022-11-01-1209','A68-3','ASwWuqZCpbJUEfAn', 'UB')
('SL04652-2022-11-02-1209','S51-9','JRvEFhj', 'LB')
('SL12058-2022-11-01-1224','S51-24','zYpR', 'SU')
('AC04652-2022-11-01-1261','A71-1','iU', 'LB')
('AC12058-2022-11-01-1236','A69-12','FWg', 'SU')
('AC22517-2022-11-01-1214','A68-8','eyfDN', 'LB')
('AC22517-2022-11-02-1274','A71-14','BApceRTFiI', 'LB')
('SL04652-2022-11-01-1258','S53-10','hCqJbUvdSLeHX', 'MB')
('AC04652-2022-11-01-1279','A72-1','qa', 'LB')
('SL04652-2022-11-01-1263','S53-15','AQFsmVMIkgwddlUD', 'SL')
('SL22517-2022-11-02-1294','S54-22','ozeOmZsa', 'UB')
('SL22517-2022-11-01-1275','S54-3','crUpUE', 'UB')
('AC22517-2022-11-01-1227','A69-3','RWdwRDkP', 'UB')
('AC22517-2022-11-01-1228','A69-4','wCVkckGT', 'UB')
('AC22517-2022-11-01-1267','A71-7','YhoBUpIcTZqonhtV', 'LB')
('AC04652-2022-11-01-1393','A78-7','GZnmS', 'LB')
('AC12058-2022-11-01-1378','A77-10','FToebIDCChIKJ', 'UB')
('AC12058-2022-11-01-1381','A77-13','oIXnPyjvgC', 'LB')
('AC04652-2022-11-02-1358','A76-8','JpEQZRFaF', 'LB')
('SL12058-2022-11-01-1355','S57-11','TTIsyfJUK', 'UB')
('SL22517-2022-11-02-1410','S59-18','FKCShmTx', 'MB')
('SL22517-2022-11-01-1372','S58-4','tABPLWE', 'LB')
('AC04652-2022-11-02-1364','A76-14','KtNOSlLboY', 'LB')
('SL04652-2022-11-01-1381','S58-13','DlYmReOFNpTshMzE', 'MB')
('SL04652-2022-11-01-1385','S58-17','fDu', 'LB')
('SL04652-2022-11-02-1366','S57-22','rmPMILUN', 'UB')
('AC12058-2022-11-01-1398','A78-12','gYEsDcHUKHmHFxen', 'SU')
('SL22517-2022-11-02-1463','S61-23','ZucdiBTVXXW', 'SL')
('SL04652-2022-11-01-1447','S61-7','DG', 'SL')
('AC04652-2022-11-02-1401','A78-15','MwuOMSLYIG', 'UB')
('SL22517-2022-11-01-1433','S60-17','VxkFzc', 'LB')
('AC04652-2022-11-01-1463','A82-5','bHGmAlqEgHyuKHC', 'SL')
('AC12058-2022-11-01-1453','A81-13','ivHxRYnqqg', 'LB')
('SL22517-2022-11-01-1451','S61-11','yGbv', 'UB')
('AC22517-2022-11-02-1505','A84-11','uEXJFzSYNqQp', 'SL')
('AC04652-2022-11-02-1428','A80-6','dwkrED', 'SU')
('AC04652-2022-11-02-1429','A80-7','xibPriHaZhbeUS', 'LB')
('SL12058-2022-11-01-1438','S60-22','AtakFPDxgMsl', 'UB')
('SL22517-2022-11-02-1502','S63-14','MBtu', 'UB')
('SL04652-2022-11-02-1441','S61-1','rRhD', 'LB')
('AC12058-2022-11-01-1479','A83-3','ADylXdQQysLfdMr', 'UB')
('SL22517-2022-11-02-1509','S63-21','jG', 'MB')
('AC12058-2022-11-01-1485','A83-9','dpJPYetdzKvYUDa', 'UB')
('SL12058-2022-11-01-1451','S61-11','yQulf', 'UB')
('SL22517-2022-11-02-1534','S64-22','zXYt', 'UB')
('SL04652-2022-11-01-1497','S63-9','gLItlzgvaIuPpg', 'LB')
('SL04652-2022-11-02-1462','S61-22','XT', 'UB')
('AC12058-2022-11-01-1528','A85-16','OhHdlVCYSzF', 'UB')
('SL12058-2022-11-01-1491','S63-3','wcKBPhguqQwVNHGm', 'UB')
('AC12058-2022-11-01-1529','A85-17','nuinhJLZgGMXJsDT', 'SL')
('SL22517-2022-11-01-1508','S63-20','sVoyxvYTUhyZUOog', 'LB')
('SL22517-2022-11-02-1564','S66-4','Tq', 'LB')
('SL22517-2022-11-01-1554','S65-18','CnWoB', 'MB')
('SL22517-2022-11-01-1558','S65-22','MsBgz', 'UB')
('SL04652-2022-11-01-1593','S67-9','gXxh', 'LB')
('AC22517-2022-11-01-1565','A87-17','IVHpp', 'SL')
('SL22517-2022-11-02-1654','S69-22','ffLfEmodNiVRRg', 'UB')
('SL04652-2022-11-01-1625','S68-17','UShjaqtdrkwU', 'LB')
('AC22517-2022-11-02-1675','A94-1','ayqoTHiTO', 'LB')
('SL22517-2022-11-01-1649','S69-17','rulHtz', 'LB')
('AC22517-2022-11-01-1600','A89-16','yrRBx', 'UB')
('SL04652-2022-11-02-1628','S68-20','pfbcRA', 'LB')
('AC04652-2022-11-01-1691','A94-17','sI', 'SL')
('SL04652-2022-11-01-1659','S70-3','UmsJwPPpGEDqMv', 'UB')
('SL04652-2022-11-01-1660','S70-4','wPOdCbXPx', 'LB')
('AC12058-2022-11-01-1668','A93-12','BCrxoxa', 'SU')
('SL04652-2022-11-02-1632','S68-24','Egu', 'SU')
('SL04652-2022-11-01-1662','S70-6','je', 'UB')
('SL22517-2022-11-02-1703','S71-23','GWRGROBG', 'SL')
('SL22517-2022-11-01-1661','S70-5','StOAvawxuSrfdEbN', 'MB')
('AC04652-2022-11-02-1608','A90-6','uMouEkVRvkbNoLiq', 'SU')
('SL12058-2022-11-01-1650','S69-18','SNMhPgBuPbULGoje', 'MB')
('AC22517-2022-11-02-1696','A95-4','iI', 'UB')
('AC22517-2022-11-02-1698','A95-6','erTSnzqBlF', 'SU')
('SL22517-2022-11-02-1711','S72-7','uwwY', 'SL')
('SL22517-2022-11-02-1712','S72-8','c', 'SU')
('SL04652-2022-11-02-1639','S69-7','nMjsi', 'SL')
('AC22517-2022-11-02-1704','A95-12','vjDHwiHqmBcGD', 'SU')
('SL22517-2022-11-01-1673','S70-17','gg', 'LB')
('SL22517-2022-11-02-1717','S72-13','EuARSpGgLJrtCv', 'MB')
('AC22517-2022-11-02-1706','A95-14','xAjqp', 'LB')
('SL04652-2022-11-01-1695','S71-15','ZwSRBBl', 'SL')
('SL22517-2022-11-01-1706','S72-2','zbcF', 'MB')
('SL22517-2022-11-02-1738','S73-10','UtQJlWSASb', 'MB')
('AC22517-2022-11-02-1744','A97-16','wXDRH', 'UB')
('SL22517-2022-11-01-1712','S72-8','zNOrIIQGmfQgYY', 'SU')
('SL04652-2022-11-02-1687','S71-7','tpBhuBmCWVNjXtf', 'SL')
('AC04652-2022-11-01-1757','A98-11','jWmPaYJXnMzccJs', 'SL')
('SL04652-2022-11-02-1692','S71-12','TOChpNQrHpqOTeZD', 'LB')
('AC04652-2022-11-01-1761','A98-15','nvNYJYWCNc', 'UB')
('SL04652-2022-11-01-1711','S72-7','auMCZRgeSQhY', 'SL')
('SL12058-2022-11-01-1698','S71-18','obBV', 'MB')
('AC22517-2022-11-02-1765','A99-1','DrcOucLNthuQtRXQ', 'LB')
('AC22517-2022-11-01-1667','A93-11','LKn', 'SL')
('AC22517-2022-11-02-1766','A99-2','qSqAyP', 'LB')
('AC04652-2022-11-01-1767','A99-3','OV', 'UB')
('AC22517-2022-11-02-1768','A99-4','pIJaQQvY', 'UB')
('AC22517-2022-11-02-1769','A99-5','FfFLCiyWcnk', 'SL')
('AC04652-2022-11-02-1658','A93-2','OjGsois', 'LB')
('SL22517-2022-11-02-1754','S74-2','tKEDLmpuDeCBh', 'MB')
('AC04652-2022-11-01-1771','A99-7','qEf', 'LB')
('SL22517-2022-11-02-1756','S74-4','zseyKcBSlinc', 'LB')
('AC04652-2022-11-02-1660','A93-4','FXUThwppOg', 'UB')
('AC22517-2022-11-01-1675','A94-1','MUdDETTNs', 'LB')
('AC22517-2022-11-01-1676','A94-2','HhM', 'LB')
('AC22517-2022-11-02-1775','A99-11','ZbvWjhz', 'SL')
('SL22517-2022-11-01-1748','S73-20','RgD', 'LB')
('AC22517-2022-11-01-1683','A94-9','hNVlzz', 'UB')
('SL12058-2022-11-01-1715','S72-11','mnGTq', 'UB')
('AC04652-2022-11-01-1783','A100-1','FxPRzjxoOlgDWiMS', 'LB')
('AC12058-2022-11-01-1731','A97-3','LZCrpfbg', 'UB')
('AC04652-2022-11-01-1784','A100-2','yJnCJyxpqnxOp', 'LB')
('SL04652-2022-11-01-1734','S73-6','BMETWvKZL', 'UB')
('SL22517-2022-11-02-1769','S74-17','xDLYZzBYcunzdl', 'LB')
('AC22517-2022-11-01-1696','A95-4','T', 'UB')
('SL04652-2022-11-02-1727','S72-23','LMTbqwbZVHj', 'SL')
('AC04652-2022-11-01-1806','A101-6','ssmhKGDPAQ', 'SU')
('AC12058-2022-11-01-1756','A98-10','uGGFsT', 'UB')
('SL12058-2022-11-01-1745','S73-17','XkvdWySCQR', 'LB')
('AC22517-2022-11-01-1708','A95-16','RUfbAabuVILtKK', 'UB')
('SL22517-2022-11-02-1792','S75-16','LsXfO', 'SU')
('AC04652-2022-11-01-1827','A102-9','EpBWljUf', 'UB')
('AC12058-2022-11-01-1776','A99-12','CyszXcniVIxhMg', 'SU')
('SL22517-2022-11-01-1803','S76-3','snMQstGCQ', 'UB')
('AC04652-2022-11-02-1716','A96-6','L', 'SU')
('SL04652-2022-11-01-1768','S74-16','KJmoAxuvHW', 'SU')
('AC22517-2022-11-02-1823','A102-5','BSwcIcxPR', 'SL')
('SL04652-2022-11-01-1771','S74-19','uHLkIlBFxHoVRSB', 'UB')
('AC22517-2022-11-02-1827','A102-9','LuIZDJxXCQ', 'UB')
('SL22517-2022-11-01-1816','S76-16','ZSL', 'SU')
('SL22517-2022-11-02-1818','S76-18','vqLjz', 'MB')
('AC04652-2022-11-01-1849','A103-13','fNYIaZS', 'LB')
('SL04652-2022-11-01-1780','S75-4','ydloNFLDm', 'LB')
('SL22517-2022-11-01-1824','S76-24','x', 'SU')
('AC22517-2022-11-02-1838','A103-2','AxBIoSbLdQxxXJqz', 'LB')
('SL22517-2022-11-01-1828','S77-4','cic', 'LB')
('SL22517-2022-11-02-1830','S77-6','hlwbDnYfdWEVWK', 'UB')
('SL12058-2022-11-01-1786','S75-10','hPDDwleEpwgxszJ', 'MB')
('SL22517-2022-11-01-1832','S77-8','vXHvmdDQqwM', 'SU')
('SL22517-2022-11-01-1833','S77-9','hUFWCwZodFgV', 'LB')
('SL22517-2022-11-01-1835','S77-11','ciQPt', 'UB')
('SL22517-2022-11-01-1836','S77-12','jxn', 'LB')
('SL22517-2022-11-01-1837','S77-13','VqAHVfPY', 'MB')
('SL22517-2022-11-02-1834','S77-10','ggympP', 'MB')
('SL04652-2022-11-01-1846','S77-22','REurGDtUrIdQiEuz', 'UB')
('AC04652-2022-11-02-1788','A100-6','Op', 'SU')
('SL04652-2022-11-02-1830','S77-6','Fpbi', 'UB')
('AC22517-2022-11-02-1891','A106-1','P', 'LB')
('AC22517-2022-11-01-1796','A100-14','wMMr', 'LB')
('SL22517-2022-11-02-1879','S79-7','BztVGOfdBZFvqio', 'SL')
('SL04652-2022-11-02-1836','S77-12','tYyN', 'LB')
('AC22517-2022-11-01-1804','A101-4','aMpDDr', 'UB')
('SL22517-2022-11-02-1887','S79-15','SjHKVvrtIsxaDFSr', 'SL')
('SL22517-2022-11-01-1892','S79-20','FTYeRClH', 'LB')
('AC04652-2022-11-02-1807','A101-7','vOJFDZjl', 'LB')
('SL04652-2022-11-02-1848','S77-24','Sp', 'SU')
('SL22517-2022-11-01-1895','S79-23','jsvIEQLjxTjjas', 'SL')
('AC22517-2022-11-02-1909','A107-1','GJPsQttf', 'LB')
('AC04652-2022-11-01-1924','A107-16','qcpWmIBibyAFUjUo', 'UB')
('SL04652-2022-11-02-1850','S78-2','cWaC', 'MB')
('SL12058-2022-11-01-1855','S78-7','txEpnDgkjSpb', 'SL')
('AC04652-2022-11-01-1926','A107-18','beLNWtRYhnKR', 'SU')
('AC22517-2022-11-02-1914','A107-6','H', 'SU')
('AC04652-2022-11-01-1929','A108-3','ZJESHvOZepFn', 'UB')
('SL04652-2022-11-02-1852','S78-4','yzqTUuxPL', 'LB')
('SL22517-2022-11-02-1907','S80-11','NxHtoWbbO', 'UB')
('AC12058-2022-11-01-1890','A105-18','lNcMDXFIxA', 'SU')
('SL22517-2022-11-01-1914','S80-18','JzJUfid', 'MB')
('SL22517-2022-11-01-1918','S80-22','ogbiluczpHiouMK', 'UB')
('AC22517-2022-11-01-1841','A103-5','pvwRwUb', 'SL')
('SL22517-2022-11-01-1927','S81-7','yM', 'SL')
('SL12058-2022-11-01-1875','S79-3','HInfnsxXZpCbcc', 'UB')
('AC22517-2022-11-01-1843','A103-7','x', 'LB')
('AC22517-2022-11-02-1937','A108-11','mhdprNpJQoXRT', 'SL')
('AC04652-2022-11-02-1842','A103-6','gbkGYbKQrNjVe', 'SU')
('AC12058-2022-11-01-1914','A107-6','UpEhIuqqLMPae', 'SU')
('SL12058-2022-11-01-1880','S79-8','sVfagbfxipKrn', 'SU')
('SL22517-2022-11-02-1935','S81-15','gPCTErEHStCheG', 'SL')
('SL22517-2022-11-02-1936','S81-16','BTqONAboxKEJnFl', 'SU')
('AC04652-2022-11-01-1956','A109-12','JzzopEYhYRZWbi', 'SU')
('AC12058-2022-11-01-1917','A107-9','nyLOCSkWBki', 'UB')
('AC04652-2022-11-02-1845','A103-9','rgaEpvzVBmCMI', 'UB')
('SL12058-2022-11-01-1881','S79-9','aS', 'LB')
('SL22517-2022-11-01-1938','S81-18','UiUdK', 'MB')
('SL04652-2022-11-01-1922','S81-2','FamhiJoasGfrh', 'MB')
('SL04652-2022-11-01-1923','S81-3','slvamYzHSLiLQXX', 'UB')
('AC12058-2022-11-01-1921','A107-13','T', 'LB')
('SL22517-2022-11-02-1938','S81-18','kbyePWKhHIk', 'MB')
('SL22517-2022-11-02-1939','S81-19','RePbyaWe', 'UB')
('SL04652-2022-11-02-1882','S79-10','oxjiv', 'MB')
('AC04652-2022-11-02-1851','A103-15','bpBpNTlsmgxv', 'UB')
('SL04652-2022-11-02-1887','S79-15','RXeQwNNSNzNPBke', 'SL')
('AC22517-2022-11-01-1865','A104-11','ZwDWs', 'SL')
('AC22517-2022-11-02-1964','A110-2','Zrt', 'LB')
('AC04652-2022-11-02-1862','A104-8','APjgcT', 'LB')
('AC04652-2022-11-02-1864','A104-10','CVktHJdKcFy', 'UB')
('SL12058-2022-11-01-1894','S79-22','nslZNHu', 'UB')
('SL12058-2022-11-01-1946','S82-2','oeyXZyuhIiUf', 'MB')
('AC22517-2022-11-02-2016','A112-18','hvxQmMBkwW', 'SU')
('AC22517-2022-11-01-1906','A106-16','wTwLdfa', 'UB')
('SL22517-2022-11-02-2012','S84-20','OSA', 'LB')
('SL22517-2022-11-01-2001','S84-9','DiqmbDeZOMeY', 'LB')
('SL04652-2022-11-02-1948','S82-4','TDovBtFRv', 'LB')
('SL04652-2022-11-02-1949','S82-5','BEdbNEAGz', 'MB')
('SL12058-2022-11-01-1965','S82-21','tm', 'MB')
('AC22517-2022-11-01-1918','A107-10','zLH', 'UB')
('AC04652-2022-11-01-2034','A113-18','O', 'SU')
('AC22517-2022-11-01-1920','A107-12','tTVwpBrWPCjZD', 'SU')
('AC22517-2022-11-01-1921','A107-13','OmTbFmAYNxELZqvf', 'LB')
('AC22517-2022-11-01-1922','A107-14','wlAzieFvqz', 'LB')
('SL22517-2022-11-02-2020','S85-4','lXeKhzmylyqymu', 'LB')
('SL22517-2022-11-02-2021','S85-5','TzIWEK', 'MB')
('AC04652-2022-11-02-1979','A110-17','yffZozdSZMAAbz', 'SL')
('SL04652-2022-11-02-2011','S84-19','EZnmXyrNJ', 'UB')
('SL04652-2022-11-01-2070','S87-6','DpFMdB', 'UB')
('AC12058-2022-11-01-2049','A114-15','taz', 'UB')
('AC04652-2022-11-01-2085','A116-15','aYiwZGuaHKOEEhDu', 'UB')
('SL12058-2022-11-01-2032','S85-16','CKZ', 'SU')
('AC22517-2022-11-01-1985','A111-5','xwKEWtxBujgaDj', 'SL')
('SL22517-2022-11-01-2069','S87-5','Ur', 'MB')
('AC04652-2022-11-02-1995','A111-15','rH', 'UB')
('SL22517-2022-11-02-2076','S87-12','oVlACWctr', 'LB')
('SL12058-2022-11-01-2044','S86-4','d', 'LB')
('SL22517-2022-11-01-2073','S87-9','cns', 'LB')
('SL22517-2022-11-01-2074','S87-10','QOBXPatHD', 'MB')
('SL04652-2022-11-02-2033','S85-17','GcpLfwc', 'LB')
('AC04652-2022-11-01-2104','A117-16','nTdCkTmQcGqYUTFA', 'UB')
('SL04652-2022-11-02-2039','S85-23','TtlLCZpLjNA', 'SL')
('SL04652-2022-11-01-2109','S88-21','eEiMT', 'MB')
('AC22517-2022-11-02-2115','A118-9','YKuvflKD', 'UB')
('SL04652-2022-11-01-2112','S88-24','SWBlvjxeApRpmwar', 'SU')
('SL04652-2022-11-02-2069','S87-5','svuYU', 'MB')
('AC04652-2022-11-02-2041','A114-7','JXab', 'LB')
('SL04652-2022-11-01-2123','S89-11','nASRtFyWH', 'UB')
('AC22517-2022-11-01-2027','A113-11','IiLny', 'SL')
('SL22517-2022-11-02-2121','S89-9','ln', 'LB')
('AC22517-2022-11-01-2031','A113-15','d', 'UB')
('SL12058-2022-11-01-2092','S88-4','JxkEgX', 'LB')
('SL22517-2022-11-02-2141','S90-5','zDo', 'MB')
('AC22517-2022-11-02-2145','A120-3','OCcBE', 'UB')
('AC22517-2022-11-01-2050','A114-16','dWJQELOYHEeu', 'UB')
('AC12058-2022-11-01-2107','A118-1','oohIfETvJZOB', 'LB')
('SL12058-2022-11-01-2104','S88-16','fDHvviV', 'SU')
('AC12058-2022-11-01-2109','A118-3','MTOhnOH', 'UB')
('AC22517-2022-11-01-2053','A115-1','rVRoP', 'LB')
('AC22517-2022-11-02-2157','A120-15','CNcmizlgMuYc', 'UB')
('AC22517-2022-11-01-2057','A115-5','ABfeG', 'SL')
('AC22517-2022-11-02-2159','A120-17','ktTQDN', 'SL')
('AC04652-2022-11-01-2175','A121-15','szUcLIknBsRI', 'UB')
('AC22517-2022-11-01-2060','A115-8','IiCYklKbWVd', 'LB')
('SL04652-2022-11-02-2155','S90-19','GDKlN', 'UB')
('AC04652-2022-11-01-2219','A124-5','pQNIdIKAZR', 'SL')
('SL04652-2022-11-01-2194','S92-10','xComYCRi', 'MB')
('AC04652-2022-11-01-2224','A124-10','sesUJCFVIKQTnvR', 'UB')
('SL22517-2022-11-01-2191','S92-7','tKGDNq', 'SL')
('SL12058-2022-11-01-2153','S90-17','GqNB', 'LB')
('AC22517-2022-11-01-2107','A118-1','IEiQUecYIClcDMRG', 'LB')
('SL22517-2022-11-02-2197','S92-13','iRTZMOSz', 'MB')
('SL22517-2022-11-02-2198','S92-14','eLXpFsKOM', 'UB')
('AC04652-2022-11-02-2129','A119-5','mctXgHMPEgTV', 'SL')
('AC22517-2022-11-01-2110','A118-4','DKqOpFsO', 'UB')
('AC22517-2022-11-01-2111','A118-5','uFHyyKOSP', 'SL')
('SL22517-2022-11-01-2203','S92-19','AAZIhaalFIffNdck', 'UB')
('SL12058-2022-11-01-2173','S91-13','cDBb', 'MB')
('SL22517-2022-11-02-2208','S92-24','SFb', 'SU')
('SL12058-2022-11-01-2176','S91-16','yUeelb', 'SU')
('SL04652-2022-11-01-2210','S93-2','WXCZeIujIoblqZXf', 'MB')
('SL04652-2022-11-01-2222','S93-14','jGcUmnlBboXrgQp', 'UB')
('AC12058-2022-11-01-2199','A123-3','qpzkBleUDiwUD', 'UB')
('SL12058-2022-11-01-2199','S92-15','vGX', 'SL')
('AC22517-2022-11-01-2143','A120-1','IsnJWazZLwgdsBCM', 'LB')
('AC04652-2022-11-01-2263','A126-13','ydtAMJMBzuLlKuRo', 'LB')
('SL22517-2022-11-02-2236','S94-4','QebDwDLbaKqaBFAN', 'LB')
('SL04652-2022-11-01-2240','S94-8','aDQbIMZ', 'SU')
('SL22517-2022-11-01-2259','S95-3','VkfGFHUlFLqO', 'UB')
('AC22517-2022-11-01-2173','A121-13','FlRPlCDjFxKUu', 'LB')
('AC22517-2022-11-02-2278','A127-10','NUxYGln', 'UB')
('SL04652-2022-11-01-2267','S95-11','ZXokfLbNH', 'UB')
('SL04652-2022-11-01-2268','S95-12','yxpwYGjgeq', 'LB')
('AC04652-2022-11-01-2293','A128-7','etjmjlaZKEmYoCG', 'LB')
('AC04652-2022-11-02-2215','A124-1','lYrgYC', 'LB')
('AC22517-2022-11-02-2299','A128-13','tTPIBZI', 'LB')
('SL22517-2022-11-02-2301','S96-21','Bkrc', 'MB')
('AC12058-2022-11-01-2278','A127-10','ZVYqdyhLqTDCxP', 'UB')
('AC22517-2022-11-02-2315','A129-11','wWrGqZsX', 'SL')
('AC04652-2022-11-02-2235','A125-3','cVFCpNbOK', 'UB')
('AC12058-2022-11-01-2283','A127-15','TT', 'UB')
('AC12058-2022-11-01-2284','A127-16','tMTVKTEwWZhTNJh', 'UB')
('SL04652-2022-11-02-2285','S96-5','FzfSnvNRGg', 'MB')
