('SL22517-2022-11-02-4','S1-4','pAYqNDgtLvy', 'LB')
('AC12058-2022-11-01-4292','A239-8','DtfZqfw', 'LB')
('SL04652-2022-11-02-4212','S176-12','te', 'LB')
('SL04652-2022-11-02-4213','S176-13','zDJJphW', 'MB')
('SL12058-2022-11-01-4289','S179-17','ydyVPVgYBPiaw', 'LB')
('SL12058-2022-11-01-4292','S179-20','StOIAMOKOYrEjTqp', 'LB')
('AC04652-2022-11-02-4239','A236-9','eUTKeGawfHxRhD', 'UB')
('AC04652-2022-11-01-4330','A241-10','gYIZQRTfpzf', 'UB')
('SL22517-2022-11-02-4378','S183-10','AFG', 'MB')
('AC04652-2022-11-02-4241','A236-11','zSbQzcSyTvjhZt', 'SL')
('SL22517-2022-11-01-4312','S180-16','CybFwBdtBsRZsL', 'SU')
('SL22517-2022-11-01-4377','S183-9','wxf', 'LB')
('SL22517-2022-11-02-4454','S186-14','mQQinDFGVYSwlC', 'UB')
('AC22517-2022-11-02-4442','A247-14','ywrSJVlEJ', 'LB')
('SL04652-2022-11-01-4373','S183-5','TSBGVXNrjCYSta', 'MB')
('SL04652-2022-11-02-4300','S180-4','jzZzumM', 'LB')
('SL12058-2022-11-01-4371','S183-3','JuTEEVqxR', 'UB')
('AC04652-2022-11-02-4318','A240-16','ByPYyLgMCocD', 'UB')
('SL22517-2022-11-02-4470','S187-6','bUhKiGfWpTgdqw', 'UB')
('AC04652-2022-11-02-4320','A240-18','OJkRgpLqnf', 'SU')
('SL22517-2022-11-01-4397','S184-5','sUxkdJvtqTTmUiF', 'MB')
('SL04652-2022-11-01-4398','S184-6','cdc', 'UB')
('AC22517-2022-11-02-4465','A249-1','VsIwGtTCcFigu', 'LB')
('SL22517-2022-11-02-4491','S188-3','SxrzjNURdXl', 'UB')
('AC04652-2022-11-02-4352','A242-14','ZQOYjAlh', 'LB')
('AC04652-2022-11-02-4353','A242-15','BkQTn', 'UB')
('AC22517-2022-11-01-4229','A235-17','MneySvJTwtxR', 'SL')
('AC22517-2022-11-02-4470','A249-6','lDwLJ', 'SU')
('AC22517-2022-11-01-4233','A236-3','x', 'UB')
('SL12058-2022-11-01-4399','S184-7','wLuQ', 'SL')
('SL04652-2022-11-02-4355','S182-11','BjFmeceRFvqQG', 'UB')
('SL22517-2022-11-01-4444','S186-4','zJ', 'LB')
('SL04652-2022-11-01-4429','S185-13','dj', 'MB')
('AC12058-2022-11-01-4430','A247-2','a', 'LB')
('SL04652-2022-11-02-4359','S182-15','BSNvCiHLJvFtr', 'SL')
('SL22517-2022-11-02-4534','S189-22','VzCSLsB', 'UB')
('SL04652-2022-11-02-4367','S182-23','FfsOlwrcwQmxYRpx', 'SL')
('SL22517-2022-11-01-4463','S186-23','YjOfZlGZaYqvYcUo', 'SL')
('AC04652-2022-11-02-4394','A245-2','wqVRY', 'LB')
('SL04652-2022-11-01-4443','S186-3','ZSWW', 'UB')
('AC22517-2022-11-02-4511','A251-11','OKcmWkvWw', 'SL')
('SL22517-2022-11-02-4537','S190-1','VypmiEJTDxPG', 'LB')
('AC04652-2022-11-02-4397','A245-5','EXOeEOl', 'SL')
('SL04652-2022-11-01-4444','S186-4','RKoT', 'LB')
('SL22517-2022-11-02-4539','S190-3','hGHGgqwtHRQ', 'UB')
('SL22517-2022-11-01-4467','S187-3','tIvfF', 'UB')
('SL22517-2022-11-02-4540','S190-4','fJmBXAHENdyQEFAa', 'LB')
('AC22517-2022-11-02-4517','A251-17','nBfDiH', 'SL')
('AC12058-2022-11-01-4443','A247-15','EVSj', 'UB')
('SL22517-2022-11-02-4547','S190-11','cW', 'UB')
('AC04652-2022-11-02-4408','A245-16','PoruXqyoodwIiJtI', 'UB')
('SL22517-2022-11-01-4470','S187-6','kMGfji', 'UB')
('AC04652-2022-11-01-4500','A250-18','pW', 'SU')
('AC12058-2022-11-01-4450','A248-4','kyvzPrL', 'UB')
('AC12058-2022-11-01-4451','A248-5','M', 'SL')
('SL04652-2022-11-02-4385','S183-17','wvWuqwwkRQLOHPH', 'LB')
('AC12058-2022-11-01-4453','A248-7','CXTC', 'LB')
('SL04652-2022-11-01-4457','S186-17','IApnWkT', 'LB')
('SL04652-2022-11-02-4388','S183-20','VdCTPdYkRYctTuNN', 'LB')
('SL22517-2022-11-01-4479','S187-15','mWSuRtOMcwj', 'SL')
('AC04652-2022-11-01-4512','A251-12','uLvwRs', 'SU')
('AC22517-2022-11-02-4531','A252-13','QjcYTSdflaLdZNZ', 'LB')
('AC04652-2022-11-02-4413','A246-3','zbw', 'UB')
('SL22517-2022-11-01-4489','S188-1','LabkJYkRWnQ', 'LB')
('AC04652-2022-11-01-4517','A251-17','CJHMFFTtfi', 'SL')
('SL04652-2022-11-02-4419','S185-3','VsrVevCcOZygEija', 'UB')
('SL12058-2022-11-01-4481','S187-17','ZDRfi', 'LB')
('SL22517-2022-11-02-4590','S192-6','CDKPacDhkarq', 'UB')
('AC22517-2022-11-02-4553','A253-17','N', 'SL')
('SL04652-2022-11-02-4422','S185-6','u', 'UB')
('SL22517-2022-11-02-4591','S192-7','bwyYKxYvkaoVAw', 'SL')
('SL22517-2022-11-01-4525','S189-13','Tl', 'MB')
('AC12058-2022-11-01-4497','A250-15','WkseagMOMmAO', 'UB')
('SL04652-2022-11-02-4429','S185-13','blccaoZloSc', 'MB')
('AC04652-2022-11-01-4556','A254-2','gdryuOGSNEh', 'LB')
('AC04652-2022-11-01-4557','A254-3','XlDJAtVQ', 'UB')
('AC22517-2022-11-02-4566','A254-12','G', 'SU')
('SL22517-2022-11-01-4533','S189-21','oBYXrLVkqEumtXuR', 'MB')
('SL04652-2022-11-01-4520','S189-8','LJdgRMfYvA', 'SU')
('SL22517-2022-11-01-4540','S190-4','rjbjzdaLpDLE', 'LB')
('SL22517-2022-11-01-4541','S190-5','BdKfCxSOrhQmRjG', 'MB')
('AC04652-2022-11-02-4469','A249-5','sxMldhAwjkyIygLk', 'SL')
('SL22517-2022-11-02-4617','S193-9','BBNAHL', 'LB')
('AC12058-2022-11-01-4518','A251-18','Iy', 'SU')
('AC22517-2022-11-01-4372','A243-16','iOXBJK', 'UB')
('SL04652-2022-11-01-4535','S189-23','fioWoL', 'SL')
('AC22517-2022-11-01-4374','A243-18','T', 'SU')
('AC12058-2022-11-01-4524','A252-6','pykSwkceC', 'SU')
('SL04652-2022-11-01-4537','S190-1','XiHUh', 'LB')
('AC22517-2022-11-01-4379','A244-5','bwaGArKDVsxiHqoA', 'SL')
('SL12058-2022-11-01-4519','S189-7','UJSqmwEfgsJe', 'SL')
('SL22517-2022-11-02-4624','S193-16','sGqPvT', 'SU')
('SL22517-2022-11-02-4627','S193-19','dxUHqLvHKAEPXhSv', 'UB')
('AC12058-2022-11-01-4533','A252-15','oR', 'UB')
('AC04652-2022-11-01-4588','A255-16','UdfBUWagDVYLWDpt', 'UB')
('AC22517-2022-11-01-4384','A244-10','GgWUhyVZJlDikH', 'UB')
('SL22517-2022-11-02-4631','S193-23','HRuZrBtY', 'SL')
('AC04652-2022-11-02-4492','A250-10','hmMBAQzLLTPDp', 'UB')
('SL22517-2022-11-01-4567','S191-7','oD', 'SL')
('AC22517-2022-11-02-4595','A256-5','lROwvXvZFwsR', 'SL')
('AC12058-2022-11-01-4544','A253-8','Kjth', 'LB')
('AC22517-2022-11-02-4599','A256-9','xJoUkLBz', 'UB')
('AC04652-2022-11-01-4601','A256-11','uPqNWeSDjSneNdZ', 'SL')
('SL04652-2022-11-02-4479','S187-15','FEpPtHfSgnUdBhG', 'SL')
('AC04652-2022-11-01-4603','A256-13','JFVtXQp', 'LB')
('AC04652-2022-11-01-4604','A256-14','MCGM', 'LB')
('SL04652-2022-11-02-4482','S187-18','txdDEVyvp', 'MB')
('AC22517-2022-11-02-4602','A256-12','bfhbEEed', 'SU')
('SL22517-2022-11-01-4576','S191-16','hwmIqAlW', 'SU')
('AC04652-2022-11-02-4507','A251-7','WMM', 'LB')
('AC22517-2022-11-02-4605','A256-15','GwrjbVmjxb', 'UB')
('SL04652-2022-11-01-4565','S191-5','rzKqquQYBtJntQWY', 'MB')
('AC12058-2022-11-01-4556','A254-2','VYxtpWns', 'LB')
('SL12058-2022-11-01-4544','S190-8','iEFtyCmfki', 'SU')
('AC22517-2022-11-02-4622','A257-14','gHsMLGkdU', 'LB')
('AC12058-2022-11-01-4571','A254-17','lTeEr', 'SL')
('SL22517-2022-11-01-4592','S192-8','cJoEyHNWQfPF', 'SU')
('AC04652-2022-11-01-4619','A257-11','BPmFiZdD', 'SL')
('SL04652-2022-11-02-4509','S188-21','cZLMPFyCbICdt', 'MB')
('SL04652-2022-11-01-4597','S192-13','oKlfQHTYIyZvHX', 'MB')
('SL04652-2022-11-02-4547','S190-11','RfbHEdQBcnmJOuO', 'UB')
('AC22517-2022-11-01-4439','A247-11','RApMzkMhYSYaby', 'SL')
('SL22517-2022-11-01-4621','S193-13','mBAeffwC', 'MB')
('SL04652-2022-11-02-4559','S190-23','xeQQjT', 'SL')
('SL22517-2022-11-01-4625','S193-17','dF', 'LB')
('SL04652-2022-11-02-4562','S191-2','wZRJQC', 'MB')
('AC04652-2022-11-02-4572','A254-18','IKbgwrxX', 'SU')
('AC12058-2022-11-01-4628','A258-2','OXryigBbXLIOKwI', 'LB')
('SL04652-2022-11-02-4566','S191-6','uFMTH', 'UB')
('AC22517-2022-11-01-4461','A248-15','cBWAW', 'UB')
('AC22517-2022-11-01-4462','A248-16','jmVLoQzlzAmNqvz', 'UB')
('SL12058-2022-11-01-4617','S193-9','nloFjdf', 'LB')
('SL12058-2022-11-01-4618','S193-10','RZCvjlr', 'MB')
('SL12058-2022-11-01-4660','S195-4','gUEILRkpP', 'LB')
('AC22517-2022-11-02-4735','A264-1','CwyhCIqUGW', 'LB')
('SL22517-2022-11-02-4756','S199-4','dUrDvBW', 'LB')
('AC04652-2022-11-02-4618','A257-10','OFqXP', 'UB')
('AC12058-2022-11-01-4678','A260-16','fIGBssjM', 'UB')
('SL22517-2022-11-01-4675','S195-19','mRP', 'UB')
('SL04652-2022-11-02-4615','S193-7','QgPspaIh', 'SL')
('SL04652-2022-11-01-4676','S195-20','mpkYIXLtiRN', 'LB')
('AC22517-2022-11-01-4512','A251-12','osaPKHZpUVvLJSw', 'SU')
('AC12058-2022-11-01-4720','A263-4','B', 'UB')
('AC12058-2022-11-01-4721','A263-5','RqmviTsAnbkaNQ', 'SL')
('SL04652-2022-11-01-4717','S197-13','WDGLttax', 'MB')
('AC22517-2022-11-02-4786','A266-16','XTaSYg', 'UB')
('SL22517-2022-11-02-4796','S200-20','CHFJewmQjRkkFVes', 'LB')
('SL12058-2022-11-01-4712','S197-8','MSgOQapiGgkWZPq', 'SU')
('AC22517-2022-11-01-4551','A253-15','baObTTsfx', 'UB')
('AC04652-2022-11-02-4657','A259-13','LSsfnwmRRBWI', 'LB')
('AC04652-2022-11-02-4660','A259-16','cH', 'UB')
('AC22517-2022-11-01-4559','A254-5','ziupfchCAllW', 'SL')
('AC22517-2022-11-02-4799','A267-11','jChPqpBfdugQ', 'SL')
('SL04652-2022-11-01-4732','S198-4','ZBL', 'LB')
('SL04652-2022-11-02-4663','S195-7','XliQ', 'SL')
('SL22517-2022-11-01-4726','S197-22','WlQvRxdeEq', 'UB')
('AC12058-2022-11-01-4739','A264-5','SbUPWtvdiJEectKL', 'SL')
('SL04652-2022-11-01-4740','S198-12','VdagxkrakuHkxDHW', 'LB')
('AC12058-2022-11-01-4743','A264-9','NNlMuy', 'UB')
('AC04652-2022-11-02-4670','A260-8','ZqmKTfZackg', 'LB')
('SL04652-2022-11-02-4672','S195-16','tjmmWaC', 'SU')
('AC12058-2022-11-01-4745','A264-11','QGq', 'SL')
('SL04652-2022-11-01-4749','S198-21','OedXoqyOugaQk', 'MB')
('AC04652-2022-11-02-4673','A260-11','LuagJo', 'SL')
('AC12058-2022-11-01-4755','A265-3','emLCzLdpvw', 'UB')
('AC04652-2022-11-02-4676','A260-14','fA', 'LB')
('SL04652-2022-11-01-4756','S199-4','NaOqHiiGfQMhzlI', 'LB')
('AC22517-2022-11-01-4582','A255-10','CLVbNFRfpOhCTWnv', 'UB')
