('AC12058-2022-11-01-16','A1-16','ieJ', 'UB')
('SL04652-2022-11-01-4491','S188-3','mbxOnwtfijdpL', 'UB')
('AC22517-2022-11-01-4329','A241-9','gMFrZ', 'UB')
('AC12058-2022-11-01-4486','A250-4','KACqlvNLVg', 'UB')
('SL12058-2022-11-01-4478','S187-14','dSHFwJ', 'UB')
('SL04652-2022-11-01-4497','S188-9','sfwWITuvjo', 'LB')
('SL04652-2022-11-01-4499','S188-11','ZwKss', 'UB')
('AC04652-2022-11-01-4543','A253-7','wGB', 'LB')
('AC12058-2022-11-01-4489','A250-7','vPQIS', 'LB')
('AC04652-2022-11-02-4441','A247-13','gLxXxmzMuH', 'LB')
('AC04652-2022-11-01-4546','A253-10','GHaHWQh', 'UB')
('AC12058-2022-11-01-4492','A250-10','cLliFil', 'UB')
('SL12058-2022-11-01-4502','S188-14','ke', 'UB')
('AC04652-2022-11-02-4471','A249-7','QooifqEtFfDGp', 'LB')
('SL04652-2022-11-01-4530','S189-18','TPQmt', 'MB')
('AC22517-2022-11-01-4370','A243-14','IfJQdGCrFaSbv', 'LB')
('AC22517-2022-11-02-4581','A255-9','ZXUUdXRySMYGPPcl', 'UB')
('SL04652-2022-11-01-4543','S190-7','LRPtJTryVY', 'SL')
('AC12058-2022-11-01-4531','A252-13','vGEGpuNbuuRruaXa', 'LB')
('AC04652-2022-11-01-4590','A255-18','IhB', 'SU')
('AC12058-2022-11-01-4538','A253-2','izadqRZz', 'LB')
('SL04652-2022-11-02-4502','S188-14','kRTBMO', 'UB')
('AC12058-2022-11-01-4581','A255-9','RCxvvQxrwHGeTR', 'UB')
('AC04652-2022-11-02-4533','A252-15','HkaUce', 'UB')
('SL04652-2022-11-02-4516','S189-4','fjBgNwYyQxyk', 'LB')
('SL22517-2022-11-01-4603','S192-19','dBUxlhAGy', 'UB')
('AC12058-2022-11-01-4586','A255-14','ffTWeCI', 'LB')
('SL04652-2022-11-02-4524','S189-12','qcrXlBnyaC', 'LB')
('AC22517-2022-11-01-4426','A246-16','bSDDfZO', 'UB')
('SL04652-2022-11-02-4528','S189-16','eAELPOSE', 'SU')
('AC04652-2022-11-01-4644','A258-18','aMRrugJMRaXpHIg', 'SU')
('SL04652-2022-11-02-4531','S189-19','RMhRDOIUghwA', 'UB')
('AC04652-2022-11-02-4545','A253-9','NT', 'UB')
('SL12058-2022-11-01-4575','S191-15','k', 'SL')
('AC22517-2022-11-02-4654','A259-10','GOGnOr', 'UB')
('AC04652-2022-11-02-4550','A253-14','Npz', 'LB')
('AC04652-2022-11-02-4551','A253-15','bCyVjkE', 'UB')
('SL12058-2022-11-01-4590','S192-6','Exf', 'UB')
('AC04652-2022-11-02-4556','A254-2','JmxmdEtsmUyU', 'LB')
('SL22517-2022-11-01-4617','S193-9','zrrIUpb', 'LB')
('AC12058-2022-11-01-4612','A257-4','KblQzsXMErMdtvAT', 'UB')
('SL22517-2022-11-02-4693','S196-13','ACeiggJKaS', 'MB')
('SL04652-2022-11-01-4625','S193-17','aBZJvChAdWHCrp', 'LB')
('AC04652-2022-11-02-4563','A254-9','S', 'UB')
('AC22517-2022-11-02-4671','A260-9','TRhcMVhLJRStzo', 'UB')
('AC12058-2022-11-01-4619','A257-11','RExBRWRbcCfi', 'SL')
('AC04652-2022-11-02-4566','A254-12','qUkybSbsrlmaA', 'SU')
('AC12058-2022-11-01-4621','A257-13','JIHJWnwWl', 'LB')
('SL12058-2022-11-01-4604','S192-20','UdMUXWDdqXxz', 'LB')
('AC04652-2022-11-01-4668','A260-6','n', 'SU')
('AC12058-2022-11-01-4624','A257-16','FV', 'UB')
('AC04652-2022-11-01-4671','A260-9','FVerVx', 'UB')
('SL22517-2022-11-01-4638','S194-6','HMmYHDbV', 'UB')
('AC04652-2022-11-02-4583','A255-11','IXCkCaoJQSvVzgX', 'SL')
('AC22517-2022-11-02-4741','A264-7','akejsGoRWT', 'LB')
('SL04652-2022-11-01-4675','S195-19','CU', 'UB')
('AC12058-2022-11-01-4690','A261-10','gdbFprIrlf', 'UB')
('SL04652-2022-11-01-4683','S196-3','mrLJllRVmGQbfVr', 'UB')
('SL22517-2022-11-02-4774','S199-22','EmJEEn', 'UB')
('SL04652-2022-11-02-4631','S193-23','BDXJuqiWvLTxe', 'SL')
('SL12058-2022-11-01-4724','S197-20','K', 'LB')
('SL12058-2022-11-01-4725','S197-21','UkyNDHEVvStuk', 'MB')
('SL04652-2022-11-01-4737','S198-9','KVitFieQpjC', 'LB')
('AC22517-2022-11-02-4806','A267-18','tvzzqnxO', 'SU')
('AC22517-2022-11-02-4807','A268-1','WjQ', 'LB')
('SL12058-2022-11-01-4730','S198-2','YnKkJsvuffVFrya', 'MB')
('AC22517-2022-11-02-4818','A268-12','StvTLnScBh', 'SU')
('SL04652-2022-11-02-4688','S196-8','wmchRfyLWFkq', 'SU')
('AC12058-2022-11-01-4754','A265-2','yVoPA', 'LB')
('AC22517-2022-11-01-4580','A255-8','hdBIY', 'LB')
('AC22517-2022-11-01-4581','A255-9','hxsCx', 'UB')
('SL04652-2022-11-01-4757','S199-5','Kdnkmo', 'MB')
('SL22517-2022-11-01-4742','S198-14','AtoNLLcFd', 'UB')
('SL04652-2022-11-02-4701','S196-21','MZQbdmNaMjYR', 'MB')
('SL12058-2022-11-01-4740','S198-12','HuvmkCMlggF', 'LB')
('AC22517-2022-11-01-4590','A255-18','aNz', 'SU')
('SL12058-2022-11-01-4744','S198-16','nMNFijbHtl', 'SU')
('SL22517-2022-11-01-4747','S198-19','anhb', 'UB')
('AC22517-2022-11-01-4591','A256-1','uSlnVJG', 'LB')
('AC04652-2022-11-01-4803','A267-15','NLWnjOIGB', 'UB')
('SL22517-2022-11-01-4749','S198-21','oWDmwtxmDXjINKfS', 'MB')
('SL12058-2022-11-01-4751','S198-23','RaamAuDnhqepBdYl', 'SL')
('AC04652-2022-11-01-4808','A268-2','WdrwavoWj', 'LB')
('AC22517-2022-11-02-4836','A269-12','GBtAINoLq', 'SU')
('SL04652-2022-11-02-4706','S197-2','imQovuEsbbg', 'MB')
('AC22517-2022-11-01-4597','A256-7','RbNyLjyIe', 'LB')
('AC22517-2022-11-01-4598','A256-8','cCGDVi', 'LB')
('AC22517-2022-11-01-4599','A256-9','pU', 'UB')
('AC04652-2022-11-02-4690','A261-10','qGPG', 'UB')
('AC22517-2022-11-01-4603','A256-13','NawtRPmUWmG', 'LB')
('AC22517-2022-11-01-4604','A256-14','gbnJtmaASOzT', 'LB')
('SL22517-2022-11-02-4833','S202-9','GZaESMHPAQBsV', 'LB')
('AC12058-2022-11-01-4771','A266-1','R', 'LB')
('AC04652-2022-11-02-4694','A261-14','BUbecFtoVsWYUeoE', 'LB')
('AC12058-2022-11-01-4772','A266-2','e', 'LB')
('SL12058-2022-11-01-4763','S199-11','SexYKgCapmH', 'UB')
('AC22517-2022-11-02-4847','A270-5','wY', 'SL')
('AC22517-2022-11-02-4848','A270-6','Lyr', 'SU')
('AC22517-2022-11-01-4613','A257-5','GVFbOqrRSkZ', 'SL')
('SL04652-2022-11-01-4786','S200-10','DR', 'MB')
('AC04652-2022-11-01-4836','A269-12','ksXmphmSMwDOJG', 'SU')
('AC12058-2022-11-01-4787','A266-17','Sk', 'SL')
('AC22517-2022-11-02-4856','A270-14','EGbkNtIYtgN', 'LB')
('SL12058-2022-11-01-4773','S199-21','DxvdIDGGc', 'MB')
('SL22517-2022-11-02-4855','S203-7','vlGQNFEiNCUxe', 'SL')
('SL04652-2022-11-01-4791','S200-15','UEyFEfwWQqyIk', 'SL')
('AC22517-2022-11-02-4860','A270-18','tmfIJjVkHeSu', 'SU')
('AC22517-2022-11-02-4861','A271-1','eeRXkIEh', 'LB')
('AC04652-2022-11-02-4718','A263-2','AMHUiMyxUWWltxUc', 'LB')
('AC22517-2022-11-02-4865','A271-5','KkJZeALmEjeNxDl', 'SL')
('AC04652-2022-11-02-4721','A263-5','ZVFi', 'SL')
('SL22517-2022-11-01-4783','S200-7','DaxHwnDOko', 'SL')
('AC04652-2022-11-01-4847','A270-5','SgTayVRU', 'SL')
('SL22517-2022-11-02-4870','S203-22','tulTTS', 'UB')
('AC04652-2022-11-02-4723','A263-7','fXdxXe', 'LB')
('AC12058-2022-11-01-4798','A267-10','MqQFO', 'UB')
('AC04652-2022-11-02-4725','A263-9','kx', 'UB')
('AC22517-2022-11-01-4634','A258-8','dRG', 'LB')
('SL12058-2022-11-01-4785','S200-9','LvGEF', 'LB')
('SL22517-2022-11-02-4874','S204-2','ljtnZdOTnR', 'MB')
('SL22517-2022-11-01-4793','S200-17','KUTfahPh', 'LB')
('SL12058-2022-11-01-4789','S200-13','cMp', 'MB')
('SL22517-2022-11-01-4820','S201-20','btGncHvmsNygGKkM', 'LB')
('SL12058-2022-11-01-4817','S201-17','IcJKNkeNekqsjI', 'LB')
('SL12058-2022-11-01-4818','S201-18','ciANFO', 'MB')
('AC04652-2022-11-02-4767','A265-15','YTJ', 'UB')
('SL12058-2022-11-01-4820','S201-20','wq', 'LB')
('SL22517-2022-11-01-4828','S202-4','wqyBWvQgIH', 'LB')
('SL04652-2022-11-02-4784','S200-8','StKweieLZ', 'SU')
('SL04652-2022-11-02-4786','S200-10','MOmDYWKSmvTwox', 'MB')
('AC22517-2022-11-01-4686','A261-6','mPMYYX', 'SU')
('SL04652-2022-11-01-4850','S203-2','snbTo', 'MB')
('AC04652-2022-11-02-4779','A266-9','HmANCOAfmvMfZUWr', 'UB')
('SL22517-2022-11-01-4838','S202-14','vBsJ', 'UB')
('AC22517-2022-11-02-4914','A273-18','mEQuzlxnrzSQ', 'SU')
('AC22517-2022-11-02-4915','A274-1','hLgnbtHbDpE', 'LB')
('AC22517-2022-11-01-4693','A261-13','mbDPRIFZBcUoU', 'LB')
('AC12058-2022-11-01-4856','A270-14','OzQPkDY', 'LB')
('SL04652-2022-11-02-4796','S200-20','DmkxJsp', 'LB')
('SL12058-2022-11-01-4833','S202-9','ZoQ', 'LB')
('AC04652-2022-11-01-4893','A272-15','IXzw', 'UB')
('AC22517-2022-11-02-4927','A274-13','yVMCytCyQfAhXWIB', 'LB')
('SL04652-2022-11-02-4803','S201-3','MJWrWrqgiIgenS', 'UB')
('SL22517-2022-11-02-4931','S206-11','qznMY', 'UB')
('AC04652-2022-11-02-4806','A267-18','bMtWnPlbEluFph', 'SU')
('AC04652-2022-11-01-4905','A273-9','FdvCRWnuANPEesi', 'UB')
('AC22517-2022-11-02-4952','A276-2','ueksC', 'LB')
('AC22517-2022-11-02-4959','A276-9','RDsfjmYyfEiL', 'UB')
('SL22517-2022-11-01-4872','S203-24','dIpdEC', 'SU')
('SL22517-2022-11-02-4961','S207-17','PddciC', 'LB')
('SL22517-2022-11-02-4989','S208-21','lrMPwpOqxjdcj', 'MB')
('AC04652-2022-11-02-4856','A270-14','Iebygn', 'LB')
('AC22517-2022-11-01-4762','A265-10','DFxEzFwamnLoV', 'UB')
('AC04652-2022-11-02-4857','A270-15','IYQbmYHJdHASsg', 'UB')
('AC04652-2022-11-02-4858','A270-16','rLJxlEQEsnTQMX', 'UB')
('SL22517-2022-11-01-4905','S205-9','u', 'LB')
('SL22517-2022-11-01-4906','S205-10','JefsmijqoN', 'MB')
('SL04652-2022-11-01-4936','S206-16','v', 'SU')
('SL22517-2022-11-02-4996','S209-4','HwhXsTcREaLMWCx', 'LB')
('AC12058-2022-11-01-4917','A274-3','YbcqYzeyq', 'UB')
('SL04652-2022-11-01-4942','S206-22','jYUaFz', 'UB')
('AC04652-2022-11-01-4945','A275-13','alnP', 'LB')
('AC12058-2022-11-01-4923','A274-9','zmQvREm', 'UB')
('SL12058-2022-11-01-4902','S205-6','kULvDafwSjF', 'UB')
('AC04652-2022-11-01-4958','A276-8','KLibHe', 'LB')
('AC22517-2022-11-01-4783','A266-13','QBoMx', 'LB')
('SL12058-2022-11-01-4905','S205-9','BArQwICSTEB', 'LB')
('AC04652-2022-11-01-4964','A276-14','EMDnOGriOqiBWLUp', 'LB')
('SL22517-2022-11-01-4927','S206-7','wDsnWvYPB', 'SL')
('SL04652-2022-11-02-4899','S205-3','MLRzVKBf', 'UB')
('SL04652-2022-11-01-4973','S208-5','IDQuL', 'MB')
('AC12058-2022-11-01-4949','A275-17','Yh', 'SL')
('AC22517-2022-11-02-5043','A281-3','smTWG', 'UB')
('SL12058-2022-11-01-4928','S206-8','GOAXyf', 'SU')
('SL12058-2022-11-01-4929','S206-9','rH', 'LB')
('AC04652-2022-11-02-4909','A273-13','SSeLFfvtT', 'LB')
('AC04652-2022-11-01-4991','A278-5','aCrBtgG', 'SL')
('AC12058-2022-11-01-4973','A277-5','tERtXt', 'SL')
('SL22517-2022-11-02-5048','S211-8','NsKvsckH', 'SU')
('AC04652-2022-11-02-4922','A274-8','R', 'LB')
('SL22517-2022-11-01-4966','S207-22','HbW', 'UB')
('AC22517-2022-11-02-5062','A282-4','mpoPZjNlmmfs', 'UB')
('SL22517-2022-11-01-4968','S207-24','RQQWpg', 'SU')
('SL22517-2022-11-02-5057','S211-17','bOrAOvbBYDaCiSfX', 'LB')
('SL22517-2022-11-01-4970','S208-2','esQM', 'MB')
('SL12058-2022-11-01-4942','S206-22','QNdtUkkOwahsOhyt', 'UB')
('AC04652-2022-11-01-5039','A280-17','hWxQLQZ', 'SL')
('SL22517-2022-11-02-5097','S213-9','TkAgVOCQ', 'LB')
('SL12058-2022-11-01-4986','S208-18','msnfTvbRT', 'MB')
('SL22517-2022-11-01-5024','S210-8','VhNVta', 'SU')
('SL12058-2022-11-01-4996','S209-4','bOjNkYJAHcb', 'LB')
('SL22517-2022-11-01-5036','S210-20','aNDHM', 'LB')
('SL22517-2022-11-01-5039','S210-23','BLhuYXE', 'SL')
('SL04652-2022-11-01-5075','S212-11','lsnsfjyeqMh', 'UB')
('AC04652-2022-11-01-5055','A281-15','fRYQRE', 'UB')
('AC04652-2022-11-01-5058','A281-18','qxOn', 'SU')
('SL04652-2022-11-02-5009','S209-17','Z', 'LB')
('AC04652-2022-11-02-5004','A278-18','gICXOZRRbhm', 'SU')
('AC12058-2022-11-01-5050','A281-10','wdTZWz', 'UB')
('AC12058-2022-11-01-5051','A281-11','XKwgQ', 'SL')
('AC04652-2022-11-02-5006','A279-2','UmyqdBYtSIIzTZ', 'LB')
('SL04652-2022-11-02-5011','S209-19','PIgt', 'UB')
('AC22517-2022-11-01-4892','A272-14','maMMSInxw', 'LB')
('AC12058-2022-11-01-5057','A281-17','GjbukGhAsZQjkSYU', 'SL')
('SL22517-2022-11-02-5125','S214-13','grxPUPjMxokrb', 'MB')
('SL22517-2022-11-01-5062','S211-22','XoIquckB', 'UB')
('SL04652-2022-11-01-5102','S213-14','efSp', 'UB')
('SL04652-2022-11-01-5103','S213-15','LbXfK', 'SL')
('AC04652-2022-11-01-5082','A283-6','icMWnRoq', 'SU')
('SL12058-2022-11-01-5035','S210-19','WVLCCulROPlvy', 'UB')
('SL04652-2022-11-02-5039','S210-23','jA', 'SL')
('AC04652-2022-11-01-5092','A283-16','dYT', 'UB')
('AC22517-2022-11-01-4931','A274-17','ONgYoVllHKyMv', 'SL')
('SL04652-2022-11-01-5116','S214-4','VodHxVTuyJklIum', 'LB')
('AC04652-2022-11-02-5038','A280-16','VEoiQFKhJco', 'UB')
('SL04652-2022-11-02-5045','S211-5','sRZKBj', 'MB')
('SL04652-2022-11-02-5046','S211-6','rPXMJEOGTHVX', 'UB')
('SL22517-2022-11-01-5082','S212-18','FGHHHu', 'MB')
('SL04652-2022-11-01-5123','S214-11','hUoGixMJWNyGIM', 'UB')
('AC22517-2022-11-02-5150','A287-2','PKLKaaedqiEyjUH', 'LB')
('SL22517-2022-11-02-5160','S215-24','mYUhoNYT', 'SU')
('AC12058-2022-11-01-5097','A284-3','GOfPOpX', 'UB')
('SL04652-2022-11-01-5130','S214-18','AzHDjWMQqOSNvq', 'MB')
('AC04652-2022-11-02-5051','A281-11','CoWstGIH', 'SL')
('AC22517-2022-11-01-4951','A276-1','f', 'LB')
('AC12058-2022-11-01-5105','A284-11','JUlAmnbbpUvrpc', 'SL')
('AC22517-2022-11-01-4955','A276-5','riwxQQRCd', 'SL')
('SL22517-2022-11-01-5093','S213-5','kMkTwqGq', 'MB')
('SL12058-2022-11-01-5073','S212-9','zIiDohDUfEpVd', 'LB')
('AC04652-2022-11-01-5121','A285-9','NFgCEQMzwX', 'UB')
('SL22517-2022-11-01-5122','S214-10','qgEGQO', 'MB')
('SL04652-2022-11-01-5174','S216-14','xDsGOjGwtAWJFv', 'UB')
('AC22517-2022-11-01-4996','A278-10','FngIgBXY', 'UB')
('SL04652-2022-11-02-5092','S213-4','RU', 'LB')
('SL04652-2022-11-02-5093','S213-5','hMrCwEbXJvX', 'MB')
('AC12058-2022-11-01-5147','A286-17','oJSLqOeyvMQ', 'SL')
('AC04652-2022-11-02-5092','A283-16','jJEGbGlfpwARCtqM', 'UB')
('AC12058-2022-11-01-5160','A287-12','Y', 'SU')
('AC22517-2022-11-02-5222','A291-2','o', 'LB')
('AC04652-2022-11-02-5103','A284-9','Xqdfxspi', 'UB')
('AC04652-2022-11-01-5166','A287-18','ANDYKFTgaNxLIiKQ', 'SU')
('AC04652-2022-11-01-5171','A288-5','pti', 'SL')
('SL04652-2022-11-01-5199','S217-15','qlPIuxZAorpWU', 'SL')
('SL22517-2022-11-01-5158','S215-22','zVzTTpi', 'UB')
('AC04652-2022-11-02-5118','A285-6','wLViYgNJYBgRfeNd', 'SU')
('AC12058-2022-11-01-5183','A288-17','FUubllHZZV', 'SL')
('SL12058-2022-11-01-5139','S215-3','rXYbihBBu', 'UB')
('SL12058-2022-11-01-5140','S215-4','yynQaP', 'LB')
('AC22517-2022-11-02-5239','A292-1','TgTN', 'LB')
('AC22517-2022-11-02-5240','A292-2','vOeyZQm', 'LB')
('AC04652-2022-11-02-5125','A285-13','OXzlMMmhBTdlVUCx', 'LB')
('SL22517-2022-11-02-5256','S219-24','xlCOJGuhd', 'SU')
('AC22517-2022-11-02-5250','A292-12','nKtJRLsJ', 'SU')
('AC22517-2022-11-02-5251','A292-13','ykibXIL', 'LB')
('SL22517-2022-11-01-5180','S216-20','cXbcGunDIaMZ', 'LB')
('AC22517-2022-11-01-5044','A281-4','eOLkEPgMnqmzlYr', 'UB')
('SL04652-2022-11-01-5221','S218-13','rFuPoNib', 'MB')
('SL04652-2022-11-01-5222','S218-14','H', 'UB')
('SL04652-2022-11-01-5224','S218-16','hUxtKmz', 'SU')
('AC22517-2022-11-01-5046','A281-6','g', 'SU')
('SL12058-2022-11-01-5160','S215-24','dtWZYWzUgUUx', 'SU')
('SL22517-2022-11-01-5191','S217-7','xnaPDiMrmNI', 'SL')
('AC04652-2022-11-02-5141','A286-11','RvHwxZDQB', 'SL')
('AC22517-2022-11-02-5262','A293-6','wPWcM', 'SU')
('AC22517-2022-11-01-5055','A281-15','zlIJYkbuVshluBj', 'UB')
('AC04652-2022-11-01-5209','A290-7','olmakIkl', 'LB')
('AC22517-2022-11-01-5121','A285-9','fDAsfrbgjPKrXI', 'UB')
('SL12058-2022-11-01-5239','S219-7','tSoMixEkNafrIno', 'SL')
('AC22517-2022-11-01-5128','A285-16','cVaTdCocwKNITV', 'UB')
('AC22517-2022-11-02-5346','A297-18','mLvOvHsNeKTjt', 'SU')
('AC12058-2022-11-01-5273','A293-17','ccyfvQoWxqgZ', 'SL')
('SL12058-2022-11-01-5253','S219-21','MBkAHRRgn', 'MB')
('AC04652-2022-11-01-5292','A294-18','oRTpUJGrsZi', 'SU')
('SL22517-2022-11-02-5345','S223-17','HrjUZFgKmsoLfOaB', 'LB')
('AC04652-2022-11-02-5206','A290-4','FoDwUBBCDR', 'UB')
('SL22517-2022-11-01-5266','S220-10','hHohyAErtzZC', 'MB')
('AC22517-2022-11-01-5142','A286-12','PLkFQaymxJ', 'SU')
('AC04652-2022-11-01-5295','A295-3','Dit', 'UB')
('AC22517-2022-11-02-5352','A298-6','OWD', 'SU')
('SL12058-2022-11-01-5261','S220-5','tPnkY', 'MB')
('AC22517-2022-11-02-5353','A298-7','cinvdi', 'LB')
('SL22517-2022-11-01-5270','S220-14','THzga', 'UB')
('SL04652-2022-11-01-5307','S222-3','sKNPruOuPkBdkX', 'UB')
('SL12058-2022-11-01-5267','S220-11','XAEijrcaRQ', 'UB')
('AC12058-2022-11-01-5293','A295-1','jtXoIHB', 'LB')
('SL12058-2022-11-01-5272','S220-16','C', 'SU')
('AC04652-2022-11-01-5310','A295-18','PwkkrYJeDnmynxWk', 'SU')
('SL04652-2022-11-01-5322','S222-18','JUzv', 'MB')
('SL04652-2022-11-02-5269','S220-13','nMP', 'MB')
('AC22517-2022-11-02-5382','A299-18','Qjtm', 'SU')
('SL04652-2022-11-02-5277','S220-21','BGX', 'MB')
('AC04652-2022-11-02-5229','A291-9','lHkCcIIpIQR', 'UB')
('AC22517-2022-11-01-5176','A288-10','muzZkmsWrFSue', 'UB')
('SL22517-2022-11-01-5304','S221-24','kO', 'SU')
('SL22517-2022-11-01-5307','S222-3','Csv', 'UB')
('AC04652-2022-11-02-5238','A291-18','hQlhKCIreLVEEQiH', 'SU')
('AC22517-2022-11-02-5394','A300-12','CNdAU', 'SU')
('AC04652-2022-11-01-5335','A297-7','FzlELZcEmxq', 'LB')
('AC12058-2022-11-01-5322','A296-12','mzyaRK', 'SU')
('SL12058-2022-11-01-5296','S221-16','uKBJtUXpGAyiXoi', 'SU')
('AC22517-2022-11-01-5198','A289-14','eNQhheuNz', 'LB')
('SL12058-2022-11-01-5300','S221-20','iQsQkEkYZqjQDbI', 'LB')
('SL12058-2022-11-01-5301','S221-21','uNmmSP', 'MB')
('AC04652-2022-11-01-5341','A297-13','wneslsWXIhQMVH', 'LB')
('AC04652-2022-11-01-5342','A297-14','MZWXWLGO', 'LB')
('AC12058-2022-11-01-5333','A297-5','eymZvqkHqu', 'SL')
('AC22517-2022-11-02-5403','A301-3','DReClNO', 'UB')
('AC12058-2022-11-01-5337','A297-9','ROBOTXCMjrSO', 'UB')
('AC22517-2022-11-02-5448','A303-12','NGLxO', 'SU')
('SL04652-2022-11-02-5327','S222-23','nVwDzjcVuf', 'SL')
('SL22517-2022-11-01-5360','S224-8','COwCPqNbE', 'SU')
('SL04652-2022-11-02-5330','S223-2','mwCK', 'MB')
('AC22517-2022-11-01-5246','A292-8','fgthVABcaGW', 'LB')
('SL22517-2022-11-01-5363','S224-11','fOKezEXXOCtWLnx', 'UB')
('AC04652-2022-11-02-5285','A294-11','SbAVQNgdQ', 'SL')
('SL12058-2022-11-01-5359','S224-7','udPEg', 'SL')
('AC22517-2022-11-01-5251','A292-13','bM', 'LB')
('AC22517-2022-11-02-5460','A304-6','DbsQPvxEdKs', 'SU')
('SL12058-2022-11-01-5396','S225-20','vF', 'LB')
('AC12058-2022-11-01-5406','A301-6','xGKWGQuRf', 'SU')
('SL04652-2022-11-01-5442','S227-18','uhjspfwczrgmR', 'MB')
('AC22517-2022-11-01-5313','A296-3','iBDy', 'UB')
('AC04652-2022-11-02-5342','A297-14','eWS', 'LB')
('AC22517-2022-11-02-5525','A307-17','AriWDU', 'SL')
('AC04652-2022-11-02-5343','A297-15','SmanCVxYUIfYAX', 'UB')
('SL12058-2022-11-01-5430','S227-6','RDBPwDKXjm', 'UB')
('SL04652-2022-11-01-5449','S228-1','SzWiDeWg', 'LB')
('SL22517-2022-11-01-5430','S227-6','IXsVSBW', 'UB')
('SL12058-2022-11-01-5435','S227-11','fCkSlXlxDloDTMmz', 'UB')
('AC12058-2022-11-01-5437','A303-1','yiLz', 'LB')
('AC12058-2022-11-01-5438','A303-2','WfSpjJz', 'LB')
('AC04652-2022-11-01-5469','A304-15','JxAcczEkA', 'UB')
('SL12058-2022-11-01-5437','S227-13','OKIVB', 'MB')
('AC12058-2022-11-01-5444','A303-8','gIBRYyHGzXOiMksQ', 'LB')
('AC04652-2022-11-01-5475','A305-3','hEUzMbkmRpmaerj', 'UB')
('AC22517-2022-11-01-5328','A296-18','Floi', 'SU')
('AC04652-2022-11-02-5349','A298-3','anOrMTNSJMeSYu', 'UB')
('AC12058-2022-11-01-5448','A303-12','H', 'SU')
('SL12058-2022-11-01-5448','S227-24','klCgTfTK', 'SU')
('SL22517-2022-11-01-5448','S227-24','pY', 'SU')
('SL04652-2022-11-02-5416','S226-16','mhcEYfpZaC', 'SU')
('AC12058-2022-11-01-5455','A304-1','iYOMuTfHnQqPt', 'LB')
('SL22517-2022-11-02-5520','S230-24','BYCY', 'SU')
('AC22517-2022-11-01-5341','A297-13','gurTgQUbmO', 'LB')
('SL22517-2022-11-01-5455','S228-7','EkPuAEjJV', 'SL')
('AC12058-2022-11-01-5461','A304-7','NLyrhJHfgwxdTU', 'LB')
('SL04652-2022-11-02-5428','S227-4','pWVylmLqvlpLJ', 'LB')
('AC04652-2022-11-02-5365','A299-1','SVdAGdKx', 'LB')
('AC22517-2022-11-01-5349','A298-3','bIefInJukLeZmgf', 'UB')
('SL04652-2022-11-02-5432','S227-8','NRgOM', 'SU')
('SL22517-2022-11-02-5526','S231-6','UXTVk', 'UB')
('AC12058-2022-11-01-5471','A304-17','TQCMvqA', 'SL')
('AC22517-2022-11-02-5566','A310-4','QOCSrXz', 'UB')
('AC22517-2022-11-02-5567','A310-5','D', 'SL')
('SL04652-2022-11-02-5440','S227-16','ifmNY', 'SU')
('AC12058-2022-11-01-5473','A305-1','XsyD', 'LB')
('SL22517-2022-11-02-5535','S231-15','Ic', 'SL')
('AC04652-2022-11-01-5505','A306-15','gIHzQNbOzYz', 'UB')
('SL04652-2022-11-02-5444','S227-20','VyFoCf', 'LB')
('AC04652-2022-11-01-5506','A306-16','Okb', 'UB')
('SL04652-2022-11-01-5485','S229-13','Kes', 'MB')
('AC22517-2022-11-02-5572','A310-10','ySWBsboZcSpcqfBV', 'UB')
('AC22517-2022-11-01-5373','A299-9','BGZYqBAdGeZX', 'UB')
('SL04652-2022-11-01-5494','S229-22','tyUCL', 'UB')
('AC04652-2022-11-02-5393','A300-11','OUsdabVIHSSug', 'SL')
('SL22517-2022-11-02-5557','S232-13','Qxd', 'MB')
('SL04652-2022-11-01-5502','S230-6','byJBaPWiHbwgFBs', 'UB')
('AC22517-2022-11-01-5382','A299-18','RwjYqO', 'SU')
('SL12058-2022-11-01-5485','S229-13','CoHadZwbvvIUpAuN', 'MB')
('AC22517-2022-11-01-5386','A300-4','S', 'UB')
('AC04652-2022-11-01-5530','A308-4','CuqbqPpk', 'UB')
('SL12058-2022-11-01-5490','S229-18','rUly', 'MB')
('SL22517-2022-11-02-5564','S232-20','bVbCaUCgHFuSQ', 'LB')
('AC12058-2022-11-01-5498','A306-8','q', 'LB')
('SL22517-2022-11-02-5565','S232-21','aBTQPDBTiIs', 'MB')
('SL04652-2022-11-02-5473','S229-1','oSCV', 'LB')
('SL22517-2022-11-02-5566','S232-22','QxmANitJrsLxWC', 'UB')
('SL12058-2022-11-01-5493','S229-21','XcONEo', 'MB')
('SL22517-2022-11-01-5496','S229-24','XZuAWHLtMJqJX', 'SU')
('AC04652-2022-11-01-5536','A308-10','S', 'UB')
('SL22517-2022-11-01-5500','S230-4','yv', 'LB')
('SL22517-2022-11-01-5501','S230-5','vBGAadNfMBptzfY', 'MB')
('SL12058-2022-11-01-5497','S230-1','PNWlNDJnVyWCEqi', 'LB')
('SL22517-2022-11-02-5570','S233-2','ZIJXhvtBEEFEDQuU', 'MB')
('AC04652-2022-11-02-5426','A302-8','hJ', 'LB')
('SL04652-2022-11-01-5528','S231-8','Dq', 'SU')
('SL12058-2022-11-01-5508','S230-12','lTZJYyEgbedrIGog', 'LB')
('SL04652-2022-11-02-5493','S229-21','jzbZHky', 'MB')
