('SL04652-2022-11-02-5','S1-5','riHEfALcuTXYKB', 'MB')
('SL04652-2022-11-01-976','S41-16','Ab', 'SU')
('SL04652-2022-11-02-930','S39-18','iXWlkOoNQng', 'MB')
('AC04652-2022-11-01-998','A56-8','NR', 'LB')
('SL04652-2022-11-02-932','S39-20','DD', 'LB')
('SL12058-2022-11-01-1005','S42-21','BSPfuzgqi', 'MB')
('SL04652-2022-11-01-982','S41-22','D', 'UB')
('SL04652-2022-11-02-935','S39-23','mBHyjw', 'SL')
('AC22517-2022-11-01-956','A54-2','ApgYkXirUhRnTn', 'LB')
('SL22517-2022-11-01-991','S42-7','GgWtTfAFpDzlBdH', 'SL')
('SL04652-2022-11-02-937','S40-1','NrulipdJ', 'LB')
('SL22517-2022-11-01-994','S42-10','R', 'MB')
('SL04652-2022-11-02-939','S40-3','hPh', 'UB')
('AC04652-2022-11-02-975','A55-3','BzV', 'UB')
('SL22517-2022-11-02-1024','S43-16','DlkgxmhRUr', 'SU')
('SL22517-2022-11-01-999','S42-15','isieMmsGZUeM', 'SL')
('AC22517-2022-11-02-1037','A58-11','FrIYFKXgI', 'SL')
('SL22517-2022-11-02-1027','S43-19','bo', 'UB')
('AC04652-2022-11-01-1007','A56-17','CQhaKriZDJrexUq', 'SL')
('AC22517-2022-11-02-1040','A58-14','ulgoS', 'LB')
('AC04652-2022-11-01-1008','A56-18','cZoYOVKMZ', 'SU')
('AC22517-2022-11-01-965','A54-11','klVW', 'SL')
('AC04652-2022-11-02-982','A55-10','qD', 'UB')
('SL04652-2022-11-02-944','S40-8','DHWyQkEqJKFDNhNs', 'SU')
('SL12058-2022-11-01-1019','S43-11','QUYiXDKKiGAOLGh', 'UB')
('SL12058-2022-11-01-1021','S43-13','umFjhSbomNywg', 'MB')
('SL22517-2022-11-02-1033','S44-1','aOzFfGUQU', 'LB')
('AC22517-2022-11-02-1045','A59-1','BLrLQ', 'LB')
('AC22517-2022-11-01-972','A54-18','uLVeYWTAWgAKwbig', 'SU')
('SL22517-2022-11-01-1001','S42-17','uGlXYm', 'LB')
('SL22517-2022-11-01-1002','S42-18','XZFjHy', 'MB')
('AC04652-2022-11-01-1014','A57-6','rZpDceOK', 'SU')
('SL12058-2022-11-01-1025','S43-17','vPWDGOQDf', 'LB')
('AC22517-2022-11-01-978','A55-6','vafWJaaREaAMrPYc', 'SU')
('SL22517-2022-11-02-1038','S44-6','ZINfbWmMKy', 'UB')
('SL04652-2022-11-02-950','S40-14','QEy', 'UB')
('SL22517-2022-11-01-1010','S43-2','YhMqGJtscboqO', 'MB')
('SL22517-2022-11-02-1041','S44-9','MaKNuyvk', 'LB')
('AC22517-2022-11-01-997','A56-7','Wv', 'LB')
('SL22517-2022-11-02-1065','S45-9','bzl', 'LB')
('AC04652-2022-11-01-1033','A58-7','rSrpjZt', 'LB')
('AC22517-2022-11-02-1066','A60-4','yCoUHq', 'UB')
('AC12058-2022-11-01-1016','A57-8','PIhIST', 'LB')
('AC12058-2022-11-01-1017','A57-9','TnMyzcdP', 'UB')
('SL04652-2022-11-01-1022','S43-14','iFjhdMPP', 'UB')
('SL04652-2022-11-01-1023','S43-15','BapSVWcbfpUklrHF', 'SL')
('SL12058-2022-11-01-1044','S44-12','mLYUHS', 'LB')
('SL04652-2022-11-02-977','S41-17','pxycjeGtUqRRVicN', 'LB')
('SL22517-2022-11-02-1077','S45-21','MBLC', 'MB')
('SL04652-2022-11-02-979','S41-19','EqHB', 'UB')
('SL22517-2022-11-02-1080','S45-24','w', 'SU')
('AC04652-2022-11-02-1017','A57-9','eEPFOQRYmlXyCX', 'UB')
('AC04652-2022-11-02-1018','A57-10','nHq', 'UB')
('SL12058-2022-11-01-1049','S44-17','JpbVZqKth', 'LB')
('SL22517-2022-11-02-1084','S46-4','YlxNCVMNhitbJ', 'LB')
('SL04652-2022-11-02-987','S42-3','mthR', 'UB')
('SL12058-2022-11-01-1053','S44-21','sSKecY', 'MB')
('AC04652-2022-11-01-1053','A59-9','pwajMW', 'UB')
('SL12058-2022-11-01-1054','S44-22','xtVPsI', 'UB')
('SL22517-2022-11-01-1052','S44-20','LgIVWtt', 'LB')
('AC22517-2022-11-02-1085','A61-5','mGGmUBAZDqJpMRq', 'SL')
('SL04652-2022-11-01-1044','S44-12','rqffTOwQVfv', 'LB')
('AC04652-2022-11-01-1064','A60-2','HkUkmkHjHCqdYt', 'LB')
('SL04652-2022-11-02-1004','S42-20','lcfUdqeqIeYNUvm', 'LB')
('SL22517-2022-11-01-1057','S45-1','xMSQUZljIIM', 'LB')
('AC12058-2022-11-01-1041','A58-15','tQRTCBJowFJb', 'UB')
('AC22517-2022-11-01-1033','A58-7','COfTzN', 'LB')
('SL22517-2022-11-01-1067','S45-11','tpKIChoGMo', 'UB')
('SL04652-2022-11-01-1054','S44-22','tNuxnqfVqvIcdC', 'UB')
('AC22517-2022-11-01-1040','A58-14','WKDDLgiAreB', 'LB')
('AC22517-2022-11-01-1044','A58-18','wPLJMMmLaKYaeCMP', 'SU')
('AC22517-2022-11-01-1045','A59-1','wsuHpvtQBRskG', 'LB')
('SL04652-2022-11-01-1066','S45-10','qFQPJXuRtlmLzUJ', 'MB')
('SL04652-2022-11-02-1027','S43-19','HAxZD', 'UB')
('AC04652-2022-11-02-1052','A59-8','fXbZjhoTVzDEEUNw', 'LB')
('AC12058-2022-11-01-1065','A60-3','KifcEis', 'UB')
('SL04652-2022-11-01-1070','S45-14','epuBuizwBWKxnA', 'UB')
('AC22517-2022-11-01-1075','A60-13','kirVHEJSSPBKkw', 'LB')
('SL22517-2022-11-02-1131','S48-3','nL', 'UB')
('AC22517-2022-11-02-1125','A63-9','VRxoODTLZ', 'UB')
('AC04652-2022-11-01-1114','A62-16','XBnlcoWxul', 'UB')
('SL12058-2022-11-01-1094','S46-14','rskLayGC', 'UB')
('SL04652-2022-11-01-1093','S46-13','owIFdgAFeFg', 'MB')
('SL12058-2022-11-01-1095','S46-15','cQhlIUfWL', 'SL')
('AC22517-2022-11-01-1084','A61-4','IFA', 'UB')
('AC04652-2022-11-02-1074','A60-12','PgyeFdzhcmube', 'SU')
('AC04652-2022-11-01-1119','A63-3','wIMIUlynfSCE', 'UB')
('AC22517-2022-11-02-1133','A63-17','OyjJwAvfWyDli', 'SL')
('AC04652-2022-11-02-1078','A60-16','tjMYSkia', 'UB')
('AC04652-2022-11-02-1079','A60-17','BXRfEhPRoAhc', 'SL')
('AC04652-2022-11-02-1080','A60-18','i', 'SU')
('SL22517-2022-11-02-1144','S48-16','qHOFKFBEjEHLg', 'SU')
('SL04652-2022-11-02-1075','S45-19','wyjRDOFEc', 'UB')
('SL22517-2022-11-01-1117','S47-13','yTUiJGauimKQNJ', 'MB')
('AC22517-2022-11-01-1092','A61-12','TVjMuhkKdUScmGmA', 'SU')
('SL22517-2022-11-01-1118','S47-14','A', 'UB')
('AC12058-2022-11-01-1104','A62-6','UyHtxcvqaEGTzKHQ', 'SU')
('AC22517-2022-11-02-1139','A64-5','soVZPKBDTCRQ', 'SL')
('AC04652-2022-11-02-1093','A61-13','kbCGjQ', 'LB')
('SL04652-2022-11-02-1083','S46-3','IdQJtEj', 'UB')
('AC04652-2022-11-01-1131','A63-15','bKQvOdetxbktxJNV', 'UB')
('SL22517-2022-11-02-1154','S49-2','Xvl', 'MB')
('AC04652-2022-11-02-1098','A61-18','yJtNPaJHWDOpPA', 'SU')
('SL22517-2022-11-01-1123','S47-19','kfVZSJVJbXf', 'UB')
('SL22517-2022-11-01-1124','S47-20','bbea', 'LB')
('AC22517-2022-11-02-1146','A64-12','kSOmBtaIJCfA', 'SU')
('SL12058-2022-11-01-1108','S47-4','bSIwURYNEgUjDg', 'LB')
('AC12058-2022-11-01-1113','A62-15','zAdTvpKlF', 'UB')
('SL04652-2022-11-02-1091','S46-11','YBegFctls', 'UB')
('AC22517-2022-11-01-1105','A62-7','JcWy', 'LB')
('SL22517-2022-11-02-1163','S49-11','FVaLrYD', 'UB')
('SL22517-2022-11-02-1164','S49-12','OrqldeEfZZBneNv', 'LB')
('AC22517-2022-11-01-1108','A62-10','cbcmkQMJAV', 'UB')
('AC04652-2022-11-02-1106','A62-8','Sgv', 'LB')
('AC04652-2022-11-02-1107','A62-9','KFedGPCnbpRyUne', 'UB')
('SL04652-2022-11-01-1131','S48-3','vipCOacPq', 'UB')
('AC12058-2022-11-01-1119','A63-3','usllI', 'UB')
('AC04652-2022-11-02-1111','A62-13','vFWALHCtGKTV', 'LB')
('AC04652-2022-11-02-1112','A62-14','cjOGvRDsx', 'LB')
('AC22517-2022-11-01-1116','A62-18','Zuss', 'SU')
('SL22517-2022-11-01-1136','S48-8','eDoElNR', 'SU')
('AC22517-2022-11-02-1165','A65-13','IqutPHRb', 'LB')
('AC22517-2022-11-01-1118','A63-2','d', 'LB')
('SL04652-2022-11-02-1103','S46-23','LsHxjIXSrPwbvvy', 'SL')
('AC22517-2022-11-02-1176','A66-6','hKrIfnc', 'SU')
('AC22517-2022-11-02-1177','A66-7','z', 'LB')
('SL22517-2022-11-02-1182','S50-6','PDpRw', 'UB')
('SL22517-2022-11-02-1183','S50-7','sDHbwwjPNCAeDZp', 'SL')
('SL22517-2022-11-01-1152','S48-24','BGTvLkYmZ', 'SU')
('SL22517-2022-11-01-1155','S49-3','inDeRAaq', 'UB')
('AC22517-2022-11-01-1137','A64-3','SmyJqkEqwOHxmW', 'UB')
('SL04652-2022-11-01-1154','S49-2','mUbNU', 'MB')
('AC04652-2022-11-02-1136','A64-2','qSO', 'LB')
('AC04652-2022-11-02-1138','A64-4','WDZEj', 'UB')
('AC22517-2022-11-02-1187','A66-17','mlrChS', 'SL')
('AC12058-2022-11-01-1148','A64-14','wxOlWIuTMCnze', 'LB')
('AC22517-2022-11-02-1191','A67-3','ZJFDegD', 'UB')
('SL22517-2022-11-02-1199','S50-23','XIT', 'SL')
('AC22517-2022-11-02-1195','A67-7','acgWBjopQabJeYZ', 'LB')
('SL22517-2022-11-01-1170','S49-18','NuHAdj', 'MB')
('AC04652-2022-11-02-1150','A64-16','ROcChPa', 'UB')
('AC22517-2022-11-02-1200','A67-12','ZNGnDlQyhhGOzC', 'SU')
('AC22517-2022-11-02-1201','A67-13','MofqKLOibTll', 'LB')
('SL22517-2022-11-02-1207','S51-7','rzPYeMTyfo', 'SL')
('SL22517-2022-11-02-1211','S51-11','vwkfokAZeHFKwjTg', 'UB')
('AC12058-2022-11-01-1161','A65-9','iRNomug', 'UB')
('AC12058-2022-11-01-1162','A65-10','aDWU', 'UB')
('AC22517-2022-11-01-1155','A65-3','rynodgELgFsMVor', 'UB')
('AC22517-2022-11-02-1210','A68-4','VwIXFCMElxyiwNs', 'UB')
('SL12058-2022-11-01-1172','S49-20','XcjhGDvBcOWgmd', 'LB')
('SL22517-2022-11-01-1190','S50-14','RYCUJgH', 'UB')
('AC04652-2022-11-02-1167','A65-15','cKDetNQbvsxU', 'UB')
('AC04652-2022-11-02-1168','A65-16','DwzNZg', 'UB')
('AC04652-2022-11-01-1208','A68-2','ChANBQRAdgBvq', 'LB')
('AC04652-2022-11-02-1170','A65-18','OtCTwh', 'SU')
('SL22517-2022-11-01-1197','S50-21','wSUzKJdEGlgo', 'MB')
('AC22517-2022-11-01-1170','A65-18','Tc', 'SU')
('SL04652-2022-11-01-1188','S50-12','cc', 'LB')
('AC22517-2022-11-01-1171','A66-1','cPPMbNCTaxB', 'LB')
('AC12058-2022-11-01-1182','A66-12','yZXbargKOEPIwwL', 'SU')
('SL04652-2022-11-01-1190','S50-14','aKfpOeZ', 'UB')
('SL04652-2022-11-02-1165','S49-13','RvaHQxitjTPkjHa', 'MB')
('SL22517-2022-11-02-1229','S52-5','UgG', 'MB')
('AC12058-2022-11-01-1188','A66-18','PxNjXBArNDfyKHG', 'SU')
('SL12058-2022-11-01-1225','S52-1','CIHvfMFYySaDD', 'LB')
('SL04652-2022-11-01-1243','S52-19','oLiJQYOYWOfIozbZ', 'UB')
('SL12058-2022-11-01-1228','S52-4','H', 'LB')
('AC12058-2022-11-01-1238','A69-14','XWqtvtSN', 'LB')
('AC22517-2022-11-02-1285','A72-7','etaoYiSAJcWcVRP', 'LB')
('AC12058-2022-11-01-1261','A71-1','pNSTS', 'LB')
('AC04652-2022-11-01-1282','A72-4','WouWP', 'UB')
('SL22517-2022-11-02-1297','S55-1','nomLZjcKDniDR', 'LB')
('SL12058-2022-11-01-1245','S52-21','XIaa', 'MB')
('AC22517-2022-11-01-1232','A69-8','rT', 'LB')
('SL22517-2022-11-01-1278','S54-6','GAgjxv', 'UB')
('SL04652-2022-11-02-1238','S52-14','avhiR', 'UB')
('AC22517-2022-11-01-1235','A69-11','acmPAQHP', 'SL')
('AC22517-2022-11-01-1249','A70-7','VOxjUFqKBqMAkJhl', 'LB')
('SL12058-2022-11-01-1256','S53-8','hsKWuEHWjfpEG', 'SU')
('AC22517-2022-11-02-1304','A73-8','tctBoc', 'LB')
('AC04652-2022-11-02-1259','A70-17','GzyIatYqvaaA', 'SL')
('SL22517-2022-11-02-1321','S56-1','mAcEZRruhJOQih', 'LB')
('SL04652-2022-11-02-1255','S53-7','drSZLQVAofCBqy', 'SL')
('SL22517-2022-11-02-1331','S56-11','hLjAUz', 'UB')
('SL04652-2022-11-02-1262','S53-14','B', 'UB')
('AC04652-2022-11-02-1266','A71-6','FLIadHirFtN', 'SU')
('SL12058-2022-11-01-1270','S53-22','YOFevGR', 'UB')
('AC04652-2022-11-01-1304','A73-8','qQsira', 'LB')
('SL22517-2022-11-02-1334','S56-14','gPhebSxZtHe', 'UB')
('SL22517-2022-11-02-1338','S56-18','XG', 'MB')
('AC22517-2022-11-02-1325','A74-11','iSwynRV', 'SL')
('AC04652-2022-11-02-1276','A71-16','jNJSYv', 'UB')
('SL04652-2022-11-02-1277','S54-5','CbiNyKZAVWCKhDOD', 'MB')
('AC04652-2022-11-01-1312','A73-16','EOifeKNRORrdE', 'UB')
('AC04652-2022-11-01-1313','A73-17','FgR', 'SL')
('AC12058-2022-11-01-1303','A73-7','KdTYXFPpvhsVAYd', 'LB')
('AC04652-2022-11-01-1315','A74-1','TifFOeabYdALNQ', 'LB')
('AC04652-2022-11-01-1362','A76-12','Lk', 'SU')
('AC22517-2022-11-02-1375','A77-7','UCcvIYbmAPvmvWu', 'LB')
('SL22517-2022-11-01-1343','S56-23','drV', 'SL')
('SL12058-2022-11-01-1324','S56-4','lSzGLDTT', 'LB')
('AC04652-2022-11-01-1370','A77-2','JBXrYDpRF', 'LB')
('AC12058-2022-11-01-1356','A76-6','ipYmUPsPeQC', 'SU')
('AC04652-2022-11-01-1373','A77-5','ZkmzRvMXGJQPJEE', 'SL')
('AC04652-2022-11-02-1337','A75-5','gEpJwuJyGTtPSMTX', 'SL')
('SL04652-2022-11-02-1335','S56-15','Z', 'SL')
('AC12058-2022-11-01-1391','A78-5','DqiUNRHnXcaUDCD', 'SL')
('SL04652-2022-11-01-1388','S58-20','ekOb', 'LB')
('AC22517-2022-11-01-1371','A77-3','HPNotWrhGd', 'UB')
('SL22517-2022-11-01-1383','S58-15','bRKBf', 'SL')
('AC04652-2022-11-02-1373','A77-5','NhJSQzaAehiRUq', 'SL')
('AC04652-2022-11-02-1375','A77-7','selZauhi', 'LB')
('SL04652-2022-11-02-1369','S58-1','aQXrEKFpVEQ', 'LB')
('AC22517-2022-11-01-1375','A77-7','D', 'LB')
('AC12058-2022-11-01-1407','A79-3','ZqZQJlrluz', 'UB')
('AC04652-2022-11-02-1380','A77-12','ZqxAUfeulCKOGGGd', 'SU')
('SL12058-2022-11-01-1386','S58-18','J', 'MB')
('AC12058-2022-11-01-1410','A79-6','UkuCN', 'SU')
('AC12058-2022-11-01-1411','A79-7','dCdxkqhhFMtPCM', 'LB')
('AC12058-2022-11-01-1412','A79-8','sAnvTZNgVjy', 'LB')
('SL04652-2022-11-01-1407','S59-15','kT', 'SL')
('AC04652-2022-11-02-1384','A77-16','COPWKaAKT', 'UB')
('AC12058-2022-11-01-1418','A79-14','CMscSPHKMB', 'LB')
('AC22517-2022-11-01-1395','A78-9','bWWUlVERMz', 'UB')
('SL04652-2022-11-02-1387','S58-19','DNvorEMZfctjDz', 'UB')
('SL04652-2022-11-01-1415','S59-23','IZkHesJwn', 'SL')
('AC22517-2022-11-02-1445','A81-5','AseuTjJwfRl', 'SL')
('SL04652-2022-11-01-1422','S60-6','EibfScShMB', 'UB')
('AC22517-2022-11-02-1450','A81-10','WLgwb', 'UB')
('AC04652-2022-11-01-1441','A81-1','Gw', 'LB')
('AC12058-2022-11-01-1429','A80-7','I', 'LB')
('SL22517-2022-11-02-1456','S61-16','w', 'SU')
('SL04652-2022-11-02-1396','S59-4','azBhCYplZkNIeOm', 'LB')
('AC12058-2022-11-01-1432','A80-10','wHZmpzWRvyDw', 'UB')
('SL04652-2022-11-02-1399','S59-7','O', 'SL')
('SL22517-2022-11-01-1415','S59-23','VOn', 'SL')
('SL04652-2022-11-02-1401','S59-9','cODRjMHDmjb', 'LB')
('SL22517-2022-11-01-1418','S60-2','AZLmVo', 'MB')
('SL12058-2022-11-01-1399','S59-7','rKdyMsWqFKO', 'SL')
('AC12058-2022-11-01-1438','A80-16','NWBPLmFmDcYB', 'UB')
('SL22517-2022-11-01-1420','S60-4','qI', 'LB')
('SL12058-2022-11-01-1406','S59-14','AXBFRNUSbAmBTva', 'UB')
('SL12058-2022-11-01-1407','S59-15','dgPaqmgUGaKnmtz', 'SL')
('SL22517-2022-11-02-1491','S63-3','nF', 'UB')
('AC04652-2022-11-01-1493','A83-17','QqXoVBRiZWwirC', 'SL')
('SL04652-2022-11-02-1445','S61-5','HZOfsCWLuuN', 'MB')
('AC04652-2022-11-01-1547','A86-17','wvkqrYOycs', 'SL')
('AC04652-2022-11-02-1485','A83-9','BTUCdE', 'UB')
('SL12058-2022-11-01-1500','S63-12','WZXo', 'LB')
('AC22517-2022-11-02-1568','A88-2','pFAedMVXOoXEcUX', 'LB')
('SL04652-2022-11-01-1539','S65-3','LxkWeWCTQ', 'UB')
('AC22517-2022-11-02-1573','A88-7','YtA', 'LB')
('SL04652-2022-11-01-1542','S65-6','ACGpirqU', 'UB')
('SL22517-2022-11-01-1528','S64-16','XjfDT', 'SU')
('AC04652-2022-11-01-1557','A87-9','tzjMHKqPL', 'UB')
('AC22517-2022-11-02-1577','A88-11','FBvFqdiHqmJS', 'SL')
('AC22517-2022-11-02-1578','A88-12','MyFSuCP', 'SU')
('AC04652-2022-11-02-1503','A84-9','G', 'UB')
('AC04652-2022-11-02-1507','A84-13','ACQln', 'LB')
('SL12058-2022-11-01-1517','S64-5','oAvTRcMipb', 'MB')
('AC22517-2022-11-01-1500','A84-6','evcAB', 'SU')
('AC12058-2022-11-01-1571','A88-5','LatDcXoLsPHlyJ', 'SL')
('SL22517-2022-11-02-1589','S67-5','WzkK', 'MB')
('SL12058-2022-11-01-1525','S64-13','NJ', 'MB')
('SL22517-2022-11-01-1544','S65-8','HrolXuHNgiIZsMKj', 'SU')
('SL22517-2022-11-02-1591','S67-7','rifiHYMBFzSX', 'SL')
('AC22517-2022-11-02-1588','A89-4','jVKlDvnIZfWTIMG', 'UB')
('AC22517-2022-11-01-1508','A84-14','dZHyQkm', 'LB')
('AC04652-2022-11-01-1577','A88-11','FZSEQt', 'SL')
('SL04652-2022-11-02-1539','S65-3','CLUNyuE', 'UB')
('AC22517-2022-11-01-1510','A84-16','bGKLMzXshEUCa', 'UB')
('SL04652-2022-11-01-1565','S66-5','xZIyCDRWyBfrX', 'MB')
('SL12058-2022-11-01-1532','S64-20','OsHApazsoQ', 'LB')
('SL22517-2022-11-02-1604','S67-20','rLWFKXoiXvAcnTGy', 'LB')
('AC22517-2022-11-01-1518','A85-6','LpTMJGHaj', 'SU')
('SL12058-2022-11-01-1564','S66-4','mzHpCkROkXz', 'LB')
('SL12058-2022-11-01-1571','S66-11','MWDkax', 'UB')
('AC04652-2022-11-01-1622','A91-2','MxSaZxMiyavhZXjr', 'LB')
('SL04652-2022-11-01-1600','S67-16','XAl', 'SU')
('SL04652-2022-11-02-1570','S66-10','lRjiKJdpipBYX', 'MB')
('SL12058-2022-11-01-1577','S66-17','QhqhARd', 'LB')
('AC04652-2022-11-01-1628','A91-8','DxopLgsGlSH', 'LB')
('AC12058-2022-11-01-1610','A90-8','QMB', 'LB')
('AC04652-2022-11-01-1636','A91-16','hi', 'UB')
('AC04652-2022-11-02-1552','A87-4','mxsWUOCLtsEX', 'UB')
('SL22517-2022-11-01-1608','S67-24','w', 'SU')
('SL22517-2022-11-01-1610','S68-2','pyT', 'MB')
('AC12058-2022-11-01-1620','A90-18','fwxFllDEOavV', 'SU')
('SL22517-2022-11-01-1641','S69-9','f', 'LB')
('AC12058-2022-11-01-1647','A92-9','EWNJPLvxWdU', 'UB')
('SL22517-2022-11-02-1682','S71-2','jBQopv', 'MB')
('AC04652-2022-11-02-1587','A89-3','OmKcegFagRKRfm', 'UB')
('AC22517-2022-11-02-1672','A93-16','hNnMXjxEdNKNDZ', 'UB')
('AC04652-2022-11-02-1589','A89-5','SxRwd', 'SL')
('AC04652-2022-11-01-1681','A94-7','IxVEDAgNBUJeaa', 'LB')
('SL22517-2022-11-01-1650','S69-18','TFRtfrV', 'MB')
('SL22517-2022-11-01-1651','S69-19','NqMafEVurjFpY', 'UB')
('AC04652-2022-11-02-1594','A89-10','GK', 'UB')
('AC04652-2022-11-02-1595','A89-11','rdJMPt', 'SL')
('AC12058-2022-11-01-1661','A93-5','jCEZxaqordHZ', 'SL')
('SL22517-2022-11-02-1694','S71-14','gROZQHmpwKYXlZY', 'UB')
('SL04652-2022-11-02-1623','S68-15','wWAhloyJqePo', 'SL')
('AC22517-2022-11-01-1602','A89-18','akNICINzV', 'SU')
('AC22517-2022-11-01-1603','A90-1','xJSUUSLYrpz', 'LB')
('AC04652-2022-11-02-1601','A89-17','jOPkEVb', 'SL')
('SL04652-2022-11-02-1629','S68-21','sKebfJKqa', 'MB')
('SL22517-2022-11-01-1658','S70-2','cAWamqF', 'MB')
('SL22517-2022-11-01-1659','S70-3','PDOLSgj', 'UB')
('SL12058-2022-11-01-1648','S69-16','h', 'SU')
('AC22517-2022-11-01-1606','A90-4','VCF', 'UB')
('AC04652-2022-11-02-1607','A90-5','AZm', 'SL')
('AC22517-2022-11-01-1613','A90-11','DlwmFpZE', 'SL')
('SL04652-2022-11-01-1667','S70-11','nF', 'UB')
('SL22517-2022-11-01-1671','S70-15','xf', 'SL')
('AC04652-2022-11-02-1615','A90-13','PMMfAWGANMe', 'LB')
('AC22517-2022-11-01-1621','A91-1','xcfbdmMOfqkiaJb', 'LB')
('SL04652-2022-11-02-1652','S69-20','FVUdyJXhHiCHm', 'LB')
('AC04652-2022-11-02-1621','A91-1','VY', 'LB')
('SL22517-2022-11-01-1682','S71-2','QYMDdHTleffjPoD', 'MB')
('AC22517-2022-11-01-1632','A91-12','srcoctM', 'SU')
('SL22517-2022-11-01-1687','S71-7','TMvXTqaVfma', 'SL')
('AC04652-2022-11-02-1626','A91-6','SIRHMpFNAQasT', 'SU')
('SL22517-2022-11-02-1728','S72-24','jtjdwi', 'SU')
('SL22517-2022-11-01-1690','S71-10','ZwMBjpVmc', 'MB')
('AC04652-2022-11-02-1629','A91-9','ISKgTy', 'UB')
('AC22517-2022-11-02-1761','A98-15','i', 'UB')
('AC12058-2022-11-01-1714','A96-4','UpVRDSDVa', 'UB')
('SL04652-2022-11-01-1735','S73-7','sF', 'SL')
('SL22517-2022-11-01-1761','S74-9','xgiP', 'LB')
('SL12058-2022-11-01-1723','S72-19','LoIDeePk', 'UB')
('AC04652-2022-11-01-1797','A100-15','TczEyfWXJoUL', 'UB')
('AC04652-2022-11-01-1798','A100-16','wZmkQxRYbGKuCrw', 'UB')
('AC22517-2022-11-02-1794','A100-12','UEYnCpRzNWsnjKv', 'SU')
('AC04652-2022-11-02-1684','A94-10','iCggwyrwEf', 'UB')
('SL04652-2022-11-01-1746','S73-18','bwVFRfx', 'MB')
('SL22517-2022-11-02-1782','S75-6','w', 'UB')
('AC04652-2022-11-02-1686','A94-12','ygWnTIguJYWdEH', 'SU')
('AC04652-2022-11-02-1688','A94-14','uisLQxRykZcJ', 'LB')
('SL04652-2022-11-02-1733','S73-5','tDGVrSJ', 'MB')
('AC04652-2022-11-02-1691','A94-17','JEwCUedSoyNisGs', 'SL')
('AC04652-2022-11-01-1807','A101-7','ewVooCqlKktTSizi', 'LB')
('SL04652-2022-11-02-1735','S73-7','WKjfPoGJV', 'SL')
('SL12058-2022-11-01-1742','S73-14','baCjTGBebIeiWek', 'UB')
('AC04652-2022-11-01-1816','A101-16','vVgBQLqzPLslBM', 'UB')
('SL12058-2022-11-01-1747','S73-19','VUtqQIQu', 'UB')
('AC04652-2022-11-01-1823','A102-5','WuNrRwvQmybL', 'SL')
('AC22517-2022-11-01-1718','A96-8','avNYaLY', 'LB')
('SL22517-2022-11-01-1791','S75-15','GxnnextkA', 'SL')
('AC12058-2022-11-01-1773','A99-9','SJVJwxgtOjrX', 'UB')
('SL04652-2022-11-01-1764','S74-12','EGkFcpMjc', 'LB')
('SL22517-2022-11-02-1809','S76-9','dfOePGhwBCiG', 'LB')
('AC22517-2022-11-02-1818','A101-18','MRlgcQkrh', 'SU')
('AC22517-2022-11-01-1722','A96-12','q', 'SU')
('AC04652-2022-11-01-1835','A102-17','DaPJkSPZNVE', 'SL')
('SL04652-2022-11-01-1766','S74-14','IGlAKijvdcz', 'UB')
('AC22517-2022-11-01-1726','A96-16','uZOrMrIISwha', 'UB')
('AC12058-2022-11-01-1786','A100-4','HRQTmA', 'UB')
('AC04652-2022-11-01-1841','A103-5','OTajFPmaYrftcJJb', 'SL')
('AC22517-2022-11-02-1825','A102-7','WTIKvbbGKYO', 'LB')
('AC04652-2022-11-02-1719','A96-9','YXkyFCJVHWEMw', 'UB')
('AC04652-2022-11-02-1726','A96-16','GngewSfdxcHtrZ', 'UB')
('AC04652-2022-11-02-1729','A97-1','C', 'LB')
('AC04652-2022-11-01-1852','A103-16','DtJX', 'UB')
('SL22517-2022-11-02-1825','S77-1','OLmpcLYDbita', 'LB')
('AC04652-2022-11-02-1732','A97-4','M', 'UB')
('SL04652-2022-11-01-1788','S75-12','JfvUOySSTMYLb', 'LB')
('SL22517-2022-11-01-1839','S77-15','KbgxfTPkpOYNW', 'SL')
('SL04652-2022-11-02-1788','S75-12','JT', 'LB')
('AC12058-2022-11-01-1812','A101-12','xgzYLNanQEW', 'SU')
('AC22517-2022-11-01-1751','A98-5','XJmigSAhdsNUSFwh', 'SL')
('AC04652-2022-11-02-1745','A97-17','nvecCfDckhgOaBNI', 'SL')
('SL22517-2022-11-01-1843','S77-19','qpxl', 'UB')
('AC22517-2022-11-01-1752','A98-6','FQsMaffG', 'SU')
('SL22517-2022-11-02-1841','S77-17','DRXpllg', 'LB')
('AC04652-2022-11-01-1868','A104-14','uVpxQDtiJE', 'LB')
('SL22517-2022-11-01-1845','S77-21','ztDdJgeuZwqOs', 'MB')
('AC04652-2022-11-01-1872','A104-18','LZajgZel', 'SU')
('AC04652-2022-11-01-1876','A105-4','DnNNyxyxmux', 'UB')
('SL04652-2022-11-02-1797','S75-21','UHdcWI', 'MB')
('SL04652-2022-11-01-1811','S76-11','p', 'UB')
('AC04652-2022-11-02-1760','A98-14','YYiLRumSkrMj', 'LB')
('AC04652-2022-11-01-1904','A106-14','cGsHqrRGdrz', 'LB')
('SL04652-2022-11-01-1864','S78-16','kyGmg', 'SU')
('SL04652-2022-11-01-1865','S78-17','WGrOhNh', 'LB')
('SL04652-2022-11-01-1868','S78-20','AcsWAinkolwcUj', 'LB')
