('SL22517-2022-11-01-3','S1-3','aGlHy', 'UB')
('SL22517-2022-11-01-3612','S151-12','ODOZxyjh', 'LB')
('SL04652-2022-11-02-3541','S148-13','O', 'MB')
('SL04652-2022-11-01-3623','S151-23','EcbbrkCc', 'SL')
('SL12058-2022-11-01-3576','S149-24','iMLtXEoBJQx', 'SU')
('SL04652-2022-11-01-3625','S152-1','uJHluCOMp', 'LB')
('AC04652-2022-11-02-3546','A197-18','kysAjAYdCBXij', 'SU')
('AC04652-2022-11-02-3551','A198-5','qdrdUNlDgUkkDpX', 'SL')
('SL12058-2022-11-01-3585','S150-9','Zt', 'LB')
('AC12058-2022-11-01-3636','A202-18','XuJNvBjwl', 'SU')
('AC04652-2022-11-01-3622','A202-4','xMxzlKEvCJBdgI', 'UB')
('SL12058-2022-11-01-3588','S150-12','izohOZGtbxZsa', 'LB')
('SL22517-2022-11-02-3693','S154-21','D', 'MB')
('SL04652-2022-11-02-3560','S149-8','slUQfLTjECZyGGd', 'SU')
('AC04652-2022-11-01-3632','A202-14','jUvHpLMZgUzJE', 'LB')
('SL04652-2022-11-02-3567','S149-15','WSPN', 'SL')
('SL22517-2022-11-02-3705','S155-9','dXpMv', 'LB')
('AC04652-2022-11-01-3645','A203-9','f', 'UB')
('SL12058-2022-11-01-3618','S151-18','vhqxjzcnygNtEM', 'MB')
('AC22517-2022-11-01-3490','A194-16','EFZlpw', 'UB')
('AC22517-2022-11-02-3749','A209-5','iBNr', 'SL')
('SL22517-2022-11-01-3674','S154-2','mUMD', 'MB')
('AC12058-2022-11-01-3704','A206-14','xpDB', 'LB')
('AC12058-2022-11-01-3705','A206-15','KuPUjbXS', 'UB')
('AC22517-2022-11-01-3532','A197-4','TFtfexY', 'UB')
('SL22517-2022-11-02-3751','S157-7','fKFOGCzEM', 'SL')
('SL12058-2022-11-01-3656','S153-8','q', 'SU')
('AC12058-2022-11-01-3709','A207-1','LjdhBspB', 'LB')
('AC04652-2022-11-01-3681','A205-9','ucRn', 'UB')
('AC22517-2022-11-02-3756','A209-12','eoQWpbXwnQoH', 'SU')
('SL04652-2022-11-02-3625','S152-1','iYRXbhKTHmfGWrND', 'LB')
('AC12058-2022-11-01-3712','A207-4','kisVwxrCFoq', 'UB')
('AC22517-2022-11-02-3759','A209-15','jcxypYd', 'UB')
('SL22517-2022-11-02-3756','S157-12','M', 'LB')
('SL22517-2022-11-01-3684','S154-12','DYuZZvE', 'LB')
('AC22517-2022-11-02-3762','A209-18','aSSqFvkM', 'SU')
('AC12058-2022-11-01-3714','A207-6','TwKzpSPZbt', 'SU')
('AC22517-2022-11-01-3539','A197-11','ghhfta', 'SL')
('AC12058-2022-11-01-3716','A207-8','IXOGkdHkESZmE', 'LB')
('AC04652-2022-11-02-3618','A201-18','YsmbpVxzicbw', 'SU')
('SL04652-2022-11-01-3709','S155-13','Hlz', 'MB')
('SL04652-2022-11-02-3631','S152-7','zZaMNTXzwAdKV', 'SL')
('AC04652-2022-11-02-3624','A202-6','DxoIX', 'SU')
('SL04652-2022-11-02-3633','S152-9','MyM', 'LB')
('SL22517-2022-11-02-3767','S157-23','lQlSRBdXyXqcoAk', 'SL')
('AC12058-2022-11-01-3718','A207-10','SprcbEQ', 'UB')
('AC04652-2022-11-02-3672','A204-18','jsUZhFWTVJaEZ', 'SU')
('SL04652-2022-11-02-3714','S155-18','srkeMlHwYfoibXlP', 'MB')
('AC04652-2022-11-02-3711','A207-3','feZEjeBwXjl', 'UB')
('SL04652-2022-11-01-3814','S159-22','LohnQn', 'UB')
('SL04652-2022-11-01-3815','S159-23','OgbyavaWs', 'SL')
('SL04652-2022-11-02-3717','S155-21','i', 'MB')
('SL04652-2022-11-02-3718','S155-22','OoimLsqStkk', 'UB')
('SL22517-2022-11-02-3845','S161-5','bJBHvvX', 'MB')
('SL12058-2022-11-01-3755','S157-11','NVSKwtPfL', 'UB')
('AC22517-2022-11-02-3890','A217-2','xP', 'LB')
('AC12058-2022-11-01-3812','A212-14','elXxCu', 'LB')
('AC04652-2022-11-02-3744','A208-18','WhwHlMUkMW', 'SU')
('SL22517-2022-11-01-3805','S159-13','wfQvcD', 'MB')
('SL12058-2022-11-01-3783','S158-15','dCCsVlbbSpLM', 'SL')
('AC04652-2022-11-01-3856','A215-4','YlynIBBQYrZNY', 'UB')
('SL04652-2022-11-02-3767','S157-23','XrSloAHbvpVWYaLs', 'SL')
('SL22517-2022-11-02-3894','S163-6','NSJHkErSNdIcfVuo', 'UB')
('SL22517-2022-11-02-3895','S163-7','FoVShQKVCctfLie', 'SL')
('AC22517-2022-11-02-3948','A220-6','hCKUmHafpNHM', 'SU')
('AC04652-2022-11-02-3813','A212-15','RxzcM', 'UB')
('SL22517-2022-11-02-3948','S165-12','ndoOhf', 'LB')
('SL12058-2022-11-01-3837','S160-21','cvOScBJuich', 'MB')
('AC12058-2022-11-01-3894','A217-6','ksbnIq', 'SU')
('SL12058-2022-11-01-3883','S162-19','nMsfEPHR', 'UB')
('SL04652-2022-11-01-3926','S164-14','JvcznXYqjjxgz', 'UB')
('SL04652-2022-11-01-3927','S164-15','wIUq', 'SL')
('SL04652-2022-11-01-3928','S164-16','KnXpuh', 'SU')
('AC22517-2022-11-02-4009','A223-13','gXrwvVgehPfYKK', 'LB')
('SL04652-2022-11-01-3930','S164-18','vveeQV', 'MB')
('AC22517-2022-11-01-3762','A209-18','zijQndrU', 'SU')
('AC04652-2022-11-01-3966','A221-6','LOdyKYOXzlxkUUcJ', 'SU')
('SL12058-2022-11-01-3889','S163-1','Oy', 'LB')
('SL12058-2022-11-01-3891','S163-3','OGbzYzFJTMrLysis', 'UB')
('AC22517-2022-11-02-4016','A224-2','ThpMAbp', 'LB')
('AC22517-2022-11-02-4017','A224-3','cGGdYYij', 'UB')
('AC22517-2022-11-01-3766','A210-4','WRBw', 'UB')
('SL04652-2022-11-01-3941','S165-5','wfVJ', 'MB')
('SL22517-2022-11-02-4007','S167-23','doBcxVIpZc', 'SL')
('AC04652-2022-11-02-3908','A218-2','YcEIMwiWOCk', 'LB')
('SL04652-2022-11-02-3896','S163-8','NSTPWzWHDfAcLW', 'SU')
('SL22517-2022-11-01-3982','S166-22','xVyfKco', 'UB')
('AC04652-2022-11-01-4007','A223-11','tM', 'SL')
('AC12058-2022-11-01-3979','A222-1','SYSaWx', 'LB')
('AC12058-2022-11-01-3980','A222-2','xMSxjQZznSKqB', 'LB')
('SL04652-2022-11-02-3898','S163-10','Hq', 'MB')
('AC22517-2022-11-01-3812','A212-14','qvDCEILpndZ', 'LB')
('SL12058-2022-11-01-3931','S164-19','tynFVhqGNbCD', 'UB')
('SL12058-2022-11-01-3932','S164-20','kDkQwAwXPGsse', 'LB')
('SL04652-2022-11-01-3984','S166-24','gAvJMD', 'SU')
('SL22517-2022-11-01-4016','S168-8','VWiTjcKEL', 'SU')
('SL22517-2022-11-02-4102','S171-22','EyjIKo', 'UB')
('AC04652-2022-11-02-3961','A221-1','gChLKAlCmIIcLHxx', 'LB')
('SL22517-2022-11-02-4103','S171-23','fYO', 'SL')
('SL04652-2022-11-01-4023','S168-15','sDcOu', 'SL')
('SL04652-2022-11-02-3944','S165-8','ZYvhQUCiNkjqLLuK', 'SU')
('AC12058-2022-11-01-4027','A224-13','JqFjgKg', 'LB')
('AC04652-2022-11-02-4052','A226-2','FNx', 'LB')
('AC04652-2022-11-02-4053','A226-3','kQAENTlRe', 'UB')
('SL22517-2022-11-01-4123','S172-19','wGOsDKQPgFWCOv', 'UB')
('AC22517-2022-11-01-3947','A220-5','zPZIIKttl', 'SL')
('SL04652-2022-11-02-4026','S168-18','QqcqUyCumsJPEL', 'MB')
('SL04652-2022-11-02-4027','S168-19','gwygbQR', 'UB')
('AC04652-2022-11-01-4156','A231-16','mP', 'UB')
('AC04652-2022-11-02-4059','A226-9','AYdppH', 'UB')
('AC04652-2022-11-01-4160','A232-2','MaDMsBtvOAISZ', 'LB')
('AC04652-2022-11-01-4165','A232-7','W', 'LB')
('SL04652-2022-11-01-4121','S172-17','VMrPEVVCk', 'LB')
('SL12058-2022-11-01-4092','S171-12','hxbJmnBsqXQd', 'LB')
('AC12058-2022-11-01-4110','A229-6','DXs', 'SU')
('AC22517-2022-11-02-4209','A234-15','eOspYdm', 'UB')
('AC12058-2022-11-01-4111','A229-7','yVvH', 'LB')
('SL22517-2022-11-02-4203','S176-3','XlBjCMBx', 'UB')
('AC12058-2022-11-01-4113','A229-9','itjUSXHgGNaLeXd', 'UB')
('AC12058-2022-11-01-4114','A229-10','qLYUMuwMrLiUR', 'UB')
('AC12058-2022-11-01-4116','A229-12','Obt', 'SU')
('AC04652-2022-11-01-4178','A233-2','hXmvY', 'LB')
('AC12058-2022-11-01-4120','A229-16','TESAzhLpEeuhj', 'UB')
('AC04652-2022-11-01-4179','A233-3','j', 'UB')
('SL04652-2022-11-02-4045','S169-13','lMXU', 'MB')
('SL12058-2022-11-01-4105','S172-1','uUeqbw', 'LB')
('SL22517-2022-11-02-4212','S176-12','zNWRzKYk', 'LB')
('AC12058-2022-11-01-4125','A230-3','MhxLEpaW', 'UB')
('SL04652-2022-11-01-4135','S173-7','PjndvKbAmZ', 'SL')
('SL04652-2022-11-01-4136','S173-8','LnKWu', 'SU')
('AC04652-2022-11-01-4183','A233-7','dySC', 'LB')
('AC22517-2022-11-01-3961','A221-1','ykNyByvrdUkoOLZx', 'LB')
('AC22517-2022-11-01-3962','A221-2','OYwah', 'LB')
('AC04652-2022-11-01-4185','A233-9','eGYdgZ', 'UB')
('SL04652-2022-11-01-4138','S173-10','LkbBTTNs', 'MB')
('SL22517-2022-11-01-4142','S173-14','tmwGzZBzReXY', 'UB')
('SL04652-2022-11-01-4139','S173-11','sto', 'UB')
('AC12058-2022-11-01-4136','A230-14','cnYopirq', 'LB')
('SL04652-2022-11-02-4054','S169-22','Crp', 'UB')
('SL22517-2022-11-02-4224','S176-24','uBFYm', 'SU')
('AC22517-2022-11-01-3969','A221-9','lSUrEPkF', 'UB')
('AC04652-2022-11-02-4085','A227-17','HlyXapBWBmaHdQg', 'SL')
('SL22517-2022-11-01-4149','S173-21','tPH', 'MB')
('AC04652-2022-11-01-4193','A233-17','TppkmtcFHHlI', 'SL')
('SL12058-2022-11-01-4124','S172-20','OJcahOfDk', 'LB')
('SL12058-2022-11-01-4125','S172-21','BkpdutOQ', 'MB')
('AC22517-2022-11-01-3974','A221-14','ZGTCZCtakThvot', 'LB')
('AC12058-2022-11-01-4147','A231-7','PCN', 'LB')
('SL12058-2022-11-01-4136','S173-8','pzfWEmTDB', 'SU')
('AC12058-2022-11-01-4187','A233-11','JotxjlJOD', 'SL')
('AC22517-2022-11-01-4010','A223-14','XQuPxUup', 'LB')
('SL04652-2022-11-01-4194','S175-18','VNVAzTS', 'MB')
('SL22517-2022-11-02-4265','S178-17','GoQuuXwqvEcinD', 'LB')
('AC22517-2022-11-02-4275','A238-9','ScYMRzTaufbL', 'UB')
('SL04652-2022-11-02-4096','S171-16','SKfjjW', 'SU')
('SL04652-2022-11-02-4097','S171-17','yDssFh', 'LB')
('AC22517-2022-11-01-4021','A224-7','ywJmpGzPOy', 'LB')
('AC04652-2022-11-01-4247','A236-17','mrKennFQCi', 'SL')
('AC04652-2022-11-01-4248','A236-18','xNFYokuMSeRi', 'SU')
('SL12058-2022-11-01-4181','S175-5','kaVdaBbGRtNU', 'MB')
('SL22517-2022-11-02-4278','S179-6','iUqjHmPI', 'UB')
('SL22517-2022-11-02-4279','S179-7','BhuAiCSqblmk', 'SL')
('SL22517-2022-11-01-4209','S176-9','fSeXkn', 'LB')
('SL12058-2022-11-01-4188','S175-12','oqngHANKtrWu', 'LB')
('SL22517-2022-11-02-4287','S179-15','dsrcQyCAV', 'SL')
('AC12058-2022-11-01-4213','A235-1','HKmfCJ', 'LB')
('AC22517-2022-11-02-4292','A239-8','FUqsOUxwCglHfT', 'LB')
('SL04652-2022-11-01-4228','S177-4','WsUV', 'LB')
('AC22517-2022-11-01-4041','A225-9','xXhbjjMUeUHCH', 'UB')
('AC22517-2022-11-01-4051','A226-1','JUmelZiTHnIrp', 'LB')
('SL04652-2022-11-01-4241','S177-17','GXwdlCeSYXQiys', 'LB')
('AC04652-2022-11-02-4169','A232-11','GyWNNQJgVjDpn', 'SL')
('AC12058-2022-11-01-4229','A235-17','LebqWEfugAtMesK', 'SL')
('AC04652-2022-11-01-4273','A238-7','ysyCt', 'LB')
('AC12058-2022-11-01-4231','A236-1','ptnvmMcj', 'LB')
('AC12058-2022-11-01-4233','A236-3','gTZXVJ', 'UB')
('SL22517-2022-11-02-4317','S180-21','Ccujbo', 'MB')
('AC22517-2022-11-02-4317','A240-15','LWXLtHGWodwpV', 'UB')
('AC04652-2022-11-02-4182','A233-6','taBOVYsOCe', 'SU')
('AC22517-2022-11-02-4318','A240-16','EoYnKGI', 'UB')
('AC04652-2022-11-02-4183','A233-7','E', 'LB')
('SL22517-2022-11-02-4324','S181-4','wJTmUBgdBFWaYJkv', 'LB')
('SL04652-2022-11-02-4156','S174-4','pbTsNf', 'LB')
('SL22517-2022-11-01-4247','S177-23','mQWgBXbj', 'SL')
('SL04652-2022-11-01-4260','S178-12','FL', 'LB')
('SL04652-2022-11-02-4158','S174-6','GmtkhcHUcr', 'UB')
('SL04652-2022-11-02-4159','S174-7','ioKRUEyMCzUJdFc', 'SL')
('AC22517-2022-11-01-4080','A227-12','afsgFYxGB', 'SU')
('SL22517-2022-11-01-4253','S178-5','MtLYhzpcxrxCDpml', 'MB')
('SL22517-2022-11-01-4254','S178-6','NqZOXXgijcmFe', 'UB')
('AC04652-2022-11-02-4196','A234-2','q', 'LB')
('AC12058-2022-11-01-4252','A237-4','pjNhmMwcXFHr', 'UB')
('AC22517-2022-11-01-4090','A228-4','uZiIshc', 'UB')
('SL04652-2022-11-02-4171','S174-19','HgEt', 'UB')
('AC12058-2022-11-01-4257','A237-9','uewFMqopputehVi', 'UB')
('AC22517-2022-11-02-4329','A241-9','heexcISSaVyycH', 'UB')
('AC22517-2022-11-01-4097','A228-11','aeMfDelYn', 'SL')
('SL22517-2022-11-02-4343','S181-23','dyauJOlP', 'SL')
('AC22517-2022-11-02-4331','A241-11','oLHWxraD', 'SL')
('SL04652-2022-11-02-4193','S175-17','g', 'LB')
('SL22517-2022-11-01-4281','S179-9','kjDw', 'LB')
('SL22517-2022-11-01-4282','S179-10','sqIJpwJnCJmQccoX', 'MB')
('SL22517-2022-11-01-4283','S179-11','tAGSVEpxLaYi', 'UB')
('AC04652-2022-11-01-4317','A240-15','HAZpL', 'UB')
('AC22517-2022-11-02-4346','A242-8','cPYsBBv', 'LB')
('SL04652-2022-11-01-4287','S179-15','HpBQXNLO', 'SL')
('AC22517-2022-11-02-4348','A242-10','RRBb', 'UB')
('SL22517-2022-11-02-4359','S182-15','VdrmTXS', 'SL')
('AC12058-2022-11-01-4284','A238-18','RcbMZticZYjXgZQ', 'SU')
('SL22517-2022-11-01-4292','S179-20','QuHf', 'LB')
('SL12058-2022-11-01-4283','S179-11','Er', 'UB')
('AC04652-2022-11-02-4231','A236-1','YyyksDS', 'LB')
('SL04652-2022-11-02-4210','S176-10','tEMjRprsVqWhIUTg', 'MB')
('SL22517-2022-11-01-4303','S180-7','hQvO', 'SL')
('SL22517-2022-11-01-4304','S180-8','BfTKfjbo', 'SU')
('SL04652-2022-11-02-4214','S176-14','cnaYVXwJaS', 'UB')
('SL04652-2022-11-02-4215','S176-15','pOsjLschRov', 'SL')
('AC04652-2022-11-02-4237','A236-7','cLsQ', 'LB')
('AC12058-2022-11-01-4299','A239-15','m', 'UB')
('AC22517-2022-11-02-4365','A243-9','SdkocPQGZi', 'UB')
('AC04652-2022-11-01-4329','A241-9','CbhJbbF', 'UB')
('AC22517-2022-11-01-4138','A230-16','wSXQXVDQCYTlI', 'UB')
('SL22517-2022-11-02-4380','S183-12','fGBsJGoAJ', 'LB')
('SL22517-2022-11-01-4314','S180-18','IJcxtmNXYBDwoe', 'MB')
('AC22517-2022-11-02-4375','A244-1','F', 'LB')
('SL22517-2022-11-01-4318','S180-22','BF', 'UB')
('SL12058-2022-11-01-4303','S180-7','gnr', 'SL')
('AC04652-2022-11-01-4342','A242-4','WPrwfiGxi', 'UB')
('SL04652-2022-11-01-4314','S180-18','Ty', 'MB')
('SL04652-2022-11-01-4315','S180-19','rNjPCukCojrLtgy', 'UB')
('SL22517-2022-11-02-4398','S184-6','WBaVj', 'UB')
('SL12058-2022-11-01-4310','S180-14','mhow', 'UB')
('SL12058-2022-11-01-4311','S180-15','ttnIs', 'SL')
('SL04652-2022-11-01-4325','S181-5','snCgAU', 'MB')
('SL22517-2022-11-02-4404','S184-12','acqfm', 'LB')
('SL22517-2022-11-02-4405','S184-13','RcOgRieNBjKw', 'MB')
('AC04652-2022-11-02-4264','A237-16','uOZz', 'UB')
('SL04652-2022-11-02-4237','S177-13','LmJhMFNcE', 'MB')
('AC22517-2022-11-02-4392','A244-18','rQTeLhAh', 'SU')
('SL22517-2022-11-01-4336','S181-16','YYiWmFLMlcskJa', 'SU')
('SL04652-2022-11-01-4330','S181-10','RL', 'MB')
('SL22517-2022-11-02-4410','S184-18','WNTYJYQQyRQ', 'MB')
('SL22517-2022-11-01-4340','S181-20','dyAitaWeslONYNr', 'LB')
('AC22517-2022-11-02-4395','A245-3','TKQNztNGkMWUxYdc', 'UB')
('SL22517-2022-11-02-4412','S184-20','BFT', 'LB')
('AC04652-2022-11-01-4365','A243-9','USzsNLoT', 'UB')
('AC22517-2022-11-02-4400','A245-8','XnmHNLu', 'LB')
('AC22517-2022-11-01-4174','A232-16','xMivxJgF', 'UB')
('SL04652-2022-11-02-4253','S178-5','tgdyBdrNj', 'MB')
('SL12058-2022-11-01-4328','S181-8','YsZAmEXdxoUzdw', 'SU')
('SL04652-2022-11-01-4335','S181-15','ncMZ', 'SL')
('SL12058-2022-11-01-4330','S181-10','RSLKEpVqJXXZITvU', 'MB')
('SL22517-2022-11-01-4352','S182-8','FifKxoabr', 'SU')
('SL22517-2022-11-01-4353','S182-9','eEjt', 'LB')
('SL04652-2022-11-02-4262','S178-14','WbEOZNqhacpW', 'UB')
('SL04652-2022-11-02-4263','S178-15','fhNA', 'SL')
('AC04652-2022-11-01-4377','A244-3','yuQOShxs', 'UB')
('SL12058-2022-11-01-4337','S181-17','ZiHKwqzf', 'LB')
('AC04652-2022-11-02-4285','A239-1','YBXzFghMXEQrLKci', 'LB')
('AC22517-2022-11-01-4184','A233-8','JhDRZbCYmDMdjWx', 'LB')
('SL12058-2022-11-01-4339','S181-19','nRTOcOVxLoJeKdf', 'UB')
('AC22517-2022-11-02-4410','A245-18','WadCzMw', 'SU')
('AC22517-2022-11-02-4411','A246-1','XfFV', 'LB')
('SL22517-2022-11-02-4444','S186-4','Ya', 'LB')
('SL22517-2022-11-02-4445','S186-5','MU', 'MB')
('SL04652-2022-11-02-4291','S179-19','qTn', 'UB')
('SL22517-2022-11-02-4451','S186-11','GHXyfwWoc', 'UB')
('SL04652-2022-11-01-4368','S182-24','tCizDSAzvyND', 'SU')
('AC04652-2022-11-02-4312','A240-10','VXddg', 'UB')
('SL04652-2022-11-02-4296','S179-24','jiqmzq', 'SU')
('SL22517-2022-11-02-4462','S186-22','qJ', 'UB')
('SL12058-2022-11-01-4369','S183-1','zcM', 'LB')
('AC12058-2022-11-01-4374','A243-18','RdgDoCALmszC', 'SU')
('SL22517-2022-11-01-4395','S184-3','YsurhSYkdG', 'UB')
('AC12058-2022-11-01-4391','A244-17','qTQCsqco', 'SL')
('AC22517-2022-11-02-4464','A248-18','qRsGmAMByvoxmgQN', 'SU')
('AC22517-2022-11-01-4225','A235-13','lHJOd', 'LB')
('SL12058-2022-11-01-4391','S183-23','ND', 'SL')
('AC22517-2022-11-02-4466','A249-2','nzuRBdwwGl', 'LB')
('AC12058-2022-11-01-4396','A245-4','KnVlshJLmBVLRS', 'UB')
('AC22517-2022-11-01-4228','A235-16','sYNWTfEnyxLik', 'UB')
('SL22517-2022-11-02-4493','S188-5','rhR', 'MB')
('SL04652-2022-11-02-4322','S181-2','lJ', 'MB')
('SL22517-2022-11-02-4494','S188-6','Ij', 'UB')
('SL04652-2022-11-02-4324','S181-4','WapUnWNC', 'LB')
('SL04652-2022-11-02-4326','S181-6','gKKYqPxMrOiDvTEz', 'UB')
('SL22517-2022-11-01-4415','S184-23','hITtKBoCMSfbdQGt', 'SL')
('AC22517-2022-11-01-4242','A236-12','gS', 'SU')
('AC22517-2022-11-02-4480','A249-16','YDn', 'UB')
('SL22517-2022-11-01-4419','S185-3','faxdKOTy', 'UB')
('AC22517-2022-11-01-4246','A236-16','JgyiNHMH', 'UB')
('SL22517-2022-11-01-4425','S185-9','NrKFiMqzwrG', 'LB')
('AC12058-2022-11-01-4410','A245-18','MXlfJkh', 'SU')
('SL22517-2022-11-01-4429','S185-13','WvYW', 'MB')
('AC04652-2022-11-02-4369','A243-13','dKVryrfvNRVGWRrh', 'LB')
('SL22517-2022-11-01-4432','S185-16','dmIOlmWyeeLVy', 'SU')
('SL22517-2022-11-02-4517','S189-5','ylwZoCo', 'MB')
('AC12058-2022-11-01-4417','A246-7','zEqBBr', 'LB')
('AC12058-2022-11-01-4418','A246-8','IFRtKaXKmpLJAgQA', 'LB')
('SL04652-2022-11-02-4349','S182-5','ebLpn', 'MB')
('SL12058-2022-11-01-4424','S185-8','pTrnBkrEYLHu', 'SU')
('SL04652-2022-11-01-4427','S185-11','GNkgTWlQrz', 'UB')
('SL22517-2022-11-01-4442','S186-2','qxjMGji', 'MB')
('SL04652-2022-11-02-4354','S182-10','TzhE', 'MB')
('AC12058-2022-11-01-4425','A246-15','ynGDOTTSmCjXotOt', 'UB')
('SL22517-2022-11-01-4445','S186-5','FdymTvUujKFmaxXX', 'MB')
('AC12058-2022-11-01-4428','A246-18','VoCNzzhluXlvqY', 'SU')
('AC04652-2022-11-02-4380','A244-6','hdIJRswYMj', 'SU')
('AC04652-2022-11-01-4520','A252-2','dDVUkqvTdPWUUK', 'LB')
('SL22517-2022-11-02-4568','S191-8','XjPvQTh', 'SU')
('SL04652-2022-11-02-4402','S184-10','nbqnBVcpidRxnQ', 'MB')
('AC22517-2022-11-01-4310','A240-8','MaUlKTOzqRBJkgN', 'LB')
('SL22517-2022-11-01-4498','S188-10','aLHJeeHf', 'MB')
('AC04652-2022-11-01-4548','A253-12','hC', 'SU')
('AC12058-2022-11-01-4494','A250-12','ECQouGuvZl', 'SU')
('SL04652-2022-11-01-4503','S188-15','YS', 'SL')
('SL22517-2022-11-02-4594','S192-10','EtPFcGoZKAQi', 'MB')
('AC04652-2022-11-01-4551','A253-15','ylBm', 'UB')
('SL12058-2022-11-01-4488','S187-24','qYagmSHE', 'SU')
('SL12058-2022-11-01-4489','S188-1','D', 'LB')
('AC12058-2022-11-01-4502','A251-2','LmWIpwVs', 'LB')
('AC04652-2022-11-02-4453','A248-7','lVYTElzIPWJyes', 'LB')
('AC22517-2022-11-02-4564','A254-10','ErElBnlJIvwSpH', 'UB')
('AC12058-2022-11-01-4505','A251-5','ZpeBcSuwIK', 'SL')
('SL04652-2022-11-01-4510','S188-22','PaCBHXhQsYsVdNb', 'UB')
('SL04652-2022-11-02-4434','S185-18','sskJoWuC', 'MB')
('AC04652-2022-11-02-4459','A248-13','kqUdabRm', 'LB')
('SL22517-2022-11-01-4534','S189-22','rsnDSFMj', 'UB')
('AC04652-2022-11-01-4564','A254-10','kGvuXA', 'UB')
('SL04652-2022-11-02-4436','S185-20','Ctx', 'LB')
('AC22517-2022-11-01-4355','A242-17','ccFufmuzBTshXh', 'SL')
('AC22517-2022-11-01-4357','A243-1','iSkhL', 'LB')
('AC04652-2022-11-02-4464','A248-18','QsAnxLHoqFTaocY', 'SU')
('SL12058-2022-11-01-4501','S188-13','eVTTYvqb', 'MB')
('SL04652-2022-11-02-4444','S186-4','OZqfJOHxdpP', 'LB')
('SL04652-2022-11-01-4527','S189-15','YUEqRn', 'SL')
('SL22517-2022-11-01-4546','S190-10','HLFCHc', 'MB')
('SL22517-2022-11-01-4547','S190-11','VBvdnlrAP', 'UB')
('AC12058-2022-11-01-4517','A251-17','HeffGHD', 'SL')
('SL22517-2022-11-01-4548','S190-12','OguDFAjHwmbh', 'LB')
('SL04652-2022-11-02-4452','S186-12','YZwTeTQbZYCVofV', 'LB')
('SL04652-2022-11-02-4453','S186-13','ZRPJfkvBRU', 'MB')
('SL22517-2022-11-02-4619','S193-11','FYwkvDygkFOYQh', 'UB')
('SL22517-2022-11-01-4555','S190-19','eOnDLxLppexiDZ', 'UB')
('AC12058-2022-11-01-4530','A252-12','xPbUsoSXqG', 'SU')
('SL22517-2022-11-02-4626','S193-18','feIghnNUKcJfOwCG', 'MB')
('AC04652-2022-11-02-4489','A250-7','EeOOjUsOJWrVPTmJ', 'LB')
('SL04652-2022-11-01-4549','S190-13','R', 'MB')
('SL04652-2022-11-01-4550','S190-14','f', 'UB')
('SL22517-2022-11-02-4634','S194-2','Ec', 'MB')
('AC04652-2022-11-01-4593','A256-3','DaTuuJDyqwdUCbtc', 'UB')
('AC04652-2022-11-02-4532','A252-14','DLMokmToQwZhHK', 'LB')
('SL04652-2022-11-02-4513','S189-1','sNroPYyfGMf', 'LB')
('AC22517-2022-11-02-4644','A258-18','tpnP', 'SU')
('AC12058-2022-11-01-4595','A256-5','uqCsKFqPE', 'SL')
('AC22517-2022-11-01-4429','A247-1','IfEFcyvhvatnV', 'LB')
('SL04652-2022-11-02-4536','S189-24','MZXIjmtosHWupUT', 'SU')
('SL04652-2022-11-02-4537','S190-1','jMHWa', 'LB')
('SL22517-2022-11-01-4609','S193-1','jQRmeFeiwZibly', 'LB')
('SL04652-2022-11-01-4615','S193-7','mQQMAzZmC', 'SL')
('SL22517-2022-11-02-4689','S196-9','rGD', 'LB')
('AC22517-2022-11-02-4673','A260-11','xWOLWYkqhkNPgt', 'SL')
('AC22517-2022-11-02-4704','A262-6','XWByckAAxhaimm', 'SU')
('SL22517-2022-11-01-4660','S195-4','zRcQMrVv', 'LB')
('AC12058-2022-11-01-4657','A259-13','hmMLVacsR', 'LB')
('AC22517-2022-11-02-4719','A263-3','xx', 'UB')
('SL12058-2022-11-01-4652','S194-20','oilpcjVYhR', 'LB')
('SL22517-2022-11-01-4667','S195-11','KAJNrNpzYmkDhAo', 'UB')
('AC04652-2022-11-01-4707','A262-9','VGrlNXlQcMVQUP', 'UB')
('AC22517-2022-11-02-4724','A263-8','zALvSqJ', 'LB')
('AC22517-2022-11-02-4725','A263-9','SYzCfHEtXPtxPGrd', 'UB')
('SL04652-2022-11-01-4664','S195-8','deCpQnMgzkPntxyF', 'SU')
('AC04652-2022-11-01-4714','A262-16','NL', 'UB')
('AC04652-2022-11-02-4607','A256-17','yj', 'SL')
('SL04652-2022-11-02-4604','S192-20','IfwPUsRAe', 'LB')
('SL22517-2022-11-01-4671','S195-15','CWzfrKqW', 'SL')
('AC04652-2022-11-02-4612','A257-4','EyjvQj', 'UB')
('SL22517-2022-11-02-4752','S198-24','tpIbBfwmBPO', 'SU')
('SL22517-2022-11-01-4672','S195-16','vsmYFb', 'SU')
('AC22517-2022-11-02-4737','A264-3','kGegycFkWGYQ', 'UB')
('AC22517-2022-11-01-4507','A251-7','dJaUnTrtwMTllH', 'LB')
('SL04652-2022-11-01-4673','S195-17','ZcC', 'LB')
('SL04652-2022-11-02-4612','S193-4','KfjRCHTQsfGJeFhU', 'LB')
('SL22517-2022-11-01-4676','S195-20','NXXiWAFzBJtKs', 'LB')
('AC04652-2022-11-02-4621','A257-13','rc', 'LB')
('AC12058-2022-11-01-4685','A261-5','UasIEZJrV', 'SL')
