('AC22517-2022-11-01-1494','A83-18','efRaEXaY', 'SU')
('SL04652-2022-11-01-8721','S364-9','xYydFnNuBi', 'LB')
('SL22517-2022-11-01-8699','S363-11','qRfdr', 'UB')
('SL22517-2022-11-02-8806','S367-22','SANwRLNAwkRPUAE', 'UB')
('SL04652-2022-11-02-8836','S369-4','kdknQNhogP', 'LB')
('SL12058-2022-11-01-8672','S362-8','LKakHDwoAp', 'SU')
('SL22517-2022-11-01-8777','S366-17','QamfkTnefJa', 'LB')
('SL12058-2022-11-01-8707','S363-19','XkcOjvlrBkBxbba', 'UB')
('AC04652-2022-11-01-9192','A511-12','DsEQ', 'SU')
('AC04652-2022-11-02-8969','A499-5','Hj', 'SL')
('AC12058-2022-11-01-8916','A496-6','ZPCwFqhyGZEA', 'SU')
('AC12058-2022-11-01-8920','A496-10','WTtrDSrjU', 'UB')
('AC22517-2022-11-02-8989','A500-7','dtwcrGmyvphGJdp', 'LB')
('AC12058-2022-11-01-8924','A496-14','OQy', 'LB')
('AC22517-2022-11-02-8991','A500-9','sDUUj', 'UB')
('SL04652-2022-11-01-8854','S369-22','vQrqvNEIcqDZQT', 'UB')
('SL04652-2022-11-02-8874','S370-18','ZsjImXekTsn', 'MB')
('AC22517-2022-11-02-8994','A500-12','AYuRnifSX', 'SU')
('AC22517-2022-11-02-8997','A500-15','OMFaasrom', 'UB')
('SL04652-2022-11-01-8867','S370-11','cA', 'UB')
('AC22517-2022-11-01-8951','A498-5','qNti', 'SL')
('AC04652-2022-11-02-8987','A500-5','isHwFlbWLqoI', 'SL')
('AC04652-2022-11-01-9221','A513-5','GmHXrIbmmdQP', 'SL')
('SL04652-2022-11-02-8914','S372-10','coztYYUo', 'MB')
('AC04652-2022-11-02-9014','A501-14','LpGsFIi', 'LB')
('SL04652-2022-11-02-8915','S372-11','A', 'UB')
('AC04652-2022-11-02-9078','A505-6','yeCpmUCNhebywMIK', 'SU')
('AC22517-2022-11-02-9100','A506-10','NPugLnkSyT', 'UB')
('AC22517-2022-11-01-9102','A506-12','VK', 'SU')
('AC22517-2022-11-01-9103','A506-13','QrZyEZtnrDLdYZeE', 'LB')
('SL22517-2022-11-02-9060','S378-12','GBP', 'LB')
('AC12058-2022-11-01-9115','A507-7','QrRGWaMS', 'LB')
('SL04652-2022-11-02-9052','S378-4','xwpWbtCscW', 'LB')
('SL04652-2022-11-02-9053','S378-5','kuQ', 'MB')
('AC04652-2022-11-02-9171','A510-9','ayhsPqjhekDvQcl', 'UB')
('AC22517-2022-11-01-9170','A510-8','ZOgB', 'LB')
('AC12058-2022-11-01-9172','A510-10','EBJqgFyXnS', 'UB')
('SL12058-2022-11-01-8991','S375-15','QJGbbLUoz', 'SL')
('AC22517-2022-11-02-9235','A514-1','JhsC', 'LB')
('AC22517-2022-11-01-9185','A511-5','QQacobVxhySXyWI', 'SL')
('SL22517-2022-11-02-9111','S380-15','TiEHRlVrGnE', 'SL')
('AC04652-2022-11-01-9459','A526-9','uNnNVgqXG', 'UB')
('AC22517-2022-11-01-9190','A511-10','wJVsWh', 'UB')
('SL04652-2022-11-01-9114','S380-18','nvrpAqUk', 'MB')
('AC22517-2022-11-02-9245','A514-11','Ki', 'SL')
('SL12058-2022-11-01-9004','S376-4','qYrulVVasGHCJa', 'LB')
('SL22517-2022-11-01-9117','S380-21','SgYLO', 'MB')
('SL04652-2022-11-02-9229','S385-13','iSQTQBwwZIYa', 'MB')
('AC12058-2022-11-01-9300','A517-12','aI', 'SU')
('AC22517-2022-11-02-9375','A521-15','QPuejighP', 'UB')
('AC04652-2022-11-02-9396','A522-18','lEnFaSUJWOD', 'SU')
('SL04652-2022-11-02-9256','S386-16','mShuIpmSw', 'SU')
('AC22517-2022-11-01-9343','A520-1','hElpzzXNTLiYBSK', 'LB')
('SL04652-2022-11-01-9270','S387-6','XPOWMSszjkd', 'UB')
('SL04652-2022-11-01-9271','S387-7','MIXyjQfiQLcbBU', 'SL')
('AC22517-2022-11-02-9400','A523-4','UZrLa', 'UB')
('AC12058-2022-11-01-9389','A522-11','QXGBpwyvg', 'SL')
('SL12058-2022-11-01-9201','S384-9','hKirFShd', 'LB')
('SL22517-2022-11-02-9353','S390-17','lvvgMkwaW', 'LB')
('AC04652-2022-11-01-9711','A540-9','UkEUsIJntZL', 'UB')
('SL04652-2022-11-01-9358','S390-22','dSJYmuPaDKGCyUsq', 'UB')
('AC04652-2022-11-02-9470','A527-2','dcDaQauZuec', 'LB')
('AC04652-2022-11-02-9471','A527-3','vzAUkXQVWsUrVhtS', 'UB')
('SL12058-2022-11-01-9244','S386-4','FzaiyjVaIcg', 'LB')
('AC22517-2022-11-01-9456','A526-6','e', 'SU')
('SL04652-2022-11-02-9363','S391-3','pTOtSzP', 'UB')
('AC22517-2022-11-01-9460','A526-10','mA', 'UB')
('AC22517-2022-11-01-9461','A526-11','L', 'SL')
('AC22517-2022-11-01-9462','A526-12','llwHOnr', 'SU')
('AC22517-2022-11-01-9464','A526-14','CijOntND', 'LB')
('SL22517-2022-11-01-9324','S389-12','ZktKRhgDQqmEI', 'LB')
('AC12058-2022-11-01-9511','A529-7','ccxfYNrPH', 'LB')
('AC22517-2022-11-02-9555','A531-15','mvTEsuJ', 'UB')
('AC22517-2022-11-01-9533','A530-11','ukHQPQzwJkC', 'SL')
('AC22517-2022-11-02-9558','A531-18','wD', 'SU')
('AC12058-2022-11-01-9561','A532-3','rPkvtrEhyRX', 'UB')
('AC22517-2022-11-01-9557','A531-17','MLeo', 'SL')
('SL22517-2022-11-01-9416','S393-8','ZP', 'SU')
('AC22517-2022-11-02-9588','A533-12','ZSylQsmZ', 'SU')
('SL22517-2022-11-01-9422','S393-14','LhUqrOd', 'UB')
('AC22517-2022-11-01-9566','A532-8','AstnHVXLycqcmUm', 'LB')
('SL22517-2022-11-02-9485','S396-5','mDqMwqjwGl', 'MB')
('SL22517-2022-11-02-9488','S396-8','Py', 'SU')
('AC04652-2022-11-02-9591','A533-15','hc', 'UB')
('AC12058-2022-11-01-9613','A535-1','NeseKBGTSvHTuIyI', 'LB')
('SL22517-2022-11-01-9461','S395-5','aBgyivcYi', 'MB')
('SL04652-2022-11-01-9508','S397-4','gFQlAupi', 'LB')
('SL12058-2022-11-01-9396','S392-12','uIBZmSaKpDOVRRB', 'LB')
('AC22517-2022-11-02-9635','A536-5','bhBhGceZWZY', 'SL')
('AC04652-2022-11-01-9872','A549-8','JSAjxkxfZZwV', 'LB')
('AC12058-2022-11-01-9650','A537-2','ELttNnIIqh', 'LB')
('SL04652-2022-11-01-9544','S398-16','eoGWCYkmN', 'SU')
('SL22517-2022-11-01-9499','S396-19','yJImU', 'UB')
('SL12058-2022-11-01-9428','S393-20','FaPnKhmGp', 'LB')
('SL04652-2022-11-02-9560','S399-8','ujxztVVIaRnE', 'SU')
('SL04652-2022-11-01-9546','S398-18','UyB', 'MB')
('AC22517-2022-11-02-9682','A538-16','vh', 'UB')
('AC04652-2022-11-02-9664','A537-16','xqRncZNFkkzAjJ', 'UB')
('AC04652-2022-11-02-9673','A538-7','sDnVJcNpyW', 'LB')
('AC22517-2022-11-02-9697','A539-13','yMPOnenxZzYto', 'LB')
('AC22517-2022-11-02-9698','A539-14','eHFIuXVt', 'LB')
('SL12058-2022-11-01-9452','S394-20','qFTOvVxcYsg', 'LB')
('SL22517-2022-11-01-9531','S398-3','ywcDMMsruAkiFG', 'UB')
('SL04652-2022-11-02-9598','S400-22','DWyFLkTcDNbfkCUr', 'UB')
('SL22517-2022-11-01-9541','S398-13','pfuTL', 'MB')
('AC12058-2022-11-01-9709','A540-7','lcokFXhYpWkVA', 'LB')
('AC12058-2022-11-01-9711','A540-9','twLS', 'UB')
('AC22517-2022-11-01-9687','A539-3','hkOvEotgAkI', 'UB')
('SL22517-2022-11-02-9621','S401-21','cOeWPgv', 'MB')
('SL22517-2022-11-02-9623','S401-23','jlMbHgPcN', 'SL')
('AC04652-2022-11-02-9704','A540-2','PwkN', 'LB')
('SL04652-2022-11-01-9589','S400-13','O', 'MB')
('AC12058-2022-11-01-9717','A540-15','zvAM', 'UB')
('AC22517-2022-11-01-9692','A539-8','HKgOOBxoGwwoER', 'LB')
('AC04652-2022-11-01-9958','A554-4','ihb', 'UB')
('AC04652-2022-11-01-9959','A554-5','RTrdpXm', 'SL')
('AC22517-2022-11-01-9694','A539-10','xAefIjNwt', 'UB')
('AC12058-2022-11-01-9725','A541-5','rHNbrwM', 'SL')
('AC12058-2022-11-01-9777','A544-3','Ou', 'UB')
('AC22517-2022-11-02-9799','A545-7','yXaaCHI', 'LB')
('AC04652-2022-11-01-10016','A557-8','QEKR', 'LB')
('SL22517-2022-11-02-9700','S405-4','bgsaQuqB', 'LB')
('SL04652-2022-11-02-9746','S407-2','AKpMbDp', 'MB')
('AC04652-2022-11-01-10131','A563-15','HoJ', 'UB')
('AC04652-2022-11-02-9911','A551-11','YClpRU', 'SL')
('AC12058-2022-11-01-9901','A551-1','DBaRlepgpwLD', 'LB')
('SL12058-2022-11-01-9659','S403-11','ifTGISoGpZStCqO', 'UB')
('SL22517-2022-11-01-9737','S406-17','j', 'LB')
('SL04652-2022-11-02-9805','S409-13','GXya', 'MB')
('SL22517-2022-11-02-9840','S410-24','Hkv', 'SU')
('SL12058-2022-11-01-9718','S405-22','FHGj', 'UB')
('SL22517-2022-11-01-9795','S409-3','GZePcCyKtlUuM', 'UB')
('AC04652-2022-11-01-10185','A566-15','vdO', 'UB')
('SL22517-2022-11-02-9900','S413-12','zNJn', 'LB')
('AC22517-2022-11-02-10050','A559-6','GYBqRMHigz', 'SU')
('SL04652-2022-11-02-9927','S414-15','XzIPghDuFxp', 'SL')
('SL04652-2022-11-02-9928','S414-16','GmkGOZSUBthWGZP', 'SU')
('AC04652-2022-11-01-10233','A569-9','uqpWzJKDs', 'UB')
('SL22517-2022-11-02-9947','S415-11','rrPdJYeIrod', 'UB')
('SL22517-2022-11-01-9856','S411-16','O', 'SU')
('AC04652-2022-11-02-10067','A560-5','l', 'SL')
('AC12058-2022-11-01-10053','A559-9','lPoNvpJooR', 'UB')
('AC22517-2022-11-01-10049','A559-5','bWyvFXGsycluynSy', 'SL')
('AC12058-2022-11-01-10060','A559-16','QuMlSJE', 'UB')
('AC12058-2022-11-01-10061','A559-17','FkXOKd', 'SL')
('AC22517-2022-11-02-10091','A561-11','OylFeBhjzSlMUvMj', 'SL')
('AC22517-2022-11-01-10067','A560-5','ZXqelJCGfg', 'SL')
('SL04652-2022-11-01-9950','S415-14','xKDhkSqIVzpoG', 'UB')
('AC04652-2022-11-01-10280','A572-2','RUXfNbyEINmdguiH', 'LB')
('SL22517-2022-11-01-9889','S413-1','II', 'LB')
('AC04652-2022-11-01-10281','A572-3','MHHdkshXF', 'UB')
('SL04652-2022-11-02-9993','S417-9','puhmNsJrkud', 'LB')
('AC04652-2022-11-02-10095','A561-15','gEofEcAWZIm', 'UB')
('AC22517-2022-11-01-10083','A561-3','UqRHaEQgqjwGmp', 'UB')
('SL12058-2022-11-01-9846','S411-6','pmxVpSzWwaWD', 'UB')
('AC12058-2022-11-01-10090','A561-10','BDQhtojsJk', 'UB')
('AC22517-2022-11-02-10116','A562-18','czLyPi', 'SU')
('SL04652-2022-11-01-9962','S416-2','T', 'MB')
('AC04652-2022-11-01-10308','A573-12','tk', 'SU')
('SL22517-2022-11-02-10015','S418-7','exWjVLParLN', 'SL')
('SL04652-2022-11-01-9966','S416-6','fuOPxHigB', 'UB')
('SL22517-2022-11-01-9902','S413-14','BiRkYN', 'UB')
('SL04652-2022-11-02-10035','S419-3','dwNsBbpmaX', 'UB')
('SL22517-2022-11-01-9928','S414-16','ak', 'SU')
('SL12058-2022-11-01-9880','S412-16','aftPAMHfAwdM', 'SU')
('AC12058-2022-11-01-10143','A564-9','hPtwqAuEaKphq', 'UB')
('AC04652-2022-11-01-10340','A575-8','J', 'LB')
('SL22517-2022-11-02-10041','S419-9','YMU', 'LB')
('AC22517-2022-11-02-10166','A565-14','rX', 'LB')
('SL04652-2022-11-02-10050','S419-18','XNCoLXbsXXYm', 'MB')
('SL04652-2022-11-01-10017','S418-9','lARYnTwvEaBnI', 'LB')
('SL04652-2022-11-02-10052','S419-20','QGdqPJLprowO', 'LB')
('AC22517-2022-11-02-10168','A565-16','ML', 'UB')
('SL22517-2022-11-01-9940','S415-4','XpBcFt', 'LB')
('SL22517-2022-11-01-9942','S415-6','GjGqMPm', 'UB')
('SL12058-2022-11-01-9894','S413-6','VE', 'UB')
('AC12058-2022-11-01-10208','A568-2','fHUYlEKSpHmjQf', 'LB')
('AC04652-2022-11-01-10404','A578-18','xikXaoEMmnLFlXK', 'SU')
('SL04652-2022-11-01-10079','S420-23','rezJvAurVCuu', 'SL')
('SL22517-2022-11-02-10112','S422-8','vCMgRdp', 'SU')
('AC04652-2022-11-02-10280','A572-2','YJlEer', 'LB')
('AC22517-2022-11-02-10280','A572-2','nZNpjR', 'LB')
('AC22517-2022-11-01-10254','A570-12','ChMyzmuIf', 'SU')
('SL04652-2022-11-01-10147','S423-19','i', 'UB')
('SL22517-2022-11-01-10070','S420-14','yrQ', 'UB')
('SL04652-2022-11-02-10190','S425-14','cmSoNGUCzQpRS', 'UB')
('SL04652-2022-11-01-10153','S424-1','jRSlFBFmcrOjq', 'LB')
('SL22517-2022-11-02-10167','S424-15','JH', 'SL')
('AC22517-2022-11-02-10287','A572-9','L', 'UB')
('AC04652-2022-11-02-10287','A572-9','wBpyGfjNBKPSO', 'UB')
('AC04652-2022-11-01-10478','A583-2','XaFlSJ', 'LB')
('SL22517-2022-11-02-10172','S424-20','KJsgMxzRKsd', 'LB')
('SL04652-2022-11-01-10159','S424-7','gLfQQRyvhfbs', 'SL')
('SL04652-2022-11-02-10197','S425-21','Mw', 'MB')
('SL04652-2022-11-01-10160','S424-8','FVu', 'SU')
('AC04652-2022-11-02-10290','A572-12','eVYJhBIKBgxITCG', 'SU')
('SL04652-2022-11-02-10201','S426-1','ykOhuVCcvfXneIM', 'LB')
('AC22517-2022-11-01-10266','A571-6','pAiyRtEg', 'SU')
('AC04652-2022-11-01-10486','A583-10','fyZFL', 'UB')
('AC22517-2022-11-01-10268','A571-8','SPYcKp', 'LB')
('SL22517-2022-11-01-10088','S421-8','YmOmfKsOGxVYpm', 'SU')
('SL04652-2022-11-01-10166','S424-14','RqoGz', 'UB')
('AC22517-2022-11-02-10296','A572-18','RYxdoUfjCSDa', 'SU')
('SL22517-2022-11-01-10090','S421-10','InWGtMilaTo', 'MB')
('AC12058-2022-11-01-10286','A572-8','vXmzQtJjbdMlsMwH', 'LB')
('SL04652-2022-11-01-10169','S424-17','CLxSOQT', 'LB')
('AC04652-2022-11-02-10299','A573-3','PsASosyfT', 'UB')
('AC04652-2022-11-01-10491','A583-15','dVPMEDdilVNTQF', 'UB')
('SL04652-2022-11-02-10209','S426-9','qNv', 'LB')
('AC12058-2022-11-01-10292','A572-14','Qf', 'LB')
('SL04652-2022-11-02-10210','S426-10','LVFSMje', 'MB')
('AC22517-2022-11-02-10359','A576-9','hlxroPhTnTGL', 'UB')
('SL12058-2022-11-01-10129','S423-1','dT', 'LB')
('SL12058-2022-11-01-10131','S423-3','iZwbBCtnLFjlB', 'UB')
('SL22517-2022-11-01-10261','S428-13','deerz', 'MB')
('AC04652-2022-11-01-10641','A592-3','ZOMbhnXp', 'UB')
('AC12058-2022-11-01-10452','A581-12','tEgDsNKOIzQqIa', 'SU')
('SL04652-2022-11-02-10356','S432-12','oLXyjOaCsKchcgp', 'LB')
('AC04652-2022-11-01-10646','A592-8','ovKNx', 'LB')
('AC04652-2022-11-02-10456','A581-16','WXoIAI', 'UB')
('AC04652-2022-11-01-10648','A592-10','hEjbdJdjo', 'UB')
('AC04652-2022-11-01-10649','A592-11','tANdqDUg', 'SL')
('AC04652-2022-11-01-10652','A592-14','ltteQPiPNV', 'LB')
('AC22517-2022-11-02-10486','A583-10','Lqee', 'UB')
('SL22517-2022-11-01-10302','S430-6','gAR', 'UB')
('AC22517-2022-11-01-10467','A582-9','VsMfKOhTtB', 'UB')
('SL04652-2022-11-02-10406','S434-14','QBM', 'UB')
('AC12058-2022-11-01-10494','A583-18','RidJcyZvvV', 'SU')
('SL04652-2022-11-01-10374','S433-6','WIMPZmRJxCZTm', 'UB')
('AC04652-2022-11-02-10499','A584-5','a', 'SL')
('AC22517-2022-11-02-10499','A584-5','IMD', 'SL')
('SL12058-2022-11-01-10243','S427-19','ITAw', 'UB')
('SL22517-2022-11-01-10307','S430-11','NtWpQpSJOafUMJ', 'UB')
('SL04652-2022-11-01-10381','S433-13','pXesCpOpY', 'MB')
('SL22517-2022-11-02-10424','S435-8','xXkEZNtO', 'SU')
('AC22517-2022-11-01-10574','A588-8','QuggP', 'LB')
('SL04652-2022-11-01-10477','S437-13','HIIoOcxftc', 'MB')
('SL04652-2022-11-02-10517','S439-5','BUJqgwcr', 'MB')
('SL04652-2022-11-02-10518','S439-6','WmqpXdpCL', 'UB')
('SL04652-2022-11-02-10526','S439-14','lwfzGRtrBYyhX', 'UB')
('AC22517-2022-11-02-10623','A591-3','WGguTmAeTRV', 'UB')
('AC04652-2022-11-02-10633','A591-13','eGDJPeHbEdJXwQ', 'LB')
('AC04652-2022-11-02-10634','A591-14','VAhURHHOsVQ', 'LB')
('AC22517-2022-11-02-10644','A592-6','Bn', 'SU')
('AC12058-2022-11-01-10625','A591-5','KHOVphZ', 'SL')
('AC04652-2022-11-02-10637','A591-17','XjeBa', 'SL')
('AC22517-2022-11-02-10645','A592-7','ZnLxOcQOMlOPLuw', 'LB')
('AC12058-2022-11-01-10628','A591-8','BESFoGxWyGA', 'LB')
('SL12058-2022-11-01-10395','S434-3','JuKeObIOa', 'UB')
('AC22517-2022-11-02-10648','A592-10','mzGjbCWJkjecaSfQ', 'UB')
('SL22517-2022-11-01-10445','S436-5','sTXJKBiAqhBirV', 'MB')
('SL22517-2022-11-01-10449','S436-9','SQUOLjg', 'LB')
('SL12058-2022-11-01-10403','S434-11','Sepoonc', 'UB')
('SL22517-2022-11-02-10557','S440-21','GQISHb', 'MB')
('AC04652-2022-11-02-10648','A592-10','BmDcQpa', 'UB')
('AC04652-2022-11-01-10834','A602-16','rLhLUWAnj', 'UB')
('AC12058-2022-11-01-10646','A592-8','h', 'LB')
('SL22517-2022-11-01-10474','S437-10','bbfTxniLsJZV', 'MB')
('AC12058-2022-11-01-10647','A592-9','tOxhIz', 'UB')
('AC12058-2022-11-01-10648','A592-10','SDjgufQjE', 'UB')
('AC12058-2022-11-01-10649','A592-11','O', 'SL')
('AC04652-2022-11-01-10838','A603-2','ArrlbAiXHlN', 'LB')
('AC04652-2022-11-01-10841','A603-5','PkFgixb', 'SL')
('SL22517-2022-11-01-10481','S437-17','ewlkPTF', 'LB')
('SL04652-2022-11-02-10584','S441-24','H', 'SU')
('AC04652-2022-11-02-10674','A593-18','dUDt', 'SU')
('SL22517-2022-11-02-10629','S443-21','K', 'MB')
('AC04652-2022-11-01-10887','A605-15','wshfm', 'UB')
('AC12058-2022-11-01-10709','A595-17','YGgZrupPCTSzOu', 'SL')
('AC04652-2022-11-01-10895','A606-5','hqPKerrGiKA', 'SL')
('SL12058-2022-11-01-10509','S438-21','EVxJyNry', 'MB')
('AC12058-2022-11-01-10767','A599-3','jJPJ', 'UB')
('SL04652-2022-11-01-10646','S444-14','tSHdYdUSCJeOH', 'UB')
('SL22517-2022-11-01-10587','S442-3','KcCrHmurYyIj', 'UB')
('AC22517-2022-11-01-10749','A598-3','kTGlLJPHJleQy', 'UB')
('AC04652-2022-11-02-10787','A600-5','GewgabNj', 'SL')
('SL22517-2022-11-02-10701','S446-21','TE', 'MB')
('AC12058-2022-11-01-10789','A600-7','jketIF', 'LB')
('AC04652-2022-11-02-10845','A603-9','YlVkFLRfP', 'UB')
('AC22517-2022-11-02-10860','A604-6','Mrzkd', 'SU')
('AC12058-2022-11-01-10839','A603-3','OTuWbTy', 'UB')
('AC04652-2022-11-01-11010','A612-12','Zk', 'SU')
('AC22517-2022-11-01-10837','A603-1','uenEnHVCfjR', 'LB')
('SL22517-2022-11-02-10757','S449-5','sRGKsWmB', 'MB')
('SL04652-2022-11-02-10767','S449-15','hBhUDkwBdIXXDxeu', 'SL')
('AC04652-2022-11-02-10864','A604-10','aFXAxsNvCouKPVdo', 'UB')
('AC22517-2022-11-01-10863','A604-9','yYYndmYZL', 'UB')
('AC22517-2022-11-02-10891','A606-1','iWJrGsZr', 'LB')
('AC12058-2022-11-01-10868','A604-14','JCaSukxLnJd', 'LB')
('SL04652-2022-11-02-10833','S452-9','SxPf', 'LB')
('SL04652-2022-11-01-10795','S450-19','lDQWhsbwMez', 'UB')
('AC12058-2022-11-01-10921','A607-13','KeoznIPcDOqcyBC', 'LB')
('SL22517-2022-11-01-10721','S447-17','gzG', 'LB')
('SL12058-2022-11-01-10686','S446-6','ZoHT', 'UB')
('SL22517-2022-11-01-10724','S447-20','VWLnVkPHTPvT', 'LB')
('SL04652-2022-11-02-10840','S452-16','ydXhWu', 'SU')
('SL12058-2022-11-01-10689','S446-9','iAFio', 'LB')
('AC22517-2022-11-02-10929','A608-3','njOzFYVdkXql', 'UB')
('AC04652-2022-11-01-11082','A616-12','JOuTQXnCau', 'SU')
('AC22517-2022-11-02-10930','A608-4','rKhJUNMf', 'UB')
('AC22517-2022-11-02-10931','A608-5','xjmCUvLqRExsLl', 'SL')
('AC22517-2022-11-01-10941','A608-15','XI', 'UB')
('SL04652-2022-11-02-10870','S453-22','PaRNxHWDZnoYmLA', 'UB')
('AC22517-2022-11-02-10958','A609-14','IZhnshfjvLjVPyI', 'LB')
('AC04652-2022-11-02-11014','A612-16','CaIBOSwdfuMww', 'UB')
('SL04652-2022-11-01-10887','S454-15','EakBZkm', 'SL')
('SL12058-2022-11-01-10761','S449-9','wHPmriTylTmheTt', 'LB')
('SL22517-2022-11-01-10841','S452-17','bRlyIdzeiBQalH', 'LB')
('AC04652-2022-11-01-11180','A622-2','AJmbBmpJGBC', 'LB')
('SL04652-2022-11-01-10914','S455-18','JnbbSox', 'MB')
('SL04652-2022-11-01-10916','S455-20','Q', 'LB')
('AC22517-2022-11-01-11025','A613-9','PTOkRDG', 'UB')
('AC12058-2022-11-01-11036','A614-2','J', 'LB')
('AC22517-2022-11-02-11016','A612-18','Oo', 'SU')
('AC22517-2022-11-01-11045','A614-11','XeqBPzh', 'SL')
('SL12058-2022-11-01-10812','S451-12','TjIHFs', 'LB')
('AC12058-2022-11-01-11057','A615-5','rtYOlvB', 'SL')
('AC04652-2022-11-01-11202','A623-6','krvkppZFUNiPs', 'SU')
('AC22517-2022-11-01-11062','A615-10','XCqOrVJnj', 'UB')
('SL22517-2022-11-01-10886','S454-14','TxhmIcqY', 'UB')
('AC22517-2022-11-02-11053','A615-1','eejON', 'LB')
('AC12058-2022-11-01-11080','A616-10','lMEAAmHLZlH', 'UB')
('AC04652-2022-11-01-11218','A624-4','ahRNcCKAsOi', 'UB')
('AC22517-2022-11-01-11078','A616-8','e', 'LB')
('SL04652-2022-11-01-10998','S459-6','STpdBKXNdwpymylB', 'UB')
('AC22517-2022-11-02-11079','A616-9','ySunjIKQZMyfBYV', 'UB')
('AC04652-2022-11-01-11260','A626-10','QKtAxc', 'UB')
('AC22517-2022-11-02-11081','A616-11','BbfckwzqwP', 'SL')
('AC04652-2022-11-01-11262','A626-12','houhivLkluDDsa', 'SU')
('AC22517-2022-11-02-11088','A616-18','NsOAPfvKI', 'SU')
('AC22517-2022-11-01-11113','A618-7','BeqtnyLNLZQLyzK', 'LB')
('AC04652-2022-11-01-11270','A627-2','M', 'LB')
('AC04652-2022-11-02-11187','A622-9','otddRkOuTgTZO', 'UB')
('AC04652-2022-11-02-11188','A622-10','VuoYjmyTd', 'UB')
('SL12058-2022-11-01-10952','S457-8','vOZgzx', 'SU')
('SL12058-2022-11-01-11001','S459-9','unpkdODSC', 'LB')
('AC22517-2022-11-02-11191','A622-13','TRFbbmaEsSOnK', 'LB')
('SL22517-2022-11-02-11124','S464-12','nEgezEDTSaiNRFHg', 'LB')
('AC04652-2022-11-02-11252','A626-2','bMpSdzkbcdzle', 'LB')
('SL04652-2022-11-01-11118','S464-6','U', 'UB')
('SL22517-2022-11-01-11053','S461-13','EzPuSlw', 'MB')
('SL04652-2022-11-02-11146','S465-10','kUEEIOqpWSvK', 'MB')
('SL12058-2022-11-01-11015','S459-23','cCfjFslGeKuGE', 'SL')
('AC04652-2022-11-02-11266','A626-16','TLVqnsNTJcLwQg', 'UB')
('AC04652-2022-11-01-11420','A635-8','gdWVXxErCADIFHOD', 'LB')
('AC04652-2022-11-02-11280','A627-12','gAMSgXkOHC', 'SU')
('SL22517-2022-11-01-11080','S462-16','loL', 'SU')
('AC22517-2022-11-02-11252','A626-2','Tu', 'LB')
('AC22517-2022-11-01-11267','A626-17','fTZhQUJUPalUtk', 'SL')
('SL04652-2022-11-02-11186','S467-2','qoYIZdDYEYiYKp', 'MB')
('SL12058-2022-11-01-11055','S461-15','t', 'SL')
('AC22517-2022-11-01-11271','A627-3','eqnUnyjMtrTXtHp', 'UB')
('AC04652-2022-11-02-11345','A631-5','guOtQpeISWPT', 'SL')
('SL04652-2022-11-02-11224','S468-16','gkrVGYXhQGAabQwL', 'SU')
('AC04652-2022-11-01-11556','A642-18','Mtw', 'SU')
('SL04652-2022-11-02-11279','S470-23','mtar', 'SL')
('AC04652-2022-11-02-11396','A634-2','LtwAZKVee', 'LB')
('AC12058-2022-11-01-11393','A633-17','LB', 'SL')
('AC22517-2022-11-02-11360','A632-2','i', 'LB')
('AC22517-2022-11-01-11386','A633-10','THheDQezbYyFdI', 'UB')
('SL04652-2022-11-01-11273','S470-17','zOOaXKmdIUOgJW', 'LB')
('SL04652-2022-11-02-11281','S471-1','nwQ', 'LB')
('SL22517-2022-11-01-11208','S467-24','AvoR', 'SU')
('AC04652-2022-11-02-11400','A634-6','asQ', 'SU')
('AC12058-2022-11-01-11396','A634-2','cbr', 'LB')
('AC04652-2022-11-02-11401','A634-7','mUmypFxgGMLCVVRt', 'LB')
('AC04652-2022-11-01-11565','A643-9','IaACvZ', 'UB')
('SL22517-2022-11-02-11286','S471-6','vi', 'UB')
('AC22517-2022-11-01-11394','A633-18','uoyjMsYoEURvSPJ', 'SU')
('SL22517-2022-11-01-11211','S468-3','ZCcItP', 'UB')
('SL22517-2022-11-01-11212','S468-4','WtnmHIQqwTjFavv', 'LB')
('AC04652-2022-11-02-11405','A634-11','NqKJMWFoR', 'SL')
('AC22517-2022-11-02-11376','A632-18','sQMXPI', 'SU')
('AC22517-2022-11-01-11398','A634-4','LZxZ', 'UB')
('SL12058-2022-11-01-11187','S467-3','ZjPCdMXahJX', 'UB')
('AC22517-2022-11-02-11412','A634-18','FruB', 'SU')
('SL22517-2022-11-02-11316','S472-12','oBRX', 'LB')
('SL04652-2022-11-02-11315','S472-11','PMpMKctGzfF', 'UB')
('SL22517-2022-11-02-11318','S472-14','QIOuhvC', 'UB')
('SL04652-2022-11-02-11329','S473-1','mGRcLFHCa', 'LB')
('SL12058-2022-11-01-11203','S467-19','MqfBcVSxv', 'UB')
('AC12058-2022-11-01-11443','A636-13','io', 'LB')
('AC04652-2022-11-02-11444','A636-14','YbYci', 'LB')
('SL12058-2022-11-01-11240','S469-8','RG', 'SU')
('SL04652-2022-11-02-11368','S474-16','BXzAUZmT', 'SU')
('SL22517-2022-11-01-11297','S471-17','SNvcIfkIM', 'LB')
('SL22517-2022-11-01-11298','S471-18','nnrenCmOdH', 'MB')
('SL04652-2022-11-02-11370','S474-18','OBQTevGBbs', 'MB')
('AC22517-2022-11-01-11483','A638-17','j', 'SL')
